,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5
2090,N,False,0.0,0.0,0.0,0.0,0.0
2091,N,False,0.0,0.0,0.0,0.0,0.0
2092,N,False,0.0,0.0,0.0,0.0,0.0
2093,N,False,176.03,174.28,173.77,176.15,178.97
2094,N,False,156.79,156.62,156.82,156.94,156.89
2095,N,False,0.0,0.0,0.0,0.0,0.0
2096,N,False,0.0,0.0,0.0,0.0,0.0
2097,N,False,932.1,931.52,929.48,927.71,924.22
2098,N,False,0.0,0.0,0.0,0.0,0.0
2099,N,False,0.0,0.0,0.0,0.0,0.0
2100,N,False,0.0,0.0,0.0,0.0,0.0
2101,N,False,0.0,0.0,0.0,0.0,0.0
2102,N,False,0.0,0.0,0.0,0.0,0.0
2103,N,False,84.717,84.853,85.0,85.988,87.132
2104,N,False,0.0,0.0,0.0,0.0,0.0
2105,N,False,0.0,0.0,0.0,0.0,0.0
2106,N,False,0.0,0.0,0.0,0.0,0.0
2107,N,False,242.72,240.07,240.53,234.37,232.12
2108,N,False,0.0,0.0,0.0,0.0,0.0
2109,N,False,303.71,310.02,306.01,311.48,310.91
2110,N,False,130.61,133.45,133.76,133.76,134.71
2111,N,False,636.33,639.17,626.21,626.3,626.32
2112,N,False,59.939,24.601,60.606,26.038,21.415
2113,N,False,134.37,137.08,137.19,51.924,136.51
2114,N,False,12.369,12.369,12.369,12.369,12.369
2115,N,False,0.0,0.0,0.0,0.0,0.0
2116,N,False,69.489,70.777,69.617,69.795,70.646
2117,N,False,0.0,0.0,0.0,0.0,0.0
2118,N,False,112.4,114.63,115.45,117.2,117.2
2119,N,False,90.932,92.63,94.548,92.805,94.756
2120,N,False,420.59,420.45,421.58,422.57,423.65
2121,N,False,121.46,110.94,113.11,114.13,117.32
2122,N,False,0.0,0.0,0.0,0.0,0.0
2123,N,False,7.0711,7.8102,0.0,0.0,0.0
2124,N,False,10.05,10.05,0.0,10.05,10.05
2125,N,False,0.0,0.0,0.0,0.0,0.0
2126,N,False,7.0711,6.0828,0.0,5.3852,6.0828
2127,N,False,0.0,0.0,0.0,0.0,0.0
2128,N,False,0.0,0.0,0.0,0.0,0.0
2129,N,False,128.76,130.3,129.81,131.07,131.27
2130,N,False,333.59,333.85,334.32,335.59,333.86
2131,N,False,779.0,779.7,778.43,776.8,776.64
2132,N,False,0.0,0.0,0.0,0.0,0.0
2133,N,False,130.07,129.93,133.74,138.51,108.22
2134,N,False,126.0,127.02,129.02,130.02,132.03
2135,N,False,454.73,455.34,452.24,453.12,455.9
2136,N,False,536.89,536.97,536.89,536.97,536.89
2137,N,False,36.62,36.62,36.62,36.62,35.228
2138,N,False,0.0,0.0,0.0,0.0,0.0
2139,N,False,153.26,151.15,153.1,152.33,151.81
2140,N,False,101.24,103.16,103.16,104.69,105.65
2141,N,False,0.0,0.0,0.0,0.0,0.0
2142,N,False,66.529,67.832,67.005,71.789,74.997
2143,N,False,106.47,107.53,106.98,107.11,107.47
2144,N,False,0.0,0.0,0.0,0.0,0.0
2145,N,False,87.207,0.0,0.0,0.0,0.0
2146,N,False,164.12,165.63,165.63,165.0,164.13
2147,N,False,0.0,0.0,0.0,0.0,0.0
2148,N,False,163.7,164.44,165.8,165.8,165.8
2149,N,False,102.3,103.27,104.61,105.39,105.43
2150,N,False,10.321,13.56,13.294,12.099,14.136
2151,N,False,751.57,752.38,753.38,751.96,752.85
2152,N,False,148.0,150.0,150.0,151.0,151.0
2153,N,False,199.19,198.81,201.47,202.35,199.83
2154,N,False,110.29,108.89,107.34,105.21,106.5
2155,N,False,88.861,84.003,82.963,82.749,82.874
2156,N,False,0.0,0.0,0.0,0.0,0.0
2157,N,False,0.0,0.0,0.0,0.0,0.0
2158,N,False,0.0,0.0,0.0,0.0,0.0
2159,N,False,322.28,318.5,333.81,336.33,335.63
2160,N,False,480.42,480.21,479.98,478.91,478.23
2161,N,False,170.22,168.11,167.32,167.88,165.13
2162,N,False,0.0,12.53,0.0,0.0,13.601
2163,N,False,331.99,330.93,330.29,330.65,332.28
2164,N,False,19.647,20.396,20.396,19.416,19.416
2165,N,False,0.0,0.0,0.0,0.0,0.0
2166,N,False,0.0,37.656,37.656,37.656,37.855
2167,N,False,12.166,12.166,12.166,12.042,11.045
2168,N,False,0.0,0.0,0.0,0.0,0.0
2169,N,False,0.0,0.0,0.0,0.0,0.0
2170,N,False,319.79,318.84,317.29,318.22,319.54
2171,N,False,0.0,0.0,0.0,0.0,0.0
2172,N,False,313.37,312.5,317.37,320.44,319.06
2173,N,False,0.0,0.0,0.0,0.0,0.0
2174,N,False,0.0,5.099,0.0,8.6023,44.719
2175,N,False,0.0,0.0,0.0,0.0,0.0
2176,N,False,54.037,54.037,55.0,54.0,54.037
2177,N,False,157.49,157.18,156.42,157.16,156.04
2178,N,False,333.92,331.79,331.92,336.03,336.58
2179,N,False,340.25,337.59,336.67,333.92,331.79
2180,N,False,0.0,0.0,0.0,109.73,109.73
2181,N,False,137.65,136.96,135.29,135.22,135.38
2182,N,False,125.15,127.1,128.19,0.0,0.0
2183,N,False,0.0,0.0,0.0,0.0,0.0
2184,N,False,430.02,464.22,485.66,502.52,541.51
2185,N,False,0.0,0.0,0.0,0.0,0.0
2186,N,False,553.95,503.32,529.72,542.36,643.98
2187,N,False,0.0,0.0,0.0,0.0,0.0
2188,N,False,938.32,934.19,935.38,940.65,936.1
2189,N,False,919.31,914.69,914.6,914.26,915.0
2190,N,False,0.0,0.0,0.0,0.0,488.57
2191,N,False,86.703,87.9,89.283,90.022,90.832
2192,N,False,0.0,0.0,0.0,0.0,0.0
2193,N,False,0.0,0.0,0.0,0.0,0.0
2194,N,False,1299.6,1301.4,1304.6,1307.8,1310.8
2195,N,False,583.84,584.55,585.17,586.51,584.43
2196,N,False,121.16,123.19,124.25,124.32,124.23
2197,N,False,0.0,0.0,0.0,0.0,0.0
2198,N,False,281.26,281.66,281.88,282.06,282.98
2199,N,False,484.37,485.23,487.8,484.42,487.66
2200,N,False,450.7,441.11,442.53,441.05,441.91
2201,N,False,56.938,56.358,56.957,57.04,56.879
2202,N,False,0.0,0.0,0.0,0.0,0.0
2203,N,False,0.0,0.0,0.0,0.0,0.0
2204,N,False,133.75,125.85,131.75,130.75,131.75
2205,N,False,330.24,329.98,332.0,333.35,335.61
2206,N,False,301.0,301.0,302.0,302.01,0.0
2207,N,False,77.405,78.778,80.03,79.591,79.817
2208,N,False,253.96,256.14,258.05,257.93,257.43
2209,N,False,28.339,29.885,32.04,33.014,130.87
2210,N,False,0.0,0.0,0.0,0.0,0.0
2211,N,False,29.885,32.04,33.014,130.87,130.03
2212,N,False,0.0,0.0,0.0,0.0,0.0
2213,N,False,0.0,0.0,0.0,0.0,0.0
2214,N,False,202.14,203.06,202.32,202.29,202.34
2215,N,False,40.608,40.608,40.608,40.608,40.608
2216,N,False,0.0,0.0,0.0,0.0,0.0
2217,N,False,104.74,107.68,105.72,106.0,105.98
2218,N,False,20.809,27.917,35.183,35.442,29.426
2219,N,False,352.1,353.48,351.58,351.72,354.6
2220,N,False,190.64,190.16,190.52,192.42,190.94
2221,N,False,361.78,363.33,362.39,363.49,365.44
2222,N,False,0.0,0.0,0.0,4.2426,0.0
2223,N,False,0.0,0.0,0.0,0.0,0.0
2224,N,False,0.0,0.0,0.0,0.0,0.0
2225,N,False,0.0,0.0,0.0,0.0,0.0
2226,N,False,27.62,27.203,27.514,25.962,26.249
2227,N,False,0.0,0.0,0.0,0.0,0.0
2228,N,False,288.2,288.2,288.2,289.39,288.42
2229,N,False,0.0,0.0,0.0,0.0,0.0
2230,N,False,12.806,12.207,11.402,12.806,12.806
2231,N,False,0.0,0.0,0.0,0.0,0.0
2232,N,False,0.0,0.0,0.0,0.0,0.0
2233,N,False,111.16,111.16,111.16,111.16,111.22
2234,N,False,37.025,96.36,107.57,108.78,39.544
2235,N,False,0.0,0.0,0.0,0.0,0.0
2236,N,False,0.0,0.0,0.0,0.0,0.0
2237,N,False,206.33,209.56,209.31,204.6,208.88
2238,N,False,85.071,88.969,91.369,89.996,92.049
2239,N,False,0.0,0.0,7.0711,7.0711,0.0
2240,N,False,377.5,376.5,375.24,375.37,376.42
2241,N,False,0.0,0.0,0.0,0.0,0.0
2242,N,False,0.0,0.0,0.0,0.0,0.0
2243,N,False,176.3,163.89,159.48,113.04,150.81
2244,N,False,0.0,0.0,0.0,0.0,0.0
2245,N,False,0.0,0.0,0.0,0.0,0.0
2246,N,False,809.7,749.51,776.26,826.28,824.26
2247,N,False,0.0,0.0,0.0,0.0,0.0
2248,N,False,0.0,0.0,0.0,0.0,0.0
2249,N,False,480.75,519.68,520.14,471.21,461.09
2250,N,False,22.472,21.541,22.472,21.541,21.19
2251,N,False,10.77,0.0,10.296,10.296,10.77
2252,N,False,84.046,84.796,84.528,83.63,84.077
2253,N,False,31.954,18.228,17.561,17.506,30.39
2254,N,False,137.18,137.23,137.23,111.59,105.64
2255,N,False,7.2111,7.2111,7.2111,0.0,76.118
2256,N,False,0.0,0.0,0.0,0.0,0.0
2257,N,False,0.0,0.0,0.0,0.0,0.0
2258,N,False,0.0,0.0,0.0,0.0,0.0
2259,N,False,323.54,324.11,332.52,334.99,336.33
2260,N,False,22.804,21.587,22.561,22.804,22.561
2261,N,False,0.0,0.0,0.0,0.0,0.0
2262,N,False,0.0,0.0,0.0,0.0,0.0
2263,N,False,82.298,83.295,83.295,0.0,85.288
2264,N,False,14.776,33.119,34.196,31.667,34.099
2265,N,False,31.016,31.352,31.435,31.498,31.946
2266,N,False,0.0,0.0,0.0,0.0,0.0
2267,N,False,529.06,0.0,0.0,0.0,0.0
2268,N,False,0.0,0.0,0.0,0.0,0.0
2269,N,False,0.0,0.0,0.0,0.0,0.0
2270,N,False,46.84,45.88,45.88,98.234,100.5
2271,N,False,86.277,62.394,63.265,57.801,57.801
2272,N,False,0.0,0.0,0.0,0.0,0.0
2273,N,False,0.0,0.0,0.0,0.0,73.335
2274,N,False,65.504,71.675,66.646,68.637,61.951
2275,N,False,0.0,0.0,0.0,0.0,0.0
2276,N,False,0.0,0.0,0.0,0.0,0.0
2277,N,False,36.669,37.08,35.75,34.873,56.871
2278,N,False,25.0,25.09,24.735,25.612,24.207
2279,N,False,0.0,0.0,0.0,0.0,0.0
2280,N,False,0.0,0.0,0.0,0.0,0.0
2281,N,False,51.546,51.546,50.596,51.245,50.0
2282,N,False,0.0,0.0,0.0,0.0,0.0
2283,N,False,0.0,0.0,0.0,0.0,0.0
2284,N,False,0.0,0.0,0.0,0.0,0.0
2285,N,False,0.0,0.0,0.0,0.0,0.0
2286,N,False,157.08,158.79,159.31,159.85,161.18
2287,N,False,0.0,0.0,0.0,0.0,0.0
2288,N,False,154.18,154.82,155.27,156.81,157.08
2289,N,False,0.0,0.0,0.0,0.0,0.0
2290,N,False,278.85,277.46,277.41,276.88,276.7
2291,N,False,124.04,124.15,124.64,124.78,126.03
2292,N,False,0.0,0.0,0.0,0.0,0.0
2293,N,False,26.249,26.249,27.019,27.019,26.249
2294,N,False,0.0,0.0,0.0,0.0,0.0
2295,N,False,118.84,116.19,116.52,116.26,114.64
2296,N,False,237.98,234.66,238.56,239.95,237.94
2297,N,False,279.0,222.0,244.98,273.96,269.27
2298,N,False,0.0,0.0,0.0,20.0,20.0
2299,N,False,0.0,0.0,0.0,0.0,0.0
2300,N,False,0.0,0.0,0.0,0.0,0.0
2301,N,False,40.447,41.437,41.593,41.437,41.437
2302,N,False,25.02,0.0,0.0,0.0,0.0
2303,N,False,0.0,135.48,135.64,135.64,135.34
2304,N,False,17.881,17.363,18.385,19.105,17.029
2305,N,False,0.0,0.0,0.0,0.0,0.0
2306,N,False,148.55,150.91,157.01,151.59,156.25
2307,N,False,41.031,41.031,40.803,40.04,39.689
2308,N,False,0.0,0.0,0.0,0.0,0.0
2309,N,False,392.5,393.22,392.17,391.78,391.76
2310,N,False,0.0,0.0,0.0,0.0,0.0
2311,N,False,149.01,151.48,158.95,158.14,158.69
2312,N,False,0.0,0.0,0.0,0.0,0.0
2313,N,False,0.0,0.0,0.0,0.0,0.0
2314,N,False,0.0,0.0,0.0,0.0,0.0
2315,N,False,152.41,152.95,154.24,154.8,154.25
2316,N,False,206.91,202.59,206.34,204.78,211.29
2317,N,False,60.083,61.729,60.407,69.857,0.0
2318,N,False,0.0,0.0,0.0,0.0,0.0
2319,N,False,0.0,0.0,0.0,0.0,0.0
2320,N,False,0.0,0.0,0.0,0.0,0.0
2321,N,False,0.0,0.0,0.0,0.0,0.0
2322,N,False,0.0,0.0,0.0,0.0,0.0
2323,N,False,0.0,0.0,0.0,0.0,0.0
2324,N,False,0.0,0.0,0.0,0.0,0.0
2325,N,False,0.0,0.0,0.0,0.0,0.0
2326,N,False,0.0,0.0,0.0,0.0,0.0
2327,N,False,0.0,0.0,0.0,0.0,152.47
2328,N,False,0.0,0.0,0.0,0.0,0.0
2329,N,False,0.0,0.0,0.0,0.0,0.0
2330,N,False,0.0,0.0,0.0,0.0,0.0
2331,N,False,364.16,363.34,362.1,363.74,362.81
2332,N,False,364.16,363.34,362.1,363.74,362.81
2333,N,False,364.16,363.34,362.1,363.74,362.81
2334,N,False,60.489,25.612,52.513,53.895,49.538
2335,N,False,0.0,0.0,0.0,0.0,0.0
2336,N,False,293.92,294.82,294.87,294.86,295.22
2337,N,False,160.95,158.65,159.05,156.24,153.55
2338,N,False,114.77,0.0,0.0,0.0,0.0
2339,N,False,0.0,0.0,19.925,0.0,0.0
2340,N,False,0.0,0.0,0.0,0.0,0.0
2341,N,False,0.0,0.0,0.0,0.0,0.0
2342,N,False,94.204,95.446,96.377,96.589,96.813
2343,N,False,0.0,0.0,0.0,0.0,0.0
2344,N,False,0.0,0.0,0.0,0.0,0.0
2345,N,False,0.0,0.0,0.0,0.0,0.0
2346,N,False,0.0,0.0,0.0,0.0,0.0
2347,N,False,11.705,11.705,12.649,13.0,12.083
2348,N,False,375.81,383.02,384.55,379.03,379.42
2349,N,False,0.0,0.0,0.0,0.0,0.0
2350,N,False,0.0,0.0,0.0,0.0,0.0
2351,N,False,162.79,165.52,163.55,162.51,164.49
2352,N,False,0.0,0.0,0.0,0.0,0.0
2353,N,False,0.0,0.0,0.0,0.0,0.0
2354,N,False,101.09,100.86,101.89,102.62,103.75
2355,N,False,448.94,446.58,446.76,445.29,447.52
2356,N,False,0.0,0.0,0.0,0.0,0.0
2357,N,False,81.597,81.597,82.219,83.169,83.487
2358,N,False,0.0,0.0,0.0,0.0,0.0
2359,N,False,75.24,75.24,76.322,77.233,76.322
2360,N,False,0.0,0.0,0.0,0.0,0.0
2361,N,False,0.0,0.0,0.0,0.0,0.0
2362,N,False,0.0,0.0,0.0,0.0,0.0
2363,N,False,93.915,96.607,95.708,0.0,95.713
2364,N,False,0.0,0.0,0.0,0.0,0.0
2365,N,False,0.0,0.0,0.0,0.0,0.0
2366,N,False,0.0,0.0,0.0,0.0,8.6023
2367,N,False,134.06,134.54,133.97,134.61,134.71
2368,N,False,0.0,0.0,0.0,0.0,0.0
2369,N,False,0.0,0.0,0.0,0.0,0.0
2370,N,False,0.0,0.0,0.0,0.0,0.0
2371,N,False,0.0,0.0,0.0,0.0,0.0
2372,N,False,88.891,89.744,89.894,90.05,91.049
2373,N,False,0.0,0.0,0.0,0.0,0.0
2374,N,False,0.0,0.0,0.0,0.0,0.0
2375,N,False,0.0,0.0,0.0,0.0,0.0
2376,N,False,0.0,0.0,0.0,0.0,0.0
2377,N,False,0.0,0.0,0.0,0.0,0.0
2378,N,False,105.0,106.0,105.02,106.02,106.0
2379,N,False,0.0,0.0,0.0,0.0,0.0
2380,N,False,0.0,0.0,0.0,0.0,0.0
2381,N,False,195.71,194.33,194.09,193.53,194.92
2382,N,False,0.0,0.0,0.0,0.0,0.0
2383,N,False,0.0,0.0,0.0,0.0,0.0
2384,N,False,84.694,86.006,86.006,86.539,86.925
2385,N,False,0.0,0.0,0.0,0.0,0.0
2386,N,False,0.0,0.0,0.0,0.0,0.0
2387,N,False,0.0,0.0,0.0,0.0,0.0
2388,N,False,73.788,66.121,62.715,66.166,73.134
2389,N,False,0.0,0.0,0.0,0.0,0.0
2390,N,False,0.0,0.0,0.0,6.3246,0.0
2391,N,False,0.0,0.0,0.0,0.0,0.0
2392,N,False,0.0,0.0,0.0,0.0,0.0
2393,N,False,0.0,0.0,0.0,0.0,0.0
2394,N,False,0.0,0.0,0.0,0.0,0.0
2395,N,False,0.0,0.0,0.0,0.0,0.0
2396,N,False,94.806,95.079,95.635,95.635,96.566
2397,N,False,19.647,18.682,19.925,18.974,18.974
2398,N,False,0.0,0.0,0.0,0.0,0.0
2399,N,False,0.0,0.0,0.0,0.0,0.0
2400,N,False,13.038,15.0,0.0,0.0,0.0
2401,N,False,69.357,68.857,68.937,69.929,69.576
2402,N,False,85.075,93.828,87.851,95.517,24.064
2403,N,False,0.0,0.0,0.0,0.0,0.0
2404,N,False,58.421,58.421,58.421,58.421,59.304
2405,N,False,117.64,133.81,134.62,127.75,127.22
2406,N,False,27.822,27.459,26.476,26.663,26.476
2407,N,False,0.0,0.0,0.0,0.0,0.0
2408,N,False,0.0,0.0,0.0,0.0,0.0
2409,N,False,0.0,0.0,0.0,0.0,0.0
2410,N,False,0.0,0.0,0.0,0.0,0.0
2411,N,False,242.12,242.59,242.93,242.34,242.37
2412,N,False,0.0,0.0,5.3852,0.0,0.0
2413,N,False,0.0,0.0,0.0,0.0,0.0
2414,N,False,0.0,0.0,0.0,0.0,0.0
2415,N,False,308.63,312.82,310.04,307.96,307.96
2416,N,False,112.23,115.52,114.97,115.86,117.05
2417,N,False,0.0,0.0,0.0,0.0,0.0
2418,N,False,34.132,34.132,34.132,34.132,34.132
2419,N,False,106.32,111.68,111.87,114.82,110.81
2420,N,False,18.868,18.601,0.0,14.65,14.84
2421,N,False,131.78,132.8,133.69,131.88,127.74
2422,N,False,0.0,0.0,0.0,0.0,0.0
2423,N,False,21.968,21.677,21.908,22.63,22.792
2424,N,False,0.0,0.0,0.0,0.0,0.0
2425,N,False,8.2462,7.2801,8.0623,8.0623,7.0711
