,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5
2098,N,False,23.504,24.638,24.085,24.507,24.117
2099,N,False,21.943,22.258,22.553,22.973,23.366
2100,N,False,24.746,24.822,25.064,24.686,24.809
2101,N,False,22.118,21.909,22.927,23.053,22.161
2102,N,False,19.943,20.325,19.602,19.435,19.358
2103,N,False,26.397,26.668,26.577,25.935,25.291
2104,N,False,23.649,23.978,23.609,23.493,23.351
2105,N,False,22.838,22.579,22.47,22.515,39.503
2106,N,False,17.566,17.067,16.386,15.927,15.284
2107,N,False,38.502,38.353,38.514,38.901,39.159
2108,N,False,21.422,20.716,20.712,20.79,21.429
2109,N,False,38.734,39.234,39.264,39.44,39.765
2110,N,False,26.971,26.862,26.599,26.625,26.153
2111,N,False,23.476,23.713,23.892,23.92,23.932
2112,N,False,39.028,39.0,40.192,39.945,39.294
2113,N,False,33.942,33.738,33.83,33.517,33.862
2114,N,False,23.529,23.694,23.966,23.708,23.863
2115,N,False,26.999,25.595,26.176,28.144,27.399
2116,N,False,45.043,44.341,43.918,44.041,44.668
2117,N,False,26.591,26.882,27.087,26.747,27.151
2118,N,False,27.69,27.85,27.072,26.7,26.715
2119,N,False,48.993,47.886,48.614,49.188,48.819
2120,N,False,43.98,43.784,43.669,44.121,43.794
2121,N,False,36.695,36.323,36.8,36.331,36.254
2122,N,False,23.935,23.686,23.209,23.304,23.589
2123,N,False,26.63,26.091,26.172,26.13,25.982
2124,N,False,30.007,29.796,28.902,29.576,28.75
2125,N,False,23.737,23.935,23.543,23.376,23.604
2126,N,False,26.074,24.952,24.315,24.521,24.352
2127,N,False,23.092,23.936,23.699,24.227,23.497
2128,N,False,31.601,31.72,32.34,30.98,31.727
2129,N,False,26.697,26.363,26.365,26.085,25.516
2130,N,False,37.003,37.211,37.127,37.21,37.524
2131,N,False,27.169,26.852,27.333,27.482,27.241
2132,N,False,49.35,49.219,49.102,48.871,48.616
2133,N,False,36.343,35.318,34.945,35.135,35.734
2134,N,False,26.314,26.871,27.146,27.148,26.175
2135,N,False,44.805,44.797,44.776,44.799,45.063
2136,N,False,22.856,23.476,23.337,23.707,23.349
2137,N,False,25.654,25.834,25.845,26.501,26.262
2138,N,False,26.008,26.489,25.977,25.861,25.685
2139,N,False,35.34,35.662,35.478,36.696,36.177
2140,N,False,31.309,30.921,30.91,30.201,29.984
2141,N,False,22.613,23.046,23.199,24.182,24.766
2142,N,False,43.517,43.204,43.361,43.441,43.621
2143,N,False,30.081,29.605,29.142,29.528,29.553
2144,N,False,24.003,23.561,24.909,25.831,24.874
2145,N,False,34.46,34.566,32.717,36.54,36.69
2146,N,False,38.817,38.741,39.019,38.691,38.584
2147,N,False,25.567,24.958,25.166,25.167,25.402
2148,N,False,36.009,35.289,35.363,35.952,34.563
2149,N,False,31.999,31.632,30.598,32.371,30.277
2150,N,False,33.211,32.403,31.813,31.869,32.137
2151,N,False,37.822,37.815,37.848,37.944,38.065
2152,N,False,29.561,29.689,29.035,29.117,28.516
2153,N,False,40.948,40.43,41.013,41.17,40.778
2154,N,False,33.307,33.396,33.019,32.744,32.541
2155,N,False,24.773,24.485,23.985,24.372,24.592
2156,N,False,26.629,23.772,25.271,26.111,27.034
2157,N,False,25.89,25.669,25.35,25.556,25.433
2158,N,False,25.095,25.908,25.236,25.055,26.233
2159,N,False,37.306,37.2,37.147,37.206,37.189
2160,N,False,38.938,38.769,38.983,38.909,38.742
2161,N,False,38.784,38.675,38.925,39.259,39.25
2162,N,False,31.002,31.658,31.683,32.345,32.213
2163,N,False,48.322,48.381,48.405,48.399,48.395
2164,N,False,20.336,20.261,21.493,20.95,20.999
2165,N,False,42.674,42.225,42.635,42.671,43.204
2166,N,False,33.058,33.369,33.624,33.879,34.247
2167,N,False,39.309,38.383,37.061,36.927,37.271
2168,N,False,32.078,31.928,31.932,32.111,32.67
2169,N,False,25.815,26.632,25.808,26.21,26.841
2170,N,False,32.263,32.282,32.31,32.548,32.538
2171,N,False,23.871,24.411,24.012,23.787,24.367
2172,N,False,37.357,37.386,37.301,37.196,37.129
2173,N,False,18.521,18.62,18.102,18.015,18.243
2174,N,False,31.029,30.645,30.449,30.653,30.817
2175,N,False,24.891,26.124,24.644,24.18,24.628
2176,N,False,23.857,24.735,26.064,24.455,24.497
2177,N,False,33.391,32.663,32.706,33.024,32.843
2178,N,False,47.277,47.355,47.211,47.236,47.019
2179,N,False,47.061,47.137,47.261,47.277,47.355
2180,N,False,28.431,27.91,28.538,28.888,28.393
2181,N,False,36.263,35.918,36.328,36.411,37.237
2182,N,False,25.77,25.13,25.893,25.363,25.305
2183,N,False,24.607,24.922,24.169,23.946,23.595
2184,N,False,25.686,25.354,25.534,26.216,26.591
2185,N,False,22.391,23.113,22.483,23.394,23.018
2186,N,False,38.316,38.275,38.327,38.746,38.418
2187,N,False,24.26,23.269,23.03,23.257,23.033
2188,N,False,36.354,36.511,36.453,36.167,35.975
2189,N,False,33.511,33.714,33.737,33.486,33.178
2190,N,False,22.762,23.091,23.201,23.145,23.92
2191,N,False,30.946,31.569,31.086,31.687,31.943
2192,N,False,24.978,24.774,24.924,25.361,25.178
2193,N,False,31.341,31.887,31.284,32.165,31.651
2194,N,False,33.233,33.667,33.444,33.778,33.934
2195,N,False,44.548,44.328,44.496,44.289,44.337
2196,N,False,40.51,40.248,40.699,41.225,41.76
2197,N,False,25.072,25.75,25.827,27.021,28.538
2198,N,False,30.982,31.053,30.684,30.861,30.765
2199,N,False,23.975,24.748,24.172,24.567,25.026
2200,N,False,26.287,26.386,26.449,26.456,26.38
2201,N,False,39.876,40.164,40.283,40.377,40.988
2202,N,False,26.189,26.178,26.513,26.69,25.765
2203,N,False,36.762,36.793,36.988,36.737,36.821
2204,N,False,24.707,24.438,24.22,24.031,24.188
2205,N,False,41.496,41.263,41.239,41.337,41.034
2206,N,False,41.232,41.531,41.58,41.489,41.408
2207,N,False,41.844,42.253,40.807,41.12,41.448
2208,N,False,38.456,38.348,38.21,38.286,38.167
2209,N,False,37.059,37.472,36.561,36.269,36.122
2210,N,False,27.558,24.721,28.497,29.458,29.929
2211,N,False,37.472,36.561,36.269,36.122,36.495
2212,N,False,19.189,19.131,19.24,18.188,18.329
2213,N,False,22.428,23.495,22.801,22.675,21.889
2214,N,False,48.322,48.326,48.325,48.294,48.246
2215,N,False,33.453,33.347,33.772,33.675,33.241
2216,N,False,21.509,22.019,22.369,22.847,22.524
2217,N,False,28.845,28.979,29.333,29.28,29.343
2218,N,False,34.728,33.757,33.869,34.068,31.951
2219,N,False,25.475,25.68,25.891,26.218,26.032
2220,N,False,37.616,37.541,37.465,37.647,37.475
2221,N,False,35.718,35.629,35.249,35.881,36.034
2222,N,False,20.715,21.079,20.693,20.741,20.058
2223,N,False,29.139,29.461,29.212,28.935,28.384
2224,N,False,27.365,27.566,27.621,27.067,26.716
2225,N,False,24.577,24.525,24.589,24.641,24.651
2226,N,False,39.97,40.038,39.974,40.211,40.286
2227,N,False,38.202,38.308,38.153,37.876,38.278
2228,N,False,33.779,33.46,33.697,34.138,33.984
2229,N,False,33.067,31.877,32.84,32.553,32.553
2230,N,False,24.989,24.674,24.587,24.514,24.559
2231,N,False,22.242,22.899,22.026,22.931,23.577
2232,N,False,20.367,20.178,18.807,18.674,19.287
2233,N,False,23.1,23.138,23.138,23.132,22.927
2234,N,False,45.668,45.309,44.864,44.996,44.504
2235,N,False,27.279,25.767,25.793,25.124,25.281
2236,N,False,23.321,23.963,23.776,22.723,22.661
2237,N,False,31.462,31.087,31.02,30.959,30.975
2238,N,False,35.158,34.79,35.515,37.421,36.92
2239,N,False,25.077,25.101,24.94,25.228,25.208
2240,N,False,37.698,37.791,37.701,37.741,37.732
2241,N,False,18.948,20.697,18.698,18.743,19.724
2242,N,False,48.195,48.228,48.314,48.027,47.769
2243,N,False,27.747,28.013,27.63,27.514,27.668
2244,N,False,23.743,23.098,23.996,23.776,23.775
2245,N,False,21.746,21.154,21.58,21.419,21.232
2246,N,False,32.279,32.224,32.33,32.412,32.593
2247,N,False,22.553,22.516,22.566,22.37,22.643
2248,N,False,57.118,56.699,56.87,56.575,56.518
2249,N,False,32.58,32.819,32.928,33.045,33.031
2250,N,False,39.302,39.62,39.17,39.258,39.709
2251,N,False,26.604,27.099,26.945,26.721,25.67
2252,N,False,34.345,34.113,34.23,34.4,34.212
2253,N,False,41.68,41.537,41.352,41.364,41.567
2254,N,False,22.871,22.812,22.19,22.362,22.594
2255,N,False,28.371,28.423,28.108,28.129,28.148
2256,N,False,32.456,33.269,33.825,33.669,32.871
2257,N,False,15.455,14.826,14.365,16.094,16.438
2258,N,False,21.352,21.46,21.086,21.32,21.123
2259,N,False,36.706,36.546,36.249,36.209,36.297
2260,N,False,24.111,23.149,23.182,22.561,21.911
2261,N,False,26.427,26.06,26.837,26.357,26.424
2262,N,False,23.344,24.142,22.546,23.862,24.156
2263,N,False,37.36,37.42,36.659,36.567,35.898
2264,N,False,28.035,28.1,28.598,28.98,27.351
2265,N,False,22.498,22.402,22.339,21.926,22.14
2266,N,False,27.971,27.636,28.805,28.083,27.844
2267,N,False,23.65,23.86,23.809,23.847,23.744
2268,N,False,23.384,23.226,23.666,23.488,23.847
2269,N,False,23.384,23.226,23.666,23.488,23.847
2270,N,False,23.582,23.877,24.464,23.887,23.849
2271,N,False,32.105,31.882,31.59,31.081,31.198
2272,N,False,22.196,22.143,22.662,22.688,22.068
2273,N,False,31.298,31.814,31.245,30.427,30.489
2274,N,False,35.618,35.002,35.843,35.355,35.47
2275,N,False,25.49,25.719,25.399,25.875,25.797
2276,N,False,53.535,53.366,53.416,53.149,54.132
2277,N,False,30.536,30.505,30.643,31.112,31.11
2278,N,False,49.887,49.805,49.427,49.293,49.071
2279,N,False,22.256,21.988,21.552,22.275,21.455
2280,N,False,18.72,19.289,19.521,19.498,19.658
2281,N,False,27.529,29.966,30.379,27.809,27.535
2282,N,False,25.094,24.663,25.434,25.069,23.808
2283,N,False,23.675,23.502,23.738,23.977,23.709
2284,N,False,23.791,23.66,23.653,23.34,23.296
2285,N,False,24.153,23.826,23.76,23.373,23.204
2286,N,False,35.949,35.109,34.7,34.01,33.359
2287,N,False,26.825,27.125,28.275,28.973,29.071
2288,N,False,34.006,34.51,34.89,34.301,35.949
2289,N,False,24.007,24.249,24.234,24.197,24.905
2290,N,False,30.922,31.287,31.218,30.781,30.265
2291,N,False,30.448,30.746,30.834,30.545,30.161
2292,N,False,23.528,23.87,22.814,23.274,22.915
2293,N,False,47.528,47.29,46.986,47.445,47.392
2294,N,False,38.324,37.882,39.527,39.277,42.16
2295,N,False,46.911,45.983,46.998,46.845,48.036
2296,N,False,37.597,37.556,37.959,38.136,38.14
2297,N,False,24.152,24.143,24.041,24.02,24.017
2298,N,False,38.646,38.54,38.513,39.009,39.053
2299,N,False,22.147,22.492,21.412,21.623,22.246
2300,N,False,18.099,19.34,18.806,20.334,19.467
2301,N,False,29.198,27.378,26.728,26.814,27.221
2302,N,False,39.621,39.688,39.732,39.682,39.653
2303,N,False,22.462,22.61,21.807,22.117,22.133
2304,N,False,34.955,35.138,35.708,35.717,34.423
2305,N,False,21.1,22.197,22.573,23.492,22.748
2306,N,False,26.896,27.126,27.092,27.268,27.156
2307,N,False,35.874,35.442,35.479,35.805,35.814
2308,N,False,20.851,21.45,20.485,20.591,20.699
2309,N,False,45.742,46.018,46.069,46.036,46.174
2310,N,False,22.996,23.524,22.773,23.31,23.157
2311,N,False,30.832,30.71,30.365,30.055,29.955
2312,N,False,27.208,26.677,26.622,26.365,26.063
2313,N,False,24.323,21.895,21.555,21.701,21.797
2314,N,False,19.994,19.857,19.994,20.025,19.251
2315,N,False,32.001,33.548,33.114,33.615,33.217
2316,N,False,28.018,27.345,26.771,27.176,28.233
2317,N,False,24.792,24.912,24.406,24.482,23.952
2318,N,False,22.468,23.174,22.599,23.709,22.845
2319,N,False,23.188,21.643,21.177,21.875,21.606
2320,N,False,23.187,22.332,23.176,24.589,24.158
2321,N,False,35.742,35.702,35.157,35.338,34.746
2322,N,False,57.511,57.494,58.008,57.326,56.878
2323,N,False,22.747,23.245,21.731,22.288,22.103
2324,N,False,16.368,12.802,16.475,14.142,16.843
2325,N,False,18.929,18.953,19.055,17.147,20.462
2326,N,False,21.528,21.205,22.028,21.206,21.701
2327,N,False,26.714,26.558,26.996,26.697,26.521
2328,N,False,21.952,22.784,23.283,22.335,23.331
2329,N,False,26.195,26.518,25.952,26.254,26.423
2330,N,False,24.568,25.292,25.73,24.704,27.304
2331,N,False,42.315,42.463,42.48,42.8,42.679
2332,N,False,42.315,42.463,42.48,42.8,42.679
2333,N,False,42.315,42.463,42.48,42.8,42.679
2334,N,False,44.839,45.614,46.259,47.041,47.685
2335,N,False,23.558,23.741,23.747,23.682,23.409
2336,N,False,49.369,49.51,49.595,49.583,49.544
2337,N,False,41.242,41.24,40.809,40.961,41.366
2338,N,False,34.181,34.715,33.682,34.097,34.321
2339,N,False,54.166,54.397,54.031,54.705,54.586
2340,N,False,27.196,26.743,26.519,26.739,27.074
2341,N,False,24.865,24.83,25.622,27.963,26.323
2342,N,False,36.293,36.44,36.689,37.11,37.69
2343,N,False,29.126,29.094,29.556,29.73,28.231
2344,N,False,22.224,22.084,21.979,21.949,21.913
2345,N,False,24.715,24.01,25.136,24.988,25.229
2346,N,False,24.115,24.25,24.506,24.759,24.734
2347,N,False,30.089,32.032,32.255,33.329,32.568
2348,N,False,30.268,29.922,30.745,30.77,30.395
2349,N,False,23.347,23.898,26.073,24.267,25.253
2350,N,False,41.547,41.366,40.973,40.616,40.694
2351,N,False,30.585,30.745,30.012,29.784,30.722
2352,N,False,15.546,15.91,15.792,17.043,16.788
2353,N,False,35.947,37.327,37.401,35.386,34.079
2354,N,False,37.358,37.8,38.448,38.882,38.786
2355,N,False,52.405,52.572,52.558,52.479,52.299
2356,N,False,24.632,23.813,23.602,23.299,23.726
2357,N,False,29.256,31.008,28.812,28.77,29.373
2358,N,False,25.236,25.866,27.585,26.084,26.136
2359,N,False,27.745,28.0,27.496,26.584,26.209
2360,N,False,23.956,23.535,23.53,23.407,24.134
2361,N,False,24.572,24.138,24.3,24.625,23.931
2362,N,False,22.656,22.8,22.387,23.123,23.306
2363,N,False,25.346,25.508,25.367,25.643,25.219
2364,N,False,25.374,25.371,25.185,25.572,25.343
2365,N,False,34.824,32.246,34.652,36.992,35.411
2366,N,False,26.354,26.218,26.491,25.547,25.36
2367,N,False,39.896,39.863,40.153,39.662,39.07
2368,N,False,23.265,22.915,23.259,22.847,23.101
2369,N,False,31.166,27.686,27.044,33.02,34.678
2370,N,False,31.081,31.56,31.221,31.262,31.984
2371,N,False,21.013,21.358,18.073,19.75,20.003
2372,N,False,34.308,34.491,34.365,34.643,35.764
2373,N,False,20.902,20.786,20.919,20.444,20.364
2374,N,False,21.253,21.357,20.856,21.543,20.702
2375,N,False,18.871,20.812,20.934,18.42,18.276
2376,N,False,21.063,22.348,22.187,23.585,25.327
2377,N,False,22.492,22.463,22.46,22.492,22.539
2378,N,False,44.345,44.853,44.548,45.234,45.054
2379,N,False,23.705,23.676,23.742,23.811,23.847
2380,N,False,23.086,24.241,23.503,23.817,24.46
2381,N,False,29.923,30.583,30.008,29.69,30.39
2382,N,False,28.012,24.856,24.472,25.196,24.628
2383,N,False,23.057,23.295,23.444,23.425,23.393
2384,N,False,26.802,27.19,27.008,27.591,26.787
2385,N,False,24.918,25.683,25.456,26.012,23.944
2386,N,False,26.191,25.983,26.405,25.546,25.936
2387,N,False,23.001,23.039,23.011,24.214,23.814
2388,N,False,27.823,28.01,27.816,28.501,27.242
2389,N,False,24.922,24.675,24.457,24.871,24.462
2390,N,False,38.825,44.126,43.107,39.584,41.312
2391,N,False,25.752,26.213,26.048,26.62,26.132
2392,N,False,20.734,19.74,19.312,19.948,19.903
2393,N,False,26.333,25.475,25.158,25.461,25.124
2394,N,False,23.622,23.626,23.919,23.914,24.083
2395,N,False,24.513,27.228,24.991,23.469,24.257
2396,N,False,22.721,22.644,22.72,22.64,22.79
2397,N,False,34.154,34.905,34.477,34.84,34.439
2398,N,False,21.324,21.306,20.915,20.93,20.739
2399,N,False,25.409,25.204,0.0,25.413,25.721
2400,N,False,49.451,50.405,48.254,49.716,46.533
2401,N,False,31.252,33.068,34.998,35.776,36.151
2402,N,False,35.267,57.416,39.252,33.842,34.212
2403,N,False,27.556,30.139,27.19,35.339,32.975
2404,N,False,31.679,31.568,32.042,32.38,32.499
2405,N,False,28.616,28.441,28.873,28.531,28.96
2406,N,False,27.946,27.852,27.826,27.549,27.334
2407,N,False,26.281,26.23,26.16,25.918,26.006
2408,N,False,23.419,22.747,22.055,26.474,26.959
2409,N,False,18.688,19.156,19.264,17.458,17.132
2410,N,False,24.203,24.046,24.477,24.113,24.306
2411,N,False,40.198,40.533,41.059,41.04,40.114
2412,N,False,31.984,33.366,31.522,32.348,33.001
2413,N,False,21.567,21.751,21.49,21.38,21.108
2414,N,False,25.188,24.923,24.833,24.623,24.504
2415,N,False,41.94,42.042,42.253,42.533,42.333
2416,N,False,27.946,28.004,27.953,27.572,27.465
2417,N,False,22.778,23.004,22.937,23.09,23.872
2418,N,False,43.469,43.998,44.64,45.19,45.877
2419,N,False,32.859,33.352,32.645,32.72,32.497
2420,N,False,39.14,38.916,38.704,39.016,38.59
2421,N,False,32.2,31.53,30.364,30.552,30.035
2422,N,False,22.613,22.836,23.018,23.129,23.975
2423,N,False,36.094,36.178,35.933,35.988,35.63
2424,N,False,36.246,37.072,38.201,37.212,34.752
2425,N,False,24.751,24.637,24.763,25.43,26.03
