,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5
611,M,False,1.7358e+22,1.7493e+22,1.7582e+22,1.7488e+22,1.7668e+22
612,M,True,2.2834e+22,2.3259e+22,2.3528e+22,2.3174e+22,2.334e+22
613,M,False,2.4587e+22,2.4674e+22,2.5192e+22,2.5675e+22,2.5638e+22
614,M,False,2.8962e+22,2.9053e+22,2.8914e+22,2.871e+22,2.9208e+22
615,M,False,3.9142e+22,3.9332e+22,3.9292e+22,4.0011e+22,4.0372e+22
616,M,False,2.9306e+22,2.9191e+22,2.9188e+22,2.919e+22,2.9267e+22
617,M,False,2.7989e+22,2.7914e+22,2.813e+22,2.8152e+22,2.8063e+22
618,M,True,1.3514e+22,1.377e+22,1.4026e+22,1.4231e+22,1.4321e+22
619,M,True,1.6178e+22,1.6538e+22,1.6777e+22,1.6978e+22,1.7179e+22
620,M,False,1.7179e+22,1.7426e+22,1.7628e+22,1.7922e+22,1.8225e+22
621,M,False,1.8624e+22,1.8729e+22,1.88e+22,1.8943e+22,1.9019e+22
622,M,False,1.88e+22,1.8943e+22,1.9019e+22,1.9224e+22,1.93e+22
623,M,False,2.1035e+22,2.1262e+22,2.1599e+22,2.1829e+22,2.2114e+22
624,M,False,2.4095e+22,2.4219e+22,2.4368e+22,2.442e+22,2.4534e+22
625,M,False,2.5209e+22,2.5182e+22,2.5146e+22,2.5209e+22,2.5324e+22
626,M,False,2.5324e+22,2.5581e+22,2.5866e+22,2.6262e+22,2.6508e+22
627,M,True,3.2717e+22,3.2866e+22,3.2943e+22,3.2988e+22,3.3045e+22
628,M,True,3.8688e+22,3.8881e+22,3.8882e+22,3.9169e+22,3.9176e+22
629,M,False,3.9966e+22,3.9793e+22,3.9875e+22,3.9827e+22,3.9966e+22
630,M,True,4.3407e+22,4.3622e+22,4.3754e+22,4.3865e+22,4.4242e+22
631,M,True,4.5715e+22,4.5824e+22,4.5946e+22,4.5976e+22,4.6433e+22
632,M,False,4.5946e+22,4.5976e+22,4.6433e+22,4.6404e+22,4.644e+22
633,M,True,5.3602e+22,5.3795e+22,5.3858e+22,5.3663e+22,5.3973e+22
634,M,False,5.4057e+22,5.4175e+22,5.393e+22,5.3867e+22,5.3626e+22
635,M,False,5.3691e+22,5.386e+22,5.3736e+22,5.3949e+22,5.4008e+22
636,M,True,5.5826e+22,5.6131e+22,5.6313e+22,5.6133e+22,5.6057e+22
637,M,True,5.9147e+22,5.9417e+22,5.9518e+22,5.9715e+22,6.0286e+22
638,M,False,5.9499e+22,5.9961e+22,5.9794e+22,5.98e+22,6.0001e+22
639,M,False,5.9174e+22,5.9135e+22,5.9334e+22,5.9719e+22,5.9576e+22
640,M,True,6.0108e+22,5.9854e+22,6.0118e+22,6.044e+22,6.0472e+22
641,M,False,9.2681e+21,9.2652e+21,9.2042e+21,9.2417e+21,9.2313e+21
642,M,True,1.7646e+22,1.7554e+22,1.7702e+22,1.7662e+22,1.7497e+22
643,M,False,1.6994e+22,1.7151e+22,1.7092e+22,1.7254e+22,1.7263e+22
644,M,False,1.5311e+22,1.533e+22,1.5447e+22,1.5573e+22,1.5387e+22
645,M,False,1.6949e+21,1.9224e+21,2.1276e+21,2.2776e+21,2.477e+21
646,M,False,8.882e+21,8.9565e+21,9.0513e+21,9.1051e+21,8.9703e+21
647,M,False,1.8804e+22,1.8712e+22,1.8663e+22,1.8581e+22,1.8521e+22
648,M,False,1.757e+22,1.7417e+22,1.7446e+22,1.7524e+22,1.7324e+22
649,M,False,1.5324e+22,1.5362e+22,1.5354e+22,1.5321e+22,1.5361e+22
650,M,False,2.4413e+22,2.4304e+22,2.4205e+22,2.4164e+22,2.3968e+22
651,C,True,1.1364e+22,1.1317e+22,1.1241e+22,1.1252e+22,1.1192e+22
652,C,True,3.1047e+21,3.1127e+21,3.1911e+21,3.2324e+21,3.2775e+21
653,C,False,1.3609e+22,1.372e+22,1.3739e+22,1.3805e+22,1.392e+22
654,C,False,3.0172e+22,3.0475e+22,2.9925e+22,3.028e+22,3.0445e+22
655,C,False,2.0546e+22,2.0499e+22,2.0415e+22,2.0388e+22,2.0375e+22
656,C,False,1.1737e+21,1.3678e+21,1.6484e+21,1.7716e+21,1.9247e+21
657,C,False,1.72e+22,1.66e+22,1.5974e+22,1.6104e+22,1.5726e+22
658,C,False,2.8435e+21,2.9748e+21,3.0095e+21,2.9969e+21,3.0911e+21
659,C,False,1.8774e+22,1.9254e+22,1.9103e+22,1.8792e+22,1.8946e+22
660,C,True,5.1155e+22,5.1131e+22,5.1173e+22,5.0954e+22,5.0813e+22
661,C,False,3.3561e+22,3.3696e+22,3.3539e+22,3.3694e+22,3.3577e+22
662,C,False,5.344e+21,5.378e+21,5.4102e+21,5.3469e+21,5.4572e+21
663,C,False,1.0983e+22,1.0796e+22,1.0533e+22,1.0883e+22,1.0927e+22
664,C,False,5.546e+22,5.542e+22,5.5181e+22,5.5169e+22,5.5298e+22
665,C,True,1.7469e+21,1.6928e+21,1.6351e+21,1.5625e+21,1.5503e+21
666,C,True,2.8992e+22,2.8749e+22,2.8904e+22,2.8631e+22,2.8814e+22
667,C,False,2.7835e+22,2.7829e+22,2.8129e+22,2.812e+22,2.8344e+22
668,C,False,1.5145e+22,1.5028e+22,1.4815e+22,1.4312e+22,1.3771e+22
669,C,False,8.8221e+21,8.8497e+21,8.8873e+21,8.8725e+21,8.7645e+21
670,C,True,1.0881e+22,1.0903e+22,1.0954e+22,1.0879e+22,1.1078e+22
671,C,False,7.9839e+21,7.9043e+21,7.8115e+21,7.8171e+21,7.8197e+21
672,C,False,3.6078e+22,3.6145e+22,3.6382e+22,3.6671e+22,3.6722e+22
673,C,False,6.7473e+21,6.7805e+21,6.8054e+21,6.7661e+21,6.7138e+21
674,C,False,1.2211e+21,1.1948e+21,1.1878e+21,1.1688e+21,1.2577e+21
675,C,False,2.5813e+22,2.5999e+22,2.6022e+22,2.5946e+22,2.6041e+22
676,C,False,6.4309e+22,6.4839e+22,6.4996e+22,6.5673e+22,6.5899e+22
677,C,True,1.0748e+22,1.0653e+22,1.0631e+22,1.0752e+22,1.0833e+22
678,C,False,4.9466e+22,4.9057e+22,4.8661e+22,4.8188e+22,4.7835e+22
679,C,False,2.3598e+21,2.3638e+21,2.3741e+21,2.3938e+21,2.3776e+21
680,C,False,4.583e+21,4.6739e+21,4.7484e+21,4.7813e+21,4.9111e+21
681,C,False,3.1369e+22,3.1584e+22,3.1508e+22,3.1505e+22,3.1558e+22
682,C,True,9.5871e+21,9.6416e+21,9.5043e+21,9.522e+21,9.4796e+21
683,C,False,1.8649e+21,1.8665e+21,1.8388e+21,1.8345e+21,1.8254e+21
684,C,False,2.8222e+22,2.8263e+22,2.8487e+22,2.849e+22,2.8578e+22
685,C,False,1.0881e+22,1.0903e+22,1.0954e+22,1.0879e+22,1.1078e+22
686,C,False,0.0,3.9771e+19,3.254e+21,1.8109e+19,2.2688e+19
687,C,True,5.6792e+22,5.6503e+22,5.5889e+22,5.5588e+22,5.5334e+22
688,C,False,2.3373e+21,2.3948e+21,2.4557e+21,2.4397e+21,2.4367e+21
689,C,False,1.0123e+22,1.0259e+22,1.0423e+22,1.0465e+22,1.1024e+22
690,C,False,1.1473e+22,1.1651e+22,1.1338e+22,1.172e+22,1.1945e+22
691,C,False,2.683e+21,2.6587e+21,2.6423e+21,2.6003e+21,2.5638e+21
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,1.2395e+22,1.234e+22,1.2348e+22,1.211e+22,1.2068e+22
694,C,False,2.6596e+22,2.6717e+22,2.6644e+22,2.6714e+22,2.6762e+22
695,C,False,4.8841e+21,4.883e+21,4.9074e+21,4.8853e+21,4.847e+21
696,C,False,3.8406e+22,3.8527e+22,3.8456e+22,3.8641e+22,3.8716e+22
697,C,False,9.3327e+21,9.427e+21,9.3955e+21,9.3685e+21,9.3194e+21
698,C,False,1.5804e+22,1.5878e+22,1.5797e+22,1.5887e+22,1.6044e+22
699,C,False,4.0484e+22,4.0299e+22,4.057e+22,4.0636e+22,4.0361e+22
700,C,False,5.138e+21,5.031e+21,4.9682e+21,4.9208e+21,4.8958e+21
701,C,False,2.6484e+22,2.6285e+22,2.5986e+22,2.581e+22,2.5637e+22
702,C,True,5.3888e+21,5.4383e+21,5.4921e+21,5.7066e+21,5.645e+21
703,C,False,3.8905e+22,3.8903e+22,3.8808e+22,3.8606e+22,3.8429e+22
704,C,False,7.2743e+21,7.3598e+21,7.3317e+21,7.2847e+21,7.2231e+21
705,C,False,3.1777e+22,3.1966e+22,3.2087e+22,3.2186e+22,3.2217e+22
706,C,False,2.7571e+22,2.7382e+22,3.1528e+22,2.7419e+22,2.7481e+22
707,C,False,3.636e+21,3.6379e+21,3.7187e+21,3.6776e+21,3.6805e+21
708,C,False,2.5655e+22,2.6061e+22,2.6087e+22,2.6186e+22,2.6157e+22
709,C,False,6.3556e+21,6.3836e+21,6.308e+21,6.3185e+21,6.2587e+21
710,C,True,5.0433e+22,5.024e+22,5.0463e+22,5.0836e+22,5.1121e+22
711,C,False,3.297e+22,3.2664e+22,3.2849e+22,3.2308e+22,3.2932e+22
712,C,False,4.7106e+22,4.6611e+22,4.6266e+22,4.6104e+22,4.5756e+22
713,C,False,1.9917e+22,2.0041e+22,2.006e+22,2.0099e+22,2.0242e+22
714,C,False,4.8624e+22,4.8589e+22,4.858e+22,4.8543e+22,4.8407e+22
715,C,False,1.375e+22,1.362e+22,1.3452e+22,1.3306e+22,1.3143e+22
716,C,False,2.6391e+22,2.6462e+22,2.6366e+22,2.6334e+22,2.6307e+22
717,C,False,3.531e+22,3.5148e+22,3.5063e+22,3.487e+22,3.4444e+22
718,C,True,4.6609e+21,4.7173e+21,4.7269e+21,4.7654e+21,4.7284e+21
719,C,False,2.0045e+22,2.0252e+22,2.0142e+22,2.012e+22,2.0267e+22
720,C,False,8.6971e+20,8.8492e+20,8.8896e+20,8.8013e+20,8.8911e+20
721,C,False,4.1791e+21,4.3037e+21,4.3407e+21,4.244e+21,4.3252e+21
722,C,False,9.0328e+21,9.2448e+21,9.927e+21,1.0458e+22,1.0986e+22
723,C,False,2.8493e+22,2.887e+22,2.9111e+22,2.9165e+22,2.9438e+22
724,C,False,2.0518e+21,2.0037e+21,1.9785e+21,1.9802e+21,1.9631e+21
725,C,True,8.0613e+21,7.9069e+21,7.7009e+21,7.4678e+21,7.233e+21
726,C,False,3.7228e+22,3.7312e+22,3.7117e+22,3.6771e+22,3.6493e+22
727,C,False,5.2615e+22,5.2841e+22,5.2786e+22,5.2642e+22,5.2449e+22
728,C,False,1.0947e+22,1.1077e+22,1.1183e+22,1.1333e+22,1.1472e+22
729,C,False,1.774e+22,1.7427e+22,1.6944e+22,1.6653e+22,1.6357e+22
730,C,False,1.3304e+22,1.3542e+22,1.3697e+22,1.3717e+22,1.3972e+22
731,C,False,9.7979e+21,9.9266e+21,1.0017e+22,1.0022e+22,1.0055e+22
732,C,False,2.023e+22,2.0244e+22,2.0178e+22,2.0132e+22,1.9871e+22
733,C,False,4.6196e+22,4.6119e+22,4.6485e+22,4.6382e+22,4.6436e+22
734,C,False,3.1761e+22,3.1582e+22,3.1606e+22,3.1745e+22,3.1404e+22
735,C,False,3.0425e+21,2.9957e+21,3.0368e+21,3.0458e+21,2.9686e+21
736,C,False,1.1364e+22,1.1317e+22,1.1241e+22,1.1252e+22,1.1192e+22
737,C,False,2.896e+22,2.9175e+22,2.9169e+22,2.9368e+22,2.9642e+22
738,C,False,3.1031e+22,3.1738e+22,3.1713e+22,3.2031e+22,3.2943e+22
739,C,False,1.0836e+22,1.0885e+22,1.0979e+22,1.1064e+22,1.1347e+22
740,C,False,1.3295e+22,1.3411e+22,1.3429e+22,1.3482e+22,1.3452e+22
741,C,False,1.5617e+22,1.5975e+22,1.613e+22,1.6089e+22,1.5973e+22
742,C,False,4.9959e+21,5.1173e+21,5.1465e+21,5.1867e+21,5.2348e+21
743,C,False,9.7223e+22,9.6498e+22,9.6607e+22,9.6375e+22,9.5947e+22
744,C,False,1.506e+22,1.5198e+22,1.5154e+22,1.5202e+22,1.5398e+22
745,C,False,5.2232e+22,5.1822e+22,5.1982e+22,6.4639e+22,5.1889e+22
746,C,False,2.3998e+22,2.383e+22,2.3693e+22,2.3702e+22,2.3822e+22
747,C,False,6.6201e+21,6.7183e+21,6.7805e+21,6.8298e+21,6.9292e+21
748,C,False,1.5908e+22,1.5927e+22,1.6039e+22,1.6001e+22,1.5948e+22
749,C,False,5.1155e+22,5.1131e+22,5.1173e+22,5.0954e+22,5.0813e+22
750,C,False,3.8902e+22,3.8834e+22,3.8795e+22,3.8754e+22,3.8605e+22
751,C,False,4.3505e+22,4.3212e+22,4.3114e+22,4.2844e+22,4.2816e+22
752,C,False,6.4814e+21,6.4209e+21,6.2678e+21,6.3092e+21,6.4042e+21
753,C,False,1.7577e+22,1.7518e+22,1.7323e+22,1.7135e+22,1.7173e+22
754,C,False,5.4242e+21,5.486e+21,5.3701e+21,5.4121e+21,5.3548e+21
755,C,False,4.6451e+22,4.6812e+22,4.6957e+22,4.7112e+22,4.6915e+22
756,C,False,4.2761e+20,5.8114e+20,6.5268e+20,7.8091e+20,1.028e+21
757,C,False,8.0827e+21,8.1682e+21,8.1221e+21,8.1679e+21,8.0522e+21
758,C,False,2.3212e+22,2.3125e+22,2.292e+22,2.2748e+22,2.2568e+22
759,C,False,1.8635e+22,1.8477e+22,1.8274e+22,1.8373e+22,1.832e+22
760,C,False,3.9474e+22,3.9886e+22,4.0749e+22,4.1053e+22,4.1615e+22
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,1.7469e+21,1.6928e+21,1.6351e+21,1.5625e+21,1.5503e+21
763,C,False,1.6954e+22,1.7058e+22,1.6975e+22,1.7051e+22,1.7036e+22
764,C,False,7.7194e+22,7.8381e+22,7.9527e+22,8.0385e+22,8.0429e+22
765,C,False,3.1236e+21,3.0041e+21,3.0423e+21,3.0483e+21,3.0596e+21
766,C,False,1.8347e+22,1.8268e+22,1.8214e+22,1.8276e+22,1.8343e+22
767,C,False,1.3461e+22,1.3405e+22,1.2567e+22,1.3469e+22,1.3564e+22
768,C,False,1.0998e+22,1.1061e+22,1.1139e+22,1.1116e+22,1.1028e+22
769,C,False,9.5871e+21,9.6416e+21,9.5043e+21,9.522e+21,9.4796e+21
770,C,False,5.1011e+21,5.1175e+21,5.1853e+21,5.2589e+21,5.3846e+21
771,C,False,2.1097e+21,2.108e+21,2.1187e+21,2.1927e+21,2.278e+21
772,C,False,5.0275e+22,5.0285e+22,5.0684e+22,5.0982e+22,5.1351e+22
773,C,False,8.0613e+21,7.9069e+21,7.7009e+21,7.4678e+21,7.233e+21
774,C,False,4.0463e+22,4.0555e+22,4.0571e+22,4.076e+22,4.068e+22
775,C,False,3.1687e+22,3.1732e+22,3.1673e+22,3.1679e+22,3.1591e+22
776,C,False,6.8487e+21,7.2451e+21,7.267e+21,7.411e+21,7.5805e+21
777,C,False,6.1919e+22,6.1724e+22,6.1529e+22,6.1645e+22,6.1122e+22
778,C,False,1.5092e+22,1.507e+22,1.5302e+22,1.5284e+22,1.5277e+22
779,C,False,2.2042e+19,5.7876e+19,1.2658e+20,2.1501e+20,3.5164e+20
780,C,False,1.6835e+22,1.7056e+22,1.6926e+22,1.6784e+22,1.6754e+22
781,C,False,5.9583e+21,6.0342e+21,5.9285e+21,5.8467e+21,5.8565e+21
782,C,False,1.7211e+22,1.7461e+22,1.7706e+22,1.7834e+22,1.798e+22
783,C,False,2.1283e+22,2.1392e+22,2.1479e+22,2.1538e+22,2.1694e+22
784,C,False,7.4693e+21,7.7631e+21,7.975e+21,8.2085e+21,8.1112e+21
785,C,False,1.4898e+22,1.4818e+22,1.4831e+22,1.5065e+22,1.5114e+22
786,C,False,8.0566e+21,7.9755e+21,7.9693e+21,8.0146e+21,8.1789e+21
787,C,False,0.0,0.0,5.7861e+18,1.6191e+19,3.2776e+19
788,C,False,2.6216e+22,2.6652e+22,2.6862e+22,2.6996e+22,2.715e+22
789,C,False,2.1787e+22,2.1661e+22,2.1529e+22,2.1573e+22,2.1637e+22
790,C,False,3.4144e+22,3.4322e+22,3.4126e+22,3.4199e+22,3.4213e+22
791,C,True,1.8068e+22,1.8025e+22,1.8093e+22,1.8205e+22,1.8315e+22
792,C,False,1.5098e+22,1.5118e+22,1.5161e+22,1.5202e+22,1.5171e+22
793,C,False,1.7843e+22,1.7949e+22,1.7929e+22,1.8007e+22,1.8172e+22
794,C,False,3.6948e+22,3.7147e+22,3.7415e+22,3.7807e+22,3.7918e+22
795,C,False,3.8912e+22,3.9196e+22,3.9422e+22,3.9361e+22,3.915e+22
796,C,False,4.6609e+21,4.7173e+21,4.7269e+21,4.7654e+21,4.7284e+21
797,C,False,6.6498e+21,6.6872e+21,6.6354e+21,6.6916e+21,6.6824e+21
798,C,False,2.4656e+22,2.5031e+22,2.529e+22,2.5482e+22,2.5618e+22
799,C,False,3.0435e+22,3.0467e+22,3.0444e+22,3.0592e+22,3.0595e+22
800,C,False,1.3718e+22,1.3775e+22,1.3833e+22,1.375e+22,1.3882e+22
801,C,False,1.3912e+22,1.395e+22,1.3504e+22,1.3138e+22,1.3001e+22
802,C,False,2.1311e+22,2.0903e+22,2.106e+22,2.1097e+22,2.084e+22
803,C,False,3.8926e+22,3.8815e+22,3.8524e+22,3.8042e+22,3.7579e+22
804,C,False,3.7282e+20,4.0203e+20,4.2556e+20,4.1155e+20,4.6751e+20
805,C,False,7.5668e+21,7.5634e+21,7.5874e+21,7.6308e+21,7.6405e+21
806,C,False,3.0873e+22,3.0855e+22,3.093e+22,3.085e+22,3.0936e+22
807,C,False,6.7399e+21,6.6736e+21,6.5958e+21,6.6104e+21,6.5964e+21
808,C,False,5.4921e+21,5.7066e+21,5.645e+21,5.4808e+21,5.8167e+21
809,C,False,5.4462e+22,5.5103e+22,5.5763e+22,5.59e+22,5.6011e+22
810,C,True,2.7984e+22,2.8037e+22,2.806e+22,2.7891e+22,2.7911e+22
811,C,False,1.0463e+22,1.0389e+22,1.0463e+22,1.0367e+22,1.0353e+22
812,C,True,1.6076e+22,1.6056e+22,1.6229e+22,1.6464e+22,1.655e+22
813,C,False,3.3711e+22,3.3987e+22,3.4674e+22,3.4937e+22,3.5446e+22
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,3.1047e+21,3.1127e+21,3.1911e+21,3.2324e+21,3.2775e+21
816,C,False,1.0028e+22,1.0106e+22,1.0117e+22,1.0066e+22,9.988e+21
817,C,False,1.3051e+22,1.3246e+22,1.3519e+22,1.3362e+22,1.3726e+22
818,C,False,1.0735e+22,1.0797e+22,1.089e+22,1.0705e+22,1.0807e+22
819,C,False,2.7984e+22,2.8037e+22,2.806e+22,2.7891e+22,2.7911e+22
820,C,False,1.5057e+22,1.4936e+22,1.4826e+22,1.487e+22,1.472e+22
821,C,False,3.0068e+22,3.0674e+22,3.1002e+22,3.1227e+22,3.0744e+22
822,C,False,2.3613e+22,2.3813e+22,2.395e+22,2.3876e+22,2.3983e+22
823,C,False,2.2256e+21,2.2069e+21,2.2691e+21,2.2128e+21,2.2077e+21
824,C,False,3.0792e+22,3.0907e+22,3.0753e+22,3.0818e+22,3.0502e+22
825,C,False,6.401e+22,6.4823e+22,6.4874e+22,6.5428e+22,6.5366e+22
826,C,False,2.1809e+22,2.2776e+22,2.2813e+22,2.3647e+22,2.4366e+22
827,C,False,7.8373e+20,7.3344e+20,7.8938e+20,7.5722e+20,7.4325e+20
828,C,False,1.5957e+22,1.5691e+22,1.6293e+22,1.6327e+22,1.6484e+22
829,C,False,4.0669e+22,4.0779e+22,4.0986e+22,4.1118e+22,4.114e+22
830,C,False,2.1553e+22,2.1432e+22,2.1088e+22,2.0695e+22,2.0529e+22
831,C,False,1.8727e+22,1.8947e+22,1.9205e+22,1.9326e+22,1.9414e+22
832,C,False,2.4749e+22,2.4934e+22,2.5185e+22,2.5617e+22,2.6013e+22
833,C,False,7.3844e+21,7.4211e+21,7.5362e+21,7.528e+21,7.6115e+21
834,C,False,3.4506e+21,3.4473e+21,3.489e+21,3.4958e+21,3.5182e+21
835,C,False,3.7637e+22,3.7535e+22,3.7439e+22,3.7243e+22,3.7151e+22
836,C,False,5.8265e+21,5.7994e+21,5.8188e+21,5.8312e+21,5.9104e+21
837,C,False,2.8527e+21,2.951e+21,3.0192e+21,3.1563e+21,3.2098e+21
838,C,False,1.6076e+22,1.6056e+22,1.6229e+22,1.6464e+22,1.655e+22
839,C,False,1.8566e+22,1.8481e+22,1.8421e+22,1.8266e+22,1.805e+22
840,C,False,1.7858e+22,1.7793e+22,1.7843e+22,1.7857e+22,1.7875e+22
841,C,False,1.0748e+22,1.0653e+22,1.0631e+22,1.0752e+22,1.0833e+22
842,C,False,7.4859e+21,7.5696e+21,7.4871e+21,7.5605e+21,7.4744e+21
843,C,False,3.7411e+22,3.7493e+22,3.7535e+22,3.7648e+22,3.7434e+22
844,C,False,5.0433e+22,5.024e+22,5.0463e+22,5.0836e+22,5.1121e+22
845,B,True,1.5934e+21,1.5147e+21,1.5221e+21,1.5216e+21,1.4841e+21
846,B,False,1.0067e+22,9.9935e+21,1.0021e+22,9.9457e+21,9.9956e+21
847,B,False,1.0759e+21,1.0934e+21,1.0477e+21,1.101e+21,1.1261e+21
848,B,False,2.0763e+21,2.1245e+21,2.1165e+21,2.0985e+21,2.1416e+21
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,6.3149e+21,6.4106e+21,6.467e+21,6.3592e+21,6.454e+21
851,B,False,7.4284e+21,7.5341e+21,7.5193e+21,7.5863e+21,7.6153e+21
852,B,False,1.4183e+22,1.4493e+22,1.45e+22,1.4517e+22,1.4322e+22
853,B,False,1.108e+20,2.2306e+20,3.8107e+20,4.6193e+20,5.1987e+20
854,B,False,5.1111e+21,5.0544e+21,5.0416e+21,5.1293e+21,5.0415e+21
855,B,True,2.1435e+22,2.1483e+22,2.1509e+22,2.1467e+22,2.1741e+22
856,B,False,7.9427e+21,8.0029e+21,8.0087e+21,8.0552e+21,7.9908e+21
857,B,True,1.2502e+22,1.2236e+22,1.2339e+22,1.2587e+22,1.2683e+22
858,B,False,4.3846e+21,4.3916e+21,4.5006e+21,4.5166e+21,4.5275e+21
859,B,False,4.9705e+21,4.8207e+21,4.8127e+21,4.8251e+21,4.8564e+21
860,B,True,1.2664e+22,1.2634e+22,1.2675e+22,1.2749e+22,1.2704e+22
861,B,True,1.7926e+22,1.78e+22,1.7692e+22,1.7841e+22,1.7762e+22
862,B,True,2.59e+21,2.4419e+21,2.3584e+21,2.3793e+21,2.4339e+21
863,B,True,1.2929e+22,1.2925e+22,1.288e+22,1.2657e+22,1.2463e+22
864,B,False,6.5632e+21,6.5165e+21,6.4606e+21,6.58e+21,6.363e+21
865,B,False,4.0475e+21,4.222e+21,4.2447e+21,4.2626e+21,4.3566e+21
866,B,True,1.5228e+22,1.4988e+22,1.4805e+22,1.4803e+22,1.4948e+22
867,B,True,4.7699e+21,4.6879e+21,4.6902e+21,4.6571e+21,4.5988e+21
868,B,False,3.6692e+21,3.6605e+21,3.6833e+21,3.7411e+21,3.7914e+21
869,B,True,3.7245e+21,3.7461e+21,3.8251e+21,3.8388e+21,3.8373e+21
870,B,True,4.8055e+21,4.8342e+21,4.8234e+21,4.8452e+21,4.7256e+21
871,B,True,4.9941e+21,5.0443e+21,4.8979e+21,4.9133e+21,4.876e+21
872,B,True,7.3153e+21,7.3916e+21,7.441e+21,7.4141e+21,7.4087e+21
873,B,True,3.7629e+21,3.7411e+21,3.6976e+21,3.6504e+21,3.5628e+21
874,B,True,6.2356e+21,6.1914e+21,6.1781e+21,6.2217e+21,6.264e+21
875,B,True,1.5183e+22,1.5336e+22,1.543e+22,1.5415e+22,1.5713e+22
876,B,True,6.0432e+20,6.3946e+20,6.7367e+20,6.595e+20,7.3879e+20
877,B,False,1.2624e+22,1.2678e+22,1.2711e+22,1.2592e+22,1.2623e+22
878,B,False,7.3882e+21,7.4532e+21,7.5065e+21,7.5384e+21,7.5844e+21
879,B,True,5.5416e+21,5.499e+21,5.4638e+21,5.415e+21,5.317e+21
880,B,False,4.5522e+21,4.6186e+21,4.6974e+21,4.6834e+21,4.683e+21
881,B,False,1.5909e+21,1.5721e+21,1.5777e+21,1.6117e+21,1.5877e+21
882,B,True,8.9135e+21,8.9786e+21,8.9813e+21,9.3056e+21,9.2299e+21
883,B,True,4.3424e+21,4.4295e+21,4.4236e+21,4.4655e+21,4.589e+21
884,B,False,5.7314e+20,5.6397e+20,5.7143e+20,5.162e+20,5.627e+20
885,B,False,9.2196e+20,9.7373e+20,9.4104e+20,9.6524e+20,9.6051e+20
886,B,False,3.3022e+21,3.2587e+21,3.3e+21,3.2756e+21,3.353e+21
887,B,True,1.4166e+22,1.4133e+22,1.4405e+22,1.4429e+22,1.434e+22
888,B,False,6.5559e+21,6.4029e+21,6.3577e+21,6.3714e+21,6.2462e+21
889,B,True,3.5556e+21,3.4722e+21,3.5037e+21,3.5061e+21,3.5041e+21
890,B,True,3.1595e+21,3.1757e+21,3.0316e+21,3.0026e+21,2.8889e+21
891,B,True,1.1768e+20,1.8461e+20,2.3419e+20,3.4092e+20,4.2993e+20
892,B,True,4.2163e+21,4.2858e+21,4.3971e+21,4.55e+21,4.5823e+21
893,B,False,4.5989e+21,4.5594e+21,4.4614e+21,4.4237e+21,4.3124e+21
894,B,False,7.1019e+21,7.0912e+21,7.139e+21,7.1258e+21,7.1906e+21
895,B,False,7.9993e+20,7.7606e+20,7.9342e+20,7.9383e+20,8.0532e+20
896,B,False,2.0701e+22,2.069e+22,2.0708e+22,2.0491e+22,2.0747e+22
897,B,False,1.7801e+21,1.781e+21,1.7555e+21,1.7719e+21,1.7601e+21
898,B,False,7.2551e+21,7.1682e+21,7.2346e+21,7.2247e+21,7.168e+21
899,B,False,2.0118e+21,1.9867e+21,2.0418e+21,2.0437e+21,2.0734e+21
900,B,False,1.2374e+22,1.2503e+22,1.2564e+22,1.2523e+22,1.2752e+22
901,B,True,1.5862e+21,1.6222e+21,1.6227e+21,1.6348e+21,1.6483e+21
902,B,True,1.5917e+21,1.5956e+21,1.5459e+21,1.4856e+21,1.5384e+21
903,B,False,5.7237e+21,5.6068e+21,5.6732e+21,5.6664e+21,5.5625e+21
904,B,False,5.929e+21,5.8653e+21,5.7205e+21,5.7059e+21,5.5286e+21
905,B,True,1.9948e+22,1.9857e+22,1.9807e+22,1.9778e+22,1.959e+22
906,B,False,9.791e+21,9.748e+21,9.794e+21,9.6909e+21,9.7398e+21
907,B,True,7.623e+20,7.5377e+20,7.4645e+20,7.5618e+20,7.6332e+20
908,B,False,1.2501e+21,1.1645e+21,1.1518e+21,1.1374e+21,1.1459e+21
909,B,False,2.9042e+21,2.8703e+21,2.983e+21,2.9018e+21,2.7945e+21
910,B,True,1.239e+20,2.0211e+20,2.759e+20,3.7498e+20,5.3555e+20
911,B,False,5.0591e+20,5.223e+20,5.2939e+20,5.3911e+20,5.463e+20
912,B,False,6.1759e+21,6.145e+21,6.1076e+21,6.0884e+21,5.9654e+21
913,B,True,2.7802e+21,2.7818e+21,2.8361e+21,2.8959e+21,2.9288e+21
914,B,False,3.136e+21,3.1246e+21,3.1596e+21,3.1316e+21,3.1217e+21
915,B,False,3.6082e+21,3.5776e+21,3.644e+21,3.6011e+21,3.5708e+21
916,B,False,7.4397e+21,7.385e+21,7.2248e+21,7.1065e+21,7.1604e+21
917,B,False,5.5811e+21,5.5975e+21,5.6466e+21,5.6679e+21,5.721e+21
918,B,False,6.4109e+21,6.2349e+21,6.2273e+21,6.2679e+21,6.3371e+21
