,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5
1047,B,False,27.228,26.962,26.872,27.182,27.799
1048,B,False,28.911,28.621,28.983,29.088,28.754
1049,B,False,16.457,17.178,16.242,15.465,20.058
1050,B,False,33.052,33.256,33.671,34.195,34.207
1051,B,False,4.4083,1.3158,2.3315,2.7978,2.1634
1052,B,False,13.454,13.057,13.859,14.455,14.832
1053,B,False,38.904,38.841,39.903,40.948,39.804
1054,B,True,6.4742,5.3355,5.297,5.5988,5.528
1055,B,True,9.4843,9.3621,10.062,9.1373,8.7952
1056,B,False,14.52,14.569,13.949,15.681,15.95
1057,B,False,17.34,18.522,19.695,19.894,22.714
1058,B,False,9.9732,10.519,11.075,12.063,12.316
1059,B,False,38.275,39.294,38.84,39.709,37.746
1060,B,True,22.074,22.094,21.456,21.321,20.284
1061,B,False,16.455,18.862,15.92,16.841,14.399
1062,B,False,52.845,52.523,53.301,51.683,51.15
1063,B,False,38.445,37.162,38.158,38.108,37.835
1064,B,False,6.0956,5.6126,5.5282,5.218,4.8085
1065,B,False,12.073,14.126,14.421,15.583,13.398
1066,B,False,14.616,15.162,15.492,15.536,14.974
1067,B,False,34.406,34.094,31.899,30.965,31.559
1068,B,False,17.9,17.434,17.299,17.89,17.425
1069,B,False,11.934,11.892,11.792,12.202,11.616
1070,B,False,9.2546,9.1563,9.5752,11.569,11.408
1071,B,False,11.963,11.232,12.373,12.434,11.833
1072,B,False,8.1796,8.4663,8.6812,9.3715,10.567
1073,B,False,11.303,11.564,11.162,11.854,11.385
1074,B,False,15.944,15.604,15.345,16.038,16.619
1075,B,True,5.5398,5.434,5.895,5.7205,5.8334
1076,B,False,17.057,17.201,18.464,18.201,17.466
1077,B,True,14.92,13.998,13.988,13.805,13.928
1078,B,True,10.415,11.529,10.941,10.814,12.349
1079,B,False,33.291,33.856,32.943,32.372,33.655
1080,B,False,33.007,33.298,32.545,32.05,32.032
1081,B,False,42.864,43.859,42.787,40.747,40.841
1082,B,False,42.77,43.24,43.142,42.969,42.621
1083,B,True,30.146,29.408,28.587,29.263,27.81
1084,B,True,7.0475,5.9986,7.1446,5.9312,7.9581
1085,B,False,25.987,26.292,25.248,25.103,25.66
1086,B,True,23.928,23.986,24.167,23.753,24.214
1087,B,True,42.883,42.758,42.469,42.241,43.343
1088,B,True,37.632,38.653,35.853,35.487,37.521
1089,B,False,9.9024,9.691,10.2,9.9785,9.902
1090,B,False,34.446,34.731,35.281,34.675,34.638
1091,B,True,37.891,37.201,35.223,35.373,36.25
1092,B,False,39.211,40.031,39.739,39.638,38.769
1093,B,False,19.034,19.335,19.175,18.296,19.04
1094,B,False,16.802,16.878,17.744,16.895,16.405
1095,B,False,4.7082,4.5391,6.3028,5.3511,4.0463
1096,B,False,12.024,11.726,10.94,10.696,11.0
1097,B,True,45.602,44.689,44.575,43.868,44.074
1098,B,False,7.208,7.7305,6.6032,7.126,6.2365
1099,B,False,42.368,44.053,43.123,44.015,43.7
1100,B,False,11.316,12.654,13.651,15.175,14.819
1101,B,False,10.732,10.889,11.132,11.429,12.466
1102,B,True,40.375,39.996,41.593,40.933,40.412
1103,B,False,12.431,12.924,11.798,11.968,10.582
1104,B,False,44.716,45.886,45.056,45.515,46.005
1105,B,True,7.9773,7.2546,9.7478,10.76,7.1852
1106,B,False,14.955,18.127,18.195,18.945,17.96
1107,B,False,16.594,16.549,16.978,17.151,16.395
1108,B,False,4.0753,3.5117,3.2751,3.3653,3.1144
1109,B,False,10.702,12.22,12.727,11.558,12.39
1110,B,True,37.0,36.77,37.194,36.605,37.404
1111,B,True,17.029,16.769,18.39,16.608,17.502
1112,B,False,22.383,21.7,21.577,21.05,20.883
1113,B,False,5.625,5.2273,6.8252,7.2471,5.9387
1114,B,False,40.029,39.579,38.51,40.698,40.104
1115,B,False,19.391,11.929,30.326,23.704,16.996
1116,B,True,10.828,10.97,11.303,11.372,11.719
1117,B,False,36.435,36.634,36.617,37.612,37.226
1118,B,False,50.481,51.642,52.056,51.368,51.208
1119,B,False,17.893,18.327,18.019,19.21,19.391
1120,B,False,37.715,37.513,37.798,37.815,38.344
1121,B,False,46.99,48.112,47.986,45.671,46.626
1122,B,False,10.946,8.643,14.562,18.376,16.08
1123,B,True,10.254,10.612,10.33,10.331,10.212
1124,B,True,20.864,20.27,20.361,21.09,20.424
1125,B,False,18.478,18.125,18.037,18.048,18.219
1126,B,True,16.107,13.967,13.271,11.125,8.7708
1127,B,True,11.321,10.15,9.8754,9.7547,9.1771
1128,B,False,10.842,10.262,12.09,10.863,9.4583
1129,B,True,27.558,26.426,24.751,28.984,28.864
1130,B,False,13.286,13.477,13.41,13.13,13.278
1131,B,False,8.886,7.3664,7.1152,8.2386,8.8738
1132,B,False,17.767,17.725,18.009,16.476,20.09
1133,B,True,17.799,18.071,16.158,14.16,13.846
1134,B,False,19.144,17.477,17.666,19.964,20.263
1135,B,False,37.799,38.702,39.847,39.778,39.039
1136,B,False,35.106,18.31,6.9672,17.355,3.937
1137,B,False,20.023,20.833,20.682,20.168,20.417
1138,B,False,7.8041,6.7213,9.4794,3.1065,6.1912
1139,B,False,35.686,35.662,34.814,36.091,35.894
1140,B,True,28.553,28.932,29.404,28.624,27.736
1141,B,False,37.174,35.791,36.402,38.175,37.383
1142,B,False,10.913,11.46,11.49,11.817,11.832
1143,B,False,31.645,31.798,32.38,32.916,32.062
1144,B,False,14.004,13.856,14.058,37.955,14.215
1145,B,True,39.98,39.461,39.667,39.941,38.456
1146,B,True,19.561,20.297,19.865,22.122,24.719
1147,B,False,34.531,35.209,35.7,34.539,34.679
1148,B,False,39.826,39.228,38.136,39.029,38.491
1149,B,False,9.1771,9.8755,9.8959,9.6192,8.5684
1150,B,False,20.56,19.955,19.329,18.691,17.824
1151,B,False,36.891,23.368,25.912,24.795,26.608
1152,B,True,39.142,38.87,39.311,39.072,39.721
1153,B,True,4.9016,5.398,5.6715,6.25,5.5419
1154,B,True,12.317,13.433,11.817,16.337,14.136
1155,B,True,31.691,31.881,32.975,34.491,34.631
1156,B,True,16.736,11.261,9.215,10.14,1.2346
1157,B,False,37.939,37.934,37.887,37.306,37.532
1158,B,False,9.7953,8.5455,8.0822,10.248,11.307
1159,B,False,53.441,52.619,51.571,50.468,50.176
1160,B,False,21.249,21.995,23.637,24.323,24.809
1161,B,False,12.749,12.065,12.662,11.062,11.542
1162,B,True,12.275,11.483,11.673,11.808,12.541
1163,B,False,45.687,45.941,46.162,45.891,45.44
1164,B,True,31.175,30.275,42.061,21.572,39.227
1165,B,False,32.965,33.391,34.279,35.359,35.123
1166,B,False,33.302,32.802,32.421,32.027,32.032
1167,B,False,28.384,28.86,29.258,28.635,28.782
1168,B,False,6.4542,5.3272,5.4306,5.3256,6.4373
1169,B,True,12.548,12.124,11.884,11.573,12.277
1170,B,False,1.9642,2.2546,2.0223,1.9963,1.7874
1171,B,False,2.4173,2.2877,2.4817,2.3686,2.0991
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,37.021,37.409,39.892,37.23,38.424
1174,B,False,30.934,31.733,32.469,32.754,31.61
1175,B,True,1.4939,1.9088,2.1058,2.9138,2.2977
1176,B,False,0.37481,0.37286,0.35791,0.98108,1.3403
1177,B,False,28.349,28.994,28.934,29.151,28.377
1178,B,False,46.032,45.425,42.842,43.731,42.097
1179,B,False,27.842,25.692,22.402,20.128,26.161
1180,B,False,13.374,13.202,14.836,16.24,14.944
1181,B,False,15.105,14.258,13.898,15.31,13.916
1182,B,False,27.603,28.123,27.608,27.349,28.109
1183,B,True,26.94,29.059,26.327,25.627,27.107
1184,B,False,25.295,24.991,25.517,25.206,25.182
1185,B,False,11.163,11.4,11.861,10.969,10.946
1186,B,False,58.092,56.839,58.51,58.176,56.207
1187,B,False,10.471,9.9858,10.355,10.893,10.249
1188,B,False,11.022,10.469,8.9789,10.666,11.337
1189,B,True,33.353,33.276,33.11,33.457,33.588
1190,B,False,0.25864,0.18116,0.39975,0.29707,0.35363
1191,B,False,56.589,56.544,57.327,57.287,56.883
1192,B,False,62.198,62.118,62.266,61.852,61.749
1193,B,False,7.9348,7.5502,8.6346,8.5756,9.2642
1194,B,False,16.974,15.266,16.62,16.966,15.524
1195,B,False,3.3333,3.0118,3.0971,3.3243,3.384
1196,B,False,23.365,23.765,24.034,24.337,23.953
1197,B,True,47.828,47.1,47.185,45.979,46.192
1198,B,False,20.412,22.423,21.899,21.287,20.337
1199,B,False,12.544,11.601,10.354,9.3621,11.011
1200,B,False,13.479,14.957,14.33,14.045,14.035
1201,B,True,22.923,22.704,22.488,22.634,23.473
1202,B,False,10.528,10.937,10.87,10.807,10.958
1203,B,False,26.564,27.866,27.083,26.857,25.312
1204,B,True,38.523,38.238,37.938,38.988,39.129
1205,B,False,4.4038,4.8325,5.2475,4.9658,5.2143
1206,B,False,15.859,15.572,15.664,15.944,15.604
1207,B,False,5.335,5.3598,6.6328,5.4009,4.892
1208,B,False,32.973,31.848,32.254,31.573,32.064
1209,B,False,9.1053,10.12,10.636,9.41,9.7071
1210,B,False,60.356,60.362,59.956,60.543,60.632
1211,B,True,17.238,17.276,16.768,16.895,17.368
1212,B,True,6.6105,7.2822,7.0302,5.2209,4.5543
1213,B,True,23.132,22.331,22.033,22.835,22.907
1214,B,False,33.02,33.551,33.636,31.521,32.64
1215,B,False,11.201,11.858,11.733,11.539,11.484
1216,B,False,21.472,21.738,21.644,21.228,21.356
1217,B,False,41.792,41.731,41.383,39.847,38.922
1218,B,False,7.1785,5.8734,5.355,5.7501,5.9021
1219,B,False,33.753,31.499,32.384,31.3,31.098
1220,B,False,7.1916,6.3005,4.3542,4.8235,4.5806
1221,B,False,11.188,11.228,10.321,10.278,10.633
1222,B,False,28.707,28.379,29.078,29.475,28.596
1223,B,True,35.795,34.696,36.204,36.7,36.448
1224,B,True,40.374,40.207,40.799,42.158,41.816
1225,B,True,5.3642,5.0265,7.9596,8.7408,6.4249
1226,B,False,3.8995,3.5992,5.5858,5.3242,4.8815
1227,B,False,2.6982,2.2491,2.449,3.6546,2.8812
1228,B,False,6.9347,6.9032,6.0634,6.6834,6.7713
1229,B,False,45.13,46.426,45.962,44.996,43.282
1230,B,False,26.431,27.268,26.823,27.291,28.153
1231,B,False,18.378,17.669,17.65,18.124,17.762
1232,B,False,9.6931,9.6745,9.8438,9.8446,10.47
1233,B,False,3.7732,4.8297,4.6147,4.0187,5.1111
1234,B,False,15.135,14.08,13.642,14.893,13.748
1235,B,False,8.6466,8.5439,7.859,9.5476,9.9249
1236,B,True,0.31393,0.26793,0.22584,0.31227,0.27209
1237,B,False,51.174,50.865,51.298,52.869,54.113
1238,B,True,5.0585,5.1841,5.2964,5.85,6.0437
1239,B,True,3.4181,3.3681,4.0125,3.2781,2.7724
1240,B,False,28.835,27.893,28.175,28.248,26.94
1241,B,False,11.022,11.27,8.058,7.7617,11.006
1242,B,True,3.8466,4.1,3.7716,4.0519,4.2717
1243,B,False,65.744,66.004,65.635,65.73,66.647
1244,B,False,3.6929,3.3111,2.8199,2.8383,3.6892
1245,B,False,47.27,46.988,47.43,47.311,48.151
1246,B,False,0.48501,0.80285,1.3761,0.62735,0.98928
1247,B,False,15.489,15.11,14.898,14.62,14.733
1248,B,False,32.754,31.61,31.168,30.389,32.062
1249,B,False,29.421,29.193,29.76,29.605,29.109
1250,B,True,14.714,14.981,14.721,14.5,14.473
1251,B,False,32.702,32.117,31.635,32.98,32.854
1252,B,True,21.14,20.094,18.588,21.841,21.254
1253,B,False,18.924,21.707,18.581,23.348,25.853
1254,B,True,16.687,15.621,15.515,14.065,15.439
1255,B,False,22.413,21.543,21.686,21.891,20.705
1256,B,False,31.495,31.404,30.578,30.744,31.094
1257,B,False,10.126,9.0076,9.4102,10.226,9.0909
1258,B,False,14.641,15.58,16.805,17.267,16.902
1259,B,True,40.799,40.554,42.159,41.384,41.247
1260,B,False,7.1003,8.4978,6.6667,7.4778,7.1548
1261,B,False,37.254,36.651,36.975,37.29,36.698
1262,B,False,10.834,9.8867,11.593,10.601,10.657
1263,B,False,28.466,28.695,27.809,27.737,27.685
1264,B,False,2.1536,2.317,3.3915,1.6175,2.1875
1265,B,False,35.024,34.499,33.4,37.768,34.723
1266,B,True,3.4556,3.8576,2.7147,3.0665,3.39
1267,B,False,24.256,23.893,24.545,25.105,22.724
1268,B,False,45.077,41.24,40.692,36.655,36.396
1269,B,False,17.654,17.273,17.777,18.016,17.136
1270,B,False,20.29,20.138,19.688,21.24,20.11
1271,B,False,0.67636,0.57155,0.57029,0.54388,0.53912
1272,B,False,45.384,49.472,49.658,49.932,48.407
1273,B,False,6.2783,6.7147,6.8601,6.6579,6.4012
1274,B,False,3.2911,3.6968,4.3961,2.9113,3.8432
1275,B,False,0.5814,0.58442,0.41074,0.69009,0.50939
1276,B,False,16.843,16.688,17.451,18.999,19.682
1277,B,True,9.0713,8.4759,8.2262,8.4644,8.3556
1278,B,True,50.039,50.39,50.242,50.044,50.127
1279,B,False,0.12445,0.013852,0.098287,0.070512,0.085592
1280,B,False,47.839,47.372,47.094,47.239,46.788
1281,B,False,7.6555,6.5987,7.0707,6.4794,3.7275
1282,B,False,8.1241,8.3266,8.3401,7.3907,7.3151
1283,B,False,43.868,44.074,43.237,42.601,42.822
1284,B,False,26.238,28.541,24.982,22.48,24.578
1285,B,False,33.375,39.255,42.105,40.171,40.763
1286,B,False,5.6787,6.248,5.005,4.717,5.1996
1287,B,True,0.79063,0.91013,0.83209,0.80968,0.93179
1288,B,False,30.608,31.041,30.864,30.167,30.124
1289,B,False,33.219,33.705,33.007,33.298,32.545
1290,B,False,36.58,36.839,35.954,37.592,39.005
1291,B,True,19.466,20.581,21.177,20.646,19.26
1292,B,False,41.803,41.909,41.953,40.988,41.362
1293,B,False,32.663,33.761,33.443,33.075,33.323
1294,B,False,2.8476,4.4118,4.0486,4.3033,4.8828
1295,B,False,8.6397,8.5678,9.0192,9.7309,10.055
1296,B,False,2.878,2.0664,1.822,3.4509,2.9325
1297,B,True,27.009,27.613,27.476,27.562,27.569
1298,B,False,37.894,38.74,39.959,40.144,41.087
1299,B,False,34.896,36.249,35.02,34.607,33.566
1300,B,False,18.602,20.097,19.665,18.706,19.996
1301,B,False,30.882,30.25,29.973,30.892,30.693
1302,B,False,10.256,9.2528,9.38,9.5018,9.9411
1303,B,True,11.189,11.435,10.819,9.8453,12.201
1304,B,False,12.701,12.82,13.839,13.901,13.175
1305,B,False,12.274,12.944,12.955,13.804,13.192
1306,B,False,6.2315,5.5612,6.0314,6.4338,5.4673
1307,B,False,13.967,13.271,11.125,8.7708,12.055
1308,B,False,20.063,20.102,19.714,20.09,20.14
1309,B,True,29.857,29.885,30.166,31.8,29.699
1310,B,False,17.59,17.594,17.991,18.041,17.888
1311,B,False,43.669,42.52,43.065,43.388,44.518
1312,B,False,13.762,14.11,13.907,14.279,14.231
1313,B,False,9.228,8.4181,9.001,7.1235,9.0316
1314,B,False,43.615,43.534,42.167,40.414,44.818
1315,B,False,55.01,54.511,54.997,54.758,54.54
1316,B,True,38.38,38.447,38.527,38.621,38.042
1317,B,False,2.7237,2.534,3.5661,4.1214,3.1191
1318,B,False,35.389,34.353,32.607,30.533,29.432
1319,B,False,0.019387,0.039078,0.074864,0.0,0.20885
1320,B,False,21.833,22.007,25.358,23.509,24.284
1321,B,False,31.159,31.1,29.169,29.707,30.122
1322,B,False,43.074,43.187,44.741,44.065,44.153
1323,B,False,0.93179,0.76802,1.0689,0.90251,0.99538
1324,B,False,18.388,18.578,18.205,18.223,18.492
1325,B,False,6.6377,6.842,5.624,6.702,7.1284
1326,B,False,17.804,21.79,22.345,17.502,14.833
1327,B,False,25.684,26.241,27.153,26.081,27.036
1328,B,False,30.114,30.536,31.507,31.743,31.888
1329,B,False,26.422,25.492,26.118,26.113,24.972
1330,B,False,33.083,28.164,34.334,40.499,40.025
1331,B,False,25.504,26.987,26.073,26.405,25.306
1332,B,False,27.973,25.772,26.778,28.182,27.202
1333,B,False,10.03,9.8116,9.209,11.193,11.544
1334,B,False,48.278,49.098,50.726,50.79,51.515
1335,B,False,2.6205,3.1944,3.2973,3.5827,4.7386
1336,B,True,16.669,15.081,14.755,13.994,14.048
1337,B,True,5.8426,4.3292,2.8571,3.2392,3.6433
1338,B,True,4.4444,0.60606,0.0,6.4356,0.0
1339,B,False,43.912,43.611,42.63,42.822,42.482
1340,B,False,5.4564,5.6551,5.3937,5.4594,4.99
1341,B,False,13.861,12.336,13.086,12.511,13.864
1342,B,False,38.669,38.38,38.447,38.527,38.621
1343,B,False,37.727,36.989,37.101,36.737,35.808
1344,B,True,33.132,32.13,31.185,29.201,28.227
1345,B,False,35.085,34.036,36.613,36.314,35.943
1346,B,False,24.415,23.003,24.064,24.264,23.741
1347,B,False,36.143,35.164,35.025,35.545,35.721
1348,B,False,13.641,12.84,13.113,13.378,12.565
1349,B,False,15.218,16.62,17.4,17.958,18.437
1350,B,False,20.406,18.552,19.225,18.071,20.29
1351,B,False,0.403,0.36057,0.41415,0.43477,0.36554
1352,B,False,50.812,52.487,48.152,49.751,47.39
1353,B,False,29.408,28.587,29.263,27.81,28.672
1354,B,False,22.689,21.949,21.303,22.026,21.422
1355,B,False,45.125,46.004,44.908,45.008,47.043
1356,B,False,8.725,8.7165,8.631,9.122,9.0921
1357,B,False,14.826,13.563,15.128,22.132,19.403
1358,B,False,3.8857,4.8248,5.5118,4.9065,5.6243
1359,B,False,18.846,18.821,18.669,17.583,18.496
1360,B,False,35.91,34.751,35.103,33.831,34.471
1361,B,False,5.6517,6.0063,6.0178,5.6954,5.577
1362,B,False,15.105,13.055,11.989,11.354,10.733
1363,B,False,31.866,31.909,31.124,31.473,31.725
1364,B,False,4.0035,4.3315,5.4254,3.179,3.8012
1365,B,True,13.432,12.661,13.83,13.247,12.751
1366,B,False,41.27,40.972,40.585,41.525,42.018
1367,B,False,4.6239,4.4536,4.6093,4.4934,3.3857
1368,B,True,20.508,19.538,20.819,19.532,21.486
1369,B,False,0.99683,1.1426,1.2815,0.94467,1.2454
1370,B,False,9.8214,14.147,12.028,12.874,7.888
1371,B,False,26.044,25.335,24.625,23.15,26.019
1372,B,False,16.114,16.067,16.068,15.6,15.597
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,13.793,13.45,14.517,15.329,15.526
1375,B,False,30.364,30.343,30.353,30.456,30.981
1376,B,False,12.238,11.846,11.571,11.498,11.337
1377,B,False,17.482,17.851,16.886,16.688,17.303
1378,B,True,6.8913,7.0644,7.7901,9.6037,10.632
1379,B,True,47.314,44.514,42.417,42.994,43.111
1380,B,False,19.963,13.724,12.615,12.19,13.519
1381,B,False,12.719,12.266,12.645,13.677,13.112
1382,B,False,23.706,23.052,23.926,24.049,23.77
1383,B,True,17.03,20.209,21.154,17.373,21.027
1384,B,False,21.038,20.085,19.771,19.932,19.972
1385,B,False,28.333,27.71,27.428,28.062,29.143
1386,B,False,28.856,29.481,28.59,29.737,28.834
1387,B,False,33.777,28.911,34.981,33.893,37.867
1388,B,True,14.795,14.786,15.421,14.416,14.489
1389,B,True,13.019,9.1811,8.805,8.9837,11.182
1390,B,True,2.2618,3.4061,2.0,2.0101,2.0357
1391,B,True,22.043,22.14,22.949,23.205,23.202
1392,B,False,2.454,2.5974,2.2727,2.9972,2.0187
1393,B,False,12.661,9.309,10.974,11.146,10.76
1394,B,False,18.359,17.786,17.793,20.022,19.422
1395,B,False,44.106,43.542,45.663,44.372,44.54
1396,B,True,11.121,10.205,11.591,12.561,10.651
1397,B,False,17.925,19.108,19.216,18.577,19.003
1398,B,False,5.1341,4.4794,3.6826,3.7177,3.9646
1399,B,False,23.24,25.0,21.781,21.583,23.646
1400,B,False,0.76492,0.96251,1.6161,0.1494,0.14955
1401,B,True,16.256,15.927,13.788,12.618,12.782
1402,B,False,24.472,24.16,24.309,24.513,24.514
1403,B,False,54.757,48.123,40.747,43.258,43.997
1404,B,False,44.724,45.093,44.541,44.181,44.486
1405,B,False,22.115,21.501,21.949,22.946,20.956
1406,B,False,14.349,13.253,14.416,13.756,14.193
1407,B,False,20.142,20.232,20.147,20.069,19.92
1408,B,True,22.112,24.001,23.268,23.359,22.581
1409,B,False,14.08,14.339,16.644,14.302,14.688
1410,B,True,17.555,16.44,16.408,17.025,16.932
1411,B,False,6.2439,6.3026,7.1752,7.536,6.8706
1412,B,False,17.501,16.065,16.915,16.684,20.425
1413,B,False,19.995,19.836,19.532,19.768,18.647
1414,B,False,7.8695,9.4503,7.4396,9.9405,5.6138
1415,B,False,43.972,43.273,43.706,42.048,43.719
1416,B,False,3.4181,3.3681,4.0125,3.2781,2.7724
1417,B,False,14.124,15.541,15.467,16.202,15.136
1418,B,False,4.5679,6.4516,4.181,5.5884,7.5685
1419,B,False,26.422,26.746,26.822,26.504,26.557
1420,B,False,8.1289,7.2637,8.1257,7.978,7.3899
1421,B,False,36.07,35.815,35.646,35.625,35.919
1422,B,False,0.59654,0.59134,0.66198,0.80829,0.66084
1423,B,False,17.234,17.682,16.25,16.952,19.176
1424,B,False,5.5321,5.802,5.2999,4.7084,6.0518
1425,B,False,17.13,18.58,18.505,18.635,18.459
1426,B,False,6.5723,7.0933,7.2925,7.1534,7.3115
1427,B,False,8.3862,7.6961,7.759,8.1736,8.427
1428,B,True,21.166,21.525,20.475,22.253,23.74
1429,B,False,9.4157,9.451,9.1701,9.2513,8.9689
1430,B,True,37.266,33.085,34.516,35.556,34.244
1431,B,True,3.103,2.9424,3.684,4.3028,3.4181
1432,B,True,1.3256,1.7043,1.8137,1.8399,1.3841
1433,B,False,7.565,9.276,11.392,13.841,10.024
1434,B,False,16.366,15.049,14.641,15.58,16.805
1435,B,False,0.53214,0.65706,0.92807,0.74922,0.74704
1436,B,False,11.027,11.078,11.09,11.132,11.345
1437,B,False,1.2541,2.6543,2.5966,2.5187,3.481
1438,B,False,11.612,12.095,12.592,12.202,11.419
1439,B,False,51.768,51.92,52.341,52.706,52.644
1440,B,False,23.163,23.598,23.255,23.473,23.575
1441,B,False,11.929,30.326,23.704,16.996,25.618
1442,B,False,38.897,37.938,37.311,39.423,38.981
1443,B,False,37.938,38.988,39.129,39.081,39.367
1444,B,False,41.931,40.363,40.676,40.522,39.929
1445,B,False,47.246,51.794,61.825,54.854,49.23
1446,B,False,24.584,24.294,23.699,23.519,23.019
1447,B,False,36.298,36.616,36.191,36.304,36.214
1448,B,False,32.856,32.806,33.062,33.94,34.493
1449,B,False,16.651,13.0,16.434,17.167,13.816
1450,B,False,3.5895,3.3808,3.2861,2.9959,3.6759
1451,B,False,3.2429,3.3182,4.2387,3.9265,3.7599
1452,B,False,1.0395,0.99382,0.92706,0.73148,0.89103
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,6.3712,7.3383,5.8824,7.4878,6.8809
1455,B,False,27.433,27.549,27.893,27.582,27.582
1456,B,False,4.3296,4.4082,4.4505,4.899,4.0963
1457,B,False,51.21,51.424,51.785,51.992,51.779
1458,B,False,19.495,19.948,19.552,18.431,19.037
1459,B,False,24.01,25.675,23.796,27.438,28.271
1460,B,False,16.25,16.952,19.176,17.612,18.43
1461,B,False,63.756,63.206,62.958,63.247,64.467
1462,B,False,17.612,18.43,18.394,16.744,17.729
1463,B,False,3.8781,3.9056,3.4609,1.785,3.0714
1464,B,False,12.31,12.249,12.609,12.354,13.429
1465,B,False,45.845,47.525,47.37,47.781,48.422
1466,B,False,15.513,14.651,11.813,11.244,11.68
1467,B,False,29.056,27.771,27.082,27.877,27.49
1468,B,False,40.14,40.394,41.334,41.156,40.985
1469,B,False,3.4057,2.7042,3.9055,2.9285,2.7276
1470,B,False,3.7037,4.2918,4.0586,4.4271,4.2254
1471,B,False,41.925,37.514,42.139,35.997,32.741
1472,B,False,24.858,26.015,25.221,23.653,23.245
1473,B,False,12.565,12.675,12.983,12.742,13.114
1474,B,False,33.994,34.161,34.677,34.074,33.915
1475,B,False,10.599,10.508,10.673,10.481,11.008
1476,B,False,10.543,9.5506,10.114,10.027,10.913
1477,B,True,40.26,40.472,40.014,39.432,40.345
1478,B,False,42.618,43.614,43.815,44.285,43.866
1479,B,False,5.7107,3.6615,6.255,3.1676,2.6362
1480,B,True,1.269,2.0288,1.4073,1.2383,2.3911
1481,B,False,17.403,17.7,16.94,17.3,18.439
1482,B,False,5.2964,5.85,6.0437,6.1902,6.5332
1483,B,False,32.337,34.474,32.146,32.582,30.917
1484,B,True,6.8444,7.6272,7.1881,7.5813,7.0164
1485,B,False,29.037,28.853,29.361,30.409,30.181
1486,B,False,2.6813,2.8401,2.6187,2.9313,3.2373
1487,B,False,47.331,47.977,46.989,46.382,47.279
1488,B,False,25.868,25.21,21.535,22.542,23.903
1489,B,False,22.362,22.335,22.917,22.227,22.069
1490,B,False,51.311,51.072,50.534,50.627,50.549
1491,B,False,4.0489,3.4164,2.9818,3.193,3.0152
1492,B,True,8.0323,7.7419,6.9565,8.1707,7.5279
1493,B,False,25.775,29.12,31.715,30.801,30.025
1494,B,False,45.996,45.804,46.049,46.682,46.353
1495,B,False,9.5189,11.682,9.4742,8.8629,8.6217
1496,B,False,45.053,44.628,45.623,45.403,45.349
1497,B,False,1.0286,1.414,1.5446,1.9014,1.3514
1498,B,False,8.4088,6.9508,6.7133,2.2907,4.0306
1499,B,True,7.1078,7.0925,8.3116,7.4807,7.1463
1500,B,False,52.131,51.902,52.878,53.464,53.539
1501,B,False,4.0261,3.7889,4.0033,3.9333,3.5091
1502,B,False,33.676,33.306,32.925,32.967,34.391
1503,B,False,29.349,31.75,29.453,29.433,27.012
1504,B,False,9.4408,9.6783,9.4858,9.1326,8.9181
1505,B,False,20.869,23.586,24.31,24.577,23.939
1506,B,False,16.672,16.729,16.436,16.144,15.954
1507,B,False,17.557,16.893,14.897,14.067,14.289
1508,B,True,68.151,68.885,68.377,68.913,69.817
1509,B,False,22.787,23.842,22.569,21.886,22.995
1510,B,False,5.8225,5.3913,5.494,5.4143,5.3604
1511,B,False,66.051,66.189,65.545,65.52,65.53
1512,B,False,36.799,36.667,37.054,37.268,37.422
1513,B,False,7.8759,6.7775,6.3181,6.4614,6.7088
1514,B,True,11.276,11.589,11.266,9.9952,11.463
1515,B,False,20.361,21.09,20.424,21.06,21.84
1516,B,False,6.1985,6.3639,6.0574,6.1918,6.6101
1517,B,False,20.134,19.251,19.682,14.265,16.339
1518,B,False,13.396,12.943,11.35,11.149,10.503
1519,B,False,29.003,25.912,28.697,32.292,32.465
1520,B,False,0.0,0.0,0.0,15.323,2.6882
1521,B,False,5.0837,4.1045,4.9444,4.9697,2.8721
1522,B,False,32.289,32.914,32.888,33.104,32.145
1523,B,False,17.466,14.5,14.976,13.213,13.274
1524,B,False,33.831,34.471,35.265,35.062,35.231
1525,B,False,11.1,11.418,11.279,10.859,10.938
1526,B,False,27.268,24.916,25.653,25.424,25.784
1527,B,False,14.628,14.92,13.998,13.988,13.805
1528,B,False,15.777,16.759,14.239,16.247,14.583
1529,B,False,30.656,31.853,31.553,30.619,30.842
1530,B,False,19.78,18.992,19.491,18.72,19.458
1531,B,False,19.248,19.937,20.411,20.833,21.025
1532,B,True,2.5787,3.0206,3.9171,3.3085,2.9752
1533,B,False,28.788,28.46,27.761,27.711,27.63
1534,B,False,7.3925,7.8404,5.1929,6.8079,7.2327
1535,B,False,28.486,27.81,26.746,27.894,27.062
1536,B,False,9.5945,9.3882,9.5514,8.359,8.4765
1537,B,False,39.081,40.181,41.021,41.477,40.916
1538,B,False,12.627,12.727,12.213,12.365,12.178
1539,B,False,22.074,22.094,21.456,21.321,20.284
1540,B,False,0.62305,0.7722,0.71708,2.4434,1.2507
