,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5
1066,B,False,70.044,68.599,68.333,68.475,69.327
1067,B,False,68.773,69.596,70.25,69.096,69.118
1068,B,False,48.98,48.196,48.592,48.233,46.962
1069,B,False,31.975,31.667,31.442,31.665,31.363
1070,B,False,29.292,28.76,28.517,29.664,28.869
1071,B,False,68.676,69.45,68.228,67.196,67.107
1072,B,False,58.849,58.077,56.596,57.636,57.125
1073,B,False,32.056,31.857,32.083,32.167,32.323
1074,B,False,33.242,33.246,33.203,34.388,33.854
1075,B,True,36.81,36.599,37.441,37.653,38.193
1076,B,False,65.47,66.123,65.732,65.477,66.409
1077,B,True,47.158,46.658,46.844,46.56,46.128
1078,B,True,70.528,70.115,69.4,67.203,65.093
1079,B,False,83.198,83.512,83.61,83.17,81.741
1080,B,False,31.44,31.246,31.345,31.136,31.278
1081,B,False,68.319,68.842,68.601,68.902,70.21
1082,B,False,70.017,69.384,69.787,70.624,70.247
1083,B,True,55.026,56.059,57.093,57.817,58.77
1084,B,True,43.812,44.297,44.162,43.831,43.467
1085,B,False,59.807,60.351,61.453,62.524,63.181
1086,B,True,45.653,45.242,45.481,45.356,44.673
1087,B,True,81.324,81.484,80.664,81.311,81.3
1088,B,True,30.888,31.801,31.231,32.457,32.394
1089,B,False,47.359,47.696,46.928,47.207,46.647
1090,B,False,57.264,57.686,58.12,58.628,58.791
1091,B,True,59.764,59.548,58.902,58.468,58.716
1092,B,False,30.127,29.784,29.61,29.618,30.088
1093,B,False,60.81,60.882,60.701,62.264,61.432
1094,B,False,46.381,46.249,46.713,46.955,45.667
1095,B,False,37.865,37.412,36.251,36.587,35.932
1096,B,False,59.283,58.96,60.077,61.169,60.868
1097,B,True,70.502,71.829,73.183,73.896,75.205
1098,B,False,36.562,36.219,36.182,35.865,36.25
1099,B,False,35.4,35.632,35.675,35.908,36.02
1100,B,False,63.47,62.542,61.718,59.786,58.703
1101,B,False,69.476,70.749,70.804,71.435,70.345
1102,B,True,32.168,32.599,32.636,33.527,32.921
1103,B,False,49.821,50.26,50.646,50.1,50.69
1104,B,False,71.226,70.691,70.046,69.38,68.957
1105,B,True,31.437,31.529,32.402,32.84,30.834
1106,B,False,67.189,65.824,66.701,65.253,64.56
1107,B,False,54.325,54.134,53.81,53.983,53.558
1108,B,False,30.29,30.178,30.608,30.486,30.282
1109,B,False,60.573,60.961,61.393,62.213,61.663
1110,B,True,54.575,54.443,54.594,55.229,55.173
1111,B,True,37.901,37.022,37.679,37.789,37.989
1112,B,False,47.196,46.413,46.262,46.066,46.491
1113,B,False,65.693,65.504,64.069,61.157,61.339
1114,B,False,61.415,62.338,63.921,64.049,63.671
1115,B,False,43.617,47.557,45.01,49.305,54.905
1116,B,True,34.88,35.172,35.439,35.069,35.113
1117,B,False,55.833,57.856,57.896,57.855,58.39
1118,B,False,48.342,47.393,48.096,48.353,47.613
1119,B,False,46.863,46.872,47.655,47.969,47.639
1120,B,False,45.618,45.54,45.31,45.859,45.429
1121,B,False,29.174,29.564,30.012,29.44,29.936
1122,B,False,49.487,49.058,47.38,44.763,44.948
1123,B,True,35.543,35.973,35.904,35.764,36.595
1124,B,True,62.073,60.849,61.193,61.528,60.341
1125,B,False,49.359,50.768,51.418,51.536,52.872
1126,B,True,81.506,83.758,80.922,83.57,84.545
1127,B,True,41.531,41.153,40.74,41.17,40.916
1128,B,False,48.721,49.425,48.068,48.063,48.229
1129,B,True,59.852,59.097,60.423,57.662,57.247
1130,B,False,41.004,40.752,40.509,40.431,40.889
1131,B,False,41.444,39.644,41.646,41.286,41.983
1132,B,False,65.42,64.821,62.948,63.212,63.808
1133,B,True,58.83,57.743,58.275,58.265,58.468
1134,B,False,34.607,32.219,32.44,32.894,31.81
1135,B,False,53.155,53.369,52.588,52.901,52.839
1136,B,False,25.576,13.542,19.741,17.597,19.758
1137,B,False,39.648,39.534,39.952,39.835,40.197
1138,B,False,85.464,83.357,80.256,88.632,78.111
1139,B,False,47.887,48.303,48.152,48.484,48.368
1140,B,True,68.97,68.575,68.133,68.111,69.36
1141,B,False,30.758,30.716,31.726,30.354,30.08
1142,B,False,29.565,29.557,29.478,29.614,29.922
1143,B,False,73.966,73.823,72.363,73.058,72.356
1144,B,False,58.466,58.09,57.291,48.936,57.961
1145,B,True,64.475,64.92,66.146,66.636,67.677
1146,B,True,38.503,37.966,38.834,39.867,41.634
1147,B,False,57.707,57.201,56.162,55.879,55.473
1148,B,False,63.568,61.822,61.698,61.577,61.392
1149,B,False,40.916,40.994,40.743,40.546,40.685
1150,B,False,69.064,68.141,67.971,69.025,68.635
1151,B,False,73.159,85.92,85.477,83.066,80.903
1152,B,True,79.558,79.373,78.514,77.302,76.139
1153,B,True,34.095,35.572,35.938,35.663,34.651
1154,B,True,55.918,54.875,61.641,59.164,59.48
1155,B,True,32.239,32.786,32.568,32.664,33.026
1156,B,True,88.733,90.127,106.22,108.49,116.23
1157,B,False,60.616,60.217,59.997,59.773,59.016
1158,B,False,62.527,61.338,59.628,58.82,56.686
1159,B,False,58.217,58.764,58.612,60.318,60.561
1160,B,False,66.108,65.574,66.108,65.335,66.704
1161,B,False,43.177,43.512,43.011,42.586,42.09
1162,B,True,30.581,30.067,29.786,29.935,29.954
1163,B,False,57.35,57.083,57.513,58.529,58.778
1164,B,True,31.433,34.238,49.836,29.13,37.754
1165,B,False,68.813,68.252,68.048,67.465,69.049
1166,B,False,69.797,69.805,69.788,69.526,69.591
1167,B,False,35.46,35.075,35.85,35.609,36.247
1168,B,False,36.241,34.751,34.36,34.612,35.75
1169,B,True,50.363,50.382,50.114,49.951,50.111
1170,B,False,29.441,30.006,30.063,30.27,30.571
1171,B,False,33.485,33.241,32.629,31.929,31.367
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,75.325,77.026,74.476,77.494,76.741
1174,B,False,65.257,66.484,66.598,67.257,68.161
1175,B,True,31.741,31.517,32.134,31.768,32.828
1176,B,False,36.369,36.132,37.046,38.146,38.75
1177,B,False,53.963,52.31,51.864,52.077,51.896
1178,B,False,30.784,30.588,30.02,30.235,30.285
1179,B,False,72.934,74.852,73.72,80.12,75.258
1180,B,False,32.983,32.644,32.707,32.827,32.636
1181,B,False,59.595,61.182,62.45,61.369,62.198
1182,B,False,65.694,65.704,64.597,64.917,63.846
1183,B,True,74.349,73.346,73.794,73.854,74.054
1184,B,False,60.629,61.213,61.051,61.867,61.582
1185,B,False,35.153,35.32,35.165,35.477,35.569
1186,B,False,29.935,29.61,30.489,30.163,29.938
1187,B,False,39.139,39.538,39.517,39.498,39.981
1188,B,False,67.615,65.038,64.269,64.343,62.38
1189,B,True,37.919,38.293,38.287,38.698,38.945
1190,B,False,27.535,27.948,28.393,28.194,28.318
1191,B,False,42.515,42.557,41.453,41.603,40.962
1192,B,False,46.878,47.804,48.261,48.766,48.796
1193,B,False,38.732,38.352,39.092,39.267,38.589
1194,B,False,33.36,34.234,35.037,36.552,35.8
1195,B,False,38.048,38.0,37.853,37.15,37.056
1196,B,False,52.56,52.982,53.109,53.537,53.55
1197,B,True,70.696,71.322,71.591,73.335,72.83
1198,B,False,47.349,47.258,47.244,46.357,46.285
1199,B,False,73.339,74.813,76.612,77.279,75.608
1200,B,False,55.326,55.096,54.946,54.669,54.41
1201,B,True,48.125,48.715,48.506,49.38,49.391
1202,B,False,46.791,47.736,47.648,47.518,46.419
1203,B,False,66.673,65.709,65.518,64.465,64.578
1204,B,True,29.485,29.723,29.684,29.87,29.693
1205,B,False,43.69,43.728,44.453,45.109,46.178
1206,B,False,33.832,33.594,33.497,33.242,33.246
1207,B,False,32.317,32.347,32.315,32.219,32.534
1208,B,False,57.826,58.117,57.713,57.863,57.313
1209,B,False,41.163,41.314,40.58,41.007,41.383
1210,B,False,51.356,51.88,51.657,51.993,51.989
1211,B,True,32.083,31.855,31.646,32.433,31.882
1212,B,True,76.498,77.59,75.951,75.936,76.757
1213,B,True,60.879,61.196,61.466,62.429,63.713
1214,B,False,30.765,30.498,31.014,31.237,31.642
1215,B,False,37.143,36.716,36.72,36.365,36.827
1216,B,False,50.336,50.942,50.839,50.33,49.934
1217,B,False,62.347,64.062,65.651,67.891,70.1
1218,B,False,32.599,32.263,32.668,32.418,32.045
1219,B,False,57.068,56.763,55.645,57.346,56.603
1220,B,False,39.23,39.11,40.291,40.653,41.358
1221,B,False,31.577,31.883,31.599,31.862,31.236
1222,B,False,66.294,67.176,67.369,66.633,65.252
1223,B,True,57.43,57.658,58.207,57.966,57.494
1224,B,True,65.13,65.74,66.23,66.252,66.386
1225,B,True,82.403,82.489,79.057,75.233,75.845
1226,B,False,71.325,72.681,72.815,71.653,71.129
1227,B,False,36.495,35.609,35.861,36.752,36.118
1228,B,False,37.154,37.165,37.573,37.603,37.772
1229,B,False,79.437,77.48,77.416,76.729,77.887
1230,B,False,32.804,33.238,33.135,32.933,33.292
1231,B,False,46.602,46.568,46.773,46.227,47.243
1232,B,False,42.475,42.693,42.957,43.016,43.303
1233,B,False,55.448,55.44,56.523,57.092,57.784
1234,B,False,52.767,53.619,53.449,53.957,54.287
1235,B,False,53.524,52.049,53.678,54.277,53.947
1236,B,True,29.14,29.59,29.841,30.084,29.544
1237,B,False,29.153,29.313,30.577,29.531,29.737
1238,B,True,61.374,60.933,60.768,59.585,57.385
1239,B,True,62.808,60.897,62.569,61.446,62.316
1240,B,False,75.435,76.38,75.521,76.1,74.349
1241,B,False,76.215,76.613,75.389,75.702,71.629
1242,B,True,38.44,38.392,38.4,38.315,38.125
1243,B,False,50.304,50.272,50.507,51.573,51.671
1244,B,False,33.673,33.479,33.855,33.932,33.945
1245,B,False,72.059,71.592,70.255,70.131,69.583
1246,B,False,35.006,35.178,34.478,34.269,32.967
1247,B,False,48.058,47.46,47.048,46.841,46.025
1248,B,False,67.257,68.161,67.404,66.791,65.809
1249,B,False,49.454,49.492,49.352,49.58,49.373
1250,B,True,35.668,35.768,35.857,35.82,35.854
1251,B,False,66.107,65.743,66.849,65.172,66.161
1252,B,True,37.732,37.625,36.604,37.913,37.799
1253,B,False,79.615,78.272,80.068,76.076,75.448
1254,B,True,34.062,34.086,33.476,33.127,33.066
1255,B,False,50.252,48.994,49.086,48.397,47.76
1256,B,False,34.21,34.454,34.602,34.703,35.085
1257,B,False,43.843,44.728,43.963,43.694,44.777
1258,B,False,56.464,57.277,57.595,58.393,58.664
1259,B,True,69.457,70.045,69.778,70.182,70.668
1260,B,False,56.995,56.455,58.739,57.557,59.67
1261,B,False,57.81,57.315,58.138,58.32,58.637
1262,B,False,51.061,51.423,51.075,50.092,49.762
1263,B,False,53.311,52.553,51.824,51.762,51.781
1264,B,False,38.433,38.162,38.936,38.292,39.048
1265,B,False,80.063,79.367,84.102,83.368,83.136
1266,B,True,43.425,43.416,43.873,43.785,44.532
1267,B,False,67.201,68.843,66.381,67.045,67.78
1268,B,False,68.077,69.375,67.818,66.803,70.094
1269,B,False,51.05,50.366,49.745,49.034,48.807
1270,B,False,67.131,67.475,66.718,66.144,69.093
1271,B,False,28.641,28.626,28.848,28.843,28.849
1272,B,False,29.742,28.644,29.599,28.775,28.528
1273,B,False,33.213,33.209,33.145,33.175,33.32
1274,B,False,40.72,40.329,41.077,39.722,39.186
1275,B,False,30.949,30.938,31.21,31.29,31.42
1276,B,False,54.135,54.186,54.802,56.841,56.853
1277,B,True,45.259,44.882,43.527,43.751,43.538
1278,B,True,61.554,61.552,61.263,61.47,61.173
1279,B,False,23.766,23.943,24.128,24.469,24.677
1280,B,False,45.138,45.11,45.286,44.792,45.021
1281,B,False,39.601,39.374,39.921,39.378,41.794
1282,B,False,39.848,40.126,39.763,39.463,39.33
1283,B,False,73.896,75.205,76.832,77.826,78.21
1284,B,False,73.237,73.613,76.225,75.267,74.226
1285,B,False,87.214,87.131,85.325,85.456,82.24
1286,B,False,29.877,31.609,32.219,30.304,30.729
1287,B,True,29.115,28.727,28.622,28.981,28.275
1288,B,False,34.45,34.281,34.129,34.297,34.242
1289,B,False,31.774,31.469,31.44,31.246,31.345
1290,B,False,71.031,68.503,67.502,65.807,64.761
1291,B,True,41.359,41.628,41.873,41.329,40.886
1292,B,False,69.949,69.399,70.263,69.526,68.925
1293,B,False,39.702,39.446,39.505,39.563,39.329
1294,B,False,58.573,61.672,62.537,62.041,60.072
1295,B,False,43.402,41.629,40.392,40.046,39.51
1296,B,False,37.327,36.376,36.768,37.125,36.515
1297,B,True,41.758,42.165,41.949,42.253,42.146
1298,B,False,82.5,86.086,87.388,88.876,90.115
1299,B,False,42.356,41.812,43.293,42.189,42.526
1300,B,False,58.445,58.074,58.86,58.724,58.682
1301,B,False,60.118,60.796,61.655,61.532,61.679
1302,B,False,61.327,60.143,57.977,58.535,56.827
1303,B,True,42.731,43.298,44.296,44.193,44.427
1304,B,False,46.915,46.9,47.462,47.868,47.28
1305,B,False,60.529,61.654,59.832,58.646,58.895
1306,B,False,47.026,47.403,47.156,47.386,46.805
1307,B,False,83.758,80.922,83.57,84.545,81.323
1308,B,False,40.711,40.271,40.098,40.112,40.083
1309,B,True,80.207,81.746,83.613,82.546,83.964
1310,B,False,65.235,66.466,65.625,65.86,66.258
1311,B,False,84.347,84.569,82.744,80.161,79.747
1312,B,False,35.831,35.064,35.686,35.449,35.688
1313,B,False,47.355,47.148,46.517,46.905,46.483
1314,B,False,56.947,58.732,59.362,59.118,59.144
1315,B,False,40.227,40.58,40.485,40.194,40.435
1316,B,True,65.419,65.363,64.581,65.443,65.929
1317,B,False,45.514,46.375,46.45,45.648,46.616
1318,B,False,71.091,72.952,74.274,77.094,77.031
1319,B,False,27.189,27.463,27.338,27.705,26.963
1320,B,False,75.385,75.588,69.325,71.843,68.964
1321,B,False,26.925,28.059,27.802,28.205,27.29
1322,B,False,83.155,82.082,80.947,80.456,79.855
1323,B,False,28.275,28.36,28.615,28.529,28.224
1324,B,False,35.251,35.636,35.84,36.762,35.766
1325,B,False,35.335,36.545,37.041,36.555,36.754
1326,B,False,83.951,83.925,81.96,81.326,79.53
1327,B,False,59.603,59.709,60.853,60.247,63.836
1328,B,False,69.951,70.682,71.65,71.898,72.445
1329,B,False,41.555,41.491,41.518,41.431,41.371
1330,B,False,71.341,68.576,64.347,62.379,62.86
1331,B,False,56.967,57.806,58.417,59.305,58.406
1332,B,False,67.293,68.109,67.684,67.564,67.995
1333,B,False,47.536,49.507,50.578,51.379,52.48
1334,B,False,80.891,82.295,82.31,81.664,79.743
1335,B,False,36.216,38.688,38.395,38.137,38.36
1336,B,True,39.796,39.876,39.995,39.659,39.646
1337,B,True,39.804,40.606,39.494,38.516,38.453
1338,B,True,64.548,60.64,63.626,71.897,74.758
1339,B,False,68.964,68.077,68.676,69.765,68.75
1340,B,False,49.552,47.458,46.41,45.399,44.67
1341,B,False,54.425,56.181,56.358,55.884,56.167
1342,B,False,65.993,65.419,65.363,64.581,65.443
1343,B,False,79.447,79.187,78.769,78.376,77.476
1344,B,True,34.618,34.606,33.849,34.43,33.548
1345,B,False,34.611,34.85,34.775,33.856,37.799
1346,B,False,31.29,31.268,31.775,31.249,31.321
1347,B,False,50.165,50.773,50.853,50.81,51.245
1348,B,False,58.054,58.973,59.768,60.464,60.772
1349,B,False,80.15,78.385,79.051,78.735,80.478
1350,B,False,62.259,62.746,63.783,64.557,67.131
1351,B,False,27.431,27.364,27.586,27.82,27.781
1352,B,False,26.458,27.331,27.311,27.47,27.474
1353,B,False,56.059,57.093,57.817,58.77,59.218
1354,B,False,45.429,45.489,45.489,45.545,45.023
1355,B,False,79.076,78.917,79.864,79.791,78.126
1356,B,False,41.934,42.218,42.272,42.375,44.042
1357,B,False,100.16,101.43,98.06,94.172,97.491
1358,B,False,43.086,43.724,43.041,42.897,42.142
1359,B,False,64.141,64.585,65.252,65.807,65.541
1360,B,False,31.415,31.393,30.999,30.805,31.113
1361,B,False,36.651,36.868,36.861,36.057,36.442
1362,B,False,81.499,83.614,86.184,83.16,83.493
1363,B,False,48.099,48.224,48.701,49.171,49.064
1364,B,False,34.6,33.691,34.608,34.627,33.43
1365,B,True,53.544,54.532,53.911,54.182,53.157
1366,B,False,31.003,30.035,29.308,28.996,29.137
1367,B,False,40.422,41.498,41.259,42.383,42.346
1368,B,True,31.235,31.573,30.271,30.833,32.742
1369,B,False,24.353,25.007,24.535,24.552,24.129
1370,B,False,41.55,40.588,39.797,40.026,39.869
1371,B,False,63.274,61.313,61.683,61.669,59.108
1372,B,False,40.355,39.956,40.281,40.242,40.615
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,57.842,57.695,58.302,57.941,57.61
1375,B,False,35.548,36.174,36.04,36.349,37.096
1376,B,False,40.495,40.992,40.989,40.123,40.678
1377,B,False,38.088,38.388,38.441,38.203,38.199
1378,B,True,60.068,59.926,65.657,66.28,62.259
1379,B,True,59.798,62.092,61.514,63.442,66.972
1380,B,False,98.516,101.19,102.56,107.5,99.888
1381,B,False,54.49,54.058,54.043,54.022,53.338
1382,B,False,64.285,65.54,63.601,64.779,64.655
1383,B,True,91.214,87.772,88.609,88.928,84.468
1384,B,False,48.719,48.123,47.587,46.816,47.026
1385,B,False,70.176,71.228,71.225,70.679,70.077
1386,B,False,64.066,64.632,64.012,64.5,64.32
1387,B,False,57.27,55.728,54.009,59.665,58.188
1388,B,True,57.153,57.593,57.58,57.591,59.574
1389,B,True,29.873,28.661,28.604,27.882,29.53
1390,B,True,35.15,34.309,34.263,34.283,33.697
1391,B,True,62.844,62.889,62.302,62.119,62.362
1392,B,False,44.619,44.772,46.24,47.17,47.357
1393,B,False,40.662,38.228,42.118,40.284,42.742
1394,B,False,64.229,65.271,64.574,66.219,64.739
1395,B,False,77.703,76.685,75.115,75.135,75.191
1396,B,True,33.278,33.535,33.93,34.22,33.931
1397,B,False,60.816,61.081,60.158,60.515,60.954
1398,B,False,56.015,57.786,58.88,59.049,59.768
1399,B,False,87.035,86.841,90.098,88.516,87.458
1400,B,False,27.933,27.403,27.797,27.277,27.023
1401,B,True,40.151,40.798,41.038,41.901,41.575
1402,B,False,44.356,43.815,43.7,43.498,42.863
1403,B,False,51.774,64.029,66.987,61.7,65.173
1404,B,False,71.107,70.029,70.007,70.257,70.762
1405,B,False,33.617,33.661,33.158,32.859,32.677
1406,B,False,32.152,32.516,32.976,32.322,32.208
1407,B,False,46.439,46.242,46.16,46.812,47.211
1408,B,True,89.323,85.719,86.845,85.496,84.408
1409,B,False,31.246,30.866,32.181,30.962,30.124
1410,B,True,33.956,34.26,33.961,34.368,34.296
1411,B,False,42.647,41.709,41.737,41.78,42.527
1412,B,False,71.043,71.68,70.751,68.327,64.637
1413,B,False,64.553,64.724,64.611,63.926,63.777
1414,B,False,82.139,82.464,82.546,77.928,79.645
1415,B,False,61.631,62.668,62.772,62.344,61.701
1416,B,False,62.808,60.897,62.569,61.446,62.316
1417,B,False,55.317,55.161,55.836,55.662,56.507
1418,B,False,41.611,43.587,44.856,45.253,46.923
1419,B,False,41.098,40.9,41.103,41.265,40.982
1420,B,False,39.053,39.112,38.889,38.605,39.405
1421,B,False,39.45,39.213,39.401,38.99,39.011
1422,B,False,26.32,27.407,27.345,26.709,27.443
1423,B,False,31.731,31.9,31.717,31.051,31.278
1424,B,False,63.889,65.874,67.146,68.093,66.622
1425,B,False,52.233,53.407,53.436,54.03,55.348
1426,B,False,42.456,41.893,41.584,42.277,41.99
1427,B,False,52.508,53.214,53.076,52.769,51.842
1428,B,True,54.901,56.648,58.451,58.721,58.155
1429,B,False,39.531,39.97,40.013,41.169,40.775
1430,B,True,82.664,86.56,84.3,83.53,81.926
1431,B,True,66.566,65.991,65.261,64.766,62.808
1432,B,True,69.823,69.258,69.501,69.487,69.374
1433,B,False,65.478,63.565,62.91,62.486,62.043
1434,B,False,54.982,55.586,56.464,57.277,57.595
1435,B,False,35.845,35.961,35.983,36.68,36.266
1436,B,False,40.0,40.318,40.26,39.985,40.313
1437,B,False,32.853,34.084,34.538,33.952,33.765
1438,B,False,36.957,36.691,36.549,36.355,36.578
1439,B,False,44.447,44.245,44.175,44.01,44.218
1440,B,False,36.785,36.829,36.239,36.188,36.16
1441,B,False,47.557,45.01,49.305,54.905,56.867
1442,B,False,47.238,47.707,48.112,48.392,47.948
1443,B,False,29.684,29.87,29.693,29.306,28.771
1444,B,False,68.102,68.984,68.306,68.855,69.505
1445,B,False,31.28,30.974,30.856,31.184,32.395
1446,B,False,66.565,66.185,65.532,66.598,66.372
1447,B,False,29.869,29.507,29.627,29.611,29.36
1448,B,False,45.692,46.025,45.688,45.833,45.782
1449,B,False,67.373,68.279,66.66,63.063,65.444
1450,B,False,56.304,55.947,56.333,56.512,57.652
1451,B,False,36.502,36.379,36.416,35.711,35.383
1452,B,False,33.643,33.619,32.68,32.797,32.513
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,42.421,44.424,44.276,43.399,43.015
1455,B,False,62.39,62.601,63.378,63.545,64.047
1456,B,False,49.76,50.199,49.708,49.584,49.635
1457,B,False,61.577,61.994,61.923,62.378,62.646
1458,B,False,57.307,57.132,57.986,57.328,58.057
1459,B,False,67.305,64.958,66.257,65.81,67.344
1460,B,False,31.717,31.051,31.278,30.55,31.287
1461,B,False,47.334,47.787,47.554,47.922,47.509
1462,B,False,30.55,31.287,30.996,31.158,31.173
1463,B,False,54.7,54.897,54.391,55.723,54.576
1464,B,False,33.09,33.734,33.664,34.106,34.108
1465,B,False,62.005,61.5,63.193,60.794,59.504
1466,B,False,65.782,66.535,69.082,68.864,68.305
1467,B,False,69.236,68.211,71.412,68.757,65.531
1468,B,False,42.194,41.208,41.125,40.893,41.295
1469,B,False,36.807,36.664,37.118,36.076,37.03
1470,B,False,45.961,45.812,45.244,46.016,44.752
1471,B,False,33.663,39.585,39.519,48.152,46.184
1472,B,False,65.326,65.273,66.343,67.035,64.828
1473,B,False,55.343,54.653,54.604,55.173,54.848
1474,B,False,34.707,34.13,33.926,33.925,34.203
1475,B,False,34.135,33.82,33.822,32.952,33.455
1476,B,False,48.269,47.056,47.672,47.403,46.012
1477,B,True,65.902,65.121,64.59,65.136,62.493
1478,B,False,73.56,74.412,74.539,73.581,72.428
1479,B,False,38.121,40.434,37.098,31.454,31.503
1480,B,True,41.32,40.437,40.58,40.757,40.524
1481,B,False,59.243,60.61,62.088,62.502,62.873
1482,B,False,60.768,59.585,57.385,55.611,54.319
1483,B,False,30.197,31.279,31.849,31.253,30.861
1484,B,True,57.802,55.532,56.22,54.967,55.903
1485,B,False,79.151,80.085,78.121,76.477,74.841
1486,B,False,64.374,61.813,61.417,60.92,59.093
1487,B,False,59.687,58.799,58.976,59.494,60.6
1488,B,False,66.215,66.101,65.276,66.297,65.88
1489,B,False,64.511,64.309,63.968,63.263,62.161
1490,B,False,54.686,54.034,54.109,53.433,52.813
1491,B,False,36.778,36.73,36.837,36.882,36.842
1492,B,True,70.413,72.39,73.771,73.634,74.054
1493,B,False,86.745,87.142,85.368,84.389,85.031
1494,B,False,66.839,66.513,67.503,67.371,67.32
1495,B,False,53.117,54.417,55.154,57.191,57.537
1496,B,False,45.856,45.366,44.782,44.526,44.09
1497,B,False,74.67,72.806,73.111,73.344,72.814
1498,B,False,44.104,40.993,43.664,38.356,39.492
1499,B,True,37.087,37.506,38.542,38.501,38.805
1500,B,False,36.912,36.683,36.879,37.095,37.368
1501,B,False,36.723,37.078,37.66,37.575,37.242
1502,B,False,83.879,84.482,85.429,83.039,82.879
1503,B,False,85.05,87.097,87.058,85.006,84.845
1504,B,False,43.424,43.074,41.995,42.006,41.725
1505,B,False,87.172,88.356,85.654,84.562,86.331
1506,B,False,34.217,33.421,33.219,32.977,33.177
1507,B,False,65.61,67.8,70.674,73.225,75.316
1508,B,True,48.048,47.266,46.837,47.301,47.377
1509,B,False,53.352,52.628,51.815,51.733,51.457
1510,B,False,32.53,32.38,32.643,32.867,33.113
1511,B,False,46.094,46.154,46.956,46.947,46.717
1512,B,False,37.445,37.405,37.478,38.3,38.414
1513,B,False,52.451,53.032,52.578,53.271,53.902
1514,B,True,33.601,34.48,34.476,33.849,34.131
1515,B,False,61.193,61.528,60.341,60.207,59.845
1516,B,False,32.863,32.981,33.398,33.639,33.733
1517,B,False,60.993,62.036,63.299,62.237,61.898
1518,B,False,42.881,43.45,44.863,44.496,44.857
1519,B,False,34.839,33.641,34.6,35.113,34.378
1520,B,False,0.0,26.537,25.665,29.129,23.699
1521,B,False,56.535,57.026,56.478,54.586,55.901
1522,B,False,60.215,59.33,59.286,58.762,57.916
1523,B,False,51.962,51.641,52.356,52.939,52.163
1524,B,False,30.805,31.113,30.853,30.736,30.998
1525,B,False,43.783,43.884,44.296,44.522,44.538
1526,B,False,40.777,41.633,41.065,41.785,42.812
1527,B,False,47.112,47.158,46.658,46.844,46.56
1528,B,False,65.081,65.773,63.725,67.189,68.074
1529,B,False,64.9,64.249,64.486,66.312,64.785
1530,B,False,42.226,42.339,41.413,41.016,40.565
1531,B,False,43.62,43.619,43.802,44.149,44.811
1532,B,True,28.646,29.667,29.033,29.174,29.516
1533,B,False,41.463,41.403,41.459,41.12,41.03
1534,B,False,58.818,59.348,59.358,57.209,60.117
1535,B,False,95.222,95.92,98.068,96.643,97.468
1536,B,False,33.918,33.84,33.671,33.847,33.428
1537,B,False,86.857,88.233,87.023,85.233,85.711
1538,B,False,54.325,54.729,55.211,54.823,55.203
1539,B,False,50.683,50.439,50.176,49.964,49.104
1540,B,False,68.492,67.534,66.085,66.587,64.917
1541,B,False,69.064,67.993,68.586,69.641,70.855
1542,B,False,71.591,73.335,72.83,75.15,75.069
1543,B,False,79.989,79.881,79.377,78.501,78.208
1544,B,False,31.8,32.248,31.552,30.106,30.293
1545,B,False,56.723,56.285,57.07,57.636,57.774
1546,B,False,60.277,60.806,67.065,63.377,65.558
1547,B,False,28.235,28.444,28.39,28.469,28.521
1548,B,False,32.373,31.826,31.734,31.35,31.496
1549,B,False,43.517,43.573,44.508,45.163,45.299
1550,B,False,46.837,46.501,46.376,45.442,46.342
1551,B,False,63.237,63.968,63.43,62.041,61.881
1552,B,False,61.918,62.39,62.601,63.378,63.545
1553,B,False,58.491,62.994,57.456,60.004,61.953
1554,B,False,59.923,61.541,61.866,61.104,63.534
1555,B,False,43.128,42.288,42.47,41.617,41.388
1556,B,False,55.426,55.153,54.869,54.727,56.293
1557,B,False,44.273,44.524,45.247,45.878,46.149
1558,B,False,66.129,65.602,64.982,65.257,66.484
1559,B,False,34.884,35.361,35.981,36.179,36.339
1560,B,False,41.449,43.037,43.387,44.09,42.97
1561,B,False,68.078,68.181,65.996,63.178,63.976
1562,B,False,53.274,53.347,52.767,53.619,53.449
1563,B,False,46.899,46.451,46.807,47.666,46.977
1564,B,False,35.738,36.413,35.677,35.784,37.013
1565,B,False,53.022,53.559,54.474,55.542,55.833
1566,B,False,37.615,36.95,36.37,36.427,35.861
1567,B,False,57.182,56.49,56.109,54.716,54.129
1568,B,False,98.119,100.92,100.38,95.187,95.839
1569,B,False,38.325,38.05,37.293,37.152,37.163
1570,B,False,28.318,28.462,27.619,27.64,27.958
1571,B,False,31.529,32.402,32.84,30.834,29.827
1572,B,False,91.856,92.685,92.086,96.058,99.336
1573,B,False,30.52,30.689,32.309,33.569,34.857
1574,B,False,65.021,64.82,65.13,65.74,66.23
1575,B,False,30.382,30.357,31.33,30.992,31.073
1576,B,False,84.129,82.497,82.233,82.176,83.765
1577,B,False,31.767,30.841,30.016,29.918,30.179
1578,B,False,60.939,61.655,61.905,61.768,62.466
1579,B,False,54.544,53.216,52.415,51.263,51.539
1580,B,False,73.152,74.864,75.589,75.975,78.451
1581,B,True,45.396,45.419,45.286,45.1,45.956
