,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5
1485,B,False,347.48,343.72,341.43,340.61,342.75
1486,B,False,196.71,196.95,196.71,197.69,197.16
1487,B,False,879.21,886.33,879.95,882.25,886.94
1488,B,False,213.98,211.38,214.8,220.4,223.44
1489,B,False,900.83,902.01,899.63,893.05,885.92
1490,B,False,576.94,584.68,581.28,581.59,585.59
1491,B,False,193.47,197.22,193.71,194.12,194.06
1492,B,True,202.39,201.33,200.09,197.47,199.11
1493,B,False,168.97,166.45,166.42,166.05,164.79
1494,B,False,379.85,389.7,395.81,403.6,407.71
1495,B,False,88.569,89.925,94.358,94.099,94.01
1496,B,False,910.96,912.49,913.74,911.92,914.79
1497,B,False,217.93,218.78,213.18,212.48,213.41
1498,B,False,19.773,18.584,21.148,20.689,21.582
1499,B,True,173.99,185.43,190.07,191.6,192.58
1500,B,False,242.95,237.7,241.45,240.86,241.03
1501,B,False,138.97,142.12,140.49,138.94,145.22
1502,B,False,353.47,353.16,357.95,358.24,359.52
1503,B,False,78.169,77.311,79.189,81.156,80.836
1504,B,False,170.8,165.71,169.66,169.59,173.25
1505,B,False,195.68,196.57,197.85,197.3,197.67
1506,B,False,260.7,264.99,265.67,261.27,260.73
1507,B,False,456.05,450.79,453.55,453.17,450.45
1508,B,True,197.51,191.3,194.25,191.88,192.06
1509,B,False,322.49,321.61,321.51,315.8,317.79
1510,B,False,542.84,544.69,544.55,537.99,532.8
1511,B,False,496.29,497.61,502.46,507.94,506.52
1512,B,False,906.96,917.43,921.48,910.38,906.23
1513,B,False,509.01,509.63,509.81,507.19,508.71
1514,B,True,209.95,208.23,216.72,219.0,210.97
1515,B,False,321.39,318.06,316.03,312.93,314.14
1516,B,False,228.51,233.66,233.56,228.96,229.09
1517,B,False,40.706,42.886,42.454,44.783,45.474
1518,B,False,187.49,186.64,190.48,187.84,188.92
1519,B,False,59.046,62.793,59.333,57.207,56.613
1520,B,False,50.342,60.52,59.019,61.605,66.631
1521,B,False,59.422,59.963,60.227,59.676,61.403
1522,B,False,511.96,507.98,505.2,503.84,502.86
1523,B,False,53.05,54.246,55.565,55.219,56.405
1524,B,False,307.15,302.58,300.84,297.48,295.5
1525,B,False,1029.1,1033.7,1034.9,1036.7,1034.6
1526,B,False,132.02,133.67,135.68,135.27,134.67
1527,B,False,186.05,186.53,179.17,182.63,180.85
1528,B,False,16.083,15.583,15.317,15.896,15.318
1529,B,False,342.26,343.64,344.95,347.83,347.52
1530,B,False,419.13,426.58,424.71,432.74,424.17
1531,B,False,293.49,297.86,293.42,304.22,307.52
1532,B,True,43.336,45.824,33.585,46.49,42.626
1533,B,False,610.56,608.37,607.22,611.15,611.18
1534,B,False,42.991,43.533,42.666,43.342,41.065
1535,B,False,155.4,156.23,154.85,155.11,155.86
1536,B,False,494.46,503.28,502.03,491.95,489.87
1537,B,False,466.88,464.78,466.07,463.36,463.63
1538,B,False,976.18,977.09,976.12,980.19,970.04
1539,B,False,367.96,369.22,372.33,366.47,364.77
1540,B,False,203.52,208.86,210.48,208.48,209.91
1541,B,False,380.82,382.24,385.23,388.54,383.81
1542,B,False,420.61,423.09,425.37,423.65,425.65
1543,B,False,425.56,424.34,425.49,423.82,423.63
1544,B,False,367.27,352.41,370.09,359.28,344.1
1545,B,False,156.13,155.45,156.47,155.7,155.38
1546,B,False,18.02,18.122,17.595,18.295,19.13
1547,B,False,74.722,73.908,75.463,75.092,76.901
1548,B,False,334.89,341.29,339.5,344.22,343.93
1549,B,False,228.68,231.45,231.36,232.99,227.51
1550,B,False,71.761,71.647,72.419,71.73,74.275
1551,B,False,283.91,280.22,279.15,277.27,275.91
1552,B,False,928.79,931.68,936.93,937.03,930.06
1553,B,False,18.566,18.427,19.26,21.176,19.518
1554,B,False,256.88,258.22,257.02,256.13,255.05
1555,B,False,417.53,408.36,403.4,398.35,403.26
1556,B,False,344.53,345.77,347.46,348.82,343.65
1557,B,False,279.55,278.64,280.39,286.5,286.44
1558,B,False,196.5,203.52,202.48,194.07,191.53
1559,B,False,308.69,302.14,300.39,305.11,298.62
1560,B,False,92.276,94.551,96.942,96.068,95.674
1561,B,False,515.6,506.92,508.13,505.74,501.23
1562,B,False,296.2,304.67,314.67,315.08,314.26
1563,B,False,22.351,22.997,21.218,21.108,21.422
1564,B,False,56.872,58.112,56.31,55.992,55.866
1565,B,False,154.71,153.45,151.34,152.83,153.96
1566,B,False,183.59,190.23,188.48,195.24,196.06
1567,B,False,265.33,269.03,271.16,272.0,269.87
1568,B,False,62.992,63.641,63.212,64.718,64.289
1569,B,False,322.11,322.59,326.99,321.71,330.5
1570,B,False,802.61,801.99,798.43,798.34,792.99
1571,B,False,44.199,38.341,38.574,49.651,63.706
1572,B,False,62.047,63.661,63.014,63.456,62.896
1573,B,False,10.172,10.887,16.907,18.088,16.003
1574,B,False,462.77,459.33,463.37,465.24,464.3
1575,B,False,114.93,118.08,117.39,116.63,117.7
1576,B,False,343.49,346.65,346.42,345.9,346.46
1577,B,False,74.492,67.856,64.046,64.26,62.723
1578,B,False,96.51,94.214,94.223,94.319,94.397
1579,B,False,487.16,480.48,476.7,482.02,484.5
1580,B,False,67.287,67.093,67.15,67.769,67.018
1581,B,True,274.43,275.38,276.29,274.0,274.02
1582,B,False,400.87,398.65,401.77,404.0,403.19
1583,B,False,159.41,162.45,166.09,172.0,174.72
1584,B,False,434.75,436.39,436.99,433.86,436.25
1585,B,False,788.37,785.6,787.42,789.39,787.93
1586,B,False,257.38,260.69,263.79,261.36,258.05
1587,B,False,374.85,373.95,373.14,365.69,356.84
1588,B,False,187.09,188.05,188.96,191.62,191.44
1589,B,False,846.07,846.02,842.89,846.98,833.65
1590,B,False,124.11,128.34,128.72,130.0,129.21
1591,B,True,324.86,327.28,324.47,325.42,326.89
1592,B,False,243.14,247.68,244.24,245.3,246.62
1593,B,False,182.63,180.85,189.47,189.75,193.65
1594,B,False,125.7,126.41,122.18,119.46,121.0
1595,B,False,378.56,379.83,383.07,387.63,383.77
1596,B,False,29.79,31.024,31.797,30.723,39.805
1597,B,False,624.08,624.01,622.45,621.59,619.61
1598,B,False,146.74,152.93,149.67,151.05,154.77
1599,B,True,239.84,242.52,241.41,240.35,238.78
1600,B,False,416.09,414.51,415.66,414.27,418.32
1601,B,False,972.89,971.0,969.33,973.49,966.42
1602,B,False,468.78,463.1,465.48,470.83,469.46
1603,B,False,161.97,157.37,155.66,156.56,157.98
1604,B,False,200.98,203.3,201.56,205.35,204.03
1605,B,False,156.54,155.37,157.55,162.09,161.35
1606,B,False,483.66,480.07,476.88,477.97,481.33
1607,B,False,396.92,398.03,401.66,398.53,401.34
1608,B,True,219.88,221.45,219.45,223.27,221.01
1609,B,True,80.718,76.935,78.782,79.477,79.798
1610,B,False,558.58,562.47,564.48,565.21,568.81
1611,B,False,78.735,81.714,83.762,84.228,89.248
1612,B,False,32.811,34.809,37.603,37.855,39.22
1613,B,False,387.09,387.46,387.36,392.29,395.64
1614,B,False,139.5,136.83,141.78,147.76,151.22
1615,B,False,408.86,410.73,408.66,409.93,406.47
1616,B,False,207.98,209.85,210.66,212.2,217.27
1617,B,False,336.0,335.65,335.56,333.04,331.38
1618,B,False,71.843,69.687,68.725,67.234,67.549
1619,B,False,58.101,57.998,57.733,58.593,56.35
1620,B,False,292.4,294.71,290.96,287.0,289.05
1621,B,False,422.3,416.43,417.42,414.75,415.78
1622,B,False,391.94,398.3,394.64,389.39,391.66
1623,B,False,514.71,511.84,518.55,514.66,505.59
1624,B,True,76.155,78.821,75.896,80.984,82.782
1625,B,False,243.26,244.98,246.4,244.31,245.69
1626,B,False,210.36,209.21,211.96,216.01,216.28
1627,B,False,181.88,182.19,181.95,177.12,170.73
1628,B,False,415.53,417.23,421.28,416.4,416.96
1629,B,True,190.81,191.02,192.17,192.21,193.96
1630,B,False,225.31,234.92,234.61,231.86,233.74
1631,B,False,219.46,217.59,219.13,220.02,221.95
1632,B,False,32.593,34.382,36.36,35.796,35.618
1633,B,False,801.99,798.43,798.34,792.99,789.22
1634,B,False,187.04,190.56,188.47,188.95,188.22
1635,B,False,13.984,23.493,24.701,24.634,26.517
1636,B,False,388.52,384.52,385.49,385.72,386.52
1637,B,False,408.3,403.51,404.56,404.78,401.58
1638,B,False,962.66,967.47,953.03,951.85,953.86
1639,B,False,51.623,51.904,49.502,48.298,48.028
1640,B,False,35.017,34.226,35.352,35.759,35.297
1641,B,False,605.46,598.66,607.19,608.5,604.94
1642,B,False,4.3248,4.6535,4.9858,5.8605,5.6499
1643,B,False,920.22,922.19,933.03,939.0,930.8
1644,B,False,212.88,208.61,207.81,203.33,211.62
1645,B,False,804.59,803.59,805.42,805.95,800.84
1646,B,False,123.37,127.58,124.59,121.68,121.23
1647,B,False,175.12,183.77,185.24,173.56,170.96
1648,B,False,501.49,503.32,502.65,502.23,501.35
1649,B,False,456.42,456.0,465.35,458.17,457.2
1650,B,False,21.359,21.462,21.187,20.986,21.071
1651,B,True,68.291,63.756,63.32,57.319,57.707
1652,B,False,124.35,125.16,123.18,122.51,128.56
1653,B,False,908.45,906.25,905.62,912.02,917.8
1654,B,False,941.33,940.19,944.93,943.76,947.41
1655,B,False,227.78,231.18,223.18,224.01,232.75
1656,B,False,292.39,288.38,288.24,284.94,286.82
1657,B,False,249.34,250.03,246.57,251.17,247.11
1658,B,False,37.59,38.503,38.739,38.274,41.896
1659,B,False,50.619,52.631,52.665,54.717,55.783
1660,B,False,81.004,78.618,81.711,83.712,79.436
1661,B,False,79.639,78.896,78.976,78.768,79.904
1662,B,False,89.521,94.072,95.177,94.586,94.945
1663,B,False,969.33,973.49,966.42,971.4,972.6
1664,B,False,72.354,74.113,72.321,73.918,71.473
1665,B,False,402.39,402.4,395.39,393.53,399.18
1666,B,False,266.89,262.41,259.5,256.18,258.54
1667,B,False,425.49,423.82,423.63,426.14,425.48
1668,B,True,197.46,201.09,202.29,202.83,199.88
1669,B,True,373.53,375.62,375.14,375.56,371.53
1670,B,False,657.93,653.86,652.68,653.22,652.93
1671,B,False,154.63,152.66,153.43,155.41,157.05
1672,B,False,322.99,328.96,325.77,329.65,328.14
1673,B,False,160.26,163.31,166.93,169.37,168.08
1674,B,False,483.74,478.48,484.65,491.08,488.07
1675,B,False,209.1,210.25,204.74,200.88,201.33
1676,B,False,202.95,203.46,208.53,206.82,207.0
1677,B,False,941.78,942.65,945.21,940.21,945.05
1678,B,True,74.2,73.008,77.966,75.777,74.593
1679,B,False,353.0,343.97,347.65,340.01,345.2
1680,B,False,1023.7,1026.4,1029.1,1033.7,1034.9
1681,B,False,110.9,102.76,97.278,95.178,105.89
1682,B,False,207.37,206.47,209.19,206.63,206.6
1683,B,False,278.76,283.44,290.33,286.86,287.91
1684,B,False,490.35,491.92,492.64,491.25,489.01
1685,B,False,183.28,178.19,164.46,168.41,170.63
1686,B,False,232.05,230.73,233.16,234.58,238.64
1687,B,False,57.943,57.765,58.953,58.965,57.227
1688,B,False,72.604,72.725,70.299,73.576,79.947
1689,B,False,415.29,413.34,408.63,412.98,411.99
1690,B,False,15.013,18.527,20.296,21.271,22.376
1691,B,False,201.79,206.13,210.52,212.38,217.89
1692,B,False,607.08,601.09,607.28,608.5,606.37
1693,B,False,103.99,103.87,103.0,103.76,98.847
1694,B,False,309.92,305.98,309.93,310.66,317.42
1695,B,False,121.69,125.86,119.84,122.5,118.73
1696,B,False,586.9,580.58,582.86,581.68,593.14
1697,B,True,212.46,206.17,201.98,202.03,204.03
1698,B,False,125.61,122.33,129.12,128.1,129.73
1699,B,False,296.39,298.38,299.88,298.4,296.49
1700,B,False,44.422,45.051,47.294,48.435,47.859
1701,B,False,118.77,116.47,115.11,116.13,118.03
1702,B,False,346.28,344.33,339.25,331.33,329.94
1703,B,False,194.71,192.16,192.48,192.76,193.78
1704,B,False,226.71,226.15,226.35,226.93,228.57
1705,B,True,69.036,69.638,69.284,70.18,69.442
1706,B,False,329.57,329.73,321.56,319.2,296.91
1707,B,False,43.373,45.26,47.861,50.189,50.632
1708,B,False,91.699,91.978,93.33,91.115,93.254
1709,B,False,748.74,752.57,752.77,750.8,754.11
1710,B,False,198.17,203.45,202.66,203.57,201.81
1711,B,False,474.64,472.78,478.95,486.41,487.69
1712,B,False,72.766,70.105,69.11,72.448,67.977
1713,B,False,120.77,117.66,114.63,117.58,118.58
1714,B,False,163.9,165.56,174.14,182.95,186.32
1715,B,False,277.83,276.28,278.48,277.43,275.86
1716,B,False,58.701,51.492,56.226,48.033,53.333
1717,B,False,49.554,52.109,54.947,60.804,61.605
1718,B,False,135.98,134.77,135.09,135.52,133.16
1719,B,False,186.49,190.93,193.48,198.31,199.67
1720,B,False,292.31,291.84,289.18,290.52,289.61
1721,B,False,344.39,345.52,344.73,346.86,347.66
1722,B,False,119.58,120.92,120.59,120.11,120.38
1723,B,False,79.28,80.35,77.746,76.663,77.148
1724,B,False,202.02,197.81,193.01,195.07,190.28
1725,B,False,368.54,369.34,371.02,368.73,368.72
1726,B,False,20.436,20.795,21.246,22.78,24.642
1727,B,False,454.63,452.97,451.1,453.06,452.35
1728,B,False,220.9,219.4,218.82,220.05,217.46
1729,B,False,285.96,286.34,289.81,294.72,291.31
1730,B,False,192.17,192.21,193.96,193.61,194.35
1731,B,False,45.585,46.329,46.034,46.921,45.735
1732,B,False,206.79,212.11,206.95,221.03,223.7
1733,B,False,240.23,243.5,246.92,246.12,244.61
1734,B,False,1093.2,1095.3,1098.5,1097.2,1087.0
1735,B,False,212.98,212.35,214.55,211.56,214.62
1736,B,False,101.08,110.92,115.95,126.68,130.26
1737,B,False,353.42,357.45,357.64,360.2,364.03
1738,B,False,313.81,314.52,313.85,312.49,317.21
1739,B,False,159.11,154.27,159.28,155.23,159.26
1740,B,False,195.46,192.38,200.07,200.28,206.31
1741,B,False,117.81,109.52,106.48,109.15,109.97
1742,B,False,410.97,413.64,417.34,416.27,417.98
1743,B,False,388.73,389.05,393.92,398.18,398.0
1744,B,False,368.8,367.69,369.29,372.67,369.29
1745,B,False,1476.1,1475.1,1482.5,1476.6,1483.2
1746,B,False,313.13,316.43,315.27,317.58,315.36
1747,B,False,88.689,91.679,91.177,91.483,86.629
1748,B,True,1116.0,1108.4,1111.7,1116.0,1116.1
1749,B,False,1126.7,1121.3,1116.1,1122.8,1132.6
1750,B,False,207.37,210.22,209.11,209.24,212.16
1751,B,False,72.479,74.91,73.062,71.756,68.016
1752,B,False,44.734,45.965,46.232,44.194,44.844
1753,B,False,104.98,104.4,104.89,106.53,106.48
1754,B,False,215.4,215.01,214.06,220.07,216.28
1755,B,False,464.05,463.99,461.4,466.46,468.28
1756,B,False,441.07,438.69,436.17,434.81,432.49
1757,B,False,218.3,218.47,222.32,215.65,216.34
1758,B,False,38.114,37.991,39.333,40.245,40.426
1759,B,False,156.3,156.13,155.45,156.47,155.7
1760,B,False,253.84,251.66,248.69,244.91,241.45
1761,B,False,326.46,329.42,331.22,331.58,325.61
1762,B,False,53.392,54.958,53.01,53.471,54.327
1763,B,False,223.77,220.82,228.51,230.34,231.32
1764,B,False,197.65,197.13,196.42,195.52,197.09
1765,B,False,498.11,494.6,489.99,495.98,480.42
1766,B,False,328.12,327.16,333.1,333.27,333.51
1767,B,False,70.848,70.97,68.223,69.437,70.907
1768,B,False,318.56,330.13,346.73,370.07,390.53
1769,B,False,87.949,87.652,87.138,86.903,87.455
1770,B,False,323.55,318.65,318.67,322.31,322.43
1771,B,False,476.15,473.01,471.97,474.15,467.98
1772,B,False,1159.1,1166.0,1167.8,1165.5,1166.3
1773,B,False,423.03,423.8,427.72,422.8,419.98
1774,B,False,410.95,414.34,415.35,416.83,416.48
1775,B,False,396.67,411.25,410.93,416.18,412.45
1776,B,False,326.25,326.16,324.9,326.03,321.06
1777,B,False,91.798,89.403,94.744,95.081,96.146
1778,B,False,326.49,325.73,325.36,321.31,320.92
1779,B,False,60.021,60.433,59.619,59.147,58.168
1780,B,False,478.03,477.44,477.13,476.39,475.81
1781,B,False,451.06,452.38,446.05,451.18,447.89
1782,B,False,210.63,210.08,207.08,208.65,210.82
1783,B,False,382.12,386.96,384.11,386.46,385.55
1784,B,False,138.17,137.57,138.98,140.96,141.13
1785,B,False,545.62,546.82,548.65,542.52,537.01
1786,B,False,56.953,57.017,56.584,58.536,60.913
1787,B,False,245.99,248.06,244.14,244.81,247.61
1788,B,False,77.162,81.827,88.67,93.898,89.23
1789,B,False,250.4,247.69,247.22,249.72,251.92
1790,B,False,77.966,75.777,74.593,75.513,75.268
1791,B,False,284.57,287.3,285.33,288.34,285.01
1792,B,False,60.163,60.698,61.308,58.197,59.123
1793,B,False,26.74,25.886,25.398,26.154,26.031
1794,B,False,84.512,84.05,83.864,84.095,83.246
1795,B,False,47.643,47.233,49.055,48.312,47.474
1796,B,False,488.7,496.26,488.09,489.31,483.55
1797,B,False,213.47,203.95,219.48,225.4,235.87
1798,B,True,159.67,159.45,165.28,165.24,165.28
1799,B,False,391.75,386.84,383.79,375.56,371.54
1800,B,False,214.45,214.84,213.11,212.62,211.55
1801,B,False,180.51,186.76,195.3,189.55,188.74
1802,B,False,39.994,40.521,44.828,38.149,36.529
1803,B,False,156.31,161.36,163.9,165.56,174.14
1804,B,False,273.35,280.13,277.58,272.94,278.53
1805,B,False,276.73,280.39,278.52,282.28,280.03
1806,B,False,257.8,262.93,265.96,272.91,268.39
1807,B,False,60.893,61.936,64.809,65.6,67.713
1808,B,False,93.652,93.855,93.475,89.78,90.219
1809,B,False,478.78,480.25,490.01,486.7,493.8
1810,B,False,108.03,108.48,110.92,108.25,110.83
1811,B,False,192.46,188.88,184.43,184.58,183.32
1812,B,False,83.538,88.107,88.974,88.847,88.146
1813,B,False,107.12,105.5,105.81,110.63,106.76
1814,B,False,66.335,60.552,59.835,64.334,54.815
1815,B,False,61.557,58.646,55.526,56.775,56.936
1816,B,False,306.96,307.15,316.46,313.43,314.6
1817,B,False,157.09,160.36,162.09,161.89,159.68
1818,B,False,172.72,174.3,178.25,180.17,182.49
1819,B,False,325.72,326.69,322.99,328.96,325.77
1820,B,True,504.99,503.99,501.82,509.19,515.04
1821,B,False,588.25,578.28,568.4,553.69,553.47
1822,B,False,450.65,455.28,455.8,450.38,448.8
1823,B,False,538.67,538.14,545.44,539.96,546.99
1824,B,False,151.34,152.83,153.96,154.55,154.36
1825,B,False,105.49,107.93,106.46,105.56,108.53
1826,B,False,313.66,313.3,311.33,311.66,309.34
1827,B,False,166.38,166.24,170.8,165.71,169.66
1828,B,False,545.85,553.46,558.6,559.53,561.08
1829,B,False,211.44,210.95,209.04,209.42,211.82
1830,B,False,198.91,200.32,199.85,203.71,208.6
1831,B,False,461.79,466.63,465.7,466.73,468.62
1832,B,False,394.81,394.1,389.7,394.87,390.44
1833,B,False,335.12,333.1,333.4,334.26,339.42
1834,B,False,241.0,243.26,241.97,242.72,242.3
1835,B,False,321.14,319.51,318.43,316.56,315.96
1836,B,False,137.4,136.7,134.94,138.0,135.98
1837,B,False,509.74,507.15,503.81,522.89,506.0
1838,B,False,157.15,157.05,157.07,156.85,155.77
1839,B,False,335.53,340.41,339.81,344.03,342.99
1840,B,False,653.12,654.69,654.97,658.19,655.78
1841,B,False,754.45,754.84,756.29,757.77,770.89
1842,B,False,309.93,310.66,317.42,318.2,312.67
1843,B,False,331.37,327.44,327.44,329.39,330.29
1844,B,False,162.89,162.59,161.88,159.65,162.82
1845,B,False,269.36,268.07,272.38,272.5,278.39
1846,B,False,159.11,160.42,157.84,159.02,153.83
1847,B,False,499.69,499.18,500.24,497.19,501.75
1848,B,False,522.45,525.61,526.6,529.76,531.41
1849,B,False,152.76,151.14,168.24,180.83,190.16
1850,B,False,81.76,82.641,80.802,82.226,89.089
1851,B,False,211.95,212.64,212.74,216.38,213.43
1852,B,False,217.28,211.99,206.08,218.25,213.47
1853,B,False,207.62,212.63,205.49,210.51,209.37
1854,B,False,295.79,294.72,290.28,287.35,288.51
1855,B,False,404.85,402.74,398.52,398.21,398.31
1856,B,False,128.61,128.01,127.98,128.67,129.9
1857,B,False,212.09,218.18,218.92,227.6,234.03
1858,B,False,96.24,95.074,94.054,94.377,92.269
1859,B,False,423.63,426.14,425.48,424.39,427.2
1860,B,False,327.65,343.55,338.22,346.03,354.19
1861,B,False,162.86,163.46,161.49,164.58,164.92
1862,B,False,143.69,141.43,138.75,138.77,138.42
1863,B,False,690.59,685.13,688.2,691.44,689.27
1864,B,False,213.37,213.56,212.37,213.26,217.19
1865,B,False,496.81,497.89,496.6,492.0,495.47
1866,B,False,207.96,209.47,209.61,213.6,213.7
1867,B,False,95.437,103.93,108.71,107.68,112.12
1868,B,False,235.24,235.03,237.89,238.42,238.37
1869,B,False,168.23,168.5,170.12,170.61,173.96
1870,B,False,490.47,493.38,487.51,488.35,491.32
1871,B,False,187.73,184.74,184.01,184.16,185.12
1872,B,False,231.62,223.95,233.68,231.99,229.91
1873,B,False,429.08,431.28,425.62,424.06,427.35
1874,B,False,151.14,150.34,151.46,148.85,146.07
1875,B,False,355.57,352.74,353.24,359.06,360.86
1876,B,False,385.38,388.08,387.87,388.28,383.52
1877,B,False,1090.4,1097.8,1105.2,1095.2,1107.2
1878,B,False,163.91,170.5,167.83,174.57,167.81
1879,B,False,962.59,959.58,959.25,952.76,954.89
1880,B,False,203.45,202.66,203.57,201.81,201.86
1881,B,False,177.2,185.13,182.7,218.57,206.36
1882,B,False,129.05,127.19,128.8,127.11,124.34
1883,B,False,129.99,128.92,127.0,130.35,130.5
1884,B,False,595.24,603.93,612.68,628.57,643.75
1885,B,False,165.35,165.7,167.12,167.21,166.47
1886,B,False,74.598,72.535,72.967,72.196,72.733
1887,B,False,275.53,273.52,278.01,273.73,274.84
1888,B,False,46.841,39.534,41.281,39.058,38.67
1889,B,False,315.83,317.24,323.29,319.32,318.93
1890,B,False,280.18,279.86,277.33,275.52,273.88
1891,B,False,212.32,206.99,210.46,210.38,207.96
1892,N,False,66.244,64.657,64.166,62.974,61.896
1893,N,False,35.994,36.051,36.255,35.872,35.136
1894,N,False,38.171,38.208,39.313,39.512,39.45
1895,N,False,44.821,43.759,41.165,43.542,44.777
1896,N,False,44.801,44.497,43.495,44.668,44.108
1897,N,False,78.26,78.008,79.822,79.24,77.081
1898,N,False,33.737,33.347,32.877,32.962,33.15
1899,N,False,60.222,60.133,58.096,58.817,58.772
1900,N,False,96.577,96.706,93.932,95.208,96.47
1901,N,False,35.858,35.228,34.805,35.001,35.817
1902,N,False,36.834,36.245,36.26,35.349,36.901
1903,N,False,66.379,66.426,65.445,66.546,66.581
1904,N,False,91.097,88.515,88.01,86.338,84.33
1905,N,False,59.259,57.232,57.359,56.695,55.249
1906,N,False,95.86,96.691,95.506,96.055,95.911
1907,N,False,137.79,138.35,136.43,138.79,138.29
1908,N,False,35.494,35.932,36.099,36.589,37.804
1909,N,False,104.02,103.46,103.56,101.75,103.76
1910,N,False,34.459,34.645,35.495,32.936,33.113
1911,N,False,21.737,21.966,20.591,21.17,21.208
1912,N,False,148.47,151.32,151.3,150.49,155.39
1913,N,False,276.07,276.67,271.91,275.15,277.27
1914,N,False,21.033,21.137,28.206,29.082,29.864
1915,N,False,142.07,141.98,140.89,140.75,141.89
1916,N,False,34.101,34.045,36.153,36.38,40.323
1917,N,False,1121.4,1125.4,1126.4,1135.0,1128.2
1918,N,False,1632.5,1636.4,1639.4,1647.0,1647.7
1919,N,False,74.83,75.862,73.932,72.479,74.418
1920,N,False,2407.7,2416.9,2404.8,2394.0,2393.6
1921,N,False,65.101,67.326,66.42,67.471,67.451
1922,N,False,1129.8,1135.8,1135.1,1138.8,1143.8
1923,N,False,310.69,311.5,307.24,305.92,301.98
1924,N,False,70.614,69.849,69.967,69.972,70.529
1925,N,False,51.443,52.145,52.122,51.927,50.053
1926,N,False,42.874,43.055,44.207,41.833,41.998
1927,N,False,71.048,70.143,74.133,75.511,74.795
1928,N,False,15.643,15.957,17.666,17.22,18.24
1929,N,False,98.368,97.637,99.856,99.256,100.19
1930,N,False,704.5,702.65,702.63,695.14,691.12
1931,N,False,70.044,71.322,71.573,71.081,70.342
1932,N,False,1112.3,1107.4,1099.8,1104.4,1107.9
1933,N,False,34.047,34.144,34.187,34.313,34.531
1934,N,False,90.934,90.49,91.351,90.429,91.854
1935,N,False,29.39,28.24,28.206,29.804,29.721
1936,N,False,302.41,304.46,300.31,301.9,301.65
1937,N,False,994.31,989.2,1000.7,996.78,1001.8
1938,N,False,994.31,989.2,1000.7,996.78,1001.8
1939,N,False,200.27,200.19,198.06,194.09,193.12
1940,N,False,230.84,230.13,234.01,232.79,233.79
1941,N,False,100.99,99.555,100.34,98.051,97.309
1942,N,False,131.3,133.06,135.07,137.47,137.54
1943,N,False,299.99,303.15,302.98,300.89,302.19
1944,N,False,1309.9,1314.1,1315.7,1316.0,1316.9
1945,N,False,309.23,308.33,304.84,302.87,302.93
1946,N,False,698.31,695.04,687.45,688.58,688.21
1947,N,False,25.641,26.035,25.312,25.634,24.11
1948,N,False,42.326,41.976,41.863,40.336,39.699
1949,N,False,1151.1,1153.9,1154.4,1150.9,1149.7
1950,N,False,302.72,302.79,300.62,305.8,308.53
1951,N,False,2186.3,2192.9,2185.3,2181.9,2182.6
1952,N,False,458.03,457.63,463.68,463.67,461.49
1953,N,False,269.02,269.06,268.73,268.34,267.95
1954,N,False,192.36,196.34,196.59,195.86,196.25
1955,N,False,179.97,179.78,179.98,179.27,181.11
1956,N,False,229.06,231.56,230.09,230.57,229.32
1957,N,False,153.06,152.72,158.13,157.84,159.42
1958,N,False,198.64,196.13,196.03,199.34,197.15
1959,N,False,534.94,535.46,529.57,532.96,533.06
1960,N,False,168.46,165.09,165.27,172.38,178.15
1961,N,False,648.08,644.64,639.26,637.69,643.65
1962,N,False,66.04,67.177,66.18,66.654,65.464
1963,N,False,533.3,533.34,532.42,533.42,530.32
1964,N,False,714.35,719.43,717.67,718.45,720.3
1965,N,False,323.74,328.47,325.28,323.43,323.7
1966,N,False,276.15,285.96,289.5,283.35,285.84
1967,N,False,82.828,83.732,87.203,85.28,84.634
1968,N,False,847.48,843.9,844.91,850.61,841.13
1969,N,False,847.48,843.9,844.91,850.61,841.13
1970,N,False,175.22,178.75,180.76,182.17,184.4
1971,N,False,544.67,548.8,547.38,550.3,550.23
1972,N,False,1434.1,1424.6,1418.9,1418.8,1408.9
1973,N,False,106.07,107.5,105.47,107.11,106.99
1974,N,False,249.71,252.77,249.98,252.01,252.15
1975,N,False,907.36,903.18,898.25,904.51,897.21
1976,N,False,2571.1,2566.3,2568.0,2569.4,2567.9
1977,N,False,2124.0,2114.7,2101.4,2104.8,2090.0
1978,N,False,113.67,112.97,113.51,112.27,113.61
1979,N,False,2037.8,2042.2,2037.8,2042.9,2042.1
1980,N,False,2037.8,2042.2,2037.8,2042.9,2042.1
1981,N,False,301.83,302.73,303.4,302.74,301.2
1982,N,False,301.83,302.73,303.4,302.74,301.2
1983,N,False,187.73,187.85,187.33,188.02,188.58
1984,N,False,1271.0,1273.4,1277.9,1276.9,1272.8
1985,N,False,149.71,151.3,151.44,156.4,153.79
1986,N,False,2511.1,2512.6,2511.0,2504.1,2502.7
1987,N,False,1061.2,1066.1,1070.9,1063.0,1070.5
1988,N,False,184.82,187.46,185.0,183.33,181.43
1989,N,False,20.039,19.16,20.209,19.836,19.464
1990,N,False,62.096,61.857,60.209,61.172,61.621
1991,N,False,58.513,57.838,56.276,57.261,57.152
1992,N,False,3077.7,3091.5,3101.4,3097.5,3107.3
1993,N,False,109.51,112.74,112.45,111.01,105.72
1994,N,False,3105.5,3094.8,3087.0,3090.0,3110.6
