,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5
1066,B,False,39.374,39.417,40.046,39.898,39.755
1067,B,False,49.488,49.309,48.585,48.204,48.146
1068,B,False,36.168,35.968,35.674,35.653,35.473
1069,B,False,32.791,32.891,32.79,32.909,33.013
1070,B,False,30.208,30.097,29.729,30.709,30.892
1071,B,False,37.124,36.777,37.08,36.946,37.084
1072,B,False,33.2,33.563,33.436,33.337,34.359
1073,B,False,32.664,32.603,32.284,32.513,32.081
1074,B,False,34.285,34.055,34.358,34.611,35.15
1075,B,True,29.81,29.721,29.96,29.902,29.812
1076,B,False,40.261,40.869,40.746,40.989,40.751
1077,B,True,36.045,35.444,35.294,35.368,35.412
1078,B,True,35.273,35.527,35.025,34.976,35.185
1079,B,False,52.343,52.202,51.66,51.883,52.447
1080,B,False,43.888,43.936,43.767,43.715,43.593
1081,B,False,58.093,57.479,57.385,56.637,56.693
1082,B,False,52.503,52.782,52.762,52.183,52.213
1083,B,True,44.03,43.354,42.959,43.588,42.929
1084,B,True,29.931,29.822,29.701,29.87,30.162
1085,B,False,44.064,44.576,43.964,43.51,43.885
1086,B,True,42.308,42.296,42.354,42.234,42.339
1087,B,True,54.693,55.017,54.712,54.493,54.926
1088,B,True,47.874,48.13,47.062,46.424,46.978
1089,B,False,32.116,32.158,32.301,32.196,32.642
1090,B,False,47.986,47.955,48.054,47.702,47.782
1091,B,True,49.938,49.529,49.008,48.676,48.996
1092,B,False,47.919,48.348,48.124,48.113,47.954
1093,B,False,38.529,38.329,38.438,37.823,38.331
1094,B,False,36.08,36.39,36.711,36.335,36.369
1095,B,False,29.282,29.462,30.133,29.601,29.465
1096,B,False,34.888,34.625,34.47,34.581,34.532
1097,B,True,56.988,56.468,56.399,56.186,55.529
1098,B,False,29.36,29.665,28.902,29.194,28.765
1099,B,False,49.715,49.975,49.589,49.209,48.915
1100,B,False,38.415,38.773,39.135,40.122,39.081
1101,B,False,36.756,36.565,36.983,37.435,37.553
1102,B,True,50.133,50.22,51.336,51.009,50.497
1103,B,False,33.296,33.592,33.265,33.772,33.068
1104,B,False,55.341,55.907,55.494,55.47,55.583
1105,B,True,27.01,26.227,27.286,26.836,25.024
1106,B,False,38.531,40.752,40.744,41.563,40.584
1107,B,False,36.783,37.042,37.286,37.263,36.46
1108,B,False,26.208,25.591,24.812,24.82,24.729
1109,B,False,36.047,37.004,37.085,36.503,36.852
1110,B,True,46.941,46.772,47.04,46.886,47.444
1111,B,True,37.83,37.032,37.361,37.046,37.069
1112,B,False,39.186,38.307,38.546,38.307,38.012
1113,B,False,34.932,34.046,35.32,34.627,32.599
1114,B,False,56.301,55.572,55.346,55.95,55.685
1115,B,False,36.957,34.068,42.622,41.538,36.901
1116,B,True,31.381,31.615,31.629,31.711,31.947
1117,B,False,46.932,46.79,46.682,46.949,46.79
1118,B,False,54.581,54.877,54.777,54.417,54.292
1119,B,False,37.071,37.284,37.123,37.928,38.313
1120,B,False,46.265,46.187,46.277,46.016,46.282
1121,B,False,54.391,54.277,53.669,53.16,53.036
1122,B,False,33.255,32.224,36.614,38.221,37.787
1123,B,True,30.795,30.911,30.829,30.841,30.651
1124,B,True,40.085,40.316,40.511,40.61,40.512
1125,B,False,38.223,38.428,38.203,38.721,38.64
1126,B,True,42.635,41.96,42.187,40.789,40.201
1127,B,True,32.253,31.875,31.704,31.528,31.3
1128,B,False,32.415,32.149,33.011,32.897,31.356
1129,B,True,43.522,42.447,41.291,44.029,43.704
1130,B,False,34.066,34.092,34.064,33.426,33.631
1131,B,False,30.13,29.985,29.875,30.872,30.87
1132,B,False,39.474,39.437,38.327,37.889,40.606
1133,B,True,38.438,38.038,37.45,36.461,36.717
1134,B,False,39.106,38.612,38.574,39.428,39.191
1135,B,False,47.7,47.896,48.351,48.33,48.184
1136,B,False,18.384,20.86,27.696,33.015,28.131
1137,B,False,37.069,37.031,37.008,36.772,36.913
1138,B,False,36.818,35.986,37.731,30.886,33.765
1139,B,False,46.196,46.486,45.56,46.213,46.456
1140,B,True,47.082,47.727,47.701,46.783,46.307
1141,B,False,47.855,47.479,47.475,47.888,47.833
1142,B,False,30.016,30.264,30.294,30.3,30.217
1143,B,False,49.432,49.191,49.16,49.132,49.103
1144,B,False,37.816,37.955,38.015,47.756,38.041
1145,B,True,52.297,51.992,52.576,52.662,51.863
1146,B,True,37.38,37.832,37.636,38.384,39.256
1147,B,False,46.166,46.364,47.001,45.748,45.645
1148,B,False,50.357,50.487,50.438,50.411,50.327
1149,B,False,31.3,31.711,31.966,31.705,30.914
1150,B,False,43.697,43.768,43.157,42.798,42.191
1151,B,False,54.137,49.16,49.219,49.158,49.057
1152,B,True,52.441,52.352,52.197,51.936,52.252
1153,B,True,28.87,29.203,29.331,28.79,28.598
1154,B,True,32.728,35.469,35.439,37.892,36.406
1155,B,True,43.36,43.93,44.503,44.467,44.908
1156,B,True,51.01,42.718,42.029,40.941,37.644
1157,B,False,49.274,49.23,49.082,48.938,48.888
1158,B,False,33.546,33.277,32.552,34.165,33.963
1159,B,False,57.653,57.254,57.039,55.99,56.085
1160,B,False,43.083,43.657,44.423,44.885,44.794
1161,B,False,37.095,36.427,35.935,34.391,35.363
1162,B,True,32.527,31.808,31.824,31.534,32.239
1163,B,False,53.023,53.053,53.025,52.901,52.62
1164,B,True,41.162,39.83,48.114,36.46,42.114
1165,B,False,51.433,51.792,52.451,52.95,52.779
1166,B,False,47.848,47.417,47.159,46.724,46.892
1167,B,False,39.611,39.946,40.05,39.757,39.667
1168,B,False,28.175,28.584,28.533,28.57,28.833
1169,B,True,34.472,34.458,34.389,34.177,34.468
1170,B,False,24.57,24.82,24.75,24.847,25.04
1171,B,False,26.726,26.572,26.404,26.382,26.342
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,53.408,53.924,54.649,53.603,53.87
1174,B,False,45.843,45.97,46.073,46.094,45.414
1175,B,True,25.563,25.831,25.981,26.027,26.048
1176,B,False,26.525,26.406,27.115,27.607,27.475
1177,B,False,43.238,43.28,43.524,43.613,43.093
1178,B,False,51.355,50.606,49.363,49.816,49.574
1179,B,False,46.771,45.584,45.652,43.2,47.495
1180,B,False,33.514,33.447,33.858,34.475,34.242
1181,B,False,35.988,35.624,35.563,36.322,36.618
1182,B,False,45.333,45.184,44.865,45.89,45.901
1183,B,True,49.14,49.812,49.388,49.008,48.823
1184,B,False,42.791,42.505,42.583,42.406,42.721
1185,B,False,32.01,31.977,32.178,31.803,31.909
1186,B,False,57.044,56.278,57.231,56.64,55.874
1187,B,False,31.562,31.166,31.128,31.177,30.821
1188,B,False,36.736,36.655,35.509,35.581,35.955
1189,B,True,41.572,41.831,41.694,42.225,42.39
1190,B,False,22.528,22.484,22.319,22.186,22.124
1191,B,False,55.791,55.763,55.943,55.916,56.027
1192,B,False,59.909,60.024,59.882,59.864,59.94
1193,B,False,29.703,29.072,29.455,29.581,30.339
1194,B,False,38.044,36.757,37.214,37.37,36.461
1195,B,False,26.921,27.083,27.08,26.803,26.888
1196,B,False,40.15,39.828,40.33,40.275,39.791
1197,B,True,56.61,56.423,56.303,56.214,56.177
1198,B,False,37.928,39.007,38.747,38.444,37.7
1199,B,False,37.839,38.173,37.589,37.399,37.302
1200,B,False,36.019,36.732,36.071,35.942,35.993
1201,B,True,38.692,38.612,38.29,38.71,39.217
1202,B,False,32.779,33.316,33.142,33.145,33.471
1203,B,False,45.861,45.934,45.655,45.363,44.422
1204,B,True,48.186,48.477,48.428,48.604,48.821
1205,B,False,28.939,29.022,29.208,28.893,29.14
1206,B,False,34.548,34.148,34.335,34.285,34.055
1207,B,False,28.86,28.94,29.471,29.779,29.291
1208,B,False,47.377,46.171,46.403,46.094,46.501
1209,B,False,33.705,33.556,34.384,33.842,34.058
1210,B,False,59.11,59.031,59.109,59.117,59.165
1211,B,True,35.175,35.182,34.95,35.297,35.367
1212,B,True,35.456,36.231,34.966,34.408,33.905
1213,B,True,40.223,40.143,40.104,40.358,39.845
1214,B,False,45.809,45.898,45.974,44.979,45.321
1215,B,False,32.665,32.835,32.829,32.675,32.793
1216,B,False,39.029,39.254,39.488,39.265,39.214
1217,B,False,52.546,51.949,51.438,50.778,50.578
1218,B,False,27.76,27.429,26.866,26.879,27.274
1219,B,False,46.711,45.663,46.137,45.447,45.137
1220,B,False,27.788,27.422,26.218,26.588,25.962
1221,B,False,31.216,31.103,30.931,31.157,31.292
1222,B,False,45.479,45.148,45.221,45.064,44.573
1223,B,True,47.458,46.204,47.149,47.656,47.56
1224,B,True,51.995,51.769,52.141,52.63,52.714
1225,B,True,35.045,35.669,37.207,37.059,35.885
1226,B,False,33.847,32.996,33.89,33.483,32.964
1227,B,False,26.178,26.241,26.867,27.842,27.265
1228,B,False,28.317,28.346,28.186,28.597,28.35
1229,B,False,58.209,58.367,57.786,58.111,57.651
1230,B,False,42.134,42.276,41.927,42.42,42.619
1231,B,False,37.18,36.744,36.81,36.965,36.975
1232,B,False,32.046,31.961,32.059,32.085,32.449
1233,B,False,31.019,30.945,31.11,30.875,30.96
1234,B,False,36.309,35.638,35.534,36.133,35.205
1235,B,False,33.622,33.102,32.775,33.999,34.368
1236,B,True,22.519,22.634,22.795,22.764,22.563
1237,B,False,52.204,51.912,52.033,53.457,54.818
1238,B,True,31.878,32.11,32.055,32.246,32.164
1239,B,True,32.052,31.879,32.379,31.877,31.903
1240,B,False,49.977,49.48,49.31,49.614,49.14
1241,B,False,36.69,36.572,35.424,35.433,36.991
1242,B,True,27.4,27.432,27.478,27.581,27.599
1243,B,False,63.251,63.375,63.179,63.219,63.523
1244,B,False,25.749,25.779,25.424,25.216,25.724
1245,B,False,54.802,54.676,54.936,55.12,55.41
1246,B,False,25.299,25.547,25.642,25.384,25.332
1247,B,False,35.623,35.563,35.454,35.135,35.388
1248,B,False,46.094,45.414,45.442,45.036,45.949
1249,B,False,42.924,42.728,42.731,42.912,42.743
1250,B,True,32.412,32.623,32.522,32.484,32.539
1251,B,False,48.359,48.162,48.154,48.348,48.205
1252,B,True,36.575,36.258,36.7,37.035,37.01
1253,B,False,47.821,48.697,47.442,49.53,50.356
1254,B,True,35.943,35.647,35.235,34.775,35.327
1255,B,False,38.869,38.19,38.262,38.458,37.789
1256,B,False,43.964,43.496,42.71,42.443,42.631
1257,B,False,31.771,31.278,31.826,32.008,31.482
1258,B,False,36.375,36.63,37.401,37.596,37.598
1259,B,True,53.74,53.871,54.394,54.251,54.288
1260,B,False,31.243,32.842,32.57,31.925,31.551
1261,B,False,48.78,48.564,48.375,48.362,48.164
1262,B,False,33.316,33.251,33.512,32.911,33.23
1263,B,False,42.625,42.772,42.591,42.738,42.565
1264,B,False,26.131,26.569,25.635,25.794,25.455
1265,B,False,58.065,58.083,56.654,58.215,58.27
1266,B,True,28.023,28.097,28.255,28.115,28.128
1267,B,False,42.601,42.755,42.826,42.276,42.084
1268,B,False,55.772,53.802,53.692,50.889,48.98
1269,B,False,36.684,36.597,37.151,37.351,36.859
1270,B,False,41.654,41.575,42.233,42.393,42.774
1271,B,False,23.337,23.393,23.17,23.054,22.971
1272,B,False,50.549,52.216,52.584,53.047,52.094
1273,B,False,28.626,28.882,29.127,29.111,28.785
1274,B,False,26.541,26.532,27.14,26.157,26.497
1275,B,False,22.663,22.723,23.011,23.054,23.129
1276,B,False,38.85,38.585,38.829,39.278,39.654
1277,B,True,32.554,32.2,32.114,32.183,32.051
1278,B,True,54.096,54.278,54.276,54.211,54.291
1279,B,False,21.649,21.587,21.669,21.542,21.892
1280,B,False,52.313,52.353,52.273,52.147,52.055
1281,B,False,30.583,29.654,30.759,30.102,27.909
1282,B,False,31.565,31.72,31.24,31.045,30.749
1283,B,False,56.186,55.529,55.164,54.962,54.99
1284,B,False,48.927,49.388,48.248,45.961,45.798
1285,B,False,51.759,56.59,56.952,56.879,57.841
1286,B,False,29.237,28.927,28.56,28.195,29.065
1287,B,True,24.697,24.932,25.213,24.976,25.251
1288,B,False,43.313,44.029,43.961,43.74,43.738
1289,B,False,44.037,44.508,43.888,43.936,43.767
1290,B,False,52.14,52.78,51.695,53.643,54.955
1291,B,True,37.526,37.89,37.818,37.513,36.675
1292,B,False,53.891,54.1,53.77,53.55,53.779
1293,B,False,41.768,42.115,41.968,41.536,41.904
1294,B,False,31.659,32.035,31.607,31.972,32.134
1295,B,False,31.595,31.265,31.589,31.745,32.081
1296,B,False,26.685,26.58,26.409,26.88,26.535
1297,B,True,40.772,40.927,40.778,41.101,40.959
1298,B,False,56.831,55.872,55.625,56.539,56.307
1299,B,False,43.143,44.306,43.474,42.889,42.712
1300,B,False,37.802,38.823,38.564,38.281,39.009
1301,B,False,45.449,45.222,45.054,45.213,45.357
1302,B,False,35.483,35.051,35.101,34.951,34.999
1303,B,True,32.397,32.629,32.525,31.92,33.565
1304,B,False,34.484,34.689,34.965,35.064,34.662
1305,B,False,34.258,34.39,33.968,34.614,34.805
1306,B,False,30.421,30.394,30.366,30.463,29.806
1307,B,False,41.96,42.187,40.789,40.201,41.26
1308,B,False,35.879,35.756,35.937,36.034,35.936
1309,B,True,49.472,49.432,49.791,50.729,49.827
1310,B,False,40.471,40.914,41.107,40.86,40.08
1311,B,False,54.438,54.124,54.156,54.39,54.615
1312,B,False,33.966,33.789,33.75,33.826,33.931
1313,B,False,31.11,30.874,31.669,30.366,31.042
1314,B,False,52.684,51.668,51.276,50.935,53.522
1315,B,False,55.378,55.268,55.263,55.224,55.057
1316,B,True,50.743,50.496,50.619,50.355,49.83
1317,B,False,27.769,27.673,28.188,28.276,27.937
1318,B,False,53.849,53.733,52.534,51.937,51.638
1319,B,False,20.138,20.241,19.967,19.978,20.092
1320,B,False,43.868,45.163,46.299,45.399,46.499
1321,B,False,45.123,45.104,44.061,44.004,44.791
1322,B,False,55.772,55.809,56.265,56.104,56.335
1323,B,False,25.251,25.328,25.183,25.307,25.254
1324,B,False,36.171,36.021,35.84,35.64,35.764
1325,B,False,30.27,30.281,30.345,30.471,30.75
1326,B,False,42.375,44.17,44.831,40.764,39.799
1327,B,False,43.795,44.361,44.877,44.573,44.738
1328,B,False,45.983,46.099,46.599,47.011,47.269
1329,B,False,40.633,40.118,40.21,40.0,39.415
1330,B,False,49.416,47.352,51.132,52.469,53.977
1331,B,False,41.289,41.567,41.5,41.502,40.811
1332,B,False,46.846,45.501,46.188,46.834,46.018
1333,B,False,31.987,31.554,31.021,31.933,32.399
1334,B,False,60.756,60.803,61.613,61.593,61.986
1335,B,False,25.435,25.374,26.03,27.067,27.399
1336,B,True,34.571,33.863,33.549,33.129,33.301
1337,B,True,29.196,28.811,28.3,28.151,28.378
1338,B,True,15.05,15.298,16.224,20.565,20.165
1339,B,False,56.321,56.258,56.002,55.925,55.75
1340,B,False,30.024,29.86,29.699,29.527,29.231
1341,B,False,35.204,34.458,34.951,34.534,35.198
1342,B,False,50.892,50.743,50.496,50.619,50.355
1343,B,False,55.305,54.394,54.637,54.591,54.454
1344,B,True,44.041,43.579,43.335,42.629,41.761
1345,B,False,45.913,45.243,47.532,46.936,46.555
1346,B,False,42.118,41.473,41.753,41.637,41.647
1347,B,False,46.689,46.055,46.228,46.687,46.454
1348,B,False,37.178,36.698,36.798,36.747,36.185
1349,B,False,42.542,43.336,43.644,44.053,43.745
1350,B,False,42.198,41.859,42.443,41.574,41.654
1351,B,False,22.821,22.827,22.764,22.873,22.631
1352,B,False,56.171,56.116,53.066,53.912,53.529
1353,B,False,43.354,42.959,43.588,42.929,43.254
1354,B,False,38.733,38.332,38.014,38.239,37.678
1355,B,False,58.535,58.691,57.972,57.857,58.546
1356,B,False,30.913,30.62,30.669,30.754,30.803
1357,B,False,47.351,48.196,49.919,51.101,50.408
1358,B,False,27.424,27.904,27.946,27.703,28.347
1359,B,False,39.45,39.442,39.539,39.308,38.919
1360,B,False,47.095,46.681,46.516,46.112,46.765
1361,B,False,27.586,27.652,27.76,27.526,27.602
1362,B,False,40.942,41.129,39.367,39.574,38.578
1363,B,False,43.951,43.795,43.198,43.017,43.25
1364,B,False,26.682,26.675,26.245,25.939,26.901
1365,B,True,35.754,35.108,35.545,34.955,34.439
1366,B,False,50.503,49.904,51.236,51.285,50.476
1367,B,False,28.021,27.837,27.733,27.495,27.228
1368,B,True,38.151,37.983,38.855,38.198,38.127
1369,B,False,24.842,24.71,24.964,24.866,24.817
1370,B,False,33.623,35.423,36.128,35.826,34.791
1371,B,False,43.269,42.82,42.146,40.788,42.43
1372,B,False,35.98,35.852,36.041,35.854,35.846
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,35.761,35.808,36.331,37.054,37.276
1375,B,False,40.227,40.117,40.45,40.32,40.879
1376,B,False,32.886,32.911,32.928,32.738,32.592
1377,B,False,35.254,35.414,34.965,34.987,35.47
1378,B,True,30.355,30.448,31.015,32.129,31.386
1379,B,True,60.982,59.601,60.64,60.113,59.223
1380,B,False,50.331,48.767,48.722,46.017,49.78
1381,B,False,34.616,34.552,34.694,35.031,34.833
1382,B,False,41.677,41.542,41.703,41.573,41.011
1383,B,True,48.321,49.811,49.108,48.478,50.373
1384,B,False,37.885,37.218,37.082,37.307,37.317
1385,B,False,45.139,44.788,44.881,45.235,45.777
1386,B,False,46.142,46.656,46.078,46.344,46.421
1387,B,False,48.448,46.091,49.425,51.267,51.725
1388,B,True,36.578,36.507,36.48,36.349,36.364
1389,B,True,28.247,26.299,25.911,29.335,26.334
1390,B,True,24.628,25.433,24.861,24.964,25.97
1391,B,True,41.103,41.393,41.638,41.552,41.499
1392,B,False,28.068,27.855,27.617,27.659,27.757
1393,B,False,33.69,32.994,32.546,33.386,32.778
1394,B,False,38.842,38.43,38.638,39.756,39.642
1395,B,False,56.055,55.995,56.809,56.367,56.181
1396,B,True,30.172,29.823,30.357,30.458,30.237
1397,B,False,38.317,38.647,38.635,38.419,38.369
1398,B,False,31.02,30.578,30.139,30.026,30.369
1399,B,False,49.173,50.217,48.939,48.778,49.688
1400,B,False,22.489,22.421,22.681,22.259,22.39
1401,B,True,37.394,36.848,35.82,34.813,35.151
1402,B,False,42.377,41.974,42.123,42.386,42.406
1403,B,False,62.602,54.262,52.876,54.998,54.116
1404,B,False,56.405,56.589,56.174,56.124,56.597
1405,B,False,38.714,38.849,38.67,39.243,38.659
1406,B,False,32.083,31.036,31.47,31.207,31.707
1407,B,False,37.535,37.803,37.901,37.598,37.407
1408,B,True,49.207,50.337,48.685,48.137,48.111
1409,B,False,33.147,33.307,33.866,33.024,33.428
1410,B,True,34.496,34.403,34.074,34.368,34.166
1411,B,False,30.241,30.36,30.584,31.337,30.95
1412,B,False,39.122,39.209,39.128,38.17,41.214
1413,B,False,40.308,40.59,40.659,41.072,39.55
1414,B,False,36.379,38.101,36.356,37.738,35.541
1415,B,False,51.618,51.397,52.584,51.761,52.216
1416,B,False,32.052,31.879,32.379,31.877,31.903
1417,B,False,36.24,36.731,36.779,37.14,36.811
1418,B,False,27.752,28.568,28.319,28.355,29.712
1419,B,False,38.665,39.023,39.055,38.941,39.158
1420,B,False,31.01,30.406,30.742,30.832,30.509
1421,B,False,44.679,44.363,44.28,44.244,44.404
1422,B,False,22.963,22.965,23.145,22.927,23.228
1423,B,False,36.738,35.726,35.404,35.92,36.852
1424,B,False,33.252,34.121,33.458,33.7,34.372
1425,B,False,37.348,37.952,38.511,39.016,38.771
1426,B,False,30.377,30.659,30.511,30.247,30.44
1427,B,False,31.814,31.722,31.621,31.417,31.293
1428,B,True,40.646,41.113,40.578,41.902,42.329
1429,B,False,32.399,32.362,32.241,32.233,31.961
1430,B,True,55.075,53.394,53.321,53.093,52.83
1431,B,True,32.351,32.148,32.504,32.479,32.052
1432,B,True,30.22,29.622,30.25,30.081,29.465
1433,B,False,37.688,38.859,39.996,40.347,40.112
1434,B,False,37.229,36.791,36.375,36.63,37.401
1435,B,False,25.372,25.243,25.599,25.682,25.421
1436,B,False,30.983,31.056,31.194,31.267,31.314
1437,B,False,24.169,24.575,25.067,24.508,25.684
1438,B,False,32.027,32.097,32.291,32.302,31.901
1439,B,False,53.806,53.913,53.836,53.862,54.025
1440,B,False,38.143,38.344,38.24,38.31,38.207
1441,B,False,34.068,42.622,41.538,36.901,42.428
1442,B,False,47.078,46.571,45.953,47.058,46.784
1443,B,False,48.428,48.604,48.821,48.682,48.692
1444,B,False,53.905,53.118,53.494,53.077,52.629
1445,B,False,52.116,54.588,55.724,52.656,52.23
1446,B,False,43.657,43.179,43.502,43.842,42.701
1447,B,False,46.816,47.211,47.051,47.275,47.417
1448,B,False,43.821,43.914,44.11,44.45,44.828
1449,B,False,41.872,39.229,41.682,41.703,40.16
1450,B,False,30.592,30.663,30.377,30.43,31.005
1451,B,False,26.272,26.477,27.104,26.841,26.854
1452,B,False,23.498,23.615,23.682,23.509,23.624
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,28.468,29.1,28.739,28.938,28.659
1455,B,False,45.163,45.28,45.12,45.352,45.08
1456,B,False,29.385,28.952,29.103,29.191,28.77
1457,B,False,55.761,55.919,56.009,56.138,56.175
1458,B,False,40.228,40.285,40.085,39.57,39.577
1459,B,False,42.166,43.548,41.661,44.63,45.184
1460,B,False,35.404,35.92,36.852,37.156,37.619
1461,B,False,59.702,59.874,59.563,59.767,60.219
1462,B,False,37.156,37.619,37.479,36.952,37.639
1463,B,False,30.67,30.706,30.853,30.791,30.984
1464,B,False,34.544,34.142,34.244,34.259,34.833
1465,B,False,54.149,54.695,54.202,53.897,54.751
1466,B,False,38.788,38.234,37.006,36.992,37.366
1467,B,False,44.744,45.575,45.182,45.212,45.694
1468,B,False,47.291,47.589,48.274,48.216,48.109
1469,B,False,25.68,25.567,26.946,26.638,26.292
1470,B,False,29.927,29.637,29.274,29.034,29.133
1471,B,False,57.617,54.782,55.611,51.097,48.206
1472,B,False,43.61,43.709,42.651,42.072,42.569
1473,B,False,34.025,34.101,34.476,34.315,34.394
1474,B,False,44.674,44.891,45.253,44.793,44.656
1475,B,False,31.846,31.51,31.88,32.15,32.342
1476,B,False,31.592,31.084,31.423,31.413,32.269
1477,B,True,51.243,51.151,50.86,50.209,50.495
1478,B,False,52.127,52.631,52.625,52.626,52.583
1479,B,False,29.052,26.51,28.75,26.47,25.58
1480,B,True,26.796,27.456,26.982,27.09,27.676
1481,B,False,37.748,37.884,37.318,37.679,38.779
1482,B,False,32.055,32.246,32.164,32.14,32.219
1483,B,False,46.405,48.491,46.613,45.244,44.772
1484,B,True,31.349,32.011,32.198,32.371,32.201
1485,B,False,48.247,47.879,48.165,48.21,48.272
1486,B,False,29.122,28.037,28.184,28.119,28.277
1487,B,False,55.21,55.457,54.895,54.815,54.994
1488,B,False,43.442,43.234,41.492,41.794,42.34
1489,B,False,41.035,41.209,41.125,40.512,40.393
1490,B,False,54.884,54.505,54.33,54.162,54.17
1491,B,False,28.447,27.951,27.692,27.987,27.924
1492,B,True,34.09,34.257,33.984,34.534,34.663
1493,B,False,50.636,52.155,53.035,53.608,53.27
1494,B,False,56.967,56.747,56.782,56.927,56.488
1495,B,False,33.42,34.191,34.054,33.404,33.313
1496,B,False,49.788,49.76,50.179,50.1,50.025
1497,B,False,29.92,30.229,30.582,30.854,30.399
1498,B,False,29.511,30.241,30.2,30.607,31.596
1499,B,True,30.109,30.314,30.622,30.411,30.438
1500,B,False,53.819,53.975,55.097,55.033,54.758
1501,B,False,27.83,27.38,27.551,27.265,27.043
1502,B,False,52.921,52.819,52.394,52.615,52.837
1503,B,False,55.102,54.41,54.218,54.946,53.124
1504,B,False,32.216,32.221,31.984,32.12,31.861
1505,B,False,46.542,47.228,48.362,49.104,48.502
1506,B,False,35.197,35.086,34.828,34.723,34.592
1507,B,False,40.084,39.587,39.077,38.815,38.985
1508,B,True,61.69,61.729,61.667,61.942,62.364
1509,B,False,40.793,41.033,40.451,40.085,40.267
1510,B,False,28.822,28.627,28.438,28.358,28.297
1511,B,False,60.706,60.752,60.519,60.511,60.443
1512,B,False,45.725,45.828,46.0,46.019,46.164
1513,B,False,32.575,32.367,31.674,31.792,31.902
1514,B,True,31.611,30.884,30.829,30.489,31.077
1515,B,False,40.511,40.61,40.512,40.753,40.907
1516,B,False,30.523,30.652,30.562,30.649,30.654
1517,B,False,41.062,41.387,41.407,39.759,40.404
1518,B,False,33.806,33.709,32.907,32.712,32.145
1519,B,False,42.905,44.462,46.726,47.718,46.487
1520,B,False,0.0,27.251,25.805,30.166,30.229
1521,B,False,30.431,30.595,30.57,30.974,30.375
1522,B,False,45.657,45.877,45.387,45.64,45.008
1523,B,False,37.817,36.204,37.689,36.216,35.747
1524,B,False,46.112,46.765,46.578,46.801,46.497
1525,B,False,33.09,33.204,33.101,32.903,32.915
1526,B,False,41.314,40.521,40.113,40.397,40.255
1527,B,False,35.575,36.045,35.444,35.294,35.368
1528,B,False,42.675,43.729,42.342,42.129,40.457
1529,B,False,47.644,48.134,48.034,47.241,47.41
1530,B,False,37.647,37.67,37.561,37.247,37.531
1531,B,False,37.13,37.318,37.307,37.291,37.383
1532,B,True,26.461,26.7,27.31,27.395,26.73
1533,B,False,42.023,41.952,41.588,41.647,41.637
1534,B,False,32.289,32.567,31.375,31.953,31.094
1535,B,False,53.895,53.201,52.788,52.66,52.021
1536,B,False,28.876,28.913,28.683,28.52,28.739
1537,B,False,53.387,53.89,54.416,54.63,54.525
1538,B,False,34.633,34.479,34.318,34.404,34.289
1539,B,False,38.283,38.353,37.873,37.972,37.644
1540,B,False,31.315,31.153,31.446,31.947,31.756
1541,B,False,39.494,40.175,40.242,39.685,39.415
1542,B,False,56.303,56.214,56.177,56.081,55.981
1543,B,False,55.241,55.622,55.485,55.253,55.665
1544,B,False,34.852,35.744,35.506,35.107,35.423
1545,B,False,38.745,39.678,39.765,40.076,41.116
1546,B,False,39.525,40.792,40.532,41.828,39.443
1547,B,False,25.111,24.873,24.973,25.051,24.777
1548,B,False,27.04,27.012,26.911,26.987,27.004
1549,B,False,31.143,32.059,31.833,31.83,31.332
1550,B,False,29.87,30.459,29.926,29.859,29.715
1551,B,False,44.526,43.717,43.295,42.89,42.825
1552,B,False,45.285,45.163,45.28,45.12,45.352
1553,B,False,40.943,38.26,42.341,42.22,41.274
1554,B,False,32.858,32.031,32.641,32.936,32.599
1555,B,False,36.654,36.2,36.442,35.89,36.088
1556,B,False,49.044,49.578,49.265,48.966,48.768
1557,B,False,36.358,36.822,37.115,37.294,37.222
1558,B,False,45.97,45.846,45.996,45.843,45.97
1559,B,False,47.831,47.84,47.4,47.85,47.754
1560,B,False,28.475,28.368,28.036,28.08,27.839
1561,B,False,44.958,45.861,45.988,45.946,46.071
1562,B,False,35.285,35.314,36.309,35.638,35.534
1563,B,False,27.154,26.942,27.008,27.067,26.409
1564,B,False,32.308,31.747,32.284,32.027,31.757
1565,B,False,46.609,46.204,46.408,47.072,46.932
1566,B,False,29.369,29.968,29.892,29.953,29.725
1567,B,False,34.2,34.396,34.22,34.172,34.092
1568,B,False,50.3,47.81,49.383,48.364,48.608
1569,B,False,27.814,27.636,27.683,27.978,27.699
1570,B,False,55.247,55.029,54.914,54.841,55.21
1571,B,False,26.227,27.286,26.836,25.024,26.724
1572,B,False,43.573,42.653,40.765,41.112,41.571
1573,B,False,18.662,19.469,21.822,21.601,21.989
1574,B,False,51.653,52.035,51.995,51.769,52.141
1575,B,False,55.038,55.143,55.966,55.335,54.945
1576,B,False,53.643,52.989,52.433,53.034,53.297
1577,B,False,30.652,30.342,29.591,29.227,29.534
1578,B,False,47.523,47.024,47.098,46.57,46.611
1579,B,False,29.673,29.16,29.208,29.315,29.687
1580,B,False,46.054,45.849,46.759,48.729,45.828
1581,B,True,46.725,46.393,46.294,46.245,46.032
