,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5
1525,B,False,61.94,60.532,59.914,58.415,59.238
1526,B,False,0.0,0.0,0.0,0.0,0.0
1527,B,False,25.093,22.419,26.366,26.095,26.647
1528,B,False,0.0,0.0,0.0,0.0,0.0
1529,B,False,43.018,42.416,42.152,43.456,43.444
1530,B,False,44.246,45.012,45.872,45.021,44.738
1531,B,False,9.1571,9.3091,9.2256,9.0288,8.8865
1532,B,True,0.0,0.0,0.0,0.0,0.0
1533,B,False,13.961,14.002,14.052,14.1,14.12
1534,B,False,0.0,0.0,0.0,0.0,0.0
1535,B,False,60.477,59.284,60.881,58.884,58.153
1536,B,False,108.12,0.0,114.14,105.32,118.28
1537,B,False,21.544,21.152,21.334,21.368,21.595
1538,B,False,89.795,95.593,94.335,89.439,90.699
1539,B,False,19.01,18.769,18.907,19.489,19.922
1540,B,False,0.0,0.0,0.0,0.0,0.0
1541,B,False,23.832,23.448,25.281,24.747,24.465
1542,B,False,18.114,18.233,18.179,17.842,18.103
1543,B,False,18.519,18.556,18.404,18.825,18.761
1544,B,False,3.2335,0.0,3.5506,3.6868,3.8259
1545,B,False,0.0,0.0,0.0,0.0,0.0
1546,B,False,0.0,0.0,5.8476,5.4947,5.3739
1547,B,False,0.0,0.0,0.0,0.0,0.0
1548,B,False,3.7245,3.0193,2.8566,3.4595,3.0432
1549,B,False,0.0,0.0,0.0,0.0,8.5027
1550,B,False,0.0,0.0,0.0,0.0,18.747
1551,B,False,31.945,31.758,33.358,33.162,32.957
1552,B,False,12.316,11.733,11.819,11.895,11.357
1553,B,False,0.0,0.0,0.0,0.0,0.0
1554,B,False,0.0,0.0,0.0,0.0,0.0
1555,B,False,34.386,34.793,35.905,37.192,36.584
1556,B,False,17.873,17.861,16.863,16.652,17.074
1557,B,False,3.481,4.3751,3.4116,2.8685,2.0599
1558,B,False,16.529,16.678,16.528,16.271,15.875
1559,B,False,0.0,0.0,0.0,0.0,0.0
1560,B,False,76.03,72.565,0.0,2.6277,0.0
1561,B,False,0.0,0.0,0.0,0.0,0.0
1562,B,False,13.915,14.411,13.275,12.442,11.184
1563,B,False,0.0,0.0,0.0,0.0,0.0
1564,B,False,0.0,0.0,0.0,0.0,0.0
1565,B,False,0.0,0.0,0.0,0.0,0.0
1566,B,False,0.0,0.0,0.0,0.0,0.0
1567,B,False,12.798,12.99,13.391,13.334,14.183
1568,B,False,55.986,50.575,53.342,0.0,57.67
1569,B,False,7.0236,7.3605,11.592,7.976,16.572
1570,B,False,19.808,19.919,20.269,20.432,22.023
1571,B,False,8.2922,8.8448,9.3597,3.3425,7.7921
1572,B,False,30.051,30.069,29.804,33.259,30.713
1573,B,False,0.0,0.0,0.0,0.0,0.0
1574,B,False,10.871,11.158,10.583,10.293,10.386
1575,B,False,3.699,3.6782,3.6332,3.9204,3.6332
1576,B,False,33.752,34.291,34.954,35.275,32.161
1577,B,False,0.0,0.0,0.0,0.0,0.0
1578,B,False,0.0,0.0,0.0,0.0,0.0
1579,B,False,0.0,0.0,0.0,0.0,0.0
1580,B,False,37.82,27.888,36.154,38.128,36.988
1581,B,True,10.321,10.422,10.502,10.379,10.336
1582,B,False,13.467,13.475,13.293,13.41,13.151
1583,B,False,7.1255,7.2203,7.1883,6.9298,6.8693
1584,B,False,24.536,25.277,24.983,25.023,25.378
1585,B,False,29.39,29.099,28.841,28.622,29.165
1586,B,False,0.0,0.0,0.0,0.0,0.0
1587,B,False,79.922,87.163,78.746,69.583,83.084
1588,B,False,1.8771,0.0,1.8935,1.89,0.0
1589,B,False,0.0,0.0,0.0,0.0,11.661
1590,B,False,0.0,0.0,0.0,0.0,0.0
1591,B,True,24.518,24.965,24.938,25.639,25.781
1592,B,False,20.992,20.826,20.661,20.059,15.262
1593,B,False,26.095,26.647,26.326,26.449,26.214
1594,B,False,0.0,0.0,0.0,0.0,0.0
1595,B,False,0.0,0.0,0.0,0.0,0.0
1596,B,False,0.0,0.0,0.0,0.0,0.0
1597,B,False,14.172,14.002,14.157,14.238,14.085
1598,B,False,2.5946,0.0,0.0,0.0,0.0
1599,B,True,0.0,0.0,0.0,0.0,0.0
1600,B,False,16.026,16.619,15.873,16.341,16.339
1601,B,False,7.0245,7.0925,7.0701,6.9385,6.946
1602,B,False,0.0,0.0,0.0,0.0,0.0
1603,B,False,0.0,0.0,0.0,0.0,0.0
1604,B,False,16.472,15.988,15.785,14.79,15.304
1605,B,False,17.916,17.727,17.403,17.631,17.304
1606,B,False,0.0,0.0,0.0,0.0,0.0
1607,B,False,24.036,24.384,21.449,21.389,22.014
1608,B,True,0.0,0.0,0.0,0.0,0.0
1609,B,True,0.0,0.0,0.0,0.0,0.0
1610,B,False,12.265,12.107,12.225,12.545,12.189
1611,B,False,2.7777,3.1249,3.9972,5.9014,6.39
1612,B,False,0.0,0.0,38.315,33.817,33.496
1613,B,False,37.183,36.782,36.982,36.749,36.815
1614,B,False,0.0,0.0,0.0,0.0,0.0
1615,B,False,4.5343,4.3312,4.3872,4.4918,4.6575
1616,B,False,10.612,10.596,10.607,10.226,10.063
1617,B,False,291.49,19.381,16.47,20.098,17.575
1618,B,False,0.0,0.0,0.0,0.0,0.0
1619,B,False,23.432,22.555,22.251,22.967,24.289
1620,B,False,14.461,13.553,12.532,12.466,11.536
1621,B,False,9.8243,9.7144,9.7925,9.7306,9.8455
1622,B,False,33.049,33.573,33.531,33.156,32.942
1623,B,False,0.0,0.0,0.0,0.0,0.0
1624,B,True,0.0,0.0,0.0,0.0,0.0
1625,B,False,26.904,26.515,26.473,25.933,26.051
1626,B,False,14.182,14.093,13.733,13.976,13.858
1627,B,False,27.7,28.298,28.512,26.778,24.81
1628,B,False,18.607,18.441,18.047,17.958,18.011
1629,B,True,12.722,12.691,12.901,13.119,12.56
1630,B,False,18.331,18.344,18.933,18.849,17.737
1631,B,False,0.0,0.0,26.347,0.0,0.0
1632,B,False,0.0,0.0,0.0,0.0,0.0
1633,B,False,19.919,20.269,20.432,22.023,21.647
1634,B,False,11.841,10.978,11.193,11.617,11.7
1635,B,False,0.0,0.0,0.0,0.0,0.0
1636,B,False,0.0,0.0,0.0,0.0,0.0
1637,B,False,0.0,0.0,0.0,0.0,0.0
1638,B,False,57.713,59.024,59.576,59.877,58.548
1639,B,False,0.0,0.0,0.0,0.0,0.0
1640,B,False,0.0,0.0,0.0,0.0,0.0
1641,B,False,12.485,12.594,12.599,12.663,12.385
1642,B,False,0.0,0.0,0.0,0.0,0.0
1643,B,False,4.3598,4.4555,5.2928,4.9439,6.8101
1644,B,False,5.6717,0.0,0.0,0.0,0.0
1645,B,False,6.8372,6.8165,6.7994,1.5219,6.8255
1646,B,False,71.925,69.894,74.42,72.03,75.611
1647,B,False,0.0,0.0,0.0,0.0,0.0
1648,B,False,17.642,17.548,17.729,17.816,17.82
1649,B,False,43.35,61.004,66.133,37.99,49.96
1650,B,False,0.0,0.0,0.0,0.0,0.0
1651,B,True,0.0,0.0,0.0,0.0,0.0
1652,B,False,11.957,13.218,13.522,15.232,11.703
1653,B,False,1.0137,0.90714,0.0,0.0,0.0
1654,B,False,36.37,37.324,35.12,36.865,37.59
1655,B,False,0.0,0.0,0.0,0.0,0.0
1656,B,False,21.474,22.281,22.402,22.604,23.051
1657,B,False,0.0,0.0,0.0,0.0,0.0
1658,B,False,0.0,0.0,0.0,0.0,0.0
1659,B,False,0.0,0.0,0.0,0.0,0.0
1660,B,False,0.0,0.0,0.0,0.0,0.0
1661,B,False,0.0,0.0,0.0,0.0,0.0
1662,B,False,0.0,0.0,0.0,0.0,85.85
1663,B,False,7.0701,6.9385,6.946,7.3016,6.2947
1664,B,False,0.0,0.0,0.0,0.0,0.0
1665,B,False,7.9745,7.7713,7.8607,8.3829,9.4115
1666,B,False,0.0,0.0,0.0,0.0,0.0
1667,B,False,18.404,18.825,18.761,17.979,18.146
1668,B,True,3.7597,3.3958,2.5134,1.9032,2.6553
1669,B,True,0.0,0.0,0.0,0.0,0.0
1670,B,False,0.0,0.0,0.0,1.5153,0.0
1671,B,False,0.0,0.0,0.0,0.0,0.0
1672,B,False,25.58,25.044,25.005,24.828,24.951
1673,B,False,20.155,20.303,19.581,19.918,19.918
1674,B,False,66.689,67.308,67.098,66.545,68.628
1675,B,False,16.561,16.749,12.927,12.326,12.328
1676,B,False,15.795,15.788,16.148,17.156,16.749
1677,B,False,7.0953,7.1993,8.2099,9.0072,8.537
1678,B,True,15.646,15.755,0.0,0.0,0.0
1679,B,False,13.217,13.169,13.018,13.495,13.611
1680,B,False,59.653,61.24,61.94,60.532,59.914
1681,B,False,0.0,10.834,17.491,0.0,8.8115
1682,B,False,0.0,0.0,0.0,0.0,0.0
1683,B,False,49.049,49.67,50.689,49.51,50.422
1684,B,False,11.197,11.136,11.484,11.679,11.734
1685,B,False,3.5149,5.0046,10.928,13.899,14.277
1686,B,False,0.0,0.0,0.0,0.0,0.0
1687,B,False,0.0,0.0,0.0,0.0,0.0
1688,B,False,24.124,14.046,50.182,0.0,77.531
1689,B,False,15.956,16.403,16.217,16.1,16.354
1690,B,False,0.0,0.0,0.0,0.0,0.0
1691,B,False,0.0,0.0,0.0,0.0,0.0
1692,B,False,12.816,12.445,12.593,12.846,12.782
1693,B,False,17.634,5.3238,0.0,41.449,0.0
1694,B,False,17.146,17.185,16.747,16.894,16.646
1695,B,False,29.68,18.817,28.242,31.334,61.897
1696,B,False,12.26,12.309,12.262,12.365,12.158
1697,B,True,53.951,54.268,54.86,54.373,54.804
1698,B,False,0.0,0.0,0.0,0.0,0.0
1699,B,False,43.91,43.466,42.813,42.41,41.813
1700,B,False,27.333,27.904,27.587,29.113,29.859
1701,B,False,0.0,2.6705,0.0,0.0,0.0
1702,B,False,0.0,0.0,0.0,0.0,0.0
1703,B,False,124.51,8.0762,7.7716,7.8928,8.7599
1704,B,False,0.0,0.0,0.0,0.0,0.0
1705,B,True,0.0,0.0,0.0,0.0,0.0
1706,B,False,0.0,27.589,7.5266,9.5438,7.4324
1707,B,False,0.0,0.0,0.0,0.0,0.0
1708,B,False,14.923,15.701,15.472,15.889,15.913
1709,B,False,1.7827,2.182,2.0988,1.9949,1.9808
1710,B,False,2.351,0.0,0.0,0.0,0.0
1711,B,False,20.595,20.674,21.115,21.398,21.209
1712,B,False,0.0,0.0,0.0,0.0,0.0
1713,B,False,0.0,0.0,0.0,0.0,0.0
1714,B,False,0.0,0.0,0.0,37.444,38.863
1715,B,False,0.0,0.0,0.0,0.0,0.0
1716,B,False,30.967,39.0,21.277,32.506,5.2881
1717,B,False,0.0,0.0,0.0,0.0,0.0
1718,B,False,4.3051,3.9507,3.9878,4.0544,3.9117
1719,B,False,18.328,18.201,18.414,17.85,17.459
1720,B,False,8.9876,9.0473,9.1622,9.2941,9.682
1721,B,False,0.0,0.0,0.0,0.0,0.0
1722,B,False,0.0,0.0,0.0,0.0,0.0
1723,B,False,0.0,0.0,0.0,0.0,0.0
1724,B,False,2.9076,2.6951,2.7263,2.5828,2.3463
1725,B,False,0.0,0.0,0.0,0.0,0.0
1726,B,False,0.0,0.0,0.0,0.0,0.0
1727,B,False,26.574,27.089,27.351,28.042,27.761
1728,B,False,31.64,31.008,32.925,35.487,33.401
1729,B,False,0.0,0.0,0.0,0.0,0.0
1730,B,False,12.901,13.119,12.56,12.656,13.187
1731,B,False,0.0,0.0,0.0,0.0,0.0
1732,B,False,23.552,79.094,5.0549,40.245,0.0
1733,B,False,4.4662,86.243,4.5295,4.9964,4.9761
1734,B,False,74.592,76.167,78.726,76.774,77.703
1735,B,False,0.0,0.0,0.0,0.0,0.0
1736,B,False,4.1198,4.3383,3.239,3.4971,2.2267
1737,B,False,4.2478,4.3023,4.2663,4.2696,4.029
1738,B,False,19.771,20.261,20.728,20.94,21.23
1739,B,False,0.0,0.0,0.0,0.0,0.0
1740,B,False,6.925,6.0799,22.847,22.059,21.427
1741,B,False,0.0,0.0,0.0,0.0,0.0
1742,B,False,15.852,15.69,16.19,15.752,15.723
1743,B,False,14.209,14.561,14.801,14.87,14.769
1744,B,False,0.0,0.0,0.0,0.0,0.0
1745,B,False,22.566,22.935,22.537,22.867,22.583
1746,B,False,6.1874,0.0,2.7224,0.0,8.6319
1747,B,False,0.0,0.0,0.0,2.5428,2.528
1748,B,True,18.057,21.238,16.83,19.604,20.278
1749,B,False,23.004,17.522,15.119,19.261,24.123
1750,B,False,56.281,56.798,58.329,56.537,60.257
1751,B,False,0.0,0.0,0.0,0.0,0.0
1752,B,False,25.003,23.236,19.612,19.946,19.387
1753,B,False,16.454,16.407,17.113,17.166,17.147
1754,B,False,0.0,3.0251,0.0,0.0,0.0
1755,B,False,17.388,17.313,17.78,17.692,18.11
1756,B,False,27.345,27.32,27.369,26.909,27.29
1757,B,False,0.0,0.0,55.615,56.157,55.847
1758,B,False,14.892,14.475,14.553,14.456,14.607
1759,B,False,0.0,0.0,0.0,0.0,0.0
1760,B,False,0.0,0.0,0.0,0.0,0.0
1761,B,False,5.6682,5.6475,5.6778,5.7458,5.6545
1762,B,False,0.0,0.0,0.0,2.9665,0.0
1763,B,False,0.0,0.0,0.0,0.0,0.0
1764,B,False,0.0,0.0,0.0,0.0,0.0
1765,B,False,65.146,63.821,64.537,64.162,65.575
1766,B,False,3.2307,8.6817,0.0,8.9721,9.1107
1767,B,False,0.0,0.0,0.0,0.0,0.0
1768,B,False,9.2896,9.0606,10.542,10.049,11.486
1769,B,False,80.308,79.477,82.976,85.609,84.224
1770,B,False,15.704,15.753,16.275,16.0,15.78
1771,B,False,0.0,0.0,0.0,0.0,0.0
1772,B,False,65.566,58.684,58.045,65.195,67.336
1773,B,False,32.352,31.603,31.992,32.195,32.681
1774,B,False,16.803,16.83,16.964,16.883,16.877
1775,B,False,28.276,28.106,30.007,28.099,30.33
1776,B,False,0.0,0.0,0.0,0.0,0.0
1777,B,False,0.0,0.0,0.0,0.0,0.0
1778,B,False,48.308,49.993,51.957,52.885,51.164
1779,B,False,0.0,0.0,0.0,0.0,0.0
1780,B,False,21.796,21.82,22.219,22.227,22.377
1781,B,False,3.2413,1.6845,3.3303,3.3211,3.3741
1782,B,False,0.0,0.0,0.0,0.0,0.0
1783,B,False,5.4272,4.8096,2.4199,2.3916,2.3778
1784,B,False,0.0,0.0,0.0,0.0,0.0
1785,B,False,2.7454,2.8049,2.803,2.8214,2.8005
1786,B,False,19.351,19.528,19.528,18.97,18.89
1787,B,False,29.002,27.964,27.813,27.72,27.773
1788,B,False,3.123,2.1236,1.8951,1.958,2.2823
1789,B,False,51.677,51.466,56.843,53.247,52.043
1790,B,False,0.0,0.0,0.0,0.0,0.0
1791,B,False,32.229,31.821,31.079,31.359,31.255
1792,B,False,0.0,0.0,0.0,0.0,0.0
1793,B,False,0.0,0.0,0.0,0.0,0.0
1794,B,False,0.0,0.0,0.0,0.0,0.0
1795,B,False,0.0,0.0,0.0,0.0,0.0
1796,B,False,0.0,0.0,0.0,0.0,0.0
1797,B,False,24.051,23.167,22.689,21.615,21.172
1798,B,True,32.375,33.655,35.377,36.905,36.083
1799,B,False,5.7118,5.7613,5.7416,5.83,5.9277
1800,B,False,0.0,0.0,0.0,0.0,0.0
1801,B,False,12.202,10.923,11.301,11.86,13.553
1802,B,False,0.0,0.0,0.0,0.0,0.0
1803,B,False,0.0,0.0,0.0,0.0,0.0
1804,B,False,9.5645,7.5856,7.5469,0.0,0.0
1805,B,False,0.0,0.0,0.0,0.0,0.0
1806,B,False,0.0,0.0,0.0,0.0,0.0
1807,B,False,0.0,0.0,0.0,0.0,0.0
1808,B,False,0.0,0.0,0.0,0.0,0.0
1809,B,False,105.05,97.876,96.689,83.72,76.187
1810,B,False,0.0,0.0,0.0,0.0,0.0
1811,B,False,0.0,0.0,0.0,0.0,0.0
1812,B,False,26.281,25.968,26.365,28.451,28.714
1813,B,False,129.41,55.029,26.578,0.0,48.037
1814,B,False,0.0,0.0,0.0,0.0,0.0
1815,B,False,0.0,0.0,0.0,0.0,0.0
1816,B,False,14.361,14.966,15.474,15.901,15.032
1817,B,False,69.666,67.702,69.215,70.534,77.643
1818,B,False,0.0,0.0,0.0,0.0,0.0
1819,B,False,26.562,25.95,25.58,25.044,25.005
1820,B,True,3.2745,3.1276,2.9877,3.2153,3.6284
1821,B,False,20.512,27.017,26.629,26.181,26.327
1822,B,False,65.144,56.942,77.725,76.47,74.673
1823,B,False,22.687,22.76,22.973,23.497,23.655
1824,B,False,0.0,0.0,0.0,0.0,0.0
1825,B,False,9.1214,8.7245,0.0,7.2642,8.1838
1826,B,False,26.25,25.808,24.816,24.785,24.366
1827,B,False,0.0,0.0,0.0,0.0,0.0
1828,B,False,3.2667,3.7164,3.8119,3.7927,3.7607
1829,B,False,0.0,0.0,0.0,0.0,0.0
1830,B,False,11.005,10.947,10.98,10.901,10.861
1831,B,False,0.0,0.0,0.0,0.0,0.0
1832,B,False,2.7076,2.8036,2.8977,2.9572,2.9378
1833,B,False,0.0,0.0,0.0,0.0,0.0
1834,B,False,13.134,12.977,13.264,14.163,14.615
1835,B,False,16.121,15.777,15.934,16.196,15.676
1836,B,False,4.668,4.2035,3.9402,4.039,4.3051
1837,B,False,20.222,14.102,19.595,23.897,58.365
1838,B,False,0.0,0.0,0.0,0.0,0.0
1839,B,False,34.934,31.195,34.153,34.195,36.483
1840,B,False,23.834,23.845,24.289,24.099,23.831
1841,B,False,2.1659,2.1939,2.1254,2.0682,2.3293
1842,B,False,16.747,16.894,16.646,16.381,16.443
1843,B,False,15.342,15.349,14.877,15.443,15.411
1844,B,False,0.0,0.0,0.0,0.0,0.0
1845,B,False,20.634,21.732,20.062,19.656,19.773
1846,B,False,7.6987,8.1657,8.2396,7.8239,7.1262
1847,B,False,17.184,17.132,17.306,17.211,17.212
1848,B,False,57.961,53.931,53.819,53.051,52.845
1849,B,False,0.0,0.0,0.0,0.0,0.0
1850,B,False,0.0,0.0,0.0,0.0,0.0
1851,B,False,0.0,0.0,0.0,0.0,0.0
1852,B,False,25.031,24.324,24.715,24.408,24.051
1853,B,False,0.0,0.0,0.0,26.331,26.472
1854,B,False,2.6474,2.5545,9.5218,10.16,9.9819
1855,B,False,26.243,25.774,25.085,25.218,25.742
1856,B,False,0.0,0.0,0.0,0.0,0.0
1857,B,False,17.599,17.855,17.335,16.561,16.56
1858,B,False,0.0,0.0,0.0,0.0,0.0
1859,B,False,18.761,17.979,18.146,18.624,18.55
1860,B,False,26.52,26.763,25.58,26.114,27.27
1861,B,False,0.0,0.0,0.0,0.0,0.0
1862,B,False,12.777,12.722,12.622,12.88,12.646
1863,B,False,48.222,48.431,47.353,46.577,47.835
1864,B,False,62.683,64.357,69.292,69.625,72.356
1865,B,False,127.59,128.59,126.96,127.33,128.47
1866,B,False,3.5161,3.4206,3.4674,3.7353,3.7353
1867,B,False,14.597,15.844,22.314,17.982,19.875
1868,B,False,29.998,26.876,26.663,26.692,30.309
1869,B,False,8.6617,8.921,9.0044,9.192,8.8192
1870,B,False,24.466,24.569,24.374,25.034,25.137
1871,B,False,3.2749,3.1956,3.1489,3.3054,3.8908
1872,B,False,0.0,0.0,0.0,0.0,0.0
1873,B,False,16.734,16.505,16.41,15.829,15.858
1874,B,False,15.163,15.783,15.766,14.334,15.54
1875,B,False,5.2127,5.3212,4.8737,4.5676,4.7715
1876,B,False,21.496,20.506,20.815,20.779,21.281
1877,B,False,18.316,18.155,18.065,18.193,18.224
1878,B,False,0.0,0.0,0.0,0.0,0.0
1879,B,False,12.097,12.21,12.075,12.836,12.124
1880,B,False,0.0,0.0,0.0,0.0,0.0
1881,B,False,20.426,22.118,9.8057,36.629,27.655
1882,B,False,0.0,0.0,0.0,0.0,0.0
1883,B,False,0.0,0.0,0.0,0.0,0.0
1884,B,False,6.775,7.2407,7.2356,7.0739,7.5807
1885,B,False,38.719,39.806,41.865,45.02,25.844
1886,B,False,0.0,0.0,0.0,0.0,0.0
1887,B,False,0.0,0.0,0.0,0.0,0.0
1888,B,False,0.0,0.0,0.0,0.0,0.0
1889,B,False,48.15,63.203,53.526,50.524,57.676
1890,B,False,22.483,21.629,22.098,21.862,22.693
1891,B,False,3.5793,0.0,0.0,0.0,3.5161
1892,N,False,0.0,0.0,0.0,0.0,0.0
1893,N,False,0.0,0.0,0.0,0.0,0.0
1894,N,False,0.0,0.0,0.0,0.0,0.0
1895,N,False,0.0,0.0,0.0,0.0,0.0
1896,N,False,0.0,0.0,0.0,0.0,0.0
1897,N,False,0.0,0.0,0.0,0.0,0.0
1898,N,False,3.3912,4.6229,4.1578,3.8367,0.0
1899,N,False,0.0,0.0,0.0,0.0,0.0
1900,N,False,0.0,0.0,0.0,0.0,0.0
1901,N,False,0.0,0.0,0.0,0.0,0.0
1902,N,False,35.861,37.472,40.341,0.0,0.0
1903,N,False,0.0,0.0,0.0,0.0,0.0
1904,N,False,27.298,27.935,28.138,28.176,27.798
1905,N,False,0.0,0.0,0.0,0.0,0.0
1906,N,False,0.0,0.0,0.0,0.0,0.0
1907,N,False,0.0,0.0,0.0,0.0,0.0
1908,N,False,0.0,0.0,0.0,0.0,0.0
1909,N,False,14.988,15.18,15.418,15.153,15.185
1910,N,False,0.0,0.0,0.0,0.0,0.0
1911,N,False,0.0,0.0,0.0,0.0,0.0
1912,N,False,0.0,0.0,0.0,0.0,0.0
1913,N,False,27.015,26.726,26.912,26.99,28.983
1914,N,False,0.0,0.0,0.0,0.0,0.0
1915,N,False,0.0,0.0,0.0,0.0,0.0
1916,N,False,0.0,0.0,0.0,0.0,0.0
1917,N,False,56.957,58.714,58.48,57.843,57.371
1918,N,False,12.529,12.34,12.152,11.854,10.85
1919,N,False,7.0085,7.3201,7.8086,33.65,8.6487
1920,N,False,16.703,16.571,16.582,16.596,17.01
1921,N,False,0.0,0.0,0.0,0.0,0.0
1922,N,False,39.22,39.1,39.243,38.76,38.541
1923,N,False,0.0,0.0,0.0,0.0,0.0
1924,N,False,0.0,69.284,76.16,0.0,69.398
1925,N,False,0.0,0.0,0.0,0.0,0.0
1926,N,False,0.0,0.0,0.0,0.0,0.0
1927,N,False,0.0,0.0,0.0,0.0,0.0
1928,N,False,0.0,0.0,0.0,0.0,0.0
1929,N,False,0.0,0.0,0.0,0.0,0.0
1930,N,False,52.868,53.176,52.269,52.713,53.69
1931,N,False,0.0,0.0,0.0,0.0,0.0
1932,N,False,52.828,53.586,52.845,52.908,55.022
1933,N,False,0.0,0.0,0.0,0.0,0.0
1934,N,False,0.0,0.0,0.0,0.0,0.0
1935,N,False,0.0,0.0,0.0,0.0,0.0
1936,N,False,13.355,13.197,13.202,13.411,13.238
1937,N,False,96.332,96.551,95.841,96.611,94.146
1938,N,False,96.332,96.551,95.841,96.611,94.146
1939,N,False,0.0,0.0,0.0,0.0,0.0
1940,N,False,0.0,0.0,0.0,0.0,0.0
1941,N,False,0.0,0.0,0.0,0.0,0.0
1942,N,False,42.453,46.574,49.002,49.301,47.149
1943,N,False,0.0,0.0,0.0,0.0,0.0
1944,N,False,12.363,12.523,12.413,12.371,12.473
1945,N,False,0.0,0.0,0.0,0.0,0.0
1946,N,False,29.996,30.101,30.64,30.312,30.45
1947,N,False,0.0,0.0,0.0,0.0,0.0
1948,N,False,0.0,0.0,0.0,0.0,0.0
1949,N,False,2.0381,2.2592,2.5685,2.605,2.6224
1950,N,False,25.626,0.0,0.0,26.758,7.5299
1951,N,False,31.238,30.368,30.164,29.901,29.451
1952,N,False,21.072,21.996,22.624,20.499,19.485
1953,N,False,13.899,13.729,13.913,13.958,13.999
1954,N,False,22.253,22.421,21.49,21.336,21.281
1955,N,False,0.0,0.0,0.0,0.0,0.0
1956,N,False,0.0,0.0,0.0,0.0,0.0
1957,N,False,42.363,41.722,0.0,0.0,2.4544
1958,N,False,0.0,0.0,0.0,0.0,0.0
1959,N,False,22.51,21.962,22.304,22.895,22.376
1960,N,False,32.524,35.034,34.392,33.823,33.517
1961,N,False,46.716,44.732,45.894,47.821,43.419
1962,N,False,42.813,0.0,0.0,0.0,0.0
1963,N,False,14.361,14.162,14.243,14.382,14.458
1964,N,False,0.0,0.0,185.44,0.0,0.0
1965,N,False,95.327,94.941,95.18,96.724,96.772
1966,N,False,42.499,0.0,0.0,0.0,17.951
1967,N,False,0.0,0.0,0.0,0.0,0.0
1968,N,False,34.534,34.426,34.989,35.207,34.935
1969,N,False,34.534,34.426,34.989,35.207,34.935
1970,N,False,0.0,0.0,0.0,0.0,0.0
1971,N,False,2.3697,2.3488,2.4083,2.2993,2.2815
1972,N,False,43.199,43.803,43.905,43.988,44.413
1973,N,False,32.554,31.158,30.184,31.637,32.853
1974,N,False,34.608,35.435,34.761,35.569,38.178
1975,N,False,10.12,10.23,10.339,10.151,10.233
1976,N,False,43.515,43.866,43.658,43.69,43.306
1977,N,False,138.04,137.26,138.04,137.83,137.74
1978,N,False,49.141,51.878,54.926,0.0,54.011
1979,N,False,142.73,142.58,141.08,144.33,144.34
1980,N,False,142.73,142.58,141.08,144.33,144.34
1981,N,False,0.0,0.0,0.0,0.0,0.0
1982,N,False,0.0,0.0,0.0,0.0,0.0
1983,N,False,0.0,0.0,0.0,0.0,0.0
1984,N,False,13.056,13.273,13.204,13.193,13.162
1985,N,False,44.32,45.077,37.997,42.683,44.924
1986,N,False,19.808,19.882,20.007,20.012,29.276
1987,N,False,18.269,18.866,13.28,18.304,17.316
1988,N,False,0.0,0.0,0.0,0.0,55.995
1989,N,False,0.0,0.0,0.0,0.0,0.0
1990,N,False,0.0,0.0,0.0,0.0,0.0
1991,N,False,39.971,39.038,40.861,41.776,43.422
1992,N,False,16.686,16.826,16.538,16.565,16.485
1993,N,False,20.278,19.727,20.968,19.751,18.728
1994,N,False,26.512,26.757,26.477,26.441,26.816
1995,N,False,22.701,22.163,22.422,22.874,22.747
1996,N,False,0.0,0.0,0.0,0.0,0.0
1997,N,False,0.0,0.0,0.0,0.0,0.0
1998,N,False,50.528,50.202,52.909,53.351,51.816
1999,N,False,23.269,21.804,12.618,8.4426,10.384
2000,N,False,0.0,0.0,0.0,0.0,0.0
2001,N,False,0.0,0.0,0.0,0.0,0.0
2002,N,False,0.0,0.0,0.0,0.0,0.0
2003,N,False,0.0,0.0,0.0,0.0,0.0
2004,N,False,55.593,36.21,72.252,72.698,66.77
2005,N,False,0.0,0.0,0.0,0.0,0.0
2006,N,False,6.8576,6.8952,7.3095,7.4027,7.1767
2007,N,False,0.0,0.0,0.0,0.0,0.0
2008,N,False,0.0,0.0,0.0,0.0,0.0
2009,N,False,64.506,67.887,65.324,53.007,60.964
2010,N,False,0.0,0.0,0.0,0.0,0.0
2011,N,False,0.0,0.0,0.0,0.0,0.0
2012,N,False,46.019,46.786,46.491,46.537,48.993
2013,N,False,27.254,27.238,27.14,27.407,27.473
2014,N,False,27.254,27.238,27.14,27.407,27.473
2015,N,False,0.0,0.0,0.0,0.0,0.0
2016,N,False,5.8711,3.0901,3.1792,3.3575,1.8149
2017,N,False,1.803,0.0,0.0,0.0,0.0
2018,N,False,12.676,15.549,14.326,13.367,13.324
2019,N,False,14.384,14.311,14.363,14.336,14.265
2020,N,False,25.663,62.003,62.517,64.311,63.116
2021,N,False,40.689,40.796,40.182,40.177,41.185
2022,N,False,25.663,62.003,62.517,64.311,63.116
2023,N,False,27.684,27.505,27.519,27.879,27.778
2024,N,False,0.0,0.0,0.0,0.0,0.0
2025,N,False,7.4426,7.0694,7.0674,7.3768,7.1213
2026,N,False,42.557,42.764,42.527,42.885,42.369
2027,N,False,71.649,72.038,77.417,77.585,82.397
2028,N,False,15.468,16.1,16.124,16.245,16.168
2029,N,False,47.748,47.879,47.579,47.317,47.72
2030,N,False,0.0,0.0,0.0,0.0,0.0
