,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15,SAVNCPP_16,SAVNCPP_17,SAVNCPP_18,SAVNCPP_19,SAVNCPP_20,SAVNCPP_21,SAVNCPP_22,SAVNCPP_23,SAVNCPP_24,SAVNCPP_25,SAVNCPP_26,SAVNCPP_27,SAVNCPP_28,SAVNCPP_29,SAVNCPP_30,SAVNCPP_31,SAVNCPP_32,SAVNCPP_33,SAVNCPP_34,SAVNCPP_35,SAVNCPP_36,SAVNCPP_37,SAVNCPP_38,SAVNCPP_39,SAVNCPP_40
41,M,False,26022000000000.0,25726000000000.0,26193000000000.0,27148000000000.0,27652000000000.0,28725000000000.0,27047000000000.0,26644000000000.0,27371000000000.0,26274000000000.0,27609000000000.0,28062000000000.0,27484000000000.0,26853000000000.0,25917000000000.0,28707000000000.0,27693000000000.0,26065000000000.0,24921000000000.0,24131000000000.0,26108000000000.0,23849000000000.0,23236000000000.0,23539000000000.0,26561000000000.0,24861000000000.0,26786000000000.0,27680000000000.0,28687000000000.0,28328000000000.0,27412000000000.0,26734000000000.0,28483000000000.0,26927000000000.0,24407000000000.0,25687000000000.0,26196000000000.0,27529000000000.0,26657000000000.0,28107000000000.0
42,M,False,4185800000000.0,4801200000000.0,4227500000000.0,3436600000000.0,4718700000000.0,5054100000000.0,6100300000000.0,4662300000000.0,6044800000000.0,4781100000000.0,3485700000000.0,4815500000000.0,4207200000000.0,4219500000000.0,4205200000000.0,3832700000000.0,4017500000000.0,3495300000000.0,3396300000000.0,3521300000000.0,3612600000000.0,3744600000000.0,3504100000000.0,3538400000000.0,2768900000000.0,3012500000000.0,3426800000000.0,4494300000000.0,3189000000000.0,4526100000000.0,3486800000000.0,3930800000000.0,4822700000000.0,5370000000000.0,4982000000000.0,6402900000000.0,5761500000000.0,5176000000000.0,3999000000000.0,4801900000000.0
43,M,False,6402900000000.0,5761500000000.0,5176000000000.0,3999000000000.0,4801900000000.0,3397100000000.0,3955300000000.0,4778100000000.0,3704300000000.0,2403600000000.0,3624100000000.0,1997300000000.0,2217100000000.0,1634800000000.0,865330000000.0,500830000000.0,2191000000000.0,874930000000.0,630120000000.0,1027500000000.0,1222200000000.0,1212500000000.0,1442300000000.0,2221400000000.0,2368100000000.0,1546200000000.0,3148600000000.0,2203500000000.0,2006500000000.0,2761500000000.0,2816900000000.0,4443300000000.0,4411000000000.0,3389400000000.0,4683900000000.0,3473900000000.0,3696600000000.0,2814800000000.0,2035800000000.0,3235600000000.0
44,M,False,26880000000000.0,24464000000000.0,26960000000000.0,26736000000000.0,27055000000000.0,25079000000000.0,25895000000000.0,25888000000000.0,23839000000000.0,23482000000000.0,25736000000000.0,24116000000000.0,23867000000000.0,23316000000000.0,22563000000000.0,22646000000000.0,23040000000000.0,25642000000000.0,22699000000000.0,25378000000000.0,26526000000000.0,24617000000000.0,25215000000000.0,21832000000000.0,21641000000000.0,18760000000000.0,19328000000000.0,23245000000000.0,23110000000000.0,19696000000000.0,23472000000000.0,22958000000000.0,22940000000000.0,25395000000000.0,24241000000000.0,24548000000000.0,25599000000000.0,26793000000000.0,25747000000000.0,20918000000000.0
45,M,True,54397000000000.0,51527000000000.0,52716000000000.0,51027000000000.0,51580000000000.0,51158000000000.0,47259000000000.0,47038000000000.0,45358000000000.0,46178000000000.0,46238000000000.0,44289000000000.0,44999000000000.0,45407000000000.0,43609000000000.0,44706000000000.0,39328000000000.0,37966000000000.0,41012000000000.0,38633000000000.0,39111000000000.0,38011000000000.0,37552000000000.0,33709000000000.0,34239000000000.0,35760000000000.0,34141000000000.0,31254000000000.0,32926000000000.0,32983000000000.0,33709000000000.0,30441000000000.0,31963000000000.0,29467000000000.0,30924000000000.0,33012000000000.0,34434000000000.0,30356000000000.0,28753000000000.0,28101000000000.0
46,M,True,10291000000000.0,9138500000000.0,7177300000000.0,8065200000000.0,8214300000000.0,4731500000000.0,3431600000000.0,4228300000000.0,5614600000000.0,4778700000000.0,6688500000000.0,6083500000000.0,6189800000000.0,5504100000000.0,6026900000000.0,7940300000000.0,5697800000000.0,6106100000000.0,6039900000000.0,5469000000000.0,5671900000000.0,5692600000000.0,4845100000000.0,5544000000000.0,6905700000000.0,3987000000000.0,3807200000000.0,3490700000000.0,2599100000000.0,4676400000000.0,6368000000000.0,5376800000000.0,3887500000000.0,4176000000000.0,5415500000000.0,3575600000000.0,3647500000000.0,5348300000000.0,5272000000000.0,4379100000000.0
47,M,False,44706000000000.0,39328000000000.0,37966000000000.0,41012000000000.0,38633000000000.0,39111000000000.0,38011000000000.0,37552000000000.0,33709000000000.0,34239000000000.0,35760000000000.0,34141000000000.0,31254000000000.0,32926000000000.0,32983000000000.0,33709000000000.0,30441000000000.0,31963000000000.0,29467000000000.0,30924000000000.0,33012000000000.0,34434000000000.0,30356000000000.0,28753000000000.0,28101000000000.0,30537000000000.0,28518000000000.0,30024000000000.0,31955000000000.0,31169000000000.0,31865000000000.0,31542000000000.0,27241000000000.0,31602000000000.0,30232000000000.0,33899000000000.0,29988000000000.0,34145000000000.0,33938000000000.0,32786000000000.0
48,M,False,38011000000000.0,37552000000000.0,33709000000000.0,34239000000000.0,35760000000000.0,34141000000000.0,31254000000000.0,32926000000000.0,32983000000000.0,33709000000000.0,30441000000000.0,31963000000000.0,29467000000000.0,30924000000000.0,33012000000000.0,34434000000000.0,30356000000000.0,28753000000000.0,28101000000000.0,30537000000000.0,28518000000000.0,30024000000000.0,31955000000000.0,31169000000000.0,31865000000000.0,31542000000000.0,27241000000000.0,31602000000000.0,30232000000000.0,33899000000000.0,29988000000000.0,34145000000000.0,33938000000000.0,32786000000000.0,34346000000000.0,34277000000000.0,33260000000000.0,33514000000000.0,36019000000000.0,39058000000000.0
49,M,False,2542300000000.0,2473700000000.0,4034800000000.0,3290200000000.0,3884200000000.0,2520800000000.0,4192900000000.0,4450000000000.0,4166900000000.0,2998800000000.0,2674100000000.0,3005200000000.0,3336900000000.0,3400000000000.0,3228300000000.0,4420400000000.0,4053100000000.0,3603600000000.0,3530500000000.0,2641900000000.0,4454700000000.0,4139700000000.0,3821000000000.0,2728300000000.0,2885700000000.0,3900300000000.0,4575000000000.0,3658600000000.0,4609700000000.0,3581400000000.0,5567500000000.0,4553600000000.0,4701600000000.0,6287600000000.0,6506400000000.0,6146500000000.0,6497300000000.0,6715800000000.0,4895700000000.0,7333700000000.0
50,M,False,35120000000000.0,35363000000000.0,34306000000000.0,34252000000000.0,33497000000000.0,35075000000000.0,33127000000000.0,31277000000000.0,31737000000000.0,31007000000000.0,31778000000000.0,30087000000000.0,30936000000000.0,27409000000000.0,32406000000000.0,28812000000000.0,32426000000000.0,32300000000000.0,29458000000000.0,29603000000000.0,27480000000000.0,26494000000000.0,25715000000000.0,27097000000000.0,24431000000000.0,26019000000000.0,25347000000000.0,24592000000000.0,22123000000000.0,24816000000000.0,29130000000000.0,29243000000000.0,24402000000000.0,27655000000000.0,21858000000000.0,20913000000000.0,23476000000000.0,26043000000000.0,20504000000000.0,18419000000000.0
51,M,True,3133300000000.0,1601100000000.0,3379000000000.0,2033800000000.0,1231200000000.0,10243000000000.0,3108000000000.0,2580100000000.0,2533700000000.0,10255000000000.0,5795400000000.0,7323000000000.0,1614800000000.0,1337800000000.0,4260600000000.0,3925800000000.0,5322900000000.0,3846200000000.0,9884600000000.0,6842300000000.0,9832200000000.0,10160000000000.0,16664000000000.0,18440000000000.0,19963000000000.0,14060000000000.0,19790000000000.0,21341000000000.0,20697000000000.0,17530000000000.0,16650000000000.0,20077000000000.0,20466000000000.0,23479000000000.0,19071000000000.0,20571000000000.0,22454000000000.0,21344000000000.0,22344000000000.0,28501000000000.0
52,M,False,18440000000000.0,19963000000000.0,14060000000000.0,19790000000000.0,21341000000000.0,20697000000000.0,17530000000000.0,16650000000000.0,20077000000000.0,20466000000000.0,23479000000000.0,19071000000000.0,20571000000000.0,22454000000000.0,21344000000000.0,22344000000000.0,28501000000000.0,21658000000000.0,19144000000000.0,20194000000000.0,18401000000000.0,19423000000000.0,16577000000000.0,15246000000000.0,17332000000000.0,17338000000000.0,14681000000000.0,12865000000000.0,14421000000000.0,18000000000000.0,15182000000000.0,16601000000000.0,15625000000000.0,17414000000000.0,16281000000000.0,16490000000000.0,16820000000000.0,14618000000000.0,12389000000000.0,11420000000000.0
53,M,False,12763000000000.0,15568000000000.0,18528000000000.0,17359000000000.0,16568000000000.0,17862000000000.0,16135000000000.0,12554000000000.0,14223000000000.0,17387000000000.0,20003000000000.0,18923000000000.0,16614000000000.0,18926000000000.0,18440000000000.0,16267000000000.0,15857000000000.0,18671000000000.0,17516000000000.0,21773000000000.0,22112000000000.0,24870000000000.0,21591000000000.0,23217000000000.0,24327000000000.0,22708000000000.0,25170000000000.0,28759000000000.0,28503000000000.0,25646000000000.0,26327000000000.0,25542000000000.0,25803000000000.0,28039000000000.0,24365000000000.0,27081000000000.0,27023000000000.0,23979000000000.0,21826000000000.0,19488000000000.0
54,M,False,21826000000000.0,19488000000000.0,23174000000000.0,29276000000000.0,25992000000000.0,28255000000000.0,27896000000000.0,32239000000000.0,33054000000000.0,30736000000000.0,34482000000000.0,33847000000000.0,38492000000000.0,35079000000000.0,30644000000000.0,32090000000000.0,29815000000000.0,35430000000000.0,35956000000000.0,36252000000000.0,40249000000000.0,30250000000000.0,32142000000000.0,33493000000000.0,28022000000000.0,26689000000000.0,25636000000000.0,25982000000000.0,17730000000000.0,18453000000000.0,19095000000000.0,21797000000000.0,23962000000000.0,35386000000000.0,28121000000000.0,31669000000000.0,21153000000000.0,24405000000000.0,21469000000000.0,22302000000000.0
55,M,False,33054000000000.0,30736000000000.0,34482000000000.0,33847000000000.0,38492000000000.0,35079000000000.0,30644000000000.0,32090000000000.0,29815000000000.0,35430000000000.0,35956000000000.0,36252000000000.0,40249000000000.0,30250000000000.0,32142000000000.0,33493000000000.0,28022000000000.0,26689000000000.0,25636000000000.0,25982000000000.0,17730000000000.0,18453000000000.0,19095000000000.0,21797000000000.0,23962000000000.0,35386000000000.0,28121000000000.0,31669000000000.0,21153000000000.0,24405000000000.0,21469000000000.0,22302000000000.0,24029000000000.0,16863000000000.0,24976000000000.0,16155000000000.0,25298000000000.0,27736000000000.0,19254000000000.0,24292000000000.0
56,M,True,7728900000000.0,6288600000000.0,6552600000000.0,7490100000000.0,7489000000000.0,7807000000000.0,8226000000000.0,8014900000000.0,8970400000000.0,8567800000000.0,9888500000000.0,8735400000000.0,9112000000000.0,9580300000000.0,8106100000000.0,7842400000000.0,7949900000000.0,8230800000000.0,7527600000000.0,7911500000000.0,9197500000000.0,8845200000000.0,7999700000000.0,9250000000000.0,9445500000000.0,9267300000000.0,9213800000000.0,8696900000000.0,8227100000000.0,7737800000000.0,8426800000000.0,7650800000000.0,7824800000000.0,6292900000000.0,6274000000000.0,6761500000000.0,6783900000000.0,5677200000000.0,7326100000000.0,8641500000000.0
57,M,False,9580300000000.0,8106100000000.0,7842400000000.0,7949900000000.0,8230800000000.0,7527600000000.0,7911500000000.0,9197500000000.0,8845200000000.0,7999700000000.0,9250000000000.0,9445500000000.0,9267300000000.0,9213800000000.0,8696900000000.0,8227100000000.0,7737800000000.0,8426800000000.0,7650800000000.0,7824800000000.0,6292900000000.0,6274000000000.0,6761500000000.0,6783900000000.0,5677200000000.0,7326100000000.0,8641500000000.0,6653600000000.0,7125100000000.0,7620000000000.0,7468600000000.0,7763800000000.0,7687700000000.0,7039900000000.0,8715900000000.0,7353000000000.0,9662500000000.0,9447800000000.0,7340200000000.0,7151800000000.0
58,M,True,29067000000000.0,28383000000000.0,27528000000000.0,26518000000000.0,29051000000000.0,29530000000000.0,27777000000000.0,26446000000000.0,28366000000000.0,27815000000000.0,30231000000000.0,27675000000000.0,26690000000000.0,27429000000000.0,27435000000000.0,27082000000000.0,28937000000000.0,23381000000000.0,27621000000000.0,29112000000000.0,28072000000000.0,29524000000000.0,17683000000000.0,28054000000000.0,15443000000000.0,29387000000000.0,29854000000000.0,29723000000000.0,24804000000000.0,24031000000000.0,22060000000000.0,33844000000000.0,31608000000000.0,24959000000000.0,31069000000000.0,28878000000000.0,28854000000000.0,29587000000000.0,28663000000000.0,26285000000000.0
59,M,False,7721700000000.0,7827400000000.0,6708300000000.0,6667300000000.0,7636700000000.0,8237800000000.0,8651900000000.0,7928300000000.0,6639500000000.0,7464900000000.0,8933500000000.0,6449600000000.0,8349000000000.0,7594900000000.0,5721000000000.0,7136800000000.0,5791200000000.0,7179900000000.0,7611700000000.0,9161900000000.0,8894200000000.0,5750500000000.0,4686500000000.0,8509500000000.0,6826300000000.0,6507700000000.0,9226400000000.0,9520100000000.0,7312200000000.0,8423600000000.0,7009400000000.0,7207500000000.0,8634000000000.0,9908700000000.0,6742100000000.0,8262900000000.0,6981800000000.0,8991100000000.0,8283400000000.0,9498700000000.0
60,M,False,13924000000000.0,13892000000000.0,14849000000000.0,16541000000000.0,13893000000000.0,14895000000000.0,15239000000000.0,16676000000000.0,16652000000000.0,17708000000000.0,15257000000000.0,17142000000000.0,18404000000000.0,18651000000000.0,19602000000000.0,21787000000000.0,22232000000000.0,22352000000000.0,21099000000000.0,20928000000000.0,22372000000000.0,26472000000000.0,26575000000000.0,29064000000000.0,29274000000000.0,29612000000000.0,28209000000000.0,29540000000000.0,28166000000000.0,26313000000000.0,22572000000000.0,22722000000000.0,22850000000000.0,20750000000000.0,20445000000000.0,21194000000000.0,18548000000000.0,19143000000000.0,21075000000000.0,20561000000000.0
61,M,True,14661000000000.0,15136000000000.0,15634000000000.0,16341000000000.0,18314000000000.0,19680000000000.0,20206000000000.0,18810000000000.0,19090000000000.0,17003000000000.0,15722000000000.0,18292000000000.0,17779000000000.0,16066000000000.0,15892000000000.0,17270000000000.0,16954000000000.0,17830000000000.0,17190000000000.0,16886000000000.0,17792000000000.0,17535000000000.0,17096000000000.0,18460000000000.0,17767000000000.0,15531000000000.0,19014000000000.0,19290000000000.0,18271000000000.0,20057000000000.0,19118000000000.0,19024000000000.0,19250000000000.0,18443000000000.0,19464000000000.0,19872000000000.0,19528000000000.0,16836000000000.0,19248000000000.0,19621000000000.0
62,M,False,16032000000000.0,17883000000000.0,19089000000000.0,18891000000000.0,18172000000000.0,20817000000000.0,19529000000000.0,17615000000000.0,17049000000000.0,16709000000000.0,15966000000000.0,15008000000000.0,17985000000000.0,16441000000000.0,19066000000000.0,20403000000000.0,17925000000000.0,17360000000000.0,16651000000000.0,17374000000000.0,17253000000000.0,17037000000000.0,19186000000000.0,17106000000000.0,21240000000000.0,19061000000000.0,20977000000000.0,19995000000000.0,17965000000000.0,19216000000000.0,18688000000000.0,16890000000000.0,17899000000000.0,17510000000000.0,17716000000000.0,16711000000000.0,19671000000000.0,19781000000000.0,22702000000000.0,21885000000000.0
63,M,True,6710900000000.0,15372000000000.0,6684100000000.0,3585300000000.0,4358300000000.0,5608500000000.0,6307500000000.0,8406400000000.0,7137500000000.0,8695600000000.0,9070900000000.0,8167200000000.0,10374000000000.0,8540500000000.0,9983800000000.0,9994300000000.0,11104000000000.0,9557500000000.0,13488000000000.0,13973000000000.0,13661000000000.0,13990000000000.0,11817000000000.0,10829000000000.0,10835000000000.0,13266000000000.0,13802000000000.0,12769000000000.0,15282000000000.0,15032000000000.0,16046000000000.0,13298000000000.0,16802000000000.0,13689000000000.0,16721000000000.0,15261000000000.0,13628000000000.0,15474000000000.0,15125000000000.0,15912000000000.0
64,M,False,17360000000000.0,15941000000000.0,16398000000000.0,16555000000000.0,16323000000000.0,17548000000000.0,18603000000000.0,18609000000000.0,18241000000000.0,17046000000000.0,17049000000000.0,17409000000000.0,17516000000000.0,18904000000000.0,19677000000000.0,18780000000000.0,15057000000000.0,18402000000000.0,15743000000000.0,15073000000000.0,13064000000000.0,16980000000000.0,11561000000000.0,10561000000000.0,12555000000000.0,16466000000000.0,10994000000000.0,9528700000000.0,8335000000000.0,9668200000000.0,12485000000000.0,15929000000000.0,15841000000000.0,10680000000000.0,16672000000000.0,16323000000000.0,17154000000000.0,17395000000000.0,16291000000000.0,14562000000000.0
65,M,False,18093000000000.0,16839000000000.0,19694000000000.0,18740000000000.0,19024000000000.0,19283000000000.0,20524000000000.0,20836000000000.0,21194000000000.0,21236000000000.0,21327000000000.0,20962000000000.0,20821000000000.0,20405000000000.0,21545000000000.0,21721000000000.0,22531000000000.0,21218000000000.0,21846000000000.0,20627000000000.0,21918000000000.0,22499000000000.0,21448000000000.0,20243000000000.0,21688000000000.0,20621000000000.0,20880000000000.0,20901000000000.0,20094000000000.0,20048000000000.0,20328000000000.0,20448000000000.0,20886000000000.0,20528000000000.0,21959000000000.0,19571000000000.0,20402000000000.0,20769000000000.0,20377000000000.0,19831000000000.0
