,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40
1502,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.237,59.615,60.008,60.008,60.008,60.926,62.241,62.241,63.159,63.273,63.993,65.08,67.457,69.137,70.755,72.581,74.726,75.69,76.655,77.03,76.998,79.838,81.451,81.634,83.569,85.719,85.51,86.585
1503,B,False,197.14,196.85,197.92,200.31,199.38,197.72,200.28,200.99,202.4,203.62,203.75,203.02,203.06,204.05,203.11,203.84,203.1,202.64,202.25,200.59,200.62,201.24,203.38,196.72,201.07,202.69,199.51,201.75,206.58,208.82,209.55,203.29,201.88,202.0,201.96,201.01,201.15,202.61,204.87,202.14
1504,B,False,91.459,91.992,91.946,92.512,92.608,92.496,93.463,94.256,94.071,13.603,17.598,93.818,94.067,19.155,18.914,19.395,19.195,19.504,20.254,24.698,21.077,24.166,24.166,21.338,22.433,22.036,22.113,24.698,20.379,25.08,69.632,69.175,69.12,72.964,68.683,70.507,69.618,70.958,0.0,70.178
1505,B,False,0.0,0.0,0.0,0.0,0.0,0.0,127.39,68.982,80.697,128.76,114.3,115.98,114.23,114.86,114.24,114.36,113.17,113.64,114.83,113.9,114.55,113.61,113.05,113.36,116.64,115.9,115.82,117.31,119.59,117.65,117.01,118.49,117.92,117.81,110.76,110.21,109.88,130.45,130.34,131.07
1506,B,False,47.17,48.166,48.166,48.166,50.95,50.645,43.098,41.631,42.979,42.229,50.16,50.16,45.45,43.461,39.942,40.66,42.283,41.543,43.166,44.236,45.307,42.854,40.825,41.924,42.389,41.368,46.802,52.174,51.81,57.009,57.15,56.97,58.638,60.008,60.008,59.155,59.82,60.688,59.483,59.555
1507,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,B,False,93.013,219.29,14.514,58.553,0.0,12.324,7.2843,0.0,11.182,38.782,14.78,0.0,25.975,10.668,0.0,23.854,17.554,0.0,8.0623,7.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,B,False,8.9443,182.06,8.9443,9.434,8.9443,8.9443,9.8489,9.2195,9.2195,8.2462,0.0,8.9443,8.9443,8.9443,0.0,0.0,0.0,0.0,8.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,B,False,10.198,11.402,9.4868,10.44,7.6158,8.9443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.66,129.56,129.72,131.6,133.68,134.64,135.55,136.57,137.18,137.03,137.99,138.96,139.74,140.81,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26
1512,B,False,19.849,19.105,19.105,19.849,18.439,18.439,18.439,18.439,18.439,18.439,18.439,19.105,18.439,19.849,19.849,18.439,18.439,18.439,18.439,17.804,18.439,18.439,18.439,18.439,18.601,17.804,18.439,18.439,18.439,19.105,19.105,19.209,18.439,18.439,18.439,18.439,18.439,18.439,17.692,17.692
1513,B,False,120.06,122.85,121.42,121.26,122.12,123.36,122.61,124.43,123.96,123.43,123.88,127.05,125.81,126.66,127.97,128.89,128.73,127.59,127.31,129.3,130.08,128.33,127.55,127.18,126.42,127.45,127.65,126.58,126.5,125.82,127.03,127.31,126.98,126.67,127.53,127.39,127.85,127.13,129.5,130.31
1514,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,B,False,34.284,30.91,115.4,115.48,114.21,115.36,111.21,108.92,109.91,109.32,110.19,111.24,110.31,110.56,110.58,108.86,109.66,108.52,110.57,108.81,112.52,117.03,116.85,117.91,117.07,115.16,114.83,115.23,113.88,113.94,112.76,112.5,114.21,113.68,112.68,113.32,113.47,110.89,114.6,116.06
1516,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,B,False,109.46,108.72,109.69,108.52,107.93,108.76,107.83,108.76,108.25,107.35,106.29,106.39,106.29,108.58,107.31,107.47,107.9,108.53,108.22,106.37,106.15,107.87,105.98,105.77,105.08,98.751,106.56,105.93,97.671,94.793,94.349,92.205,94.909,88.186,80.361,82.239,82.219,79.632,83.262,80.158
1518,B,False,135.81,138.15,139.21,137.28,137.06,136.51,137.2,136.53,138.87,136.66,138.28,139.75,139.02,138.01,138.76,139.43,138.54,138.04,138.05,140.15,137.0,135.98,135.9,134.57,134.12,133.89,131.91,133.18,133.47,132.53,133.01,132.87,131.53,132.7,131.8,133.23,132.92,132.6,131.4,131.73
1519,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,B,False,364.43,368.01,365.82,365.41,360.95,362.9,360.88,359.98,357.54,355.23,357.7,353.61,355.82,360.14,359.8,361.58,359.46,361.94,358.84,361.36,365.79,360.39,360.51,361.78,364.38,362.2,365.69,369.17,369.82,368.72,361.34,365.38,366.01,366.89,367.12,366.69,363.26,366.79,365.57,362.23
1521,B,False,0.0,0.0,0.0,9.2195,9.434,9.434,8.6023,7.0711,8.2798,9.9107,8.888,0.0,0.0,8.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.127,99.126,0.0,0.0,100.18,101.73,101.46,101.63,102.54,0.0,0.0,0.0,10.198,0.0,10.198
1522,B,False,204.06,205.06,205.12,204.12,204.12,205.12,207.15,206.12,207.12,207.15,208.15,209.15,209.15,209.12,210.12,210.12,210.12,210.12,210.12,211.12,211.09,211.09,211.09,211.09,212.08,213.08,212.06,202.4,204.25,214.06,213.06,213.08,214.08,215.06,215.08,216.08,0.0,218.06,219.06,219.04
1523,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,B,False,63.008,63.008,59.276,61.381,62.404,64.0,65.0,64.008,66.008,66.03,67.067,68.066,69.181,69.181,70.257,72.25,73.246,73.335,75.326,75.425,75.425,76.42,76.531,77.524,77.647,79.63,79.762,79.762,80.062,82.037,83.187,83.361,84.345,84.345,85.51,86.493,86.683,86.885,87.664,87.864
1525,B,False,72.443,72.443,72.25,72.25,71.253,73.246,73.335,72.339,72.339,72.339,71.253,71.253,71.253,71.253,70.257,70.257,70.257,70.257,70.178,70.178,70.178,70.178,70.178,70.178,70.178,69.181,69.181,69.116,69.181,69.181,69.181,69.116,70.114,69.116,69.065,68.118,69.065,0.0,0.0,0.0
1526,B,False,0.0,16.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,0.0,0.0,0.0,0.0,0.0,13.153,0.0,14.56,0.0,0.0,0.0,15.524,15.811,14.866,0.0,14.56,0.0,0.0,0.0
1527,B,False,152.01,153.44,154.07,153.65,153.51,155.87,155.41,154.53,155.0,156.43,154.68,155.83,157.54,156.67,153.57,152.32,151.82,152.22,153.19,151.55,151.55,152.64,152.72,154.03,156.35,158.94,159.17,159.78,154.04,154.14,153.22,154.21,153.78,150.72,152.89,153.96,154.71,154.22,153.48,155.71
1528,B,False,250.29,250.4,250.01,249.23,250.29,250.1,250.53,250.25,249.74,249.4,249.72,250.19,249.8,250.77,250.83,249.9,250.64,251.5,250.68,250.7,250.67,252.01,252.45,252.42,251.99,251.83,252.31,251.42,252.8,252.26,252.74,253.49,253.36,253.02,252.57,252.43,253.43,254.0,253.85,254.64
1529,B,False,0.0,0.0,288.18,289.17,288.18,0.0,290.08,0.0,0.0,291.08,0.0,290.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.88
1530,B,False,50.448,51.358,52.317,51.967,52.735,53.059,53.934,53.146,54.037,54.037,54.203,55.606,56.073,55.651,56.476,57.136,56.93,57.139,57.403,57.328,55.936,55.471,56.859,56.859,57.537,58.179,58.822,58.501,58.523,59.908,61.181,59.957,60.256,61.035,0.0,62.892,64.08,61.587,61.587,64.005
1531,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,B,False,30.914,30.454,30.025,29.896,29.782,29.044,29.749,29.959,28.31,30.292,29.995,29.076,28.151,28.133,28.016,27.912,27.775,27.056,27.234,27.218,30.214,30.528,30.033,31.191,28.811,33.335,28.503,28.509,24.445,23.928,24.294,23.924,24.621,25.101,25.072,25.488,24.709,23.67,24.291,24.905
1534,B,False,0.0,0.0,0.0,7.0711,0.0,0.0,7.0711,0.0,8.0623,0.0,0.0,0.0,6.0828,7.0711,0.0,0.0,5.831,5.831,0.0,5.3852,7.0711,5.9356,0.0,7.0711,7.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2195,9.2195,0.0
1535,B,False,0.0,0.0,0.0,0.0,0.0,485.22,0.0,0.0,0.0,491.77,467.4,472.42,472.5,0.0,445.25,476.73,0.0,0.0,385.98,203.01,0.0,0.0,378.96,22.561,22.561,18.145,365.34,15.483,142.81,341.57,21.84,332.19,21.84,100.35,376.58,419.26,327.1,20.616,409.01,20.239
1536,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.571,18.421,18.051,25.962,25.71,25.71,24.739,24.515,0.0,0.0,0.0,24.515,25.495,24.515,0.0,25.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.021
1537,B,False,526.38,515.67,518.78,524.58,534.34,535.15,536.37,528.56,533.53,536.72,535.06,551.38,548.41,534.97,548.32,551.48,555.6,587.96,554.1,590.9,585.54,590.46,594.91,599.47,594.71,594.31,590.38,590.71,566.81,566.74,561.86,556.43,558.84,561.51,564.24,566.67,568.93,571.53,567.81,610.37
1538,B,False,7.0711,21.685,0.0,23.77,23.159,23.409,24.162,23.535,23.017,22.912,23.637,22.947,22.807,22.825,21.024,21.024,153.71,148.38,21.471,0.0,145.93,166.68,152.87,48.094,49.092,49.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,B,False,383.79,382.59,383.76,385.49,383.4,382.32,381.54,381.43,367.88,366.23,351.02,348.77,347.48,346.73,353.73,352.1,352.88,352.34,348.98,350.01,346.97,347.3,344.12,347.66,348.51,345.41,335.43,336.72,339.04,326.03,326.29,329.93,330.31,335.1,342.85,331.35,324.8,330.05,324.69,324.75
1541,B,False,147.24,146.75,149.06,149.72,149.72,149.53,152.93,150.77,149.62,153.09,150.62,148.17,148.04,146.98,148.59,147.56,149.85,150.99,151.43,152.85,152.68,154.71,154.62,153.88,154.5,155.28,155.24,154.72,154.78,155.58,155.41,155.65,155.29,155.26,156.43,157.79,158.52,160.18,160.25,158.47
1542,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,B,False,431.63,393.22,389.9,439.01,446.69,433.86,438.6,437.82,494.02,488.07,489.58,494.06,489.48,487.2,491.54,491.91,500.44,486.31,400.23,329.31,288.29,483.02,488.49,491.87,492.94,487.89,485.26,431.22,488.15,492.78,491.96,422.73,430.06,487.41,486.65,483.21,482.58,484.34,483.63,491.9
1544,B,False,263.62,263.28,263.51,263.22,263.16,261.95,262.27,261.24,261.39,261.91,261.53,261.31,260.91,260.84,260.23,260.25,261.08,261.48,261.6,261.91,262.06,263.79,263.77,262.67,262.57,263.19,262.36,262.97,260.75,260.03,259.5,258.03,258.98,262.38,262.56,262.08,259.48,261.17,260.91,260.31
1545,B,False,184.22,185.5,198.56,191.75,205.24,206.85,198.03,208.34,209.47,210.08,208.03,206.22,210.22,209.93,210.28,211.09,164.31,205.29,224.69,219.37,224.03,182.0,225.22,226.21,225.48,176.9,225.58,175.51,226.83,226.57,226.76,228.13,227.19,227.22,227.75,227.9,227.35,196.42,202.81,211.51
1546,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6569,6.4031,6.1256,6.4031,6.4031,5.6569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.831,5.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,B,False,333.58,343.2,354.14,361.75,352.06,350.72,353.6,332.71,333.54,351.68,348.05,352.16,341.14,337.97,328.87,327.5,333.29,345.81,311.56,338.11,347.56,332.11,361.04,408.69,353.35,357.1,359.96,358.62,342.28,343.22,326.66,336.34,360.33,368.2,373.15,398.18,396.0,392.26,390.03,387.55
1549,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,B,False,237.53,236.56,236.97,236.83,237.02,236.4,236.56,236.6,236.86,236.58,236.44,236.63,236.98,237.59,237.2,236.56,236.09,236.39,235.39,236.4,236.53,236.35,236.05,236.17,237.29,236.18,236.26,236.23,235.54,235.25,235.45,235.26,236.23,235.45,235.42,235.42,235.55,236.26,236.46,236.97
1551,B,False,25.807,13.198,25.807,25.807,26.627,27.203,27.203,22.508,23.244,23.051,23.003,22.924,22.993,21.84,21.815,21.881,22.389,22.462,22.327,22.223,22.229,22.081,21.972,22.419,22.578,22.767,21.845,23.261,21.676,22.167,22.133,22.465,22.691,22.615,22.456,22.516,22.343,22.574,21.592,23.241
1552,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,B,False,37.651,32.978,16.553,16.553,16.553,17.0,16.125,15.652,15.652,16.125,16.125,14.765,15.652,16.125,16.82,16.258,16.238,16.248,16.209,15.894,15.297,15.278,14.909,15.851,15.961,15.935,15.951,16.03,15.344,15.327,15.403,15.297,15.834,15.915,15.92,15.919,15.814,15.896,15.761,14.414
1554,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,B,False,30.017,31.164,31.156,31.12,31.016,31.064,31.064,31.064,31.064,31.145,31.064,32.722,34.575,33.377,33.377,31.584,31.145,32.249,32.388,34.507,40.521,33.377,33.377,33.541,34.366,35.355,35.355,35.355,34.366,34.366,34.366,35.511,39.091,36.942,33.242,35.401,38.385,40.292,32.14,32.249
1556,B,False,90.427,92.179,92.179,93.059,93.941,94.366,94.366,96.151,97.046,95.762,96.695,99.745,99.318,98.899,99.81,100.72,99.81,101.24,101.24,102.16,102.16,102.51,102.69,102.2,103.07,103.62,104.18,104.18,105.11,105.11,105.11,106.04,105.02,102.27,101.0,102.92,100.01,101.07,102.17,101.52
1557,B,False,215.16,215.28,215.53,216.0,217.21,217.59,217.68,218.48,218.93,220.37,221.13,222.27,222.51,221.49,222.01,221.81,223.0,222.72,225.58,225.07,225.53,226.81,226.88,226.63,227.13,228.67,228.73,228.23,229.1,229.46,229.76,230.94,231.41,231.2,231.23,230.83,232.03,232.58,234.04,234.32
1558,B,False,40.047,28.957,29.077,27.957,33.785,27.123,17.716,12.522,15.464,36.221,63.186,60.811,36.969,39.019,32.258,30.565,65.043,10.335,0.0,17.138,0.0,0.0,13.038,20.224,0.0,13.153,4.4721,92.665,0.0,0.0,14.868,0.0,34.161,0.0,0.0,16.411,39.962,11.18,0.0,18.41
1559,B,False,175.9,171.78,172.85,175.04,174.58,162.76,164.25,163.13,165.21,172.22,167.34,167.05,165.3,164.14,166.06,155.1,149.96,144.72,128.88,123.29,131.65,131.61,137.9,138.21,138.83,142.76,147.9,130.42,130.85,125.68,138.75,114.24,112.66,108.36,111.81,128.33,130.63,105.47,122.48,119.88
1560,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0711,7.0711,6.0,0.0,5.3852,6.0828,0.0,0.0,5.099,0.0,5.3852,0.0,0.0
1561,B,False,249.98,248.63,243.06,242.78,245.55,242.03,244.07,241.15,243.02,241.35,243.99,243.99,249.38,250.65,248.72,246.86,243.11,251.2,249.97,252.53,249.6,250.47,249.24,247.45,244.6,244.33,240.83,242.19,247.27,241.03,245.7,246.67,238.37,234.69,234.92,239.84,244.97,241.51,243.23,244.78
1562,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,B,False,137.18,137.03,137.99,138.96,139.74,140.81,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33,146.83,148.02,147.83,145.76,149.61,150.22,147.83,150.84,151.84,149.41,152.19,153.25,153.23,148.37,150.78,150.12,150.84,151.32,152.74
1567,B,True,102.51,104.17,104.29,104.52,106.37,108.15,108.89,108.75,109.14,111.44,65.694,110.31,114.57,115.16,109.95,108.68,66.23,63.141,113.95,81.845,0.0,35.777,23.014,73.564,115.24,117.87,21.471,21.024,20.125,18.788,17.464,104.18,105.62,107.49,107.28,109.24,105.41,110.02,104.93,105.98
1568,B,False,49.422,49.701,49.494,49.916,50.443,50.4,51.512,51.732,52.496,51.82,50.241,50.292,50.904,50.986,51.086,50.411,51.023,50.161,50.154,49.345,49.54,50.385,51.252,51.457,52.088,51.587,51.294,51.384,51.698,51.825,51.238,52.016,51.466,51.477,51.314,51.358,51.269,50.908,51.614,50.203
1569,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,B,False,53.415,46.976,48.453,51.614,58.982,53.275,65.928,84.456,84.547,84.616,85.606,85.305,85.248,86.226,86.783,86.806,86.87,85.095,85.02,85.137,85.406,66.456,63.205,68.431,59.699,60.496,68.426,65.364,65.199,58.644,33.061,28.309,45.256,46.123,27.321,25.235,46.238,47.884,46.553,46.182
1571,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,B,False,0.0,0.0,0.0,0.0,0.0,242.99,250.52,251.59,249.99,243.12,241.57,244.67,245.91,245.51,244.24,246.04,245.38,247.07,245.83,244.55,245.42,244.97,243.99,243.58,245.48,245.87,244.37,244.51,244.28,245.26,245.83,246.35,246.86,247.78,247.53,248.19,249.44,250.27,250.16,250.77
1573,B,False,84.945,66.121,66.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.765,49.244
1578,B,False,182.19,181.89,182.56,183.24,181.6,181.89,180.65,181.6,181.6,182.28,183.24,183.24,182.28,184.46,185.16,0.0,184.62,184.62,0.0,182.96,13.038,12.207,12.207,12.806,186.54,186.23,183.93,0.0,0.0,183.93,183.93,184.89,185.16,184.89,0.0,0.0,11.314,192.35,193.39,11.314
1579,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,B,False,103.79,103.65,104.87,114.35,115.41,116.28,115.88,118.8,119.04,119.31,120.17,121.82,121.82,123.06,123.55,124.77,125.72,126.88,127.88,125.62,126.06,126.04,128.51,128.42,128.86,131.13,129.73,131.35,130.42,130.08,133.39,134.95,135.7,136.63,137.04,136.7,138.27,139.85,141.01,142.71
1582,B,False,197.94,131.17,118.02,0.0,134.15,12.401,0.0,14.637,58.004,20.512,21.613,322.2,514.34,78.98,136.84,175.36,167.4,54.535,204.98,9.2618,26.9,136.53,41.007,344.53,47.661,234.35,44.385,19.532,37.137,149.65,62.159,63.796,157.26,126.71,134.97,159.64,253.03,192.05,132.6,206.18
