,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40
0,X,False,171.11,170.05,172.19,169.78,168.43,171.41,169.93,168.61,167.77,168.12,168.06,169.51,169.66,169.47,170.64,171.78,170.36,171.73,171.77,173.55,174.37,174.76,174.57,175.62,174.4,177.29,178.5,178.53,173.58,178.79,170.58,176.76,176.28,176.94,177.7,178.47,176.28,176.99,177.48,178.96
1,X,False,228.15,226.86,227.39,226.86,226.08,225.68,228.28,228.57,227.66,228.28,228.78,229.43,228.79,227.79,228.46,229.55,228.94,228.67,227.78,230.13,230.81,229.08,230.46,232.01,230.46,228.97,228.84,229.1,228.82,230.79,230.6,232.57,231.29,230.87,230.33,229.09,227.92,227.12,226.19,228.97
2,X,False,284.27,280.42,282.42,282.18,279.68,277.97,278.89,280.16,281.48,282.27,284.34,285.71,285.13,284.87,284.79,287.22,285.61,285.65,282.32,285.7,282.91,286.2,283.21,284.44,282.21,282.57,281.27,276.21,277.62,277.13,278.22,275.51,277.05,276.32,278.85,277.7,274.42,271.18,272.56,267.98
3,X,False,83.003,76.922,79.425,77.401,79.738,75.69,77.252,71.512,70.93,71.069,65.472,64.604,67.422,67.146,62.471,59.787,59.115,59.03,59.491,57.79,64.468,65.626,57.504,64.593,65.45,64.63,64.799,65.224,66.302,65.131,64.852,65.334,64.403,62.463,64.127,64.332,64.725,65.4,65.599,65.868
4,X,True,47.656,50.036,46.362,47.108,48.24,47.791,46.027,44.171,43.846,44.837,46.355,43.167,44.94,41.752,45.097,40.559,41.073,39.797,39.81,40.089,39.829,41.312,39.813,40.946,40.434,40.135,41.719,37.671,36.853,38.716,39.086,42.92,41.258,41.282,41.617,48.889,48.906,49.48,38.414,50.367
5,X,False,359.3,318.92,327.6,350.96,315.87,267.3,325.37,259.99,278.19,283.75,245.01,320.22,264.76,287.49,324.98,324.77,333.82,312.09,288.05,284.66,349.1,291.65,267.97,278.98,283.29,323.5,311.85,318.46,271.9,341.77,282.53,322.22,334.58,343.11,319.93,306.85,324.16,293.93,312.68,321.68
6,X,True,103.4,102.04,101.87,102.12,104.85,105.72,103.91,102.77,103.94,102.4,102.51,103.52,103.05,104.87,105.7,105.01,105.22,104.36,104.8,106.57,107.15,108.34,106.61,106.93,107.96,106.73,108.4,107.81,106.61,108.18,107.48,106.69,107.59,108.17,108.12,109.39,110.13,109.48,109.05,108.75
7,X,False,493.8,491.61,493.69,499.2,499.87,500.05,502.18,499.83,500.21,502.28,501.07,502.4,503.38,500.06,499.35,500.15,503.88,500.89,505.19,506.89,507.38,509.1,506.58,506.84,506.67,505.48,505.77,506.85,510.74,512.34,509.0,507.87,509.06,512.49,515.77,517.88,516.51,517.97,518.4,520.06
8,X,False,406.3,391.83,398.12,397.63,392.35,396.84,399.87,398.07,398.26,397.15,400.99,407.88,414.45,422.61,420.1,417.04,424.36,437.5,446.29,450.5,454.14,345.56,326.5,354.96,366.05,478.37,359.74,311.26,351.91,483.2,315.62,326.05,225.77,300.07,234.11,221.21,216.34,265.13,281.51,304.15
9,X,True,246.94,249.03,249.22,248.14,246.39,247.4,244.77,247.81,244.55,248.29,248.81,249.31,250.8,249.41,249.32,249.63,250.01,251.24,248.52,253.4,252.33,254.31,258.78,255.1,252.11,258.11,261.99,253.96,253.1,251.69,254.88,251.95,252.54,255.0,252.7,248.83,248.83,250.68,248.07,246.91
10,X,False,99.646,91.492,96.589,99.075,96.155,99.392,93.659,102.93,98.139,103.6,98.092,98.306,96.914,95.696,100.09,96.112,317.33,310.74,303.98,301.81,304.6,308.66,292.76,325.05,198.45,290.1,301.5,273.37,268.01,202.32,175.07,171.18,170.34,159.93,175.36,160.07,148.29,235.15,229.46,163.85
11,X,False,270.95,271.04,270.77,270.24,268.89,270.58,268.86,267.48,267.05,267.78,266.75,265.18,266.24,266.68,265.59,263.92,263.35,261.64,262.36,262.23,262.54,262.73,262.44,263.69,263.32,263.9,263.26,264.16,264.39,264.81,265.16,265.29,265.63,265.55,265.97,267.04,267.67,268.09,268.47,268.35
12,X,False,273.56,272.72,272.71,273.96,274.0,274.2,274.22,274.4,276.46,276.78,277.88,278.74,278.86,278.82,277.71,279.02,278.62,278.73,279.29,278.49,279.51,279.8,277.85,279.7,281.56,282.43,281.96,282.87,283.19,282.07,281.69,282.23,281.74,280.72,281.58,283.19,284.36,285.01,284.48,285.84
13,X,False,303.85,305.81,305.74,305.74,301.96,301.99,303.37,301.42,301.24,304.8,303.08,303.79,305.62,304.96,304.49,304.26,303.23,303.58,306.23,306.39,306.45,306.05,307.24,300.33,300.13,304.74,304.73,304.51,304.81,305.69,306.63,307.43,307.0,307.67,309.55,309.08,308.71,310.34,310.83,309.96
14,X,False,218.0,218.79,216.02,216.11,214.26,213.94,213.77,259.33,259.5,260.88,255.39,255.85,257.93,259.47,260.23,258.91,260.99,258.65,257.01,256.21,254.07,248.96,249.24,249.11,251.71,249.64,251.57,252.15,253.41,249.63,249.57,252.71,249.79,248.59,250.5,249.75,249.6,247.64,246.96,250.17
15,X,False,332.11,332.69,333.96,333.57,332.99,331.81,332.23,332.51,330.41,331.07,330.94,332.09,332.14,331.94,332.15,331.13,331.74,331.52,333.43,331.73,332.36,333.61,332.55,333.01,332.09,332.22,333.21,332.57,332.44,332.99,332.76,334.28,334.04,333.17,334.02,331.97,333.26,332.82,331.5,332.57
16,X,False,105.33,111.41,118.24,152.65,128.46,138.45,100.01,55.085,57.684,60.269,60.97,47.167,21.892,26.81,49.004,84.7,113.97,32.084,54.594,48.575,60.676,56.125,64.497,65.979,50.979,84.443,81.131,93.301,86.521,68.872,70.624,62.844,48.948,44.146,51.184,49.144,50.819,65.971,73.289,71.651
17,X,False,1392.8,775.41,755.1,718.58,775.36,760.31,741.07,697.93,686.5,688.44,616.69,578.02,1048.3,989.62,961.87,1052.4,1009.6,932.19,964.8,956.47,911.83,902.88,892.57,869.48,786.35,739.4,771.42,760.74,1030.7,1064.0,1030.1,1033.8,1093.3,1065.2,1059.6,1057.9,1054.9,1048.0,1031.3,1031.9
18,X,False,95.23,94.664,94.663,109.9,101.11,97.074,123.43,99.741,118.43,125.65,131.14,129.78,130.17,133.57,142.51,143.2,143.59,143.59,182.76,162.91,175.52,387.76,259.93,270.37,577.3,527.09,548.88,515.37,529.2,559.28,549.48,552.33,556.56,566.0,551.9,546.8,553.57,561.72,567.33,562.46
19,X,False,183.84,183.66,224.78,227.92,223.0,225.99,214.68,202.29,202.13,228.8,241.89,209.94,214.1,238.19,220.85,219.72,206.18,180.21,250.09,188.49,229.77,231.7,224.07,205.43,186.5,196.43,170.04,187.6,239.51,262.76,230.31,232.95,257.74,206.5,201.17,198.73,196.36,271.02,200.8,218.74
20,X,True,268.52,268.07,264.0,265.33,265.5,265.87,264.91,264.01,265.98,266.43,267.22,267.83,268.02,268.05,267.09,268.21,267.4,267.2,267.58,266.21,264.87,266.04,266.25,264.34,263.56,265.47,265.57,265.49,264.81,266.7,266.47,266.16,267.47,267.41,267.85,267.42,267.14,266.05,266.33,265.78
21,X,True,266.24,264.89,267.88,267.08,268.27,266.94,269.42,270.02,271.98,271.69,270.64,271.43,270.85,269.52,271.45,270.87,271.35,271.2,271.12,271.13,270.58,270.44,272.4,270.74,272.26,271.02,272.49,274.23,272.7,271.23,272.45,271.82,270.72,270.0,269.52,270.66,271.52,271.24,270.06,267.43
22,X,False,208.22,207.61,207.97,208.88,206.95,207.7,209.07,208.32,208.98,206.78,208.42,207.46,193.86,205.33,205.05,194.64,206.65,205.16,203.2,202.43,204.61,200.77,200.42,199.14,194.59,198.67,194.29,192.38,192.3,187.69,186.57,191.6,186.24,185.74,184.57,189.84,184.03,189.09,190.05,190.22
23,X,True,99.678,97.698,100.14,100.72,99.625,99.711,100.7,101.14,99.938,99.531,99.855,98.507,98.844,97.68,95.636,96.385,95.799,96.479,96.895,96.619,95.795,93.688,95.628,96.01,96.689,96.895,96.665,96.074,96.19,96.802,96.92,97.056,98.109,98.108,98.918,99.369,99.351,100.03,100.75,100.89
24,X,False,47.421,47.061,60.697,52.814,52.566,56.849,62.818,45.413,40.848,38.452,36.098,33.808,33.854,21.892,21.664,15.765,24.703,51.611,21.603,40.807,64.762,26.158,67.498,72.996,92.872,66.567,60.866,47.636,56.558,61.576,237.63,57.209,63.012,64.451,67.435,69.284,62.49,119.31,121.15,133.4
25,X,True,118.22,118.29,118.92,117.04,116.95,117.49,118.59,119.14,119.59,108.11,107.76,108.24,108.2,107.9,107.05,115.89,115.65,105.49,104.68,105.27,106.1,106.11,106.43,107.72,108.29,108.85,108.87,109.2,109.29,109.02,109.67,109.54,109.84,109.39,109.61,110.09,107.98,106.18,107.02,107.83
26,X,True,107.05,115.89,115.65,105.49,104.68,105.27,106.1,106.11,106.43,107.72,108.29,108.85,108.87,109.2,109.29,109.02,109.67,109.54,109.84,109.39,109.61,110.09,107.98,106.18,107.02,107.83,108.96,109.38,110.01,119.01,109.3,108.89,108.33,108.01,107.82,107.16,107.61,108.88,109.66,110.18
27,X,False,315.51,316.69,316.95,307.23,308.33,302.88,294.84,286.16,283.31,285.67,272.1,268.46,262.53,251.73,247.53,237.67,232.69,231.56,247.16,232.9,243.46,217.2,148.57,127.98,149.92,90.864,99.944,93.794,125.32,126.12,65.075,63.627,100.04,66.883,83.081,76.871,65.482,81.148,80.469,85.368
28,M,False,83.404,83.044,83.371,84.523,84.178,85.93,89.658,89.414,95.238,97.433,99.099,100.37,101.4,102.15,105.41,107.81,112.17,110.71,110.92,111.74,112.24,116.0,116.63,117.03,118.99,117.36,117.76,113.99,115.85,117.9,116.09,118.06,118.74,117.94,120.86,119.79,120.33,119.95,121.92,121.59
29,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,M,False,198.13,197.71,197.25,198.18,197.71,197.25,197.71,0.0,196.36,196.36,197.29,197.25,196.82,196.82,197.71,197.71,198.6,198.6,153.87,199.02,197.25,198.13,198.13,198.13,199.02,199.51,198.13,199.02,199.02,199.02,198.13,199.91,200.37,200.8,201.35,201.64,200.41,203.48,203.48,204.38
31,M,True,22.701,27.169,69.865,98.551,78.668,63.299,45.179,72.855,44.065,35.117,25.369,39.432,90.472,50.093,22.526,29.586,61.641,52.532,57.522,94.819,50.349,70.384,77.57,39.807,58.307,105.58,107.77,136.74,81.571,78.113,110.76,67.104,51.894,92.178,44.692,29.019,85.314,41.608,64.389,44.654
32,M,False,8.2462,933.86,934.48,966.93,940.24,8.2462,947.25,969.23,8.9443,964.16,961.27,9.434,972.13,973.87,8.0623,984.63,0.0,997.34,988.53,925.34,999.53,1023.0,1019.0,1027.2,1032.5,243.72,0.0,243.03,1032.3,0.0,241.0,241.01,240.0,239.0,238.0,238.0,0.0,237.0,236.01,236.67
33,M,False,270.28,269.27,270.19,270.2,271.09,270.2,269.3,270.66,270.37,270.08,270.15,268.88,269.58,269.93,269.18,268.03,44.91,49.354,41.385,39.548,44.757,40.052,33.094,25.327,23.034,22.091,22.204,23.035,22.204,25.105,23.122,23.699,22.711,21.024,438.49,22.091,22.091,22.091,22.091,321.27
34,M,False,166.76,164.85,164.8,170.2,167.45,170.04,170.01,170.73,171.86,173.87,174.57,174.48,174.55,173.0,175.0,174.2,174.76,175.0,169.7,159.71,157.61,152.62,151.0,151.08,154.71,156.4,156.61,157.52,158.13,159.54,160.02,160.37,158.74,159.31,158.79,158.61,158.26,157.84,159.39,160.55
35,M,True,208.15,200.21,194.68,198.86,203.97,199.6,199.18,199.47,199.96,195.12,199.23,196.37,191.84,188.63,186.95,180.65,170.08,165.04,158.54,150.73,148.13,145.26,145.03,141.51,142.08,141.63,140.57,140.07,138.92,141.99,137.76,136.69,136.01,135.46,133.85,132.4,129.58,126.83,125.67,123.98
36,M,True,167.91,169.38,170.12,171.42,170.8,169.24,169.19,169.07,168.56,167.76,167.81,169.76,169.91,170.08,172.92,172.51,172.65,171.74,174.17,173.96,172.92,171.64,172.44,170.29,172.32,170.06,170.98,173.89,170.64,171.84,170.79,171.82,172.2,171.94,172.57,171.64,173.12,173.01,171.4,171.51
37,M,False,142.74,137.31,137.54,140.99,134.73,133.67,138.06,135.87,137.43,138.94,147.2,139.33,139.63,136.12,134.85,134.34,138.21,145.86,133.8,140.06,141.89,139.45,135.79,136.76,137.06,136.3,135.54,136.32,133.45,138.51,141.86,145.78,144.32,142.67,140.4,139.98,140.22,138.67,138.7,138.79
38,M,False,185.85,185.99,184.31,182.74,184.38,183.27,183.97,181.37,182.15,180.3,181.78,181.16,181.41,182.47,183.77,182.96,183.15,182.21,181.13,181.32,181.23,180.68,180.28,179.16,180.95,182.01,180.54,179.59,181.09,180.41,179.57,179.6,180.16,182.33,181.61,182.72,181.82,180.62,181.33,182.69
39,M,True,204.58,206.6,205.69,206.23,205.49,205.34,204.75,205.11,206.06,207.13,208.36,207.6,207.62,208.46,207.37,206.27,205.78,207.38,207.55,207.25,208.17,207.07,204.86,204.33,205.01,204.61,204.07,204.81,205.61,206.17,204.71,204.74,205.51,206.32,208.66,208.34,207.57,206.83,204.58,204.41
40,M,True,197.27,197.82,199.16,200.5,200.06,200.71,200.58,199.2,199.03,199.43,200.91,200.58,200.72,200.37,200.7,200.62,202.39,203.2,204.07,205.18,207.01,207.39,208.76,206.2,206.55,205.51,206.45,206.08,206.8,206.47,210.77,211.78,209.68,209.83,211.48,213.49,213.46,214.35,215.48,217.95
41,M,False,206.27,205.78,207.38,207.55,207.25,208.17,207.07,204.86,204.33,205.01,204.61,204.07,204.81,205.61,206.17,204.71,204.74,205.51,206.32,208.66,208.34,207.57,206.83,204.58,204.41,205.42,206.77,207.11,206.08,204.83,206.29,207.45,207.72,207.3,207.24,207.11,206.22,207.3,209.61,208.44
42,M,False,204.07,205.18,207.01,207.39,208.76,206.2,206.55,205.51,206.45,206.08,206.8,206.47,210.77,211.78,209.68,209.83,211.48,213.49,213.46,214.35,215.48,217.95,219.86,220.69,220.55,220.03,221.08,222.22,223.22,223.75,223.59,223.41,225.31,225.36,224.77,225.76,226.22,224.04,224.92,226.53
43,M,False,225.76,226.22,224.04,224.92,226.53,229.82,231.18,230.69,228.47,229.13,231.57,234.02,235.52,236.82,238.24,239.13,240.38,233.55,234.44,236.47,237.57,236.94,237.29,239.67,236.65,240.85,243.2,244.81,246.59,246.22,248.41,251.75,250.16,253.46,255.74,255.17,248.64,257.7,252.75,245.61
44,M,False,210.22,130.55,127.88,210.25,210.15,210.96,210.53,210.24,127.53,210.56,210.81,211.83,211.94,211.93,212.48,213.04,213.82,213.49,213.97,135.22,134.15,134.07,136.44,136.68,134.12,134.57,137.22,137.59,137.14,140.21,139.1,137.03,139.22,139.57,138.32,139.17,140.48,143.12,144.68,151.7
45,M,True,185.32,186.77,187.48,187.18,188.06,187.43,185.94,185.92,185.58,183.88,183.98,184.35,183.74,182.99,183.32,185.55,184.62,184.52,186.05,185.39,185.97,185.11,185.94,185.41,185.17,187.54,187.62,187.37,186.28,187.0,188.49,188.21,186.66,186.33,186.21,184.94,186.59,185.49,183.76,186.74
46,M,True,197.25,201.65,201.05,202.98,205.6,203.77,208.31,204.07,204.61,199.22,190.26,184.5,176.0,173.26,167.76,173.61,167.97,169.85,166.04,165.7,165.56,167.94,167.19,166.28,165.75,170.56,167.91,168.57,174.1,174.2,173.62,168.47,167.86,168.43,171.41,167.71,172.3,175.05,175.57,175.04
47,M,False,185.55,184.62,184.52,186.05,185.39,185.97,185.11,185.94,185.41,185.17,187.54,187.62,187.37,186.28,187.0,188.49,188.21,186.66,186.33,186.21,184.94,186.59,185.49,183.76,186.74,187.66,188.5,184.98,184.63,185.26,187.05,188.17,188.95,188.18,187.84,187.91,188.44,186.63,186.16,185.47
48,M,False,185.11,185.94,185.41,185.17,187.54,187.62,187.37,186.28,187.0,188.49,188.21,186.66,186.33,186.21,184.94,186.59,185.49,183.76,186.74,187.66,188.5,184.98,184.63,185.26,187.05,188.17,188.95,188.18,187.84,187.91,188.44,186.63,186.16,185.47,187.27,186.64,188.42,189.68,190.43,189.54
49,M,False,264.46,262.7,261.85,261.75,261.15,261.64,263.25,261.57,262.23,261.4,261.12,261.53,263.08,262.12,261.94,259.74,260.32,261.83,261.76,261.5,260.34,259.79,259.63,259.95,260.46,260.77,260.13,259.71,259.22,260.08,260.01,258.55,258.68,259.81,262.07,261.51,261.75,261.36,260.94,261.12
50,M,False,192.84,193.34,192.98,192.43,193.55,193.63,192.35,193.43,193.38,193.9,193.1,195.13,194.53,194.31,194.28,194.96,193.84,194.59,194.29,194.51,194.04,193.4,192.6,192.82,195.02,193.84,193.61,191.6,192.58,191.16,190.75,191.55,188.54,191.05,191.44,191.25,193.22,191.21,190.91,189.84
51,M,True,203.3,207.4,212.06,213.07,216.62,220.01,224.44,219.74,226.82,231.41,235.67,231.22,232.26,208.48,215.61,234.55,234.35,207.51,215.32,206.72,206.5,206.47,208.45,211.96,219.33,216.65,226.55,219.41,224.32,226.23,237.13,230.72,236.5,229.89,221.9,220.81,217.91,214.88,215.51,216.49
52,M,False,211.96,219.33,216.65,226.55,219.41,224.32,226.23,237.13,230.72,236.5,229.89,221.9,220.81,217.91,214.88,215.51,216.49,221.81,218.28,214.79,222.83,219.19,218.46,226.6,226.45,225.26,221.9,217.18,214.86,213.57,208.41,204.32,205.72,204.9,181.88,181.29,195.09,178.63,177.24,179.06
53,M,False,179.79,176.54,173.97,161.67,157.93,161.35,168.81,175.42,160.15,154.94,151.64,147.09,148.11,150.07,153.5,152.63,150.58,149.26,153.58,158.92,162.48,176.08,174.27,175.44,182.47,176.47,158.74,159.68,161.55,159.05,161.83,168.75,157.95,155.17,144.51,142.32,145.51,134.35,129.73,289.92
54,M,False,129.73,289.92,243.12,186.48,113.52,180.46,526.23,522.36,519.75,513.85,450.06,514.18,521.04,515.01,513.82,511.43,510.15,503.47,500.05,499.26,500.06,493.28,473.35,471.76,470.65,472.18,459.92,457.72,449.0,448.85,446.97,462.85,457.24,450.29,445.66,442.65,449.82,438.6,441.87,436.93
55,M,False,519.75,513.85,450.06,514.18,521.04,515.01,513.82,511.43,510.15,503.47,500.05,499.26,500.06,493.28,473.35,471.76,470.65,472.18,459.92,457.72,449.0,448.85,446.97,462.85,457.24,450.29,445.66,442.65,449.82,438.6,441.87,436.93,430.33,431.01,434.56,428.64,413.7,413.95,415.66,413.87
56,M,True,212.23,211.56,211.6,212.06,212.45,215.14,214.77,219.09,217.54,218.2,221.08,220.55,219.7,221.34,221.07,221.17,219.56,217.99,216.51,215.91,215.83,216.99,215.52,217.43,219.5,219.84,219.59,219.59,220.34,222.5,223.15,225.94,226.74,225.9,225.51,226.54,227.96,225.54,225.13,224.27
57,M,False,221.34,221.07,221.17,219.56,217.99,216.51,215.91,215.83,216.99,215.52,217.43,219.5,219.84,219.59,219.59,220.34,222.5,223.15,225.94,226.74,225.9,225.51,226.54,227.96,225.54,225.13,224.27,223.03,224.21,225.59,226.29,225.39,225.85,225.75,225.84,225.6,224.69,227.64,225.03,224.51
58,M,True,80.205,56.25,55.677,53.763,56.304,56.615,55.702,55.696,56.365,56.202,56.346,52.07,57.971,57.244,58.139,58.344,57.986,58.548,56.684,53.356,58.019,56.712,56.144,58.391,58.525,53.642,56.634,53.718,54.727,54.398,52.737,52.618,53.659,53.735,55.959,56.708,52.27,52.872,51.985,52.854
59,M,False,231.27,367.58,389.98,298.88,247.18,308.71,308.61,278.54,295.66,250.33,226.62,256.43,227.17,200.82,204.69,205.48,205.79,205.86,204.38,205.82,205.29,206.79,208.46,208.08,209.71,208.94,208.61,208.47,209.03,211.42,211.51,211.4,213.22,213.4,215.21,214.72,214.15,214.76,214.88,216.3
60,M,False,240.56,240.55,237.03,237.11,235.08,233.31,234.02,232.09,232.8,228.1,228.6,229.22,230.93,231.37,232.54,233.9,236.72,237.15,236.6,238.58,230.81,230.29,228.61,232.27,230.85,229.25,222.25,226.59,223.34,225.95,219.34,225.87,219.94,213.51,211.41,207.5,206.34,200.06,196.02,199.05
61,M,True,231.34,221.65,211.95,159.7,172.13,173.12,166.3,240.03,268.13,272.63,275.3,281.41,253.65,253.16,243.86,232.69,232.28,266.51,255.79,273.81,265.32,251.45,260.4,261.79,274.87,202.23,206.69,192.71,310.77,183.89,173.76,151.72,192.02,208.57,203.56,189.5,195.06,209.05,186.46,208.8
62,M,False,343.48,358.18,371.87,380.63,403.79,415.75,406.63,428.13,427.53,412.74,416.82,414.71,398.23,410.62,392.19,366.8,373.21,366.24,344.07,353.03,369.44,357.4,343.95,304.25,297.98,321.44,328.97,315.7,299.38,325.53,380.63,381.0,377.24,321.76,314.49,327.18,338.27,329.67,323.23,303.33
63,M,True,328.46,326.46,320.99,314.95,333.96,338.77,343.77,371.21,377.97,369.12,377.64,385.69,377.67,404.76,395.01,429.08,433.64,435.4,445.89,443.75,443.56,423.81,456.3,432.11,411.97,458.0,457.81,465.23,467.97,471.09,465.69,463.21,461.69,461.65,461.03,474.43,470.4,469.69,472.98,477.32
64,M,False,525.68,539.06,538.83,536.01,540.8,540.74,544.19,547.78,550.6,546.69,563.16,562.63,564.42,567.32,568.18,576.02,573.97,574.42,581.28,583.47,585.32,476.43,491.6,600.27,601.2,600.46,599.01,598.42,596.36,589.86,588.8,583.46,583.38,586.96,591.98,586.92,586.55,584.28,583.39,575.85
65,M,False,492.88,492.3,496.28,499.11,498.46,507.41,504.84,502.07,494.21,497.32,498.78,502.65,498.44,506.13,508.68,505.41,507.96,508.79,509.71,508.56,506.0,511.63,509.73,511.31,509.74,512.67,508.15,504.96,505.53,517.43,523.46,526.5,522.08,523.82,522.25,536.92,537.56,526.95,522.88,525.01
66,M,False,224.42,226.28,232.35,224.19,241.17,237.21,247.3,239.16,248.24,256.54,232.41,243.05,263.29,259.4,264.15,278.36,261.02,262.91,248.02,262.08,231.35,249.49,234.2,265.33,295.84,298.58,303.52,313.04,326.31,334.98,345.85,349.13,349.97,353.26,355.47,362.04,362.58,369.48,372.2,370.09
67,M,False,176.06,171.87,174.54,176.18,174.71,172.4,173.11,171.29,171.67,171.32,169.9,171.31,168.25,167.9,166.18,165.64,165.1,162.71,160.58,159.98,157.02,155.18,155.28,155.74,156.04,155.4,154.34,154.3,154.73,154.06,153.87,155.87,157.09,155.02,154.76,156.71,156.36,158.2,161.16,164.04
68,M,False,132.58,133.96,134.51,133.68,134.23,134.63,134.76,135.55,134.57,134.95,134.97,135.41,133.29,134.76,135.08,130.09,132.64,129.25,132.65,130.82,130.86,131.61,131.21,131.48,132.65,132.53,131.96,132.07,133.67,132.31,132.72,134.71,132.85,132.76,131.12,132.28,132.95,130.05,130.59,132.81
69,M,True,105.1,106.25,107.81,107.75,109.81,111.67,114.14,111.39,112.01,109.15,108.62,107.81,108.73,107.84,107.73,106.86,106.01,107.03,107.22,126.38,127.03,126.09,127.75,127.51,128.71,108.46,109.84,130.96,111.43,109.24,125.47,129.65,129.56,129.25,132.0,131.14,132.44,134.58,137.38,136.41
70,M,True,143.59,143.76,144.53,144.66,145.84,146.35,144.56,146.71,146.58,145.35,146.47,147.08,148.18,147.39,146.93,148.99,150.46,150.47,150.32,150.68,149.43,150.97,150.4,151.53,152.08,151.97,151.89,153.43,155.16,153.49,153.51,152.68,154.3,155.42,155.95,155.66,156.46,156.08,156.69,159.8
71,M,False,175.64,175.61,175.84,176.44,176.92,176.62,177.26,177.38,177.8,177.97,178.47,179.1,179.06,179.57,179.57,179.64,179.14,179.45,179.04,179.09,179.72,180.76,179.59,180.65,179.1,179.5,178.77,179.0,179.07,179.14,178.48,178.15,179.18,178.37,178.16,178.13,178.42,178.36,177.56,177.57
72,M,True,162.8,163.47,163.96,163.42,163.12,162.61,162.43,163.15,163.59,164.52,164.48,163.45,164.01,165.51,166.36,165.65,165.0,164.06,163.65,164.67,163.26,163.63,162.07,162.33,162.51,162.81,162.29,162.4,163.86,163.75,163.96,164.96,165.76,168.1,168.86,170.29,170.23,171.15,170.83,171.97
73,M,False,183.19,182.64,183.72,183.57,183.29,183.13,183.39,182.95,182.26,182.71,182.76,182.08,181.76,181.77,182.91,182.95,183.43,183.53,183.29,182.85,183.25,182.85,183.0,182.7,182.31,182.78,183.38,183.34,182.75,183.52,184.2,185.09,186.1,185.1,184.67,184.56,185.8,186.1,185.16,184.98
74,M,True,262.69,262.23,264.17,265.85,265.5,266.66,266.75,266.18,265.67,264.93,264.68,263.87,264.77,266.53,267.09,267.81,268.71,267.32,270.93,269.02,268.69,266.31,268.03,265.8,268.49,268.99,269.95,269.2,269.9,270.58,270.51,270.88,271.37,271.23,272.98,271.07,272.85,271.61,274.71,274.48
75,M,False,277.28,277.91,278.18,278.39,277.87,279.41,279.95,279.95,280.86,282.34,282.33,281.67,281.07,281.28,285.45,283.9,286.71,290.06,287.91,288.34,285.56,282.99,284.27,280.42,282.42,282.18,279.68,277.97,278.89,280.16,281.48,282.27,284.34,285.71,285.13,284.87,284.79,287.22,285.61,285.65
76,M,True,269.51,266.73,265.14,267.76,272.84,268.36,263.14,270.08,278.85,276.07,273.41,274.25,270.54,269.4,270.66,275.56,272.2,275.99,278.72,277.52,275.13,269.96,264.4,259.99,265.46,264.89,261.87,262.49,260.91,261.66,253.36,257.1,257.37,257.47,260.43,255.94,249.19,250.89,255.8,248.94
77,M,False,231.37,231.88,232.72,232.65,233.38,233.63,233.27,234.75,235.03,234.84,235.44,237.0,237.0,237.0,237.0,237.0,237.8,237.8,237.8,237.8,238.6,238.6,238.6,238.6,238.6,239.4,239.4,239.4,239.4,240.0,240.0,240.0,240.2,239.4,239.4,239.4,239.4,240.8,240.2,239.61
78,M,False,237.8,237.8,237.8,237.8,238.6,238.6,238.6,238.6,238.6,239.4,239.4,239.4,239.4,240.0,240.0,240.0,240.2,239.4,239.4,239.4,239.4,240.8,240.2,239.61,239.61,239.61,239.61,239.61,240.42,240.42,240.42,239.61,239.61,240.42,240.42,240.42,240.64,239.83,239.02,239.02
79,M,True,130.27,132.38,130.88,129.39,129.98,131.81,131.23,132.26,136.36,137.7,135.99,136.74,136.33,133.97,140.21,135.21,128.31,130.9,135.73,141.07,140.9,139.37,137.92,108.84,107.57,106.47,107.47,104.76,101.58,103.82,101.3,100.87,101.31,103.67,105.42,100.75,100.54,104.42,104.33,104.3
80,M,True,46.9,46.736,46.882,51.675,53.934,47.251,52.333,47.231,47.656,54.853,47.917,48.437,54.629,48.817,48.074,46.352,44.898,46.985,47.621,47.226,48.464,48.848,47.076,48.258,71.699,76.355,85.858,82.143,86.356,75.344,89.374,77.269,75.044,69.782,79.742,84.434,81.39,80.322,75.823,77.52
81,M,False,72.55,71.468,78.47,82.991,77.555,75.011,70.275,74.789,80.759,78.365,72.655,74.628,65.556,67.76,63.311,54.232,62.98,64.219,66.894,71.048,74.825,76.673,74.285,74.063,72.695,70.589,67.343,76.139,77.547,78.438,81.831,84.8,81.218,80.528,79.261,87.353,94.337,95.701,99.459,92.019
