,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25
1154,B,False,3987.0,3936.1,3783.3,5790.9,4919.7,6018.8,6097.4,5016.0,5020.0,4942.5,6037.0,6854.7,6868.5,3891.2,4923.3,4863.2,3786.7,3327.2,5062.6,5178.5,5052.0,5070.3,3929.5,2309.3,3963.3
1155,B,False,63.376,136.68,217.33,200.03,193.75,131.6,98.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.806,0.0,0.0,0.0,46.381,22.989,25.297,0.0,0.0,0.0,0.0
1156,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.0,2079.5
1157,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,B,False,151.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,B,True,45.288,49.653,56.011,58.179,51.908,52.594,57.219,52.63,57.618,52.586,50.595,59.396,55.243,56.989,68.848,62.149,28.48,26.658,29.766,34.862,35.744,34.248,34.61,34.677,36.438
1160,B,False,142.57,139.32,145.84,143.03,131.33,155.27,151.46,148.98,155.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,B,False,781.64,790.23,781.24,783.89,617.55,1712.1,794.47,584.98,559.92,543.05,560.53,587.51,567.43,1440.3,1401.9,1404.2,551.72,580.13,1529.4,1684.6,1695.6,1489.1,1625.4,1710.2,1324.5
1163,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,B,False,11.094,32.261,0.0,0.0,0.0,67.41,826.73,1376.3,0.0,2743.8,1563.7,2062.1,0.0,397.82,362.54,114.02,1050.2,0.0,0.0,0.0,522.06,0.0,372.25,1996.3,2795.6
1165,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.05,137.7,151.18,153.1,155.88,302.81,324.8,292.47,326.66,391.12,387.06,646.01
1167,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,B,False,1249.0,1271.0,1137.4,1165.2,1149.2,1578.2,1569.8,1516.4,1595.6,1970.7,1566.4,1517.5,1725.6,1593.8,1653.1,1578.7,1662.9,1608.1,1649.9,1866.0,1668.9,1864.1,1902.3,1701.6,1783.5
1169,B,True,0.0,0.0,0.0,0.0,0.0,210.7,241.84,225.87,0.0,249.13,269.86,270.73,268.42,267.16,263.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,B,True,955.74,933.81,921.56,1630.0,1600.8,1653.7,1684.6,1648.5,1637.9,1621.3,1625.4,2297.3,2284.5,1620.1,1593.8,1623.4,1617.5,1589.1,1521.4,2108.6,1534.4,1512.2,1493.0,1469.4,2071.1
1171,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2887.8,2904.8,2878.7,2935.3,2996.8,2946.3,2952.3,2951.2,0.0,0.0,0.0,2796.2,2769.6,2797.6,2701.9
1173,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,B,False,7874.9,9061.9,7847.5,7744.7,8500.0,8555.3,8024.0,8156.8,8005.3,7851.2,8821.4,9120.9,7595.4,8167.8,8229.6,9070.7,8577.0,8802.1,9811.1,11198.0,10394.0,11852.0,10539.0,11122.0,10298.0
1176,B,False,421.6,418.11,418.3,128.09,125.9,140.99,134.16,130.6,116.9,135.44,133.54,127.12,116.23,117.14,142.91,127.39,127.15,130.25,142.36,154.53,281.79,171.39,178.35,179.39,283.25
1177,B,False,0.0,0.0,0.0,0.0,0.0,0.0,1181.2,488.45,551.87,560.35,562.27,607.63,632.82,612.9,661.72,648.74,855.67,593.32,938.0,877.83,695.67,708.1,727.96,754.18,742.18
1178,B,False,4321.0,2692.9,733.74,661.31,557.67,3159.4,2318.1,3059.4,159.79,1255.0,0.0,815.3,1093.3,293.38,146.81,330.73,0.0,144.29,143.96,0.0,725.54,553.86,753.34,3942.2,913.72
1179,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,B,False,195.53,196.64,198.38,195.35,187.96,186.47,183.99,183.2,186.43,180.99,181.43,182.88,173.38,178.93,176.32,188.69,185.16,184.07,187.94,189.28,181.33,178.78,182.71,188.29,188.09
1183,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,B,False,1587.9,1845.3,2139.1,1813.7,1941.4,2142.1,1279.9,1091.4,1125.1,898.29,677.97,1322.2,777.58,566.03,1018.9,1352.3,1347.1,1179.5,1350.7,1469.2,975.79,1431.1,832.03,965.14,997.08
1185,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.2,488.45,551.87,560.35,562.27,607.63,632.82,612.9,661.72
1191,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,B,False,1632.7,1526.4,1180.7,1217.1,1199.6,1432.5,1179.3,1274.8,1327.2,1055.0,1163.4,1076.0,1196.5,1098.8,1047.6,1034.0,1062.9,1107.2,1081.9,1067.3,1018.7,1347.2,1327.8,1329.6,1354.4
1193,B,False,4271.4,3939.4,4357.1,3948.9,4249.7,3466.1,4323.7,3816.6,3884.0,3763.4,3477.9,3034.4,3023.6,2947.3,3291.4,2599.1,2684.9,2580.1,2693.7,2179.1,2349.5,2258.0,2264.0,2202.0,2247.2
1194,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,B,False,684.17,692.15,679.57,502.89,933.49,916.9,959.19,951.49,952.12,919.2,1097.9,1413.7,504.57,921.23,922.41,956.06,966.08,980.6,1355.4,719.53,1123.9,1111.4,955.43,951.18,456.6
1197,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.635,95.168
1198,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,B,True,2259.4,2326.3,2537.1,2632.2,2280.4,2682.3,3269.3,2733.0,2745.5,3117.8,2263.3,2281.4,2643.7,2622.5,2524.6,2481.5,2296.4,2358.4,2117.9,1678.4,2410.3,2439.7,2802.5,2418.9,2482.4
1202,B,False,164.45,172.36,162.74,160.29,164.13,167.94,161.09,158.39,158.28,156.32,165.3,156.4,153.51,141.15,156.2,372.05,371.16,367.42,364.76,347.21,344.94,341.86,331.03,332.46,351.11
1203,B,False,6606.2,6666.5,6591.0,6678.6,5411.7,5713.3,4846.0,5062.9,4854.9,5041.2,4427.8,4248.6,4206.5,4155.7,3995.8,3909.1,4380.3,5165.3,4435.4,5668.4,4969.5,5460.4,5517.0,5236.0,5182.3
1204,B,False,213.67,246.78,158.19,189.29,192.77,152.19,195.34,126.56,101.73,0.0,0.0,0.0,160.72,199.83,360.68,255.78,219.61,225.92,188.4,0.0,0.0,130.46,80.867,60.392,82.306
1205,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,B,False,523.73,260.82,253.91,274.05,290.66,306.76,360.9,662.14,714.59,842.07,931.24,1024.6,1452.5,1187.3,1250.6,1581.9,2132.9,1267.2,1266.0,1192.6,1201.8,1269.8,1267.2,1840.9,1836.4
1207,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,B,True,8183.0,8142.3,7908.0,8702.8,7859.1,8564.7,9029.7,7968.5,9536.5,8079.1,8235.5,8258.2,8734.9,8039.4,8701.2,6684.4,7743.3,6558.6,7353.1,7030.2,7009.4,6969.6,7380.8,6825.2,6884.3
1209,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,B,False,145.0,169.59,166.61,172.12,157.81,171.63,171.44,171.38,165.93,157.06,161.69,145.48,160.58,161.5,158.27,119.48,157.13,138.02,158.7,164.85,154.97,165.67,268.18,287.25,188.44
1211,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,B,False,138.72,138.09,49.757,114.84,53.386,76.418,45.473,36.607,78.33,69.716,75.943,67.751,60.995,69.773,68.919,67.994,59.924,0.0,0.0,0.0,70.028,70.969,94.659,96.217,89.423
1213,B,False,4919.5,4864.7,5211.6,5303.4,5045.0,5332.1,5741.6,5424.5,5381.5,5116.3,5064.4,4607.5,4635.2,4050.0,4837.3,5180.0,5100.4,4863.3,4880.8,4871.1,5477.2,5369.3,5650.8,6195.3,5739.7
1214,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,B,False,1127.5,1133.2,1050.1,858.31,1019.4,898.77,968.83,978.24,864.48,718.76,778.59,791.09,644.49,680.67,536.0,546.11,590.82,680.03,625.75,536.14,443.44,401.5,361.78,362.13,381.01
1216,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,B,False,345.89,335.19,669.05,680.5,704.03,646.36,671.14,662.92,768.53,691.29,764.83,760.01,721.14,731.4,712.39,729.47,744.49,735.04,769.26,736.87,758.76,590.55,590.25,578.61,595.46
1218,B,False,3747.1,4251.0,4234.4,3512.6,3422.3,3082.5,3461.5,3582.7,3510.8,2448.6,3402.7,2973.4,3331.6,3252.8,2851.4,2282.8,1853.5,2154.6,2120.5,2514.4,3078.2,2927.7,2925.8,3312.1,3198.2
1219,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.39,122.89,144.41,153.38,166.3,174.6,198.8,201.82,215.37,227.13,227.93,227.87,246.4,251.78,246.81,254.48
1221,B,False,1732.6,1731.9,2141.3,2130.4,2134.9,1672.4,1625.1,2496.2,2221.3,1928.0,1683.3,1650.9,1676.3,2036.0,1987.6,2088.2,2486.5,1799.3,1822.0,2161.1,1785.8,2376.0,1670.4,1351.0,1301.2
1222,B,False,1485.3,1114.3,1287.9,1346.7,903.09,1156.4,1038.2,1304.5,1402.3,1119.7,1378.7,2178.6,1933.8,1327.1,1922.7,1941.7,1808.2,1581.3,1294.5,1669.8,1307.2,1114.7,1377.2,1370.3,1341.0
1223,B,False,78.279,70.424,78.51,93.682,73.99,74.119,72.75,0.0,0.0,84.115,89.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,B,False,3392.9,3051.1,3046.8,2922.0,2944.9,2502.6,3471.1,3490.1,2966.0,2125.5,2969.5,2314.6,2700.2,3293.0,2996.7,2693.9,3766.4,2624.5,3031.1,4383.8,3517.2,3834.9,3489.4,3897.7,4309.3
1225,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,B,True,881.91,1040.1,1048.2,1060.6,1267.4,1231.6,1166.3,934.44,937.85,759.99,694.71,869.66,900.9,711.56,897.03,720.65,840.77,676.17,759.64,772.8,575.5,590.37,592.06,569.31,560.4
1227,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,B,False,2909.5,2516.3,2521.8,3032.1,3456.3,4629.2,4946.6,4223.1,4844.6,4786.4,4760.5,3701.6,4454.9,4116.6,4939.6,4124.9,6336.5,6258.9,6765.2,6669.1,9095.2,7866.9,9416.0,9844.0,9095.2
1230,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,B,False,1660.0,1720.6,2259.7,2254.2,1162.4,1628.4,1168.3,1152.7,1593.7,1157.0,1166.0,1184.5,1195.5,1208.3,1205.0,1172.2,1125.4,1167.8,1175.9,1214.6,1169.0,1171.0,1160.3,1166.7,1164.4
1232,B,False,8971.6,8183.0,8142.3,7908.0,8702.8,7859.1,8564.7,9029.7,7968.5,9536.5,8079.1,8235.5,8258.2,8734.9,8039.4,8701.2,6684.4,7743.3,6558.6,7353.1,7030.2,7009.4,6969.6,7380.8,6825.2
1233,B,False,1051.3,1445.0,1442.5,1205.1,1184.2,1401.3,1099.3,1092.8,1108.7,1231.2,1210.7,1211.3,1186.5,1183.9,1151.2,1547.9,1551.1,1504.8,1523.1,1530.6,1369.4,1347.0,1380.4,1393.8,1635.3
1234,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,B,False,1159.5,1048.7,1283.5,1162.6,1244.7,1115.0,1084.2,1072.5,1111.6,1164.9,1300.3,1271.5,1079.5,1109.7,1227.7,1066.9,1027.5,925.62,903.43,1061.1,1163.4,1071.7,1033.5,1002.2,762.63
1238,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,B,False,980.94,992.63,899.42,833.0,781.64,790.23,781.24,783.89,617.55,1712.1,794.47,584.98,559.92,543.05,560.53,587.51,567.43,1440.3,1401.9,1404.2,551.72,580.13,1529.4,1684.6,1695.6
1240,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.154,0.0,0.0,0.0,0.0,0.0,11.478,0.0,0.0,0.0,0.0,0.0,0.0,124.73
1242,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,B,False,1029.0,996.95,1063.2,1725.9,1105.1,1057.5,972.63,953.63,963.36,1002.4,939.27,958.19,994.43,991.89,953.14,956.22,957.14,897.24,983.31,1633.9,1552.5,853.54,1483.5,1517.1,761.77
1244,B,False,1877.9,1676.8,1646.3,1606.2,1792.4,2055.2,2115.3,2581.2,2202.1,2182.3,2101.1,1888.7,1961.0,1847.9,1942.5,2260.2,2669.6,2264.4,2397.1,2843.7,3060.6,1928.4,2012.8,2160.7,2153.5
1245,B,False,43.186,45.083,39.649,32.833,41.027,38.201,38.049,41.872,38.918,39.584,37.076,30.005,28.709,35.174,34.359,29.737,34.962,30.787,24.403,29.863,37.402,34.644,37.885,0.0,22.284
1246,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,B,False,611.88,609.13,511.48,508.17,626.99,471.44,506.63,505.32,582.83,595.55,563.78,567.23,413.72,395.23,306.76,374.75,340.86,350.37,297.78,288.46,279.22,277.94,319.28,307.75,407.79
1248,B,False,17587.0,7613.5,10916.0,9400.6,5696.3,6241.1,11752.0,5202.0,5052.8,3801.5,4285.5,3995.0,4134.2,4022.0,3987.0,3903.3,3856.9,3806.2,3831.2,3751.9,3755.0,3717.6,3985.8,3905.4,3877.5
1249,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,B,False,0.0,2.3854,0.0,3.0734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,B,False,1236.5,1251.1,1238.6,1235.2,1236.2,1257.9,1642.8,1622.7,1270.6,1682.3,2083.7,2055.8,2091.3,1676.8,1447.3,1294.1,1620.1,1626.3,1285.3,1299.3,1264.9,1278.2,802.92,841.59,811.34
1252,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.08,203.55,208.86,192.48,190.21,191.18,193.44,193.89,177.96,390.03,389.01,427.58,445.25,492.59,297.1
1254,B,False,6790.4,10358.0,13021.0,2090.3,9184.9,0.0,3040.9,9436.6,674.65,9754.5,859.59,16704.0,3521.3,5588.7,13966.0,9596.6,29512.0,23782.0,48006.0,45325.0,27390.0,31960.0,39212.0,77193.0,94976.0
1255,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,B,False,974.09,335.81,340.5,995.51,1360.1,1021.1,5346.2,5468.1,5483.1,5998.2,1594.2,1623.0,1953.6,1934.3,1230.0,1235.2,886.86,887.87,1159.9,872.78,873.94,1162.1,863.29,882.76,1095.8
1259,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,B,True,236.49,430.01,476.91,481.14,502.2,427.61,289.24,188.44,310.33,360.49,336.84,383.67,292.11,659.35,589.87,603.18,422.57,569.87,835.03,607.62,1042.9,1118.8,1180.6,1615.5,1416.7
1261,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,B,False,34.855,40.765,38.47,32.152,34.026,20.777,29.478,20.816,22.797,32.343,37.024,36.873,76.418,67.906,63.003,64.622,83.359,85.248,83.069,81.2,87.889,74.006,61.345,48.144,36.397
1263,B,False,142.88,134.05,80.514,77.639,63.792,62.108,55.514,84.836,105.77,103.14,40.248,32.604,84.753,36.314,30.571,769.81,810.45,926.13,1046.6,1145.4,1226.4,1246.8,1391.5,1178.4,1127.5
1264,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.482,25.135,62.078,36.604,65.518,67.09,65.499,71.213,149.73,177.99,54.078,55.992,62.915,79.624,248.52,277.62,279.85
1266,B,False,290.32,288.31,299.88,507.09,261.83,330.61,418.47,363.66,339.62,219.52,607.11,656.26,637.06,613.57,747.96,749.19,872.0,931.1,901.14,782.73,586.66,567.77,697.59,693.35,618.33
1267,B,False,1932.6,1703.3,1761.8,1779.6,2031.9,2407.4,2612.0,2336.2,2289.1,2769.0,3258.2,3364.7,3391.6,3635.4,3565.8,3309.8,3382.8,3480.0,3500.4,3592.6,3506.0,3818.7,3425.9,3447.4,2615.1
1268,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,B,False,1157.2,1196.8,1200.4,959.22,1062.3,910.51,829.68,783.72,752.92,819.3,823.81,917.9,947.99,836.71,791.15,241.63,760.3,1156.0,511.58,656.33,501.81,650.2,455.9,316.5,464.79
1270,B,False,2143.9,1462.6,1198.3,2195.7,2191.0,2308.9,2218.2,2200.7,2188.3,2199.9,2391.6,2001.0,1982.6,1980.1,2092.4,1881.9,2081.5,2142.6,2244.7,2368.8,2152.5,1806.0,2115.9,2091.0,2267.3
1271,B,False,1740.0,2225.8,1802.7,2364.7,2365.7,2132.0,2285.1,2548.1,1881.4,1630.8,1653.2,2130.1,1864.6,1859.7,1639.4,2238.3,2029.0,1560.0,1800.4,1027.0,800.49,1415.9,1671.3,1031.5,820.06
1272,B,False,0.0,0.0,0.0,0.0,0.0,12.759,31.987,30.755,33.836,33.122,31.578,38.397,40.023,47.297,43.885,49.69,80.735,51.626,51.894,69.201,79.19,80.539,88.219,77.301,76.847
1273,B,True,1096.8,974.66,767.16,707.21,922.01,1172.3,1237.7,1191.9,1285.1,1432.9,1603.9,1374.6,1794.4,1629.3,1663.0,1717.3,1470.1,1480.7,1817.5,1672.4,1948.9,1901.3,1888.8,1883.6,1982.3
1274,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
