,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15
404,M,False,62.402,64.513,65.795,65.873,63.364,62.954,63.587,64.012,61.548,60.794,60.061,60.625,60.193,60.339,59.437
405,M,False,102.7,98.812,97.31,84.675,81.849,79.104,79.789,74.0,69.446,66.322,87.718,69.029,86.05,81.615,78.492
406,M,True,11.55,11.167,11.043,10.999,10.378,10.144,10.02,10.069,10.738,10.951,10.569,10.766,10.738,10.652,10.721
407,M,False,11.875,11.965,12.473,12.14,13.001,12.99,12.761,12.846,12.206,12.035,11.69,11.85,12.308,12.212,12.28
408,M,False,60.449,60.146,60.809,60.026,60.632,59.141,61.53,63.215,61.169,63.532,62.64,7.2016,6.0302,5.3133,5.364
409,M,False,41.722,41.981,41.405,40.579,41.574,43.397,42.761,40.895,38.293,43.264,46.985,49.611,51.78,46.675,42.02
410,M,False,42.743,42.446,43.154,43.25,43.013,43.568,42.897,42.953,42.865,43.286,42.926,42.979,42.218,43.248,42.224
411,M,True,290.47,284.22,283.9,279.51,276.85,200.92,174.12,272.26,271.14,264.73,257.56,261.4,260.41,261.59,155.61
412,M,False,283.9,279.51,276.85,200.92,174.12,272.26,271.14,264.73,257.56,261.4,260.41,261.59,155.61,146.37,130.77
413,M,False,149.97,121.32,235.97,144.3,183.21,143.39,134.77,126.42,250.55,131.09,116.96,158.03,146.66,239.99,111.75
414,M,True,3.1907,3.8771,1.1685,4.3261,1.507,1.7029,1.6262,1.3002,1.6685,1.565,1.7687,1.7042,1.8112,1.9714,2.374
415,M,True,6.7644,6.942,7.0022,6.6322,6.9962,6.9638,7.0252,6.9865,6.8803,6.9534,6.8849,6.8403,6.5497,6.9411,6.4496
416,M,False,5.604,5.4761,5.4983,5.388,5.2917,5.2646,5.3456,5.4519,5.3704,5.3799,5.4121,5.3882,5.3092,5.3205,5.326
417,M,False,5.4018,5.3169,5.432,5.36,5.3876,5.3037,5.3703,5.276,5.2546,5.1632,5.2762,5.1538,5.1779,5.1785,5.1814
418,M,False,5.3876,5.3037,5.3703,5.276,5.2546,5.1632,5.2762,5.1538,5.1779,5.1785,5.1814,5.0769,5.0454,5.1505,5.169
419,M,False,5.1667,5.1865,5.0179,5.0836,5.1836,5.1829,5.2165,4.9278,5.1333,5.1147,4.9876,5.1194,5.0908,5.0368,4.9026
420,M,True,4.458,4.3415,4.4294,4.3684,4.3415,4.3173,4.332,4.3119,4.304,4.325,4.298,4.3158,4.4209,4.4062,4.353
421,M,False,4.2451,4.315,4.2255,4.3076,4.2549,4.272,4.3325,4.2759,4.2809,4.328,4.4308,4.3814,4.4082,4.381,4.4211
422,M,True,4.7976,4.7487,4.8167,4.7991,4.7967,4.7868,4.8102,4.7806,4.765,4.8321,4.7927,4.7942,4.8084,4.8031,4.8321
423,M,True,4.7268,4.754,4.7413,4.7379,4.8267,4.7901,4.8485,4.8545,4.7675,4.7998,4.7759,4.8791,4.8584,4.8907,4.9459
424,M,True,5.564,5.656,5.6358,5.7172,5.724,5.6613,5.6303,5.6096,5.5942,5.6707,5.7489,5.6241,5.643,5.6854,5.7044
425,M,False,5.6358,5.7172,5.724,5.6613,5.6303,5.6096,5.5942,5.6707,5.7489,5.6241,5.643,5.6854,5.7044,5.7043,5.7361
426,M,False,5.5942,5.6707,5.7489,5.6241,5.643,5.6854,5.7044,5.7043,5.7361,5.6269,5.6786,5.73,5.7371,5.7792,5.7227
427,M,False,5.7502,5.6441,5.6492,5.7274,5.6908,5.7083,5.6452,5.6635,5.6164,5.6611,5.7028,5.6864,5.6014,5.6004,5.6164
428,M,False,5.6164,5.6611,5.7028,5.6864,5.6014,5.6004,5.6164,5.6394,5.6473,5.6897,5.722,5.6786,5.6588,5.6853,5.6907
429,M,False,5.6854,5.687,5.744,5.6988,5.7095,5.7275,5.7392,5.6385,5.6463,5.7221,5.7757,5.7989,5.8378,5.7359,5.7676
430,M,False,5.8343,5.7876,5.8513,5.8018,5.8442,5.9009,5.8377,5.8999,5.8469,5.927,5.9602,5.9052,5.8513,5.9141,5.9362
431,M,False,6.0175,5.7228,6.0019,6.012,5.9502,6.0087,5.9444,6.0,6.0093,5.9448,5.9423,5.8856,5.9507,5.8832,5.8761
432,M,False,5.9444,6.0,6.0093,5.9448,5.9423,5.8856,5.9507,5.8832,5.8761,5.8839,5.8316,5.8466,5.8404,5.8641,5.729
433,M,True,5.9147,5.9332,5.9778,6.0106,5.3836,5.4045,5.3157,5.2839,5.3957,5.2555,5.2563,5.5008,5.2076,5.2736,5.4334
434,M,True,6.4311,6.4361,4.2277,4.209,4.1422,4.1838,6.3393,4.1998,4.2093,4.1515,4.1601,4.0963,4.0647,4.0934,4.0217
435,M,False,4.1697,3.9737,3.9315,4.1212,4.843,5.0959,5.2669,5.5375,5.1447,8.075,5.5103,8.0353,8.4574,7.9374,8.1609
436,M,False,9.5364,13.597,14.208,13.201,12.869,13.966,13.621,14.696,14.845,16.286,14.605,16.756,17.05,16.55,16.9
437,M,False,16.286,14.605,16.756,17.05,16.55,16.9,16.178,15.562,16.101,15.832,15.907,13.197,12.315,13.773,13.61
438,M,False,13.773,13.61,15.112,14.242,15.527,16.868,16.567,13.266,12.808,14.732,13.498,14.903,15.472,16.325,16.191
439,M,False,16.325,16.191,14.242,17.239,14.336,13.411,14.606,14.744,15.38,16.027,16.115,16.298,13.333,12.506,13.632
440,M,False,13.595,14.08,14.818,13.293,14.984,15.015,13.036,12.593,13.831,14.327,14.196,14.427,14.317,14.551,12.673
441,M,False,14.984,15.015,13.036,12.593,13.831,14.327,14.196,14.427,14.317,14.551,12.673,12.899,13.708,13.255,13.865
442,M,False,13.865,13.877,14.467,14.379,12.977,12.628,13.141,12.911,13.329,13.195,13.691,13.551,12.436,12.499,12.315
443,M,True,67.001,70.762,75.971,76.785,76.693,88.433,83.65,87.882,78.971,79.316,79.33,83.543,86.079,74.424,76.294
444,M,False,66.416,62.732,67.977,61.483,62.158,64.512,62.986,63.408,63.493,62.933,61.02,59.644,57.03,60.996,58.548
445,M,True,38.607,49.705,48.558,57.505,47.871,35.361,32.764,46.673,33.595,46.345,57.313,57.489,45.35,21.902,21.5
446,M,True,57.489,45.35,21.902,21.5,20.797,20.757,20.493,20.741,21.111,21.041,20.644,20.914,20.711,20.688,20.848
447,M,True,14.48,14.971,14.977,14.742,14.938,15.415,15.432,15.022,15.013,15.128,15.194,15.362,15.204,14.939,14.969
448,M,False,13.584,13.28,13.493,13.461,13.289,12.965,13.03,12.885,12.598,12.949,12.679,12.541,12.643,12.405,12.433
449,M,False,12.541,12.643,12.405,12.433,12.846,12.798,12.481,12.752,12.661,12.448,12.429,12.222,12.093,12.425,12.278
450,M,False,13.414,13.5,13.676,13.461,13.423,13.322,13.535,13.527,13.307,13.24,13.375,13.463,13.461,13.648,13.664
451,M,False,10.309,10.318,10.244,10.165,10.248,10.33,10.127,10.027,10.133,10.338,10.28,10.199,10.109,10.103,10.161
452,M,True,20.19,22.848,22.487,21.94,21.715,21.313,21.495,20.803,20.233,20.149,20.356,22.654,21.521,21.99,21.586
453,M,True,20.546,18.782,24.302,24.323,16.539,17.05,16.396,16.944,18.342,20.686,18.476,19.708,17.58,17.502,18.516
454,M,False,18.88,18.661,16.986,17.157,16.807,17.059,17.039,16.743,16.785,16.897,16.886,16.9,16.906,16.751,16.732
455,M,False,12.359,12.549,12.444,12.482,12.346,12.419,12.364,12.293,12.402,12.45,12.453,12.382,12.409,12.508,12.586
456,M,True,10.874,10.767,10.786,10.7,10.879,10.966,11.26,11.299,11.336,11.376,11.415,11.57,11.507,11.428,11.636
457,M,False,11.449,11.354,11.453,11.146,11.229,11.053,11.262,11.316,11.612,11.51,11.735,11.755,11.731,11.51,11.638
458,M,False,11.45,11.475,10.821,11.435,11.368,11.018,10.751,11.13,10.78,10.945,11.12,10.892,11.281,10.9,10.864
459,M,False,46.212,46.538,46.807,47.462,48.281,48.831,48.496,49.285,49.24,49.72,49.353,49.501,49.78,49.983,49.757
460,M,True,32.528,32.22,32.248,32.081,31.655,31.761,31.903,32.288,32.152,32.993,33.428,33.239,33.099,33.676,33.325
461,M,True,17.183,17.225,17.065,16.751,17.402,17.01,17.59,17.479,18.415,18.427,18.381,18.611,18.781,18.39,18.832
462,M,False,33.275,33.402,33.205,33.221,33.861,33.735,34.297,33.955,33.744,33.556,33.352,33.677,33.44,33.524,33.407
463,M,True,18.008,18.217,18.226,18.427,18.506,18.439,18.133,18.324,17.973,17.837,17.804,18.089,17.877,17.942,18.219
464,M,True,26.695,26.813,26.855,26.965,27.087,26.882,28.909,28.351,27.099,27.74,28.987,28.624,28.29,28.055,27.288
465,M,False,11.277,11.206,11.276,11.226,11.207,11.243,11.267,11.355,11.336,11.279,11.296,11.317,11.406,11.273,11.266
466,M,False,32.076,32.945,31.118,28.915,33.553,41.205,43.205,39.052,43.348,39.537,41.407,34.962,41.214,40.674,40.164
467,M,False,11.097,11.093,11.091,11.197,11.326,11.133,10.975,10.62,10.522,10.461,10.331,10.381,9.9465,10.007,9.9554
468,M,False,11.179,11.267,11.324,11.288,11.281,11.157,11.176,11.269,11.28,11.347,11.267,11.312,11.232,11.284,11.364
469,M,False,13.125,13.016,13.055,13.193,13.096,13.173,13.194,13.255,13.408,13.182,13.194,13.234,13.116,13.082,13.178
470,M,False,25.052,24.884,24.896,24.53,24.479,24.628,24.854,24.692,24.882,25.032,24.759,24.792,24.843,24.8,24.769
471,M,False,20.774,20.925,21.14,20.97,21.143,21.467,21.388,21.275,21.382,21.227,21.231,21.211,21.131,21.411,21.5
472,M,False,7.0222,6.683,5.1499,11.443,4.8617,9.3709,10.505,11.403,10.6,21.942,20.428,12.46,24.696,39.101,12.084
473,M,True,21.082,21.399,21.006,21.209,21.323,20.985,20.788,20.7,20.609,20.839,20.614,20.803,20.603,20.395,20.166
474,M,False,20.016,19.81,20.124,19.961,19.865,19.983,19.996,19.914,20.071,19.832,19.977,20.017,19.991,19.996,20.038
475,M,False,19.833,19.778,19.769,19.794,19.625,19.78,19.474,19.305,19.223,19.256,19.043,19.101,19.176,19.2,18.898
476,M,False,51.452,52.54,52.48,52.613,52.593,52.541,53.046,52.312,52.297,52.382,52.825,52.397,52.934,53.113,53.007
477,M,False,73.232,72.787,69.883,73.423,79.427,80.242,83.357,82.933,81.814,80.379,88.173,84.993,90.576,93.157,92.928
478,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,M,False,31.484,21.393,24.164,29.44,14.789,17.595,18.985,26.319,26.256,21.421,17.136,22.296,27.967,42.999,20.288
480,M,False,28.172,28.219,17.364,16.119,15.943,16.25,9.2615,7.9453,8.2459,6.396,7.185,6.1955,5.26,4.4706,5.3234
481,M,False,21.245,23.055,26.532,23.268,25.171,24.979,25.998,26.787,26.417,27.347,29.146,28.664,28.779,29.962,29.196
482,M,True,15.075,14.287,14.504,13.844,14.167,14.467,14.395,13.896,13.969,13.662,13.742,14.088,13.975,13.631,13.368
483,M,False,12.387,12.453,12.527,12.448,12.428,12.517,11.994,11.834,11.432,11.5,11.326,10.879,10.626,10.479,10.503
484,M,True,10.155,9.9976,10.22,10.028,10.045,10.267,10.252,10.283,10.426,10.306,10.312,10.081,9.9102,10.18,9.891
485,M,True,6.08,6.1075,6.1426,6.0836,6.1423,6.2213,6.0597,6.1995,6.1088,6.0938,6.198,6.0775,6.1141,6.1709,6.3388
486,M,False,5.8933,5.7682,5.6541,5.6731,5.5966,5.6118,5.6202,5.6158,5.6167,5.4994,5.5353,5.5194,5.523,5.5018,5.4868
487,M,True,5.7303,5.7774,5.685,5.6385,5.6215,5.6821,5.5996,5.7372,5.6164,5.6495,5.6547,5.7054,5.7668,5.7513,5.7134
488,M,False,5.6385,5.6215,5.6821,5.5996,5.7372,5.6164,5.6495,5.6547,5.7054,5.7668,5.7513,5.7134,5.6602,5.7566,5.7774
489,M,False,5.7054,5.7668,5.7513,5.7134,5.6602,5.7566,5.7774,5.7059,5.7346,5.7197,5.6091,5.628,5.7069,5.8278,5.7436
490,M,False,5.931,5.9125,5.8343,5.8598,5.854,5.9422,5.9163,5.9794,5.9944,5.9725,5.9686,6.0118,6.0402,6.0493,6.0498
491,M,True,10.662,10.759,10.599,10.604,10.539,10.455,10.561,10.497,10.499,10.541,10.496,10.574,10.544,10.733,10.543
492,M,True,11.636,11.918,11.89,12.182,12.046,12.129,11.869,12.298,12.392,12.613,12.749,13.108,13.154,12.921,12.857
493,M,False,12.821,12.951,12.856,12.964,12.974,12.825,12.819,12.988,13.01,12.982,13.202,13.147,13.24,13.304,13.264
494,M,False,14.456,14.689,14.389,14.51,14.732,15.05,14.64,15.035,15.041,15.299,15.49,15.921,16.207,16.337,16.256
495,M,False,20.718,21.136,20.6,20.835,21.544,20.9,20.727,20.659,20.837,21.087,20.995,20.214,20.391,20.401,20.891
496,M,False,15.619,8.5592,17.013,16.996,16.024,17.303,18.086,13.254,17.603,18.671,16.369,15.986,19.716,20.95,17.677
497,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,M,True,32.388,31.656,45.796,43.65,43.608,33.535,32.939,34.392,29.306,30.214,31.225,26.745,30.865,29.847,24.65
499,M,False,25.645,25.604,25.659,27.249,32.136,30.404,31.32,32.307,33.609,34.778,37.438,34.492,35.138,35.77,39.932
500,M,False,33.609,34.778,37.438,34.492,35.138,35.77,39.932,41.853,41.396,41.898,39.429,43.214,41.612,39.917,36.558
501,M,False,28.815,39.024,41.778,29.386,20.371,18.738,22.71,21.153,16.687,19.5,17.877,23.776,23.437,25.057,27.313
502,M,False,34.255,39.045,40.435,40.48,42.316,40.496,37.815,22.117,27.254,23.906,40.462,29.048,28.423,33.511,39.869
503,M,True,12.07,12.232,12.266,12.253,12.407,12.291,12.544,12.327,12.52,12.434,12.4,12.262,12.4,12.487,12.581
504,M,False,12.581,12.497,12.598,12.695,12.513,12.546,12.444,12.681,12.516,12.359,12.386,12.472,12.456,12.486,12.409
505,M,False,27.29,29.583,28.945,29.688,27.53,28.304,28.191,26.118,23.948,20.679,20.135,19.725,19.959,18.654,18.145
506,M,True,16.735,16.61,16.242,16.938,16.71,17.803,17.621,17.983,18.198,18.885,18.466,18.178,18.435,18.148,17.212
507,M,False,42.874,43.694,41.561,41.899,41.935,41.446,44.171,43.432,46.023,44.274,41.491,44.484,44.198,42.371,43.63
508,M,False,2.1622,0.0,0.0,0.0,0.0,0.0,0.0,2.6863,2.6905,3.2766,3.5276,0.0,0.0,0.0,0.0
509,M,True,9.0242,8.9429,9.0727,9.093,9.0736,9.0588,9.1512,9.1662,9.118,9.1856,9.2151,9.1946,9.3367,9.2593,9.2118
510,M,False,9.5862,9.5755,9.5838,9.5556,9.5779,9.5765,9.6574,9.5841,9.5725,9.6057,9.565,9.5721,9.5426,9.6038,9.5542
511,M,False,9.6574,9.5841,9.5725,9.6057,9.565,9.5721,9.5426,9.6038,9.5542,9.5707,9.5391,9.532,9.6442,9.6296,9.6241
512,M,True,5.3,5.4808,5.4815,5.4491,5.2661,5.1098,5.1958,5.3207,5.4958,5.5634,5.6494,5.3258,5.3729,6.0051,5.5482
513,M,False,6.0953,6.2432,6.1338,6.2247,6.1916,6.2116,6.3732,6.3951,6.3664,6.4867,6.3552,6.4305,6.3624,6.4056,6.4861
514,M,False,11.573,11.518,11.292,11.398,11.459,11.439,11.481,11.597,11.603,11.624,11.52,11.637,11.562,11.624,11.446
515,M,False,14.371,14.357,14.396,14.326,14.422,14.417,14.571,14.46,14.545,14.674,14.681,14.593,14.62,14.599,14.545
516,M,False,64.56,52.348,51.771,59.846,58.91,51.897,63.114,58.649,54.067,53.783,57.287,52.486,67.439,63.172,67.86
517,M,True,30.22,28.498,27.677,27.659,27.38,27.376,27.122,28.466,25.946,26.33,25.274,25.352,25.479,25.066,24.87
518,M,False,11.019,11.127,11.111,11.132,11.329,11.43,11.443,11.243,11.263,11.265,11.246,11.037,10.968,10.984,10.845
519,M,True,14.34,14.005,13.791,13.635,13.943,13.78,13.422,13.569,13.278,13.584,13.499,13.732,14.042,13.553,13.674
520,M,True,11.916,12.1,11.21,11.245,11.466,10.696,10.934,10.847,10.526,10.351,10.381,10.688,10.164,10.411,10.418
521,M,False,11.059,11.277,11.337,11.087,10.995,10.94,11.083,10.839,10.806,10.461,10.303,10.543,10.715,10.448,10.468
522,M,True,9.7593,9.9453,10.077,10.01,10.143,10.352,10.249,10.506,10.396,10.452,10.551,10.426,10.511,10.236,10.231
523,M,False,10.903,11.016,10.965,10.882,10.745,10.767,10.966,10.873,11.029,11.127,11.292,11.255,11.229,11.169,11.249
524,M,True,11.467,11.605,11.657,11.591,11.53,11.537,11.611,11.698,11.505,11.539,11.677,11.707,11.793,11.802,11.792
525,M,False,10.789,10.85,10.76,10.848,10.768,10.728,10.813,10.781,10.795,10.596,10.732,10.741,10.6,10.569,10.582
526,M,True,15.198,15.244,15.197,15.095,15.179,14.986,15.084,15.18,15.064,14.435,15.135,15.121,15.274,14.927,14.978
527,M,False,15.339,15.37,15.408,15.446,15.486,15.745,15.773,15.871,15.99,16.247,16.109,16.32,16.096,16.205,16.388
528,M,False,34.369,33.58,35.31,34.915,38.105,30.966,29.365,32.303,31.64,34.07,33.382,34.832,34.656,37.132,36.433
529,M,False,8.236,8.2208,8.0196,7.8676,7.8411,7.7885,7.8063,8.2696,8.2477,8.2684,8.3049,8.2902,8.3041,8.372,8.1485
530,M,False,18.702,18.496,18.433,18.546,18.682,18.269,19.079,19.352,19.216,19.458,19.512,19.109,19.225,19.266,19.676
531,M,True,10.309,10.37,10.348,10.357,10.373,10.518,10.465,10.433,10.473,10.49,10.339,10.25,10.287,10.232,10.433
532,M,True,10.876,10.998,10.983,11.022,10.962,10.99,11.027,10.981,10.845,10.872,11.109,11.021,11.0,11.122,10.972
533,M,True,21.714,22.697,23.364,23.944,24.16,24.543,23.112,24.147,24.221,24.968,25.492,24.277,25.698,25.407,24.651
534,M,True,11.641,11.531,11.562,11.503,11.584,11.625,11.615,11.639,11.552,11.602,11.572,11.764,11.692,11.811,11.848
535,M,True,11.963,12.096,11.996,11.937,12.057,11.892,11.938,11.847,12.0,12.073,11.953,12.014,12.014,12.007,12.011
536,M,False,12.073,11.953,12.014,12.014,12.007,12.011,11.956,11.844,11.735,11.803,11.696,11.676,11.759,11.723,11.645
537,M,True,29.933,29.68,29.22,28.483,26.848,25.984,25.462,27.278,26.769,27.307,27.218,26.161,25.696,24.168,25.204
538,M,True,11.864,11.82,11.849,11.677,11.864,11.653,11.639,11.713,11.662,11.811,11.691,11.65,11.674,11.693,11.574
539,M,False,11.713,11.662,11.811,11.691,11.65,11.674,11.693,11.574,11.653,11.564,11.646,11.735,11.642,11.633,11.713
540,M,False,25.696,24.168,25.204,25.051,21.959,21.96,20.78,20.963,21.125,21.831,21.356,20.331,22.671,22.089,22.659
541,M,False,11.65,11.674,11.693,11.574,11.653,11.564,11.646,11.735,11.642,11.633,11.713,11.609,11.504,11.487,11.536
542,M,False,11.653,11.564,11.646,11.735,11.642,11.633,11.713,11.609,11.504,11.487,11.536,11.562,11.521,11.57,11.557
543,M,False,22.58,21.752,20.192,20.626,21.395,21.825,21.534,21.491,22.009,21.974,22.147,21.882,22.428,22.964,22.757
544,M,True,11.19,11.312,11.304,11.123,11.184,11.258,11.212,11.346,11.248,11.23,11.21,11.2,11.187,11.214,11.234
545,M,True,11.018,11.02,10.947,10.921,11.073,11.23,11.22,11.237,11.233,11.241,11.159,11.203,11.157,11.18,11.088
546,M,False,10.919,10.965,11.055,11.033,10.984,11.641,11.456,11.759,11.015,11.691,10.86,11.42,10.959,11.262,11.128
547,M,True,11.262,11.128,11.092,11.215,10.816,10.932,10.898,10.901,10.911,10.851,10.802,10.892,10.873,10.932,11.208
548,M,True,14.539,14.798,14.939,14.985,15.073,13.258,13.27,15.191,13.344,13.502,15.446,15.552,15.326,15.569,15.713
549,M,True,15.867,15.918,15.846,16.159,16.342,16.366,16.318,16.614,16.746,16.935,17.044,16.953,16.962,16.693,16.768
550,M,False,15.274,15.137,15.282,15.495,15.504,15.162,15.363,15.338,15.303,15.625,16.01,16.239,16.004,15.842,15.856
551,M,False,16.185,16.137,15.802,15.477,15.824,15.96,15.963,15.623,15.571,15.57,15.645,15.831,16.108,16.241,15.913
552,M,False,22.48,22.23,25.142,27.108,30.244,27.993,30.867,27.501,23.979,23.936,24.861,22.764,22.006,22.34,21.887
553,M,True,118.57,3.6631,115.33,112.26,112.87,112.66,3.8019,3.5247,3.3209,3.4621,3.5824,3.375,3.2018,3.3076,3.4324
554,M,False,3.5234,3.6862,3.558,3.7642,3.104,3.3843,3.1816,3.6791,3.655,3.5102,3.5902,3.5958,3.6741,3.677,4.0317
555,M,True,13.194,19.57,17.087,15.141,16.418,20.678,8.6433,23.316,13.198,17.874,67.147,22.85,72.42,10.797,66.056
556,M,False,17.087,15.141,16.418,20.678,8.6433,23.316,13.198,17.874,67.147,22.85,72.42,10.797,66.056,29.169,22.519
557,M,False,16.774,16.887,16.663,16.668,16.635,16.395,16.384,16.269,16.244,16.188,16.097,15.829,16.013,15.956,15.805
558,M,True,17.484,17.427,18.173,18.406,18.343,17.999,18.312,18.356,18.238,18.055,18.217,18.577,18.574,18.881,18.557
559,M,False,22.217,22.32,22.488,22.218,22.341,22.541,21.89,22.245,22.028,22.181,22.558,22.741,22.935,23.312,23.115
560,M,False,13.294,12.961,12.919,12.948,13.006,13.066,13.086,12.942,12.891,12.976,12.751,12.868,12.843,13.115,13.174
561,M,False,23.022,23.026,23.039,23.132,23.234,23.646,23.436,23.121,22.799,23.321,22.695,22.972,22.992,23.563,23.246
562,M,False,79.302,76.657,82.449,91.56,114.55,111.8,100.32,93.171,108.4,116.11,79.977,8.934,31.828,27.794,27.364
563,M,False,11.009,11.754,11.93,11.687,11.542,11.705,13.377,11.647,11.706,11.747,11.517,11.442,13.866,13.665,13.781
564,M,False,8.8037,8.9164,8.8879,9.7223,8.7176,8.5117,8.5578,9.3165,9.2046,9.0953,9.1023,9.1639,9.9201,10.326,10.849
565,M,False,22.916,16.614,16.608,16.265,21.955,21.925,21.307,21.777,21.448,21.789,22.242,22.77,22.544,22.853,23.123
566,M,False,8.4136,8.3574,7.4455,7.4143,8.1165,8.1419,8.0639,8.1431,7.5995,7.5907,7.7476,7.9612,8.064,8.0219,8.1227
567,M,True,4.4269,4.3368,4.2926,4.2557,4.2794,4.2915,4.2374,4.2456,4.1568,4.2641,4.3607,4.3976,6.739,6.8023,4.6841
568,M,False,5.2218,5.1684,5.3138,5.5666,5.8492,5.753,5.9681,7.7087,7.6241,7.6011,7.6869,7.0761,7.1419,6.8848,6.7441
569,M,False,8.2073,7.8312,8.8034,10.792,8.3072,8.3057,7.7552,7.7132,7.2319,7.0015,6.8601,7.7267,8.3911,8.824,7.7932
570,M,True,12.216,12.193,12.239,12.118,12.089,12.078,12.111,12.105,12.17,12.196,12.198,12.102,11.96,11.983,12.065
571,M,False,12.089,12.078,12.111,12.105,12.17,12.196,12.198,12.102,11.96,11.983,12.065,11.968,11.894,11.855,11.837
572,M,True,13.999,13.729,13.83,14.01,14.17,14.118,14.157,14.131,13.858,13.954,13.892,13.841,13.935,13.899,13.79
573,M,False,13.812,13.695,13.575,13.54,13.531,13.621,13.514,13.502,13.368,13.368,13.637,13.562,13.521,13.478,13.547
574,M,False,13.575,13.54,13.531,13.621,13.514,13.502,13.368,13.368,13.637,13.562,13.521,13.478,13.547,13.465,13.405
575,M,True,21.21,20.575,20.699,20.547,21.245,21.481,21.317,20.808,21.214,20.774,20.813,20.33,20.332,20.503,20.359
576,M,False,33.771,37.944,36.464,35.324,34.706,38.239,37.244,35.945,13.456,35.807,40.249,42.219,49.093,47.344,43.984
577,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,M,False,51.913,2.3207,2.1604,0.0,2.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.303,46.877,0.0
579,M,True,26.067,26.047,25.85,25.875,25.394,25.564,25.674,25.837,25.738,25.915,25.939,25.964,25.942,25.94,25.883
580,M,True,26.013,26.174,26.153,26.144,26.021,26.343,26.193,26.504,26.389,26.317,26.331,26.301,26.578,26.02,25.745
581,M,False,25.77,26.14,26.008,26.081,25.749,25.291,25.199,25.32,25.158,25.443,25.973,25.979,26.252,26.746,26.115
582,M,True,25.609,25.794,25.962,26.076,25.898,25.93,25.882,26.065,26.468,26.325,26.43,26.784,26.797,27.058,26.932
583,M,False,26.43,26.784,26.797,27.058,26.932,27.211,27.131,27.272,27.692,27.28,27.216,27.766,27.609,28.152,28.097
584,M,False,26.731,26.679,26.864,26.818,25.926,25.817,26.222,25.919,26.39,26.184,26.062,26.686,26.12,26.542,26.778
585,M,False,12.396,12.643,12.053,12.141,12.079,12.116,12.304,12.135,12.34,12.269,12.284,12.172,12.309,12.056,12.087
586,M,False,12.186,12.229,12.236,12.413,12.3,12.28,12.084,12.053,11.715,11.59,11.513,11.195,11.251,11.128,11.084
587,M,False,10.371,10.425,9.7968,10.066,10.29,10.514,10.697,10.629,10.883,10.596,10.601,10.451,10.03,10.606,10.103
588,M,True,4.2658,4.16,4.1118,4.122,5.3372,5.4026,5.2592,5.1824,5.0687,5.0087,5.0706,5.0341,4.9055,4.8704,4.7459
589,M,True,4.7459,4.7393,4.6123,4.5372,4.6531,4.6604,4.4766,4.3164,4.3205,4.2242,4.1345,4.0639,4.057,3.9598,4.0644
590,M,False,4.6531,4.6604,4.4766,4.3164,4.3205,4.2242,4.1345,4.0639,4.057,3.9598,4.0644,3.9685,3.9718,4.0544,4.1284
591,M,False,4.1345,4.0639,4.057,3.9598,4.0644,3.9685,3.9718,4.0544,4.1284,4.1032,4.1118,4.0224,3.8929,3.9038,3.8896
592,M,False,4.057,3.9598,4.0644,3.9685,3.9718,4.0544,4.1284,4.1032,4.1118,4.0224,3.8929,3.9038,3.8896,3.8225,3.7838
593,M,False,4.0224,3.8929,3.9038,3.8896,3.8225,3.7838,3.7664,3.649,3.5904,3.454,3.5199,3.5628,3.538,3.5935,3.5617
594,M,False,3.5617,3.5018,3.4016,3.4568,3.4052,3.4257,3.3954,3.4166,3.3432,3.3426,3.3594,3.3165,3.2917,3.3165,3.3348
595,M,True,2.9544,2.9374,2.9659,3.1788,2.9868,2.9497,2.9399,2.9896,2.9833,2.962,3.0657,2.9817,3.0085,3.0848,2.9873
596,M,True,3.9642,4.0086,3.9377,3.8724,3.8967,3.9129,3.9568,3.9501,3.97,4.2364,3.8956,3.8398,3.8047,3.7986,3.7574
597,M,False,3.8255,3.8492,3.8218,3.8389,3.8055,3.8157,3.7919,3.8519,3.8944,3.8962,3.9119,3.8767,3.8046,3.8663,3.9365
598,M,True,3.4922,3.4837,3.4213,3.4593,3.435,3.4519,3.4479,3.4171,3.4343,3.477,3.4313,3.5851,3.5137,3.4657,3.4672
599,M,False,3.4213,3.4593,3.435,3.4519,3.4479,3.4171,3.4343,3.477,3.4313,3.5851,3.5137,3.4657,3.4672,3.424,3.4202
600,M,True,3.7912,3.8321,3.8137,3.8565,3.843,3.7779,3.7714,3.849,3.8523,3.7521,3.763,3.7635,3.7752,3.7847,3.8006
601,M,False,3.7847,3.8006,3.7928,3.7619,3.7734,3.8479,3.8355,3.8324,3.8615,3.8771,3.9293,3.8705,3.8179,3.8389,3.8748
