,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15
1833,N,False,47.256,46.936,47.098,47.228,46.975,46.885,47.016,46.843,46.83,47.006,46.708,46.517,46.385,46.307,46.095
1834,N,False,33.979,35.479,35.169,33.559,33.912,33.482,33.46,34.102,33.474,33.395,33.182,32.739,32.654,33.017,32.772
1835,N,False,44.234,44.341,44.193,44.145,44.188,44.307,44.34,44.462,44.451,44.334,44.252,44.481,44.668,44.499,44.343
1836,N,False,28.187,28.474,28.153,28.547,27.822,27.456,28.814,28.388,27.847,27.352,27.61,27.883,28.101,27.49,27.553
1837,N,False,44.235,44.548,44.614,44.31,44.393,44.821,44.608,44.618,44.805,44.792,45.089,45.058,44.963,45.074,45.231
1838,N,False,28.85,28.965,29.069,29.108,29.293,29.185,29.063,29.218,29.073,29.319,29.365,29.182,29.373,29.161,28.909
1839,N,False,35.062,35.679,35.764,34.975,35.423,34.196,33.731,33.047,33.414,33.442,32.36,33.191,32.06,32.446,32.258
1840,N,False,32.044,31.678,31.437,31.846,32.031,30.9,31.35,31.275,31.942,32.834,32.687,32.538,32.538,31.411,30.47
1841,N,False,29.382,28.997,29.284,29.325,28.225,28.092,27.773,28.35,27.963,28.479,27.975,28.595,28.157,28.304,27.794
1842,N,False,28.611,28.731,28.887,29.208,29.306,29.184,28.791,29.479,29.637,29.079,29.149,30.015,29.036,29.256,29.356
1843,N,False,43.566,44.594,42.83,42.29,43.224,37.364,39.285,39.591,40.544,36.435,36.192,36.369,37.191,37.104,35.904
1844,N,False,49.882,50.092,49.757,50.317,49.761,50.328,50.345,51.061,51.736,51.586,51.026,51.644,51.576,52.089,51.922
1845,N,False,39.875,39.676,40.214,39.914,39.786,40.17,39.98,39.811,39.999,40.106,40.051,40.15,40.018,40.075,40.183
1846,N,False,33.642,33.68,33.503,33.639,33.48,33.058,34.366,34.606,35.518,35.578,34.225,34.756,34.047,37.065,34.98
1847,N,False,38.403,38.34,38.532,38.489,38.493,38.233,38.089,38.335,38.114,38.379,38.156,38.063,37.896,37.849,37.609
1848,N,False,34.079,33.734,33.41,33.709,33.569,33.45,33.644,33.069,32.735,33.583,32.59,32.764,34.188,33.222,33.282
1849,N,False,36.642,39.318,36.813,37.926,37.521,36.52,34.627,34.701,33.393,33.055,31.581,31.253,31.106,30.447,32.767
1850,N,False,28.359,27.805,27.893,27.843,28.24,27.108,27.278,27.551,27.547,27.236,26.838,26.856,26.81,27.575,27.343
1851,N,False,53.109,53.134,53.121,52.892,52.743,52.688,52.476,52.429,52.368,52.371,52.726,52.783,52.281,51.748,52.169
1852,N,False,34.511,34.637,34.699,34.737,34.76,34.633,34.978,34.864,34.799,34.885,34.865,34.836,34.759,34.769,34.933
1853,N,False,34.511,34.637,34.699,34.737,34.76,34.633,34.978,34.864,34.799,34.885,34.865,34.836,34.759,34.769,34.933
1854,N,False,31.378,31.776,32.626,32.964,33.302,32.663,32.486,32.77,33.648,32.67,33.169,33.381,33.721,33.397,33.571
1855,N,False,33.817,33.987,34.461,34.043,33.943,33.996,33.779,33.32,33.513,32.827,32.917,33.177,33.009,33.159,33.33
1856,N,False,28.293,28.226,28.418,28.191,28.667,28.914,29.251,29.186,29.516,29.052,28.67,28.6,28.943,28.618,29.042
1857,N,False,39.04,38.908,38.924,37.995,39.528,39.775,40.487,39.395,39.622,40.519,39.179,39.681,39.565,39.458,38.562
1858,N,False,30.49,30.223,30.097,30.177,30.021,30.178,30.119,30.119,30.094,30.463,30.55,30.804,30.599,30.908,31.001
1859,N,False,43.549,43.435,43.463,43.099,43.007,42.705,42.866,43.048,42.7,42.71,42.752,42.794,42.62,42.509,42.5
1860,N,False,31.646,31.43,31.76,32.083,31.705,31.899,30.908,31.929,31.972,31.809,32.123,30.81,31.058,31.08,30.92
1861,N,False,52.113,52.817,52.95,53.306,53.283,54.036,53.964,53.84,54.912,54.613,54.595,54.46,54.615,54.81,54.531
1862,N,False,30.935,30.721,30.836,29.947,32.604,32.846,34.143,30.542,32.185,31.358,30.481,32.028,30.596,30.722,29.544
1863,N,False,31.289,30.352,30.529,30.946,31.203,30.172,32.425,32.189,31.36,31.477,31.06,34.057,33.526,32.256,32.866
1864,N,False,56.123,56.275,55.948,56.174,56.385,56.131,56.077,56.038,56.029,56.041,55.76,55.838,55.691,55.597,55.38
1865,N,False,43.934,42.489,42.382,42.803,42.637,41.469,41.442,42.453,43.189,42.645,42.283,42.505,42.422,42.698,42.323
1866,N,False,44.994,44.372,45.212,45.043,45.223,45.213,45.341,45.179,44.926,44.874,44.459,44.466,44.998,44.569,44.871
1867,N,False,43.578,43.278,43.559,42.058,42.866,42.961,43.278,43.048,43.2,44.857,43.862,43.316,43.466,44.174,43.618
1868,N,False,56.006,49.927,49.589,54.932,48.792,48.214,48.086,47.877,48.67,48.67,47.815,48.469,48.389,48.01,48.234
1869,N,False,26.567,26.524,26.311,26.258,26.365,26.257,26.106,26.613,26.36,26.313,26.482,26.731,26.712,27.097,27.227
1870,N,False,34.693,34.345,34.089,34.09,33.502,33.459,33.621,33.852,33.294,32.942,31.84,32.046,31.776,32.361,31.82
1871,N,False,47.3,46.342,46.364,46.716,46.631,47.359,48.192,47.81,47.643,46.828,46.754,46.882,46.529,46.685,46.812
1872,N,False,38.199,38.559,38.405,38.701,38.736,38.794,38.372,38.449,38.304,37.69,37.625,37.801,37.559,36.905,37.056
1873,N,False,37.727,37.897,37.67,37.285,37.27,37.389,36.943,37.136,36.757,36.871,36.356,36.515,36.747,36.844,37.317
1874,N,False,32.163,32.285,32.565,32.278,32.189,32.117,32.29,32.091,31.876,32.516,32.441,32.156,32.6,32.843,33.056
1875,N,False,38.644,38.413,39.578,39.158,39.457,37.9,37.535,39.044,36.163,36.171,36.785,36.277,35.437,34.295,35.832
1876,N,False,53.726,53.572,53.193,53.192,53.3,53.189,52.728,52.975,52.231,52.574,52.803,52.438,52.675,52.759,52.761
1877,N,False,33.638,33.592,33.879,33.502,32.584,32.247,32.797,32.575,31.927,32.192,32.108,32.389,32.733,33.079,33.124
1878,N,False,37.158,37.499,37.777,37.444,37.423,37.423,37.237,37.316,37.361,37.301,37.73,37.772,37.926,37.716,37.274
1879,N,False,35.026,34.617,33.958,34.273,35.283,34.937,35.684,35.618,36.57,36.63,35.161,36.447,36.127,37.221,36.955
1880,N,False,42.114,42.491,41.355,41.374,41.598,40.542,39.53,39.848,39.51,39.541,38.955,39.129,39.896,39.975,39.63
1881,N,False,34.282,33.934,33.296,33.585,33.288,32.724,32.866,32.858,33.494,34.107,34.707,34.568,34.516,34.829,34.882
1882,N,False,34.282,33.934,33.296,33.585,33.288,32.724,32.866,32.858,33.494,34.107,34.707,34.568,34.516,34.829,34.882
1883,N,False,56.289,56.551,56.236,55.737,55.766,55.745,55.641,56.149,55.844,55.293,55.573,55.848,56.384,55.88,56.183
1884,N,False,44.328,44.347,44.76,44.917,44.908,44.944,44.837,44.88,44.722,44.679,44.426,44.24,44.316,44.048,43.937
1885,N,False,34.322,34.248,34.353,34.375,34.399,34.463,34.28,34.228,34.51,34.421,34.394,34.386,34.351,34.333,34.272
1886,N,False,45.978,46.635,45.787,46.361,44.585,45.172,46.419,45.832,45.61,46.719,45.535,45.752,45.991,45.577,44.746
1887,N,False,39.069,38.971,38.873,38.625,38.214,38.319,38.53,38.773,38.216,38.36,38.402,37.766,37.431,37.472,37.391
1888,N,False,36.964,37.079,37.166,37.211,37.448,37.644,37.661,37.599,37.586,37.572,37.787,37.61,37.448,37.75,37.777
1889,N,False,45.913,45.703,45.677,45.665,45.878,45.897,45.614,45.492,45.187,45.246,45.207,45.292,45.173,45.345,45.431
1890,N,False,34.465,34.32,34.146,34.206,34.081,33.953,33.846,33.885,33.984,33.838,33.903,34.168,33.933,34.243,34.26
1891,N,False,34.686,33.939,34.986,34.456,33.872,33.172,32.805,32.516,33.29,33.341,33.621,33.812,32.876,33.145,33.442
1892,N,False,35.093,34.993,34.927,34.998,35.281,35.213,35.064,35.125,35.009,35.081,35.079,35.149,35.206,35.296,35.365
1893,N,False,35.093,34.993,34.927,34.998,35.281,35.213,35.064,35.125,35.009,35.081,35.079,35.149,35.206,35.296,35.365
1894,N,False,32.475,32.45,32.032,33.101,33.445,33.559,33.693,32.739,33.024,34.018,34.303,34.482,35.151,35.655,35.79
1895,N,False,32.475,32.45,32.032,33.101,33.445,33.559,33.693,32.739,33.024,34.018,34.303,34.482,35.151,35.655,35.79
1896,N,False,29.233,29.286,29.382,29.323,29.378,29.525,29.524,29.494,29.884,29.739,30.39,30.369,30.179,30.168,29.68
1897,N,False,53.276,53.362,53.113,52.993,53.123,53.33,53.446,53.396,53.486,53.565,53.801,53.822,53.748,54.043,53.775
1898,N,False,41.389,41.534,41.829,42.287,43.27,42.85,42.627,41.711,41.406,41.163,41.66,40.804,41.494,41.251,41.311
1899,N,False,43.817,43.696,43.691,44.017,43.781,43.832,43.845,43.921,43.997,44.001,44.057,43.94,43.935,43.822,43.779
1900,N,False,51.637,51.705,51.816,51.663,51.894,51.785,52.039,51.836,52.009,51.992,52.057,52.015,51.857,51.993,51.91
1901,N,False,36.789,36.36,36.554,36.177,34.935,33.751,34.577,34.553,34.566,34.735,34.125,34.92,36.068,36.242,36.241
1902,N,False,30.983,32.519,30.749,31.197,30.982,30.121,30.549,32.03,31.468,31.105,30.83,30.533,30.395,30.507,28.442
1903,N,False,41.732,41.535,42.405,40.308,42.303,43.565,41.582,41.267,43.085,40.019,39.615,40.457,40.071,41.772,40.6
1904,N,False,42.794,43.226,43.026,42.237,42.94,40.466,39.591,39.643,38.225,38.878,40.049,39.799,39.317,38.347,38.526
1905,N,False,47.989,48.258,48.219,48.122,48.114,48.263,48.232,48.337,48.261,48.341,48.118,48.013,48.218,48.108,48.2
1906,N,False,38.366,37.337,36.849,36.2,36.451,36.772,36.462,36.319,35.967,36.304,35.421,35.936,35.34,35.344,34.324
1907,N,False,41.508,41.476,41.303,41.238,41.234,41.012,40.799,40.773,40.681,40.558,40.323,40.273,40.177,40.132,40.156
1908,N,False,42.619,42.585,42.599,42.507,43.473,42.652,42.735,42.253,42.328,41.976,41.204,41.323,41.088,40.259,39.633
1909,N,False,24.91,25.046,25.133,24.921,24.815,25.139,24.954,24.658,24.717,25.009,24.674,24.564,24.49,24.424,24.46
1910,N,False,77.627,65.606,65.389,64.872,63.764,60.5,59.594,61.565,62.078,60.665,58.334,56.408,56.757,56.285,56.44
1911,N,False,30.893,31.664,31.847,31.606,31.358,31.839,31.986,31.002,30.962,31.445,31.4,31.93,32.419,31.871,31.787
1912,N,False,46.23,45.982,44.754,44.993,43.676,43.372,44.005,44.657,44.551,45.889,46.001,45.044,45.312,45.021,43.624
1913,N,False,29.698,29.682,29.245,29.291,29.77,29.289,28.911,29.447,29.176,29.428,29.317,29.481,29.37,29.589,29.97
1914,N,False,28.048,27.804,28.071,29.007,28.748,29.355,30.491,29.817,30.419,29.191,28.764,29.372,29.398,28.236,29.571
1915,N,False,39.362,38.544,38.655,40.135,40.369,40.77,41.171,41.337,39.433,40.981,41.315,41.125,41.031,41.083,41.658
1916,N,False,27.469,27.309,27.433,27.508,27.018,28.134,28.456,29.103,29.428,29.258,28.916,27.723,27.622,28.264,27.698
1917,N,False,37.977,38.475,38.509,38.815,38.629,38.526,38.556,38.699,38.815,38.268,38.731,38.375,37.904,38.833,38.469
1918,N,False,30.639,31.075,31.451,30.671,30.983,30.895,31.14,31.41,31.326,31.142,31.264,31.254,30.973,31.359,30.921
1919,N,False,43.247,43.44,42.495,42.406,42.794,41.685,42.259,43.197,42.18,40.979,40.745,41.797,42.929,43.214,42.299
1920,N,False,33.645,34.791,34.361,34.049,33.815,34.225,33.508,34.481,35.822,34.664,34.818,35.905,35.828,38.194,39.06
1921,N,False,30.07,31.128,31.351,30.504,30.411,30.353,30.58,30.275,30.39,30.889,31.453,32.393,32.712,32.451,32.569
1922,N,False,45.926,45.908,45.863,43.262,40.261,42.376,39.914,41.898,42.001,42.64,41.261,38.574,42.149,41.701,40.533
1923,N,False,30.298,30.722,30.002,30.051,30.246,30.705,31.701,31.042,31.434,31.313,31.32,31.137,31.214,31.086,32.483
1924,N,False,27.157,26.814,27.219,27.31,27.097,27.508,27.716,28.017,27.593,27.377,27.135,27.139,27.511,26.881,27.047
1925,N,False,40.146,40.134,40.377,40.27,39.971,40.268,40.134,40.197,39.456,39.517,39.259,40.043,39.148,39.751,39.995
1926,N,False,43.21,43.405,43.177,43.057,43.466,43.306,43.097,43.067,43.047,43.376,43.29,43.291,43.972,43.638,43.389
1927,N,False,43.21,43.405,43.177,43.057,43.466,43.306,43.097,43.067,43.047,43.376,43.29,43.291,43.972,43.638,43.389
1928,N,False,37.258,38.428,40.651,40.252,40.222,39.257,40.193,39.052,37.837,39.104,38.488,38.888,37.821,39.349,39.329
1929,N,False,37.926,37.353,36.821,37.898,37.177,37.797,37.61,37.346,37.304,38.498,37.313,36.093,36.789,36.141,36.239
1930,N,False,53.979,54.225,54.282,54.361,53.973,54.174,54.104,54.417,54.114,53.678,54.154,53.795,53.803,53.792,53.82
1931,N,False,41.479,41.983,42.152,42.337,41.937,41.327,41.5,41.654,41.649,42.188,41.698,42.576,42.342,41.646,41.217
1932,N,False,57.387,57.228,56.976,56.998,56.698,56.751,56.697,56.644,56.788,56.833,57.074,56.867,57.233,56.887,56.494
1933,N,False,44.612,44.73,44.467,42.943,42.908,41.682,40.866,41.283,40.318,40.308,40.115,40.292,40.23,41.083,41.222
1934,N,False,45.577,46.046,45.872,45.907,46.051,45.914,45.9,45.989,45.798,45.595,45.825,45.56,45.94,46.138,46.19
1935,N,False,44.612,44.73,44.467,42.943,42.908,41.682,40.866,41.283,40.318,40.308,40.115,40.292,40.23,41.083,41.222
1936,N,False,45.111,45.196,45.075,45.204,45.137,45.193,45.091,45.207,45.197,45.254,45.188,45.053,45.192,45.301,45.23
1937,N,False,32.736,33.115,33.805,32.751,32.988,32.901,33.152,32.781,32.782,33.527,33.378,33.269,33.895,33.362,32.372
1938,N,False,41.585,41.941,43.093,42.219,44.645,44.685,43.474,43.672,43.546,42.23,42.576,42.395,42.58,43.182,43.608
1939,N,False,50.321,50.409,50.019,50.148,50.254,50.161,50.358,50.585,50.587,50.96,50.874,50.536,51.458,51.333,51.614
1940,N,False,33.197,34.069,34.232,34.62,34.985,34.898,34.792,35.253,35.089,35.396,35.545,35.259,35.269,35.204,35.137
1941,N,False,43.521,43.554,43.443,43.79,43.18,43.882,43.541,43.71,43.335,42.905,43.369,43.224,42.922,43.014,43.024
1942,N,False,38.624,38.572,38.72,38.751,38.624,38.694,38.885,39.027,39.102,39.284,39.353,39.303,39.421,39.553,39.527
1943,N,False,30.968,30.842,31.477,31.223,31.439,31.599,31.364,31.236,30.908,31.436,31.311,31.306,31.072,30.797,30.514
1944,N,False,62.787,61.658,62.095,61.788,61.366,61.535,61.374,62.344,61.872,61.914,62.469,63.122,62.255,61.724,62.508
1945,N,False,35.975,36.152,36.273,36.212,36.222,36.202,36.429,36.595,36.635,36.902,36.937,36.969,37.13,36.985,36.979
1946,N,False,45.084,45.022,45.621,45.003,44.782,45.091,45.049,44.498,45.588,44.797,44.98,44.407,44.68,45.166,44.585
1947,N,False,38.68,38.393,39.742,39.316,38.99,39.052,38.958,39.44,38.969,39.112,37.848,39.31,39.927,39.077,40.464
1948,N,False,32.367,32.542,31.669,31.177,31.525,32.475,33.813,33.148,33.794,32.903,33.859,32.931,32.289,33.209,33.365
1949,N,False,37.517,36.82,36.849,36.091,35.306,35.441,34.533,35.759,35.138,35.249,34.585,36.493,35.879,37.206,37.681
1950,N,False,48.794,48.149,48.102,48.164,48.123,46.9,47.392,46.615,47.03,46.136,45.301,45.772,46.065,46.688,45.827
1951,N,False,40.142,39.281,40.125,39.03,39.442,37.991,37.134,36.941,38.678,37.395,37.908,36.976,37.174,35.155,34.483
1952,N,False,30.182,30.191,30.454,30.599,30.91,30.959,31.586,32.129,32.007,32.381,32.422,31.743,32.389,32.388,31.182
1953,N,False,43.754,44.555,43.636,41.903,42.295,41.72,42.04,44.052,44.977,45.069,45.039,44.482,45.778,46.417,45.101
1954,N,False,35.393,35.105,35.548,36.199,35.029,35.778,35.18,34.782,33.908,34.079,34.507,34.787,34.521,34.737,33.307
1955,N,False,39.002,39.379,39.409,39.265,39.295,39.044,39.32,39.648,39.481,39.492,39.872,40.132,40.004,40.128,40.159
1956,N,False,29.633,28.946,28.357,28.151,28.113,27.882,28.031,28.07,28.149,27.942,28.096,27.72,27.599,27.688,27.345
1957,N,False,52.307,52.244,53.078,51.679,51.219,52.013,53.035,53.814,52.895,53.322,54.467,54.181,53.144,52.775,51.8
1958,N,False,38.577,44.295,51.969,57.035,56.77,52.319,38.732,38.547,40.403,37.594,31.041,35.396,33.329,40.312,41.555
1959,N,False,30.587,31.242,31.045,31.54,30.943,30.506,30.342,30.137,30.377,30.108,29.703,29.636,29.422,29.854,29.835
1960,N,False,31.486,31.28,31.98,31.77,31.687,30.336,30.165,30.933,31.208,30.385,29.289,31.04,30.72,29.156,28.851
1961,N,False,45.137,44.58,45.159,45.155,45.802,45.838,45.774,46.379,46.005,46.425,44.261,43.79,44.03,43.247,42.463
1962,N,False,35.584,36.3,36.267,35.865,35.234,35.525,35.041,34.85,35.025,35.875,35.779,34.137,34.614,34.3,35.362
1963,N,False,35.311,35.258,35.636,35.399,35.34,35.531,35.378,35.693,35.015,35.301,35.013,35.461,35.22,35.195,34.988
1964,N,False,28.24,28.89,28.131,27.825,27.614,28.276,28.918,28.492,28.284,28.492,28.476,28.048,28.487,28.874,29.238
1965,N,False,48.153,47.881,48.013,47.759,47.694,47.92,48.201,48.389,48.569,48.701,49.077,49.314,49.424,49.402,49.481
1966,N,False,58.404,58.243,58.165,58.286,58.558,58.45,58.581,58.675,58.756,58.851,58.474,58.686,58.663,58.874,58.704
1967,N,False,52.13,52.005,52.205,52.245,52.58,52.582,52.771,52.48,52.434,52.471,52.279,52.265,52.182,52.018,52.363
1968,N,False,30.885,31.443,31.588,31.061,31.429,30.916,32.047,31.061,31.283,31.607,31.841,31.243,31.373,30.717,31.119
1969,N,False,37.443,35.273,35.305,35.675,35.113,35.932,36.038,35.381,37.461,36.827,38.038,38.614,38.684,39.271,39.041
1970,N,False,33.504,33.526,33.228,33.978,33.938,31.761,33.369,34.767,34.197,34.408,32.846,33.468,33.879,31.783,32.267
1971,N,False,41.707,43.335,42.901,44.95,42.981,44.877,45.328,44.826,45.971,44.263,44.088,43.803,44.458,47.266,47.924
1972,N,False,41.183,40.832,41.163,41.313,41.234,41.157,41.514,41.27,41.47,41.295,41.382,41.467,41.736,41.589,41.278
1973,N,False,34.472,34.267,34.552,34.552,34.847,34.231,34.28,34.509,34.577,33.992,33.906,33.304,33.155,33.305,33.302
1974,N,False,37.983,38.419,38.551,38.635,38.268,37.832,37.266,36.424,35.673,35.946,34.763,35.135,35.48,35.916,36.032
1975,N,False,60.909,61.482,61.627,61.33,61.383,61.33,61.159,60.979,60.92,60.809,60.617,60.635,61.191,61.167,61.36
1976,N,False,28.285,28.407,28.724,29.117,28.942,28.872,29.37,29.876,29.045,29.114,29.265,29.153,28.87,29.021,29.074
1977,N,False,31.81,31.452,31.651,32.031,31.934,31.657,31.378,32.187,32.257,32.531,32.158,32.476,32.148,31.616,31.851
1978,N,False,42.179,41.808,41.959,42.581,42.639,42.4,42.878,43.42,42.813,42.878,42.873,42.96,43.26,43.381,43.022
1979,N,False,30.288,30.162,30.106,30.425,30.385,29.546,30.085,30.267,30.256,30.203,30.184,29.865,29.744,30.005,30.308
1980,N,False,52.184,51.828,50.794,50.361,50.119,49.662,50.427,49.811,48.535,47.99,48.959,48.016,48.753,48.257,46.484
1981,N,False,47.752,47.453,47.668,47.593,47.711,47.675,47.774,48.233,47.729,47.701,47.384,47.49,47.631,47.29,47.173
1982,N,False,30.969,31.082,30.823,30.705,31.27,30.93,31.484,31.199,30.747,31.15,31.823,32.379,32.3,32.662,33.682
1983,N,False,28.88,29.482,29.352,29.24,29.157,29.102,28.761,29.0,28.303,28.438,28.589,28.337,29.118,29.463,29.23
1984,N,False,36.783,36.995,36.951,37.344,36.85,36.941,36.957,37.004,36.985,36.888,36.463,36.63,36.669,36.521,36.485
1985,N,False,29.733,29.129,29.84,28.931,28.581,28.401,29.776,27.927,27.988,28.6,28.458,27.98,27.565,27.185,27.475
1986,N,False,42.924,42.686,42.112,42.812,42.88,42.053,42.057,41.542,42.48,42.816,42.643,41.924,40.927,41.152,41.115
1987,N,False,44.782,44.179,45.097,45.238,45.468,46.705,45.974,45.723,45.79,47.502,47.568,47.882,46.774,45.976,45.739
1988,N,False,43.08,42.512,42.094,42.697,42.747,43.537,43.182,42.721,42.955,43.438,43.041,42.904,42.82,42.663,42.273
1989,N,False,36.844,35.532,34.827,35.456,35.931,35.733,35.518,34.912,35.208,36.208,37.396,36.226,36.801,36.732,35.971
1990,N,False,44.312,42.301,43.576,41.709,42.315,43.215,44.744,45.021,43.489,44.751,46.765,45.124,42.867,42.104,43.594
1991,N,False,55.066,54.783,54.8,54.745,54.691,53.712,54.422,54.505,55.729,55.979,55.372,56.804,57.596,57.286,57.25
1992,N,False,29.893,29.812,28.836,0.0,0.0,0.0,0.0,0.0,0.0,29.607,28.849,30.535,28.959,28.419,29.945
1993,N,False,30.23,29.659,30.136,30.381,30.895,30.322,29.866,30.503,30.46,30.665,31.1,31.004,30.745,30.601,30.456
1994,N,False,31.465,31.638,32.03,31.924,31.762,32.228,32.266,32.181,32.217,32.315,32.845,33.009,32.691,32.843,32.77
1995,N,False,49.832,49.713,49.662,49.434,49.239,49.201,49.152,48.637,49.032,48.383,48.827,48.546,49.19,48.642,49.091
1996,N,False,52.728,53.07,52.681,52.927,52.655,53.195,52.961,52.827,52.619,52.778,53.237,53.004,53.075,53.159,53.412
1997,N,False,31.411,31.436,30.966,30.301,30.894,30.475,30.78,30.388,30.863,30.422,30.592,30.056,29.545,30.286,30.314
1998,N,False,34.701,34.884,35.017,34.754,34.835,35.172,34.895,34.67,34.31,34.541,34.755,34.772,35.124,34.739,34.5
1999,N,False,30.891,30.631,30.743,30.507,30.825,31.084,30.723,30.659,30.529,30.657,30.57,30.069,30.495,30.559,30.347
2000,N,False,46.627,46.688,46.544,46.646,46.731,46.99,47.092,47.167,47.415,47.255,47.239,47.221,47.466,47.477,47.967
2001,N,False,37.904,35.539,36.161,34.987,35.895,37.264,40.36,40.346,37.149,37.378,35.956,35.815,38.275,38.064,39.195
2002,N,False,31.395,31.128,31.143,30.903,31.121,31.941,32.071,31.705,31.804,32.488,32.677,32.777,32.393,32.41,32.086
2003,N,False,31.395,31.128,31.143,30.903,31.121,31.941,32.071,31.705,31.804,32.488,32.677,32.777,32.393,32.41,32.086
2004,N,False,49.419,49.305,49.786,49.641,49.493,49.406,49.281,49.239,49.177,49.493,49.242,49.205,49.087,49.062,48.979
2005,N,False,48.879,49.018,49.034,49.139,48.913,49.353,48.873,48.771,49.272,48.997,49.375,49.837,49.328,47.793,48.935
2006,N,False,28.982,28.821,27.508,28.434,28.714,28.869,28.175,28.875,29.046,28.843,28.86,28.959,28.565,28.538,28.739
2007,N,False,28.788,29.833,29.885,28.928,28.745,28.804,29.143,29.076,29.141,29.011,28.239,28.022,28.561,29.355,28.542
2008,N,False,44.363,44.418,44.226,44.433,44.424,44.575,44.484,44.467,44.558,44.452,44.53,44.634,44.595,44.627,44.493
2009,N,False,31.287,31.69,31.495,31.804,32.047,32.71,34.708,34.032,35.851,32.583,36.825,35.83,36.264,33.953,32.317
2010,N,False,28.095,28.033,28.761,28.492,28.631,29.03,28.824,28.687,28.643,28.532,28.426,28.391,28.728,28.788,28.917
2011,N,False,34.81,35.453,35.089,34.612,34.43,34.966,34.36,34.383,34.893,35.519,35.434,35.005,36.126,34.468,34.996
2012,N,False,26.918,26.912,27.61,27.449,26.992,26.966,26.957,28.264,27.396,27.641,27.477,26.524,26.699,26.555,27.003
2013,N,False,32.517,31.923,31.837,31.643,32.031,32.057,32.742,33.054,31.794,31.414,31.644,31.132,31.322,31.228,31.465
2014,N,False,35.32,35.524,35.692,35.043,34.547,34.636,34.563,33.743,35.256,34.166,34.01,34.919,34.323,33.781,35.986
2015,N,False,29.921,30.329,29.902,29.85,29.818,29.787,29.749,29.618,30.044,29.769,29.599,29.718,29.633,29.67,29.852
2016,N,False,27.179,26.937,26.808,27.022,40.293,26.726,26.891,26.885,26.956,27.142,26.88,27.074,27.06,26.883,26.96
2017,N,False,35.125,35.634,35.247,33.832,33.973,34.998,37.977,34.069,35.064,38.417,36.602,38.823,37.833,37.213,39.724
2018,N,False,46.548,46.344,46.629,46.913,47.212,47.497,47.591,47.689,47.889,46.915,47.748,47.768,48.042,47.971,47.732
2019,N,False,31.086,30.855,30.706,30.037,30.397,29.866,30.868,30.202,29.435,29.762,29.887,29.336,30.217,30.384,30.958
2020,N,False,48.688,48.836,48.942,49.068,49.173,49.348,49.207,49.5,49.517,49.28,49.474,49.636,49.59,49.7,49.575
2021,N,False,36.125,36.35,36.106,36.286,36.076,36.391,36.509,37.048,37.52,37.356,36.809,36.809,36.774,36.208,36.332
2022,N,False,30.694,30.759,30.755,30.848,30.907,30.918,31.172,31.09,31.49,31.077,31.379,31.118,30.813,31.21,31.139
2023,N,False,49.902,50.882,51.855,51.536,51.392,50.99,50.146,50.503,50.55,49.481,49.312,50.086,49.669,48.416,48.788
2024,N,False,39.986,39.795,39.816,39.836,39.688,39.847,39.611,39.903,39.87,40.056,40.019,40.615,40.398,40.385,40.651
2025,N,False,28.756,28.783,28.947,28.888,28.963,29.182,29.308,28.85,29.208,29.516,29.099,29.285,28.874,29.094,28.716
2026,N,False,40.307,39.121,39.408,40.317,40.574,41.457,42.114,41.616,42.915,42.473,42.498,39.632,40.375,35.679,35.353
2027,N,False,54.896,54.199,54.038,53.763,54.382,54.466,54.541,54.82,54.709,54.91,55.059,54.923,54.972,54.966,54.861
2028,N,False,34.087,33.663,34.285,34.26,34.365,34.672,34.656,34.453,34.144,34.739,34.914,34.137,34.432,34.581,34.62
2029,N,False,34.182,34.536,34.213,33.652,33.233,34.477,32.72,33.758,34.333,34.004,34.038,33.127,34.231,33.996,34.314
2030,N,False,49.32,48.541,49.184,48.474,48.453,48.109,48.825,49.154,49.335,49.59,49.084,48.098,48.322,47.873,47.946
2031,N,False,29.834,29.789,29.625,29.388,29.62,29.576,29.523,29.606,29.529,29.584,29.37,29.484,29.114,29.063,29.376
2032,N,False,35.586,35.81,35.25,35.581,35.05,34.543,35.062,34.655,34.795,34.615,34.721,35.571,34.267,34.913,34.584
2033,N,False,37.419,37.211,36.788,37.089,36.306,36.797,37.019,36.875,37.129,37.384,36.736,36.717,37.467,38.091,38.066
2034,N,False,28.528,28.259,28.083,28.269,28.148,27.983,28.132,28.49,28.622,28.804,28.307,27.975,28.262,28.491,28.522
2035,N,False,37.083,36.254,35.217,36.249,36.077,36.094,34.518,35.613,35.501,35.301,35.64,35.018,35.032,35.752,34.904
2036,N,False,27.671,28.229,28.313,28.412,28.146,28.119,27.977,27.799,27.444,27.288,27.255,26.926,27.136,26.869,26.832
2037,N,False,43.108,43.203,43.098,42.754,43.614,45.202,45.198,44.638,44.132,43.622,43.784,44.761,42.882,42.614,41.18
2038,N,False,38.458,38.192,37.533,37.269,36.716,36.241,37.011,36.13,36.202,36.12,36.829,37.365,37.642,37.511,38.112
