,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15
668,C,False,29.902,30.16,29.473,29.705,29.003,29.432,29.187,29.959,29.35,29.706,29.973,30.917,30.995,30.679,30.257
669,C,False,50.527,50.583,50.399,50.329,50.298,50.165,49.738,50.068,50.091,50.044,49.788,49.614,49.601,49.911,49.605
670,C,False,36.999,37.4,38.457,37.773,37.891,37.635,37.933,37.791,37.876,37.833,38.208,37.771,38.251,38.283,38.317
671,C,False,39.447,38.849,39.227,38.313,38.884,38.613,38.513,38.902,38.621,38.626,38.212,38.506,38.647,38.744,38.838
672,C,False,39.077,39.03,39.132,39.018,38.731,38.703,38.736,38.717,38.953,38.787,38.783,38.694,38.461,38.629,38.679
673,C,False,27.199,27.075,26.775,27.354,26.716,26.809,27.359,27.333,27.402,27.514,27.633,27.234,27.132,27.316,27.175
674,C,True,31.024,31.085,31.133,30.962,31.176,31.105,31.158,30.823,30.901,31.239,31.13,30.984,30.875,30.49,30.542
675,C,False,29.059,29.155,29.721,29.977,29.246,29.207,29.296,29.475,29.178,29.29,29.211,29.022,29.693,28.992,28.763
676,C,False,52.09,51.942,52.023,52.091,52.427,52.615,52.623,52.988,53.095,53.258,53.207,53.395,53.377,53.355,53.467
677,C,False,58.358,58.401,58.568,58.823,58.715,59.039,59.001,58.98,59.125,59.031,58.857,58.812,58.962,58.86,58.742
678,C,False,39.334,39.428,39.382,39.452,39.287,39.502,39.625,39.695,39.649,39.527,39.514,39.531,39.729,39.77,39.598
679,C,False,54.517,54.469,54.359,54.215,53.92,53.851,53.66,54.019,54.25,54.406,54.455,54.786,54.691,54.793,54.992
680,C,False,38.745,38.818,38.818,38.403,38.16,37.807,38.039,37.914,37.534,37.459,37.397,37.402,37.177,36.791,36.804
681,C,False,32.953,32.843,32.992,32.875,32.959,33.258,33.12,33.052,33.015,32.834,33.026,33.283,33.049,33.456,33.083
682,C,True,25.367,25.554,25.954,25.995,25.665,25.83,25.429,25.947,26.003,26.119,26.693,26.591,26.521,25.041,25.515
683,C,False,43.723,43.601,43.849,44.774,44.562,44.146,43.401,44.314,43.84,43.714,43.917,44.138,43.609,43.46,44.007
684,C,False,33.124,32.768,33.059,34.347,34.196,33.95,35.55,39.015,39.227,39.975,40.957,39.612,42.275,43.775,44.315
685,C,False,31.34,31.659,31.767,32.096,32.434,32.791,32.881,33.309,32.923,32.72,32.925,33.167,32.904,33.253,33.462
686,C,False,39.405,39.783,38.608,38.244,37.597,37.546,38.085,37.689,37.967,38.495,37.469,38.127,38.353,38.977,39.331
687,C,False,41.668,41.033,41.0,41.185,40.949,41.279,41.07,41.493,41.427,41.435,41.353,41.472,42.186,41.812,41.694
688,C,False,28.455,28.845,28.778,27.859,28.946,29.708,28.859,28.181,28.337,28.207,28.205,27.869,28.217,28.839,28.074
689,C,True,33.755,32.464,33.403,32.895,33.023,33.292,34.765,32.967,34.316,33.327,32.902,33.219,32.861,33.088,32.856
690,C,False,36.579,36.561,36.519,36.886,36.844,36.789,36.826,36.467,36.584,36.787,36.902,36.539,36.573,36.812,36.801
691,C,False,34.186,34.066,34.069,33.871,33.943,33.918,33.963,33.838,33.822,33.848,33.858,33.752,33.878,33.903,33.83
692,C,False,39.746,39.869,39.79,39.406,39.156,39.125,39.096,39.103,38.541,38.577,38.563,38.775,38.552,39.027,39.053
693,C,False,40.438,39.935,39.766,40.435,40.209,39.933,40.432,40.555,40.721,40.048,40.195,39.853,40.001,39.183,38.831
694,C,False,40.955,41.752,41.53,41.406,42.062,41.417,41.938,41.76,41.539,40.967,40.891,40.648,40.633,40.072,39.688
695,C,False,44.51,44.368,44.378,44.27,44.797,44.622,44.652,45.041,44.833,45.236,45.09,45.011,45.446,45.409,45.533
696,C,False,37.154,37.077,37.376,37.449,37.379,37.419,37.394,37.307,37.225,37.254,37.209,37.452,37.237,37.478,37.399
697,C,False,52.379,52.262,52.338,51.808,52.261,52.174,52.105,51.985,52.076,52.417,52.048,51.8,51.955,51.972,51.643
698,C,False,24.911,24.82,25.055,24.515,24.656,24.222,24.249,23.898,24.081,24.087,23.677,24.04,23.713,24.264,23.723
699,C,False,39.427,39.602,39.408,39.51,39.62,39.216,38.957,39.094,38.979,39.106,38.88,38.445,38.944,38.538,38.624
700,C,False,40.493,40.523,40.679,40.859,40.593,40.668,40.45,40.286,40.445,40.447,40.816,40.578,40.698,40.491,40.78
701,C,False,44.099,43.826,44.864,44.707,44.93,44.434,44.323,43.678,43.96,43.748,43.792,44.194,44.071,44.572,44.442
702,C,False,36.595,36.096,36.261,36.074,36.061,35.158,35.148,36.01,35.999,36.119,36.547,36.074,35.501,35.787,35.785
703,C,False,30.63,31.062,30.794,30.853,31.014,30.606,30.348,30.259,30.212,30.248,30.363,30.613,30.407,30.454,30.466
704,C,False,45.154,43.732,43.18,43.118,43.545,43.126,42.456,42.733,43.34,43.981,43.149,44.165,43.55,43.683,43.621
705,C,False,41.533,41.567,41.511,41.628,41.562,41.565,41.592,41.647,41.667,41.73,41.887,41.933,42.068,42.114,42.23
706,C,False,49.52,49.063,49.111,49.358,49.464,49.953,49.898,50.368,49.884,49.866,50.387,49.612,50.7,50.032,50.114
707,C,False,49.562,49.787,49.715,55.62,49.78,49.829,49.906,49.951,49.984,49.836,49.679,49.791,49.637,49.68,49.751
708,C,False,36.033,36.276,36.497,36.351,36.637,36.558,36.87,36.777,37.182,36.854,37.139,37.025,37.146,37.283,37.14
709,C,False,44.494,44.703,44.791,44.691,45.161,44.634,44.719,45.026,44.905,44.572,44.419,44.74,44.393,44.603,44.559
710,C,False,49.637,49.68,49.751,49.754,49.807,49.829,49.803,49.908,49.934,50.095,50.094,50.319,50.396,50.372,50.526
711,C,False,37.593,37.615,37.573,37.659,37.727,37.568,37.669,37.512,37.249,37.525,37.285,37.538,37.409,37.475,37.455
712,C,False,40.107,40.34,40.277,40.308,40.127,40.107,40.135,39.98,39.897,39.906,39.422,39.149,39.065,38.852,38.844
713,C,False,27.076,26.892,27.153,27.382,27.086,26.962,26.907,27.135,27.249,27.454,27.595,27.862,27.678,27.689,27.781
714,C,False,41.36,40.935,41.42,41.122,41.303,41.121,40.88,40.993,40.645,40.583,40.679,41.038,40.878,41.157,41.808
715,C,False,46.385,46.215,46.194,45.988,45.798,45.792,45.82,45.823,46.345,46.248,46.446,46.195,45.964,46.016,46.43
716,C,False,40.507,40.274,39.874,40.12,40.387,39.966,40.43,40.523,40.83,40.549,40.856,40.886,41.119,41.013,41.017
717,C,False,33.826,34.439,36.631,42.607,42.413,44.607,45.535,47.563,46.076,47.404,48.946,48.217,49.806,48.296,49.58
718,C,False,48.222,47.774,47.431,47.731,47.716,47.822,47.751,48.079,48.414,48.615,47.921,47.364,47.837,47.808,48.365
719,C,False,49.281,49.416,49.484,49.255,49.129,49.233,49.235,49.369,49.019,49.211,49.0,49.126,49.289,49.465,49.481
720,C,False,31.514,31.078,31.049,31.236,30.945,30.761,31.079,30.964,31.131,30.928,31.119,30.926,31.696,31.775,31.422
721,C,False,35.789,36.29,36.228,36.221,36.212,36.276,36.425,36.502,36.403,36.792,36.743,36.548,36.434,37.231,37.572
722,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.29,25.003,22.661,21.608,21.825,21.874,25.21,25.818
723,C,False,28.246,28.103,28.299,28.665,27.566,28.68,28.712,28.867,28.742,30.389,29.007,28.929,28.948,29.461,29.826
724,C,False,52.472,52.04,53.008,52.587,52.313,51.94,52.18,52.649,52.653,52.837,53.025,51.861,51.467,52.31,51.804
725,C,False,43.598,43.103,42.887,43.547,43.275,43.631,41.791,41.523,41.376,39.909,41.482,40.969,43.438,43.291,43.93
726,C,False,38.566,38.637,39.269,38.862,38.8,39.137,39.544,39.562,39.21,39.227,38.9,38.923,38.626,39.037,39.022
727,C,False,47.727,47.191,49.425,46.693,46.377,47.392,46.002,45.854,46.142,46.499,45.446,45.761,45.304,45.688,46.046
728,C,False,47.086,46.936,47.002,46.941,47.237,47.542,47.715,48.022,48.173,47.979,48.102,48.591,48.155,48.03,47.994
729,C,False,45.773,45.903,46.134,46.002,46.486,46.37,46.404,46.414,46.409,46.683,47.101,46.751,46.647,46.573,46.272
730,C,False,29.243,29.214,29.211,29.212,29.4,29.295,29.134,28.904,29.068,29.052,29.29,29.166,29.358,29.268,29.106
731,C,False,48.744,48.476,48.169,49.936,50.196,51.608,50.254,48.632,50.524,50.356,51.822,54.773,54.012,54.531,54.364
732,C,False,53.205,53.251,53.212,53.356,53.678,53.894,54.087,54.164,54.228,54.248,54.08,54.181,54.158,54.206,54.209
733,C,False,33.755,32.464,33.403,32.895,33.023,33.292,34.765,32.967,34.316,33.327,32.902,33.219,32.861,33.088,32.856
734,C,False,50.307,50.431,50.328,50.218,50.315,50.123,50.253,50.208,50.027,50.123,49.962,49.86,49.768,49.781,49.792
735,C,False,52.007,51.922,52.198,52.114,52.264,52.105,51.798,51.679,51.692,51.536,51.336,51.415,51.147,51.404,51.403
736,C,False,42.52,40.357,40.888,39.846,39.546,39.967,38.864,39.893,38.489,37.59,36.802,37.48,37.568,38.624,37.747
737,C,False,46.637,46.663,46.804,46.877,46.89,46.832,47.056,46.982,46.925,47.004,46.835,46.945,47.172,47.316,47.372
738,C,False,29.312,29.693,29.119,29.204,29.396,28.987,29.494,29.768,29.622,29.721,29.685,29.814,30.613,30.371,30.943
739,C,False,41.857,42.468,40.303,36.182,33.938,36.043,41.019,37.234,40.349,39.856,39.597,39.31,41.19,40.971,42.268
740,C,False,31.57,31.485,31.573,31.549,32.012,31.95,32.289,32.165,32.258,31.916,32.112,32.051,31.525,31.34,31.553
741,C,False,52.883,52.958,52.876,53.164,52.929,52.908,52.966,52.662,52.617,52.501,52.742,52.886,52.807,53.08,53.013
742,C,False,35.288,34.938,34.835,35.119,34.869,35.211,34.651,34.875,34.998,35.083,34.921,34.522,34.524,34.385,34.557
743,C,False,33.464,31.775,32.931,32.616,32.514,33.496,33.844,34.514,33.891,33.437,35.002,33.362,35.172,33.615,34.307
744,C,False,32.189,32.408,32.681,32.188,32.342,32.634,32.853,32.757,32.971,33.225,34.083,34.351,34.179,34.126,34.159
745,C,False,30.117,30.498,30.103,30.484,30.869,30.571,29.954,29.483,29.771,29.879,30.104,30.367,29.966,29.869,29.379
746,C,False,0.0,0.0,0.0,13.936,16.989,24.956,20.16,19.548,22.093,26.154,32.709,35.08,41.83,47.025,43.171
747,C,False,44.823,44.728,44.207,44.336,44.073,44.423,44.423,44.234,44.173,44.3,44.37,44.566,44.18,44.408,44.35
748,C,False,36.323,36.304,36.436,36.381,36.264,36.523,35.847,35.959,35.612,35.911,35.308,35.804,35.225,35.021,35.058
749,C,True,37.06,37.075,37.876,37.858,37.662,37.868,37.619,38.297,38.406,38.458,38.749,38.357,38.442,39.031,38.796
750,C,False,39.266,39.254,39.508,39.475,39.42,39.802,39.819,39.975,39.744,39.396,39.779,39.69,39.892,39.685,40.211
751,C,False,43.62,43.123,42.915,42.921,43.325,43.049,42.82,43.531,43.197,43.293,43.02,42.959,43.132,43.321,42.98
752,C,False,35.285,35.38,35.463,35.633,35.472,35.71,35.594,35.728,35.863,35.898,35.816,35.908,36.0,35.779,35.969
753,C,False,40.824,40.833,40.753,40.832,40.763,40.602,40.648,40.874,40.765,40.708,40.879,40.872,41.015,41.085,41.319
754,C,False,25.367,25.554,25.954,25.995,25.665,25.83,25.429,25.947,26.003,26.119,26.693,26.591,26.521,25.041,25.515
755,C,False,52.169,50.485,50.002,50.803,49.269,50.174,49.905,50.315,49.902,50.856,49.974,49.946,51.303,49.621,49.303
756,C,False,40.158,40.274,40.142,40.422,40.037,40.018,40.299,40.522,40.527,40.035,40.222,40.136,39.874,39.879,40.234
757,C,False,56.456,56.148,56.059,55.881,55.97,56.057,55.829,55.655,55.759,55.72,55.739,55.584,55.62,55.727,55.648
758,C,False,43.334,43.185,42.941,43.238,43.569,43.15,42.822,42.814,42.961,42.082,42.887,42.995,42.681,42.026,42.013
759,C,False,34.55,33.812,34.915,35.175,33.799,33.664,33.433,33.672,32.96,33.166,32.86,33.027,34.813,32.02,32.92
760,C,False,36.976,37.42,37.533,37.035,37.49,37.568,37.675,37.302,37.184,37.166,38.036,37.814,37.307,37.865,37.978
761,C,False,30.03,29.155,30.765,29.789,30.561,30.677,30.402,31.281,30.722,30.679,31.183,30.379,29.44,29.345,29.936
762,C,False,59.833,59.86,60.074,60.291,60.434,60.313,60.559,60.286,60.291,60.418,60.689,60.906,60.717,60.526,60.45
763,C,False,47.97,47.758,47.97,47.86,47.56,47.888,47.783,47.738,47.78,47.196,48.001,47.869,48.26,48.096,48.053
764,C,False,23.714,23.647,23.693,23.556,23.309,23.25,23.065,23.08,23.113,23.341,23.251,23.121,23.131,22.945,23.246
765,C,False,40.289,35.406,35.682,38.063,35.966,34.44,32.621,33.862,35.306,35.635,32.548,35.633,36.405,33.964,33.389
766,C,True,41.914,41.508,42.125,42.096,42.059,41.871,41.825,41.748,41.478,42.883,42.442,42.738,42.395,42.539,42.35
767,C,False,53.362,53.431,53.375,53.543,53.667,53.315,53.317,53.819,53.658,53.494,53.436,53.43,53.059,53.205,52.657
768,C,True,38.514,38.556,38.491,37.755,37.511,37.657,37.369,37.139,36.792,36.559,37.29,37.529,36.98,36.146,35.853
769,C,False,34.682,34.95,35.0,35.138,34.512,34.672,34.405,34.223,34.655,34.618,33.71,34.074,34.034,34.398,34.37
770,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,C,False,45.168,45.543,43.819,42.983,43.758,43.791,44.124,43.194,42.994,43.865,43.525,46.161,45.124,45.002,45.533
772,C,False,61.566,61.986,62.283,62.492,62.544,62.37,62.161,62.228,61.904,62.072,62.189,61.652,61.299,61.253,61.506
773,C,False,35.841,35.802,36.269,36.476,35.51,36.576,35.15,35.315,33.997,35.327,34.605,35.244,33.821,34.114,34.529
774,C,False,43.696,43.31,42.847,43.702,42.68,42.822,43.106,43.184,42.668,42.62,43.307,42.812,42.892,42.985,42.854
775,C,False,41.914,41.508,42.125,42.096,42.059,41.871,41.825,41.748,41.478,42.883,42.442,42.738,42.395,42.539,42.35
776,C,False,44.217,44.14,44.356,44.236,44.023,43.61,44.246,44.0,44.325,44.356,44.302,44.412,44.794,45.081,44.977
777,C,False,60.101,60.231,60.056,60.231,60.138,60.263,60.198,60.21,60.127,60.494,60.579,60.593,60.501,60.686,60.653
778,C,False,28.371,27.729,27.518,27.566,27.691,27.807,27.475,27.465,28.101,28.051,28.455,28.845,28.778,27.859,28.946
779,C,False,50.588,50.839,50.664,50.237,50.484,50.369,50.04,49.808,49.357,49.52,49.696,49.584,49.456,49.395,49.264
780,C,False,42.817,42.675,43.171,43.001,42.99,43.156,43.039,42.914,43.37,43.306,43.265,43.415,43.793,43.849,43.633
781,C,False,53.357,52.519,53.222,52.525,52.075,52.748,52.728,52.054,53.664,51.656,51.633,51.473,51.692,51.719,51.95
782,C,False,29.89,28.639,29.678,29.387,29.226,28.808,29.192,29.479,29.74,29.471,30.049,29.74,30.45,30.948,31.135
783,C,False,31.389,32.164,30.55,30.244,30.573,30.417,29.844,30.429,31.078,30.931,31.104,31.047,31.221,31.582,31.546
784,C,False,44.671,44.625,44.559,44.568,44.579,44.603,44.442,44.516,44.4,44.386,44.465,44.652,44.451,44.589,44.521
785,C,False,27.845,27.845,27.956,28.038,28.188,28.267,28.326,28.27,28.474,28.801,28.995,28.559,28.768,29.178,28.843
786,C,False,37.623,37.688,37.995,37.922,38.068,38.404,38.484,38.17,38.269,37.945,38.153,37.843,37.151,37.681,37.61
787,C,False,34.768,34.771,34.335,34.388,33.909,33.834,34.754,34.282,34.333,34.208,33.902,34.104,33.78,33.859,33.826
788,C,False,37.079,37.343,36.757,37.095,37.357,37.16,37.373,36.949,37.217,37.424,37.667,37.841,37.664,37.486,37.724
789,C,False,43.525,46.161,45.124,45.002,45.533,46.268,46.282,45.419,46.436,46.177,46.9,48.156,49.346,49.84,49.731
790,C,False,48.385,48.335,48.329,48.462,48.509,48.53,48.606,48.505,48.574,48.463,48.425,48.956,48.851,48.801,48.832
791,C,False,32.296,32.572,32.531,32.526,32.293,32.117,32.977,33.051,32.988,33.293,32.699,32.35,32.259,31.858,32.457
792,C,False,58.909,59.314,59.484,58.924,58.393,58.853,57.681,56.947,56.434,56.044,57.092,57.245,56.969,56.627,56.432
793,C,False,38.514,38.556,38.491,37.755,37.511,37.657,37.369,37.139,36.792,36.559,37.29,37.529,36.98,36.146,35.853
794,C,False,32.868,32.512,32.418,32.881,32.917,32.766,32.379,32.112,32.206,32.352,32.834,32.594,32.415,32.269,32.259
795,C,False,42.433,42.237,41.918,41.908,42.045,42.019,42.218,42.502,42.101,42.081,41.718,41.719,41.913,41.419,40.93
796,C,False,55.204,55.678,55.701,55.451,55.316,55.517,55.068,55.388,55.634,55.677,55.278,54.881,54.24,53.323,53.109
797,C,False,44.826,44.605,45.148,44.737,44.577,44.564,44.792,44.736,44.99,44.679,44.418,44.254,44.165,44.409,44.474
798,C,False,35.829,36.106,35.896,35.799,36.019,36.404,36.562,36.478,36.679,36.714,36.839,36.527,36.955,37.016,37.087
799,C,False,31.024,31.085,31.133,30.962,31.176,31.105,31.158,30.823,30.901,31.239,31.13,30.984,30.875,30.49,30.542
800,B,True,54.567,54.529,54.839,54.633,54.163,54.281,53.978,54.558,53.137,53.421,53.96,53.979,53.997,55.892,54.243
801,B,False,48.614,49.086,49.575,49.78,49.375,49.335,49.314,49.42,49.842,49.806,50.144,50.286,50.151,50.784,50.739
802,B,False,33.046,33.031,33.769,33.745,33.658,32.626,32.062,32.802,33.945,33.145,33.491,32.897,34.054,33.589,33.903
803,B,False,22.723,23.011,23.054,23.129,23.166,23.133,23.083,23.224,23.377,23.123,23.093,23.237,23.39,23.068,23.319
804,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.371,33.936,32.477,25.806,26.877,27.573,26.447,33.621
805,B,True,47.796,46.855,46.579,47.03,47.004,46.442,46.538,47.362,47.801,47.294,48.132,47.885,47.333,48.216,48.789
806,B,False,49.453,49.314,48.587,48.52,48.411,48.934,49.263,49.414,48.913,49.842,50.52,50.891,50.705,51.133,51.219
807,B,False,44.674,43.788,43.647,43.49,44.25,44.243,44.127,43.688,44.142,43.772,44.954,43.214,43.615,44.221,43.724
808,B,False,37.644,40.885,40.716,34.226,35.336,35.462,34.868,33.61,35.425,40.93,36.929,38.702,37.561,36.9,36.197
809,B,False,29.693,29.659,29.463,29.579,29.21,29.36,29.138,29.406,28.873,28.882,29.01,28.887,28.898,28.574,28.608
810,B,True,49.014,49.319,49.2,49.128,48.641,48.259,48.307,48.769,48.599,48.153,48.404,48.689,49.243,48.096,48.232
811,B,False,63.523,63.251,63.306,63.323,63.495,63.318,63.372,63.209,63.106,63.214,63.564,63.109,63.665,63.792,63.33
812,B,True,25.401,25.972,25.31,26.067,25.835,25.817,25.819,25.579,26.834,26.381,26.556,26.744,26.432,26.548,26.638
813,B,False,31.723,32.346,32.493,31.865,31.108,31.47,31.781,31.912,31.343,31.136,31.374,31.285,31.154,31.645,31.485
814,B,False,35.209,35.415,34.133,34.266,33.882,40.71,43.545,33.638,33.945,34.103,34.884,34.598,35.497,35.327,34.662
815,B,True,32.255,32.355,32.405,32.961,33.16,32.799,32.679,32.142,32.528,31.691,32.091,31.579,31.757,31.914,31.488
816,B,True,44.808,45.19,45.61,45.28,45.161,45.078,45.285,45.372,45.282,45.118,45.2,44.855,44.594,44.543,44.925
817,B,True,51.412,48.191,48.449,49.357,54.298,48.668,49.251,48.404,54.137,49.16,49.219,49.158,49.057,48.467,48.577
818,B,True,30.897,30.869,30.489,30.179,30.557,30.005,30.591,30.105,30.668,31.144,30.838,30.869,31.075,30.76,31.198
819,B,False,29.148,29.074,29.377,29.701,29.645,29.728,29.951,29.681,29.654,29.728,29.675,29.666,29.678,29.572,29.989
820,B,False,31.216,30.479,29.581,30.193,30.375,30.978,32.002,32.171,32.444,31.972,31.693,32.011,31.836,32.532,33.177
821,B,True,29.222,29.268,28.95,29.065,29.155,28.825,29.167,28.965,28.671,28.867,29.058,29.335,29.254,29.226,29.308
822,B,True,39.296,38.454,38.776,38.506,38.489,37.928,37.917,38.306,38.433,38.024,38.178,38.104,38.129,38.207,38.36
823,B,False,44.009,45.04,45.631,45.161,44.96,45.056,45.089,44.398,43.656,44.715,44.327,44.121,44.963,45.249,45.302
824,B,True,39.409,39.198,38.728,38.909,38.316,38.977,39.713,40.309,39.065,39.202,39.248,38.94,38.404,39.443,39.615
825,B,True,42.387,42.71,42.707,41.951,42.184,42.359,42.582,42.281,42.873,42.753,42.814,42.641,42.806,42.924,42.773
826,B,True,32.21,32.044,32.315,32.047,32.3,32.281,32.079,32.229,32.06,32.034,32.278,32.377,32.473,32.667,32.778
827,B,True,28.871,29.163,28.608,28.504,28.534,28.617,28.366,28.291,28.232,27.978,27.885,27.844,27.579,27.552,27.599
828,B,True,44.216,44.103,43.984,43.779,44.14,43.962,44.277,44.601,44.382,44.499,43.901,44.505,45.164,45.46,44.598
829,B,True,49.094,49.353,50.349,48.876,48.677,48.365,48.361,48.748,47.977,48.865,48.744,48.172,48.321,48.36,48.906
830,B,True,55.882,55.794,55.783,55.808,55.389,55.388,55.355,55.193,55.152,55.247,55.029,54.914,54.841,55.21,54.893
831,B,True,50.51,47.779,46.269,46.889,46.131,46.101,43.878,41.148,42.422,44.722,45.012,42.764,43.598,42.977,41.586
832,B,False,51.856,51.669,52.034,52.007,51.702,51.869,51.808,51.971,52.296,52.244,51.975,52.01,52.037,52.119,52.381
833,B,False,49.8,49.641,49.726,49.977,50.533,50.306,50.657,50.137,49.861,49.876,50.046,49.478,49.029,49.549,49.182
834,B,True,26.803,26.888,26.667,26.341,26.061,25.97,25.818,25.932,25.938,25.41,25.892,26.119,25.964,25.937,26.043
835,B,False,29.624,29.744,29.721,29.724,29.436,29.677,29.706,29.841,29.91,29.947,29.851,29.465,29.369,29.365,29.424
836,B,False,44.111,43.679,43.914,46.137,46.154,45.445,44.572,45.415,43.352,44.772,44.858,43.833,46.073,45.098,44.048
837,B,True,35.081,34.987,35.416,34.696,34.616,34.552,34.694,35.031,34.833,35.285,35.314,36.309,35.638,35.534,36.133
838,B,True,40.143,40.319,40.768,40.15,39.793,38.722,40.051,39.831,39.326,40.771,39.331,39.479,38.84,40.391,40.488
839,B,False,33.444,33.639,32.913,32.113,33.395,33.187,33.927,32.761,32.412,32.029,31.478,30.891,30.067,31.308,30.677
840,B,False,31.83,31.314,31.177,31.268,31.606,31.89,30.945,32.96,31.836,31.743,30.756,31.416,30.58,31.228,32.312
841,B,False,34.002,33.828,33.838,33.922,33.786,33.342,33.128,32.999,32.556,32.884,32.524,32.616,32.42,31.898,32.067
842,B,True,49.851,49.65,50.041,49.962,50.756,49.683,49.492,49.428,49.408,49.681,49.779,49.187,48.715,49.155,50.416
843,B,False,34.252,33.805,34.091,34.292,34.21,34.006,33.731,33.128,33.384,33.388,33.756,33.427,33.335,33.49,33.183
844,B,True,42.961,42.446,41.487,41.333,41.732,42.042,41.15,40.644,44.449,41.771,40.243,40.958,41.293,41.924,40.805
845,B,True,40.15,40.649,39.827,40.181,40.331,41.159,41.206,41.062,42.905,44.462,46.726,47.718,46.487,46.311,46.116
846,B,True,52.232,52.819,52.684,51.668,51.276,50.935,53.522,52.335,51.904,52.283,55.085,55.384,55.403,53.856,54.799
847,B,False,26.609,26.374,25.878,25.987,26.26,25.972,25.883,26.116,26.384,26.145,25.829,26.063,25.637,25.527,25.495
848,B,False,40.273,40.426,40.728,40.052,39.253,39.955,39.692,39.58,38.691,38.949,39.126,39.451,38.919,37.516,38.623
849,B,False,26.54,26.987,27.523,27.344,27.381,26.926,27.979,27.796,28.257,26.991,27.721,27.593,27.755,27.972,27.421
850,B,False,40.743,40.937,40.473,40.662,40.61,40.117,40.473,41.039,40.476,40.373,40.359,40.376,40.359,39.524,39.105
