,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15
207,M,False,571.54,569.95,568.67,566.27,564.54,564.17,563.98,566.22,564.87,564.43,563.65,564.43,566.86,568.14,567.49
208,M,False,572.52,573.19,575.42,575.76,573.01,598.87,582.4,580.18,575.72,573.33,575.11,575.26,575.9,575.62,576.42
209,M,False,471.08,458.54,437.71,432.9,426.05,420.05,415.78,389.07,401.95,379.33,370.39,380.44,383.06,393.23,389.25
210,M,True,1087.7,1082.4,1085.2,1092.4,1099.1,1098.9,1099.4,1102.8,1100.6,1102.3,1099.2,1098.0,1102.4,1101.8,1098.6
211,M,False,1104.4,1102.5,1094.7,1091.5,1091.4,1092.9,1092.9,1090.5,1092.0,1091.2,1091.0,1089.8,1090.2,1090.1,1087.7
212,M,False,1067.1,1068.6,1066.1,1064.1,1061.9,1064.7,1065.6,1064.0,1065.5,1065.5,1067.6,1069.3,1070.4,1066.3,1068.2
213,M,False,1021.8,1025.1,1025.1,1020.1,1022.5,1032.4,1022.6,1016.1,1016.7,1016.0,1014.4,1009.8,1019.6,1034.5,1039.8
214,M,False,52.746,44.263,52.909,58.933,57.785,54.365,81.888,71.448,38.435,61.22,96.174,62.592,81.45,92.905,59.147
215,M,False,52.909,58.933,57.785,54.365,81.888,71.448,38.435,61.22,96.174,62.592,81.45,92.905,59.147,27.732,86.249
216,M,False,188.61,186.47,183.97,184.75,187.89,184.46,176.53,186.76,184.59,179.82,178.89,176.0,169.54,170.59,169.77
217,M,False,272.0,273.1,275.82,266.68,270.02,268.53,268.9,267.07,273.44,272.25,276.88,281.6,281.48,283.58,278.51
218,M,False,202.17,205.01,204.83,201.73,207.26,204.54,202.1,204.28,206.98,206.23,207.53,210.88,211.99,212.84,206.22
219,M,True,143.78,151.49,146.8,150.45,151.07,166.91,173.91,171.87,185.57,197.25,201.95,204.02,207.5,211.59,216.55
220,M,True,178.73,181.75,182.34,182.12,182.59,184.11,186.05,185.24,185.13,185.93,185.18,185.07,184.2,184.73,186.39
221,M,True,899.53,904.21,0.0,0.0,917.13,0.0,0.0,923.7,0.0,924.07,939.45,68.264,70.178,69.893,69.065
222,M,False,69.065,69.34,69.065,70.456,69.893,69.635,70.214,70.214,70.0,69.814,69.203,69.814,69.814,71.063,0.0
223,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,M,False,78.802,78.622,77.904,76.964,77.017,77.324,76.813,77.581,77.259,76.804,76.999,77.242,77.587,78.097,78.542
225,M,False,86.262,85.82,85.653,85.463,85.248,85.522,85.315,84.946,86.291,84.549,85.269,85.241,84.854,84.642,84.361
226,M,True,241.3,246.21,245.74,244.48,238.92,243.84,242.69,244.34,247.61,250.06,250.53,249.04,246.98,245.44,241.57
227,M,False,212.65,213.4,215.2,215.05,211.41,207.73,205.25,208.45,206.58,206.96,208.0,214.73,214.66,214.79,214.24
228,M,False,191.31,189.11,187.87,187.75,190.35,193.27,190.32,189.05,188.91,192.51,190.09,189.18,189.62,190.39,192.36
229,M,False,223.15,229.43,221.58,221.24,221.4,228.25,223.66,217.41,218.9,222.77,231.05,227.0,231.99,215.07,209.21
230,M,False,233.35,232.67,230.7,229.99,230.48,230.8,230.4,231.16,231.47,232.48,232.36,234.88,235.26,234.03,234.77
231,M,False,248.02,247.23,246.63,244.96,246.84,246.74,250.29,249.24,249.0,247.67,246.9,247.79,247.08,248.29,246.78
232,M,True,362.81,364.1,363.14,365.1,364.56,365.95,366.56,368.18,368.06,366.33,364.76,365.47,363.45,362.62,363.31
233,M,False,356.5,356.85,359.74,361.21,361.0,359.64,361.14,358.01,356.37,354.96,352.54,354.03,356.51,357.55,357.74
234,M,True,54.143,65.402,67.469,64.474,65.566,79.408,74.239,68.047,67.461,62.372,59.954,64.073,62.395,64.082,60.983
235,M,False,52.526,46.119,43.136,49.445,48.585,46.624,46.023,48.787,52.133,50.893,51.765,51.392,50.516,51.09,50.765
236,M,False,111.88,112.76,113.92,114.75,113.09,112.82,112.63,108.85,108.85,118.89,119.84,118.57,113.91,107.99,105.53
237,M,False,129.79,128.3,127.1,128.24,133.3,127.67,122.22,126.73,124.95,130.12,150.73,139.99,146.95,140.15,137.32
238,M,False,166.84,166.62,167.4,166.34,164.39,165.97,167.06,166.63,168.5,167.88,169.4,168.4,166.36,165.94,167.0
239,M,False,222.06,220.87,220.92,219.53,218.25,217.07,218.67,217.92,217.69,221.29,223.42,224.05,226.14,228.04,226.5
240,M,False,195.43,196.99,201.06,199.9,201.4,202.35,201.24,203.26,204.02,204.62,204.06,205.86,205.44,205.36,206.94
241,M,False,222.64,220.64,223.85,224.83,223.9,226.2,226.04,224.35,226.67,223.68,222.7,226.01,228.32,229.84,229.14
242,M,False,241.7,236.71,240.96,231.1,237.89,243.19,247.82,253.39,252.93,249.1,241.06,234.1,239.02,234.36,223.65
243,M,True,213.43,214.88,216.93,216.22,219.53,217.63,216.66,219.27,219.28,214.9,213.93,214.67,213.32,216.95,216.54
244,M,False,217.67,215.35,212.37,213.46,214.22,218.75,217.87,218.22,216.0,216.13,218.86,219.62,219.68,219.85,217.48
245,M,False,26.369,26.643,26.688,27.144,27.143,27.095,26.94,27.233,27.506,27.351,27.254,27.597,26.791,24.825,24.626
246,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,M,False,232.68,233.35,233.63,233.05,232.82,233.6,233.84,233.97,149.31,152.25,233.51,234.23,138.94,235.7,146.56
248,M,False,122.8,122.53,122.53,122.8,123.49,123.49,122.53,122.26,122.8,122.8,122.8,122.53,123.23,123.49,123.49
249,M,False,282.71,352.35,406.68,413.41,397.94,367.34,355.93,347.42,322.1,321.75,311.08,343.92,348.65,340.75,342.12
250,M,False,396.32,0.0,0.0,0.0,417.9,442.42,442.94,461.07,467.26,0.0,474.09,446.42,428.12,422.02,428.1
251,M,False,536.11,541.09,545.3,551.0,557.18,557.47,562.15,557.87,566.07,573.79,578.82,577.72,583.44,588.62,588.38
252,M,False,325.96,332.45,338.86,345.32,345.32,342.71,340.09,331.82,322.3,335.14,343.19,343.48,341.06,350.1,342.14
253,M,True,84.604,80.51,79.136,76.788,77.841,76.803,57.704,59.408,78.105,72.8,71.876,72.312,76.118,83.422,63.453
254,M,False,76.788,77.841,76.803,57.704,59.408,78.105,72.8,71.876,72.312,76.118,83.422,63.453,62.993,61.823,63.566
255,M,False,280.84,284.08,260.42,270.51,276.68,270.53,262.38,263.39,310.62,330.0,349.68,348.42,352.18,474.94,347.99
256,M,False,340.83,355.51,360.86,358.19,358.27,363.11,364.97,371.43,371.96,369.1,368.76,371.32,370.05,369.54,370.9
257,M,True,331.49,330.77,331.72,332.47,333.37,334.37,334.77,335.48,336.98,332.74,330.62,329.97,332.73,331.4,331.41
258,M,False,307.2,307.94,309.33,316.11,317.55,317.77,319.63,329.31,332.25,331.28,335.1,336.41,337.39,338.35,338.68
259,M,True,196.53,193.69,205.52,202.07,237.02,239.07,232.45,229.04,225.2,222.66,218.21,213.42,209.09,208.78,203.88
260,M,False,170.93,171.81,172.45,175.59,172.77,172.67,172.33,172.44,172.08,169.13,170.19,170.85,169.52,167.18,166.4
261,M,True,173.1,173.0,172.36,173.64,171.19,173.91,174.2,176.04,176.6,176.91,179.59,179.31,176.53,177.86,178.81
262,M,True,205.62,204.41,204.17,205.03,203.86,205.42,205.21,205.55,205.69,206.92,207.34,206.85,207.47,207.66,207.77
263,M,False,206.69,207.26,207.35,207.41,207.32,207.2,207.87,208.6,208.38,206.29,207.19,208.71,210.0,208.76,208.56
264,M,False,207.35,207.41,207.32,207.2,207.87,208.6,208.38,206.29,207.19,208.71,210.0,208.76,208.56,208.88,209.39
265,M,False,361.85,365.66,373.31,383.47,386.84,402.84,403.08,402.16,407.9,410.77,400.71,406.43,412.32,408.27,389.06
266,M,False,219.91,221.51,222.0,222.13,222.61,223.34,223.26,223.15,224.63,225.13,224.85,224.87,226.45,227.28,227.15
267,M,False,222.13,222.61,223.34,223.26,223.15,224.63,225.13,224.85,224.87,226.45,227.28,227.15,227.53,227.93,227.88
268,M,True,84.89,79.289,33.271,30.623,58.741,23.343,19.978,26.712,22.013,22.493,68.023,34.973,28.789,41.775,27.894
269,M,True,161.36,182.04,175.23,212.86,205.08,196.02,205.56,187.04,190.28,215.39,206.08,228.65,236.47,248.04,240.07
270,M,True,142.05,142.05,141.09,141.76,142.11,141.04,141.93,142.17,142.15,141.41,141.4,141.76,142.5,141.47,136.46
271,M,False,70.343,68.212,72.025,70.362,72.535,75.237,78.883,79.771,81.091,118.92,92.105,127.93,123.69,125.17,76.658
272,M,False,78.376,76.254,75.166,79.797,80.546,75.43,107.83,109.09,75.026,104.33,103.86,107.18,111.5,116.48,113.59
273,M,False,75.026,104.33,103.86,107.18,111.5,116.48,113.59,114.3,110.55,112.96,115.06,117.13,112.82,108.64,108.37
274,M,False,71.597,73.352,72.613,71.727,72.103,71.986,71.945,71.657,73.153,73.608,73.917,74.265,74.059,74.593,76.017
275,M,True,297.07,298.84,298.54,298.51,298.02,297.67,296.21,300.27,298.86,299.17,300.07,300.2,299.74,299.7,299.86
276,M,False,249.63,250.01,251.24,248.52,253.4,252.33,254.31,258.78,255.1,252.11,258.11,261.99,253.96,253.1,251.69
277,M,False,466.16,465.79,468.01,468.31,467.43,466.8,468.68,468.49,468.56,467.66,467.67,468.34,468.43,468.38,469.34
278,M,False,261.71,259.12,259.29,256.27,262.58,263.56,263.36,259.86,262.57,253.42,252.21,254.67,250.7,246.66,248.39
279,M,True,141.08,140.52,140.57,140.75,141.43,141.32,141.68,142.45,142.58,144.19,143.96,144.49,143.63,143.02,142.86
280,M,False,140.57,140.75,141.43,141.32,141.68,142.45,142.58,144.19,143.96,144.49,143.63,143.02,142.86,143.33,143.9
281,M,False,259.7,260.68,260.48,263.46,259.14,252.1,252.86,252.18,249.95,252.36,260.68,252.7,240.04,237.34,236.79
282,M,False,534.87,747.78,621.01,647.03,750.52,699.97,761.56,738.28,756.52,756.48,787.08,772.02,771.61,779.11,810.63
283,M,False,221.37,222.33,222.03,221.46,220.36,219.73,221.83,221.42,221.81,220.88,220.45,219.58,219.73,220.78,219.99
284,M,True,229.59,227.4,227.99,227.92,229.12,229.75,230.02,228.87,229.09,228.14,229.8,229.63,229.47,227.04,226.05
285,M,False,225.64,226.24,227.36,225.96,225.27,225.41,226.94,228.12,230.63,231.14,231.7,230.65,231.05,231.13,232.04
286,M,True,278.38,277.51,275.18,275.4,274.55,276.55,277.18,276.09,276.82,277.85,277.54,274.87,274.59,274.8,274.63
287,M,True,270.86,270.88,269.73,270.21,269.08,268.1,269.25,271.57,270.89,271.0,270.7,269.57,269.77,269.54,270.03
288,M,True,273.42,273.73,274.46,275.36,273.63,274.33,274.03,274.73,275.66,275.09,275.72,276.6,276.05,275.79,274.86
289,M,True,271.59,272.23,271.62,271.4,271.21,271.64,271.19,272.08,272.18,271.24,271.62,272.0,272.28,271.7,271.63
290,M,True,275.78,276.6,277.94,277.64,278.33,278.43,278.4,277.77,277.05,277.04,278.09,277.72,278.12,278.89,278.16
291,M,False,92.541,91.301,89.499,86.983,86.629,85.085,85.196,85.212,83.914,89.29,89.581,90.742,90.677,90.57,90.422
292,M,False,179.56,208.86,201.01,184.25,198.42,222.58,205.21,241.43,223.45,228.23,224.7,236.35,228.04,239.25,265.67
293,M,False,400.3,396.93,397.81,398.56,402.45,406.44,412.57,414.23,414.85,417.8,421.9,420.41,420.54,419.53,415.52
294,M,False,47.41,47.096,45.912,45.697,47.3,46.046,47.684,51.106,48.453,51.054,48.689,50.142,49.094,47.565,47.936
295,M,True,148.69,150.36,147.95,149.66,150.15,153.62,154.89,155.34,154.07,156.83,159.77,157.04,163.7,165.35,169.16
296,M,True,171.7,175.29,172.8,175.78,175.62,176.31,176.7,172.05,172.2,169.39,170.79,172.42,174.41,171.69,172.64
297,M,False,156.97,161.5,165.07,166.24,165.07,168.05,164.31,167.77,164.59,166.15,169.42,167.75,166.11,167.17,165.0
298,M,False,214.03,189.65,224.09,132.96,125.85,85.56,74.542,118.27,90.673,106.06,92.893,87.854,123.1,59.54,177.87
299,M,True,61.062,62.262,56.472,101.49,63.654,47.855,40.277,40.456,44.101,44.011,51.603,41.497,54.253,47.534,54.96
300,M,False,51.083,50.732,49.66,50.426,50.216,49.024,49.425,48.55,50.918,69.941,71.824,71.627,72.068,168.1,169.64
301,M,False,282.92,276.83,286.87,278.11,287.23,283.36,286.27,288.09,292.53,280.5,284.96,285.24,276.5,274.74,284.69
302,M,True,468.62,472.17,479.17,474.71,476.32,481.73,483.89,488.59,492.15,493.68,497.57,502.85,504.78,508.27,511.78
303,M,False,683.11,684.21,689.41,695.7,697.89,703.36,703.97,709.13,710.52,715.14,717.6,721.03,725.84,729.01,732.32
304,M,True,322.7,325.56,327.51,331.73,334.03,329.67,327.15,326.94,329.8,327.57,322.82,326.96,326.41,333.95,334.04
305,M,False,331.73,334.03,329.67,327.15,326.94,329.8,327.57,322.82,326.96,326.41,333.95,334.04,334.54,334.07,335.3
306,M,False,570.38,572.92,573.87,571.62,577.07,574.24,580.77,582.79,581.17,582.82,586.73,586.5,584.8,587.39,582.5
307,M,True,335.69,339.46,339.25,340.25,336.3,336.23,335.7,340.25,340.3,335.4,334.33,330.17,325.56,326.13,329.74
308,M,False,333.97,333.07,327.65,324.07,327.29,325.96,328.04,327.59,328.14,326.41,325.98,323.76,322.51,318.08,320.89
309,M,False,322.51,318.08,320.89,324.8,327.48,330.6,328.1,325.13,320.56,323.74,324.66,322.65,319.73,319.89,319.6
310,M,False,294.09,294.64,298.39,295.18,290.59,293.19,285.81,289.82,290.97,290.4,290.02,292.98,285.25,286.93,285.29
311,M,False,151.66,151.23,148.85,158.24,155.14,155.72,156.54,156.68,156.72,158.02,158.6,160.43,162.43,160.64,162.85
312,M,True,218.21,219.06,219.03,222.08,218.85,194.69,194.79,191.46,193.06,194.42,198.09,198.47,197.16,196.56,201.08
313,M,False,360.27,357.53,356.86,357.26,363.08,360.08,357.0,352.64,354.16,353.31,352.11,351.17,346.33,346.11,332.13
314,M,True,106.62,77.554,77.678,74.119,83.456,108.8,87.072,99.282,108.64,107.07,122.71,129.87,137.79,144.44,151.89
315,M,True,396.38,440.18,354.05,400.43,397.55,364.86,350.1,349.44,342.8,402.87,400.95,334.28,382.92,347.55,330.99
316,M,True,224.89,224.77,217.76,218.19,216.13,215.03,215.09,214.28,215.07,214.54,216.6,212.4,213.93,216.14,215.25
317,M,False,727.04,755.7,768.33,743.61,741.79,793.31,873.03,790.72,720.96,720.28,726.79,694.51,750.71,747.04,747.09
318,M,False,630.77,718.66,697.55,670.36,719.24,670.23,395.98,687.87,399.85,483.32,717.9,328.9,384.22,370.51,401.31
319,M,False,495.86,511.22,512.11,511.26,411.89,327.74,388.65,302.36,416.24,361.25,290.36,281.18,310.89,318.53,423.12
320,M,False,162.69,163.63,165.47,164.35,165.56,166.24,166.95,168.91,169.1,170.32,170.91,171.57,173.12,172.81,172.75
321,M,True,333.91,336.24,335.28,338.15,337.69,337.54,338.61,337.71,339.06,339.46,332.14,337.69,332.09,329.86,330.61
322,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,M,False,286.97,347.84,285.25,276.72,272.55,310.77,314.26,264.9,326.33,334.75,287.39,299.89,476.86,462.08,445.35
324,M,False,90.415,99.941,116.39,106.9,102.84,115.9,114.49,118.99,127.15,137.75,133.51,144.14,146.27,155.31,152.04
325,M,False,182.25,176.93,181.54,172.56,184.52,168.13,168.32,164.58,164.25,181.2,187.52,200.02,181.83,213.91,208.1
326,M,False,140.37,58.958,83.069,60.07,63.95,58.052,66.887,59.061,62.152,133.92,68.011,62.878,64.845,145.56,171.68
327,M,False,58.052,66.887,59.061,62.152,133.92,68.011,62.878,64.845,145.56,171.68,131.58,146.19,135.6,162.96,172.45
328,M,False,384.69,388.02,376.74,391.86,333.51,324.61,335.76,375.23,366.08,382.61,321.01,293.89,314.13,305.98,301.9
329,M,False,199.33,216.73,240.26,247.45,257.66,252.27,244.63,247.96,234.4,234.75,233.19,231.48,223.8,226.54,223.58
330,M,True,608.32,359.16,521.68,611.38,516.43,424.29,385.49,624.34,544.29,518.99,551.81,413.7,333.75,443.51,402.42
331,M,False,624.34,544.29,518.99,551.81,413.7,333.75,443.51,402.42,406.36,422.0,393.05,302.32,369.1,549.23,297.26
332,M,False,509.84,301.36,458.03,536.07,571.57,568.09,536.18,567.1,475.88,523.88,567.37,635.55,561.92,618.2,808.11
333,M,True,242.98,243.81,241.69,241.61,238.99,242.32,244.32,243.71,243.44,246.35,245.87,243.91,242.65,242.6,245.81
334,M,False,239.72,236.8,236.39,234.53,233.36,232.63,235.8,234.06,235.32,235.62,233.77,236.26,234.0,234.68,234.77
335,M,True,297.82,298.78,298.36,294.27,294.08,293.09,294.1,292.95,295.01,294.13,292.05,291.52,291.9,289.92,291.41
336,M,True,206.35,205.51,204.65,204.44,203.74,205.14,205.33,207.15,206.9,205.7,205.57,203.95,203.69,203.69,203.31
337,M,False,203.95,203.69,203.69,203.31,202.85,202.13,201.35,199.65,199.6,199.51,198.39,198.31,199.26,197.96,198.98
338,M,False,198.34,198.32,199.25,197.84,196.88,198.28,197.71,197.8,198.02,199.77,197.93,197.44,196.05,197.62,197.82
339,M,False,263.2,260.14,259.29,259.06,256.07,256.55,255.1,250.04,249.13,247.26,246.82,248.94,245.85,242.73,242.32
340,M,False,195.85,195.25,195.54,195.64,195.75,196.2,196.7,197.73,197.18,196.48,198.48,196.42,196.48,196.69,196.62
341,M,False,197.83,198.16,198.3,197.63,198.26,199.0,198.58,198.14,197.8,197.45,197.16,198.84,199.28,198.55,196.98
342,M,False,257.99,254.23,252.78,253.54,254.11,254.37,253.66,253.28,263.75,263.9,255.67,261.11,260.42,259.75,260.62
343,M,True,186.8,186.25,188.65,188.8,188.72,189.66,190.7,191.9,189.66,191.59,190.85,190.77,191.43,190.81,189.18
344,M,False,266.01,265.77,267.11,256.71,257.67,263.21,262.72,262.17,263.24,264.23,264.58,263.29,261.71,263.3,263.44
345,M,False,262.79,262.12,261.71,260.59,261.59,262.16,262.63,262.1,262.01,261.13,262.07,261.5,262.26,262.64,261.64
346,M,False,299.69,299.89,301.87,301.69,301.4,302.81,302.25,302.25,305.19,304.05,303.35,302.16,303.52,301.88,301.12
347,M,True,336.06,334.76,335.3,334.94,336.93,336.55,337.27,336.19,337.16,339.62,340.69,341.67,342.0,342.03,340.01
348,M,False,349.16,350.7,349.72,347.33,162.36,159.8,159.64,351.77,345.13,347.61,347.35,161.6,163.62,162.66,350.8
349,M,False,191.53,189.39,192.0,192.48,192.69,194.49,195.02,192.61,191.45,194.2,193.99,194.25,194.7,196.92,196.36
350,M,True,428.53,426.27,426.0,426.71,423.78,421.1,416.61,412.23,413.92,411.07,414.8,411.85,409.34,408.54,408.74
351,M,True,404.16,403.82,405.39,406.03,407.98,408.4,409.16,408.06,406.52,406.94,407.02,406.44,405.96,406.21,405.41
352,M,True,376.17,375.25,372.63,373.05,372.95,370.67,358.76,356.01,355.94,350.56,349.41,347.68,349.29,347.62,346.41
353,M,True,339.22,340.33,337.9,336.62,335.77,331.72,333.12,334.32,328.94,327.96,328.45,330.03,330.38,329.69,330.38
354,M,True,316.64,319.61,318.1,316.24,316.93,320.94,319.28,317.36,318.37,320.3,317.67,310.41,308.35,309.56,308.98
355,M,True,289.45,287.25,288.84,286.52,286.6,289.33,289.97,290.53,289.92,287.53,287.36,291.89,293.2,292.79,291.89
356,M,True,289.33,289.97,290.53,289.92,287.53,287.36,291.89,293.2,292.79,291.89,289.65,289.4,288.84,288.67,287.18
357,M,False,285.63,282.14,282.06,283.66,282.48,283.32,283.27,283.25,284.27,279.4,277.8,278.55,278.66,278.1,277.6
358,M,False,278.55,278.66,278.1,277.6,275.86,276.28,276.9,273.15,271.69,270.79,270.48,269.16,269.05,267.44,268.81
359,M,True,236.71,236.13,236.71,237.7,238.98,238.68,238.76,240.68,242.54,243.62,243.24,244.06,241.77,240.51,240.67
360,M,False,242.1,240.46,239.75,237.15,237.61,236.26,236.22,238.66,238.58,237.88,239.06,240.28,238.9,238.1,238.95
361,M,False,236.26,236.22,238.66,238.58,237.88,239.06,240.28,238.9,238.1,238.95,237.86,237.73,236.73,235.06,239.34
362,M,False,237.99,237.83,238.57,238.61,238.04,240.29,238.54,238.7,238.28,239.83,238.17,237.45,238.71,238.75,239.74
363,M,False,192.32,191.92,192.8,197.3,197.83,204.18,198.97,205.42,205.45,203.65,202.59,203.01,203.05,201.45,202.26
364,M,False,103.47,103.87,103.47,0.0,0.0,0.0,0.0,0.0,35.609,35.609,36.235,35.609,35.609,35.609,35.609
365,M,False,387.1,350.81,394.04,390.22,389.23,392.29,392.63,397.06,391.92,386.97,391.69,385.41,393.27,395.02,392.49
366,M,False,201.94,201.87,202.23,204.01,202.71,199.64,199.06,201.31,201.76,201.13,200.67,199.31,202.77,203.35,204.54
367,M,False,787.43,780.87,762.78,757.3,739.03,738.21,719.95,716.73,717.7,715.39,716.04,721.72,711.69,720.61,727.5
368,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,M,False,1667.7,1668.2,1670.2,1602.1,1617.7,1609.6,1636.7,1602.4,1561.5,1617.2,1614.2,1599.7,1599.4,1595.0,1589.1
370,M,False,251.23,251.76,253.47,253.5,254.34,256.97,255.86,255.92,257.83,257.64,256.45,256.92,256.78,257.84,256.68
371,M,True,56.392,104.87,81.471,155.92,156.11,129.67,191.32,123.0,88.31,0.0,0.0,0.0,0.0,0.0,0.0
372,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3852
373,M,True,103.99,103.94,102.22,96.566,102.99,103.2,104.28,104.11,104.51,105.02,107.28,101.39,101.39,103.32,102.11
374,M,False,110.81,110.98,89.122,102.01,98.201,104.74,95.429,99.961,98.499,94.507,110.07,102.83,97.856,96.973,90.635
375,M,False,146.5,149.35,150.93,149.05,144.08,150.88,154.27,157.39,156.52,150.97,152.02,145.44,143.4,142.1,138.02
376,M,True,190.82,192.03,194.38,199.7,198.29,200.93,200.84,202.36,208.93,207.79,207.59,204.09,203.77,213.65,215.39
377,M,False,29.681,12.616,34.903,16.003,20.924,22.958,23.884,51.735,66.473,39.361,17.854,385.61,13.916,41.858,61.409
378,M,True,197.58,197.64,197.13,196.25,197.05,196.29,226.61,194.47,194.9,195.6,196.5,199.18,201.4,204.01,204.53
379,M,True,214.27,206.3,171.81,179.03,174.49,181.21,186.24,186.71,189.35,181.9,172.6,176.37,225.58,177.93,177.46
380,M,False,389.82,388.2,413.67,419.79,415.3,418.69,428.64,422.72,415.11,400.28,416.31,422.81,385.61,436.87,399.62
381,M,False,210.65,210.68,211.39,211.38,210.83,211.0,211.48,211.59,211.26,211.3,211.32,211.57,211.73,212.2,212.16
382,M,False,304.17,302.82,306.61,308.02,304.71,302.29,304.64,306.82,302.75,304.55,309.24,312.82,313.65,312.73,312.42
383,M,False,66.456,68.47,70.901,71.117,72.723,73.488,68.57,64.554,64.684,64.375,65.481,64.682,66.273,67.191,63.264
384,M,False,61.596,60.504,61.942,62.439,62.817,62.088,61.794,62.484,62.166,62.792,62.202,62.554,62.785,64.413,64.413
385,M,False,823.61,827.03,821.96,0.0,839.19,0.0,848.56,0.0,859.55,863.77,859.79,489.2,490.89,490.89,881.28
386,M,False,746.5,746.92,786.93,751.39,781.0,778.13,809.02,794.72,805.94,855.41,796.15,825.85,889.95,956.26,955.79
387,M,False,223.01,225.12,225.71,227.94,230.12,230.88,232.64,228.66,229.93,228.56,229.34,232.1,231.51,232.64,232.55
388,M,True,266.0,266.34,266.04,261.42,262.25,260.43,255.38,261.9,264.73,264.98,264.6,267.51,272.58,268.91,270.56
389,M,False,318.53,314.69,317.17,323.89,332.07,332.9,323.54,322.53,333.79,334.11,334.02,332.9,327.28,316.65,318.47
390,M,False,795.26,783.46,802.65,811.19,809.68,819.74,796.23,810.61,766.68,811.77,671.31,673.08,664.2,670.5,654.47
391,M,False,557.64,558.21,555.35,556.92,555.49,554.8,553.2,553.16,554.99,555.62,554.76,550.82,550.38,550.53,551.92
392,M,False,439.64,438.5,436.68,436.26,434.04,435.03,433.6,429.81,430.35,430.58,422.32,422.29,424.2,434.43,432.03
393,M,False,314.83,314.48,314.73,316.93,317.8,317.42,319.11,319.87,319.03,322.64,321.01,321.42,321.1,319.04,319.29
394,M,True,85.88,95.205,106.45,95.342,268.55,95.23,94.664,94.663,109.9,101.11,97.074,123.43,99.741,118.43,125.65
395,M,True,265.22,603.29,604.95,567.46,614.05,612.06,615.66,615.94,620.82,623.6,259.93,652.25,356.16,369.41,650.15
