,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15
1184,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,B,False,154.25,154.61,153.55,154.28,154.57,154.03,152.64,154.22,153.77,153.92,153.8,154.68,154.39,155.01,158.14
1186,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,B,False,188.38,198.06,197.53,199.62,192.67,192.79,198.59,200.57,207.47,208.79,208.97,204.81,204.4,205.03,194.29
1188,B,False,147.61,150.9,150.75,149.28,148.48,150.78,149.63,151.78,156.13,157.18,157.45,154.72,151.48,150.16,147.91
1189,B,False,137.83,136.8,136.92,136.75,136.7,137.03,136.36,137.76,138.37,138.27,138.56,138.55,139.02,139.25,139.59
1190,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,B,False,242.64,243.28,243.88,239.67,237.76,238.96,237.69,236.37,240.07,241.51,242.88,242.74,243.74,244.97,243.18
1192,B,True,77.673,83.228,117.74,50.035,91.129,56.606,149.83,70.999,0.0,43.601,0.0,173.96,0.0,0.0,0.0
1193,B,False,101.02,102.02,103.08,104.12,104.12,105.17,104.17,104.17,104.17,102.92,101.33,100.16,100.82,101.3,100.86
1194,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,B,False,93.666,92.337,96.973,95.266,90.934,90.257,91.533,91.611,94.646,93.826,94.339,92.822,93.159,92.388,87.968
1196,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,B,False,19.416,20.0,19.209,20.0,18.439,18.601,18.868,18.868,19.698,0.0,0.0,0.0,0.0,0.0,0.0
1198,B,False,79.654,83.745,83.234,80.484,81.5,81.251,79.187,78.354,72.26,69.179,71.121,69.873,56.491,76.536,74.459
1199,B,True,252.4,253.84,252.95,254.41,254.06,252.89,252.48,251.63,250.99,251.54,247.74,240.45,236.48,237.61,238.35
1200,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,B,False,226.2,226.87,226.43,225.41,223.95,222.09,223.61,224.26,222.36,223.53,224.66,229.15,228.05,226.89,224.31
1202,B,False,108.67,110.32,106.3,105.35,106.58,109.55,111.97,16.279,14.318,15.524,14.56,15.811,16.155,15.524,117.03
1203,B,False,239.02,239.02,240.25,241.59,242.37,243.45,243.23,243.2,243.92,243.05,240.61,240.4,240.87,243.1,243.22
1204,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,B,False,79.076,17.804,17.804,18.439,18.439,18.439,17.692,18.439,18.601,18.439,17.804,17.804,18.601,17.804,18.601
1206,B,True,194.93,195.23,193.67,193.34,192.87,194.37,194.22,194.22,194.8,198.96,197.91,197.74,201.69,199.83,203.76
1207,B,False,75.822,76.485,77.156,77.833,77.795,79.209,80.61,80.61,80.61,0.0,0.0,0.0,0.0,0.0,0.0
1208,B,False,11.18,0.0,12.042,11.18,10.296,9.8489,9.4868,9.2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,B,False,30.083,29.833,29.833,29.833,29.833,29.833,29.833,29.614,28.862,29.12,28.862,28.862,28.862,28.862,28.862
1210,B,False,107.44,108.42,110.4,108.96,110.83,111.2,111.59,113.05,112.73,113.58,114.26,114.77,115.84,115.51,116.51
1211,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,B,False,296.22,288.69,9.8489,0.0,8.9443,272.0,267.32,98.895,256.22,255.72,56.401,24.094,12.166,164.01,78.74
1213,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0711,0.0,0.0,0.0,0.0
1214,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.029,70.064
1215,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,B,False,133.52,134.18,134.37,133.63,134.9,133.53,132.96,133.51,132.85,132.86,135.5,135.66,134.72,134.96,135.09
1217,B,True,69.479,68.784,70.118,70.486,70.208,75.983,76.961,75.436,70.68,75.594,79.751,79.723,79.692,80.054,79.754
1218,B,True,183.13,183.13,184.1,183.34,185.07,186.16,186.2,187.27,187.0,187.38,186.59,186.55,186.98,187.68,187.85
1219,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,B,False,0.0,0.0,0.0,0.0,31.831,32.016,31.241,0.0,34.67,0.0,74.822,66.924,60.766,58.678,124.42
1221,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,B,False,351.49,354.68,356.16,358.24,356.95,355.71,356.77,359.6,362.58,363.47,354.26,353.73,356.6,361.8,357.75
1224,B,False,74.68,74.647,75.127,82.006,82.006,82.201,83.006,83.6,85.0,85.802,86.4,87.201,87.201,87.801,87.801
1225,B,False,80.994,0.0,82.62,83.356,82.198,82.342,58.293,72.235,68.497,67.194,68.179,67.108,64.316,63.698,61.176
1226,B,False,44.963,14.796,14.959,72.9,10.202,137.91,18.614,76.383,93.817,48.775,118.6,31.361,18.373,10.715,12.457
1227,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.705,11.402,0.0,11.402,11.045,11.18,12.166,12.166
1228,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,B,False,0.0,0.0,0.0,35.322,33.242,36.257,30.032,37.336,37.336,37.336,37.336,36.346,36.346,29.104,30.029
1230,B,False,98.858,99.85,99.85,99.985,100.98,100.98,100.98,101.83,101.83,102.83,102.83,102.83,102.7,103.7,103.82
1231,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,B,False,238.86,237.56,236.31,241.53,239.79,239.97,243.67,249.52,249.83,253.11,253.44,249.89,255.04,256.24,251.65
1233,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,B,True,170.72,170.07,170.21,170.21,170.21,171.01,171.6,171.6,171.6,171.6,171.6,172.2,172.2,171.6,171.6
1238,B,False,0.0,0.0,0.0,0.0,0.0,0.0,80.994,80.156,80.156,80.994,80.994,0.0,82.62,83.356,82.198
1239,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,B,False,139.66,139.53,140.04,140.13,142.12,144.41,145.02,147.27,147.81,148.01,148.38,148.59,148.08,149.94,150.12
1241,B,False,151.69,151.31,153.11,152.58,151.52,149.96,150.13,150.46,149.7,150.78,148.75,147.5,149.06,147.44,149.8
1242,B,False,9.2195,9.2195,10.198,0.0,13.153,13.038,13.038,13.153,13.038,13.038,0.0,12.042,14.036,9.7183,9.3847
1243,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,B,False,108.76,108.88,107.89,108.37,107.3,107.16,105.48,104.81,105.23,105.7,106.53,105.34,108.46,107.01,106.8
1245,B,False,17.029,18.028,18.028,17.029,17.029,17.029,16.031,0.0,0.0,17.0,17.029,17.0,17.0,18.028,18.028
1246,B,False,10.817,10.817,11.402,11.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,B,False,10.77,10.77,10.296,9.8489,9.4868,0.0,0.0,0.0,0.0,0.0,9.2195,9.2195,10.44,10.44,11.402
1248,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,B,True,107.33,108.35,106.64,107.01,107.63,108.9,107.2,106.99,107.49,107.02,108.5,106.41,108.06,108.3,107.78
1250,B,False,191.02,191.32,193.23,191.97,192.92,194.18,195.44,196.09,196.09,197.04,197.99,197.99,197.99,199.25,200.2
1251,B,False,190.35,187.67,188.86,187.6,192.31,187.46,189.88,191.18,193.5,195.84,195.18,194.82,194.34,194.28,198.06
1252,B,False,255.09,259.14,261.09,259.14,260.67,258.63,259.61,261.98,263.02,268.94,269.77,269.82,265.83,264.08,265.87
1253,B,False,0.0,0.0,0.0,0.0,0.0,0.0,8.9443,8.544,0.0,0.0,0.0,13.0,12.53,0.0,0.0
1254,B,False,241.57,244.67,245.91,245.51,244.24,246.04,245.38,247.07,245.83,244.55,245.42,244.97,243.99,243.58,245.48
1255,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.804,21.84,0.0,0.0,0.0,0.0,0.0
1256,B,True,389.68,389.14,391.04,392.49,385.54,384.76,388.66,388.73,390.05,393.58,392.81,392.5,393.59,389.92,399.51
1257,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,B,False,87.426,87.32,87.384,87.595,89.142,88.577,88.074,88.811,88.688,88.42,89.237,88.85,89.292,89.565,89.421
1259,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,B,False,56.275,58.354,61.602,63.648,65.0,65.697,67.779,69.289,69.394,69.57,70.52,71.169,73.376,73.082,75.286
1261,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,B,False,263.28,264.96,267.83,270.63,271.85,272.13,269.63,272.48,276.77,275.15,276.16,274.04,278.29,276.68,279.83
1263,B,False,0.0,0.0,0.0,11.705,11.402,0.0,11.402,11.045,11.18,12.166,12.166,11.402,11.18,11.18,11.18
1264,B,False,300.3,301.61,302.41,267.5,245.38,255.32,255.53,305.29,83.02,260.49,242.44,261.17,221.98,222.78,224.09
1265,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,B,False,55.691,57.04,57.56,58.235,58.808,56.365,56.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,B,False,77.916,77.635,73.993,71.821,72.763,72.725,70.883,71.512,69.588,69.851,68.763,68.375,70.33,69.598,70.57
1268,B,False,195.96,192.98,198.63,204.36,205.03,207.36,204.65,205.82,205.42,213.29,204.07,208.93,213.68,205.44,197.68
1269,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.762,85.44,85.755,87.132,88.837,88.323
1271,B,False,129.53,130.21,128.78,129.01,129.88,132.6,133.86,132.02,133.82,135.81,137.29,137.52,138.42,136.97,135.52
1272,B,False,190.81,193.54,193.66,193.56,193.63,194.22,190.58,191.19,191.2,191.31,192.17,189.8,192.05,189.21,184.37
1273,B,False,91.946,92.512,92.608,92.496,93.463,94.256,94.071,13.603,17.598,93.818,94.067,19.155,18.914,19.395,19.195
1274,B,False,114.88,115.32,115.84,116.38,115.62,116.37,116.03,116.76,117.65,117.15,117.3,118.49,119.43,119.38,119.29
1275,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,B,True,194.97,198.92,200.84,199.07,196.37,193.43,196.68,193.16,144.4,138.9,134.17,143.74,150.7,151.73,147.79
1277,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,B,False,179.66,181.0,181.73,179.78,181.31,179.36,178.5,180.47,181.37,182.3,183.38,186.07,186.41,158.24,158.92
1280,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,B,False,94.109,94.132,94.029,90.56,88.841,93.894,96.204,95.833,93.981,95.849,99.119,99.784,102.07,102.55,102.81
1282,B,False,387.96,389.68,389.14,391.04,392.49,385.54,384.76,388.66,388.73,390.05,393.58,392.81,392.5,393.59,389.92
1283,B,False,126.95,126.88,126.91,127.45,127.89,127.51,127.44,128.4,127.73,128.25,128.19,128.28,129.27,129.31,131.16
1284,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,B,False,500.5,489.82,484.68,485.68,476.51,483.8,482.58,496.29,480.22,452.33,440.5,457.76,463.75,474.28,467.18
1288,B,False,0.0,0.0,0.0,11.705,0.0,12.083,11.705,10.77,10.77,0.0,12.083,13.0,13.0,0.0,0.0
1289,B,False,103.8,104.97,105.64,105.97,107.44,108.42,110.4,108.96,110.83,111.2,111.59,113.05,112.73,113.58,114.26
1290,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,B,False,0.0,4.2426,3.6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.03,0.0,0.0,0.0
1292,B,False,34.005,17.205,18.028,18.028,18.028,18.028,39.024,49.535,55.981,61.356,57.544,47.316,33.056,16.125,34.113
1293,B,False,219.13,212.17,214.41,210.73,207.6,214.62,209.11,206.3,213.4,215.5,207.53,215.5,218.51,218.18,204.07
1294,B,False,154.2,154.42,154.97,154.59,154.06,154.0,156.2,156.39,156.68,158.22,158.69,161.03,160.23,151.86,160.88
1295,B,False,98.615,98.732,99.725,100.72,101.6,101.71,101.71,101.71,101.6,102.59,102.59,102.49,103.59,104.48,104.48
1296,B,False,93.776,93.984,95.273,0.0,0.0,0.0,99.005,100.09,100.09,101.39,101.77,103.62,103.62,104.55,104.18
1297,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,B,False,136.26,136.83,137.25,136.02,136.23,134.46,135.22,135.27,138.46,138.05,135.47,136.45,137.07,133.48,136.81
1299,B,False,489.3,486.67,504.66,512.65,509.55,513.99,539.53,546.59,544.42,139.72,95.862,139.19,138.84,139.46,139.59
1300,B,False,0.0,0.0,23.022,0.0,0.0,24.083,0.0,0.0,0.0,0.0,0.0,0.0,23.022,22.023,0.0
1301,B,False,0.0,357.41,0.0,359.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.31,0.0
1302,B,False,244.05,243.33,242.7,242.9,243.2,243.13,242.47,241.96,241.47,240.97,241.92,242.08,242.5,241.56,241.7
1303,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,B,True,35.201,35.366,36.182,35.442,35.669,34.671,35.355,36.069,36.069,36.069,35.307,35.52,35.422,34.86,34.443
1305,B,False,69.896,87.287,76.743,100.26,142.22,97.085,116.76,115.92,105.13,99.71,140.81,130.78,94.046,137.59,133.41
1306,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,B,False,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33
1310,B,False,47.074,46.098,46.098,46.098,46.098,46.098,46.098,45.494,45.468,44.904,45.569,46.21,46.041,45.547,45.891
1311,B,False,12.488,20.65,8.2933,36.472,9.5947,47.588,46.737,17.572,18.995,11.849,45.888,24.864,15.979,24.692,34.045
1312,B,True,131.65,131.61,137.9,138.21,138.83,142.76,147.9,130.42,130.85,125.68,138.75,114.24,112.66,108.36,111.81
1313,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,B,False,181.37,180.06,180.35,181.95,181.18,181.73,180.77,182.21,183.96,183.96,183.0,183.48,185.61,181.14,182.88
1315,B,False,201.83,201.75,201.32,202.16,202.3,203.27,204.02,248.34,220.8,247.75,294.98,295.87,250.36,297.15,297.72
1316,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03,82.006,77.296,84.202,80.295,83.004,69.302
1318,B,False,0.0,0.0,0.0,0.0,0.0,93.776,93.984,95.273,0.0,0.0,0.0,99.005,100.09,100.09,101.39
1319,B,False,75.275,76.26,82.892,79.883,77.471,82.955,88.433,81.701,76.463,63.128,75.099,85.344,85.36,85.495,87.211
1320,B,False,123.76,126.8,131.02,130.02,139.69,143.61,136.54,147.58,150.85,151.08,147.54,150.3,144.23,140.62,141.95
1321,B,True,40.268,39.976,7.0711,38.637,39.205,39.825,40.608,40.608,39.825,39.051,39.205,39.051,39.051,39.051,39.825
1322,B,False,159.84,161.2,160.39,160.01,161.61,160.6,168.56,168.19,169.87,163.03,166.08,164.06,168.11,165.82,170.96
1323,B,False,192.85,196.28,195.42,194.93,192.25,193.74,193.63,193.39,194.86,194.04,193.58,192.64,191.86,192.04,193.23
1324,B,False,142.5,142.14,144.26,144.66,143.9,142.89,142.95,142.85,144.55,145.93,147.12,146.23,147.06,147.56,149.7
1325,B,False,0.0,0.0,0.0,0.0,0.0,100.24,99.725,102.2,101.92,102.88,105.08,106.04,107.0,106.74,106.74
1326,B,True,113.68,112.68,113.32,113.47,110.89,114.6,116.06,113.73,114.13,110.57,110.7,111.74,111.08,112.05,112.04
1327,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,B,True,141.73,139.7,139.02,140.2,139.33,133.1,133.36,131.32,132.58,133.32,133.99,133.87,133.07,130.82,124.12
1330,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,B,False,18.811,20.047,17.082,15.811,46.567,24.187,91.782,0.0,82.65,79.534,78.601,83.71,85.197,88.377,89.902
1333,B,False,212.72,211.42,217.84,218.07,218.19,215.56,215.64,216.97,215.92,217.89,222.33,224.08,228.68,230.08,234.73
1334,B,True,679.86,683.63,686.7,735.76,697.01,694.71,0.0,0.0,0.0,776.23,0.0,758.13,0.0,0.0,0.0
1335,B,False,165.39,141.77,140.94,131.12,158.01,151.21,150.19,130.16,134.37,126.87,119.94,124.25,116.87,121.85,134.34
1336,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,B,False,97.854,99.482,101.4,101.78,103.82,105.48,106.57,106.57,107.67,108.78,109.9,109.9,111.88,110.89,112.87
1338,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,193.0,0.0,0.0,63.64,66.528,67.941,68.015
1340,B,False,124.64,125.54,126.12,127.01,127.42,125.47,125.95,125.82,125.25,124.67,124.89,123.63,124.02,124.13,125.05
1341,B,False,0.0,0.0,0.0,0.0,0.0,10.817,11.18,0.0,12.042,11.18,10.296,9.8489,9.4868,9.2195,0.0
1342,B,False,183.55,182.96,184.1,184.54,182.38,182.41,180.73,182.9,181.74,183.42,187.1,183.63,185.45,186.57,188.62
1343,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,B,True,120.67,120.67,120.58,120.65,120.37,120.54,120.61,119.78,120.79,121.19,120.86,121.69,122.41,122.64,123.39
1346,B,False,307.77,246.73,263.95,290.42,145.81,208.73,192.49,176.14,254.48,174.49,108.06,95.3,53.389,86.75,99.48
1347,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,B,False,141.39,141.05,141.07,142.82,143.29,145.2,145.77,145.34,145.78,146.91,148.36,148.05,148.2,148.56,149.07
1349,B,False,118.52,118.7,120.1,121.24,118.85,121.04,121.75,124.0,125.47,124.84,127.39,128.53,129.98,130.19,132.43
1350,B,False,248.9,247.37,247.84,248.49,248.45,248.72,249.48,248.34,247.53,247.41,248.21,247.33,248.3,247.29,245.38
1351,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,B,False,124.41,124.32,125.15,124.85,126.2,127.67,127.7,127.84,128.51,128.86,129.42,129.6,130.75,131.93,131.45
1355,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,B,False,0.0,103.97,103.97,77.48,106.1,106.08,104.66,103.95,0.0,0.0,105.36,0.0,0.0,0.0,0.0
1362,B,False,210.12,211.12,211.09,211.09,211.09,211.09,212.08,213.08,212.06,202.4,204.25,214.06,213.06,213.08,214.08
1363,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,B,True,34.67,33.838,33.838,0.0,35.0,51.2,60.374,78.262,71.197,71.197,70.328,60.215,57.655,61.993,66.462
1365,B,False,33.728,33.966,34.253,34.342,33.743,33.765,33.723,34.176,33.7,33.691,38.725,38.225,33.626,33.121,33.168
1366,B,True,97.042,98.046,98.082,98.082,98.082,99.081,99.182,99.126,100.18,84.16,90.115,87.527,86.184,85.876,87.574
1367,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,B,False,80.389,81.644,79.654,83.745,83.234,80.484,81.5,81.251,79.187,78.354,72.26,69.179,71.121,69.873,56.491
1371,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,B,False,185.91,191.39,189.04,184.22,185.5,198.56,191.75,205.24,206.85,198.03,208.34,209.47,210.08,208.03,206.22
1373,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,B,False,204.21,204.47,203.95,210.29,215.79,211.95,215.35,216.24,219.9,216.23,219.78,222.67,221.62,222.0,218.82
1375,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,B,False,536.47,536.58,536.47,537.06,536.18,535.16,535.9,535.76,536.1,536.81,536.59,536.48,536.28,536.36,536.22
1377,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,B,False,163.91,163.45,164.41,163.45,162.15,162.63,164.34,164.66,164.37,165.42,165.43,165.68,165.48,165.74,165.4
1379,B,False,37.943,38.939,38.828,38.892,38.387,38.487,38.378,38.197,38.186,38.825,38.461,38.761,38.297,38.202,37.151
1380,B,False,239.97,243.67,249.52,249.83,253.11,253.44,249.89,255.04,256.24,251.65,251.0,250.51,252.74,249.1,251.84
1381,B,False,0.0,0.0,196.03,0.0,0.0,0.0,0.0,217.92,201.55,0.0,182.03,0.0,0.0,186.8,0.0
1382,B,False,104.02,104.04,0.0,103.04,104.04,105.02,0.0,0.0,0.0,104.04,104.04,0.0,104.04,105.04,106.08
1383,B,False,35.057,35.128,35.128,35.128,35.128,35.057,35.057,34.887,35.057,35.057,35.014,35.057,35.057,35.057,35.758
1384,B,False,176.21,176.21,176.21,175.6,176.21,176.21,176.82,176.82,176.82,177.61,177.61,177.61,177.61,177.61,178.22
1385,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,B,False,8.0623,8.0623,7.2111,6.7082,6.4031,5.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
