,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15
1292,B,False,29.408,28.587,29.263,27.81,28.672,28.069,27.71,27.832,27.67,27.107,28.109,26.941,27.565,28.349,28.994
1293,B,False,22.689,21.949,21.303,22.026,21.422,20.254,21.619,20.785,21.278,20.596,21.067,21.184,21.104,21.877,21.674
1294,B,False,45.125,46.004,44.908,45.008,47.043,48.264,48.937,48.868,48.733,48.895,50.291,50.421,51.515,51.203,52.732
1295,B,False,8.725,8.7165,8.631,9.122,9.0921,9.0109,10.063,10.46,9.2813,9.9108,10.205,10.244,10.197,10.033,9.4997
1296,B,False,14.826,13.563,15.128,22.132,19.403,19.639,16.367,16.0,22.967,18.411,21.231,15.593,24.095,23.435,25.634
1297,B,False,3.8857,4.8248,5.5118,4.9065,5.6243,5.3081,7.0645,5.9376,6.5877,5.9704,6.1859,6.478,4.4365,5.0946,5.0945
1298,B,False,18.846,18.821,18.669,17.583,18.496,17.912,16.882,16.922,17.139,18.423,16.947,16.527,15.214,16.453,17.297
1299,B,False,35.91,34.751,35.103,33.831,34.471,35.265,35.062,35.231,35.618,34.401,35.184,35.276,35.141,35.497,35.33
1300,B,False,5.6517,6.0063,6.0178,5.6954,5.577,5.2587,5.235,5.2088,5.0533,5.2635,4.9175,4.9257,5.3167,5.2698,4.8429
1301,B,False,15.105,13.055,11.989,11.354,10.733,8.8446,9.0984,10.232,8.6469,7.9807,7.1342,8.0455,8.6276,11.394,12.158
1302,B,False,31.866,31.909,31.124,31.473,31.725,31.965,32.025,32.013,32.343,32.434,33.125,32.864,33.745,33.858,33.498
1303,B,False,4.0035,4.3315,5.4254,3.179,3.8012,4.5799,3.0446,7.0256,4.9315,3.8455,6.6063,1.9313,3.7257,8.0322,2.9703
1304,B,True,13.432,12.661,13.83,13.247,12.751,13.231,11.947,12.39,11.881,12.314,12.852,12.404,12.131,10.707,10.694
1305,B,False,41.27,40.972,40.585,41.525,42.018,39.042,40.467,40.043,40.592,37.643,36.683,35.856,33.306,31.524,32.302
1306,B,False,4.6239,4.4536,4.6093,4.4934,3.3857,3.9744,3.8137,3.6378,4.154,3.8198,5.9665,3.4972,4.878,4.5729,4.4707
1307,B,False,0.99683,1.1426,1.2815,0.94467,1.2454,0.88677,0.88814,1.2916,1.0511,0.9434,1.5289,1.3938,1.6581,1.2374,1.2017
1308,B,False,9.8214,14.147,12.028,12.874,7.888,8.493,9.71,6.4144,9.1405,7.2529,7.722,6.8816,7.8078,5.5172,9.6288
1309,B,False,26.044,25.335,24.625,23.15,26.019,28.053,26.615,27.558,26.426,24.751,28.984,28.864,28.462,29.419,31.155
1310,B,False,16.114,16.067,16.068,15.6,15.597,16.257,16.043,16.773,16.916,16.846,16.825,17.467,17.974,17.631,17.811
1311,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,B,True,13.793,13.45,14.517,15.329,15.526,15.962,15.063,14.27,15.508,16.423,15.876,15.342,14.896,15.638,15.865
1313,B,False,30.364,30.343,30.353,30.456,30.981,31.034,30.991,31.58,30.976,31.536,32.535,31.44,32.341,31.702,32.078
1314,B,False,12.238,11.846,11.571,11.498,11.337,11.922,11.414,12.103,11.5,11.713,12.342,11.94,11.16,11.837,12.059
1315,B,False,17.482,17.851,16.886,16.688,17.303,17.452,18.069,17.54,17.949,17.824,17.902,18.8,18.171,18.546,17.948
1316,B,True,6.8913,7.0644,7.7901,9.6037,10.632,12.349,9.8226,11.283,7.9529,8.2569,8.8191,4.5872,6.8116,9.7561,9.4595
1317,B,True,47.314,44.514,42.417,42.994,43.111,41.922,41.202,42.015,40.128,37.047,36.332,38.355,37.275,36.849,37.401
1318,B,False,19.963,13.724,12.615,12.19,13.519,14.826,13.563,15.128,22.132,19.403,19.639,16.367,16.0,22.967,18.411
1319,B,False,12.719,12.266,12.645,13.677,13.112,13.55,13.526,15.135,14.08,13.642,14.893,13.748,14.91,15.689,15.35
1320,B,False,23.706,23.052,23.926,24.049,23.77,23.328,25.582,24.51,26.962,26.239,27.065,26.374,26.074,24.814,24.004
1321,B,True,17.03,20.209,21.154,17.373,21.027,17.605,17.473,19.155,14.367,18.286,20.991,18.156,18.676,17.205,16.462
1322,B,False,21.038,20.085,19.771,19.932,19.972,19.691,18.611,19.584,20.135,20.433,19.78,19.468,19.539,18.677,18.573
1323,B,False,28.333,27.71,27.428,28.062,29.143,29.431,28.438,27.8,28.442,27.433,27.263,27.677,26.436,26.429,25.501
1324,B,False,28.856,29.481,28.59,29.737,28.834,29.102,28.266,27.453,28.61,28.597,28.136,28.349,27.283,28.356,28.086
1325,B,False,33.777,28.911,34.981,33.893,37.867,37.886,34.693,29.715,30.749,27.809,26.511,28.831,31.237,28.165,27.895
1326,B,True,14.795,14.786,15.421,14.416,14.489,14.919,13.117,15.412,15.59,14.561,15.495,15.384,15.929,17.055,15.033
1327,B,True,13.019,9.1811,8.805,8.9837,11.182,13.077,8.0085,11.51,7.444,4.98,3.8739,5.2149,6.1949,3.2609,5.7304
1328,B,True,2.2618,3.4061,2.0,2.0101,2.0357,2.8805,5.1106,2.7147,3.1687,3.8034,3.0879,2.7913,3.907,3.4146,2.5526
1329,B,True,22.043,22.14,22.949,23.205,23.202,22.865,22.449,22.173,22.35,22.434,23.199,22.894,23.447,23.733,23.412
1330,B,False,2.454,2.5974,2.2727,2.9972,2.0187,2.4878,2.2222,2.6559,2.9474,2.3285,3.364,2.1171,2.6954,2.1184,2.2668
1331,B,False,12.661,9.309,10.974,11.146,10.76,8.7155,11.775,7.7715,10.542,7.9433,11.329,9.5991,9.1053,10.12,10.636
1332,B,False,18.359,17.786,17.793,20.022,19.422,18.994,20.136,20.78,21.177,20.492,18.991,21.967,21.3,20.515,23.355
1333,B,False,44.106,43.542,45.663,44.372,44.54,44.279,45.046,43.543,41.696,41.976,41.797,40.55,38.848,39.11,39.442
1334,B,True,11.121,10.205,11.591,12.561,10.651,12.998,11.659,11.185,12.298,12.867,10.627,11.67,11.188,10.334,10.965
1335,B,False,17.925,19.108,19.216,18.577,19.003,19.434,18.867,19.296,19.318,20.202,19.974,21.153,20.732,20.259,19.125
1336,B,False,5.1341,4.4794,3.6826,3.7177,3.9646,3.5344,4.4026,3.7863,3.6717,4.7113,4.7506,3.9044,4.5398,4.3338,4.2239
1337,B,False,23.24,25.0,21.781,21.583,23.646,26.305,25.323,26.665,24.41,23.474,24.751,26.558,23.754,26.601,25.405
1338,B,False,0.76492,0.96251,1.6161,0.1494,0.14955,0.39196,1.1321,1.0705,0.89166,0.96419,1.9346,1.6144,1.0304,0.84191,0.37576
1339,B,True,16.256,15.927,13.788,12.618,12.782,12.958,13.562,15.513,13.859,15.112,15.017,16.188,14.322,15.136,15.091
1340,B,False,24.472,24.16,24.309,24.513,24.514,24.127,24.221,24.365,25.145,25.109,25.232,25.604,25.351,25.482,25.843
1341,B,False,54.757,48.123,40.747,43.258,43.997,44.397,45.077,41.24,40.692,36.655,36.396,43.201,38.955,36.159,35.694
1342,B,False,44.724,45.093,44.541,44.181,44.486,44.617,44.67,44.335,43.582,43.919,44.366,44.791,45.028,45.22,45.41
1343,B,False,22.115,21.501,21.949,22.946,20.956,22.564,22.739,21.825,20.768,21.875,22.083,21.654,22.098,21.651,21.654
1344,B,False,14.349,13.253,14.416,13.756,14.193,14.57,14.74,15.57,15.973,14.535,15.116,14.21,15.675,15.278,14.67
1345,B,True,22.112,24.001,23.268,23.359,22.581,21.708,21.8,23.527,21.438,22.24,24.178,27.161,28.314,25.18,26.372
1346,B,False,14.08,14.339,16.644,14.302,14.688,15.107,15.365,14.416,14.92,15.087,14.388,14.334,13.425,13.881,13.099
1347,B,True,17.555,16.44,16.408,17.025,16.932,16.619,17.394,16.847,17.302,16.982,16.705,17.898,19.111,18.806,18.329
1348,B,False,6.2439,6.3026,7.1752,7.536,6.8706,6.495,5.2286,5.3149,4.37,4.8302,5.0996,4.749,5.1676,4.4495,5.1996
1349,B,False,17.501,16.065,16.915,16.684,20.425,20.026,17.98,20.276,19.431,18.041,17.227,15.939,15.538,15.946,15.389
1350,B,False,19.995,19.836,19.532,19.768,18.647,20.101,20.409,19.216,19.488,18.646,19.826,18.543,16.47,16.65,17.459
1351,B,False,7.8695,9.4503,7.4396,9.9405,5.6138,5.11,7.8796,5.3642,5.0265,7.9596,8.7408,6.4249,6.4858,6.6105,7.2822
1352,B,False,43.972,43.273,43.706,42.048,43.719,44.094,42.825,41.826,42.963,40.95,40.984,41.622,40.904,40.01,37.891
1353,B,False,3.4181,3.3681,4.0125,3.2781,2.7724,3.5579,3.3372,3.4523,3.7891,4.1973,3.2389,3.1395,4.038,3.6315,4.5916
1354,B,False,14.124,15.541,15.467,16.202,15.136,15.266,15.414,17.347,17.912,17.594,17.862,18.999,19.078,18.511,16.659
1355,B,False,4.5679,6.4516,4.181,5.5884,7.5685,7.9324,7.0985,6.3153,5.6604,5.867,7.663,8.4461,10.928,7.9216,10.021
1356,B,False,26.422,26.746,26.822,26.504,26.557,26.222,25.734,25.306,25.236,24.749,24.993,24.324,22.561,22.663,22.234
1357,B,False,36.07,35.815,35.646,35.625,35.919,36.29,35.946,36.321,35.797,35.534,35.085,35.61,34.938,35.229,36.086
1358,B,False,0.59654,0.59134,0.66198,0.80829,0.66084,0.45583,0.51077,0.22401,0.36044,0.38262,0.18904,0.38638,0.31746,0.60241,0.61856
1359,B,False,17.234,17.682,16.25,16.952,19.176,17.612,18.43,18.394,16.744,17.729,16.446,15.963,16.649,19.144,17.477
1360,B,False,5.5321,5.802,5.2999,4.7084,6.0518,7.4466,8.0346,8.4203,8.3352,8.6176,8.1409,7.77,10.245,10.437,9.7343
1361,B,False,17.13,18.58,18.505,18.635,18.459,18.504,18.022,17.898,17.6,18.762,19.361,19.872,19.678,19.908,18.203
1362,B,False,6.5723,7.0933,7.2925,7.1534,7.3115,7.402,8.3429,8.6155,7.8286,6.7684,6.8857,6.5322,5.8037,6.5101,5.9943
1363,B,False,8.3862,7.6961,7.759,8.1736,8.427,7.7208,7.9693,6.9544,7.0842,7.4213,7.8732,8.6012,9.2809,9.0174,8.6204
1364,B,True,21.166,21.525,20.475,22.253,23.74,24.869,21.765,22.131,22.486,22.447,20.413,19.311,22.558,21.197,17.523
1365,B,False,9.4157,9.451,9.1701,9.2513,8.9689,9.6767,8.983,9.921,9.9438,10.573,10.769,11.456,11.594,11.182,11.394
1366,B,True,37.266,33.085,34.516,35.556,34.244,33.743,34.803,37.402,39.652,43.881,45.552,44.496,43.527,43.826,41.933
1367,B,True,3.103,2.9424,3.684,4.3028,3.4181,3.3681,4.0125,3.2781,2.7724,3.5579,3.3372,3.4523,3.7891,4.1973,3.2389
1368,B,True,1.3256,1.7043,1.8137,1.8399,1.3841,2.2889,2.3256,1.7116,1.6498,1.4545,3.1617,1.7829,2.3784,1.6046,1.5828
1369,B,False,7.565,9.276,11.392,13.841,10.024,13.872,11.111,6.1538,7.9245,5.3165,9.0909,9.2832,7.9518,6.5421,6.0314
1370,B,False,16.366,15.049,14.641,15.58,16.805,17.267,16.902,18.233,17.83,17.825,18.925,17.99,19.621,18.405,19.781
1371,B,False,0.53214,0.65706,0.92807,0.74922,0.74704,0.56806,0.86644,0.96822,0.51151,0.58901,0.73661,0.68402,0.77063,0.64732,0.51032
1372,B,False,11.027,11.078,11.09,11.132,11.345,11.118,11.717,11.875,11.505,11.619,11.612,11.742,11.212,11.28,12.016
1373,B,False,1.2541,2.6543,2.5966,2.5187,3.481,2.83,2.9757,3.1694,2.7521,3.3982,2.8496,3.4057,2.7042,3.9055,2.9285
1374,B,False,11.612,12.095,12.592,12.202,11.419,11.768,11.511,11.594,11.315,11.753,11.42,12.133,11.502,11.479,11.088
1375,B,False,51.768,51.92,52.341,52.706,52.644,52.274,52.178,53.169,53.158,53.932,53.795,54.999,54.251,54.394,54.93
1376,B,False,23.163,23.598,23.255,23.473,23.575,24.064,23.877,24.173,23.714,24.081,23.901,24.016,23.878,23.605,23.98
1377,B,False,11.929,30.326,23.704,16.996,25.618,32.834,26.905,29.635,28.44,28.812,31.014,24.331,25.0,22.079,12.283
1378,B,False,38.897,37.938,37.311,39.423,38.981,38.013,38.623,39.955,37.749,38.167,38.23,38.812,37.656,36.971,37.288
1379,B,False,37.938,38.988,39.129,39.081,39.367,39.115,39.563,40.216,41.307,41.798,41.035,41.097,41.169,40.778,41.657
1380,B,False,41.931,40.363,40.676,40.522,39.929,40.002,39.0,38.57,38.337,38.414,37.797,37.285,37.97,37.264,38.169
1381,B,False,47.246,51.794,61.825,54.854,49.23,46.868,50.337,53.177,37.6,42.07,28.851,23.49,7.5235,15.48,16.357
1382,B,False,24.584,24.294,23.699,23.519,23.019,21.726,22.486,25.896,24.717,25.238,24.755,24.367,24.607,25.25,25.81
1383,B,False,36.298,36.616,36.191,36.304,36.214,36.787,36.562,37.312,38.104,38.01,37.798,38.03,37.916,38.202,38.352
1384,B,False,32.856,32.806,33.062,33.94,34.493,34.198,34.534,34.511,35.399,34.894,34.276,34.674,35.336,34.778,35.194
1385,B,False,16.651,13.0,16.434,17.167,13.816,10.438,9.4017,6.8932,12.625,10.827,7.334,11.245,11.287,6.9286,6.8085
1386,B,False,3.5895,3.3808,3.2861,2.9959,3.6759,2.9092,2.6824,2.9667,2.8411,2.3908,2.436,3.4882,3.5129,3.4057,3.5049
1387,B,False,3.2429,3.3182,4.2387,3.9265,3.7599,3.9587,4.9656,5.7667,6.3744,5.6137,5.284,5.2792,5.5473,6.003,4.9001
1388,B,False,1.0395,0.99382,0.92706,0.73148,0.89103,0.94261,0.90695,0.92065,0.77706,0.93096,0.61989,0.63975,1.0724,1.2081,0.84051
1389,B,False,6.3712,7.3383,5.8824,7.4878,6.8809,7.2063,6.0676,6.9176,5.6537,5.3702,5.5905,6.1307,5.9444,5.6718,6.2069
1390,B,False,27.433,27.549,27.893,27.582,27.582,27.497,28.117,28.706,28.449,28.456,28.423,28.65,29.275,29.469,29.118
1391,B,False,4.3296,4.4082,4.4505,4.899,4.0963,4.4603,4.3951,4.3573,4.6331,5.791,5.2105,5.5656,6.4298,5.3393,5.9983
1392,B,False,51.21,51.424,51.785,51.992,51.779,52.304,52.546,52.758,52.794,52.678,52.741,52.424,52.22,52.112,52.066
1393,B,False,19.495,19.948,19.552,18.431,19.037,18.308,18.485,18.321,17.893,18.036,17.232,17.079,16.048,15.277,15.327
1394,B,False,24.01,25.675,23.796,27.438,28.271,29.724,31.475,38.136,35.482,35.456,39.564,38.292,39.67,38.436,39.703
1395,B,False,16.25,16.952,19.176,17.612,18.43,18.394,16.744,17.729,16.446,15.963,16.649,19.144,17.477,17.666,19.964
1396,B,False,63.756,63.206,62.958,63.247,64.467,63.964,63.909,63.052,62.556,62.996,63.611,63.175,63.159,63.582,63.58
1397,B,False,17.612,18.43,18.394,16.744,17.729,16.446,15.963,16.649,19.144,17.477,17.666,19.964,20.263,22.193,20.316
1398,B,False,3.8781,3.9056,3.4609,1.785,3.0714,2.3441,3.3156,3.3761,3.3737,3.049,1.856,2.7715,3.2802,2.6916,3.55
1399,B,False,12.31,12.249,12.609,12.354,13.429,12.827,13.404,13.226,13.866,14.027,13.579,14.038,13.988,13.801,14.421
1400,B,False,45.845,47.525,47.37,47.781,48.422,47.883,49.88,47.12,47.921,47.734,46.703,48.119,46.99,46.854,45.379
1401,B,False,15.513,14.651,11.813,11.244,11.68,11.314,13.32,13.357,12.243,10.48,11.65,14.364,15.255,14.966,15.042
1402,B,False,29.056,27.771,27.082,27.877,27.49,29.429,29.55,29.47,28.1,29.28,27.546,29.264,30.668,31.43,26.603
1403,B,False,40.14,40.394,41.334,41.156,40.985,41.481,40.698,40.401,40.787,41.839,41.461,42.148,42.742,42.769,42.763
1404,B,False,3.4057,2.7042,3.9055,2.9285,2.7276,1.4839,3.5227,1.6482,2.6167,3.2824,1.7532,4.0281,2.3268,1.6248,2.1132
1405,B,False,3.7037,4.2918,4.0586,4.4271,4.2254,3.9948,4.0661,4.764,3.7587,5.0272,4.8769,5.6095,4.94,5.7425,4.2669
1406,B,False,41.925,37.514,42.139,35.997,32.741,32.76,32.025,28.674,30.408,29.041,29.597,31.885,30.574,29.757,30.404
1407,B,False,24.858,26.015,25.221,23.653,23.245,21.708,20.917,19.462,19.879,17.525,16.313,17.688,16.93,16.292,16.409
1408,B,False,12.565,12.675,12.983,12.742,13.114,12.647,13.126,12.666,12.682,12.078,12.269,12.634,12.452,12.224,11.493
1409,B,False,33.994,34.161,34.677,34.074,33.915,33.71,33.838,33.917,34.076,33.464,33.437,33.542,32.975,33.454,33.554
1410,B,False,10.599,10.508,10.673,10.481,11.008,10.704,10.21,9.8888,9.9562,10.09,10.468,9.7344,9.4323,8.985,8.2781
1411,B,False,10.543,9.5506,10.114,10.027,10.913,10.609,10.942,11.991,11.718,11.268,10.958,12.234,11.602,11.443,13.019
1412,B,True,40.26,40.472,40.014,39.432,40.345,39.809,40.292,39.934,40.571,41.232,41.149,41.483,40.918,40.973,41.281
1413,B,False,42.618,43.614,43.815,44.285,43.866,44.607,43.913,43.83,45.264,45.078,45.474,46.681,45.842,46.429,47.388
1414,B,False,5.7107,3.6615,6.255,3.1676,2.6362,3.1481,2.6216,3.1708,1.5732,1.2541,2.6543,2.5966,2.5187,3.481,2.83
1415,B,True,1.269,2.0288,1.4073,1.2383,2.3911,2.047,3.613,2.6481,2.4384,2.1493,2.362,1.4751,1.8747,2.2055,2.7535
1416,B,False,17.403,17.7,16.94,17.3,18.439,19.01,17.909,18.128,18.861,19.688,19.294,19.492,21.342,20.483,20.009
1417,B,False,5.2964,5.85,6.0437,6.1902,6.5332,7.1131,6.659,7.0068,7.8575,7.7898,7.4811,7.0399,7.1829,6.8559,6.7316
1418,B,False,32.337,34.474,32.146,32.582,30.917,29.211,35.584,28.813,26.813,28.763,27.341,27.343,29.213,27.061,29.375
1419,B,True,6.8444,7.6272,7.1881,7.5813,7.0164,7.116,7.3555,7.6168,7.4118,7.3444,6.1403,6.0002,5.8508,6.3354,5.9146
1420,B,False,2.6813,2.8401,2.6187,2.9313,3.2373,3.1374,3.2208,3.1373,4.0476,3.4573,3.0733,2.7846,2.4338,2.7281,1.8493
1421,B,False,47.331,47.977,46.989,46.382,47.279,47.081,46.631,46.465,46.85,46.36,46.559,47.588,47.255,47.602,48.328
1422,B,False,25.868,25.21,21.535,22.542,23.903,25.149,25.076,25.726,26.036,27.338,27.928,28.357,29.608,27.365,33.822
1423,B,False,22.362,22.335,22.917,22.227,22.069,22.335,22.665,21.584,22.461,22.274,22.418,22.162,22.21,21.788,21.612
1424,B,False,51.311,51.072,50.534,50.627,50.549,50.322,49.892,49.739,49.269,49.126,49.041,48.596,48.455,49.491,48.908
1425,B,False,4.0489,3.4164,2.9818,3.193,3.0152,3.5008,3.5983,3.3369,4.3667,3.9162,4.2307,3.3056,3.568,3.4495,4.024
1426,B,True,8.0323,7.7419,6.9565,8.1707,7.5279,7.9731,8.118,8.7649,8.462,7.8457,7.0908,8.0877,5.7509,6.2983,6.177
1427,B,False,25.775,29.12,31.715,30.801,30.025,31.904,32.335,33.086,33.576,32.957,31.783,34.039,34.822,34.094,36.677
1428,B,False,45.996,45.804,46.049,46.682,46.353,45.992,45.841,45.634,45.991,45.448,44.99,44.662,44.565,44.033,44.05
1429,B,False,9.5189,11.682,9.4742,8.8629,8.6217,7.6923,7.1903,7.5249,6.6998,6.3898,4.6729,5.7613,5.6457,5.7143,5.343
1430,B,False,45.053,44.628,45.623,45.403,45.349,45.322,45.011,44.959,44.981,45.054,44.989,45.323,45.541,45.746,46.305
1431,B,False,1.0286,1.414,1.5446,1.9014,1.3514,2.3407,1.4465,2.0584,2.1902,1.648,3.4461,2.0897,3.3841,3.7016,2.8421
1432,B,False,8.4088,6.9508,6.7133,2.2907,4.0306,3.6208,5.3672,5.0173,3.1551,3.1289,5.5385,3.0644,3.969,4.3413,3.8362
1433,B,True,7.1078,7.0925,8.3116,7.4807,7.1463,7.8907,8.0614,7.6326,7.1863,7.8794,6.8463,6.547,6.4365,7.4302,7.2779
1434,B,False,52.131,51.902,52.878,53.464,53.539,53.496,52.963,54.006,53.561,53.37,54.014,54.492,52.796,53.156,53.793
1435,B,False,4.0261,3.7889,4.0033,3.9333,3.5091,3.2173,2.8788,2.9734,3.0633,2.8561,2.5535,3.0521,3.1848,3.3183,3.3055
1436,B,False,33.676,33.306,32.925,32.967,34.391,35.429,34.418,33.306,33.291,33.856,32.943,32.372,33.655,34.028,34.329
1437,B,False,29.349,31.75,29.453,29.433,27.012,28.773,24.504,28.039,27.978,25.134,23.047,22.021,22.565,18.932,45.265
1438,B,False,9.4408,9.6783,9.4858,9.1326,8.9181,9.3983,8.3661,8.6259,8.8883,8.5635,8.7374,8.1061,7.0115,7.9739,7.8637
1439,B,False,20.869,23.586,24.31,24.577,23.939,24.747,26.193,24.167,24.938,26.196,25.563,27.105,26.624,26.773,26.827
1440,B,False,16.672,16.729,16.436,16.144,15.954,15.774,15.691,15.794,16.179,15.749,15.732,15.718,15.767,16.243,16.283
1441,B,False,17.557,16.893,14.897,14.067,14.289,13.153,11.873,11.503,11.816,11.654,12.674,12.313,13.819,14.0,15.551
1442,B,True,68.151,68.885,68.377,68.913,69.817,69.21,69.001,69.199,69.573,68.879,68.576,68.217,69.605,68.936,69.245
1443,B,False,22.787,23.842,22.569,21.886,22.995,22.502,23.067,23.587,23.744,22.855,23.224,22.491,22.139,22.201,22.454
1444,B,False,5.8225,5.3913,5.494,5.4143,5.3604,5.6658,5.7722,5.7011,5.7446,5.6408,5.5645,5.2585,5.5205,5.6285,5.9007
1445,B,False,66.051,66.189,65.545,65.52,65.53,65.43,65.229,65.501,65.112,65.707,65.09,65.231,65.069,65.508,65.313
1446,B,False,36.799,36.667,37.054,37.268,37.422,38.314,38.854,38.986,39.651,39.548,39.979,40.351,40.27,40.69,40.364
1447,B,False,7.8759,6.7775,6.3181,6.4614,6.7088,7.4503,6.5298,6.6355,7.557,7.4742,7.6584,7.2172,9.0253,8.8124,8.9255
1448,B,True,11.276,11.589,11.266,9.9952,11.463,10.177,12.603,9.8829,10.951,10.162,10.793,10.238,9.652,10.384,9.9747
1449,B,False,20.361,21.09,20.424,21.06,21.84,20.754,20.273,19.929,20.383,19.757,19.467,18.614,18.329,18.906,17.838
1450,B,False,6.1985,6.3639,6.0574,6.1918,6.6101,6.768,6.186,5.7508,5.4937,5.8295,5.4423,5.8498,5.8675,5.4559,5.5648
1451,B,False,20.134,19.251,19.682,14.265,16.339,16.797,14.398,15.374,15.976,13.943,12.145,12.235,12.861,12.576,14.457
1452,B,False,13.396,12.943,11.35,11.149,10.503,10.95,9.9562,10.209,11.274,10.184,10.354,10.209,10.322,10.399,9.5811
1453,B,False,29.003,25.912,28.697,32.292,32.465,32.336,27.726,29.251,30.328,34.151,25.56,28.092,27.108,29.651,30.561
1454,B,False,0.0,0.0,0.0,15.323,2.6882,0.71429,25.347,25.26,42.885,40.094,25.847,28.335,26.408,39.814,38.845
1455,B,False,5.0837,4.1045,4.9444,4.9697,2.8721,3.0148,3.9448,2.4899,4.5102,4.2816,3.3848,2.3052,2.1311,2.1488,2.3297
1456,B,False,32.289,32.914,32.888,33.104,32.145,32.735,33.342,33.755,32.034,31.01,30.683,31.071,29.335,28.538,31.597
1457,B,False,17.466,14.5,14.976,13.213,13.274,12.568,14.592,15.216,16.338,16.379,11.351,13.445,17.093,18.541,18.103
1458,B,False,33.831,34.471,35.265,35.062,35.231,35.618,34.401,35.184,35.276,35.141,35.497,35.33,35.973,35.546,37.046
1459,B,False,11.1,11.418,11.279,10.859,10.938,11.183,11.347,10.842,11.255,11.387,11.385,11.14,11.337,11.439,11.725
1460,B,False,27.268,24.916,25.653,25.424,25.784,25.294,24.325,23.403,23.744,24.221,22.813,23.036,22.251,21.213,22.242
1461,B,False,14.628,14.92,13.998,13.988,13.805,13.928,14.325,13.832,12.583,12.044,12.565,12.106,10.846,11.194,13.531
1462,B,False,15.777,16.759,14.239,16.247,14.583,17.104,15.187,14.503,10.404,12.734,10.753,11.038,7.4742,5.4726,6.2963
1463,B,False,30.656,31.853,31.553,30.619,30.842,30.096,30.805,30.815,29.721,29.076,28.312,28.482,28.565,28.857,29.652
1464,B,False,19.78,18.992,19.491,18.72,19.458,18.378,18.31,19.868,19.422,19.068,18.796,18.329,18.287,18.198,18.013
1465,B,False,19.248,19.937,20.411,20.833,21.025,20.596,21.636,21.132,21.552,21.353,21.42,21.599,21.227,20.785,21.045
1466,B,True,2.5787,3.0206,3.9171,3.3085,2.9752,2.953,3.3478,2.1742,2.349,2.842,4.0049,3.5683,4.6882,4.3236,7.2067
1467,B,False,28.788,28.46,27.761,27.711,27.63,27.653,27.768,28.434,28.441,28.25,28.573,29.322,29.503,29.539,28.641
1468,B,False,7.3925,7.8404,5.1929,6.8079,7.2327,7.0117,7.3756,6.1567,8.0292,6.2264,4.0,5.7143,2.9586,7.2438,7.6775
1469,B,False,28.486,27.81,26.746,27.894,27.062,25.741,25.761,25.39,24.185,25.343,24.342,24.662,25.469,25.266,23.284
1470,B,False,9.5945,9.3882,9.5514,8.359,8.4765,8.7344,8.4918,8.4877,8.2639,8.333,8.1288,8.7837,7.9499,7.9317,8.4129
1471,B,False,39.081,40.181,41.021,41.477,40.916,41.923,42.183,43.074,43.187,44.741,44.065,44.153,44.111,44.292,44.214
1472,B,False,12.627,12.727,12.213,12.365,12.178,12.629,12.565,12.675,12.983,12.742,13.114,12.647,13.126,12.666,12.682
1473,B,False,22.074,22.094,21.456,21.321,20.284,21.038,20.085,19.771,19.932,19.972,19.691,18.611,19.584,20.135,20.433
1474,B,False,0.62305,0.7722,0.71708,2.4434,1.2507,1.0559,1.8972,1.9506,2.3256,2.8533,1.8492,1.7483,2.1498,2.0963,2.2691
1475,B,False,15.122,16.148,16.057,14.234,13.871,12.78,12.441,13.251,12.321,12.525,12.018,13.221,14.057,13.899,13.642
1476,B,False,47.185,45.979,46.192,46.145,46.08,45.241,44.87,44.28,44.13,43.584,44.481,43.567,44.359,43.537,43.22
1477,B,False,43.07,43.852,43.979,43.325,43.794,43.734,43.868,44.106,43.542,45.663,44.372,44.54,44.279,45.046,43.543
1478,B,False,17.633,18.71,18.66,17.165,17.944,18.272,18.717,17.95,19.292,17.158,17.668,17.169,17.705,17.988,16.885
1479,B,False,17.102,17.707,17.927,19.436,20.171,19.777,16.614,19.794,18.684,18.933,18.583,16.352,18.66,20.791,17.326
1480,B,False,10.917,13.043,11.305,14.884,9.6038,10.079,15.772,12.664,7.3944,9.8062,13.501,6.7901,7.8358,11.111,8.6788
1481,B,False,0.64443,0.81451,0.76536,0.73993,0.60332,0.45091,0.51488,0.65281,0.61904,0.91743,0.55614,0.79063,0.91013,0.83209,0.80968
1482,B,False,3.6805,3.6254,3.6179,3.838,3.9655,3.7168,4.3803,4.144,3.6009,3.7324,3.9442,3.8956,3.6666,3.9994,4.3223
1483,B,False,9.2732,10.552,10.285,10.118,9.3514,9.884,10.258,9.0726,9.9192,9.3095,9.06,10.054,10.543,9.5506,10.114
