,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15
1097,B,True,16.736,11.261,9.215,10.14,1.2346,6.4407,9.8551,9.7561,11.456,16.969,28.266,26.055,33.047,26.209,28.21
1098,B,False,37.939,37.934,37.887,37.306,37.532,36.573,44.1,36.888,36.3,36.321,36.499,37.186,36.827,36.77,36.909
1099,B,False,9.7953,8.5455,8.0822,10.248,11.307,10.065,9.4727,9.0096,9.4794,10.896,11.014,10.374,9.2286,8.448,9.425
1100,B,False,53.441,52.619,51.571,50.468,50.176,49.621,48.362,48.045,47.463,47.689,47.502,47.331,47.102,47.849,48.725
1101,B,False,21.249,21.995,23.637,24.323,24.809,25.882,26.132,25.694,25.849,26.855,24.727,25.566,26.645,26.608,27.968
1102,B,False,12.749,12.065,12.662,11.062,11.542,10.978,11.498,11.005,10.841,13.268,11.44,9.7452,9.3481,7.3513,7.648
1103,B,True,12.275,11.483,11.673,11.808,12.541,12.326,11.59,10.983,11.713,11.874,11.705,12.281,11.769,11.91,11.98
1104,B,True,31.175,30.275,42.061,21.572,39.227,36.398,31.25,24.209,34.228,24.399,21.88,23.775,22.735,25.623,21.205
1105,B,False,32.965,33.391,34.279,35.359,35.123,32.685,32.005,31.357,29.206,26.739,25.108,23.479,23.912,23.064,22.769
1106,B,False,33.302,32.802,32.421,32.027,32.032,31.835,30.722,30.386,30.546,30.545,31.247,30.195,31.097,29.912,29.552
1107,B,False,28.384,28.86,29.258,28.635,28.782,28.289,27.67,27.79,28.082,27.034,27.261,27.752,26.864,26.656,26.854
1108,B,False,6.4542,5.3272,5.4306,5.3256,6.4373,5.4666,5.9633,5.8581,5.905,5.6102,4.9663,5.5491,6.9203,4.1429,4.7427
1109,B,True,12.548,12.124,11.884,11.573,12.277,12.203,12.494,12.429,12.359,12.132,12.141,12.228,12.599,12.712,12.641
1110,B,False,1.9642,2.2546,2.0223,1.9963,1.7874,1.9181,2.0819,2.6322,2.1759,2.2458,2.6829,1.9461,3.2437,2.9968,2.7314
1111,B,False,2.4173,2.2877,2.4817,2.3686,2.0991,2.5781,2.4166,2.1876,2.2249,1.9283,2.166,1.9262,1.6177,1.5314,1.4198
1112,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,38.889,0.0,32.353,0.0,43.478,2.6316
1113,B,False,37.021,37.409,39.892,37.23,38.424,35.186,33.281,34.242,32.928,34.639,36.58,36.839,35.954,37.592,39.005
1114,B,False,30.934,31.733,32.469,32.754,31.61,31.168,30.389,32.062,33.081,33.236,33.81,34.735,34.851,34.863,33.669
1115,B,True,1.4939,1.9088,2.1058,2.9138,2.2977,2.8376,3.0051,2.4669,2.8429,2.5668,3.443,3.0573,2.0472,2.2411,2.6815
1116,B,False,0.37481,0.37286,0.35791,0.98108,1.3403,0.57637,1.1005,1.2085,1.3077,0.65359,0.61491,0.7734,0.37679,0.6079,0.76278
1117,B,False,28.349,28.994,28.934,29.151,28.377,29.602,29.697,29.805,31.195,31.64,31.774,32.457,31.808,32.124,31.681
1118,B,False,46.032,45.425,42.842,43.731,42.097,41.828,45.048,40.055,39.103,38.73,38.471,37.078,37.577,37.613,37.243
1119,B,False,27.842,25.692,22.402,20.128,26.161,16.732,10.075,10.505,8.5366,5.4173,26.333,7.2593,6.0893,9.2072,6.7532
1120,B,False,13.374,13.202,14.836,16.24,14.944,16.724,16.729,16.445,16.337,18.283,14.643,14.317,14.622,12.998,15.109
1121,B,False,15.105,14.258,13.898,15.31,13.916,15.524,15.905,15.997,15.812,15.171,15.545,14.219,14.238,14.991,15.808
1122,B,False,27.603,28.123,27.608,27.349,28.109,28.436,28.701,27.651,27.669,28.217,28.67,28.498,29.094,29.307,29.018
1123,B,True,26.94,29.059,26.327,25.627,27.107,25.381,24.288,25.554,23.904,21.813,21.974,21.393,22.745,23.624,23.36
1124,B,False,25.295,24.991,25.517,25.206,25.182,25.297,25.306,24.949,25.05,25.739,25.422,25.382,25.318,25.041,24.589
1125,B,False,11.163,11.4,11.861,10.969,10.946,11.604,11.122,10.949,10.769,11.402,11.063,11.266,11.389,11.38,12.065
1126,B,False,58.092,56.839,58.51,58.176,56.207,56.157,55.528,57.716,57.179,56.696,53.66,54.491,55.355,54.861,54.916
1127,B,False,10.471,9.9858,10.355,10.893,10.249,10.029,10.183,10.639,10.514,10.814,11.193,11.027,11.078,11.09,11.132
1128,B,False,11.022,10.469,8.9789,10.666,11.337,13.232,12.339,12.068,14.078,14.87,15.583,16.308,15.064,14.476,14.379
1129,B,True,33.353,33.276,33.11,33.457,33.588,33.607,33.157,32.731,32.505,33.012,33.248,32.95,33.174,33.592,33.591
1130,B,False,0.25864,0.18116,0.39975,0.29707,0.35363,0.45885,0.43277,0.37356,0.52187,0.31395,0.41699,0.29851,0.3956,0.44464,0.2055
1131,B,False,56.589,56.544,57.327,57.287,56.883,57.06,56.39,55.269,57.049,56.591,56.669,56.574,56.74,57.007,56.963
1132,B,False,62.198,62.118,62.266,61.852,61.749,61.519,61.411,60.969,60.695,60.145,60.128,59.671,59.157,58.844,58.52
1133,B,False,7.9348,7.5502,8.6346,8.5756,9.2642,10.068,9.6674,9.9039,9.7448,8.8248,8.6573,9.9574,10.894,9.6768,11.333
1134,B,False,16.974,15.266,16.62,16.966,15.524,16.255,15.857,14.979,13.627,15.394,15.775,14.36,15.102,15.103,14.905
1135,B,False,3.3333,3.0118,3.0971,3.3243,3.384,3.477,3.0251,3.1643,3.2755,3.0201,2.9538,3.2884,2.5492,2.9359,2.997
1136,B,False,23.365,23.765,24.034,24.337,23.953,24.635,23.867,24.12,24.645,23.752,23.102,24.571,22.491,22.764,23.601
1137,B,True,47.828,47.1,47.185,45.979,46.192,46.145,46.08,45.241,44.87,44.28,44.13,43.584,44.481,43.567,44.359
1138,B,False,20.412,22.423,21.899,21.287,20.337,20.33,20.883,20.037,19.621,19.31,19.549,19.851,20.264,20.319,21.48
1139,B,False,12.544,11.601,10.354,9.3621,11.011,7.5646,9.8891,8.578,9.8814,9.7027,8.7899,8.1311,8.4575,11.313,9.7024
1140,B,False,13.479,14.957,14.33,14.045,14.035,13.787,13.537,13.685,13.218,13.785,13.222,13.677,12.824,12.842,13.677
1141,B,True,22.923,22.704,22.488,22.634,23.473,24.22,23.677,24.041,24.981,25.384,25.003,24.24,23.969,24.922,24.151
1142,B,False,10.528,10.937,10.87,10.807,10.958,12.061,11.055,10.792,11.705,10.281,11.179,11.907,11.497,11.471,11.926
1143,B,False,26.564,27.866,27.083,26.857,25.312,26.105,26.646,26.468,26.466,27.649,28.68,29.836,29.102,30.165,31.551
1144,B,True,38.523,38.238,37.938,38.988,39.129,39.081,39.367,39.115,39.563,40.216,41.307,41.798,41.035,41.097,41.169
1145,B,False,4.4038,4.8325,5.2475,4.9658,5.2143,5.3832,5.1782,4.9551,4.587,4.1656,4.6191,4.2536,5.2639,4.8087,5.4971
1146,B,False,15.859,15.572,15.664,15.944,15.604,15.345,16.038,16.619,17.154,16.658,15.894,15.763,15.394,16.456,16.873
1147,B,False,5.335,5.3598,6.6328,5.4009,4.892,6.0694,6.7416,6.0864,6.9864,6.8313,8.2027,7.8234,9.2194,7.8072,7.1506
1148,B,False,32.973,31.848,32.254,31.573,32.064,32.378,33.285,32.833,31.831,32.09,31.811,32.195,31.965,31.498,32.075
1149,B,False,9.1053,10.12,10.636,9.41,9.7071,10.859,9.6709,10.582,9.0666,12.739,13.257,7.1429,12.051,9.509,10.556
1150,B,False,60.356,60.362,59.956,60.543,60.632,60.79,61.553,61.248,61.211,61.197,61.698,61.866,61.851,61.416,61.219
1151,B,True,17.238,17.276,16.768,16.895,17.368,17.446,17.449,17.499,16.883,16.962,16.786,17.262,17.919,17.171,17.422
1152,B,True,6.6105,7.2822,7.0302,5.2209,4.5543,3.5862,6.4249,4.2596,3.3898,3.0242,3.8995,3.5992,5.5858,5.3242,4.8815
1153,B,True,23.132,22.331,22.033,22.835,22.907,22.832,23.667,24.139,24.148,24.675,24.764,25.141,25.2,25.073,24.895
1154,B,False,33.02,33.551,33.636,31.521,32.64,31.974,32.696,32.27,32.593,32.378,31.98,31.511,31.277,30.891,30.36
1155,B,False,11.201,11.858,11.733,11.539,11.484,11.712,11.884,11.295,11.705,10.363,10.943,11.11,10.816,10.802,11.22
1156,B,False,21.472,21.738,21.644,21.228,21.356,20.821,21.134,20.882,21.515,21.508,21.535,21.767,21.328,21.188,20.952
1157,B,False,41.792,41.731,41.383,39.847,38.922,40.284,40.454,40.181,40.29,42.201,41.591,42.514,42.208,42.315,43.707
1158,B,False,7.1785,5.8734,5.355,5.7501,5.9021,5.0408,4.7641,4.5233,4.039,3.0711,3.6306,3.4351,3.9666,4.1774,3.9457
1159,B,False,33.753,31.499,32.384,31.3,31.098,31.539,30.566,31.687,32.795,31.721,31.913,32.756,34.468,33.57,33.538
1160,B,False,7.1916,6.3005,4.3542,4.8235,4.5806,5.2362,3.2865,4.207,3.5893,4.0556,3.7825,4.0331,3.4483,3.6618,4.8768
1161,B,False,11.188,11.228,10.321,10.278,10.633,10.902,10.75,11.3,11.371,10.744,10.861,10.123,10.478,10.551,10.732
1162,B,False,28.707,28.379,29.078,29.475,28.596,27.229,28.578,29.247,28.891,29.261,29.078,28.159,27.223,27.352,27.023
1163,B,True,35.795,34.696,36.204,36.7,36.448,35.877,35.245,36.262,36.606,37.541,36.768,37.068,36.758,36.22,36.551
1164,B,True,40.374,40.207,40.799,42.158,41.816,42.262,42.057,41.515,41.634,41.683,40.447,41.419,41.275,42.279,41.459
1165,B,True,5.3642,5.0265,7.9596,8.7408,6.4249,6.4858,6.6105,7.2822,7.0302,5.2209,4.5543,3.5862,6.4249,4.2596,3.3898
1166,B,False,3.8995,3.5992,5.5858,5.3242,4.8815,3.982,7.483,6.8648,6.2898,6.8417,7.3388,6.0959,4.5865,6.445,7.3383
1167,B,False,2.6982,2.2491,2.449,3.6546,2.8812,2.7834,3.3156,3.8812,4.0599,3.9446,4.1924,3.5748,4.2787,4.3514,5.2519
1168,B,False,6.9347,6.9032,6.0634,6.6834,6.7713,6.5994,6.7439,6.639,6.8942,6.245,6.7475,7.187,7.486,7.7643,8.2598
1169,B,False,45.13,46.426,45.962,44.996,43.282,43.73,49.219,47.218,46.306,46.746,46.912,46.689,47.517,48.593,47.73
1170,B,False,26.431,27.268,26.823,27.291,28.153,27.785,27.942,27.457,27.45,27.412,28.272,29.285,28.506,28.137,28.675
1171,B,False,18.378,17.669,17.65,18.124,17.762,18.168,17.973,17.193,17.583,17.167,17.268,17.404,16.814,17.55,17.41
1172,B,False,9.6931,9.6745,9.8438,9.8446,10.47,9.7441,9.5348,9.3865,9.552,9.4389,9.8092,9.7977,9.8351,9.9208,9.992
1173,B,False,3.7732,4.8297,4.6147,4.0187,5.1111,3.5953,3.5472,3.6582,4.2187,4.7255,3.6837,4.6841,3.5169,3.2702,3.2172
1174,B,False,15.135,14.08,13.642,14.893,13.748,14.91,15.689,15.35,16.918,18.238,16.366,15.049,14.641,15.58,16.805
1175,B,False,8.6466,8.5439,7.859,9.5476,9.9249,10.13,10.829,12.172,11.019,11.847,10.59,10.019,9.9429,8.8273,9.4761
1176,B,True,0.31393,0.26793,0.22584,0.31227,0.27209,0.26627,0.22252,0.13313,0.15507,0.10065,0.06993,0.10872,0.068174,0.19989,0.10799
1177,B,False,51.174,50.865,51.298,52.869,54.113,54.543,53.843,56.307,56.289,57.615,59.283,59.724,61.226,61.262,61.642
1178,B,True,5.0585,5.1841,5.2964,5.85,6.0437,6.1902,6.5332,7.1131,6.659,7.0068,7.8575,7.7898,7.4811,7.0399,7.1829
1179,B,True,3.4181,3.3681,4.0125,3.2781,2.7724,3.5579,3.3372,3.4523,3.7891,4.1973,3.2389,3.1395,4.038,3.6315,4.5916
1180,B,False,28.835,27.893,28.175,28.248,26.94,29.059,26.327,25.627,27.107,25.381,24.288,25.554,23.904,21.813,21.974
1181,B,False,11.022,11.27,8.058,7.7617,11.006,11.839,11.543,12.39,8.1516,9.9882,12.493,10.934,9.6908,12.486,13.475
1182,B,True,3.8466,4.1,3.7716,4.0519,4.2717,4.6018,4.5909,4.3934,4.1307,4.6298,4.4019,4.2023,4.6268,4.3684,4.7574
1183,B,False,65.744,66.004,65.635,65.73,66.647,65.429,65.185,65.185,65.427,65.506,65.805,65.672,65.793,66.157,66.234
1184,B,False,3.6929,3.3111,2.8199,2.8383,3.6892,3.3564,3.9428,3.2183,3.7172,3.1523,3.4235,2.9066,3.0632,2.6639,2.2993
1185,B,False,47.27,46.988,47.43,47.311,48.151,48.262,48.761,49.332,49.239,48.993,49.646,49.821,49.76,50.474,50.313
1186,B,False,0.48501,0.80285,1.3761,0.62735,0.98928,0.58431,1.1608,1.9506,2.2636,1.5716,1.2281,1.3986,1.3115,0.74906,0.76009
1187,B,False,15.489,15.11,14.898,14.62,14.733,14.91,14.846,14.981,15.034,14.794,15.105,14.897,14.677,14.753,14.523
1188,B,False,32.754,31.61,31.168,30.389,32.062,33.081,33.236,33.81,34.735,34.851,34.863,33.669,35.625,35.445,35.32
1189,B,False,29.421,29.193,29.76,29.605,29.109,29.234,29.865,29.117,28.699,29.471,29.18,29.931,29.998,29.892,30.296
1190,B,True,14.714,14.981,14.721,14.5,14.473,13.555,14.088,13.298,13.731,13.813,14.306,13.666,13.744,13.104,13.109
1191,B,False,32.702,32.117,31.635,32.98,32.854,31.818,29.936,30.621,30.852,30.03,30.384,29.911,30.366,29.733,29.502
1192,B,True,21.14,20.094,18.588,21.841,21.254,21.335,20.331,21.087,17.099,18.909,20.38,16.813,20.045,18.5,22.444
1193,B,False,18.924,21.707,18.581,23.348,25.853,25.959,22.288,22.694,20.747,19.097,20.619,21.306,21.791,19.683,24.284
1194,B,True,16.687,15.621,15.515,14.065,15.439,16.51,16.764,15.531,17.138,16.532,16.005,15.869,16.239,16.922,16.873
1195,B,False,22.413,21.543,21.686,21.891,20.705,20.412,22.423,21.899,21.287,20.337,20.33,20.883,20.037,19.621,19.31
1196,B,False,31.495,31.404,30.578,30.744,31.094,31.588,31.424,30.534,30.657,30.357,29.208,29.133,29.07,28.732,27.851
1197,B,False,10.126,9.0076,9.4102,10.226,9.0909,9.4178,10.952,10.022,10.206,11.819,10.52,9.0731,9.3905,9.8011,9.035
1198,B,False,14.641,15.58,16.805,17.267,16.902,18.233,17.83,17.825,18.925,17.99,19.621,18.405,19.781,20.584,21.302
1199,B,True,40.799,40.554,42.159,41.384,41.247,42.289,41.691,42.692,41.68,41.801,42.619,42.399,42.38,41.062,41.33
1200,B,False,7.1003,8.4978,6.6667,7.4778,7.1548,8.5941,11.57,14.604,17.155,15.871,19.065,18.079,18.53,21.487,19.866
1201,B,False,37.254,36.651,36.975,37.29,36.698,36.936,36.616,37.227,37.731,36.966,36.915,37.29,37.586,37.231,37.141
1202,B,False,10.834,9.8867,11.593,10.601,10.657,9.4858,10.632,8.4685,8.8898,9.0662,10.422,10.692,11.227,10.076,10.528
1203,B,False,28.466,28.695,27.809,27.737,27.685,27.998,28.306,28.617,28.674,27.7,28.145,27.915,28.231,27.594,27.989
1204,B,False,2.1536,2.317,3.3915,1.6175,2.1875,1.8438,1.1455,2.1531,2.1465,2.611,3.0726,2.5907,3.3248,4.534,3.672
1205,B,False,35.024,34.499,33.4,37.768,34.723,33.775,34.135,29.095,30.199,33.165,31.157,31.597,29.954,27.179,27.485
1206,B,True,3.4556,3.8576,2.7147,3.0665,3.39,4.1927,5.1864,4.3938,4.9479,4.2235,4.6805,4.8075,5.4382,7.385,8.4949
1207,B,False,24.256,23.893,24.545,25.105,22.724,21.837,24.664,24.732,23.219,22.292,22.222,21.854,20.367,20.409,19.678
1208,B,False,45.077,41.24,40.692,36.655,36.396,43.201,38.955,36.159,35.694,39.989,37.255,38.115,40.451,39.514,42.947
1209,B,False,17.654,17.273,17.777,18.016,17.136,16.845,16.692,16.351,15.898,16.743,15.621,16.066,16.013,16.646,15.947
1210,B,False,20.29,20.138,19.688,21.24,20.11,21.052,19.618,20.967,20.113,20.109,20.624,19.683,20.434,21.517,20.071
1211,B,False,0.67636,0.57155,0.57029,0.54388,0.53912,0.48805,0.64484,0.67273,0.51085,0.4638,0.37576,0.38065,0.50351,0.54331,0.63411
1212,B,False,45.384,49.472,49.658,49.932,48.407,49.741,48.851,46.947,48.421,49.848,48.165,44.699,45.415,39.007,39.601
1213,B,False,6.2783,6.7147,6.8601,6.6579,6.4012,6.4655,6.2476,5.5748,5.7161,6.287,6.073,5.299,6.0378,6.4321,6.4099
1214,B,False,3.2911,3.6968,4.3961,2.9113,3.8432,3.2184,3.0894,3.1878,3.3948,3.1986,2.721,2.5382,2.9475,3.5848,2.3854
1215,B,False,0.5814,0.58442,0.41074,0.69009,0.50939,0.3714,0.30423,0.81843,1.3534,1.0551,0.91855,0.67734,0.54645,0.84977,0.47976
1216,B,False,16.843,16.688,17.451,18.999,19.682,19.984,20.32,19.174,19.895,19.256,18.674,19.663,19.248,19.934,20.304
1217,B,True,9.0713,8.4759,8.2262,8.4644,8.3556,7.4574,7.7703,7.4021,7.7731,7.7776,7.6606,7.2431,7.2132,7.7599,7.3363
1218,B,True,50.039,50.39,50.242,50.044,50.127,50.1,49.941,49.06,49.921,50.515,49.654,50.436,49.799,49.793,49.721
1219,B,False,0.12445,0.013852,0.098287,0.070512,0.085592,0.31587,0.16631,0.14995,0.34093,0.14361,0.22198,0.12841,0.3097,0.082727,0.065595
1220,B,False,47.839,47.372,47.094,47.239,46.788,47.082,47.002,47.347,47.264,47.116,46.783,47.351,47.772,48.06,47.386
1221,B,False,7.6555,6.5987,7.0707,6.4794,3.7275,5.1817,5.1847,3.2075,4.9727,5.2789,4.1023,4.1741,7.4449,7.7511,6.3358
1222,B,False,8.1241,8.3266,8.3401,7.3907,7.3151,7.1818,8.2738,7.4796,7.5675,8.1257,8.8725,8.5361,8.0539,7.0969,7.1193
1223,B,False,43.868,44.074,43.237,42.601,42.822,42.127,41.324,41.941,41.738,42.158,42.754,42.979,43.126,43.724,44.472
1224,B,False,26.238,28.541,24.982,22.48,24.578,22.631,22.81,21.761,19.944,19.729,18.027,17.593,18.189,17.923,16.722
1225,B,False,33.375,39.255,42.105,40.171,40.763,39.896,39.445,38.219,38.38,37.226,36.013,38.062,37.488,36.416,35.471
1226,B,False,5.6787,6.248,5.005,4.717,5.1996,6.9816,4.8569,5.2882,5.5178,5.6009,5.1067,4.7716,3.5703,5.5342,4.7114
1227,B,True,0.79063,0.91013,0.83209,0.80968,0.93179,0.76802,1.0689,0.90251,0.99538,1.2877,1.5596,0.93227,1.2271,0.95333,1.2938
1228,B,False,30.608,31.041,30.864,30.167,30.124,29.929,29.416,29.089,29.021,27.534,26.966,26.948,26.675,26.724,25.835
1229,B,False,33.219,33.705,33.007,33.298,32.545,32.05,32.032,32.69,32.922,33.012,32.651,32.458,32.695,31.46,31.659
1230,B,False,36.58,36.839,35.954,37.592,39.005,40.531,34.65,33.156,34.203,32.967,31.528,32.284,31.265,31.663,32.46
1231,B,True,19.466,20.581,21.177,20.646,19.26,21.238,20.206,19.953,20.949,20.446,20.696,20.727,20.889,21.893,22.138
1232,B,False,41.803,41.909,41.953,40.988,41.362,41.931,40.363,40.676,40.522,39.929,40.002,39.0,38.57,38.337,38.414
1233,B,False,32.663,33.761,33.443,33.075,33.323,33.517,33.391,32.58,32.567,32.829,32.673,32.579,32.913,32.544,32.513
1234,B,False,2.8476,4.4118,4.0486,4.3033,4.8828,5.2065,6.8266,3.8536,4.2169,3.2374,1.6636,1.1538,3.3989,6.9767,1.6529
1235,B,False,8.6397,8.5678,9.0192,9.7309,10.055,10.155,9.3317,9.6149,9.2091,10.106,9.8262,9.906,9.2765,9.7319,9.5519
1236,B,False,2.878,2.0664,1.822,3.4509,2.9325,3.2183,2.9889,2.5193,2.3088,2.2891,1.6111,2.0393,1.86,2.3762,2.8704
1237,B,True,27.009,27.613,27.476,27.562,27.569,27.559,28.053,28.15,28.573,28.849,29.263,29.119,29.527,29.845,30.224
1238,B,False,37.894,38.74,39.959,40.144,41.087,42.59,38.434,40.397,41.568,40.922,33.375,39.255,42.105,40.171,40.763
1239,B,False,34.896,36.249,35.02,34.607,33.566,34.539,34.74,33.575,35.139,35.641,35.57,37.431,36.604,35.47,37.287
1240,B,False,18.602,20.097,19.665,18.706,19.996,19.904,19.297,19.745,18.846,18.824,20.382,20.277,20.179,19.752,20.941
1241,B,False,30.882,30.25,29.973,30.892,30.693,30.058,29.616,29.113,28.665,28.643,29.317,29.615,29.098,29.255,29.355
1242,B,False,10.256,9.2528,9.38,9.5018,9.9411,10.768,10.134,11.261,9.3986,10.141,9.4155,7.1888,6.5327,5.3801,6.9681
1243,B,True,11.189,11.435,10.819,9.8453,12.201,9.9786,11.7,11.763,11.404,10.818,12.548,10.299,10.078,11.178,10.391
1244,B,False,12.701,12.82,13.839,13.901,13.175,12.991,12.544,13.249,13.394,14.059,13.685,14.556,13.825,14.294,14.847
1245,B,False,12.274,12.944,12.955,13.804,13.192,14.063,11.486,11.26,15.529,16.143,13.238,13.689,14.621,13.476,13.202
1246,B,False,6.2315,5.5612,6.0314,6.4338,5.4673,5.8413,6.0921,5.2838,5.4276,5.3274,6.2843,6.4791,6.4498,5.6074,7.0917
1247,B,False,13.967,13.271,11.125,8.7708,12.055,11.863,14.11,14.017,12.004,12.022,13.323,13.907,15.436,13.061,12.415
1248,B,False,20.063,20.102,19.714,20.09,20.14,20.348,20.775,19.802,21.479,22.142,21.655,21.947,22.559,22.127,22.984
1249,B,True,29.857,29.885,30.166,31.8,29.699,30.966,31.329,28.966,31.241,31.552,30.183,32.842,34.378,34.204,36.334
1250,B,False,17.59,17.594,17.991,18.041,17.888,19.225,17.555,17.912,17.35,17.138,16.928,17.861,19.372,19.367,19.056
1251,B,False,43.669,42.52,43.065,43.388,44.518,44.798,45.509,46.974,47.993,48.071,47.579,47.491,48.133,48.3,48.491
1252,B,False,13.762,14.11,13.907,14.279,14.231,13.896,14.191,14.41,13.69,14.208,14.445,14.457,14.617,14.475,14.807
1253,B,False,9.228,8.4181,9.001,7.1235,9.0316,5.8236,5.611,7.7258,7.6657,7.8236,7.0916,7.4912,8.8201,8.3141,6.962
1254,B,False,43.615,43.534,42.167,40.414,44.818,43.17,42.213,43.066,45.905,46.213,45.883,43.83,45.642,46.233,45.46
1255,B,False,55.01,54.511,54.997,54.758,54.54,54.434,54.418,54.348,53.208,52.706,52.224,53.3,51.934,51.196,50.673
1256,B,True,38.38,38.447,38.527,38.621,38.042,37.396,36.701,36.587,36.313,35.614,35.421,34.573,34.318,34.072,32.943
1257,B,False,2.7237,2.534,3.5661,4.1214,3.1191,4.0717,4.5626,4.1379,4.4181,3.5484,3.6835,3.1048,3.9276,3.9714,3.9548
1258,B,False,35.389,34.353,32.607,30.533,29.432,29.975,27.266,28.024,27.651,27.318,25.365,25.218,28.228,26.86,28.126
1259,B,False,0.019387,0.039078,0.074864,0.0,0.20885,0.038842,0.019301,0.0387,0.0,0.0,0.080661,0.0,0.041701,0.084908,0.061894
1260,B,False,21.833,22.007,25.358,23.509,24.284,28.313,26.524,25.706,29.031,26.886,28.409,29.109,28.429,24.12,27.168
1261,B,False,31.159,31.1,29.169,29.707,30.122,28.688,28.738,28.379,28.872,26.483,26.718,25.361,25.777,23.939,25.756
1262,B,False,43.074,43.187,44.741,44.065,44.153,44.111,44.292,44.214,43.589,44.607,44.52,44.737,44.233,44.688,45.423
1263,B,False,0.93179,0.76802,1.0689,0.90251,0.99538,1.2877,1.5596,0.93227,1.2271,0.95333,1.2938,1.6772,1.9943,1.7564,2.5714
1264,B,False,18.388,18.578,18.205,18.223,18.492,18.784,19.11,19.263,18.733,18.708,18.145,18.357,18.568,18.575,18.078
1265,B,False,6.6377,6.842,5.624,6.702,7.1284,5.7041,5.9488,6.4405,6.0049,6.4289,5.4701,5.108,5.8155,5.5123,5.1811
1266,B,False,17.804,21.79,22.345,17.502,14.833,12.873,17.914,12.671,15.855,16.895,13.787,12.647,13.336,15.458,11.471
1267,B,False,25.684,26.241,27.153,26.081,27.036,28.037,26.731,27.016,26.513,25.781,26.924,26.305,27.016,27.325,23.269
1268,B,False,30.114,30.536,31.507,31.743,31.888,31.829,32.065,32.088,31.794,32.646,33.103,32.469,33.034,33.308,33.197
1269,B,False,26.422,25.492,26.118,26.113,24.972,25.402,25.285,24.619,24.772,25.393,24.997,25.842,25.824,25.689,26.128
1270,B,False,33.083,28.164,34.334,40.499,40.025,40.629,37.528,35.743,33.888,31.941,29.308,27.122,25.674,26.84,29.345
1271,B,False,25.504,26.987,26.073,26.405,25.306,24.6,25.767,25.875,25.995,23.36,22.948,24.868,25.961,25.069,23.626
1272,B,False,27.973,25.772,26.778,28.182,27.202,27.937,27.39,28.374,28.759,29.193,28.505,27.002,29.053,29.83,31.091
1273,B,False,10.03,9.8116,9.209,11.193,11.544,11.242,10.946,11.007,11.318,10.689,10.531,9.8714,10.645,11.773,12.588
1274,B,False,48.278,49.098,50.726,50.79,51.515,53.251,53.436,51.827,50.77,52.121,51.896,52.51,51.279,51.327,50.925
1275,B,False,2.6205,3.1944,3.2973,3.5827,4.7386,4.5664,3.731,4.3962,6.0735,5.0945,4.566,2.1542,4.3622,2.6178,5.7174
1276,B,True,16.669,15.081,14.755,13.994,14.048,13.873,13.559,13.883,13.455,13.432,13.272,13.306,13.06,13.657,12.911
1277,B,True,5.8426,4.3292,2.8571,3.2392,3.6433,2.7268,2.7138,4.0165,4.0185,3.1183,3.337,4.6227,4.7011,3.8111,4.6105
1278,B,True,4.4444,0.60606,0.0,6.4356,0.0,0.0,7.2961,5.2045,5.614,10.239,10.819,2.9333,1.6447,4.5926,21.448
1279,B,False,43.912,43.611,42.63,42.822,42.482,43.488,43.26,44.553,45.054,42.911,44.674,44.308,45.464,45.41,45.996
1280,B,False,5.4564,5.6551,5.3937,5.4594,4.99,5.17,5.8608,5.6081,5.0925,5.6088,5.5537,5.4333,5.3449,4.6377,4.7705
1281,B,False,13.861,12.336,13.086,12.511,13.864,15.029,13.05,12.881,14.094,14.938,14.339,14.466,15.467,15.401,14.338
1282,B,False,38.669,38.38,38.447,38.527,38.621,38.042,37.396,36.701,36.587,36.313,35.614,35.421,34.573,34.318,34.072
1283,B,False,37.727,36.989,37.101,36.737,35.808,36.564,36.722,36.619,37.939,37.482,39.192,39.332,38.749,37.868,39.531
1284,B,False,35.085,34.036,36.613,36.314,35.943,34.287,34.641,37.203,34.287,31.182,36.85,31.571,34.565,33.527,33.923
1285,B,False,24.415,23.003,24.064,24.264,23.741,23.828,23.266,23.262,23.786,22.8,22.643,23.65,23.571,23.636,23.683
1286,B,False,36.143,35.164,35.025,35.545,35.721,35.515,34.009,34.703,34.326,35.214,35.744,35.92,36.296,37.251,36.435
1287,B,False,13.641,12.84,13.113,13.378,12.565,12.757,13.169,13.101,13.454,13.057,13.859,14.455,14.832,14.906,14.986
1288,B,False,15.218,16.62,17.4,17.958,18.437,19.991,21.008,17.878,16.618,17.153,14.71,13.394,14.279,13.492,11.04
1289,B,False,20.406,18.552,19.225,18.071,20.29,20.138,19.688,21.24,20.11,21.052,19.618,20.967,20.113,20.109,20.624
1290,B,False,0.403,0.36057,0.41415,0.43477,0.36554,0.46622,0.40441,0.44985,0.46064,0.35312,0.49898,0.46248,0.67588,0.77124,0.57857
1291,B,False,50.812,52.487,48.152,49.751,47.39,47.29,49.916,45.765,49.016,47.246,51.794,61.825,54.854,49.23,46.868
