,FLARE_TYPE,COINCIDENCE,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40,MEANGAM_41,MEANGAM_42,MEANGAM_43,MEANGAM_44,MEANGAM_45,MEANGAM_46,MEANGAM_47,MEANGAM_48,MEANGAM_49,MEANGAM_50,MEANGAM_51,MEANGAM_52,MEANGAM_53,MEANGAM_54,MEANGAM_55,MEANGAM_56,MEANGAM_57,MEANGAM_58,MEANGAM_59,MEANGAM_60,MEANGAM_61,MEANGAM_62,MEANGAM_63,MEANGAM_64,MEANGAM_65,MEANGAM_66,MEANGAM_67,MEANGAM_68,MEANGAM_69,MEANGAM_70,MEANGAM_71,MEANGAM_72,MEANGAM_73,MEANGAM_74,MEANGAM_75,MEANGAM_76,MEANGAM_77,MEANGAM_78,MEANGAM_79,MEANGAM_80,MEANGAM_81,MEANGAM_82,MEANGAM_83,MEANGAM_84,MEANGAM_85,MEANGAM_86,MEANGAM_87,MEANGAM_88,MEANGAM_89,MEANGAM_90,MEANGAM_91,MEANGAM_92,MEANGAM_93,MEANGAM_94,MEANGAM_95,MEANGAM_96,MEANGAM_97,MEANGAM_98,MEANGAM_99,MEANGAM_100
606,C,False,30.432,30.834,31.422,31.549,31.6,31.431,31.963,31.548,31.562,32.086,31.898,32.016,32.447,30.545,31.766,32.107,30.372,32.367,31.455,32.554,31.579,32.651,31.369,32.329,32.01,31.938,31.748,31.952,31.562,31.472,32.294,31.452,31.275,31.578,31.928,31.581,32.59,30.928,30.678,31.95,32.28,32.956,32.211,33.095,32.877,31.22,32.587,31.276,30.249,30.984,30.474,29.799,29.5,27.755,28.226,26.889,29.459,30.222,32.772,35.039,37.368,35.324,35.146,32.946,33.759,33.091,32.176,33.018,32.683,33.237,32.943,30.514,30.581,31.979,30.126,29.501,29.58,29.74,31.089,32.578
607,C,False,60.03,60.128,60.194,60.17,60.554,60.385,60.652,60.643,60.606,60.687,60.838,60.69,61.115,61.135,61.259,61.365,61.067,61.365,61.564,61.441,61.503,61.514,61.008,60.825,61.064,61.105,61.128,61.082,60.798,60.703,60.478,60.823,60.977,60.981,61.363,61.496,61.593,61.342,60.803,60.792,60.796,61.035,61.029,60.905,60.998,60.952,61.045,60.78,60.927,60.703,60.597,60.845,60.744,60.555,60.525,60.305,60.075,60.306,60.548,60.504,60.534,60.531,60.325,60.581,60.693,60.524,60.353,60.191,60.286,60.072,60.348,60.304,60.29,60.334,60.489,60.21,60.383,60.143,60.272,60.318
608,C,False,48.332,48.212,48.334,48.713,48.71,48.669,49.065,49.093,49.071,49.339,49.353,49.2,49.482,49.421,49.613,49.491,49.881,49.469,49.073,49.396,49.764,49.637,49.46,49.444,49.702,49.488,49.693,49.775,49.825,50.175,50.179,50.005,50.082,50.339,50.3,50.683,50.309,50.8,50.675,50.816,51.041,51.04,51.51,51.594,51.409,51.38,51.377,51.57,51.594,51.574,51.291,51.404,51.241,51.165,50.931,50.893,50.706,50.773,50.749,50.806,50.822,51.105,51.268,51.82,52.098,52.062,51.907,51.952,51.998,52.207,52.213,51.995,51.948,51.8,52.133,52.422,52.522,51.976,52.35,52.469
609,C,False,22.746,22.553,22.848,22.756,22.627,22.674,22.803,22.972,22.584,22.449,22.672,22.781,22.786,22.513,22.58,22.685,22.537,22.569,22.549,22.291,22.353,21.964,22.422,21.874,22.2,22.016,22.264,22.172,22.253,22.013,21.908,21.977,21.968,21.818,21.854,22.02,21.617,21.314,20.989,21.19,20.801,21.021,22.351,22.459,21.409,21.873,22.166,21.896,21.891,21.977,22.11,22.423,22.407,22.692,22.625,22.802,23.143,22.621,22.643,22.815,22.747,22.321,22.475,22.043,22.46,22.437,22.545,22.352,22.437,22.459,22.455,22.366,22.693,22.979,23.105,22.635,22.677,23.068,23.166,22.974
610,C,True,52.556,52.388,52.883,52.781,52.935,53.068,53.21,53.256,53.264,53.534,53.519,53.37,53.299,53.241,53.131,53.152,52.981,52.894,52.516,52.466,52.614,52.343,52.122,51.811,51.964,52.146,52.204,52.406,52.816,53.067,52.974,52.976,53.127,53.095,52.794,52.948,52.886,53.015,52.272,52.223,51.743,51.426,51.062,51.087,50.99,50.936,51.36,51.501,51.788,51.814,52.103,52.238,52.217,52.093,52.052,52.251,52.4,52.594,52.385,52.381,52.393,52.543,52.789,52.6,52.6,52.467,52.433,52.665,52.609,52.606,52.569,52.365,52.56,52.651,52.452,52.524,52.381,52.555,52.424,52.447
611,C,True,42.172,42.092,41.859,42.408,42.586,42.013,42.17,42.376,42.196,41.943,42.287,41.799,41.605,41.775,41.75,41.611,41.169,40.824,40.85,40.809,40.61,40.691,40.63,40.416,40.162,40.477,40.487,40.336,40.464,40.707,41.012,40.692,40.878,40.776,40.725,40.504,40.512,40.665,40.745,40.866,40.925,40.754,40.75,40.628,40.327,40.154,40.441,40.633,40.347,40.619,40.589,40.718,40.606,40.869,40.933,41.101,40.942,41.248,41.347,41.083,41.675,41.548,41.396,41.555,41.841,41.421,41.528,41.451,40.874,42.788,42.64,41.101,41.012,41.136,41.274,41.014,40.407,40.943,40.865,40.879
612,C,False,52.724,52.232,52.146,52.592,52.059,52.072,51.844,51.668,51.907,52.419,52.589,52.21,52.389,51.914,51.219,51.303,51.21,51.027,51.386,51.255,51.225,51.703,51.984,51.964,51.954,52.529,52.358,52.616,52.392,51.968,51.778,52.118,52.412,52.452,51.645,51.207,51.089,50.864,50.311,50.983,50.696,50.904,50.917,50.718,50.532,50.153,50.481,50.282,50.649,50.212,50.735,50.589,50.338,50.549,50.559,50.595,50.429,50.764,51.201,50.829,51.052,51.41,51.597,51.564,51.261,51.706,51.537,51.46,52.056,52.507,51.976,52.337,51.505,51.642,51.967,51.916,52.033,52.184,51.492,51.492
613,C,True,35.736,35.843,35.472,35.97,36.007,35.983,35.533,35.622,35.068,35.037,35.204,34.986,34.95,35.055,34.662,35.13,35.038,34.98,34.948,34.916,35.203,35.324,34.809,35.05,35.3,35.246,35.562,35.31,35.177,35.145,34.941,35.379,35.513,35.456,35.187,35.12,35.293,35.148,35.541,35.194,35.112,35.145,35.65,35.787,37.381,35.707,35.794,35.762,35.748,35.605,35.709,35.932,35.939,35.599,35.707,35.78,35.799,36.46,36.59,36.026,36.065,36.202,36.32,36.731,37.117,36.319,36.0,35.696,35.559,35.671,36.13,36.406,35.847,36.311,36.393,36.793,36.829,36.696,36.025,36.346
614,C,False,34.061,33.885,33.828,33.7,33.454,33.365,33.687,33.37,33.293,33.907,33.819,33.917,33.609,33.629,34.261,34.114,34.159,34.276,34.124,33.952,33.828,33.9,33.689,33.636,33.78,33.748,33.45,33.686,33.138,32.817,32.91,32.194,32.096,32.13,32.192,31.765,31.775,31.465,31.458,31.419,31.867,31.394,31.446,31.87,31.682,31.884,31.848,31.603,31.233,31.505,31.547,31.435,31.696,31.409,31.485,31.707,31.61,31.467,31.543,31.271,30.973,30.983,30.945,30.824,31.448,31.45,31.553,31.231,31.508,31.689,31.752,31.863,32.123,31.943,31.644,31.839,32.316,31.757,31.693,31.422
615,C,False,52.556,52.388,52.883,52.781,52.935,53.068,53.21,53.256,53.264,53.534,53.519,53.37,53.299,53.241,53.131,53.152,52.981,52.894,52.516,52.466,52.614,52.343,52.122,51.811,51.964,52.146,52.204,52.406,52.816,53.067,52.974,52.976,53.127,53.095,52.794,52.948,52.886,53.015,52.272,52.223,51.743,51.426,51.062,51.087,50.99,50.936,51.36,51.501,51.788,51.814,52.103,52.238,52.217,52.093,52.052,52.251,52.4,52.594,52.385,52.381,52.393,52.543,52.789,52.6,52.6,52.467,52.433,52.665,52.609,52.606,52.569,52.365,52.56,52.651,52.452,52.524,52.381,52.555,52.424,52.447
616,C,False,32.812,37.972,33.666,33.869,33.826,34.439,36.631,42.607,42.413,44.607,45.535,47.563,46.076,47.404,48.946,48.217,49.806,48.296,49.58,49.804,49.427,49.182,49.647,49.803,48.917,49.404,49.482,49.244,49.756,48.649,49.425,49.415,49.664,49.329,49.696,49.189,49.302,49.346,49.427,48.608,48.819,49.006,48.811,48.864,48.568,48.445,48.385,48.552,48.189,48.791,48.215,48.547,48.82,48.181,47.12,47.047,47.701,47.324,46.488,46.651,46.489,46.074,45.363,45.558,45.285,45.145,45.237,45.187,44.928,44.542,44.142,44.128,44.507,44.334,43.945,43.627,43.415,43.654,43.074,42.754
617,C,False,60.434,60.373,60.154,60.186,60.247,60.617,60.53,60.539,60.092,60.238,60.438,60.47,60.491,60.519,60.625,60.581,60.416,60.214,59.911,60.09,60.307,60.461,60.519,60.691,60.789,61.323,61.648,61.682,61.833,61.861,61.564,61.613,61.578,61.591,61.806,61.84,62.054,62.066,61.949,61.843,61.754,61.157,60.515,60.305,59.673,59.46,59.463,59.433,59.886,60.638,60.802,61.092,61.031,61.572,61.825,61.922,62.223,62.085,61.828,61.72,61.423,61.343,61.329,61.434,61.06,60.912,60.914,60.992,60.849,60.825,60.885,60.974,60.748,60.925,60.846,60.737,60.768,60.697,60.551,60.778
618,C,False,33.772,33.033,34.288,33.216,32.897,34.821,33.087,35.045,34.528,34.44,34.966,34.511,34.856,35.761,36.436,36.078,35.957,36.369,34.698,35.485,36.374,36.306,37.017,36.213,35.158,35.577,35.458,35.064,35.259,34.961,35.115,34.986,34.319,33.899,34.085,34.828,34.42,35.376,35.726,35.886,35.622,36.967,36.14,36.153,35.731,36.136,36.733,37.045,36.805,37.802,37.799,37.57,36.265,37.561,37.637,37.909,37.273,38.257,37.672,37.561,37.341,35.858,34.692,36.26,37.189,36.112,35.193,37.501,36.052,35.455,35.383,34.052,34.862,35.505,34.556,35.153,35.326,35.161,34.062,34.272
619,C,False,41.008,41.095,41.311,41.704,41.545,41.496,41.534,41.392,41.16,41.527,41.451,41.536,41.446,41.519,41.646,41.073,41.245,41.719,41.63,41.522,42.034,42.334,42.224,42.401,42.153,42.453,42.616,42.602,42.129,42.545,43.341,43.283,43.159,44.335,44.552,43.654,44.083,44.508,45.048,44.766,44.985,45.068,44.886,45.607,45.898,45.764,45.8,45.957,46.261,46.087,46.224,46.095,46.195,46.858,46.472,46.337,46.514,46.627,46.782,46.999,47.304,46.884,46.672,46.883,46.613,46.864,46.426,46.494,46.37,46.313,46.744,46.394,45.991,46.291,46.365,46.49,46.589,46.985,47.269,47.364
620,C,False,43.936,43.667,44.258,44.92,44.891,44.69,44.978,45.033,44.675,44.501,44.282,43.912,43.559,44.068,43.81,44.371,44.313,43.768,44.618,44.616,44.671,44.795,44.377,43.741,43.644,43.383,43.714,43.659,43.931,43.869,44.078,44.309,44.361,44.223,44.226,44.181,44.62,44.65,44.406,43.808,43.88,43.937,42.805,42.532,42.728,42.502,42.736,42.721,42.862,43.263,43.153,43.019,42.794,42.897,42.749,42.21,42.461,42.459,42.153,41.53,41.757,42.501,42.656,42.343,42.661,42.521,42.827,42.815,42.791,42.57,42.938,43.027,42.528,43.233,43.184,42.415,42.348,41.982,41.802,42.154
621,C,False,42.172,42.092,41.859,42.408,42.586,42.013,42.17,42.376,42.196,41.943,42.287,41.799,41.605,41.775,41.75,41.611,41.169,40.824,40.85,40.809,40.61,40.691,40.63,40.416,40.162,40.477,40.487,40.336,40.464,40.707,41.012,40.692,40.878,40.776,40.725,40.504,40.512,40.665,40.745,40.866,40.925,40.754,40.75,40.628,40.327,40.154,40.441,40.633,40.347,40.619,40.589,40.718,40.606,40.869,40.933,41.101,40.942,41.248,41.347,41.083,41.675,41.548,41.396,41.555,41.841,41.421,41.528,41.451,40.874,42.788,42.64,41.101,41.012,41.136,41.274,41.014,40.407,40.943,40.865,40.879
622,C,False,46.385,46.629,46.548,46.752,46.495,46.824,46.656,46.949,47.394,47.531,47.247,47.374,47.237,47.618,47.542,46.923,46.926,47.731,47.365,47.141,47.423,48.351,47.881,47.848,48.283,47.758,48.188,47.84,48.059,47.847,47.424,47.58,47.22,48.255,47.274,47.618,47.851,47.568,46.818,46.635,46.875,46.141,45.526,44.595,44.773,45.318,44.029,43.486,43.697,42.84,42.973,41.928,42.407,42.106,41.206,40.397,39.523,41.17,40.896,40.418,41.372,40.47,40.621,41.871,41.899,41.852,42.269,41.295,41.789,42.545,42.065,41.768,42.582,42.411,42.665,42.896,43.907,44.123,44.66,44.519
623,C,False,40.097,39.679,39.96,39.715,39.609,39.196,39.068,39.043,39.289,38.882,39.203,39.492,39.318,39.222,39.671,39.811,39.887,39.768,39.579,39.091,39.296,39.055,39.146,39.021,38.746,38.666,38.723,38.979,38.791,38.681,38.432,38.63,38.338,38.653,38.094,38.175,38.316,38.113,37.936,37.735,37.797,37.836,37.941,38.202,37.219,37.185,37.021,37.172,36.703,36.611,36.672,36.733,36.598,36.826,36.715,36.968,36.527,36.706,36.973,36.681,36.559,37.001,37.106,36.989,37.06,37.075,37.876,37.858,37.662,37.868,37.619,38.297,38.406,38.458,38.749,38.357,38.442,39.031,38.796,38.644
624,C,False,56.408,51.362,50.945,54.581,50.564,50.455,53.529,50.718,51.076,51.216,51.275,51.459,51.292,51.221,51.15,50.883,51.166,51.337,51.334,51.114,50.802,50.618,50.772,50.916,50.976,50.463,50.449,50.192,50.348,50.31,50.236,50.198,50.207,50.136,50.211,50.33,50.442,50.771,50.726,50.73,51.053,50.967,50.913,50.706,50.735,50.649,50.259,50.157,50.056,49.833,49.515,49.173,48.92,49.014,49.0,49.146,49.353,49.609,49.765,49.803,50.063,50.154,50.292,50.259,50.15,50.207,50.416,50.397,50.21,50.03,49.951,49.813,49.393,49.362,49.338,49.565,49.522,49.288,49.208,49.433
625,C,False,28.205,27.869,28.217,28.839,28.074,28.999,28.692,28.986,29.439,28.76,28.623,29.15,28.531,28.26,28.02,28.111,27.75,28.876,28.638,28.695,28.515,28.222,28.274,29.098,28.882,28.874,30.043,29.526,29.175,29.006,29.56,29.805,29.788,28.295,29.494,27.749,28.506,29.618,29.879,28.784,28.306,28.814,28.37,28.326,28.407,28.284,28.994,28.76,28.703,28.554,28.277,28.687,29.845,29.715,29.841,30.678,30.801,30.827,31.926,33.085,32.399,32.592,34.635,35.767,36.476,37.819,39.044,39.797,40.49,40.886,41.608,41.681,42.377,42.708,42.935,42.221,43.139,42.34,42.776,43.319
626,C,False,49.861,49.628,49.574,49.385,49.605,49.534,49.517,49.455,49.38,49.199,49.246,49.013,49.379,49.058,48.954,49.153,49.073,49.312,48.95,48.896,48.757,49.299,49.13,48.62,48.627,48.919,48.7,48.507,48.277,47.814,48.082,47.98,47.915,47.8,48.184,48.019,47.949,47.79,47.645,47.501,47.616,47.83,47.535,47.771,47.734,47.406,47.38,47.622,47.834,47.934,47.894,47.994,47.831,47.885,48.02,47.982,47.963,47.894,47.885,47.845,47.911,47.742,47.864,47.668,47.387,47.37,47.33,47.347,47.317,47.154,46.86,47.054,47.001,46.806,46.319,46.3,46.446,46.536,46.338,46.302
627,C,False,44.066,44.265,44.196,44.465,44.206,44.349,44.058,44.191,44.077,44.209,44.123,43.906,44.041,44.007,43.91,44.058,44.083,44.331,44.323,44.64,44.259,44.46,44.481,44.721,44.675,44.656,44.836,44.745,45.32,44.758,45.004,45.552,45.697,45.719,45.712,45.713,45.714,45.9,45.98,45.924,45.519,45.298,45.229,45.588,46.247,45.732,45.69,45.828,46.457,46.233,45.977,45.373,46.306,45.847,45.496,45.605,46.351,46.391,46.291,45.776,45.557,45.418,45.992,45.44,46.352,46.365,46.475,46.453,46.543,46.641,46.521,46.527,46.669,46.157,47.019,46.972,46.619,46.747,46.725,46.656
628,C,False,29.676,29.92,30.021,29.515,29.493,29.353,29.681,29.135,29.201,29.444,28.509,28.65,28.182,28.606,28.862,29.086,28.886,28.574,28.328,28.609,28.358,29.254,29.895,30.16,30.43,30.096,29.76,29.24,29.796,29.453,28.426,29.235,28.871,29.015,29.049,29.022,28.754,30.365,28.956,28.842,29.105,28.559,29.611,28.794,29.329,29.85,30.126,29.51,29.523,30.039,29.179,30.388,30.823,30.985,30.847,30.917,30.659,31.561,32.307,32.661,32.582,33.948,35.312,34.753,34.633,35.066,37.143,33.571,37.778,37.791,33.801,38.207,38.055,41.614,43.485,39.782,38.406,42.74,45.01,39.551
629,C,False,31.059,31.46,30.802,30.606,31.086,30.472,30.691,30.304,30.024,29.694,29.378,29.571,29.116,28.853,29.304,29.006,29.388,29.206,29.152,29.816,29.491,29.673,30.021,29.81,29.913,29.679,29.728,29.247,30.177,29.928,29.656,29.122,29.925,29.643,30.01,29.888,29.659,29.539,29.308,29.462,29.084,28.993,28.992,28.933,29.237,29.245,29.365,29.885,29.927,29.959,30.318,30.442,30.371,30.246,30.519,30.58,30.426,30.278,29.869,29.99,30.16,29.935,29.789,30.227,29.886,29.472,29.413,29.162,28.735,28.494,28.878,28.93,29.032,29.057,29.131,29.434,28.994,28.466,28.813,29.096
630,C,False,44.761,44.565,44.417,44.66,44.624,44.985,45.047,45.078,44.952,44.997,45.222,45.241,45.464,45.564,45.464,45.537,45.416,45.205,45.506,45.555,45.494,45.501,45.356,45.461,45.475,45.488,45.222,45.455,45.394,45.399,45.307,45.306,45.377,45.294,45.225,45.296,45.528,45.506,45.404,45.548,45.687,45.642,45.499,45.665,45.558,45.578,45.459,45.267,45.392,45.489,45.326,45.436,45.501,45.551,45.495,45.418,45.592,45.616,45.47,45.68,45.759,45.887,45.802,46.076,45.927,45.807,45.713,45.87,45.705,45.944,45.842,45.814,45.725,45.683,45.582,45.711,45.793,45.849,45.727,45.721
631,C,False,28.979,28.927,28.436,27.966,27.901,28.141,27.984,28.136,28.154,28.353,28.359,28.4,28.591,28.766,28.745,28.64,28.688,28.24,28.551,28.549,28.47,28.483,28.459,28.427,28.395,28.701,28.628,28.719,28.82,28.655,28.898,28.589,28.816,29.262,29.252,29.078,28.943,28.723,28.803,28.8,28.729,28.724,28.864,28.83,28.744,29.002,29.034,28.962,29.339,29.364,30.138,30.219,30.615,31.043,30.737,30.898,30.996,30.958,30.744,30.617,29.843,29.865,30.098,30.109,30.204,30.299,30.234,30.18,29.999,29.969,29.931,29.821,29.96,29.549,29.698,29.782,30.211,29.949,30.066,30.533
632,C,False,38.007,37.663,37.769,37.293,37.49,37.445,37.054,37.175,37.493,37.27,37.359,37.544,37.585,37.565,37.467,37.497,37.672,37.911,37.84,38.084,38.069,38.18,38.047,38.325,38.105,37.856,37.745,37.873,37.746,37.636,37.73,37.878,38.096,37.743,37.839,37.962,38.148,37.937,38.049,38.42,38.408,38.458,38.407,38.291,38.811,38.942,38.99,38.547,38.68,38.705,37.947,38.323,38.183,38.308,38.402,38.705,38.634,38.308,38.597,38.595,38.636,38.766,38.558,38.601,38.666,38.829,39.087,38.61,38.759,38.854,38.906,38.953,39.02,39.075,39.206,39.425,38.938,39.218,39.055,38.682
633,C,False,33.666,33.468,33.28,33.606,33.536,33.551,33.738,33.702,33.488,33.42,33.604,33.664,33.673,33.5,33.457,33.675,33.25,33.018,32.828,32.95,32.791,32.602,32.685,32.431,32.299,32.301,32.686,32.307,32.219,32.327,32.18,31.678,31.971,31.45,31.61,31.336,31.472,31.712,31.614,31.614,31.643,31.674,31.612,31.542,31.85,31.854,31.402,31.124,31.379,31.18,31.247,31.398,31.386,31.39,31.442,31.562,31.44,31.52,31.591,31.599,31.562,32.075,32.05,32.435,32.113,32.251,32.015,32.029,31.895,31.748,32.016,31.844,31.554,31.938,32.213,31.969,32.434,32.575,32.535,32.304
634,C,False,39.08,38.672,38.125,38.423,38.1,38.47,38.962,38.509,38.525,38.141,38.204,38.08,37.973,37.714,38.211,38.254,38.404,38.658,38.169,38.838,38.664,38.984,39.043,39.218,39.964,39.786,38.86,40.225,39.573,38.951,39.825,39.722,39.727,39.035,38.995,38.917,38.711,38.245,38.802,39.331,39.4,38.737,38.96,39.146,39.133,38.139,38.348,38.505,38.399,38.811,38.576,38.751,38.413,39.01,39.522,39.327,39.914,40.568,40.668,40.293,40.06,40.676,41.531,41.073,41.705,41.897,41.018,41.534,41.369,41.124,40.815,40.803,40.46,40.185,40.267,40.25,39.588,39.918,39.901,40.232
635,C,False,49.109,49.202,49.14,49.295,49.223,49.362,49.317,49.398,49.158,49.316,49.323,49.377,49.528,49.79,49.822,50.021,49.997,50.283,50.169,50.151,50.09,50.366,50.358,50.305,50.222,50.358,50.285,50.718,50.888,50.531,50.568,50.524,50.652,50.373,50.415,50.397,50.599,50.468,50.503,50.759,50.892,50.769,51.116,51.338,51.488,51.568,51.648,51.403,51.656,51.555,51.549,51.682,51.613,51.779,51.698,51.64,51.622,51.474,51.591,51.392,51.377,51.34,51.243,51.148,50.965,50.982,51.249,51.294,51.592,51.611,51.33,51.427,51.627,51.733,51.697,51.785,51.7,51.739,51.768,51.695
636,C,False,32.57,32.388,32.137,32.174,32.607,32.034,32.108,31.674,32.009,31.309,30.951,30.522,30.521,29.92,29.997,29.748,30.564,30.502,30.753,30.872,30.243,31.184,30.523,30.368,30.233,30.594,31.424,31.063,30.96,30.739,30.629,30.259,30.102,30.721,29.675,29.784,30.061,28.925,29.574,29.193,29.113,28.966,29.347,29.334,29.212,29.256,29.225,29.112,29.09,29.244,29.118,28.933,28.977,29.251,28.406,27.817,28.167,28.493,28.666,28.772,28.43,28.133,28.763,28.668,28.867,28.443,28.844,29.072,28.672,28.477,28.157,28.405,28.324,28.201,28.225,27.971,27.915,27.941,27.982,28.171
637,C,False,35.736,35.843,35.472,35.97,36.007,35.983,35.533,35.622,35.068,35.037,35.204,34.986,34.95,35.055,34.662,35.13,35.038,34.98,34.948,34.916,35.203,35.324,34.809,35.05,35.3,35.246,35.562,35.31,35.177,35.145,34.941,35.379,35.513,35.456,35.187,35.12,35.293,35.148,35.541,35.194,35.112,35.145,35.65,35.787,37.381,35.707,35.794,35.762,35.748,35.605,35.709,35.932,35.939,35.599,35.707,35.78,35.799,36.46,36.59,36.026,36.065,36.202,36.32,36.731,37.117,36.319,36.0,35.696,35.559,35.671,36.13,36.406,35.847,36.311,36.393,36.793,36.829,36.696,36.025,36.346
638,C,False,32.587,32.617,32.638,32.686,32.61,32.423,32.389,32.683,32.54,32.523,31.956,32.067,32.009,31.954,31.752,31.479,31.372,31.235,31.461,31.517,31.719,31.608,31.729,31.727,31.909,31.789,32.008,31.853,32.059,32.067,32.032,32.056,32.282,32.344,32.193,32.335,32.3,32.131,32.383,32.365,32.391,32.468,32.303,32.657,32.844,32.806,32.623,32.639,32.607,32.594,32.752,33.069,32.852,32.945,33.483,33.42,33.103,33.264,33.516,33.327,33.312,33.357,33.338,33.411,33.487,33.256,33.606,33.641,33.641,33.554,33.724,33.338,33.319,33.405,33.48,33.527,33.786,33.931,33.98,33.994
639,C,False,39.775,39.493,39.945,39.975,40.382,40.353,40.89,41.098,41.057,41.402,41.434,41.533,41.163,40.514,41.09,41.259,41.042,41.143,41.017,40.822,40.483,40.532,40.479,41.025,40.773,40.877,41.091,40.739,40.809,40.591,40.921,40.895,40.595,40.087,39.989,39.987,40.04,39.975,39.933,39.561,39.786,39.438,39.098,38.775,38.894,38.665,38.353,38.518,38.358,38.012,37.826,37.804,38.127,38.109,38.076,38.346,38.336,38.391,38.317,37.962,38.229,38.41,38.308,38.062,37.9,37.636,37.742,37.381,37.197,37.471,37.759,37.503,37.071,36.861,36.893,36.773,37.141,37.089,37.046,36.603
640,C,False,27.854,27.565,27.57,27.748,27.641,27.364,27.178,27.06,26.985,26.993,27.008,27.07,27.158,26.802,27.006,26.779,26.913,26.663,26.536,26.403,26.371,26.383,26.471,26.536,26.683,26.987,27.004,26.896,27.031,27.19,27.273,27.298,27.532,27.3,27.114,26.757,26.627,26.689,26.568,26.387,26.649,26.402,26.44,26.2,26.094,25.761,25.967,26.066,26.101,26.202,26.177,26.072,26.387,26.526,26.469,26.698,26.642,26.655,26.86,26.908,26.779,26.958,27.112,27.166,27.122,27.09,27.147,27.158,26.894,27.046,27.004,26.976,27.198,27.025,26.987,27.038,27.076,27.14,27.081,27.252
641,C,False,54.629,54.868,55.033,55.126,55.274,55.019,55.012,54.775,55.192,54.704,54.644,54.706,54.182,53.898,53.266,53.345,53.078,52.447,52.044,51.563,51.214,51.419,51.294,51.369,51.315,51.39,51.57,51.49,51.571,51.292,51.835,51.871,51.894,52.018,51.586,51.707,52.123,52.036,52.581,52.718,52.994,52.997,52.842,52.943,52.921,52.906,52.733,52.952,52.523,52.252,51.97,51.848,51.563,51.339,51.581,51.592,51.791,51.729,51.76,52.512,52.742,52.746,52.306,52.658,52.389,52.233,52.403,52.23,52.352,52.077,52.359,52.072,52.413,52.605,52.823,52.926,52.781,52.38,52.534,52.179
642,C,False,44.49,44.931,45.151,45.252,45.165,44.809,45.042,44.894,45.026,45.354,45.952,45.478,45.865,46.164,46.026,45.819,46.227,46.15,46.372,46.459,45.919,45.776,45.962,45.893,45.537,44.991,44.822,45.069,44.95,44.793,44.885,45.036,45.514,44.776,45.208,45.48,45.659,45.983,45.488,46.178,46.312,46.812,46.386,46.635,46.711,47.029,47.164,46.902,46.89,46.628,46.18,46.313,46.993,46.668,46.118,46.467,46.095,45.815,46.452,46.331,46.131,45.681,46.322,46.255,46.938,46.506,46.423,46.288,46.973,46.698,46.62,46.027,45.642,45.514,46.115,46.149,45.466,44.53,43.885,44.721
643,C,False,37.142,37.17,37.187,37.35,37.556,37.696,37.765,37.952,37.91,38.004,38.335,38.104,38.215,38.439,38.435,38.482,38.422,38.516,38.913,39.052,39.024,39.217,39.367,39.394,39.552,39.744,39.746,39.961,39.817,40.005,40.221,40.244,40.269,40.52,40.675,40.747,40.538,40.579,40.622,40.831,40.845,40.812,40.896,41.029,41.167,41.14,41.28,41.352,41.262,41.432,41.399,41.544,41.836,41.821,41.95,41.935,42.033,42.105,41.882,42.052,42.159,42.044,41.935,41.919,42.093,42.027,42.145,42.054,41.994,42.066,41.952,42.129,42.176,42.268,42.244,42.19,41.994,41.869,42.094,42.067
644,B,True,52.65,53.204,52.312,53.504,54.758,53.904,55.038,53.154,53.256,51.265,50.544,53.421,51.499,52.092,53.061,53.4,54.528,55.667,54.574,55.121,54.497,53.886,54.538,53.695,54.466,54.98,55.383,55.828,55.19,54.089,53.63,53.75,53.547,53.808,54.102,54.551,52.683,52.777,52.428,52.873,52.144,50.636,52.155,53.035,53.608,53.27,54.223,53.307,52.663,53.322,53.107,52.449,53.305,53.582,53.368,53.861,53.064,54.044,54.263,54.531,53.915,53.697,53.104,52.852,53.412,53.269,53.24,53.426,54.167,53.578,52.915,52.989,53.627,53.785,53.729,52.716,53.67,53.486,54.224,54.658
645,B,False,51.057,50.945,51.071,51.181,51.52,51.655,51.778,51.82,52.023,52.089,52.168,52.329,52.43,52.053,52.071,51.917,51.747,52.313,52.435,52.576,52.409,52.358,52.275,52.417,52.317,52.187,52.367,52.271,52.38,52.2,51.545,51.349,51.165,51.452,51.773,51.451,51.352,51.753,52.311,52.614,52.764,52.903,52.51,52.653,52.96,52.578,52.313,52.104,52.356,51.862,52.395,52.263,52.551,53.006,53.076,52.514,51.829,52.228,52.228,52.336,52.441,52.473,52.198,51.932,51.733,52.281,52.34,52.131,52.54,52.077,52.284,52.508,52.447,52.687,53.148,52.531,52.823,53.455,53.396,53.702
