,FLARE_TYPE,COINCIDENCE,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65,ABSNJZH_66,ABSNJZH_67,ABSNJZH_68,ABSNJZH_69,ABSNJZH_70,ABSNJZH_71,ABSNJZH_72,ABSNJZH_73,ABSNJZH_74,ABSNJZH_75,ABSNJZH_76,ABSNJZH_77,ABSNJZH_78,ABSNJZH_79,ABSNJZH_80,ABSNJZH_81,ABSNJZH_82,ABSNJZH_83,ABSNJZH_84,ABSNJZH_85,ABSNJZH_86,ABSNJZH_87,ABSNJZH_88,ABSNJZH_89,ABSNJZH_90,ABSNJZH_91,ABSNJZH_92,ABSNJZH_93,ABSNJZH_94,ABSNJZH_95,ABSNJZH_96,ABSNJZH_97,ABSNJZH_98,ABSNJZH_99,ABSNJZH_100
485,M,False,67.377,54.077,37.457,54.384,66.029,83.872,70.54,86.412,102.87,98.665,101.02,115.07,115.69,114.66,139.91,108.01,157.64,164.66,161.54,152.44,142.66,148.51,109.93,117.3,145.03,112.09,113.43,86.607,151.2,124.21,119.05,93.731,143.96,61.731,44.07,131.8,114.64,146.45,143.6,129.79,134.34,82.288,110.07,124.62,115.76,129.04,112.67,132.49,107.75,83.095,91.59,136.11,135.31,54.191,96.08,47.369,4.2634,56.296,3.6074,23.962,11.085,61.598,78.509,80.616,151.94,100.64,106.05,94.743,113.66,52.927,18.971,7.6418,15.538,39.44,40.337,46.325,15.555,25.241,18.963,59.591
486,M,False,11.085,61.598,78.509,80.616,151.94,100.64,106.05,94.743,113.66,52.927,18.971,7.6418,15.538,39.44,40.337,46.325,15.555,25.241,18.963,59.591,22.864,35.786,33.133,30.429,82.764,103.53,52.216,73.591,108.26,11.6,34.796,18.325,5.1901,16.218,8.8936,3.9705,36.173,19.85,38.64,18.177,27.822,48.215,6.3909,39.279,24.617,5.2289,51.774,17.594,8.9056,44.096,80.646,14.078,19.515,45.57,64.649,85.545,34.172,51.911,27.337,0.93376,36.783,31.919,1.4072,48.372,52.71,46.827,25.347,42.928,24.6,30.027,10.824,9.519,8.694,9.0067,10.854,9.1738,9.0689,5.4673,5.6459,5.6885
487,M,False,589.0,611.5,609.0,596.34,603.11,622.33,616.79,603.03,614.34,629.84,628.24,621.68,620.16,631.9,626.54,609.87,598.7,550.91,602.93,529.82,546.23,533.75,517.33,497.27,501.05,499.05,500.83,499.79,500.6,492.49,539.3,536.24,526.18,536.99,532.92,528.08,535.56,514.69,517.85,509.09,528.21,524.52,537.89,556.56,548.9,554.42,581.89,571.08,558.19,558.92,542.16,598.85,607.91,595.43,593.97,585.6,582.74,557.87,569.79,572.24,574.41,575.6,554.03,565.93,575.88,595.81,587.71,592.26,572.74,626.31,608.75,609.81,614.34,585.67,583.23,586.69,578.66,587.45,574.57,561.07
488,M,False,296.79,299.91,302.06,308.33,313.75,312.31,351.55,329.48,335.69,323.11,321.16,314.46,313.54,328.31,335.14,340.49,334.79,344.71,352.15,354.6,342.97,346.44,336.8,354.66,357.42,365.16,370.71,365.03,367.36,373.37,380.94,356.84,353.66,344.5,353.41,356.26,344.06,325.33,321.28,297.08,280.33,280.47,272.48,268.75,270.3,267.66,265.39,270.11,266.69,273.45,261.09,258.14,264.83,255.26,257.59,236.37,229.33,219.88,212.01,215.16,195.64,188.36,190.56,198.89,209.55,197.48,199.14,182.32,194.89,201.4,202.38,214.5,229.4,234.83,226.59,218.53,221.19,226.36,220.72,226.74
489,C,True,44.888,39.668,38.66,36.967,38.283,40.913,41.048,36.365,31.55,34.608,33.73,37.067,39.708,32.154,32.246,33.988,36.151,33.304,33.35,27.481,24.779,21.185,20.638,16.818,11.392,7.5968,10.485,20.19,20.127,13.75,24.727,24.989,16.341,20.014,20.384,16.64,21.913,20.761,19.584,18.787,15.619,20.124,19.246,11.147,13.916,19.678,13.838,17.357,19.872,12.169,12.562,1.7116,4.8831,9.576,5.7247,7.5755,15.494,10.951,5.47,6.1819,1.6936,0.9911,1.7556,2.2228,4.2516,5.1676,6.9387,7.1968,8.0341,2.081,1.5442,6.4838,0.16016,1.0977,11.564,3.6451,10.137,16.883,7.5843,8.9273
490,C,False,28.276,51.811,36.792,47.413,38.357,27.726,30.156,34.499,39.681,18.568,16.548,9.4715,9.5635,1.8652,5.5237,11.235,0.50682,3.9188,11.139,10.85,2.1515,21.728,11.328,14.35,27.637,46.301,46.339,26.822,31.491,20.524,22.07,24.291,33.975,47.344,12.85,26.948,30.097,22.455,26.56,29.239,12.427,15.431,11.53,18.597,11.135,7.5287,29.859,34.893,24.46,14.672,7.5543,3.6979,7.223,1.921,14.073,2.8974,1.9631,2.9236,14.385,3.513,5.5492,5.321,16.246,5.0787,0.49019,10.238,31.734,33.314,21.438,16.55,34.029,1.0492,0.31221,3.7422,24.513,23.398,10.063,16.814,10.218,23.45
491,C,False,191.56,118.67,122.29,40.653,2.043,203.15,210.89,128.98,137.59,110.74,111.82,186.27,174.87,176.73,260.93,192.23,216.78,208.6,242.02,205.18,199.57,239.28,234.11,202.86,246.32,256.74,241.26,293.42,310.93,305.74,292.92,304.43,285.37,300.18,251.73,262.77,295.11,304.79,273.0,296.13,286.37,284.7,326.74,298.01,329.43,313.37,318.21,315.98,317.93,335.5,321.03,307.09,347.41,314.6,333.81,324.12,328.67,347.84,331.56,334.97,344.01,360.97,363.45,352.97,350.59,336.26,372.5,355.93,379.23,393.75,360.08,382.07,377.94,402.12,371.75,388.79,373.37,387.48,397.6,383.01
492,C,False,10.37,7.7325,10.089,13.076,10.706,0.0086867,17.569,22.377,26.208,13.865,4.3855,15.256,23.651,15.917,13.032,18.084,7.0944,2.2264,12.196,11.067,13.875,8.6077,7.0738,7.9918,9.818,6.2635,0.88328,3.6678,11.322,3.2591,2.0437,7.9407,14.563,15.371,6.1735,9.3266,11.376,10.762,15.142,20.252,6.6999,10.703,9.8878,16.81,17.595,18.884,13.897,20.689,23.065,28.241,21.447,23.974,19.97,20.004,25.238,20.459,21.846,26.051,29.146,32.826,27.506,32.018,31.675,36.646,20.531,40.861,14.057,35.671,20.979,37.47,43.815,47.297,44.652,4.6047,51.526,13.417,39.891,1.6596,5.0044,6.3791
493,C,False,26.006,21.267,34.336,37.451,36.507,39.13,28.8,129.55,33.441,9.1141,34.064,31.835,27.969,162.0,34.852,15.433,25.69,19.987,24.271,35.516,17.683,27.401,29.747,29.816,21.674,24.148,39.685,27.575,20.828,27.041,18.302,25.24,52.074,41.647,46.773,34.148,31.397,57.603,41.748,77.056,110.4,73.189,28.492,59.634,108.78,95.632,95.782,74.02,16.123,47.534,48.912,110.96,107.49,111.38,105.43,106.3,123.52,109.34,121.9,116.65,96.618,87.979,130.39,141.01,19.539,35.501,30.238,139.65,46.407,7.3919,27.527,31.052,5.6701,133.9,100.28,313.76,38.384,111.19,31.561,6.1719
494,C,False,30.925,0.91489,20.49,9.5129,16.285,12.759,16.158,21.689,17.098,17.226,0.48047,15.118,13.82,10.161,11.125,28.293,25.911,16.332,33.183,24.971,17.989,30.362,19.821,9.7222,16.004,19.048,18.42,16.142,14.934,14.31,19.317,16.459,23.455,28.529,20.617,17.704,22.599,26.121,24.992,28.011,26.072,25.385,22.552,21.449,25.021,23.234,28.365,25.186,25.58,26.213,25.1,26.71,19.85,22.791,21.355,31.58,24.727,19.155,27.459,26.131,26.448,23.598,23.671,20.971,25.806,23.205,30.812,40.369,66.453,27.793,21.16,75.544,71.302,18.857,21.629,31.74,34.658,37.935,28.054,41.465
495,C,False,8.9302,7.9821,4.9703,4.2664,7.1093,8.5152,13.763,10.186,15.318,50.647,26.603,48.217,21.467,27.985,40.231,34.78,1.2471,8.4224,9.9473,7.1575,14.899,25.513,9.1549,2.1149,21.28,12.72,0.6714,10.565,2.2833,4.2894,8.688,33.885,65.688,54.244,68.271,71.129,79.499,76.63,72.77,100.46,75.825,73.222,72.657,39.099,58.742,61.474,75.994,71.676,60.875,68.282,72.851,89.49,99.797,86.203,127.03,123.54,151.87,162.75,155.01,150.85,135.11,116.08,134.87,141.53,146.68,142.74,106.48,107.7,112.94,128.05,79.55,53.253,70.211,35.988,61.602,71.245,51.629,50.946,50.935,25.274
496,C,False,0.33112,1.0491,0.91101,1.5206,0.21518,0.71357,0.60693,2.4433,0.0033949,0.22356,0.16532,1.8073,0.40359,6.788,3.9926,17.167,2.2307,44.394,54.096,85.578,99.961,87.191,98.98,121.42,97.347,81.992,73.729,25.142,41.56,10.931,21.96,14.852,3.1252,8.9893,0.077496,7.4771,7.9379,3.5885,20.046,44.701,28.627,60.331,61.019,33.184,39.117,32.387,28.161,35.032,17.933,40.707,39.846,41.14,24.224,26.782,43.321,23.611,27.215,44.662,30.477,11.895,53.998,34.641,51.532,22.45,66.134,21.676,41.159,48.509,23.002,40.731,36.276,62.128,34.326,2.1564,66.63,30.504,62.839,61.101,44.907,15.734
497,C,True,327.37,348.38,387.36,371.17,380.13,354.93,354.23,312.97,327.61,301.52,301.72,299.96,313.54,294.26,288.84,262.96,285.49,306.41,275.12,302.69,282.58,266.22,214.54,278.04,274.46,286.95,278.39,260.44,277.55,296.51,305.94,307.99,259.87,295.04,265.67,274.64,241.25,274.08,225.07,242.27,242.47,200.71,203.82,257.24,207.94,203.09,151.3,144.01,136.84,123.31,131.48,131.17,87.206,132.1,129.26,147.65,141.19,136.12,130.84,152.03,144.94,160.59,157.56,171.64,160.03,157.21,132.15,135.81,133.53,110.19,112.88,84.9,65.251,75.033,12.965,38.245,28.663,10.967,0.45958,15.25
498,C,False,61.676,63.071,63.156,72.167,66.138,67.442,61.331,67.326,63.257,76.754,68.399,74.631,69.724,70.525,62.21,72.651,68.691,63.664,59.862,64.155,65.428,64.504,72.852,68.871,70.462,66.233,78.119,94.757,79.838,90.989,86.873,81.651,91.481,86.059,91.503,80.131,72.146,75.017,67.462,72.114,69.335,67.545,63.881,64.421,61.502,59.25,55.733,49.393,49.375,53.203,47.349,57.204,46.234,51.558,55.514,57.684,58.653,63.262,61.876,60.704,64.063,75.82,71.401,73.205,75.849,74.785,74.065,75.3,72.452,69.682,69.472,72.811,77.811,74.627,77.579,77.166,75.862,76.704,77.596,76.251
499,C,False,203.21,221.64,223.36,198.78,191.55,157.6,159.63,168.5,211.32,182.62,188.29,183.78,197.3,175.5,180.66,197.66,170.16,158.93,143.93,143.84,174.16,182.84,177.47,185.08,167.28,192.56,194.36,203.41,223.49,235.68,231.17,221.44,256.27,270.0,275.33,274.86,319.36,327.94,311.87,328.06,359.26,346.4,314.23,322.16,303.47,254.97,245.5,229.28,241.95,242.42,218.92,229.46,228.88,215.71,219.73,221.54,199.66,212.92,212.78,214.25,225.45,230.29,243.55,239.94,267.59,273.11,277.89,254.74,262.29,295.37,288.13,298.29,288.04,312.48,304.31,303.22,289.59,291.35,268.17,279.39
500,C,True,34.1,34.486,29.871,27.773,30.813,24.667,22.381,22.891,22.585,20.631,23.417,22.973,18.298,16.876,16.082,16.009,19.326,12.881,16.001,16.076,15.615,15.102,11.845,13.89,17.6,18.279,17.278,12.553,16.335,15.427,12.292,6.195,10.609,14.057,8.1593,10.5,8.1655,2.8171,1.5936,6.5016,10.045,4.3119,11.256,12.191,7.7349,6.4518,3.7486,0.93245,1.9989,6.3905,13.373,9.9421,13.641,14.778,12.692,13.458,11.207,10.083,7.1891,5.644,1.4466,4.4855,2.2757,0.73589,0.19391,7.1451,0.727,0.97273,2.8835,1.6173,2.3093,3.1373,3.2356,2.4615,1.9934,1.5616,3.3005,7.4876,4.2939,6.3384
501,C,False,74.062,65.999,55.479,65.777,43.909,53.379,37.787,60.219,53.014,65.409,29.904,29.484,36.723,26.454,2.9461,8.6244,4.3683,15.513,11.149,9.35,49.051,40.44,62.705,27.478,52.804,39.087,58.551,71.197,67.687,60.832,83.347,57.687,32.299,14.31,6.6234,0.2901,13.24,36.615,33.271,48.83,45.918,26.903,14.47,11.763,7.0528,32.62,2.2317,2.1477,7.7126,12.413,0.44046,7.1857,11.446,40.771,9.1497,58.706,47.096,45.724,43.88,47.054,56.518,93.463,56.381,47.309,24.566,18.152,1.133,22.759,25.632,11.716,0.021614,15.325,0.1709,24.221,2.5843,10.639,12.728,28.726,40.988,39.429
502,C,False,8.0863,9.0412,10.133,5.2342,3.0169,5.2614,32.44,24.422,17.806,11.467,31.719,31.524,27.776,11.895,18.083,24.323,28.985,23.874,27.553,24.226,28.619,26.583,38.006,31.01,26.875,36.598,40.962,35.173,34.194,24.19,30.066,26.669,34.051,33.456,35.048,34.513,50.31,40.166,29.452,56.195,46.997,72.887,48.65,60.161,58.232,53.304,67.457,85.772,89.674,94.803,98.051,101.09,98.673,119.97,86.772,74.051,49.889,55.339,49.691,50.179,34.764,43.211,52.621,51.949,40.542,46.353,43.715,41.517,25.421,43.479,52.92,33.236,30.827,32.373,34.369,38.158,25.617,35.044,37.576,35.83
503,C,False,67.147,65.63,65.922,58.881,70.545,68.113,69.881,71.379,73.755,71.609,68.993,71.026,81.278,71.193,73.898,85.853,92.616,85.506,73.879,63.523,72.041,74.152,70.906,67.207,75.068,78.796,85.257,88.061,82.165,84.853,80.027,89.068,95.057,91.325,99.458,94.74,91.934,107.8,99.907,85.396,95.562,93.961,90.218,87.53,69.655,70.29,68.488,54.168,48.127,46.301,41.476,23.624,17.554,8.181,2.6089,18.6,14.375,12.041,3.1562,0.37921,14.532,27.763,18.249,7.8693,25.556,31.372,28.704,24.133,29.89,30.178,35.935,40.513,52.659,39.016,37.541,38.943,43.79,45.646,39.804,30.171
504,C,True,146.17,148.53,154.05,76.677,149.74,82.204,149.2,150.6,142.45,138.32,139.79,142.1,144.61,159.62,157.22,151.23,163.67,162.71,174.48,181.38,174.66,192.97,203.35,209.82,198.29,200.93,206.87,204.25,221.14,208.72,203.26,202.93,190.65,194.02,195.52,202.51,196.07,201.43,199.26,201.05,191.19,192.44,187.58,180.12,190.94,195.74,195.52,206.32,199.68,209.07,221.82,222.04,194.72,207.24,216.83,235.43,237.39,240.09,245.99,254.32,254.02,266.09,254.9,263.56,262.04,265.12,260.49,258.62,270.05,264.67,269.67,274.33,274.01,264.63,261.15,263.16,259.67,257.2,263.0,250.48
505,C,False,18.391,25.782,6.901,15.718,0.23751,10.083,5.2187,5.9631,26.279,20.74,32.817,57.216,60.565,83.691,79.885,54.353,79.221,82.113,64.468,56.813,74.985,66.616,85.333,65.2,57.956,48.64,53.484,59.125,73.791,57.042,73.018,70.298,84.494,69.772,94.468,71.692,64.279,69.857,87.307,91.033,112.93,114.07,151.94,148.69,141.22,146.25,132.95,150.9,130.57,114.51,111.84,111.61,85.281,71.292,49.753,80.982,81.026,135.7,126.36,121.46,135.85,146.05,159.4,184.59,154.76,144.92,139.38,153.37,138.49,156.28,145.34,113.65,117.48,92.869,78.155,58.852,79.208,96.857,95.846,111.03
506,C,False,323.44,345.27,343.8,352.24,339.19,322.13,331.51,335.26,331.18,326.38,327.84,341.26,343.75,328.51,362.31,337.13,332.16,329.65,343.63,342.97,353.45,357.89,371.86,368.26,376.75,345.79,346.49,337.32,334.21,339.85,336.51,321.64,316.6,309.2,296.31,292.24,277.94,291.38,300.81,300.43,297.07,285.04,284.84,291.7,274.36,279.78,270.27,281.33,291.11,278.23,273.36,310.97,320.77,322.28,352.0,343.01,334.8,342.42,325.32,334.64,299.49,302.13,307.61,279.23,293.34,294.5,280.02,272.75,255.08,235.74,247.8,240.62,233.01,232.91,235.67,231.57,232.92,220.43,224.77,230.94
507,C,False,35.041,20.966,37.174,38.837,39.905,14.488,75.687,44.472,37.724,5.2243,44.178,43.503,66.878,24.486,44.699,16.829,37.673,45.345,49.526,32.432,27.174,25.044,16.266,38.954,13.881,44.57,38.2,18.796,6.579,15.845,23.184,18.572,19.8,41.061,7.0177,26.332,23.849,12.705,11.472,35.77,60.08,45.03,68.864,56.453,62.664,45.384,61.528,37.119,71.298,47.437,26.036,24.75,20.989,52.549,57.601,53.914,31.234,10.596,35.405,20.536,34.368,36.734,2.0992,39.083,33.762,31.977,25.698,30.498,41.419,38.671,73.706,66.679,82.187,68.917,82.563,56.604,79.747,79.488,65.783,72.333
508,C,True,127.49,136.91,130.36,138.95,119.24,126.97,115.84,126.41,121.79,125.89,126.36,120.81,114.14,123.13,127.18,116.57,105.02,117.59,122.1,102.83,106.72,118.31,116.19,112.46,114.0,108.96,118.95,114.61,111.56,112.11,115.98,111.72,105.73,116.3,98.007,100.48,117.67,111.27,110.33,119.72,119.51,117.76,110.05,108.67,106.11,107.04,113.24,108.54,111.43,124.45,128.06,133.32,115.71,122.98,129.31,122.28,97.358,94.408,101.26,100.48,107.1,111.89,108.94,105.49,107.61,101.78,99.999,111.33,101.73,104.07,102.77,107.32,117.61,118.28,109.67,114.46,112.0,108.7,102.46,102.24
509,C,False,186.22,200.8,195.33,175.71,189.28,202.18,212.76,230.31,194.77,186.46,159.91,179.07,155.93,198.04,203.24,162.98,149.47,189.44,122.0,149.05,177.11,130.38,133.09,192.8,102.04,144.3,139.46,174.01,141.7,110.57,160.33,81.32,183.52,178.99,176.51,134.26,114.39,135.57,101.88,171.1,102.52,148.77,123.95,139.26,108.48,86.341,105.08,108.5,105.05,137.28,111.38,95.998,101.56,65.748,132.61,79.646,91.921,60.298,49.219,48.787,91.28,78.265,76.681,110.46,72.354,79.27,60.145,70.665,45.875,40.904,40.298,55.149,46.067,107.95,42.016,23.861,56.763,39.254,72.593,73.785
510,C,False,152.51,155.08,149.69,160.18,163.09,157.63,153.75,156.67,155.66,155.05,143.61,145.91,153.04,154.48,153.95,144.09,151.53,152.03,150.11,148.23,155.82,148.66,154.04,161.77,161.8,163.82,160.55,164.7,169.72,165.33,175.33,184.91,175.16,178.99,171.09,176.51,165.55,167.2,165.14,165.73,166.63,165.35,156.79,158.77,160.67,165.39,160.42,164.19,162.65,156.49,166.19,158.79,154.68,150.81,159.42,159.84,156.47,153.38,158.2,156.23,146.64,153.94,152.13,138.67,157.73,147.94,147.59,146.28,144.33,145.37,144.9,142.47,150.47,144.87,151.63,152.62,148.15,157.57,158.02,171.69
511,C,False,227.37,224.02,130.05,109.57,46.013,130.4,216.17,81.098,116.03,174.13,150.4,110.89,219.01,179.9,165.61,54.697,276.62,155.15,167.15,152.69,174.03,196.96,55.965,99.12,88.401,154.8,181.43,162.35,189.8,138.66,38.621,21.86,47.331,61.835,66.367,43.963,120.78,99.297,95.522,54.484,53.183,26.958,46.034,59.882,52.689,38.488,51.457,23.196,44.701,55.424,134.45,51.782,71.955,49.239,53.857,39.806,32.32,54.361,115.65,59.901,56.087,53.393,54.099,52.1,54.628,53.161,61.304,61.059,64.693,60.844,63.076,56.825,59.606,60.533,63.065,60.769,52.013,64.951,54.538,51.422
512,C,True,57.804,53.825,67.904,52.972,58.769,51.904,59.449,59.778,61.401,66.514,66.813,75.266,89.652,97.384,97.322,106.09,99.749,112.92,106.71,102.68,97.751,93.38,95.688,88.038,94.382,91.712,93.946,96.322,81.113,78.277,87.888,85.932,80.403,79.099,93.654,81.765,72.848,87.412,84.617,90.896,87.765,89.081,92.992,88.39,92.755,87.565,92.56,106.03,102.43,94.041,102.03,101.57,111.94,114.08,107.39,108.23,118.88,131.85,124.7,126.09,130.8,130.22,131.12,147.31,144.03,141.57,139.11,134.27,124.75,131.46,139.99,137.03,131.6,132.62,147.05,132.19,135.63,145.59,144.7,154.76
513,C,False,23.598,23.212,25.105,28.443,27.333,25.513,29.292,33.069,32.957,33.327,28.299,28.572,32.208,37.702,39.696,33.602,36.869,34.543,36.928,27.566,30.342,27.331,27.195,33.075,32.525,35.268,35.639,31.695,27.924,27.427,29.882,27.617,33.121,30.464,28.705,26.546,28.467,29.566,34.78,31.218,33.275,29.572,31.905,35.312,35.686,35.614,38.445,31.935,28.52,33.454,39.117,40.305,30.021,35.527,33.318,33.937,36.877,32.942,36.151,34.026,33.738,33.922,29.673,32.731,28.449,32.041,29.683,31.763,31.038,29.506,30.486,28.048,28.256,31.449,26.479,27.368,27.706,26.116,25.765,22.974
514,C,False,154.45,169.56,168.61,179.97,187.37,180.73,189.51,188.24,173.46,180.29,178.69,168.51,181.06,171.08,171.32,200.74,172.02,180.85,151.2,149.16,171.66,182.78,175.99,153.7,160.54,139.49,146.42,130.89,93.577,105.33,125.7,133.25,154.94,167.83,173.01,168.86,176.61,195.98,202.23,234.66,208.89,198.93,205.71,192.83,200.85,193.03,189.41,194.91,198.24,199.74,214.48,212.19,203.53,211.28,222.87,218.52,228.25,232.2,227.18,232.84,239.87,248.11,236.99,231.72,253.01,235.48,243.55,241.43,242.15,252.16,267.22,282.94,294.1,296.3,263.99,278.07,270.85,254.68,278.96,286.19
515,C,False,146.17,148.53,154.05,76.677,149.74,82.204,149.2,150.6,142.45,138.32,139.79,142.1,144.61,159.62,157.22,151.23,163.67,162.71,174.48,181.38,174.66,192.97,203.35,209.82,198.29,200.93,206.87,204.25,221.14,208.72,203.26,202.93,190.65,194.02,195.52,202.51,196.07,201.43,199.26,201.05,191.19,192.44,187.58,180.12,190.94,195.74,195.52,206.32,199.68,209.07,221.82,222.04,194.72,207.24,216.83,235.43,237.39,240.09,245.99,254.32,254.02,266.09,254.9,263.56,262.04,265.12,260.49,258.62,270.05,264.67,269.67,274.33,274.01,264.63,261.15,263.16,259.67,257.2,263.0,250.48
516,C,False,32.921,15.088,33.62,34.492,41.556,33.9,40.354,33.232,32.713,30.376,26.894,32.516,19.111,15.193,27.829,24.465,8.2022,27.916,24.655,16.055,21.688,39.637,22.036,29.499,28.092,16.603,19.786,10.473,34.367,53.287,34.724,16.847,16.442,68.121,20.248,59.722,28.726,17.297,38.913,34.048,36.987,48.466,90.526,61.223,59.74,66.275,62.176,45.021,68.732,19.365,17.356,42.715,49.625,94.741,90.535,103.35,93.535,75.423,102.41,99.938,104.45,108.97,88.229,114.68,76.396,116.31,112.48,118.84,119.17,117.82,121.85,113.92,60.049,121.16,117.24,84.379,125.96,131.21,90.621,123.93
517,C,True,658.76,622.82,633.25,593.48,602.49,571.99,547.19,582.44,596.41,599.08,551.69,573.41,637.64,570.24,572.22,584.82,600.07,562.04,589.11,596.79,591.38,582.89,586.04,596.6,542.39,545.96,519.81,520.61,538.3,502.64,464.1,434.96,426.64,402.09,395.44,399.45,385.29,492.56,379.97,358.78,386.88,383.41,361.93,350.81,399.95,377.51,370.59,355.58,364.33,371.34,364.44,358.27,363.48,377.87,371.76,351.44,349.89,368.67,350.51,386.61,362.8,379.99,388.96,333.16,332.05,336.47,327.37,348.38,387.36,371.17,380.13,354.93,354.23,312.97,327.61,301.52,301.72,299.96,313.54,294.26
518,C,False,32.566,15.055,16.201,15.086,14.897,21.149,6.4089,3.1789,8.4934,9.0081,12.363,10.972,20.835,22.262,21.822,20.924,17.738,24.571,22.24,25.995,31.689,29.33,35.352,42.71,36.917,35.492,37.679,31.561,43.955,42.57,33.805,32.254,44.852,38.398,33.143,44.439,45.345,52.225,41.06,51.372,47.228,46.249,46.853,52.9,41.841,42.736,32.728,38.477,54.268,32.798,35.997,56.927,34.002,46.915,41.939,36.602,34.573,34.553,37.541,44.936,47.005,49.371,57.641,69.754,60.581,53.79,75.198,84.982,91.596,83.96,100.76,95.523,96.308,118.64,106.76,107.47,113.63,129.72,137.31,159.66
519,C,False,1.6257,40.301,50.685,22.575,32.072,53.091,29.471,9.2492,74.347,41.644,41.456,79.485,101.56,47.071,3.7396,10.782,111.68,6.6203,146.8,69.68,109.88,60.095,118.57,48.417,51.663,95.974,49.411,134.54,78.875,85.033,80.618,75.372,118.15,121.79,169.17,146.01,162.28,151.14,132.63,94.522,151.68,130.06,108.75,113.37,127.53,152.22,154.39,198.49,106.4,152.39,226.48,128.87,172.75,88.524,206.59,169.6,133.19,215.55,148.85,107.05,164.01,128.53,177.16,123.5,195.89,163.62,213.09,176.16,205.23,185.18,191.56,118.67,122.29,40.653,2.043,203.15,210.89,128.98,137.59,110.74
520,C,False,150.39,160.4,238.89,194.67,209.41,208.98,118.39,111.27,127.85,167.91,56.472,78.923,125.13,94.714,36.132,94.754,54.029,54.776,74.775,51.393,85.555,79.324,100.37,105.37,105.12,131.34,39.372,122.68,135.81,84.476,174.08,206.4,176.92,341.96,227.85,224.37,134.62,223.47,254.83,293.19,213.62,284.2,250.78,298.42,234.1,352.99,239.42,294.31,382.76,416.44,337.62,349.85,379.85,369.6,349.34,334.86,279.55,356.77,408.24,408.2,318.84,367.05,358.48,265.41,326.54,229.82,289.29,265.12,361.36,354.99,332.1,264.18,311.21,338.87,318.26,268.2,262.92,264.39,286.9,285.31
521,C,False,94.116,93.795,94.352,95.281,90.604,89.904,93.39,96.434,89.496,88.193,86.785,86.733,86.329,84.534,79.88,76.814,75.199,76.328,73.981,68.102,68.517,71.133,70.424,67.607,68.454,68.361,66.284,63.219,66.386,65.119,64.978,60.217,63.456,66.724,64.989,65.524,62.512,58.451,65.377,65.72,69.15,66.27,65.643,62.913,66.99,61.938,63.569,57.682,58.198,59.719,60.899,56.138,56.732,56.006,53.921,56.25,61.317,65.355,62.055,57.707,63.58,53.633,47.052,53.766,47.897,47.292,50.689,58.053,61.662,63.746,70.511,75.911,80.763,80.256,82.625,80.426,82.689,83.713,78.385,78.137
522,C,True,2.8176,4.7187,3.0111,3.3657,3.3756,2.9945,2.0203,0.59193,3.966,0.18829,0.7969,1.8306,1.7146,0.76697,0.53011,1.6725,2.1889,1.8563,35.407,2.5139,3.9382,3.1591,3.8147,0.58114,2.7925,5.4759,3.9747,0.17832,4.6756,6.3448,21.979,8.8272,28.043,18.989,24.641,51.154,34.007,69.454,83.304,56.625,13.364,10.21,14.989,25.21,70.945,83.207,64.81,63.656,55.115,87.678,78.83,81.958,76.237,69.516,77.006,14.496,72.518,71.249,51.816,8.8855,19.026,32.0,2.9415,9.4464,23.592,11.84,52.016,18.114,55.683,15.102,8.4022,2.6359,4.894,8.0218,23.344,9.7109,82.945,5.0246,18.439,22.173
523,C,False,604.2,616.95,632.85,669.22,692.8,686.61,683.71,696.76,662.07,660.32,653.22,642.84,630.79,649.69,660.83,636.14,661.99,642.9,657.09,651.33,651.41,624.03,617.66,609.32,616.69,656.15,611.75,606.59,610.6,606.54,594.6,595.43,602.46,595.7,584.28,586.53,604.39,597.26,584.13,546.74,542.09,503.77,522.88,531.89,530.6,537.19,540.46,545.33,580.05,576.31,582.04,599.8,590.46,594.54,601.35,567.72,564.7,524.08,528.37,527.15,512.11,488.09,498.07,503.44,494.87,479.08,501.66,512.9,493.28,519.54,537.35,570.01,560.16,563.14,550.81,547.6,522.54,481.95,452.27,461.79
