,FLARE_TYPE,COINCIDENCE,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40,d_l_f_41,d_l_f_42,d_l_f_43,d_l_f_44,d_l_f_45,d_l_f_46,d_l_f_47,d_l_f_48,d_l_f_49,d_l_f_50,d_l_f_51,d_l_f_52,d_l_f_53,d_l_f_54,d_l_f_55,d_l_f_56,d_l_f_57,d_l_f_58,d_l_f_59,d_l_f_60,d_l_f_61,d_l_f_62,d_l_f_63,d_l_f_64,d_l_f_65,d_l_f_66,d_l_f_67,d_l_f_68,d_l_f_69,d_l_f_70,d_l_f_71,d_l_f_72,d_l_f_73,d_l_f_74,d_l_f_75,d_l_f_76,d_l_f_77,d_l_f_78,d_l_f_79,d_l_f_80,d_l_f_81,d_l_f_82,d_l_f_83,d_l_f_84,d_l_f_85,d_l_f_86,d_l_f_87,d_l_f_88,d_l_f_89,d_l_f_90,d_l_f_91,d_l_f_92,d_l_f_93,d_l_f_94,d_l_f_95,d_l_f_96,d_l_f_97,d_l_f_98,d_l_f_99,d_l_f_100
493,C,False,82.762,60.329,63.035,71.439,62.261,79.206,48.097,59.568,60.369,52.715,45.848,53.153,53.477,45.117,47.39,56.362,53.414,63.324,72.36,65.978,62.039,63.601,82.78,76.942,77.577,75.514,74.379,75.095,79.51,79.4,93.661,93.989,128.25,120.5,117.38,110.32,102.29,103.55,96.143,101.71,206.36,257.83,343.31,342.4,342.47,344.8,344.74,344.59,99.728,341.41,345.39,344.92,284.23,294.95,252.19,321.42,313.07,319.28,299.3,294.99,291.29,317.95,287.41,289.71,294.48,298.47,299.73,313.69,323.9,328.2,334.45,337.18,377.16,341.97,349.52,335.21,383.56,323.46,377.69,373.1
494,C,False,146.37,166.35,173.55,118.66,106.99,97.963,97.348,87.761,72.954,57.944,47.457,44.896,37.495,42.714,28.949,30.129,31.476,23.508,18.87,17.267,13.73,126.42,11.414,65.163,75.956,25.765,45.075,45.277,67.82,66.178,63.341,54.095,53.162,52.697,57.341,55.497,43.878,14.31,28.288,24.638,21.18,14.703,25.391,27.501,25.65,19.19,18.826,47.881,43.763,36.381,59.435,55.541,49.583,61.337,59.147,50.81,46.106,65.706,67.484,73.457,65.102,63.91,82.89,66.627,72.234,86.81,51.726,64.756,91.79,65.675,96.127,75.595,68.464,121.42,87.708,66.58,78.955,19.566,17.088,14.623
495,C,False,83.726,84.599,84.599,85.475,84.393,69.816,56.433,48.757,46.163,36.623,24.759,24.042,23.345,32.316,31.198,62.883,62.604,61.808,61.88,62.448,64.139,65.596,66.284,21.541,25.023,19.059,24.226,22.883,19.605,19.606,23.213,24.216,21.4,20.093,20.164,97.27,26.598,98.66,22.73,99.547,99.132,99.707,99.098,99.823,98.898,55.958,98.999,97.163,91.913,89.895,94.552,97.971,108.14,116.65,120.32,122.81,131.45,139.72,137.34,147.74,145.29,144.95,142.0,140.36,141.9,136.36,134.85,133.03,129.06,128.19,124.86,127.29,126.66,127.82,133.4,136.13,139.5,146.5,137.54,137.23
496,C,False,87.262,71.768,60.395,53.296,54.817,63.807,76.034,79.754,69.828,152.8,70.537,128.36,67.482,108.98,126.53,156.85,159.03,116.42,101.41,126.48,69.318,72.838,82.568,87.009,75.576,79.929,78.54,127.49,113.37,129.41,138.03,149.7,154.07,131.04,181.55,189.56,265.26,275.08,230.9,273.74,279.47,294.75,289.41,290.95,312.47,298.55,314.53,314.27,324.63,321.37,324.09,319.25,316.59,326.19,322.02,330.1,328.94,324.92,332.4,335.25,352.65,352.99,384.74,369.71,398.46,412.42,405.13,384.23,389.45,435.24,447.39,409.32,257.77,445.79,450.57,196.62,465.1,469.35,421.42,476.04
497,C,True,662.16,665.71,666.47,663.97,670.89,672.88,671.12,679.8,683.1,684.13,688.78,687.58,691.76,692.36,691.68,694.9,692.33,693.13,692.58,690.92,692.85,694.33,691.63,690.23,690.37,686.14,688.13,682.19,685.11,682.86,686.13,689.06,690.55,693.97,692.27,691.53,696.74,689.76,695.58,702.03,700.46,701.2,704.66,704.45,704.78,704.3,698.52,698.7,698.92,701.84,698.68,695.31,690.7,689.89,691.45,694.61,692.98,701.44,698.7,702.04,701.72,701.91,701.05,705.55,709.75,709.89,715.19,715.15,720.97,720.89,719.83,718.77,717.99,721.55,724.96,725.98,724.56,723.06,719.87,721.91
498,C,False,258.96,258.96,258.06,258.06,258.06,258.06,258.06,258.5,258.5,258.5,258.52,257.62,258.96,254.53,259.39,259.86,259.86,259.42,259.42,259.42,258.52,259.42,259.42,258.99,258.99,258.09,258.42,258.99,258.09,258.09,258.99,259.33,258.47,258.57,259.27,259.05,259.27,259.05,258.4,258.57,258.14,257.72,258.14,258.14,258.14,257.72,257.72,257.64,257.72,257.72,257.72,258.63,258.55,257.64,257.61,258.11,258.58,258.63,258.21,258.21,258.21,257.3,257.3,258.21,259.12,258.21,259.12,258.71,259.12,258.21,257.8,258.21,258.71,257.39,258.3,257.9,257.9,257.9,256.98,256.28
499,C,False,632.2,630.13,630.89,630.27,630.58,630.38,630.49,570.35,573.97,588.77,575.88,580.06,579.6,583.11,633.94,615.7,636.82,609.46,633.57,632.93,585.51,586.33,615.59,601.84,617.86,611.9,617.54,608.19,608.38,613.59,608.64,606.13,610.68,609.67,607.39,610.01,616.43,621.26,624.33,624.17,617.72,634.36,630.21,631.24,633.13,633.26,633.04,632.96,628.25,636.79,640.12,640.83,638.57,637.8,634.25,635.59,633.72,633.01,633.69,638.12,640.5,639.93,637.6,638.38,654.36,652.6,641.56,639.33,639.93,640.63,642.21,644.71,644.0,645.3,640.61,639.55,639.8,636.72,634.84,637.97
500,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.376,65.376,65.49,65.376,65.49,66.524,68.731,69.871,72.007,72.18,73.348,73.348,73.348,0.0,74.148,75.313,75.313,0.0,0.0,76.485,77.466,77.279,78.09,61.465,65.542,79.246,66.68,67.942,0.0,80.231,80.231,0.0,65.788,66.731,65.146,67.72,66.098,67.72,71.328,75.414,72.293,73.806,74.769,72.78,73.756,77.046,78.415,79.848,78.154,79.378,77.466,0.0,78.262
501,C,False,957.91,960.36,959.05,955.48,952.56,950.72,951.68,954.9,951.22,949.27,947.77,950.63,949.35,950.89,955.86,955.18,957.22,956.96,957.22,957.01,955.37,954.66,954.01,950.59,950.78,951.98,948.73,947.14,942.18,939.19,939.64,940.4,939.26,935.5,931.79,933.32,934.06,933.31,931.92,928.94,929.03,925.66,924.32,926.12,926.8,924.12,923.29,924.52,922.48,923.28,927.67,923.48,925.1,925.25,927.3,928.77,923.31,919.96,920.03,918.26,919.82,919.86,919.86,921.22,921.01,920.33,923.31,926.14,927.04,922.68,924.61,922.55,925.68,929.06,929.52,928.83,929.28,925.66,926.74,923.81
502,C,False,186.04,181.98,179.25,177.85,180.59,178.44,172.29,180.2,178.57,172.44,178.67,177.76,182.63,167.69,174.17,178.95,179.01,180.06,179.19,176.46,180.04,180.33,178.96,179.57,181.34,175.03,105.38,99.864,107.3,106.58,123.11,122.45,142.06,133.95,106.97,110.18,96.713,81.458,87.691,110.13,120.38,182.19,113.85,105.39,93.222,94.596,93.669,96.802,100.46,98.816,112.68,92.042,100.55,91.661,89.819,90.156,100.41,103.74,98.651,92.969,74.983,71.228,81.964,100.72,93.58,88.146,113.05,93.274,125.55,178.1,178.1,177.1,178.14,178.14,178.14,178.1,178.14,178.18,0.0,178.18
503,C,False,308.21,309.01,309.01,308.21,308.21,307.61,307.86,307.61,307.61,306.58,306.62,307.61,298.12,306.81,297.77,306.2,297.36,293.7,297.3,294.45,299.76,303.12,306.52,312.8,313.12,313.53,313.68,314.92,314.53,315.67,316.56,316.92,317.48,319.36,319.66,319.11,320.03,320.46,320.85,320.62,321.01,320.97,321.04,320.76,319.92,320.47,321.28,320.13,318.95,317.31,318.57,319.32,317.99,317.18,316.28,315.48,317.29,319.35,319.9,317.92,318.04,316.7,318.27,318.38,314.87,318.09,313.69,311.17,310.52,313.02,311.68,310.12,310.35,312.54,314.27,312.91,312.51,304.42,300.36,296.79
504,C,True,250.45,250.07,250.29,250.57,249.22,250.01,250.01,250.39,250.0,251.16,251.55,249.98,251.84,251.46,251.49,252.08,251.37,251.64,252.01,252.4,252.42,251.92,252.87,252.94,252.93,252.52,253.81,254.51,254.3,254.07,253.27,253.19,252.77,254.88,255.8,255.97,256.57,255.74,264.3,267.23,267.44,256.14,265.77,255.82,263.9,266.34,262.05,255.42,264.53,269.82,276.74,278.23,283.27,285.62,288.39,295.89,293.08,293.63,294.49,295.62,293.72,298.87,298.95,300.69,300.69,297.69,295.63,298.53,301.72,302.59,305.45,302.26,300.39,306.66,306.41,305.71,305.02,310.3,316.58,313.42
505,C,False,575.31,576.84,575.24,574.64,573.47,572.74,575.26,575.38,573.74,572.49,574.4,574.22,574.84,573.21,572.72,574.19,573.24,572.87,572.07,572.11,571.03,571.94,571.8,568.4,567.5,569.06,571.34,569.97,569.08,567.37,569.11,568.44,569.65,567.6,565.94,567.59,568.04,566.74,565.63,564.54,564.17,561.99,562.03,563.51,563.48,564.6,566.66,564.78,563.69,561.74,564.5,565.49,565.04,562.91,558.57,558.71,557.89,557.25,558.73,558.55,558.89,557.48,555.84,557.57,557.14,555.89,557.28,555.96,554.86,555.07,556.05,556.91,555.65,553.75,554.2,555.07,553.48,554.19,553.4,553.24
506,C,False,228.59,226.37,226.19,224.57,222.71,243.48,237.97,238.8,232.02,232.34,231.56,228.73,220.86,217.66,220.89,206.56,202.39,210.43,204.65,188.75,195.1,190.52,194.68,192.39,190.91,190.0,186.68,202.08,197.31,196.02,195.06,196.74,195.47,193.17,201.02,210.32,205.69,193.65,205.22,203.9,203.64,199.08,196.25,201.24,201.4,202.95,202.69,206.33,209.56,209.31,204.6,208.88,211.37,221.51,214.03,209.08,203.55,202.65,213.42,220.52,206.13,205.23,217.45,221.45,241.74,232.65,229.71,228.8,229.22,234.09,235.96,243.48,245.82,242.05,238.33,201.06,172.22,170.85,170.32,167.31
507,C,False,898.77,899.98,894.75,894.92,890.13,874.09,879.87,878.23,878.74,871.71,867.86,879.26,873.02,870.21,870.7,857.61,856.45,850.35,842.92,849.18,852.4,841.16,834.52,837.47,839.73,842.09,844.36,856.43,867.13,858.94,855.05,852.1,849.97,858.25,857.05,852.36,850.29,862.43,870.72,881.79,886.27,882.77,883.26,885.44,890.5,898.61,898.44,894.49,922.94,923.38,921.89,917.14,916.89,913.63,913.72,923.52,930.29,925.65,926.84,921.91,929.92,925.21,923.24,916.02,921.26,921.92,922.22,920.27,919.4,920.05,925.69,931.1,949.6,949.92,949.82,949.92,950.37,950.66,936.01,940.29
508,C,True,41.049,41.049,42.94,43.701,42.47,41.012,41.092,42.24,43.088,43.394,42.789,42.239,40.786,43.157,41.137,41.104,40.299,40.324,39.942,42.945,45.123,43.427,43.233,48.453,46.006,44.214,43.547,44.684,44.503,39.712,39.679,40.467,40.725,43.166,50.287,52.232,49.541,49.849,47.989,48.508,49.105,43.644,40.659,40.868,43.185,43.151,40.63,39.738,41.974,39.786,39.654,39.556,40.694,39.905,40.29,39.024,41.106,41.125,41.446,44.588,45.082,47.596,46.845,48.692,51.448,50.223,50.833,48.641,53.23,55.373,50.382,51.066,50.147,49.395,48.317,47.601,48.353,46.997,50.809,48.41
509,C,False,499.19,549.09,529.4,518.02,516.7,510.32,503.63,506.1,508.02,494.27,478.29,493.17,477.71,502.43,497.51,483.42,484.0,472.94,465.04,469.76,464.21,459.44,448.64,447.99,446.21,461.7,450.83,443.33,448.99,453.54,441.33,442.45,440.7,433.32,426.26,434.37,423.84,409.25,414.66,390.29,402.03,398.16,399.26,397.94,391.09,368.64,366.69,351.1,344.59,357.8,339.12,346.05,341.13,335.51,332.86,325.9,320.13,307.25,310.03,296.64,284.26,285.48,302.85,268.86,274.28,279.12,250.9,224.35,254.98,232.66,225.75,232.89,216.16,222.75,160.93,166.78,133.48,135.22,154.11,130.04
510,C,False,1163.6,1220.9,1184.2,1172.9,1185.8,1213.1,1235.2,1211.7,1230.1,1227.0,1264.7,1221.6,1180.0,1200.0,1225.9,1235.8,1239.5,1244.7,1207.7,1178.5,1233.6,1252.9,1234.0,1227.7,1259.8,1190.0,1182.2,1177.5,1193.8,1207.2,1121.6,1085.5,1046.8,1079.1,1113.1,1028.8,1109.4,891.96,1015.8,1018.6,1052.0,1049.4,1129.8,1052.8,1080.7,1181.8,1080.6,1206.9,1160.4,1160.4,1016.3,1153.3,1127.2,1182.5,1240.3,1252.5,1207.9,1233.8,1123.3,1118.5,1125.8,1194.1,974.05,969.03,942.04,980.1,898.58,1072.3,1047.3,1109.5,1184.1,1262.6,1283.7,1295.6,1345.2,1366.1,1322.3,1359.9,1374.6,1357.8
511,C,False,205.94,195.04,216.38,227.5,188.36,185.65,202.68,255.12,229.51,219.29,193.99,207.3,201.43,202.63,220.31,280.16,228.06,246.53,245.06,279.78,309.51,296.08,270.2,262.62,253.76,270.98,273.01,284.69,279.94,224.38,243.14,285.55,355.63,251.13,323.67,343.23,270.29,235.38,300.99,298.3,263.74,242.43,289.73,317.43,296.8,198.86,187.78,235.0,192.58,185.66,182.53,208.93,172.58,197.79,270.71,201.93,187.82,226.27,227.78,241.68,273.12,411.91,399.76,426.63,439.06,462.22,434.31,459.12,439.46,444.56,441.19,443.54,447.83,463.45,448.73,460.28,480.23,459.21,492.51,482.72
512,C,True,74.0,0.0,20.1,21.095,0.0,0.0,74.947,74.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.024,21.024,20.025,20.1,20.1,20.1,19.105,0.0,0.0,21.378,21.378,22.277,22.204,23.345,44.742,47.479,44.21,21.587,37.569,46.019,42.029,49.308,49.451,59.653,56.07,48.974,55.959,49.445,54.337,85.0,52.56,84.012,85.0,56.438,56.422,85.159,64.935,61.948,85.159,85.159,84.012,54.2,55.027,57.829,61.908,55.098,55.054,57.17,53.371,56.855,50.563,83.024,84.012,80.449,84.172,85.0,53.985,48.21,84.012,0.0,0.0,52.197,15.811
513,C,False,14.142,14.142,14.142,14.142,14.142,14.142,14.866,14.866,14.866,14.142,14.142,14.866,14.142,14.866,14.866,14.866,15.556,15.556,15.556,15.556,14.866,15.556,14.866,14.866,14.866,15.556,15.556,15.556,15.556,15.556,14.866,14.866,14.866,15.556,15.556,15.556,15.556,16.279,14.866,14.866,14.866,15.556,14.866,15.62,15.62,15.62,14.866,14.866,15.556,15.556,15.556,15.556,16.279,14.866,14.866,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,16.401,16.401,16.401,15.62,0.0,15.62,17.205,0.0,15.811,15.811,0.0,0.0,15.811,16.643,15.811
514,C,False,198.93,198.7,197.3,195.29,195.04,195.16,194.54,196.3,195.05,194.31,194.77,194.89,193.21,194.08,194.04,193.07,192.19,193.77,193.58,192.9,190.57,188.8,188.14,189.77,187.53,188.93,190.55,190.96,190.17,192.81,191.31,190.63,205.72,205.63,190.08,190.16,207.47,205.45,204.05,202.55,204.73,203.74,205.93,205.64,205.9,206.35,205.36,205.41,206.0,205.77,205.16,205.88,205.86,205.89,206.7,206.21,207.07,207.05,207.0,208.71,208.78,209.2,210.96,212.59,211.31,210.72,211.21,211.32,205.52,207.05,206.54,207.29,208.04,206.74,209.96,210.5,210.54,205.47,205.39,208.72
515,C,False,250.45,250.07,250.29,250.57,249.22,250.01,250.01,250.39,250.0,251.16,251.55,249.98,251.84,251.46,251.49,252.08,251.37,251.64,252.01,252.4,252.42,251.92,252.87,252.94,252.93,252.52,253.81,254.51,254.3,254.07,253.27,253.19,252.77,254.88,255.8,255.97,256.57,255.74,264.3,267.23,267.44,256.14,265.77,255.82,263.9,266.34,262.05,255.42,264.53,269.82,276.74,278.23,283.27,285.62,288.39,295.89,293.08,293.63,294.49,295.62,293.72,298.87,298.95,300.69,300.69,297.69,295.63,298.53,301.72,302.59,305.45,302.26,300.39,306.66,306.41,305.71,305.02,310.3,316.58,313.42
516,C,False,12.269,21.069,12.448,28.089,6.3259,10.226,28.229,30.619,40.032,9.8705,17.465,76.775,19.467,57.456,25.947,45.25,52.608,17.289,66.467,14.609,31.16,36.775,48.725,70.276,9.2375,10.775,9.8789,27.544,33.054,45.755,56.204,27.306,29.603,32.317,59.451,11.769,48.858,0.0,0.0,12.467,46.982,0.0,10.198,0.0,17.759,0.0,32.558,0.0,0.0,0.0,0.0,114.03,57.506,105.0,101.6,0.0,0.0,0.0,127.0,131.0,24.083,104.58,56.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,C,True,653.11,651.47,648.4,647.83,649.45,650.93,652.0,656.92,656.68,657.92,656.51,652.61,649.99,645.75,642.23,645.81,642.76,643.21,645.95,653.21,655.61,647.27,651.3,644.32,648.88,647.03,649.44,647.78,648.06,648.91,647.04,650.07,646.43,646.31,648.82,645.82,649.2,644.79,642.51,648.92,644.83,647.9,645.54,647.3,640.8,640.44,644.64,643.8,646.24,645.5,643.62,645.0,646.26,655.62,650.32,645.09,646.78,650.03,659.46,666.07,665.11,664.35,662.52,665.11,670.62,666.74,662.16,665.71,666.47,663.97,670.89,672.88,671.12,679.8,683.1,684.13,688.78,687.58,691.76,692.36
518,C,False,100.12,103.03,103.28,104.73,105.7,106.42,107.62,110.06,110.32,110.04,111.02,111.76,112.86,113.52,113.5,113.51,114.3,115.45,116.43,116.45,117.29,117.43,118.42,118.34,119.33,119.39,120.25,120.0,119.39,119.37,120.0,119.92,117.76,115.54,118.32,120.44,119.56,119.06,116.48,117.79,117.26,118.09,119.83,120.86,123.17,122.02,122.82,123.36,123.13,124.01,123.99,124.58,124.77,126.67,125.97,128.0,128.49,128.62,130.45,131.28,131.0,131.4,131.59,132.41,132.96,135.35,135.71,131.14,130.2,128.29,126.72,124.89,123.29,126.07,126.92,130.02,125.22,119.7,118.92,115.82
519,C,False,65.49,29.175,58.854,14.81,70.521,129.1,72.067,142.23,82.568,12.372,67.135,18.681,59.883,81.831,90.229,15.757,79.742,72.653,109.73,147.73,57.117,128.32,140.45,106.54,76.635,100.58,128.85,97.026,243.41,381.49,391.86,490.15,495.45,497.59,513.15,504.67,508.69,512.19,517.63,521.45,528.95,525.39,535.16,543.83,539.15,542.61,528.98,532.0,539.17,539.98,535.15,535.33,540.21,540.55,536.38,540.03,533.28,524.65,529.4,527.2,523.47,537.89,513.68,534.5,522.92,530.57,544.08,535.26,528.25,543.46,553.21,540.9,561.19,564.36,560.6,561.55,572.88,558.91,586.88,573.36
520,C,False,234.01,195.9,217.42,232.12,251.47,325.69,298.84,364.89,370.22,387.67,389.39,373.45,336.58,406.14,345.19,397.52,320.87,333.08,403.39,351.17,397.27,349.75,419.77,354.82,435.78,432.12,370.21,441.88,440.14,366.0,335.12,450.11,462.56,453.25,461.75,458.0,364.61,361.41,466.48,466.89,473.65,474.36,476.24,482.64,480.97,482.25,491.57,369.81,387.77,499.54,502.56,501.7,366.46,518.44,524.75,362.13,526.48,541.36,532.98,535.35,538.81,560.38,547.47,553.52,556.69,560.72,559.17,561.52,566.37,569.37,574.22,577.29,581.95,584.46,588.47,594.42,595.49,602.44,610.94,611.0
521,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,C,True,0.0,0.0,13.038,0.0,14.117,13.038,12.042,0.0,0.0,0.0,13.038,14.036,0.0,11.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.608,21.115,0.0,0.0,12.787,20.674,11.045,349.01,353.34,351.83,357.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,C,False,935.26,933.0,930.61,936.16,933.77,934.17,932.52,935.1,932.91,931.2,930.23,931.64,930.97,930.19,924.76,926.43,926.6,923.84,924.48,928.04,924.2,921.6,919.92,919.75,919.51,919.51,920.97,924.85,919.82,918.42,919.23,919.23,922.06,918.13,918.94,924.15,926.81,924.11,925.56,925.15,924.59,925.49,925.01,922.61,922.2,923.19,920.17,922.95,921.99,921.12,920.36,922.02,921.14,922.62,920.88,920.16,921.6,921.82,917.16,913.01,917.57,916.31,916.01,914.89,911.5,912.31,911.74,912.52,915.38,914.83,913.37,913.75,912.87,914.12,917.08,916.79,917.3,915.7,917.49,916.56
524,C,False,565.01,565.69,568.23,564.66,565.53,565.29,565.25,563.6,566.91,568.99,571.64,571.29,570.77,570.45,569.93,567.81,569.67,567.57,568.07,568.9,568.94,570.87,572.81,572.85,572.55,574.3,573.38,574.32,576.1,578.46,576.62,575.48,572.42,572.62,572.65,573.24,572.18,571.91,571.11,571.95,573.56,572.85,574.59,575.49,576.1,575.57,577.87,576.49,577.52,579.58,577.23,576.17,572.93,575.74,578.65,576.63,577.29,578.99,580.04,580.69,581.65,579.35,581.51,583.31,582.58,584.08,584.43,584.58,585.82,586.74,587.98,587.66,587.98,592.59,592.61,591.18,590.65,587.19,584.86,585.3
525,C,False,82.134,23.51,23.386,23.269,25.817,24.034,19.416,18.439,23.756,19.647,19.647,24.775,24.279,19.416,18.248,19.235,18.248,18.248,19.235,18.439,19.647,18.682,18.682,18.682,18.682,17.72,17.72,17.72,17.72,0.0,18.028,0.0,18.028,17.088,17.088,17.088,17.088,17.088,17.088,17.088,17.088,16.155,16.155,16.155,17.088,16.155,17.088,17.088,15.811,16.763,16.763,15.811,16.763,0.0,0.0,0.0,0.0,0.0,16.155,0.0,17.088,17.088,16.763,17.464,16.155,16.155,15.811,0.0,0.0,0.0,0.0,14.866,15.232,15.232,0.0,0.0,0.0,0.0,0.0,0.0
526,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,C,False,1154.7,1157.8,1153.3,1144.2,1135.3,1138.2,1135.7,1131.2,1121.6,1121.4,1120.0,1124.5,1115.1,1106.3,1113.3,1103.4,1104.4,1098.8,1104.8,1103.4,1108.1,1109.9,1113.6,1114.1,1110.7,1115.1,1113.9,1112.4,1110.5,1108.4,1103.3,1105.6,1099.7,1097.2,1095.1,1096.2,1093.3,1094.8,1102.2,1106.6,1096.6,1095.1,1091.6,1085.8,1090.8,1085.6,1090.3,1087.8,1086.8,1086.5,1084.3,1078.8,1073.7,1068.8,1062.2,1058.8,1055.7,1057.0,1063.1,1061.4,1058.4,1060.5,1062.9,1062.6,1062.6,1058.9,970.6,949.43,964.48,942.07,954.61,751.14,749.92,950.63,783.97,766.71,729.1,534.71,759.4,533.54
528,C,False,184.85,186.22,187.17,186.55,187.54,188.53,187.54,187.54,188.41,189.53,190.39,190.65,190.52,188.97,190.96,190.97,190.65,190.65,191.64,191.77,191.77,191.77,194.03,192.76,193.89,194.88,196.01,196.01,196.16,197.1,197.14,197.29,197.29,198.28,198.44,198.13,198.28,199.27,198.98,199.77,199.97,200.41,199.92,200.96,200.59,200.08,200.08,202.41,201.07,155.18,141.21,120.78,116.48,116.34,117.79,111.59,112.37,123.83,125.61,131.64,148.09,138.3,130.99,131.96,135.65,121.63,122.77,106.7,94.831,94.831,94.831,92.018,95.802,94.831,95.079,95.079,95.336,96.302,96.302,96.302
529,C,False,346.56,347.14,348.38,349.54,350.3,350.99,350.41,350.48,349.69,348.98,350.7,350.8,350.41,350.52,350.28,351.74,353.14,353.41,352.73,354.95,354.68,354.21,354.98,354.88,355.19,354.54,353.21,354.9,355.33,356.35,357.1,358.36,357.47,357.51,356.13,354.65,353.6,355.12,355.51,356.95,356.71,356.83,357.58,358.17,358.51,357.66,357.56,356.73,357.17,357.46,357.53,358.02,357.35,358.78,358.23,358.13,356.5,356.17,356.24,355.62,355.43,357.57,357.93,358.3,359.04,358.94,360.35,361.59,360.88,361.22,360.09,358.15,359.17,358.78,359.41,360.32,360.4,359.61,358.39,357.7
530,C,False,275.67,274.44,247.91,250.55,247.49,247.95,265.17,250.8,248.64,276.48,252.43,244.38,272.48,249.95,252.87,269.32,287.39,286.06,292.46,293.0,249.87,251.43,255.2,257.52,310.4,270.91,271.88,269.16,255.7,293.44,300.52,292.54,322.42,300.27,291.22,266.0,296.59,267.56,285.38,263.65,261.49,264.93,269.21,271.41,270.45,271.43,270.93,261.88,270.39,268.44,266.68,271.14,273.47,274.12,274.28,277.18,277.73,277.86,1032.3,278.54,278.94,277.0,280.2,279.74,275.2,278.41,280.0,283.45,279.71,281.35,282.59,282.16,282.27,282.76,285.58,287.79,290.57,293.87,294.5,294.99
531,C,False,191.56,193.0,193.57,193.59,193.59,193.59,194.58,195.0,195.0,195.0,195.0,195.0,195.64,195.65,196.26,196.63,196.64,196.63,198.21,198.22,198.22,198.19,198.23,198.22,198.22,198.23,200.22,199.62,199.61,199.64,199.66,200.64,200.64,200.03,201.58,201.59,201.03,201.63,201.61,203.2,203.06,203.06,203.66,204.39,204.75,204.75,206.11,206.01,206.35,205.96,206.31,206.35,207.35,206.94,206.99,208.16,208.14,209.2,209.5,209.86,210.02,209.99,210.98,210.87,211.46,211.8,211.61,211.92,212.8,212.81,213.0,212.95,212.88,213.31,213.44,213.34,213.55,213.63,214.32,215.08
532,C,False,360.03,367.51,367.52,367.45,362.7,368.17,351.63,350.3,345.11,360.63,323.55,316.38,320.7,321.91,316.31,358.82,321.93,319.52,321.36,343.98,336.22,347.85,348.47,341.86,355.91,350.0,367.25,378.68,365.56,380.4,366.24,378.39,340.92,344.61,341.57,343.14,351.22,335.65,367.08,379.21,350.11,345.55,337.23,356.08,352.41,340.87,349.9,364.59,364.61,354.55,372.33,334.69,346.32,346.21,354.76,354.31,362.02,354.79,349.67,389.0,389.29,389.08,383.16,380.24,375.53,390.32,389.99,389.74,386.51,387.98,389.59,388.97,391.06,380.74,393.21,380.51,381.95,393.28,381.91,372.9
