,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15,slf_16,slf_17,slf_18,slf_19,slf_20,slf_21,slf_22,slf_23,slf_24,slf_25,slf_26,slf_27,slf_28,slf_29,slf_30,slf_31,slf_32,slf_33,slf_34,slf_35
779,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,B,False,53.768,0.0,57.647,62.086,63.223,63.344,62.636,56.549,62.517,64.711,56.428,58.157,57.497,61.289,64.956,2.3395,2.2331,0.0,0.0,64.095,65.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,B,False,26.986,28.261,28.708,29.583,29.076,30.62,29.735,29.58,31.458,31.328,31.862,33.701,35.772,34.146,32.455,30.472,27.254,26.354,26.173,26.836,27.35,27.657,30.338,30.594,26.672,25.368,25.825,25.714,27.329,28.035,31.711,29.449,28.159,32.003,28.381
782,B,True,0.0,19.944,19.29,19.766,20.072,20.129,19.364,18.451,19.414,20.068,17.909,18.034,18.986,18.881,18.902,21.8,20.68,20.051,21.524,19.867,19.989,19.18,19.086,20.618,19.593,21.186,19.616,19.488,21.064,21.39,22.961,25.702,24.131,23.703,22.155
783,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,B,True,37.78,36.329,35.526,35.939,36.385,36.107,34.805,34.558,33.875,33.999,33.004,31.129,30.878,29.863,29.405,28.601,28.121,28.063,27.135,26.93,26.904,26.515,26.473,25.933,26.051,26.019,25.867,25.763,25.815,25.733,25.557,26.016,25.912,25.676,25.877
785,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,B,False,30.535,31.398,31.608,31.592,31.087,31.313,31.264,30.894,30.854,30.785,30.94,31.388,31.564,31.625,30.49,29.669,30.37,30.683,30.796,31.033,30.667,30.338,30.095,30.517,31.02,30.744,31.481,31.68,32.2,31.366,31.651,31.837,32.97,35.209,34.531
787,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,B,False,2.7383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5604,2.6277,0.0,91.219,89.444,92.501,87.275,85.568,2.5384,93.584,96.309,93.129,86.159,76.374,90.044,88.192,77.45,82.014,82.465
789,B,False,126.58,150.25,109.98,151.59,139.83,138.68,166.11,121.59,139.43,154.14,146.78,144.64,146.21,173.53,153.17,143.16,160.17,182.53,155.8,151.54,154.52,0.0,163.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,B,False,13.169,13.116,12.97,12.901,12.667,12.563,12.491,12.455,12.822,13.165,12.91,13.051,12.841,13.084,13.057,13.343,13.6,13.66,13.638,13.878,13.892,13.869,14.288,14.529,14.612,14.655,14.583,14.779,14.461,14.441,14.638,14.489,14.737,14.962,14.969
791,B,False,10.713,10.508,11.159,11.01,11.353,11.467,11.206,11.467,11.605,11.328,11.165,11.252,10.779,11.08,10.777,10.646,10.735,10.462,10.879,11.003,11.177,11.078,11.362,11.774,11.469,11.332,11.637,11.578,11.401,11.464,11.446,11.387,11.395,12.316,12.387
792,B,False,14.931,12.969,12.921,13.227,12.711,12.884,12.413,12.101,11.864,11.832,11.793,11.506,11.304,11.37,11.736,11.759,12.151,11.716,11.825,12.094,11.825,11.651,11.549,11.427,11.322,11.572,11.832,11.708,11.889,11.708,11.89,12.199,11.906,11.934,12.323
793,B,True,0.0,0.0,0.0,0.0,0.0,0.0,93.192,20.305,0.0,0.0,13.628,0.0,0.0,61.775,40.066,33.507,33.957,31.557,31.149,30.181,29.615,30.419,31.169,30.193,30.356,31.137,32.089,32.252,31.185,31.506,32.6,31.682,32.404,29.48,30.126
794,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,B,True,0.0,55.281,50.921,49.173,56.619,55.729,58.135,60.398,63.943,66.789,71.656,75.128,67.816,74.602,72.088,0.0,0.0,0.0,73.428,75.487,77.396,83.593,79.997,89.393,0.0,0.0,35.025,30.911,30.678,25.84,54.014,23.529,23.888,22.345,23.233
797,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,B,False,21.84,0.0,0.0,22.654,23.113,0.0,0.0,23.352,23.072,23.333,23.333,23.87,23.753,24.013,23.923,22.075,21.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8508,14.012,21.258,21.303,22.055,22.177,22.202,22.572,22.711,22.435,21.897
799,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,B,False,0.0,35.372,34.955,34.362,30.305,31.476,32.087,32.407,33.34,33.322,32.946,31.789,32.087,32.67,33.23,32.685,34.707,32.982,33.527,36.366,38.374,43.343,41.242,4.3911,4.3857,3.7981,40.436,3.4986,0.0,0.0,0.0,36.398,0.0,0.0,0.0
801,B,False,20.994,20.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5895,0.0,0.0,22.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,B,False,14.12,14.897,15.35,15.652,14.754,14.304,15.122,14.956,15.691,15.932,16.007,15.788,15.992,16.921,17.525,17.601,15.683,14.931,14.725,15.862,16.185,14.919,15.8,15.42,15.19,15.431,15.811,15.329,16.007,16.597,17.46,17.566,17.238,17.731,18.329
804,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,B,False,6.5873,6.9406,7.2114,7.4261,6.3599,7.3137,7.2783,6.9636,7.6023,7.978,8.5307,9.215,8.5185,9.3166,9.3848,9.5683,10.002,9.7399,9.4182,10.369,9.699,9.25,11.385,11.383,9.7451,11.778,11.677,9.3024,10.65,10.546,9.1013,8.997,9.7889,9.5507,9.6718
806,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1185,2.0948,2.0988,2.005,2.0177,0.0,2.0167,1.8935,0.0,1.9848,1.8911,1.8567,1.9369,1.903,1.9428,1.8822,1.8733,0.0,2.0364,1.9828,0.0,0.0,0.0,0.0
807,B,False,8.5673,8.4118,8.3342,8.351,8.478,8.3623,8.419,8.4668,8.4985,8.6473,8.7598,8.8781,9.0687,9.0611,9.3225,9.3553,9.4113,9.257,9.4991,9.5331,9.5365,9.7308,9.6287,9.6626,9.6402,9.6486,9.8721,9.6929,9.7863,9.7712,9.9223,0.0,6.6796,6.6848,0.0
808,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,11.582,11.248,11.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,B,False,25.84,54.014,23.529,23.888,22.345,23.233,22.256,23.529,24.641,23.529,22.817,23.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,B,True,21.197,21.393,21.211,21.108,21.575,21.061,20.91,20.829,20.725,20.488,20.158,20.727,21.197,21.198,20.694,21.719,21.625,22.106,20.708,20.15,19.672,19.717,19.805,19.763,18.688,19.056,18.794,18.828,18.171,18.037,18.418,18.692,18.764,18.576,18.385
813,B,False,27.378,29.269,29.817,29.749,29.887,30.952,29.245,27.717,26.449,27.33,26.966,27.362,25.481,24.491,23.919,23.019,22.512,23.121,22.466,20.916,21.521,21.447,21.869,22.185,21.212,20.701,21.136,21.729,21.689,22.238,23.049,22.931,23.659,23.007,22.771
814,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,B,False,22.663,22.809,22.762,22.319,22.546,22.963,22.802,22.991,22.798,23.097,23.088,22.793,22.619,22.946,22.924,22.967,23.082,23.07,23.493,23.829,24.004,24.282,24.524,24.32,24.16,23.932,24.025,23.969,24.261,24.499,25.632,24.813,25.356,25.602,26.438
819,B,False,25.595,10.821,5.2608,0.0,10.592,0.0,0.0,0.0,10.522,25.115,0.0,11.376,20.298,0.0,0.0,5.2608,0.0,31.852,85.897,0.0,0.0,26.304,0.0,8.456,3.7853,9.3064,21.043,0.0,0.0,34.249,5.6493,0.0,3.7199,52.807,0.0
820,B,False,0.0,0.0,1.5335,2.0057,2.1931,2.1598,2.2306,2.1184,2.0059,2.0174,2.029,2.0406,2.0653,0.0,2.1397,0.0,2.0211,2.0638,2.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846,1.7966,2.009,1.9938,1.9225,2.223,0.0,0.0,0.0
821,B,True,35.221,38.254,31.373,32.416,36.752,32.831,35.468,31.115,30.589,36.071,38.962,36.571,33.15,41.372,3.6395,35.547,3.678,35.485,3.3994,3.4802,35.717,7.6653,3.4999,3.5219,3.4698,3.3763,3.55,7.5097,3.5178,7.2891,6.8893,3.4933,42.821,6.2053,11.524
822,B,True,7.8608,6.4636,4.5927,2.2379,4.6217,2.2642,4.6579,4.5896,4.8055,2.1781,2.2855,2.3049,5.5096,6.0122,7.2869,5.2495,4.99,5.0772,5.4272,4.8096,2.4199,2.3916,2.3778,2.4198,2.3057,2.2667,2.3389,2.3629,2.3916,2.1662,2.3302,2.3946,2.526,2.4759,2.4479
823,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6524,3.0293,3.4828,2.8158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,17.468
824,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,B,False,41.901,44.304,43.822,48.746,48.064,43.066,8.0324,9.0075,9.4519,9.8602,13.231,13.114,12.561,11.196,11.14,11.131,11.953,8.6139,8.9838,3.304,6.9285,6.9052,3.2492,3.2629,3.2657,3.1367,3.2492,3.2148,3.2419,3.1044,3.2309,3.2475,3.2121,3.2229,3.2146
826,B,False,14.152,13.967,14.229,14.434,14.804,14.237,14.179,13.826,13.753,13.983,14.379,13.522,13.981,14.353,13.905,13.878,14.034,13.367,13.287,14.976,13.656,13.829,13.388,14.718,15.523,17.59,18.197,18.959,19.241,20.378,20.026,20.727,23.116,22.621,22.82
827,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,B,False,40.414,39.029,40.433,41.172,41.714,43.265,39.409,39.956,40.723,40.074,38.599,39.272,39.454,39.022,37.45,38.159,37.072,36.101,36.585,35.454,36.225,35.553,36.297,35.888,36.276,37.138,36.99,36.313,36.257,35.906,36.667,36.382,36.242,35.309,35.09
829,B,False,24.747,24.465,24.138,24.098,25.198,25.734,25.495,25.021,25.594,24.118,25.128,24.697,23.944,26.125,24.999,26.332,27.828,26.427,29.725,28.988,31.213,30.629,27.617,26.496,26.966,6.1926,5.9029,6.5554,6.2792,29.465,39.465,35.343,6.6226,3.2246,6.9831
830,B,True,7.5097,3.5178,7.2891,6.8893,3.4933,42.821,6.2053,11.524,11.964,3.4565,9.1293,3.462,3.3442,45.151,7.1432,6.8071,45.208,3.352,5.0376,11.484,10.448,7.6809,3.2472,12.516,13.764,10.919,6.8735,8.8574,49.156,12.781,5.4176,15.0,5.5301,3.2182,3.2772
831,B,False,18.047,18.118,18.234,18.144,18.421,18.558,18.317,18.371,0.0,0.0,18.249,18.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6548,8.61,8.6162,8.5886,8.717,8.781,8.8732,8.7396,8.7788,8.7396,8.728,8.7024
832,B,True,0.0,180.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,B,False,26.127,26.464,25.859,26.225,27.017,27.38,29.015,26.76,27.519,28.242,33.052,28.953,28.472,29.034,28.85,29.492,30.581,36.999,33.958,34.034,34.036,33.47,34.373,34.865,36.478,35.503,35.02,34.603,36.133,35.013,32.303,32.291,32.657,34.267,39.045
834,B,True,10.857,14.958,14.281,14.658,12.733,13.167,11.173,13.655,15.757,11.895,16.587,8.3567,15.781,15.965,15.829,15.979,15.871,15.519,16.398,16.651,18.432,17.823,18.742,20.566,20.07,19.206,19.303,20.106,20.325,20.503,21.385,21.353,20.104,21.836,22.43
835,B,False,15.474,15.901,15.032,13.645,13.952,14.515,14.915,16.993,15.586,15.25,15.443,14.87,14.657,14.393,13.638,13.296,13.04,12.764,10.857,14.958,14.281,14.658,12.733,13.167,11.173,13.655,15.757,11.895,16.587,8.3567,15.781,15.965,15.829,15.979,15.871
836,B,False,34.542,34.125,34.44,35.41,35.066,36.274,36.56,37.676,36.607,38.31,38.543,37.802,37.465,35.306,35.387,35.96,35.523,36.527,36.687,37.575,38.439,38.34,39.187,39.163,38.107,38.121,36.935,35.656,34.745,32.006,33.355,34.384,34.401,34.709,33.72
837,B,False,0.0,0.0,13.264,13.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,B,True,0.0,0.0,0.0,8.5027,8.5836,0.0,0.0,8.5068,8.7138,8.6022,8.9118,8.7974,8.7053,13.467,11.953,11.719,12.077,11.591,11.769,10.518,10.997,11.526,11.697,11.949,11.53,10.568,10.599,8.0886,11.654,10.033,7.5532,11.42,11.931,11.315,9.8059
839,B,True,1.0137,0.90714,0.0,0.0,0.0,1.2261,0.0,0.0,0.0,1.599,7.3127,7.3769,1.5426,1.5514,1.5722,1.5784,0.0,0.0,0.0,0.0,0.0,2.3665,2.324,1.5878,1.5969,1.4265,1.3241,1.4128,0.0,2.1689,1.7377,1.271,3.9991,4.4143,1.7736
840,B,False,1.8409,0.0,0.0,2.0674,1.8268,1.8507,2.088,2.3685,2.4669,2.5519,2.5785,2.488,0.0,0.0,0.0,0.0,0.0,0.0,251.92,254.96,228.04,179.71,213.23,173.91,135.01,112.81,102.47,81.823,78.1,80.342,111.96,94.553,116.47,107.92,140.01
841,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,B,False,23.252,23.231,23.303,23.208,23.014,23.291,23.429,23.272,23.023,22.825,22.84,23.129,22.991,23.07,23.24,23.162,22.973,22.72,22.771,22.962,22.953,22.933,22.698,23.193,22.67,22.725,22.917,23.149,23.295,23.024,22.921,23.032,23.096,22.82,22.884
843,B,False,18.767,18.728,18.568,18.717,18.691,18.948,18.911,18.987,18.971,18.74,18.843,18.775,18.873,19.007,19.055,18.884,18.745,18.85,18.865,18.738,18.805,18.88,18.679,18.648,18.87,18.722,18.807,18.604,18.607,18.9,18.738,18.558,18.604,18.784,18.68
844,B,True,16.443,15.827,15.727,15.529,15.704,15.753,16.275,16.0,15.78,15.829,16.27,16.205,15.848,16.37,16.035,16.092,16.338,16.134,16.18,15.86,16.075,16.26,16.172,16.471,16.571,16.914,17.157,17.017,17.167,17.242,17.202,17.168,17.024,17.252,17.001
845,B,False,12.097,13.98,14.334,13.92,15.458,18.176,20.692,18.605,19.456,20.268,19.454,18.988,20.446,20.437,21.975,19.791,23.284,21.348,23.187,21.906,21.726,24.33,25.076,24.91,23.262,23.341,23.03,22.046,20.632,19.782,19.808,19.919,20.269,20.432,22.023
846,B,True,2.4509,2.9707,1.6676,1.8007,1.1105,2.1369,1.4638,1.8012,0.87852,1.3393,2.48,3.1526,2.1707,2.5346,3.301,2.7184,1.2966,4.4229,3.794,4.3387,4.1638,4.2103,4.2496,4.4803,4.2382,4.8163,3.3144,7.1084,8.0478,7.7585,10.76,12.377,12.197,11.426,11.863
847,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,B,True,2.7713,2.6932,3.0194,2.9004,2.7891,2.9507,2.9409,2.7421,2.7639,3.068,3.0116,2.9009,3.0877,3.0485,3.112,3.1623,3.0037,2.9807,2.9409,3.0932,3.0354,3.0763,2.996,3.2483,3.0434,3.2424,3.0123,3.0892,3.2159,3.3572,3.2975,3.2975,3.5991,3.3572,3.4063
849,B,True,133.36,140.98,131.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.57,190.97,200.75,200.4,197.94,214.61,217.74,198.39,208.84,225.08,221.64,215.33,212.32,0.0,0.0,0.0,233.12,225.2,218.48
850,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,B,True,0.0,0.0,0.0,2.2053,2.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4892,2.5127,2.4708,0.0,2.4708,0.0,2.5377,2.4529,2.4096,2.4138,2.4266,2.318,2.3929,2.3766,2.2516,0.0,0.0,0.0,0.0,2.3929,0.0,0.0
852,B,True,17.683,17.753,17.359,17.306,17.425,17.449,17.81,17.756,17.558,17.096,16.703,16.974,17.02,17.167,17.152,17.155,17.173,17.032,16.84,16.944,17.446,17.464,17.201,17.446,17.305,17.206,17.102,17.13,16.633,16.124,16.51,16.529,16.678,16.528,16.271
853,B,True,0.0,85.562,70.641,96.891,108.63,61.305,124.87,76.519,98.347,67.043,68.974,93.897,0.0,154.19,0.0,0.0,0.0,0.0,0.0,90.746,167.72,111.66,7.3768,0.0,6.4992,109.88,91.87,27.51,87.481,66.184,11.948,6.4825,2.5708,34.573,17.583
854,B,False,0.0,0.0,0.0,45.223,40.307,0.0,35.372,34.955,34.362,30.305,31.476,32.087,32.407,33.34,33.322,32.946,31.789,32.087,32.67,33.23,32.685,34.707,32.982,33.527,36.366,38.374,43.343,41.242,4.3911,4.3857,3.7981,40.436,3.4986,0.0,0.0
855,B,False,4.291,3.5634,3.5844,3.362,3.7897,3.4834,3.1341,2.996,3.041,2.6848,3.4261,2.8528,2.7707,2.735,2.6674,2.7176,0.0,2.9426,0.0,0.0,0.0,0.0,0.0,2.2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9182,0.0,0.0,5.1409,5.2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,B,False,54.736,55.576,55.374,55.605,55.786,56.163,56.603,56.151,0.0,0.0,0.0,0.0,55.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.705,30.526,2.2844,54.492,19.048,53.992
858,B,False,16.675,16.578,16.785,17.604,17.789,17.246,17.414,18.322,18.238,17.682,18.434,19.16,20.028,20.209,19.303,19.368,19.933,20.233,20.937,21.23,20.48,20.191,21.028,20.839,21.528,20.834,20.673,21.094,20.775,20.566,20.752,21.904,22.521,23.0,23.005
859,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.02,16.014,15.381,12.494,11.519,10.725,12.335,13.324,14.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,B,True,6.9238,5.9975,5.7397,5.7191,7.0676,6.9685,6.9388,7.0329,6.8974,7.0245,7.0925,7.0701,6.9385,6.946,7.3016,6.2947,5.8698,6.424,7.3725,6.4781,6.4308,0.0,8.0541,8.1087,1.9133,6.3796,4.1774,6.3353,6.9393,6.4923,6.5479,6.5494,1.8281,1.7871,0.0
862,B,False,24.017,24.287,22.534,21.705,21.346,20.572,20.342,20.436,20.543,20.716,19.517,19.044,19.227,19.186,19.5,19.67,19.777,19.489,19.669,19.734,19.657,20.199,20.103,19.51,18.548,18.819,19.208,18.826,19.116,19.24,19.891,19.904,20.102,19.815,19.904
863,B,False,3.144,3.1904,3.2115,3.2638,3.2131,3.2095,3.3069,4.1465,3.2898,3.8525,22.604,3.8295,3.4105,4.7071,20.688,4.7475,19.967,5.1537,3.6034,4.3482,4.9087,6.1241,18.585,4.7676,19.315,16.11,16.211,13.985,11.708,9.3894,8.0527,7.1655,6.6134,5.7115,5.2014
864,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.676,25.758,25.265,25.001,18.786,17.69,19.655,24.938,25.014,25.586,18.484,18.231,20.305,21.38,21.733,18.996,33.392,22.731,17.619
865,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2029,4.4747,5.8913,0.0,4.7371,4.9977,4.8924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,B,True,1.8942,1.9698,2.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.891,0.0,1.9265,1.8937,1.8973,1.7633,1.6474,1.8352,1.0253,0.0,2.1708,2.1909,2.1244,1.8233,0.0,0.0,1.3157,0.0,1.4322,1.4299,0.0
868,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.444,38.863,38.924,37.78,36.329,35.526,35.939,36.385,36.107,34.805,34.558
869,B,False,4.6041,4.6057,4.5254,4.4873,4.5845,4.5461,4.5267,4.5631,4.5145,4.4315,4.4619,4.5333,4.6433,4.6189,4.4431,4.4231,4.4171,4.3941,4.4061,4.3427,4.3651,4.4215,4.3834,4.4738,4.367,4.462,4.3115,4.1741,4.2412,4.2467,4.2094,4.1914,4.2363,4.2357,4.25
