,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20
82,M,False,46421000000000.0,46221000000000.0,46755000000000.0,46416000000000.0,46082000000000.0,46686000000000.0,46030000000000.0,46206000000000.0,45776000000000.0,45672000000000.0,45594000000000.0,46641000000000.0,46360000000000.0,47579000000000.0,47611000000000.0,49238000000000.0,50048000000000.0,50547000000000.0,51228000000000.0,52067000000000.0
83,M,True,49112000000000.0,50317000000000.0,51005000000000.0,50579000000000.0,49497000000000.0,49623000000000.0,49768000000000.0,50119000000000.0,49434000000000.0,48663000000000.0,48875000000000.0,48218000000000.0,47891000000000.0,47893000000000.0,47540000000000.0,47064000000000.0,46360000000000.0,46525000000000.0,48221000000000.0,46382000000000.0
84,M,False,47150000000000.0,46771000000000.0,46495000000000.0,46550000000000.0,45913000000000.0,45198000000000.0,44539000000000.0,44393000000000.0,44440000000000.0,43950000000000.0,42809000000000.0,42102000000000.0,42288000000000.0,41978000000000.0,42346000000000.0,41469000000000.0,41642000000000.0,42092000000000.0,41774000000000.0,41537000000000.0
85,M,True,22085000000000.0,21978000000000.0,22354000000000.0,22863000000000.0,23021000000000.0,22489000000000.0,22727000000000.0,22792000000000.0,22892000000000.0,22725000000000.0,22863000000000.0,22589000000000.0,22251000000000.0,22295000000000.0,22325000000000.0,22407000000000.0,22314000000000.0,21896000000000.0,21329000000000.0,21636000000000.0
86,M,False,20255000000000.0,19881000000000.0,19347000000000.0,18989000000000.0,18808000000000.0,18490000000000.0,18377000000000.0,18505000000000.0,19373000000000.0,18973000000000.0,19329000000000.0,19123000000000.0,19295000000000.0,19739000000000.0,20424000000000.0,20338000000000.0,20704000000000.0,20224000000000.0,20296000000000.0,20139000000000.0
87,M,False,20704000000000.0,20224000000000.0,20296000000000.0,20139000000000.0,19758000000000.0,19099000000000.0,18274000000000.0,18037000000000.0,17775000000000.0,17899000000000.0,17815000000000.0,17844000000000.0,17603000000000.0,17888000000000.0,17453000000000.0,17089000000000.0,17590000000000.0,17541000000000.0,17467000000000.0,18132000000000.0
88,M,True,39504000000000.0,40001000000000.0,39394000000000.0,39333000000000.0,40126000000000.0,39378000000000.0,39156000000000.0,39089000000000.0,38847000000000.0,38634000000000.0,38844000000000.0,38115000000000.0,38246000000000.0,38552000000000.0,39610000000000.0,39960000000000.0,41351000000000.0,42116000000000.0,44362000000000.0,44125000000000.0
89,M,True,30364000000000.0,29321000000000.0,29525000000000.0,29360000000000.0,29286000000000.0,28048000000000.0,27746000000000.0,27657000000000.0,27749000000000.0,27608000000000.0,27881000000000.0,27854000000000.0,27556000000000.0,27604000000000.0,28222000000000.0,28864000000000.0,30009000000000.0,32091000000000.0,33697000000000.0,50455000000000.0
90,M,False,32323000000000.0,32612000000000.0,33558000000000.0,34207000000000.0,35135000000000.0,34699000000000.0,33689000000000.0,32513000000000.0,30778000000000.0,29872000000000.0,28866000000000.0,29225000000000.0,28862000000000.0,29134000000000.0,29197000000000.0,28885000000000.0,29086000000000.0,30008000000000.0,29807000000000.0,30317000000000.0
91,M,True,34651000000000.0,34849000000000.0,34375000000000.0,34110000000000.0,34221000000000.0,35208000000000.0,35031000000000.0,35658000000000.0,35745000000000.0,35717000000000.0,36160000000000.0,36152000000000.0,35678000000000.0,35687000000000.0,35164000000000.0,34802000000000.0,33401000000000.0,32763000000000.0,33281000000000.0,33166000000000.0
92,M,False,42423000000000.0,40929000000000.0,40121000000000.0,39958000000000.0,39994000000000.0,38980000000000.0,38479000000000.0,38189000000000.0,37765000000000.0,37689000000000.0,38521000000000.0,38221000000000.0,38613000000000.0,38863000000000.0,38008000000000.0,37951000000000.0,38543000000000.0,38841000000000.0,38833000000000.0,38183000000000.0
93,M,False,36443000000000.0,36347000000000.0,36592000000000.0,36841000000000.0,37169000000000.0,37722000000000.0,38102000000000.0,37863000000000.0,37946000000000.0,38801000000000.0,38480000000000.0,39336000000000.0,37630000000000.0,38172000000000.0,38100000000000.0,38571000000000.0,38875000000000.0,38456000000000.0,39617000000000.0,39315000000000.0
94,M,True,76025000000000.0,76451000000000.0,76347000000000.0,75878000000000.0,74589000000000.0,74612000000000.0,72698000000000.0,73664000000000.0,73834000000000.0,72854000000000.0,71730000000000.0,70888000000000.0,70947000000000.0,69929000000000.0,69838000000000.0,69368000000000.0,69339000000000.0,68920000000000.0,69609000000000.0,69306000000000.0
95,M,True,67899000000000.0,68241000000000.0,67677000000000.0,67968000000000.0,68772000000000.0,68503000000000.0,67862000000000.0,67250000000000.0,67493000000000.0,66676000000000.0,66069000000000.0,66585000000000.0,66398000000000.0,67007000000000.0,66441000000000.0,67266000000000.0,67053000000000.0,67577000000000.0,69768000000000.0,69093000000000.0
96,M,True,65380000000000.0,65827000000000.0,65423000000000.0,67719000000000.0,64951000000000.0,67207000000000.0,65071000000000.0,66944000000000.0,65778000000000.0,66599000000000.0,63972000000000.0,66312000000000.0,67000000000000.0,67151000000000.0,67738000000000.0,66463000000000.0,66456000000000.0,67018000000000.0,66933000000000.0,67013000000000.0
97,M,False,72653000000000.0,73057000000000.0,72491000000000.0,70340000000000.0,72060000000000.0,72419000000000.0,73287000000000.0,73616000000000.0,72921000000000.0,69950000000000.0,72840000000000.0,72852000000000.0,72189000000000.0,74874000000000.0,75382000000000.0,72155000000000.0,74257000000000.0,72986000000000.0,71272000000000.0,72071000000000.0
98,M,False,60514000000000.0,60867000000000.0,61320000000000.0,62119000000000.0,62156000000000.0,63827000000000.0,66075000000000.0,64219000000000.0,62483000000000.0,61531000000000.0,61714000000000.0,62449000000000.0,61033000000000.0,60131000000000.0,59556000000000.0,59353000000000.0,59269000000000.0,59652000000000.0,60970000000000.0,60502000000000.0
99,M,True,76903000000000.0,79301000000000.0,77563000000000.0,79088000000000.0,81174000000000.0,78296000000000.0,79539000000000.0,81676000000000.0,77017000000000.0,76156000000000.0,75478000000000.0,75428000000000.0,77065000000000.0,75017000000000.0,78184000000000.0,82068000000000.0,78555000000000.0,77716000000000.0,75886000000000.0,81488000000000.0
100,M,False,79088000000000.0,81174000000000.0,78296000000000.0,79539000000000.0,81676000000000.0,77017000000000.0,76156000000000.0,75478000000000.0,75428000000000.0,77065000000000.0,75017000000000.0,78184000000000.0,82068000000000.0,78555000000000.0,77716000000000.0,75886000000000.0,81488000000000.0,79278000000000.0,80107000000000.0,80057000000000.0
101,M,False,76156000000000.0,75478000000000.0,75428000000000.0,77065000000000.0,75017000000000.0,78184000000000.0,82068000000000.0,78555000000000.0,77716000000000.0,75886000000000.0,81488000000000.0,79278000000000.0,80107000000000.0,80057000000000.0,80520000000000.0,80095000000000.0,80389000000000.0,80351000000000.0,85420000000000.0,81580000000000.0
102,M,False,82068000000000.0,78555000000000.0,77716000000000.0,75886000000000.0,81488000000000.0,79278000000000.0,80107000000000.0,80057000000000.0,80520000000000.0,80095000000000.0,80389000000000.0,80351000000000.0,85420000000000.0,81580000000000.0,82602000000000.0,84142000000000.0,82780000000000.0,83399000000000.0,83122000000000.0,81610000000000.0
103,M,True,80157000000000.0,79637000000000.0,77691000000000.0,77737000000000.0,78131000000000.0,78599000000000.0,78926000000000.0,78519000000000.0,80503000000000.0,82483000000000.0,84166000000000.0,85177000000000.0,85787000000000.0,85279000000000.0,84326000000000.0,84709000000000.0,84681000000000.0,83011000000000.0,82068000000000.0,81920000000000.0
104,M,False,10678000000000.0,9830400000000.0,9885100000000.0,11409000000000.0,11604000000000.0,11559000000000.0,11769000000000.0,12403000000000.0,12604000000000.0,14998000000000.0,14936000000000.0,11527000000000.0,12320000000000.0,11809000000000.0,11978000000000.0,11954000000000.0,12040000000000.0,12176000000000.0,12158000000000.0,12404000000000.0
105,M,False,78090000000000.0,76972000000000.0,77316000000000.0,77460000000000.0,76963000000000.0,76583000000000.0,76940000000000.0,76258000000000.0,76748000000000.0,77233000000000.0,77798000000000.0,79572000000000.0,80980000000000.0,82123000000000.0,81842000000000.0,80457000000000.0,80371000000000.0,80343000000000.0,80352000000000.0,79877000000000.0
106,M,False,64257000000000.0,64238000000000.0,63954000000000.0,63655000000000.0,64296000000000.0,63953000000000.0,64274000000000.0,64452000000000.0,64861000000000.0,65339000000000.0,66046000000000.0,66013000000000.0,66208000000000.0,67023000000000.0,67509000000000.0,67715000000000.0,67447000000000.0,67279000000000.0,66740000000000.0,65914000000000.0
107,M,True,17134000000000.0,16980000000000.0,17499000000000.0,17956000000000.0,18122000000000.0,18737000000000.0,20094000000000.0,20446000000000.0,20721000000000.0,21677000000000.0,21872000000000.0,21306000000000.0,20401000000000.0,19813000000000.0,19459000000000.0,19244000000000.0,19005000000000.0,19122000000000.0,18902000000000.0,18659000000000.0
108,M,True,32379000000000.0,16818000000000.0,16486000000000.0,33004000000000.0,16852000000000.0,15944000000000.0,26896000000000.0,15586000000000.0,15322000000000.0,15228000000000.0,15080000000000.0,15664000000000.0,15171000000000.0,15136000000000.0,15500000000000.0,15776000000000.0,15342000000000.0,15489000000000.0,15499000000000.0,15869000000000.0
109,M,False,19072000000000.0,19255000000000.0,19253000000000.0,19124000000000.0,19314000000000.0,19638000000000.0,19656000000000.0,19492000000000.0,19191000000000.0,19315000000000.0,20009000000000.0,20210000000000.0,20329000000000.0,20321000000000.0,20147000000000.0,20187000000000.0,20142000000000.0,20418000000000.0,20758000000000.0,20855000000000.0
110,M,False,52311000000000.0,51935000000000.0,53387000000000.0,54731000000000.0,57047000000000.0,58328000000000.0,57995000000000.0,57663000000000.0,56674000000000.0,55937000000000.0,55582000000000.0,54989000000000.0,54022000000000.0,53722000000000.0,53159000000000.0,52928000000000.0,52665000000000.0,52933000000000.0,52938000000000.0,53265000000000.0
111,M,False,64662000000000.0,64142000000000.0,63737000000000.0,63892000000000.0,63783000000000.0,64281000000000.0,62952000000000.0,62187000000000.0,62046000000000.0,62050000000000.0,62111000000000.0,62076000000000.0,61854000000000.0,61590000000000.0,62101000000000.0,62222000000000.0,61512000000000.0,64859000000000.0,65544000000000.0,67103000000000.0
112,M,False,46917000000000.0,47543000000000.0,48307000000000.0,48501000000000.0,47430000000000.0,47722000000000.0,47820000000000.0,47019000000000.0,47279000000000.0,46833000000000.0,45907000000000.0,46022000000000.0,45960000000000.0,45866000000000.0,45139000000000.0,44906000000000.0,45133000000000.0,44350000000000.0,43129000000000.0,43226000000000.0
113,M,True,21433000000000.0,22741000000000.0,22494000000000.0,23463000000000.0,23792000000000.0,25984000000000.0,26400000000000.0,27388000000000.0,28290000000000.0,28357000000000.0,29594000000000.0,30069000000000.0,31145000000000.0,31049000000000.0,31547000000000.0,32209000000000.0,32946000000000.0,33898000000000.0,34352000000000.0,33907000000000.0
114,M,True,56850000000000.0,57907000000000.0,58234000000000.0,58625000000000.0,58113000000000.0,60116000000000.0,60172000000000.0,59426000000000.0,61195000000000.0,62573000000000.0,62526000000000.0,63905000000000.0,63544000000000.0,62996000000000.0,63119000000000.0,63862000000000.0,65898000000000.0,64367000000000.0,68603000000000.0,65189000000000.0
115,M,True,83135000000000.0,83071000000000.0,83102000000000.0,82754000000000.0,84481000000000.0,83994000000000.0,85342000000000.0,85888000000000.0,86079000000000.0,85656000000000.0,85732000000000.0,85878000000000.0,86054000000000.0,86844000000000.0,86961000000000.0,87027000000000.0,87495000000000.0,86001000000000.0,87164000000000.0,85194000000000.0
116,M,True,95238000000000.0,92277000000000.0,96025000000000.0,93051000000000.0,92888000000000.0,93166000000000.0,92773000000000.0,95464000000000.0,93965000000000.0,97729000000000.0,98030000000000.0,98219000000000.0,98307000000000.0,94848000000000.0,94898000000000.0,95709000000000.0,95468000000000.0,95728000000000.0,95789000000000.0,96214000000000.0
117,M,True,95552000000000.0,94378000000000.0,94038000000000.0,95607000000000.0,94707000000000.0,94338000000000.0,94314000000000.0,94152000000000.0,94397000000000.0,95963000000000.0,96189000000000.0,96121000000000.0,96953000000000.0,97959000000000.0,98020000000000.0,98458000000000.0,99672000000000.0,100890000000000.0,100290000000000.0,101560000000000.0
118,M,True,96582000000000.0,95774000000000.0,96112000000000.0,96426000000000.0,97261000000000.0,97288000000000.0,96300000000000.0,97712000000000.0,97684000000000.0,97447000000000.0,98025000000000.0,99079000000000.0,98070000000000.0,98322000000000.0,98736000000000.0,99573000000000.0,99301000000000.0,100110000000000.0,100020000000000.0,100780000000000.0
119,M,False,104940000000000.0,107250000000000.0,107040000000000.0,108200000000000.0,108160000000000.0,108540000000000.0,108210000000000.0,108820000000000.0,109580000000000.0,108260000000000.0,108510000000000.0,108110000000000.0,108070000000000.0,108140000000000.0,107280000000000.0,106770000000000.0,107050000000000.0,106480000000000.0,106470000000000.0,106870000000000.0
120,M,False,108190000000000.0,108300000000000.0,107940000000000.0,109470000000000.0,109330000000000.0,109020000000000.0,109020000000000.0,109530000000000.0,109800000000000.0,108700000000000.0,109190000000000.0,107670000000000.0,107130000000000.0,106140000000000.0,105820000000000.0,104960000000000.0,104770000000000.0,103590000000000.0,104130000000000.0,102780000000000.0
121,M,False,107040000000000.0,107110000000000.0,108210000000000.0,108640000000000.0,109020000000000.0,109470000000000.0,110480000000000.0,110610000000000.0,109350000000000.0,107930000000000.0,106320000000000.0,104660000000000.0,103570000000000.0,103180000000000.0,102020000000000.0,101070000000000.0,101270000000000.0,101020000000000.0,100690000000000.0,100890000000000.0
122,M,False,47884000000000.0,47904000000000.0,47943000000000.0,48306000000000.0,48651000000000.0,49125000000000.0,49501000000000.0,50731000000000.0,50249000000000.0,50718000000000.0,51755000000000.0,52319000000000.0,53805000000000.0,54386000000000.0,57552000000000.0,58638000000000.0,58529000000000.0,57357000000000.0,57062000000000.0,55640000000000.0
123,M,True,34933000000000.0,36198000000000.0,35863000000000.0,34807000000000.0,36704000000000.0,38770000000000.0,35888000000000.0,36554000000000.0,36240000000000.0,36211000000000.0,37609000000000.0,35942000000000.0,37294000000000.0,34962000000000.0,35457000000000.0,36829000000000.0,34962000000000.0,34472000000000.0,33472000000000.0,34180000000000.0
124,M,False,24538000000000.0,24051000000000.0,24306000000000.0,24409000000000.0,24970000000000.0,24775000000000.0,24622000000000.0,25673000000000.0,25597000000000.0,25574000000000.0,26116000000000.0,26877000000000.0,27605000000000.0,28282000000000.0,28831000000000.0,30147000000000.0,30383000000000.0,30568000000000.0,30436000000000.0,29820000000000.0
125,M,False,32831000000000.0,37440000000000.0,33819000000000.0,32793000000000.0,33119000000000.0,32787000000000.0,32230000000000.0,32723000000000.0,32549000000000.0,31419000000000.0,31069000000000.0,31007000000000.0,30784000000000.0,32161000000000.0,32583000000000.0,31881000000000.0,30561000000000.0,31312000000000.0,32140000000000.0,31128000000000.0
126,M,True,6255100000000.0,6359300000000.0,6347500000000.0,6840400000000.0,6889600000000.0,7223600000000.0,7445400000000.0,7366300000000.0,7504000000000.0,7642900000000.0,7547200000000.0,7893500000000.0,8285100000000.0,8736400000000.0,8857900000000.0,9115300000000.0,9375800000000.0,9807700000000.0,10499000000000.0,10544000000000.0
127,M,False,22828000000000.0,22557000000000.0,22299000000000.0,22561000000000.0,22367000000000.0,21795000000000.0,22222000000000.0,22025000000000.0,21373000000000.0,21735000000000.0,22468000000000.0,22607000000000.0,22881000000000.0,22834000000000.0,23019000000000.0,22601000000000.0,22978000000000.0,22576000000000.0,22341000000000.0,22627000000000.0
