,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10,TOTPOT_11,TOTPOT_12,TOTPOT_13,TOTPOT_14,TOTPOT_15,TOTPOT_16,TOTPOT_17,TOTPOT_18,TOTPOT_19,TOTPOT_20
1900,N,False,1.2552e+22,1.2156e+22,1.2477e+22,1.2737e+22,1.3415e+22,1.273e+22,1.2579e+22,1.2426e+22,1.2291e+22,1.2405e+22,1.2303e+22,1.224e+22,1.2259e+22,1.2418e+22,1.2447e+22,1.2067e+22,1.2706e+22,1.2703e+22,1.2471e+22,1.163e+22
1901,N,False,5.1098e+23,5.1583e+23,5.174e+23,5.2078e+23,5.2423e+23,5.266e+23,5.2611e+23,5.2852e+23,5.23e+23,5.2445e+23,5.2602e+23,5.2453e+23,5.3225e+23,5.2692e+23,5.3078e+23,5.3101e+23,5.2808e+23,5.3061e+23,5.266e+23,5.2543e+23
1902,N,False,2.6482e+22,2.7389e+22,2.8428e+22,2.8683e+22,2.9246e+22,2.8962e+22,2.9715e+22,2.931e+22,2.9685e+22,2.959e+22,2.9265e+22,2.9083e+22,2.8507e+22,2.815e+22,2.7814e+22,2.7059e+22,2.6468e+22,2.5834e+22,2.5434e+22,2.5125e+22
1903,N,False,7.4638e+22,7.5583e+22,7.5992e+22,7.6384e+22,7.6491e+22,7.6542e+22,7.6351e+22,7.6332e+22,7.6546e+22,7.608e+22,7.6041e+22,7.437e+22,7.4258e+22,7.476e+22,7.4123e+22,7.4154e+22,7.3505e+22,7.5072e+22,7.3302e+22,7.2997e+22
1904,N,False,1.0171e+24,1.0178e+24,1.0263e+24,1.027e+24,1.0304e+24,1.0321e+24,1.0309e+24,1.0335e+24,1.0402e+24,1.0432e+24,1.0441e+24,1.0412e+24,1.0429e+24,1.0393e+24,1.0351e+24,1.033e+24,1.0312e+24,1.0272e+24,1.02e+24,1.0191e+24
1905,N,False,1.3084e+22,1.3549e+22,1.3206e+22,1.3053e+22,1.2865e+22,1.197e+22,1.2532e+22,1.2253e+22,1.2549e+22,1.2246e+22,1.2157e+22,1.1935e+22,1.1589e+22,1.1242e+22,1.1308e+22,1.0818e+22,1.0961e+22,1.1058e+22,1.1675e+22,1.2528e+22
1906,N,False,5.0678e+22,5.0063e+22,5.0259e+22,4.9654e+22,4.8848e+22,4.8445e+22,4.9063e+22,4.9249e+22,4.9374e+22,4.9393e+22,4.9982e+22,5.071e+22,5.0358e+22,4.9579e+22,4.9942e+22,5.004e+22,4.9622e+22,5.0305e+22,5.0823e+22,5.1511e+22
1907,N,False,4.1203e+23,4.1012e+23,4.1005e+23,4.0965e+23,4.1158e+23,4.1e+23,4.1014e+23,4.0867e+23,4.0629e+23,4.0606e+23,4.0583e+23,4.0148e+23,3.9924e+23,3.9536e+23,3.9415e+23,3.8993e+23,3.8405e+23,3.811e+23,3.8018e+23,3.7674e+23
1908,N,False,6.5516e+22,6.6115e+22,6.6021e+22,6.6152e+22,6.6315e+22,6.7308e+22,6.7573e+22,6.6693e+22,6.9472e+22,6.8183e+22,6.7463e+22,6.584e+22,6.6627e+22,6.6687e+22,6.5501e+22,6.4934e+22,6.4271e+22,6.4851e+22,6.4723e+22,6.5154e+22
1909,N,False,5.9466e+21,5.879e+21,5.7032e+21,5.6101e+21,5.2376e+21,5.3365e+21,5.2751e+21,5.1331e+21,5.4844e+21,5.4609e+21,5.359e+21,5.4537e+21,5.5142e+21,5.3046e+21,5.2314e+21,5.2024e+21,4.9253e+21,4.9313e+21,5.1047e+21,5.0403e+21
1910,N,False,6.6175e+21,6.3489e+21,6.1451e+21,6.112e+21,6.2004e+21,6.4102e+21,6.7389e+21,6.9099e+21,6.7705e+21,6.8269e+21,6.8028e+21,6.7928e+21,6.641e+21,6.8051e+21,6.5584e+21,6.3202e+21,6.1853e+21,6.2655e+21,6.1741e+21,6.2852e+21
1911,N,False,3.3611e+22,3.3799e+22,3.4818e+22,3.5169e+22,3.548e+22,3.6752e+22,3.6706e+22,3.8839e+22,3.8786e+22,4.1089e+22,4.0014e+22,4.2431e+22,4.176e+22,4.4254e+22,4.6472e+22,4.4343e+22,4.0994e+22,4.1972e+22,4.3238e+22,4.4758e+22
1912,N,False,2.2113e+22,2.1385e+22,2.1342e+22,2.0956e+22,2.1076e+22,2.0063e+22,2.0636e+22,1.9398e+22,1.9512e+22,1.8907e+22,1.8829e+22,1.9002e+22,1.9173e+22,1.8924e+22,1.8568e+22,1.8429e+22,1.8533e+22,1.9556e+22,1.8477e+22,1.8642e+22
1913,N,False,5.2146e+21,4.9022e+21,4.9757e+21,4.6487e+21,4.4542e+21,4.1909e+21,4.2021e+21,4.2282e+21,4.5526e+21,4.2735e+21,4.3228e+21,4.101e+21,4.1476e+21,4.303e+21,4.0075e+21,3.8762e+21,3.8228e+21,3.8743e+21,3.9449e+21,3.7786e+21
1914,N,False,2.0151e+22,2.0351e+22,2.1062e+22,2.1013e+22,2.0559e+22,2.1051e+22,2.1244e+22,2.2667e+22,2.2715e+22,2.2992e+22,2.267e+22,2.1672e+22,2.1818e+22,2.1187e+22,1.9457e+22,1.9233e+22,1.9074e+22,1.9321e+22,1.945e+22,1.9116e+22
1915,N,False,1.7399e+22,1.7231e+22,1.6828e+22,1.6225e+22,1.5749e+22,1.6144e+22,1.5737e+22,1.6548e+22,1.6211e+22,1.703e+22,1.7041e+22,1.6488e+22,1.656e+22,1.694e+22,1.6394e+22,1.582e+22,1.5687e+22,1.5564e+22,1.5366e+22,1.51e+22
1916,N,False,6.2423e+21,6.0163e+21,5.9786e+21,6.0899e+21,6.0012e+21,6.0304e+21,5.8223e+21,5.6272e+21,5.3682e+21,5.294e+21,5.3442e+21,5.1746e+21,5.8247e+21,5.8891e+21,5.3265e+21,5.4316e+21,5.4994e+21,5.3594e+21,5.1635e+21,5.0135e+21
1917,N,False,1.5886e+23,1.5911e+23,1.584e+23,1.5799e+23,1.5687e+23,1.5641e+23,1.5702e+23,1.5751e+23,1.5811e+23,1.5796e+23,1.5871e+23,1.589e+23,1.596e+23,1.6039e+23,1.5975e+23,1.5984e+23,1.5835e+23,1.574e+23,1.5645e+23,1.564e+23
1918,N,False,1.2319e+22,1.1897e+22,1.1785e+22,1.1502e+22,1.1116e+22,1.0991e+22,1.0858e+22,1.0757e+22,1.0417e+22,1.0234e+22,1.0003e+22,1.0011e+22,9.4935e+21,9.3413e+21,9.1116e+21,8.8977e+21,8.7461e+21,8.7583e+21,8.982e+21,9.1152e+21
1919,N,False,9.5662e+22,9.6711e+22,9.8869e+22,9.7801e+22,9.7071e+22,9.9539e+22,1.0018e+23,1.0118e+23,9.9051e+22,9.8919e+22,1.0184e+23,1.0154e+23,1.0036e+23,1.0026e+23,9.9092e+22,1.0042e+23,1.0055e+23,9.9098e+22,1.0129e+23,1.0207e+23
1920,N,False,4.9518e+20,6.4625e+20,7.562e+20,9.0728e+20,9.1393e+20,8.4623e+20,6.3828e+20,5.9683e+20,6.2252e+20,5.8086e+20,4.5822e+20,6.771e+20,5.9086e+20,7.4631e+20,6.2173e+20,7.9667e+20,7.6235e+20,6.7047e+20,7.1611e+20,6.9581e+20
1921,N,False,3.285e+21,3.4776e+21,3.5995e+21,3.5617e+21,3.3254e+21,3.4239e+21,3.2352e+21,3.1969e+21,3.2312e+21,3.2066e+21,3.0624e+21,2.9762e+21,3.0995e+21,3.3309e+21,3.1576e+21,3.3745e+21,3.3408e+21,3.5522e+21,3.2822e+21,3.3903e+21
1922,N,False,5.9937e+21,6.0878e+21,6.1151e+21,6.3218e+21,6.8003e+21,6.4174e+21,6.3884e+21,6.7791e+21,6.7182e+21,6.4722e+21,6.3442e+21,6.6103e+21,6.6203e+21,6.0448e+21,5.9772e+21,6.107e+21,6.0423e+21,6.0988e+21,6.1413e+21,6.0295e+21
1923,N,False,1.0324e+22,1.0196e+22,1.0091e+22,1.0617e+22,1.0823e+22,1.0842e+22,1.1026e+22,1.1072e+22,1.0282e+22,1.0228e+22,9.9551e+21,9.4773e+21,9.4118e+21,9.2803e+21,8.9012e+21,9.2705e+21,8.7993e+21,8.8006e+21,8.5256e+21,8.4136e+21
1924,N,False,4.9439e+21,5.041e+21,4.7253e+21,4.7927e+21,4.7503e+21,4.894e+21,4.6945e+21,4.6662e+21,4.5469e+21,4.6399e+21,4.4384e+21,4.2679e+21,4.1248e+21,4.1366e+21,4.2802e+21,4.1985e+21,4.3195e+21,4.2996e+21,4.1764e+21,4.2799e+21
1925,N,False,6.7753e+22,6.645e+22,6.7197e+22,6.5869e+22,6.563e+22,6.5119e+22,6.3654e+22,6.3563e+22,6.2588e+22,6.2231e+22,6.0933e+22,6.2212e+22,5.9873e+22,5.8918e+22,5.7998e+22,5.7708e+22,5.7373e+22,5.7179e+22,5.648e+22,5.6793e+22
1926,N,False,1.9813e+21,1.8445e+21,1.7859e+21,1.7686e+21,1.711e+21,1.7845e+21,1.7658e+21,1.7028e+21,1.6039e+21,1.7034e+21,1.6818e+21,1.7441e+21,1.7767e+21,1.8215e+21,1.7779e+21,1.8543e+21,1.7936e+21,1.794e+21,1.8223e+21,1.7948e+21
1927,N,False,2.8368e+23,2.836e+23,2.8481e+23,2.8648e+23,2.8367e+23,2.8055e+23,2.8349e+23,2.8973e+23,2.9272e+23,2.9628e+23,3.0015e+23,3.0361e+23,3.0775e+23,3.1254e+23,3.1381e+23,3.1483e+23,3.1716e+23,3.2125e+23,3.2262e+23,3.2357e+23
1928,N,False,3.666e+23,3.664e+23,3.6614e+23,3.6898e+23,3.691e+23,3.6923e+23,3.6742e+23,3.6683e+23,3.6604e+23,3.6487e+23,3.6619e+23,3.6568e+23,3.6442e+23,3.6601e+23,3.6383e+23,3.6361e+23,3.6383e+23,3.631e+23,3.6554e+23,3.6479e+23
1929,N,False,3.3323e+23,3.373e+23,3.4026e+23,3.4365e+23,3.4363e+23,3.4643e+23,3.4973e+23,3.5215e+23,3.5241e+23,3.5432e+23,3.5501e+23,3.5592e+23,3.558e+23,3.5791e+23,3.6078e+23,3.6585e+23,3.6552e+23,3.668e+23,3.6907e+23,3.7038e+23
1930,N,False,9.2825e+21,9.0393e+21,8.8945e+21,8.6514e+21,8.6637e+21,8.2278e+21,8.5408e+21,7.9894e+21,8.0698e+21,8.035e+21,7.9378e+21,7.7849e+21,7.853e+21,7.7589e+21,7.5683e+21,7.3385e+21,7.3952e+21,7.4069e+21,7.3852e+21,6.8708e+21
1931,N,False,3.4761e+21,3.2339e+21,3.0258e+21,3.0526e+21,2.9527e+21,3.0588e+21,2.9965e+21,3.0234e+21,3.2819e+21,3.1318e+21,3.3228e+21,3.5642e+21,3.5675e+21,3.6259e+21,3.5565e+21,3.6717e+21,3.6339e+21,3.4688e+21,3.5639e+21,3.5707e+21
1932,N,False,4.7449e+21,4.8138e+21,4.7057e+21,4.7164e+21,4.6479e+21,4.3837e+21,4.4299e+21,4.7182e+21,4.4938e+21,4.4657e+21,4.1823e+21,4.2546e+21,4.0308e+21,3.8823e+21,3.7826e+21,3.7413e+21,3.8805e+21,3.8456e+21,3.7056e+21,3.6441e+21
1933,N,False,4.1108e+21,4.048e+21,4.034e+21,4.1242e+21,4.2004e+21,4.0212e+21,4.3157e+21,4.3615e+21,4.5274e+21,4.4169e+21,4.6232e+21,4.3045e+21,4.3827e+21,4.5888e+21,4.4157e+21,4.3091e+21,4.3923e+21,4.1216e+21,4.1411e+21,4.2108e+21
1934,N,False,1.9688e+23,1.9709e+23,1.9664e+23,1.945e+23,1.9497e+23,1.9419e+23,1.9496e+23,1.9465e+23,1.9405e+23,1.9342e+23,1.9329e+23,1.9435e+23,1.9502e+23,1.9402e+23,1.9347e+23,1.9394e+23,1.9374e+23,1.9368e+23,1.9336e+23,1.9273e+23
1935,N,False,5.4438e+22,5.4666e+22,5.4063e+22,5.449e+22,5.5129e+22,5.3412e+22,5.279e+22,5.3009e+22,5.2421e+22,5.155e+22,4.9998e+22,4.9932e+22,4.8391e+22,4.8267e+22,4.7344e+22,4.7892e+22,4.6272e+22,4.5379e+22,4.5158e+22,4.633e+22
1936,N,False,1.177e+22,1.2087e+22,1.2307e+22,1.2076e+22,1.0954e+22,1.08e+22,1.0312e+22,9.7503e+21,9.6879e+21,9.163e+21,8.9078e+21,8.3922e+21,8.3785e+21,8.4447e+21,8.5102e+21,8.1707e+21,8.2771e+21,7.9025e+21,7.8216e+21,7.7778e+21
1937,N,False,1.0177e+23,1.0207e+23,1.0147e+23,1.0138e+23,1.0084e+23,1.0005e+23,1.0077e+23,1.007e+23,1.0021e+23,1.0046e+23,9.9443e+22,1.0014e+23,1.0153e+23,1.0057e+23,9.9188e+22,9.8541e+22,9.9444e+22,1.0044e+23,9.9461e+22,9.9449e+22
1938,N,False,5.8793e+21,5.9811e+21,6.1507e+21,6.0407e+21,6.105e+21,6.3111e+21,6.3983e+21,6.5025e+21,6.2464e+21,6.4254e+21,6.6327e+21,6.5573e+21,6.5351e+21,7.305e+21,6.9926e+21,7.3395e+21,7.3253e+21,7.2318e+21,7.246e+21,7.0327e+21
1939,N,False,2.1044e+22,2.0699e+22,2.0777e+22,2.1086e+22,2.1622e+22,2.1498e+22,2.1295e+22,2.1793e+22,2.1625e+22,2.1343e+22,2.0955e+22,2.1758e+22,2.1262e+22,2.0632e+22,2.0848e+22,2.0836e+22,2.1063e+22,2.0657e+22,2.0645e+22,1.9981e+22
1940,N,False,7.5026e+22,7.4443e+22,7.3587e+22,7.2844e+22,7.2775e+22,7.4028e+22,7.4197e+22,7.3545e+22,7.4365e+22,7.2725e+22,7.1337e+22,7.241e+22,7.2983e+22,7.2656e+22,7.266e+22,7.3133e+22,7.3721e+22,7.2467e+22,7.2233e+22,7.292e+22
1941,N,False,2.8695e+22,2.8154e+22,2.779e+22,2.8149e+22,2.6827e+22,2.6449e+22,2.6793e+22,2.7152e+22,2.7098e+22,2.7304e+22,2.7537e+22,2.6699e+22,2.6257e+22,2.6779e+22,2.7284e+22,2.76e+22,2.7975e+22,2.873e+22,2.9357e+22,2.9924e+22
1942,N,False,2.7136e+22,2.7466e+22,2.7687e+22,2.6876e+22,2.703e+22,2.8463e+22,2.8889e+22,2.8992e+22,2.7615e+22,2.5703e+22,2.7189e+22,2.726e+22,2.7446e+22,2.7053e+22,2.5195e+22,2.5609e+22,2.7009e+22,2.6917e+22,2.536e+22,2.3966e+22
1943,N,False,1.6385e+23,1.6466e+23,1.6354e+23,1.6296e+23,1.6357e+23,1.6346e+23,1.6441e+23,1.6265e+23,1.6234e+23,1.6264e+23,1.6222e+23,1.6251e+23,1.6202e+23,1.6191e+23,1.6297e+23,1.6239e+23,1.6155e+23,1.6184e+23,1.6137e+23,1.616e+23
1944,N,False,4.0322e+21,3.7474e+21,3.7563e+21,3.5842e+21,3.7378e+21,3.6322e+21,3.557e+21,3.4584e+21,3.306e+21,3.3054e+21,3.4013e+21,3.3196e+21,3.3875e+21,3.4917e+21,3.5311e+21,3.4683e+21,3.3098e+21,3.1905e+21,3.3444e+21,3.3808e+21
1945,N,False,5.6889e+21,5.5571e+21,5.5273e+21,5.352e+21,5.1733e+21,5.1609e+21,4.9022e+21,4.7735e+21,4.5504e+21,4.4246e+21,4.3984e+21,4.4826e+21,4.755e+21,5.03e+21,5.005e+21,5.0544e+21,5.0521e+21,5.0019e+21,4.9429e+21,4.9839e+21
1946,N,False,1.2308e+23,1.2249e+23,1.2167e+23,1.2285e+23,1.2043e+23,1.2069e+23,1.2063e+23,1.1889e+23,1.182e+23,1.1647e+23,1.1488e+23,1.1561e+23,1.1472e+23,1.1264e+23,1.1263e+23,1.1234e+23,1.1268e+23,1.1103e+23,1.1062e+23,1.0997e+23
1947,N,False,7.6328e+20,8.3487e+20,8.0719e+20,8.4615e+20,7.8396e+20,7.15e+20,7.6493e+20,6.606e+20,6.3091e+20,6.1658e+20,9.3773e+20,8.5621e+20,9.6598e+20,8.5627e+20,8.6998e+20,1.0559e+21,1.0781e+21,1.0591e+21,1.1948e+21,1.5139e+21
1948,N,False,2.4388e+22,2.5145e+22,2.4878e+22,2.5035e+22,2.416e+22,2.3735e+22,2.4115e+22,2.3476e+22,2.3612e+22,2.3834e+22,2.3673e+22,2.3273e+22,2.2322e+22,2.1849e+22,2.177e+22,2.1717e+22,2.2219e+22,2.1718e+22,2.1422e+22,2.162e+22
1949,N,False,6.2643e+22,6.2765e+22,6.2565e+22,6.3497e+22,6.4346e+22,6.5617e+22,6.645e+22,6.7602e+22,6.7431e+22,6.998e+22,7.0644e+22,7.0337e+22,6.911e+22,6.8561e+22,6.7859e+22,6.7885e+22,6.8664e+22,6.7054e+22,6.7405e+22,6.9329e+22
1950,N,False,4.0172e+22,3.9701e+22,3.989e+22,3.999e+22,4.0481e+22,4.0665e+22,4.0275e+22,3.9336e+22,3.9776e+22,4.0232e+22,3.9617e+22,3.9311e+22,4.0014e+22,3.9668e+22,3.9424e+22,3.9911e+22,4.016e+22,4.0072e+22,4.0638e+22,3.9825e+22
1951,N,False,6.4766e+21,5.935e+21,5.6678e+21,5.8778e+21,6.0443e+21,5.8255e+21,5.3658e+21,5.2729e+21,5.0483e+21,5.1323e+21,5.7056e+21,5.2012e+21,5.1604e+21,5.5328e+21,5.4722e+21,5.5847e+21,5.6476e+21,5.7105e+21,5.7849e+21,5.7047e+21
1952,N,False,3.7232e+21,3.8205e+21,3.8541e+21,3.7325e+21,3.9134e+21,4.1445e+21,4.4266e+21,4.2873e+21,3.9777e+21,3.988e+21,3.6864e+21,3.953e+21,3.805e+21,3.7842e+21,3.8428e+21,3.8156e+21,3.6038e+21,3.5865e+21,3.7831e+21,3.8192e+21
1953,N,False,2.6516e+22,2.7975e+22,2.8775e+22,2.7762e+22,2.7331e+22,2.6828e+22,2.744e+22,2.7468e+22,2.8949e+22,2.9597e+22,2.9712e+22,3.0338e+22,2.8759e+22,2.8191e+22,2.8884e+22,2.8162e+22,2.8337e+22,2.8214e+22,2.7473e+22,2.8774e+22
1954,N,False,4.6694e+20,5.6211e+20,5.4456e+20,0.0,0.0,0.0,0.0,0.0,0.0,4.7032e+20,3.802e+20,3.6986e+20,3.6357e+20,4.0095e+20,2.5974e+20,0.0,2.5436e+20,3.2536e+20,0.0,0.0
1955,N,False,3.6563e+21,3.5006e+21,3.572e+21,3.3217e+21,3.3846e+21,3.4071e+21,3.329e+21,3.302e+21,3.434e+21,3.387e+21,3.4266e+21,3.4667e+21,3.3738e+21,3.403e+21,3.3488e+21,3.3081e+21,2.9631e+21,3.0604e+21,2.9873e+21,2.8294e+21
1956,N,False,1.3288e+22,1.3267e+22,1.2872e+22,1.3169e+22,1.3073e+22,1.3212e+22,1.3442e+22,1.3072e+22,1.3487e+22,1.3761e+22,1.4054e+22,1.3655e+22,1.3044e+22,1.3182e+22,1.2846e+22,1.273e+22,1.2576e+22,1.2232e+22,1.2043e+22,1.1994e+22
1957,N,False,6.8399e+22,6.7535e+22,6.7178e+22,6.781e+22,6.7172e+22,6.6652e+22,6.739e+22,6.7669e+22,6.7684e+22,6.7767e+22,6.6716e+22,6.673e+22,6.5119e+22,6.4887e+22,6.4798e+22,6.4739e+22,6.3708e+22,6.3064e+22,6.3333e+22,6.2981e+22
1958,N,False,2.0129e+23,2.0116e+23,2.0006e+23,1.9809e+23,1.9775e+23,1.9866e+23,1.968e+23,1.9676e+23,1.9507e+23,1.9705e+23,1.983e+23,1.99e+23,1.9917e+23,2.0051e+23,2.0308e+23,2.0464e+23,2.0561e+23,2.0409e+23,2.0588e+23,2.0621e+23
1959,N,False,1.8557e+22,1.8885e+22,1.8445e+22,1.8136e+22,1.8156e+22,1.8092e+22,1.8401e+22,1.8182e+22,1.8516e+22,1.8878e+22,1.9421e+22,1.9073e+22,1.9065e+22,1.9624e+22,2.0746e+22,2.1797e+22,2.168e+22,2.1166e+22,2.1577e+22,2.221e+22
1960,N,False,4.3123e+22,4.3559e+22,4.3447e+22,4.2652e+22,4.2475e+22,4.3173e+22,4.2362e+22,4.2046e+22,4.1687e+22,4.1177e+22,4.2236e+22,4.1745e+22,4.1889e+22,4.1484e+22,4.0781e+22,3.9881e+22,3.9489e+22,3.9543e+22,3.9841e+22,3.9897e+22
1961,N,False,5.7077e+21,5.6781e+21,5.7625e+21,5.8101e+21,5.7791e+21,5.8744e+21,5.7059e+21,6.0896e+21,5.6375e+21,6.0056e+21,6.0947e+21,5.6591e+21,5.5618e+21,5.4301e+21,5.6044e+21,5.3467e+21,5.4157e+21,5.4072e+21,5.544e+21,5.2019e+21
1962,N,False,3.9545e+23,3.9302e+23,3.9154e+23,3.925e+23,3.9431e+23,3.9218e+23,3.9284e+23,3.9374e+23,3.9708e+23,3.964e+23,3.9283e+23,3.9222e+23,3.9171e+23,3.9277e+23,3.958e+23,3.9759e+23,3.9548e+23,3.9807e+23,3.981e+23,3.9849e+23
1963,N,False,2.2304e+22,2.2019e+22,2.2133e+22,2.1405e+22,2.1998e+22,2.3484e+22,2.326e+22,2.3849e+22,2.4939e+22,2.5267e+22,2.5073e+22,2.5275e+22,2.5011e+22,2.5168e+22,2.4951e+22,2.3889e+22,2.4482e+22,2.4797e+22,2.514e+22,2.4724e+22
1964,N,False,2.2304e+22,2.2019e+22,2.2133e+22,2.1405e+22,2.1998e+22,2.3484e+22,2.326e+22,2.3849e+22,2.4939e+22,2.5267e+22,2.5073e+22,2.5275e+22,2.5011e+22,2.5168e+22,2.4951e+22,2.3889e+22,2.4482e+22,2.4797e+22,2.514e+22,2.4724e+22
1965,N,False,3.4216e+23,3.4281e+23,3.4458e+23,3.4619e+23,3.4795e+23,3.4605e+23,3.4616e+23,3.458e+23,3.4541e+23,3.4922e+23,3.4591e+23,3.4728e+23,3.4703e+23,3.4924e+23,3.4657e+23,3.4784e+23,3.4772e+23,3.5055e+23,3.5201e+23,3.5376e+23
1966,N,False,1.2401e+23,1.238e+23,1.2233e+23,1.2135e+23,1.2167e+23,1.2154e+23,1.196e+23,1.1937e+23,1.1944e+23,1.1977e+23,1.205e+23,1.2364e+23,1.2128e+23,1.1838e+23,1.2161e+23,1.2011e+23,1.1957e+23,1.1936e+23,1.1803e+23,1.1733e+23
1967,N,False,2.0544e+21,2.1017e+21,2.189e+21,2.3587e+21,2.3837e+21,2.4521e+21,2.4395e+21,2.4894e+21,2.4679e+21,2.674e+21,2.4284e+21,2.4393e+21,2.5649e+21,2.6381e+21,2.5835e+21,2.4945e+21,2.497e+21,2.7554e+21,2.5988e+21,2.7604e+21
1968,N,False,7.6293e+23,7.6342e+23,7.6568e+23,7.644e+23,7.6497e+23,7.6617e+23,7.6556e+23,7.6607e+23,7.6587e+23,7.6325e+23,7.6375e+23,7.6642e+23,7.6545e+23,7.6962e+23,7.6652e+23,7.6852e+23,7.6724e+23,7.687e+23,7.6712e+23,7.6324e+23
1969,N,False,3.4471e+21,3.5028e+21,3.6909e+21,3.6238e+21,3.6387e+21,3.9015e+21,4.2749e+21,4.2996e+21,4.5263e+21,4.3462e+21,4.5518e+21,4.1833e+21,4.3812e+21,4.4347e+21,4.1476e+21,4.8776e+21,4.7641e+21,4.7255e+21,4.97e+21,5.0463e+21
1970,N,False,3.99e+21,3.8703e+21,3.9293e+21,3.9596e+21,3.9219e+21,4.0103e+21,4.0005e+21,3.7225e+21,3.822e+21,3.7343e+21,3.4873e+21,3.6734e+21,3.7226e+21,3.534e+21,3.5279e+21,3.4501e+21,3.2801e+21,3.3355e+21,3.0939e+21,2.937e+21
1971,N,False,5.6444e+21,5.6183e+21,5.627e+21,5.4817e+21,5.3065e+21,5.4146e+21,5.1774e+21,5.0891e+21,5.1055e+21,5.0631e+21,5.324e+21,5.2933e+21,5.3902e+21,5.0027e+21,4.934e+21,5.0706e+21,5.1765e+21,4.757e+21,4.8819e+21,4.5968e+21
1972,N,False,4.7616e+21,4.7336e+21,4.9408e+21,4.9724e+21,4.6839e+21,4.5977e+21,4.6088e+21,4.6926e+21,4.7175e+21,4.758e+21,4.5661e+21,4.328e+21,4.2188e+21,4.4006e+21,4.2675e+21,4.3045e+21,4.3544e+21,4.3257e+21,4.2406e+21,4.2946e+21
1973,N,False,3.352e+21,3.6243e+21,3.3299e+21,3.4219e+21,3.4916e+21,3.8238e+21,3.7524e+21,3.9694e+21,3.5137e+21,3.3991e+21,3.491e+21,3.2254e+21,3.4616e+21,3.3413e+21,3.3262e+21,3.4683e+21,3.4908e+21,3.6579e+21,3.5786e+21,3.2611e+21
1974,N,False,6.8376e+21,6.7977e+21,6.7138e+21,6.4566e+21,6.2514e+21,6.272e+21,6.2082e+21,6.0901e+21,6.5328e+21,6.1603e+21,6.3416e+21,6.2825e+21,6.4876e+21,6.3167e+21,6.701e+21,6.5209e+21,6.2534e+21,6.4064e+21,6.6024e+21,6.7016e+21
1975,N,False,3.009e+22,3.0849e+22,3.0039e+22,2.9985e+22,2.9403e+22,2.9725e+22,2.9925e+22,3.0096e+22,2.9844e+22,2.9808e+22,2.9597e+22,2.9226e+22,2.9075e+22,2.9747e+22,2.9679e+22,2.9809e+22,3.0175e+22,2.9496e+22,2.9944e+22,3.0224e+22
1976,N,False,3.2563e+22,3.2104e+22,3.2084e+22,3.2395e+22,6.2351e+22,3.1965e+22,3.2017e+22,3.1688e+22,3.1659e+22,3.1927e+22,3.1713e+22,3.1765e+22,3.2598e+22,3.2255e+22,3.2033e+22,3.2442e+22,3.2228e+22,3.2321e+22,3.2578e+22,3.2255e+22
1977,N,False,1.3455e+21,1.2479e+21,1.1079e+21,1.0328e+21,1.016e+21,1.0406e+21,1.1643e+21,1.2351e+21,1.2713e+21,1.407e+21,1.2405e+21,1.3685e+21,1.1903e+21,1.4013e+21,1.4384e+21,1.4305e+21,1.4642e+21,1.3599e+21,1.3029e+21,1.2686e+21
1978,N,False,2.6219e+23,2.6559e+23,2.6434e+23,2.6478e+23,2.6568e+23,2.66e+23,2.6459e+23,2.6327e+23,2.643e+23,2.6132e+23,2.6416e+23,2.6335e+23,2.653e+23,2.6682e+23,2.6339e+23,2.6587e+23,2.69e+23,2.6869e+23,2.7004e+23,2.7052e+23
1979,N,False,1.5283e+21,1.5396e+21,1.4827e+21,1.4424e+21,1.4523e+21,1.4849e+21,1.4305e+21,1.5187e+21,1.5187e+21,1.5955e+21,1.4876e+21,1.3809e+21,1.5027e+21,1.4918e+21,1.3822e+21,1.5541e+21,1.381e+21,1.641e+21,1.5971e+21,1.5416e+21
1980,N,False,2.8259e+23,2.87e+23,2.9083e+23,2.9575e+23,2.989e+23,2.9722e+23,2.9555e+23,2.9604e+23,2.9789e+23,2.9755e+23,2.992e+23,3.0358e+23,3.0842e+23,3.0747e+23,3.0686e+23,3.0809e+23,3.0809e+23,3.0987e+23,3.07e+23,3.0798e+23
1981,N,False,7.4252e+21,7.2171e+21,7.2693e+21,7.3769e+21,7.2862e+21,7.3756e+21,7.3694e+21,7.5125e+21,7.3429e+21,7.4526e+21,7.3694e+21,7.2538e+21,7.4382e+21,7.5313e+21,7.3072e+21,7.2894e+21,7.1147e+21,6.729e+21,6.7709e+21,6.697e+21
1982,N,False,5.1261e+22,5.1433e+22,5.1189e+22,5.0745e+22,5.0497e+22,5.1298e+22,5.1114e+22,5.1313e+22,5.1399e+22,5.0182e+22,5.0315e+22,4.9345e+22,4.9306e+22,4.7882e+22,4.7479e+22,4.5968e+22,4.5284e+22,4.4765e+22,4.5784e+22,4.5708e+22
