,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10,TOTPOT_11,TOTPOT_12,TOTPOT_13,TOTPOT_14,TOTPOT_15,TOTPOT_16,TOTPOT_17,TOTPOT_18,TOTPOT_19,TOTPOT_20
1086,B,False,1.2997e+22,1.3611e+22,1.3742e+22,1.3964e+22,1.4588e+22,1.4346e+22,1.4661e+22,1.4779e+22,1.4992e+22,1.5049e+22,1.5426e+22,1.5299e+22,1.624e+22,1.6347e+22,1.6518e+22,1.6784e+22,1.7101e+22,1.7432e+22,1.7761e+22,1.7158e+22
1087,B,False,3.269e+22,3.2147e+22,3.2277e+22,3.2173e+22,3.1622e+22,3.1884e+22,3.1362e+22,3.0808e+22,3.0225e+22,3.0236e+22,3.0193e+22,2.9817e+22,2.966e+22,2.9417e+22,2.8891e+22,2.8873e+22,2.8667e+22,2.8474e+22,2.8527e+22,2.8827e+22
1088,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5378e+18,6.5027e+19,1.4213e+20,2.2988e+18,2.2322e+19,9.237e+18,2.2335e+20,2.663e+19,3.7073e+19,1.53e+20,2.441e+20,1.6395e+20,1.0907e+20
1089,B,False,2.8751e+22,2.8941e+22,2.9504e+22,2.932e+22,2.9807e+22,2.8596e+22,2.9221e+22,2.9723e+22,2.9244e+22,2.9296e+22,2.9251e+22,2.8635e+22,2.8921e+22,2.9325e+22,2.9186e+22,2.8423e+22,2.7577e+22,2.7288e+22,2.7718e+22,2.783e+22
1090,B,False,9.8318e+22,9.9701e+22,9.9186e+22,9.9483e+22,9.7423e+22,9.5487e+22,9.5033e+22,9.779e+22,1.0048e+23,1.0189e+23,1.0403e+23,1.0405e+23,1.0589e+23,1.0626e+23,1.0841e+23,1.1356e+23,1.1837e+23,1.1833e+23,1.2002e+23,1.2351e+23
1091,B,True,8.746e+21,8.7124e+21,8.501e+21,8.4088e+21,8.3126e+21,8.392e+21,8.3807e+21,7.8975e+21,7.9091e+21,7.9781e+21,8.2059e+21,8.1839e+21,7.8542e+21,7.8505e+21,7.8811e+21,7.7184e+21,7.6647e+21,7.7957e+21,7.9202e+21,8.0278e+21
1092,B,False,2.5948e+21,2.5704e+21,2.6484e+21,2.7669e+21,2.8827e+21,2.9597e+21,2.999e+21,2.8841e+21,2.8669e+21,2.8072e+21,3.0311e+21,2.9459e+21,2.9252e+21,2.8839e+21,3.0092e+21,2.9907e+21,2.8097e+21,2.8648e+21,3.1287e+21,3.05e+21
1093,B,False,9.1632e+22,9.1493e+22,9.1165e+22,9.0521e+22,9.0415e+22,9.2349e+22,9.3424e+22,9.3643e+22,9.6831e+22,9.7899e+22,9.6539e+22,9.6776e+22,9.5661e+22,9.5129e+22,9.5159e+22,9.34e+22,9.253e+22,9.2031e+22,9.3352e+22,9.3567e+22
1094,B,False,1.1908e+23,1.1917e+23,1.1893e+23,1.1972e+23,1.2085e+23,1.2118e+23,1.4299e+23,1.218e+23,1.2144e+23,1.2107e+23,1.2219e+23,1.2256e+23,1.2214e+23,1.2489e+23,1.2394e+23,1.2604e+23,1.2468e+23,1.2718e+23,1.2844e+23,1.2778e+23
1095,B,False,3.5375e+21,4.1165e+21,3.8674e+21,3.6535e+21,4.1484e+21,3.6744e+21,3.5011e+21,3.9189e+21,3.9879e+21,3.9436e+21,4.6273e+21,3.6799e+21,4.0638e+21,4.1873e+21,4.136e+21,4.2749e+21,4.3976e+21,4.6225e+21,4.65e+21,4.4886e+21
1096,B,False,9.108e+22,8.7023e+22,9.3282e+22,8.8935e+22,8.8843e+22,9.1029e+22,1.0467e+23,9.0297e+22,9.0554e+22,1.0375e+23,8.1275e+22,8.5991e+22,7.9964e+22,7.445e+22,8.8838e+22,7.0242e+22,6.6329e+22,6.0845e+22,5.3065e+22,6.2232e+22
1097,B,False,2.4268e+22,2.3854e+22,2.348e+22,2.38e+22,2.2996e+22,2.3886e+22,2.3917e+22,2.4372e+22,2.4166e+22,2.4275e+22,2.4424e+22,2.4578e+22,2.4513e+22,2.4629e+22,2.5101e+22,2.4152e+22,2.412e+22,2.419e+22,2.4335e+22,2.4202e+22
1098,B,False,6.0598e+22,6.0863e+22,6.0382e+22,6.0107e+22,6.1207e+22,6.2424e+22,6.2849e+22,6.1222e+22,6.2835e+22,6.4736e+22,6.4675e+22,6.4444e+22,6.4676e+22,6.5284e+22,6.5911e+22,6.4367e+22,6.6209e+22,6.5991e+22,6.4133e+22,6.405e+22
1099,B,True,2.0717e+22,2.0375e+22,1.9764e+22,1.8833e+22,1.8571e+22,1.8142e+22,1.7844e+22,1.8355e+22,1.7968e+22,1.6925e+22,1.6625e+22,1.6291e+22,1.6754e+22,1.6882e+22,1.62e+22,1.6096e+22,1.5994e+22,1.5869e+22,1.6636e+22,1.6491e+22
1100,B,False,1.8331e+23,1.8184e+23,1.8131e+23,1.8136e+23,1.8163e+23,1.8251e+23,1.825e+23,1.8094e+23,1.8183e+23,1.8393e+23,1.8384e+23,1.8381e+23,1.8329e+23,1.834e+23,1.8117e+23,1.804e+23,1.8019e+23,1.7888e+23,1.7984e+23,1.7843e+23
1101,B,False,1.1479e+23,1.1543e+23,1.1663e+23,1.142e+23,1.1415e+23,1.1623e+23,1.1661e+23,1.1497e+23,1.147e+23,1.151e+23,1.1543e+23,1.1661e+23,1.1775e+23,1.179e+23,1.1831e+23,1.1936e+23,1.2071e+23,1.2102e+23,1.221e+23,1.2403e+23
1102,B,False,1.2569e+23,1.3204e+23,1.4136e+23,1.4416e+23,1.4904e+23,1.5444e+23,1.6039e+23,1.6751e+23,1.707e+23,1.7986e+23,1.838e+23,1.9241e+23,1.9871e+23,2.0554e+23,2.1487e+23,2.2153e+23,2.19e+23,2.2781e+23,2.3275e+23,2.3447e+23
1103,B,False,1.0965e+23,1.083e+23,1.0918e+23,1.1046e+23,1.1108e+23,1.1172e+23,1.1302e+23,1.1488e+23,1.1403e+23,1.147e+23,1.1585e+23,1.1619e+23,1.1599e+23,1.1702e+23,1.1836e+23,1.1837e+23,1.1895e+23,1.2108e+23,1.2064e+23,1.2021e+23
1104,B,False,1.5889e+22,1.5801e+22,1.5727e+22,1.6171e+22,1.6889e+22,1.6872e+22,1.6926e+22,1.6549e+22,1.7277e+22,1.769e+22,1.8461e+22,1.8714e+22,1.8742e+22,1.84e+22,1.8428e+22,1.7979e+22,1.7816e+22,1.7502e+22,1.7519e+22,1.7708e+22
1105,B,True,1.4324e+23,1.4459e+23,1.4358e+23,1.4431e+23,1.4511e+23,1.4465e+23,1.4311e+23,1.4343e+23,1.4294e+23,1.4321e+23,1.4486e+23,1.4391e+23,1.4258e+23,1.4354e+23,1.4424e+23,1.4486e+23,1.4586e+23,1.4531e+23,1.4561e+23,1.4541e+23
1106,B,False,1.5309e+22,1.5797e+22,1.5618e+22,1.5436e+22,1.5141e+22,1.5021e+22,1.4784e+22,1.4091e+22,1.3913e+22,1.3316e+22,1.3094e+22,1.2993e+22,1.2984e+22,1.2762e+22,1.2362e+22,1.21e+22,1.1816e+22,1.1693e+22,1.1197e+22,1.1253e+22
1107,B,False,1.8633e+23,1.8333e+23,1.8299e+23,1.8487e+23,1.8381e+23,1.8552e+23,1.8565e+23,1.8745e+23,1.8698e+23,1.8772e+23,1.8546e+23,1.869e+23,1.878e+23,1.8776e+23,1.8706e+23,1.8759e+23,1.8666e+23,1.8439e+23,1.8271e+23,1.8213e+23
1108,B,False,6.4909e+23,6.4982e+23,6.5001e+23,6.52e+23,6.5202e+23,6.5374e+23,6.5118e+23,6.5107e+23,6.5206e+23,6.5212e+23,6.5162e+23,6.4947e+23,6.4889e+23,6.4873e+23,6.4625e+23,6.4426e+23,6.4549e+23,6.4599e+23,6.4861e+23,6.4865e+23
1109,B,False,4.8943e+22,4.6723e+22,4.7795e+22,5.0374e+22,5.3662e+22,5.3513e+22,5.2173e+22,5.3485e+22,5.3391e+22,5.3627e+22,5.3001e+22,5.4537e+22,5.5194e+22,5.4322e+22,6.0324e+22,6.2212e+22,6.0663e+22,6.2691e+22,6.2382e+22,6.2253e+22
1110,B,False,4.1759e+22,4.0138e+22,4.0743e+22,4.0644e+22,4.018e+22,3.9883e+22,4.0767e+22,4.0509e+22,4.0374e+22,4.0551e+22,4.1469e+22,4.1292e+22,4.1341e+22,4.1771e+22,4.1217e+22,4.0871e+22,4.0746e+22,4.0133e+22,3.9514e+22,3.9758e+22
1111,B,False,1.8648e+22,1.8378e+22,1.8579e+22,1.8696e+22,1.8554e+22,1.8802e+22,1.8613e+22,1.8486e+22,1.8398e+22,1.8029e+22,1.7733e+22,1.8153e+22,1.7283e+22,1.7597e+22,1.7887e+22,1.7787e+22,1.7754e+22,1.815e+22,1.8342e+22,1.7896e+22
1112,B,False,1.3623e+23,1.3963e+23,1.4379e+23,1.4416e+23,1.428e+23,1.4271e+23,1.4222e+23,1.4223e+23,1.449e+23,1.4153e+23,1.4064e+23,1.4297e+23,1.3888e+23,1.3855e+23,1.3764e+23,1.3912e+23,1.3944e+23,1.3781e+23,1.3535e+23,1.3578e+23
1113,B,True,1.6724e+23,1.6573e+23,1.663e+23,1.6638e+23,1.6576e+23,1.6625e+23,1.6705e+23,1.6544e+23,1.6643e+23,1.6595e+23,1.6474e+23,1.6489e+23,1.6477e+23,1.6484e+23,1.6501e+23,1.657e+23,1.6272e+23,1.6231e+23,1.6246e+23,1.6118e+23
1114,B,False,1.2876e+23,1.3229e+23,1.3105e+23,1.3095e+23,1.3023e+23,1.3068e+23,1.3096e+23,1.2985e+23,1.2787e+23,1.2792e+23,1.2757e+23,1.276e+23,1.2775e+23,1.2756e+23,1.2975e+23,1.2895e+23,1.2729e+23,1.2815e+23,1.2678e+23,1.2925e+23
1115,B,False,1.177e+22,1.1176e+22,1.0689e+22,1.0164e+22,1.0334e+22,9.5688e+21,9.9071e+21,9.6998e+21,9.8744e+21,1.0272e+22,1.0006e+22,9.9488e+21,1.0172e+22,1.0441e+22,9.8607e+21,9.663e+21,9.788e+21,9.8098e+21,9.826e+21,9.4653e+21
1116,B,False,1.2873e+23,1.3294e+23,1.3128e+23,1.2774e+23,1.311e+23,1.2745e+23,1.2721e+23,1.2698e+23,1.2382e+23,1.2748e+23,1.2608e+23,1.2941e+23,1.2459e+23,1.2385e+23,1.2875e+23,1.2831e+23,1.2583e+23,1.276e+23,1.2818e+23,1.2858e+23
1117,B,True,5.2111e+22,5.1323e+22,5.0698e+22,5.0792e+22,5.0168e+22,5.0634e+22,5.1258e+22,5.1699e+22,5.1392e+22,5.0932e+22,5.0632e+22,5.0401e+22,5.057e+22,4.9505e+22,4.9147e+22,4.9623e+22,4.9541e+22,5.0049e+22,4.9498e+22,4.9257e+22
1118,B,False,3.6299e+22,3.652e+22,3.7111e+22,3.6666e+22,3.6895e+22,3.7724e+22,3.7563e+22,3.6272e+22,3.6518e+22,3.5878e+22,3.5435e+22,3.5558e+22,3.5716e+22,3.5553e+22,3.6349e+22,3.6141e+22,3.6592e+22,3.5109e+22,3.6376e+22,3.4991e+22
1119,B,False,8.1962e+22,8.1445e+22,8.2111e+22,8.2724e+22,8.3016e+22,8.4546e+22,8.3903e+22,8.3376e+22,8.4233e+22,8.6369e+22,8.6976e+22,8.7164e+22,8.4595e+22,8.3557e+22,8.3297e+22,8.4017e+22,8.1464e+22,8.1904e+22,8.0532e+22,7.8067e+22
1120,B,True,5.3577e+23,5.3664e+23,5.3593e+23,5.3824e+23,5.3933e+23,5.3746e+23,5.3411e+23,5.3418e+23,5.4051e+23,5.4046e+23,5.4469e+23,5.4556e+23,5.4555e+23,5.3982e+23,5.424e+23,5.3832e+23,5.4137e+23,5.4201e+23,5.3794e+23,5.4244e+23
1121,B,False,1.9665e+22,1.9748e+22,1.9783e+22,2.0119e+22,2.0287e+22,2.0412e+22,2.0747e+22,2.0756e+22,2.0457e+22,2.0218e+22,2.0264e+22,2.0193e+22,2.0943e+22,2.0764e+22,2.0793e+22,2.1216e+22,2.0769e+22,2.0941e+22,2.1275e+22,2.1389e+22
1122,B,False,1.5799e+22,1.6032e+22,1.6414e+22,1.665e+22,1.7139e+22,1.7712e+22,1.859e+22,1.8485e+22,1.9082e+22,1.975e+22,2.0463e+22,2.0274e+22,2.133e+22,2.1125e+22,2.0645e+22,1.9989e+22,1.9978e+22,2.8663e+22,2.1229e+22,2.1498e+22
1123,B,False,9.179e+22,9.145e+22,9.2211e+22,9.3742e+22,9.4227e+22,9.3406e+22,9.3144e+22,9.3592e+22,9.4077e+22,9.3368e+22,9.2961e+22,9.2542e+22,9.3551e+22,9.3856e+22,9.4515e+22,9.386e+22,9.3273e+22,9.2161e+22,9.2375e+22,9.22e+22
1124,B,False,2.6672e+22,2.6854e+22,2.7552e+22,2.728e+22,2.7157e+22,2.7874e+22,2.6999e+22,2.7274e+22,2.7252e+22,3.379e+22,3.4178e+22,2.6555e+22,3.4096e+22,2.7135e+22,2.7834e+22,3.4771e+22,2.7554e+22,2.7842e+22,3.5083e+22,3.4346e+22
1125,B,False,4.5948e+23,4.5932e+23,4.5766e+23,4.5773e+23,4.5991e+23,4.6057e+23,4.5968e+23,4.578e+23,4.5977e+23,4.5951e+23,4.6129e+23,4.6458e+23,4.6399e+23,4.6352e+23,4.6525e+23,4.6522e+23,4.6155e+23,4.613e+23,4.6073e+23,4.5946e+23
1126,B,True,1.5177e+23,1.5566e+23,1.4906e+23,1.5295e+23,1.518e+23,1.5112e+23,1.5196e+23,1.5117e+23,1.4849e+23,1.4811e+23,1.5129e+23,1.4897e+23,1.5291e+23,1.5408e+23,1.6531e+23,1.5531e+23,1.5508e+23,1.7335e+23,1.7713e+23,1.5496e+23
1127,B,True,5.9321e+21,5.8973e+21,5.8741e+21,5.6572e+21,5.6769e+21,5.5339e+21,5.6512e+21,5.3511e+21,5.1502e+21,5.3569e+21,5.5408e+21,5.243e+21,5.3378e+21,5.4227e+21,5.3276e+21,4.9299e+21,5.4242e+21,5.3313e+21,5.2916e+21,5.3918e+21
1128,B,True,8.5164e+22,8.5409e+22,8.5744e+22,8.5671e+22,8.6289e+22,8.6289e+22,8.7591e+22,8.8285e+22,8.835e+22,8.9102e+22,8.9093e+22,8.7964e+22,8.8471e+22,8.9554e+22,8.8863e+22,9.023e+22,9.0924e+22,9.0712e+22,9.0122e+22,9.1341e+22
1129,B,False,3.1425e+23,3.177e+23,3.1867e+23,3.1685e+23,3.2154e+23,3.2109e+23,3.2231e+23,3.2045e+23,3.2201e+23,3.1844e+23,3.158e+23,3.1074e+23,3.1056e+23,3.0876e+23,3.0833e+23,3.0616e+23,3.0707e+23,3.0714e+23,3.0481e+23,3.0616e+23
1130,B,False,9.6307e+22,9.5665e+22,9.4358e+22,9.3641e+22,9.3064e+22,9.1846e+22,9.0699e+22,8.9726e+22,8.9881e+22,8.6507e+22,8.604e+22,8.6192e+22,8.6897e+22,8.6616e+22,8.6777e+22,8.6425e+22,8.6014e+22,8.8002e+22,8.8604e+22,8.9193e+22
1131,B,False,8.9369e+22,8.9239e+22,9.0768e+22,9.0795e+22,9.0291e+22,8.9024e+22,9.0124e+22,8.9587e+22,9.0623e+22,9.0971e+22,9.0273e+22,9.0283e+22,9.0995e+22,8.9684e+22,8.9375e+22,8.9238e+22,8.9409e+22,8.8594e+22,8.8868e+22,8.8891e+22
1132,B,False,1.0072e+23,1.0085e+23,1.0035e+23,9.8114e+22,9.7659e+22,9.7634e+22,9.6627e+22,9.7414e+22,9.8315e+22,9.7709e+22,9.6539e+22,9.4712e+22,9.4081e+22,9.2782e+22,9.2103e+22,9.2565e+22,9.256e+22,9.208e+22,9.1378e+22,9.2172e+22
1133,B,False,2.0289e+22,2.0086e+22,1.9881e+22,2.0245e+22,2.0034e+22,1.9974e+22,2.0229e+22,2.0204e+22,1.9857e+22,1.9089e+22,1.9644e+22,1.9823e+22,1.9691e+22,1.9065e+22,1.9224e+22,1.939e+22,1.9465e+22,1.9926e+22,2.0038e+22,1.9896e+22
1134,B,False,1.7106e+23,1.6666e+23,1.6925e+23,1.6626e+23,1.6701e+23,1.6874e+23,1.6768e+23,1.7093e+23,1.7521e+23,1.7073e+23,1.7463e+23,1.7581e+23,1.763e+23,1.7342e+23,1.7064e+23,1.7136e+23,1.7403e+23,1.7107e+23,1.7264e+23,1.7409e+23
1135,B,False,9.1792e+21,9.3547e+21,8.2883e+21,8.147e+21,7.8567e+21,8.0124e+21,7.645e+21,7.6294e+21,7.8192e+21,7.8121e+21,7.5847e+21,7.8834e+21,8.1223e+21,8.4975e+21,9.1946e+21,9.1034e+21,9.1321e+21,9.3036e+21,9.9936e+21,9.9889e+21
1136,B,False,4.4042e+22,4.351e+22,4.4384e+22,4.4933e+22,4.5177e+22,4.4227e+22,4.4142e+22,4.4556e+22,4.3678e+22,4.3629e+22,4.3792e+22,4.4004e+22,4.5394e+22,4.5398e+22,4.5892e+22,4.6072e+22,4.6068e+22,4.7024e+22,4.6445e+22,4.7141e+22
1137,B,False,6.5692e+22,6.4908e+22,6.4603e+22,6.5804e+22,6.4232e+22,6.4522e+22,6.6107e+22,6.5902e+22,6.6174e+22,6.7379e+22,6.701e+22,6.649e+22,6.5399e+22,6.6416e+22,6.637e+22,6.7745e+22,6.6874e+22,6.6867e+22,6.5593e+22,6.4225e+22
1138,B,True,1.3377e+23,1.3178e+23,1.3499e+23,1.355e+23,1.3463e+23,1.343e+23,1.336e+23,1.3458e+23,1.3445e+23,1.3493e+23,1.355e+23,1.3618e+23,1.3519e+23,1.3436e+23,1.3359e+23,1.3416e+23,1.3575e+23,1.3335e+23,1.3411e+23,1.3565e+23
1139,B,True,1.2091e+23,1.2116e+23,1.2025e+23,1.208e+23,1.2059e+23,1.21e+23,1.2067e+23,1.2163e+23,1.2229e+23,1.2167e+23,1.2264e+23,1.2521e+23,1.2747e+23,1.2904e+23,1.2971e+23,1.3032e+23,1.3072e+23,1.3143e+23,1.3247e+23,1.3247e+23
1140,B,True,6.0985e+21,6.0393e+21,6.1836e+21,6.1735e+21,6.1349e+21,5.723e+21,5.9321e+21,5.8973e+21,5.8741e+21,5.6572e+21,5.6769e+21,5.5339e+21,5.6512e+21,5.3511e+21,5.1502e+21,5.3569e+21,5.5408e+21,5.243e+21,5.3378e+21,5.4227e+21
1141,B,False,5.5408e+21,5.243e+21,5.3378e+21,5.4227e+21,5.3276e+21,4.9299e+21,5.4242e+21,5.3313e+21,5.2916e+21,5.3918e+21,5.5069e+21,5.4308e+21,5.2901e+21,5.3737e+21,5.6706e+21,5.7147e+21,5.9053e+21,5.8186e+21,6.0263e+21,6.6595e+21
1142,B,False,2.0891e+22,2.0839e+22,2.1444e+22,2.2633e+22,2.2378e+22,2.2733e+22,2.4121e+22,2.4859e+22,2.6534e+22,2.7016e+22,2.7257e+22,2.7629e+22,2.8001e+22,2.9685e+22,3.1545e+22,3.1307e+22,3.2264e+22,3.2813e+22,3.3321e+22,3.4046e+22
1143,B,False,4.9719e+22,4.9732e+22,4.9603e+22,5.0177e+22,5.0024e+22,5.0666e+22,5.1242e+22,5.1246e+22,5.2056e+22,5.1495e+22,5.1786e+22,5.2576e+22,5.3e+22,5.4508e+22,5.5979e+22,5.6013e+22,5.604e+22,5.5932e+22,5.6055e+22,5.6519e+22
1144,B,False,8.1657e+22,8.3588e+22,8.3291e+22,8.4963e+22,8.3249e+22,8.3403e+22,8.7149e+22,8.6443e+22,8.7927e+22,9.0154e+22,9.0349e+22,8.9796e+22,9.2203e+22,9.4269e+22,9.4099e+22,9.4676e+22,9.4829e+22,9.5395e+22,9.6218e+22,9.6231e+22
1145,B,False,1.8069e+23,1.8111e+23,1.8174e+23,1.8081e+23,1.8059e+23,1.816e+23,1.8183e+23,1.8094e+23,1.8048e+23,1.7885e+23,1.8019e+23,1.8113e+23,1.7936e+23,1.7789e+23,1.7935e+23,1.7991e+23,1.8024e+23,1.8348e+23,1.8423e+23,1.8303e+23
1146,B,False,1.0197e+23,1.0285e+23,1.0297e+23,1.0338e+23,1.0307e+23,1.0526e+23,1.0557e+23,1.0445e+23,1.0536e+23,1.0317e+23,1.0265e+23,1.0087e+23,1.0063e+23,1.0081e+23,1.0099e+23,1.0076e+23,1.0054e+23,1.0073e+23,1.0052e+23,1.0016e+23
1147,B,False,1.9874e+23,1.9781e+23,1.9876e+23,1.9793e+23,2.0321e+23,2.0004e+23,1.996e+23,1.9928e+23,1.995e+23,2.005e+23,2.0086e+23,2.0078e+23,2.0158e+23,2.0338e+23,2.0291e+23,1.9976e+23,1.9926e+23,2.0138e+23,2.0103e+23,2.004e+23
1148,B,False,1.0353e+22,1.0523e+22,1.084e+22,1.0505e+22,1.0854e+22,1.0328e+22,1.0574e+22,9.9945e+21,1.0035e+22,1.0057e+22,9.9135e+21,1.0162e+22,9.7947e+21,9.7619e+21,9.7631e+21,9.4854e+21,9.2774e+21,9.6797e+21,9.2894e+21,9.111e+21
1149,B,False,6.5442e+22,6.613e+22,6.6045e+22,6.6845e+22,6.5762e+22,6.6649e+22,6.6594e+22,6.6856e+22,6.8524e+22,6.9825e+22,6.8056e+22,6.7305e+22,6.7372e+22,6.8306e+22,6.9051e+22,7.0583e+22,7.0053e+22,7.0926e+22,7.0157e+22,7.0268e+22
1150,B,False,1.6409e+22,1.6007e+22,1.5907e+22,1.6065e+22,1.6884e+22,1.6895e+22,1.6998e+22,1.6815e+22,1.655e+22,1.6963e+22,1.64e+22,1.6744e+22,1.6728e+22,1.6145e+22,1.6144e+22,1.6123e+22,1.6131e+22,1.583e+22,1.5341e+22,1.5498e+22
1151,B,True,1.2974e+22,1.2943e+22,1.3335e+22,1.3144e+22,1.2883e+22,1.2708e+22,1.2664e+22,1.2239e+22,1.1677e+22,1.1334e+22,1.0364e+22,1.0549e+22,9.8976e+21,9.7852e+21,9.6188e+21,9.2739e+21,9.1865e+21,9.0424e+21,8.8587e+21,8.7614e+21
1152,B,False,6.9463e+22,7.8173e+22,8.8534e+22,1.0277e+23,1.1369e+23,1.2325e+23,1.3884e+23,1.5298e+23,1.6613e+23,1.7882e+23,1.902e+23,2.0284e+23,2.1242e+23,2.2164e+23,2.2937e+23,2.3639e+23,2.4477e+23,2.4873e+23,2.5392e+23,2.5822e+23
1153,B,True,2.542e+22,2.5032e+22,2.4914e+22,2.5086e+22,2.5515e+22,2.5158e+22,2.5206e+22,2.5333e+22,2.5019e+22,2.5733e+22,2.5971e+22,2.5616e+22,2.5696e+22,2.482e+22,2.5678e+22,2.5338e+22,2.5309e+22,2.5298e+22,2.5049e+22,2.4776e+22
1154,B,True,4.6849e+21,4.6152e+21,5.0129e+21,4.8472e+21,4.6962e+21,4.9717e+21,4.8242e+21,4.9137e+21,4.9917e+21,5.1299e+21,5.0323e+21,4.9188e+21,4.6709e+21,4.8756e+21,4.9841e+21,5.2972e+21,5.1337e+21,5.1094e+21,5.5793e+21,5.5412e+21
1155,B,False,2.119e+22,2.1554e+22,2.0733e+22,2.0848e+22,2.0717e+22,2.0375e+22,1.9764e+22,1.8833e+22,1.8571e+22,1.8142e+22,1.7844e+22,1.8355e+22,1.7968e+22,1.6925e+22,1.6625e+22,1.6291e+22,1.6754e+22,1.6882e+22,1.62e+22,1.6096e+22
1156,B,False,7.2801e+21,7.3404e+21,7.0846e+21,6.9568e+21,7.0276e+21,7.2051e+21,7.1211e+21,7.0829e+21,6.5503e+21,6.5183e+21,6.5206e+21,6.5688e+21,6.5336e+21,6.8826e+21,6.8258e+21,6.4646e+21,6.7567e+21,6.4145e+21,6.756e+21,6.2448e+21
1157,B,True,4.5267e+22,4.5391e+22,4.5723e+22,4.6157e+22,4.5835e+22,4.6275e+22,4.6499e+22,4.7089e+22,4.7288e+22,4.8525e+22,4.8434e+22,4.8569e+22,4.9143e+22,4.8538e+22,4.8907e+22,4.8387e+22,4.8708e+22,4.8975e+22,4.873e+22,4.8263e+22
1158,B,False,3.4016e+23,3.4053e+23,3.3864e+23,3.3843e+23,3.3719e+23,3.3504e+23,3.3276e+23,3.3207e+23,3.2825e+23,3.2768e+23,3.2682e+23,3.2461e+23,3.2188e+23,3.2059e+23,3.2011e+23,3.2097e+23,3.2204e+23,3.2392e+23,3.2476e+23,3.2702e+23
1159,B,False,2.2995e+22,2.3581e+22,2.3114e+22,2.3251e+22,2.4165e+22,2.4309e+22,2.4699e+22,2.4607e+22,2.5409e+22,2.4822e+22,2.5557e+22,2.5764e+22,2.7405e+22,2.6703e+22,2.6601e+22,2.6018e+22,2.6814e+22,2.6895e+22,2.6297e+22,2.5732e+22
1160,B,False,2.4231e+23,2.4099e+23,2.4267e+23,2.458e+23,2.499e+23,2.5064e+23,2.5279e+23,2.5585e+23,2.5875e+23,2.5898e+23,2.6133e+23,2.6435e+23,2.6884e+23,2.7005e+23,2.7014e+23,2.7258e+23,2.7168e+23,2.7329e+23,2.749e+23,2.7193e+23
1161,B,False,3.6279e+21,3.5759e+21,3.5729e+21,3.7084e+21,3.7828e+21,3.8065e+21,3.8371e+21,3.94e+21,3.988e+21,4.0155e+21,3.9409e+21,3.9708e+21,3.7497e+21,3.6997e+21,3.7194e+21,3.7394e+21,3.7231e+21,3.7118e+21,3.6201e+21,3.7393e+21
1162,B,False,1.2853e+23,1.2743e+23,1.2658e+23,1.2457e+23,1.2508e+23,1.2444e+23,1.2267e+23,1.244e+23,1.239e+23,1.225e+23,1.2169e+23,1.2084e+23,1.1979e+23,1.1987e+23,1.185e+23,1.1941e+23,1.1735e+23,1.1772e+23,1.1755e+23,1.1656e+23
1163,B,False,9.9483e+22,9.7423e+22,9.5487e+22,9.5033e+22,9.779e+22,1.0048e+23,1.0189e+23,1.0403e+23,1.0405e+23,1.0589e+23,1.0626e+23,1.0841e+23,1.1356e+23,1.1837e+23,1.1833e+23,1.2002e+23,1.2351e+23,1.2535e+23,1.2568e+23,1.2411e+23
1164,B,False,2.2129e+23,2.1946e+23,2.1627e+23,2.1738e+23,2.155e+23,2.1222e+23,2.1288e+23,2.0889e+23,2.063e+23,2.0962e+23,2.0771e+23,2.0867e+23,2.0685e+23,2.0793e+23,2.0706e+23,2.0656e+23,2.045e+23,2.0268e+23,2.0193e+23,2.0319e+23
1165,B,True,1.9641e+23,1.9624e+23,1.9881e+23,1.9901e+23,1.9795e+23,1.9414e+23,2.002e+23,1.9519e+23,1.9585e+23,1.9592e+23,2.0042e+23,1.9892e+23,2.0055e+23,1.9505e+23,1.9719e+23,2.0122e+23,2.0172e+23,2.0248e+23,2.0183e+23,1.9967e+23
1166,B,False,9.7061e+22,9.6879e+22,9.6353e+22,9.8353e+22,9.8735e+22,9.7077e+22,9.6466e+22,9.736e+22,9.6558e+22,9.6626e+22,9.655e+22,9.5282e+22,9.5631e+22,9.5871e+22,9.4932e+22,9.3972e+22,9.4494e+22,9.5652e+22,9.6353e+22,9.6452e+22
1167,B,True,4.61e+22,4.8537e+22,4.3209e+22,4.8315e+22,4.559e+22,5.3994e+22,4.5004e+22,5.5636e+22,5.1027e+22,5.2557e+22,5.2476e+22,4.6337e+22,5.2981e+22,5.1651e+22,6.0213e+22,6.0629e+22,6.099e+22,6.4984e+22,6.8707e+22,7.5322e+22
1168,B,False,8.0589e+21,8.286e+21,8.5284e+21,8.8213e+21,9.574e+21,9.3184e+21,9.0549e+21,9.2957e+21,9.402e+21,9.162e+21,9.6808e+21,9.7901e+21,9.9517e+21,9.8339e+21,1.0347e+22,1.0258e+22,9.8463e+21,9.9363e+21,9.9677e+21,1.0526e+22
