,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20
483,M,True,1606.6,1589.4,1597.1,1574.8,1591.4,1587.5,1601.7,1597.1,1607.9,1607.2,1603.9,1663.5,1650.2,1689.4,1642.0,1624.9,1624.8,1650.8,1625.0,1615.1
484,M,True,1755.5,1792.3,1738.9,1752.6,1741.8,1719.5,1690.4,1668.1,1614.7,1600.9,1592.6,1585.2,1600.0,1573.4,1552.0,1566.1,1557.0,1567.2,1578.4,1563.7
485,M,False,1250.5,1237.3,1204.9,1195.4,1172.7,1197.0,1195.5,1194.1,1192.3,1182.9,1151.9,1160.0,1163.5,1162.5,1137.4,1133.5,1116.6,1105.2,1087.4,1090.4
486,M,False,1083.0,1063.8,1054.5,1023.1,1029.0,1036.9,1023.7,1025.3,1027.1,1016.7,996.44,988.15,976.87,961.71,970.34,977.95,987.32,992.08,1005.2,1016.2
487,M,False,479.08,107.4,172.63,461.01,471.84,483.94,498.89,204.68,214.26,223.51,232.72,256.36,256.74,248.06,246.35,446.04,436.82,244.88,348.0,467.48
488,M,True,133.83,129.06,135.37,124.53,126.55,134.1,128.83,149.5,153.13,164.26,157.77,161.94,168.29,160.46,157.3,160.66,169.38,181.1,190.86,200.44
489,M,True,226.48,210.33,201.01,188.18,171.37,180.04,185.32,193.46,160.09,205.51,226.5,234.37,220.69,213.32,247.12,239.99,228.15,236.94,219.08,234.62
490,M,False,219.08,234.62,192.96,190.83,220.1,204.64,140.58,85.007,204.91,199.99,161.68,199.43,336.27,209.43,170.15,193.53,189.56,190.52,206.45,204.77
491,M,False,204.91,199.99,161.68,199.43,336.27,209.43,170.15,193.53,189.56,190.52,206.45,204.77,194.09,201.39,159.3,246.89,238.96,161.42,319.33,259.56
492,M,False,17.725,7.6967,46.733,23.531,59.402,2.6078,54.487,89.423,71.465,15.168,25.934,49.397,6.5037,31.25,174.29,160.53,172.47,345.38,395.3,428.09
493,M,False,74.96,199.52,231.0,306.02,84.781,35.876,115.52,52.925,8.5703,5.7862,167.07,79.028,536.8,130.78,13.162,101.09,46.341,389.09,432.87,155.22
494,M,True,239.63,237.06,256.16,241.41,249.07,253.0,253.69,230.44,228.21,235.94,226.94,225.81,209.72,226.27,236.16,233.22,235.16,229.86,232.46,247.3
495,M,False,236.16,233.22,235.16,229.86,232.46,247.3,243.38,261.41,250.76,241.73,262.69,243.96,238.02,271.73,245.67,255.05,259.5,235.17,234.09,235.34
496,M,False,10.384,155.02,8.5883,7.0649,30.203,17.889,5.7379,54.75,139.72,0.45596,154.91,220.53,130.44,21.566,134.24,74.103,138.44,205.48,230.95,138.14
497,M,True,111.48,133.1,263.87,218.97,216.89,201.57,213.82,208.23,207.36,170.56,149.27,151.7,163.94,162.64,151.44,109.96,110.63,181.02,126.0,165.83
498,M,False,100.5,142.0,64.662,128.78,41.553,92.935,136.23,108.91,149.93,213.13,171.6,161.6,109.38,110.18,77.522,29.063,47.414,9.2303,89.461,16.883
499,M,False,126.26,118.65,118.4,120.97,123.26,126.42,127.72,122.15,123.18,130.17,115.42,127.17,122.69,106.24,133.71,128.18,135.03,131.8,132.54,140.69
500,M,True,636.72,635.76,644.16,625.87,610.68,629.24,633.77,649.73,623.04,627.49,598.54,622.18,589.23,583.78,582.68,590.38,600.62,596.21,579.79,588.3
501,M,False,773.45,832.59,852.01,841.93,850.6,849.7,793.92,813.95,801.51,826.7,815.05,820.5,809.33,808.81,825.25,833.21,853.12,851.22,816.81,819.88
502,M,False,793.92,813.95,801.51,826.7,815.05,820.5,809.33,808.81,825.25,833.21,853.12,851.22,816.81,819.88,802.48,824.68,820.8,827.03,825.46,843.91
503,M,True,336.26,358.68,346.31,359.85,314.5,312.28,297.17,350.24,358.71,351.06,323.23,344.67,327.89,319.49,297.98,269.65,322.36,292.38,313.88,297.42
504,M,False,318.9,315.88,273.96,267.75,243.03,264.05,272.76,238.33,236.78,237.12,214.0,235.99,241.59,256.85,238.52,245.62,234.65,259.67,266.8,279.63
505,M,False,1023.3,1022.4,1033.3,1034.6,1043.4,1051.3,1056.2,1033.6,1026.2,1051.3,1046.5,1039.0,1025.7,1030.1,1009.8,995.0,998.2,994.88,1001.8,984.32
506,M,False,556.38,559.58,605.84,611.01,583.05,582.17,567.02,570.17,557.63,557.2,530.58,543.41,540.0,503.89,521.0,496.14,494.87,494.26,487.37,492.59
507,M,False,157.99,150.12,157.9,177.26,170.19,164.41,165.12,182.12,140.11,169.69,129.63,126.6,156.4,140.3,16.026,135.8,125.66,0.014527,105.46,116.23
508,M,True,4.5758,7.8496,1.762,3.0832,2.346,6.9751,0.81914,7.9316,8.0047,2.3446,11.387,9.218,0.96793,20.785,31.829,21.454,9.7179,22.566,28.963,10.812
509,M,False,104.69,67.174,81.937,116.23,62.481,81.232,110.32,87.524,154.34,145.95,151.35,157.58,165.28,186.1,147.55,190.19,222.63,206.56,178.64,182.26
510,M,True,25.668,103.68,32.023,82.415,143.2,112.77,61.665,99.062,90.092,116.77,70.98,90.53,25.918,48.115,51.902,46.154,34.9,10.405,6.5017,12.43
511,M,True,26.491,30.105,14.646,31.213,28.648,25.279,22.451,17.819,17.919,25.102,11.411,9.9104,12.411,45.027,47.123,26.867,2.4543,5.3841,13.127,14.25
512,M,False,130.54,121.15,108.38,87.347,72.486,77.317,70.268,81.41,113.94,131.61,161.31,137.3,138.96,124.94,113.83,151.38,180.22,202.09,184.68,184.21
513,M,True,141.83,89.719,133.39,181.66,154.22,186.85,158.72,208.43,204.96,187.14,206.08,194.97,243.28,240.89,208.2,214.63,236.22,282.82,269.08,287.33
514,M,False,330.34,312.39,291.24,303.23,343.27,290.91,367.24,371.62,372.28,353.11,349.01,316.54,282.1,267.25,296.16,276.74,256.39,260.77,197.76,209.96
515,M,True,238.9,251.19,275.7,277.32,271.1,287.41,348.24,335.21,356.12,343.93,368.15,376.5,397.43,382.25,381.44,395.07,400.75,374.31,385.02,360.31
516,M,False,387.93,449.53,428.3,443.25,464.93,487.01,524.47,526.56,499.78,541.78,550.67,568.81,562.22,546.45,559.86,520.13,513.38,507.63,457.11,462.33
517,M,True,205.56,205.97,141.63,130.5,101.31,137.04,138.57,151.9,171.45,160.52,146.25,195.56,197.49,182.08,192.34,217.22,192.78,152.57,175.27,169.82
518,M,False,311.4,330.02,321.31,344.18,320.32,274.13,222.6,231.91,317.73,277.42,272.18,232.03,208.79,236.12,197.85,166.45,170.88,191.17,248.99,245.11
519,M,False,108.63,79.707,54.541,86.447,147.25,84.609,173.52,176.53,102.25,134.29,95.56,90.155,120.44,113.47,114.43,117.88,82.825,98.29,40.208,59.005
520,M,False,308.74,311.13,309.7,293.4,285.85,99.055,292.85,270.94,257.84,260.64,255.69,247.15,254.43,254.05,242.19,238.37,242.34,250.01,234.59,251.36
521,M,False,334.14,341.56,348.02,348.3,357.41,343.39,348.66,353.2,363.37,362.68,364.18,382.22,379.25,376.03,379.05,374.2,366.2,369.1,356.95,358.85
522,M,True,561.02,543.57,536.35,513.14,501.57,494.63,510.51,528.71,526.1,534.56,554.55,557.31,527.25,530.17,556.22,547.31,540.84,538.0,531.44,535.35
523,M,True,478.43,488.42,476.91,469.81,480.2,452.85,468.18,441.22,439.35,426.54,412.72,426.74,438.32,440.53,421.34,433.01,442.51,448.88,435.98,439.97
524,M,True,43.385,64.039,38.121,30.558,20.629,35.313,59.331,58.241,49.682,43.429,48.98,37.723,36.213,22.924,18.265,33.181,69.594,0.23191,15.882,4.5992
525,M,True,576.26,560.63,563.47,573.21,581.23,597.92,593.47,593.89,610.76,625.49,616.97,638.85,643.35,633.54,634.05,654.0,620.21,652.19,692.41,676.97
526,M,True,648.81,648.08,664.46,659.74,633.83,654.89,663.55,675.19,658.98,634.45,630.52,636.2,619.16,621.02,625.78,596.5,575.29,581.17,585.95,624.25
527,M,False,634.45,630.52,636.2,619.16,621.02,625.78,596.5,575.29,581.17,585.95,624.25,637.98,632.63,633.3,680.85,663.12,652.19,698.85,691.88,649.95
528,M,True,200.97,22.946,92.555,134.53,222.78,228.88,178.63,100.0,111.41,232.97,154.48,140.42,258.98,137.55,156.26,175.86,251.17,252.01,199.01,164.12
529,M,True,941.56,955.3,931.59,929.88,935.53,913.98,929.29,941.76,944.6,946.05,984.3,977.22,1032.1,1034.7,1022.0,1029.0,1049.3,1052.5,1046.3,1096.8
530,M,False,941.76,944.6,946.05,984.3,977.22,1032.1,1034.7,1022.0,1029.0,1049.3,1052.5,1046.3,1096.8,1102.3,1110.0,1072.8,1063.7,1070.8,1072.6,1051.5
531,M,False,258.98,137.55,156.26,175.86,251.17,252.01,199.01,164.12,190.15,131.87,145.37,130.34,141.79,156.58,74.122,14.569,121.42,69.263,143.41,114.66
532,M,False,977.22,1032.1,1034.7,1022.0,1029.0,1049.3,1052.5,1046.3,1096.8,1102.3,1110.0,1072.8,1063.7,1070.8,1072.6,1051.5,1061.9,1089.2,1064.4,1038.3
533,M,False,1029.0,1049.3,1052.5,1046.3,1096.8,1102.3,1110.0,1072.8,1063.7,1070.8,1072.6,1051.5,1061.9,1089.2,1064.4,1038.3,1028.2,1023.5,1003.7,995.76
534,M,False,121.42,69.263,143.41,114.66,77.528,133.37,134.38,86.904,128.76,102.22,149.65,124.93,182.66,153.98,221.61,230.09,109.29,18.04,253.82,117.62
535,M,True,995.52,1021.3,1023.8,993.78,971.02,933.82,930.22,955.16,933.21,858.02,931.21,929.23,870.0,820.36,800.08,797.76,811.67,793.46,839.15,755.94
536,M,True,762.71,811.82,796.4,752.11,754.22,742.58,760.52,705.45,681.85,648.53,666.63,682.66,669.62,649.32,718.19,665.4,708.02,689.71,688.65,714.9
537,M,False,883.56,799.78,792.49,879.89,903.39,901.37,915.59,808.59,990.03,842.33,846.99,863.3,825.66,834.57,800.66,799.29,740.45,765.71,773.4,773.03
538,M,True,834.57,800.66,799.29,740.45,765.71,773.4,773.03,866.98,860.02,863.1,856.76,884.89,808.36,750.81,778.21,760.13,870.97,810.73,923.56,900.17
539,M,True,207.48,195.43,210.31,201.01,160.8,187.58,145.99,179.07,156.41,173.58,205.53,204.56,250.29,320.07,331.96,259.14,290.8,214.66,223.06,243.24
540,M,True,8.2022,13.004,20.387,56.529,159.27,54.864,82.251,55.275,87.079,164.22,225.4,272.72,158.97,214.82,147.94,252.85,233.8,276.28,248.49,283.45
541,M,False,41.301,183.71,89.63,472.97,228.93,266.1,12.128,229.8,225.57,106.16,237.32,188.85,44.889,22.903,41.279,19.094,52.817,15.648,33.451,63.202
542,M,False,354.2,157.61,30.211,11.563,104.45,213.05,469.21,81.248,172.66,218.55,242.49,213.12,151.16,378.22,175.36,63.036,175.11,46.264,422.84,367.74
543,M,False,446.92,329.28,330.31,219.72,385.54,380.74,382.17,408.62,215.61,33.971,13.019,108.31,86.286,19.959,101.69,3.9157,88.445,39.793,100.21,139.85
544,M,True,469.06,469.94,450.87,473.68,448.12,466.64,464.08,460.63,439.42,441.74,459.5,447.46,461.64,427.93,473.77,486.92,471.57,451.02,433.04,455.74
545,M,False,427.52,445.84,445.9,446.14,451.55,460.11,498.54,502.27,496.81,491.76,500.58,480.38,481.51,485.95,485.32,497.33,508.34,510.89,490.99,506.58
546,M,True,34.797,35.604,37.476,39.122,35.343,34.223,32.941,33.796,36.803,38.529,36.761,36.091,34.442,38.029,36.948,41.54,49.039,36.786,40.377,41.551
547,M,False,37.476,39.122,35.343,34.223,32.941,33.796,36.803,38.529,36.761,36.091,34.442,38.029,36.948,41.54,49.039,36.786,40.377,41.551,38.557,40.486
548,M,False,74.888,64.867,94.76,1.4558,101.1,128.7,92.13,154.41,125.9,94.11,69.728,80.97,50.475,5.0793,7.158,5.1219,44.484,11.958,94.969,3.8604
549,M,True,51.411,62.748,68.961,77.003,22.995,56.085,46.509,74.617,56.086,66.367,75.421,82.78,37.722,32.68,23.289,34.677,15.164,60.718,54.547,59.028
550,M,False,197.02,232.76,206.62,220.55,193.85,214.07,211.33,222.13,232.17,269.77,261.73,282.76,281.02,308.02,300.08,296.06,292.35,328.97,310.15,334.73
551,M,False,1.8007,9.1245,47.75,42.931,28.665,6.5664,44.767,62.907,43.337,63.531,41.928,31.718,22.616,20.947,36.405,13.977,18.376,38.922,77.642,57.282
552,M,False,107.25,104.67,94.907,78.606,73.966,96.445,92.317,94.133,86.475,81.068,95.421,94.324,98.39,92.892,107.69,91.087,98.691,97.893,90.413,97.545
553,M,False,101.04,150.85,128.3,91.226,166.53,176.95,84.176,48.397,44.099,85.985,92.524,80.784,80.596,163.1,105.73,97.153,68.217,18.469,26.642,78.486
554,M,False,624.26,649.87,642.27,627.46,625.23,657.87,670.6,628.39,660.25,633.22,640.17,644.3,638.52,649.01,609.77,604.44,585.24,575.17,600.69,592.37
555,M,False,306.98,309.99,319.77,311.22,301.15,299.88,321.03,311.1,316.02,356.99,325.93,333.53,349.74,343.79,343.29,357.51,342.3,345.99,370.76,369.3
556,M,False,149.0,146.69,164.03,154.07,151.22,147.5,144.7,137.82,145.21,175.33,154.08,174.56,160.9,148.67,165.42,180.53,185.08,195.98,215.15,217.41
557,M,False,627.72,644.65,634.91,640.39,629.88,610.49,635.53,639.97,630.17,647.31,659.51,655.46,674.67,662.41,668.7,687.81,677.29,624.52,620.25,600.63
558,M,True,243.84,261.53,323.97,336.53,252.92,274.99,270.17,323.0,384.16,298.77,313.4,371.02,262.97,300.37,241.16,186.53,185.85,240.42,156.15,246.35
559,M,False,136.19,47.815,111.58,19.13,58.628,141.88,133.06,140.08,143.9,130.57,113.96,102.11,197.68,166.92,100.36,101.26,78.697,84.818,108.03,104.34
560,M,False,497.54,504.19,509.1,514.5,500.96,494.4,496.88,483.91,485.9,486.5,504.58,517.11,519.21,510.71,497.98,519.54,529.47,526.31,516.99,541.39
561,M,True,198.43,185.53,203.36,186.74,169.41,160.31,197.21,188.27,185.32,177.24,183.67,170.57,156.06,139.0,143.8,134.66,127.04,115.47,121.4,110.95
562,M,False,169.41,160.31,197.21,188.27,185.32,177.24,183.67,170.57,156.06,139.0,143.8,134.66,127.04,115.47,121.4,110.95,112.62,101.89,94.609,91.753
563,M,True,298.77,287.62,278.92,292.7,288.37,263.49,293.8,249.89,253.18,277.38,298.82,303.83,349.55,336.11,329.82,325.07,302.92,298.4,274.2,271.83
564,M,False,302.92,298.4,274.2,271.83,283.6,287.55,254.33,247.28,252.03,230.6,240.66,252.72,235.98,196.99,197.39,211.95,192.53,315.97,199.35,186.67
565,M,False,274.2,271.83,283.6,287.55,254.33,247.28,252.03,230.6,240.66,252.72,235.98,196.99,197.39,211.95,192.53,315.97,199.35,186.67,185.86,199.31
566,M,True,254.02,5.6851,267.24,235.69,247.33,240.98,265.74,241.46,238.08,250.76,258.7,264.9,246.02,262.42,162.63,278.88,272.49,235.8,247.31,211.75
567,M,False,160.81,168.25,44.733,113.79,217.89,203.61,220.97,183.41,192.2,20.701,9.4593,6.4111,12.968,43.506,28.999,118.54,98.341,137.25,38.892,62.563
568,M,True,23.827,24.249,27.175,18.6,17.445,16.909,15.081,18.555,20.429,9.8481,18.77,35.828,35.665,36.594,45.595,45.734,51.039,36.058,33.535,29.253
569,M,False,41.633,50.138,43.884,69.249,85.269,93.674,92.166,73.82,87.042,74.325,80.795,76.942,72.521,77.561,87.022,79.731,82.162,74.126,66.533,62.666
570,M,True,37.094,34.104,39.328,51.861,42.731,39.757,39.359,29.285,37.626,43.816,40.041,46.571,40.845,42.02,53.408,44.545,43.342,53.234,47.57,46.813
571,M,True,50.964,57.509,55.816,49.569,42.964,56.163,73.264,63.947,59.379,51.278,32.774,54.939,51.042,63.967,74.132,60.667,101.08,119.01,133.17,133.2
572,M,False,155.3,164.84,170.62,149.06,161.62,163.86,206.24,203.25,225.38,221.56,226.17,241.8,235.64,234.47,231.89,238.27,270.6,287.23,283.15,344.3
573,M,True,398.91,373.66,394.48,424.48,448.51,418.14,392.13,380.05,426.98,369.37,319.84,276.91,318.92,319.43,328.5,318.16,262.2,270.75,326.83,382.06
574,M,False,319.84,276.91,318.92,319.43,328.5,318.16,262.2,270.75,326.83,382.06,390.7,333.67,369.29,418.3,450.0,470.43,447.26,449.43,447.37,438.64
575,M,False,294.77,385.64,393.62,421.45,404.73,380.28,363.7,336.59,309.65,302.68,274.09,292.67,228.72,243.11,225.46,275.45,314.71,251.79,290.55,358.6
576,M,False,432.95,364.18,243.0,215.62,175.24,241.35,262.95,283.75,292.41,277.93,217.0,275.11,260.34,181.66,221.06,210.21,356.83,401.76,417.38,452.68
577,M,False,344.27,304.05,279.38,252.23,267.42,227.21,199.12,181.94,161.93,146.67,136.01,116.82,136.11,126.13,184.61,161.9,171.98,174.6,178.87,190.34
578,M,False,485.84,490.15,492.91,489.63,496.47,502.56,501.13,506.28,497.72,512.53,495.83,488.03,493.72,480.02,465.76,458.59,459.93,462.51,461.49,454.36
579,M,True,436.43,420.68,422.5,424.03,434.14,427.49,446.86,460.82,482.33,482.79,501.18,506.0,524.82,542.33,560.88,592.2,618.93,611.75,611.29,678.35
580,M,True,560.88,592.2,618.93,611.75,611.29,678.35,701.52,701.11,711.25,718.98,732.79,722.53,748.99,765.14,756.18,786.2,793.83,835.61,813.75,854.3
581,M,False,611.29,678.35,701.52,701.11,711.25,718.98,732.79,722.53,748.99,765.14,756.18,786.2,793.83,835.61,813.75,854.3,876.69,948.4,1007.5,1007.3
582,M,False,732.79,722.53,748.99,765.14,756.18,786.2,793.83,835.61,813.75,854.3,876.69,948.4,1007.5,1007.3,1026.3,1070.6,1103.3,1136.8,1162.9,1226.1
583,M,False,748.99,765.14,756.18,786.2,793.83,835.61,813.75,854.3,876.69,948.4,1007.5,1007.3,1026.3,1070.6,1103.3,1136.8,1162.9,1226.1,1280.4,1274.9
584,M,False,948.4,1007.5,1007.3,1026.3,1070.6,1103.3,1136.8,1162.9,1226.1,1280.4,1274.9,1322.8,1284.2,1313.0,1316.9,1341.8,1360.0,1341.9,1361.8,1330.9
585,M,False,1316.9,1341.8,1360.0,1341.9,1361.8,1330.9,1350.8,1354.6,1348.8,1307.6,1320.6,1313.9,1322.2,1334.9,1365.0,1381.4,1405.8,1403.2,1414.3,1452.1
586,M,True,2000.3,2052.8,2050.9,2030.5,2036.0,2040.9,2059.9,2013.1,2039.4,2043.9,2044.7,1980.9,1953.3,1898.8,1866.4,1874.9,1873.7,1829.8,1802.2,1801.7
587,M,True,2992.9,3070.8,2787.4,3163.3,3210.9,3194.3,3248.4,3169.1,3216.0,3100.9,3249.0,3333.5,3532.3,3581.5,3614.0,3507.5,3503.5,3447.3,3477.7,3380.8
588,M,False,3477.7,3380.8,3472.6,3435.7,3525.6,3486.7,3452.4,3579.3,3563.9,3528.5,3617.9,3649.6,3680.5,3676.0,3596.2,3611.3,3641.4,3660.3,3662.6,3676.7
589,M,True,3953.2,3824.6,3521.8,3783.3,3785.0,3737.6,3652.2,3584.3,3494.2,3417.2,3226.3,2271.4,3817.8,3938.7,4015.4,4000.1,3962.8,4084.2,4059.4,4000.0
590,M,False,3521.8,3783.3,3785.0,3737.6,3652.2,3584.3,3494.2,3417.2,3226.3,2271.4,3817.8,3938.7,4015.4,4000.1,3962.8,4084.2,4059.4,4000.0,4032.0,4055.1
591,M,True,3344.0,2933.0,2929.9,2905.4,2900.1,2935.2,3169.3,2790.4,2783.7,2819.2,2840.1,2672.7,2815.6,2670.7,2842.4,2641.5,2621.2,2786.2,3160.6,2840.6
592,M,False,2670.7,2842.4,2641.5,2621.2,2786.2,3160.6,2840.6,2707.6,3062.8,2802.1,2968.7,2880.8,2542.5,2815.0,2925.9,2676.6,3049.5,2619.1,2960.0,2919.8
593,M,True,2578.4,2620.7,2719.4,2703.3,2745.3,2711.5,2740.3,2685.5,2765.2,2705.5,2674.9,2645.8,2634.2,2605.4,2378.8,2480.2,2503.8,2418.8,2298.6,2328.0
594,M,True,1802.3,1798.8,1804.0,1842.1,1853.6,1805.3,1820.3,1843.3,1841.2,1832.5,1759.2,1798.3,1729.8,1861.9,1774.0,1850.0,1729.4,1680.7,1798.1,1642.7
595,M,False,1190.3,1166.8,1230.7,1154.7,1110.1,1108.6,1143.8,989.2,1181.5,1110.9,1229.1,1090.7,1160.8,1053.6,1147.9,1075.1,1127.1,1118.7,1185.5,1126.7
596,M,True,807.0,822.25,796.33,856.83,866.97,894.06,869.44,845.15,811.97,743.51,956.88,843.95,761.27,812.28,757.51,822.83,758.13,753.28,792.77,742.67
597,M,False,117.96,124.9,125.55,133.82,120.35,126.02,135.57,128.11,124.44,128.56,119.92,99.82,92.682,115.88,101.29,102.67,121.99,116.64,113.86,112.63
598,M,True,120.73,116.61,125.07,125.34,131.86,146.36,142.65,155.66,159.67,160.67,162.57,160.68,168.92,173.35,163.84,170.56,161.19,155.59,148.21,152.12
599,M,False,154.11,161.43,165.61,158.54,166.75,161.22,171.44,170.93,178.32,190.39,173.86,162.97,168.05,168.12,171.24,177.92,171.39,177.4,154.49,161.84
600,M,False,229.03,230.93,235.69,235.25,240.26,234.95,235.07,236.95,235.76,249.34,259.05,267.16,273.8,281.45,277.8,280.48,295.89,297.46,295.87,316.43
601,M,False,19.774,24.336,23.546,20.615,30.173,29.884,39.697,33.769,48.776,74.428,51.426,52.713,55.297,52.011,71.563,70.046,60.454,73.38,82.763,56.791
602,M,False,134.34,82.288,110.07,124.62,115.76,129.04,112.67,132.49,107.75,83.095,91.59,136.11,135.31,54.191,96.08,47.369,4.2634,56.296,3.6074,23.962
603,M,False,561.07,556.33,563.98,578.66,623.61,621.89,619.64,597.73,608.36,605.3,586.34,557.0,573.17,555.4,546.38,552.58,547.64,564.84,569.75,590.51
604,M,False,674.68,667.95,665.42,652.85,639.8,628.26,624.14,583.2,585.99,583.58,584.31,570.5,572.09,582.43,581.46,587.38,572.74,604.55,576.93,589.81
605,M,False,306.24,297.55,287.73,288.28,279.82,288.45,287.91,297.94,298.42,303.28,283.57,298.43,316.21,303.6,298.94,298.68,303.53,292.04,294.19,295.45
606,M,False,536.2,515.28,522.62,539.99,537.22,537.95,548.17,547.03,522.17,582.08,539.21,523.87,549.42,560.62,562.25,587.63,591.74,565.37,600.45,580.34
607,C,True,47.33,40.44,42.185,39.909,39.154,37.401,36.071,32.6,34.689,34.118,41.824,35.485,35.903,36.873,38.955,40.268,41.043,39.291,42.74,45.907
608,C,True,15.049,15.003,10.117,10.064,16.945,4.0479,13.204,6.2777,5.142,9.4897,9.3983,4.0429,5.5062,9.3306,7.5254,0.69334,12.835,3.9427,12.068,18.835
609,C,False,59.917,62.241,57.646,53.223,56.453,67.263,72.201,76.568,71.509,73.18,72.037,67.318,66.115,57.737,60.696,71.946,50.958,59.854,50.857,46.075
610,C,False,226.48,128.87,172.75,88.524,206.59,169.6,133.19,215.55,148.85,107.05,164.01,128.53,177.16,123.5,195.89,163.62,213.09,176.16,205.23,185.18
611,C,False,19.992,17.829,14.719,20.654,15.328,10.369,1.1971,2.4319,9.4273,4.3602,3.5538,9.115,2.4614,2.2154,2.1278,1.9196,1.7857,11.851,12.951,7.2872
612,C,False,3.6849,5.5584,3.6956,5.6212,6.0146,4.4813,5.9596,5.3519,2.9254,1.0027,0.0081226,1.7455,8.6962,10.934,8.2973,13.481,3.298,10.241,17.654,19.558
613,C,False,22.947,57.573,44.15,20.33,23.853,2.8153,8.7031,27.72,26.972,11.388,18.444,23.683,11.612,34.331,29.3,22.298,18.758,23.117,4.6759,12.45
614,C,False,17.613,10.807,1.6994,7.6429,14.031,1.2309,7.5193,14.71,15.969,12.546,2.9411,0.938,3.7244,10.655,7.6142,5.7381,19.14,16.418,1.97,15.391
615,C,False,85.797,115.69,115.09,97.801,124.83,98.401,140.97,115.64,131.8,139.53,155.0,150.3,136.93,124.18,112.76,118.54,104.69,116.14,105.31,91.59
616,C,True,370.59,355.58,364.33,371.34,364.44,358.27,363.48,377.87,371.76,351.44,349.89,368.67,350.51,386.61,362.8,379.99,388.96,333.16,332.05,336.47
617,C,False,411.59,409.74,413.61,397.88,387.26,420.63,431.15,437.74,426.55,436.74,409.69,439.28,465.93,461.01,416.91,411.58,406.65,416.35,357.94,360.89
618,C,False,77.612,77.252,70.431,67.082,68.247,71.253,71.215,73.958,68.671,66.134,66.561,60.83,65.029,64.627,68.796,66.098,59.408,58.484,54.234,61.599
619,C,False,4.8813,27.31,10.967,9.5405,14.296,19.566,13.63,18.908,18.987,18.979,5.4587,20.663,12.126,10.998,22.333,17.744,11.507,34.318,28.893,22.358
620,C,False,170.3,205.23,216.05,188.88,204.65,234.73,217.31,227.3,228.07,252.87,227.72,223.96,209.51,225.27,215.27,221.24,214.51,208.16,216.76,203.53
621,C,True,8.2482,10.309,11.592,9.0504,11.621,11.267,10.79,13.996,12.735,17.087,10.916,13.303,10.616,13.865,15.787,17.656,25.351,26.35,28.295,28.642
622,C,True,35.584,34.672,0.095995,30.17,24.414,54.628,40.567,50.011,71.123,65.636,70.284,69.995,53.903,50.152,32.811,59.838,74.292,37.879,58.028,43.387
623,C,False,60.014,73.84,51.437,61.036,43.912,44.387,56.239,33.344,14.052,49.574,48.931,64.37,70.092,89.651,69.082,78.31,92.467,50.558,58.521,55.159
624,C,False,10.133,5.9339,3.2722,17.513,17.202,10.508,40.659,54.772,52.938,48.369,56.588,45.791,52.432,42.291,48.516,36.054,50.529,23.195,18.684,13.19
625,C,False,52.391,55.679,51.364,46.01,50.328,54.376,52.008,56.421,50.377,53.145,56.814,61.329,58.965,60.012,58.263,53.558,55.411,58.109,63.196,65.353
626,C,True,137.32,140.07,141.51,135.55,137.4,140.43,143.87,88.79,142.86,84.198,81.504,136.4,139.88,147.42,141.48,139.13,146.09,90.945,94.38,146.17
627,C,False,45.114,48.291,47.518,45.668,43.992,41.544,42.52,23.864,24.066,21.748,18.007,39.414,45.91,40.879,26.494,36.383,14.422,2.1982,3.5436,10.82
628,C,False,46.233,37.462,45.57,8.4925,9.1856,4.2218,2.7206,4.7022,12.7,34.202,15.607,15.521,23.671,25.86,31.106,16.699,5.2452,25.404,22.973,35.498
629,C,False,171.69,165.89,163.28,164.96,164.87,166.06,154.85,160.88,149.85,147.89,151.17,146.93,150.87,144.96,149.42,142.54,143.21,144.75,143.24,135.41
630,C,False,7.3782,9.793,10.646,10.424,16.195,12.621,17.734,14.902,19.653,18.886,18.216,11.723,18.091,16.683,15.989,20.026,21.761,23.026,13.58,21.549
631,C,False,293.51,282.24,315.22,280.12,289.65,305.59,287.38,305.02,316.77,330.29,307.44,327.12,332.02,346.38,339.65,349.48,356.62,361.42,345.28,333.81
632,C,False,45.319,45.904,26.847,52.359,36.339,43.591,40.037,19.782,1.4495,20.539,48.276,53.555,23.819,24.102,29.532,33.467,59.248,22.459,75.327,9.087
633,C,True,130.08,133.77,134.64,121.53,130.1,128.6,133.66,133.08,140.28,139.42,136.7,136.17,140.39,135.6,134.93,143.51,157.42,145.38,156.34,145.38
634,C,False,219.65,204.04,214.28,204.84,205.51,216.58,224.71,207.71,222.43,199.19,236.38,211.73,195.64,191.25,226.33,249.34,194.77,190.56,194.07,186.22
635,C,False,11.953,8.7232,10.922,10.704,16.145,21.96,15.366,13.675,8.4776,12.105,13.772,11.888,7.6221,10.832,16.497,10.9,6.1312,5.8892,13.342,12.061
636,C,False,120.91,126.12,128.47,134.61,131.69,130.09,134.38,136.57,138.86,136.96,136.1,147.57,144.88,145.89,150.35,152.08,144.55,154.67,109.08,153.4
