,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10
589,M,False,1.1516e+24,1.1535e+24,1.1474e+24,1.1463e+24,1.1483e+24,1.1525e+24,1.15e+24,1.1549e+24,1.1585e+24,1.1573e+24
590,M,True,9.1216e+23,9.1551e+23,9.1612e+23,9.2299e+23,9.1587e+23,9.1174e+23,9.1706e+23,9.1842e+23,9.1797e+23,9.3009e+23
591,M,False,9.2158e+23,9.2231e+23,9.2645e+23,9.1792e+23,9.2319e+23,9.2181e+23,9.0845e+23,9.1919e+23,9.0985e+23,9.1724e+23
592,M,False,9.2645e+23,9.1792e+23,9.2319e+23,9.2181e+23,9.0845e+23,9.1919e+23,9.0985e+23,9.1724e+23,9.152e+23,9.1038e+23
593,M,True,7.6214e+23,7.7072e+23,7.6606e+23,7.6073e+23,7.5868e+23,7.6184e+23,7.5949e+23,7.5672e+23,7.6284e+23,7.5799e+23
594,M,False,5.9107e+23,6.0743e+23,5.6688e+23,5.6618e+23,5.6931e+23,5.6134e+23,5.4912e+23,5.4012e+23,5.4354e+23,5.4779e+23
595,M,True,1.5503e+22,1.6283e+22,1.6769e+22,1.7401e+22,1.7506e+22,1.6897e+22,1.7458e+22,1.8076e+22,1.747e+22,1.9079e+22
596,M,False,2.448e+22,2.4379e+22,2.4433e+22,2.5573e+22,2.7079e+22,2.7667e+22,2.5998e+22,2.6379e+22,2.7785e+22,2.5731e+22
597,M,True,2.5771e+23,2.6306e+23,2.634e+23,2.5525e+23,2.5518e+23,2.6058e+23,2.6529e+23,2.6338e+23,2.6101e+23,2.5578e+23
598,M,True,2.6801e+23,2.6696e+23,2.668e+23,2.6931e+23,2.6806e+23,2.6957e+23,2.6781e+23,2.6325e+23,2.6504e+23,2.6484e+23
599,M,False,2.7015e+23,2.7091e+23,2.6727e+23,2.6724e+23,2.6677e+23,2.7146e+23,2.7047e+23,2.7178e+23,2.7455e+23,2.7265e+23
600,M,True,3.3843e+23,3.3325e+23,3.3391e+23,3.3834e+23,3.4267e+23,3.3578e+23,3.359e+23,3.3591e+23,3.416e+23,3.4247e+23
601,M,False,3.4584e+23,3.4216e+23,3.401e+23,3.3908e+23,3.4483e+23,3.4569e+23,3.4597e+23,3.4213e+23,3.4869e+23,3.5806e+23
602,M,False,3.8238e+23,3.9509e+23,3.9989e+23,4.093e+23,4.0696e+23,4.1348e+23,4.0977e+23,4.1517e+23,4.0242e+23,4.0232e+23
603,M,False,7.7798e+23,7.7546e+23,7.9427e+23,7.8793e+23,7.8612e+23,8.1256e+23,8.2523e+23,8.4312e+23,8.3661e+23,8.4869e+23
604,M,False,6.3117e+23,6.3507e+23,6.4181e+23,6.4073e+23,6.4332e+23,6.4476e+23,6.3892e+23,6.4331e+23,6.4579e+23,6.455e+23
605,M,False,9.3244e+23,9.3004e+23,9.3141e+23,9.3514e+23,9.3533e+23,9.352e+23,9.3199e+23,9.3373e+23,9.325e+23,9.3025e+23
606,M,True,3.5243e+23,3.5735e+23,3.6295e+23,3.7036e+23,3.7749e+23,3.8142e+23,3.9146e+23,3.9733e+23,3.9846e+23,4.0988e+23
607,M,True,4.5856e+23,4.644e+23,4.8092e+23,4.9931e+23,5.0577e+23,5.1849e+23,5.2532e+23,5.3493e+23,5.422e+23,5.5517e+23
608,M,False,5.0577e+23,5.1849e+23,5.2532e+23,5.3493e+23,5.422e+23,5.5517e+23,5.6457e+23,5.7269e+23,5.834e+23,6.0072e+23
609,M,False,5.6457e+23,5.7269e+23,5.834e+23,6.0072e+23,6.1636e+23,6.3219e+23,6.5075e+23,6.6839e+23,6.7813e+23,6.9082e+23
610,M,False,5.834e+23,6.0072e+23,6.1636e+23,6.3219e+23,6.5075e+23,6.6839e+23,6.7813e+23,6.9082e+23,7.0399e+23,7.1984e+23
611,M,False,7.1984e+23,7.3469e+23,7.4781e+23,7.5986e+23,7.7288e+23,7.814e+23,7.97e+23,8.0472e+23,8.1933e+23,8.307e+23
612,M,False,8.6689e+23,8.7142e+23,8.7504e+23,8.8393e+23,8.8738e+23,8.8651e+23,8.9194e+23,8.9724e+23,8.9985e+23,9.0619e+23
613,M,False,9.0231e+23,9.0943e+23,9.1213e+23,9.1164e+23,9.1781e+23,9.2208e+23,9.312e+23,9.3631e+23,9.4199e+23,9.5063e+23
614,M,True,1.2503e+24,1.2518e+24,1.2587e+24,1.2569e+24,1.2629e+24,1.2654e+24,1.2688e+24,1.2706e+24,1.2694e+24,1.2713e+24
615,M,True,1.4076e+24,1.4154e+24,1.4052e+24,1.4121e+24,1.4155e+24,1.4069e+24,1.3952e+24,1.3883e+24,1.425e+24,1.4088e+24
616,M,False,1.4914e+24,1.4739e+24,1.4848e+24,1.4879e+24,1.477e+24,1.488e+24,1.4852e+24,1.4983e+24,1.4996e+24,1.495e+24
617,M,True,1.6882e+24,1.6992e+24,1.6617e+24,1.6916e+24,1.7065e+24,1.7092e+24,1.7168e+24,1.7005e+24,1.6747e+24,1.6874e+24
618,M,False,1.6617e+24,1.6916e+24,1.7065e+24,1.7092e+24,1.7168e+24,1.7005e+24,1.6747e+24,1.6874e+24,1.6786e+24,1.7648e+24
619,M,True,1.6443e+24,1.6046e+24,1.597e+24,1.6089e+24,1.6004e+24,1.5853e+24,1.6337e+24,1.5956e+24,1.6083e+24,1.5876e+24
620,M,False,1.5844e+24,1.5667e+24,1.6121e+24,1.5986e+24,1.5888e+24,1.6292e+24,1.5892e+24,1.5805e+24,1.5918e+24,1.5704e+24
621,M,False,1.5892e+24,1.5805e+24,1.5918e+24,1.5704e+24,1.5924e+24,1.5851e+24,1.5652e+24,1.6252e+24,1.5984e+24,1.5768e+24
622,M,True,1.457e+24,1.4448e+24,1.4333e+24,1.4339e+24,1.4379e+24,1.4319e+24,1.4354e+24,1.4141e+24,1.4158e+24,1.3985e+24
623,M,True,1.3245e+24,1.2999e+24,1.3044e+24,1.3064e+24,1.3026e+24,1.2958e+24,1.3004e+24,1.3055e+24,1.3065e+24,1.2997e+24
624,M,False,1.3241e+24,1.2892e+24,1.3499e+24,1.2909e+24,1.3523e+24,1.3009e+24,1.3022e+24,1.3041e+24,1.3037e+24,1.3039e+24
625,M,False,1.2927e+24,1.312e+24,1.3052e+24,1.2983e+24,1.2976e+24,1.3325e+24,1.2966e+24,1.3399e+24,1.3132e+24,1.3341e+24
626,M,True,1.1629e+24,1.1664e+24,1.1546e+24,1.1304e+24,1.143e+24,1.1268e+24,1.1218e+24,1.1213e+24,1.1207e+24,1.144e+24
627,M,False,9.5658e+22,9.5813e+22,9.6083e+22,9.7128e+22,9.4478e+22,9.3665e+22,9.4996e+22,9.5407e+22,9.4202e+22,9.5475e+22
628,M,True,2.7016e+23,2.684e+23,2.6827e+23,2.6838e+23,2.6759e+23,2.684e+23,2.6965e+23,2.7134e+23,2.7165e+23,2.6996e+23
629,M,False,2.7574e+23,2.7521e+23,2.728e+23,2.7374e+23,2.7295e+23,2.7188e+23,2.7065e+23,2.7003e+23,2.6799e+23,2.6957e+23
630,M,False,2.6273e+23,2.6419e+23,2.6644e+23,2.6856e+23,2.6855e+23,2.6794e+23,2.684e+23,2.6677e+23,2.6903e+23,2.7242e+23
631,M,False,6.4161e+21,7.3519e+21,9.2986e+21,8.744e+21,1.107e+22,1.2211e+22,1.2065e+22,1.438e+22,1.6173e+22,2.3989e+22
632,M,False,7.8901e+22,9.5137e+22,9.3815e+22,9.7625e+22,9.365e+22,9.0947e+22,9.2602e+22,9.4536e+22,9.4917e+22,9.1575e+22
633,M,False,3.2987e+23,3.3092e+23,3.3284e+23,3.307e+23,3.3146e+23,3.33e+23,3.3489e+23,3.3892e+23,3.3891e+23,3.3839e+23
634,M,False,2.1579e+23,2.181e+23,2.1266e+23,2.0751e+23,2.1193e+23,2.1216e+23,2.0823e+23,2.0796e+23,2.134e+23,2.1767e+23
635,M,False,5.4027e+23,5.4158e+23,5.4272e+23,5.4193e+23,5.4336e+23,5.4323e+23,5.4462e+23,5.4373e+23,5.4414e+23,5.4501e+23
636,M,False,3.0519e+23,3.0392e+23,3.0635e+23,3.0479e+23,3.033e+23,3.0987e+23,3.0795e+23,3.095e+23,3.1008e+23,3.046e+23
637,C,True,1.3581e+23,1.3605e+23,1.3506e+23,1.3596e+23,1.366e+23,1.3752e+23,1.3728e+23,1.4063e+23,1.4091e+23,1.4114e+23
638,C,True,2.764e+22,2.7931e+22,2.779e+22,2.7509e+22,2.8482e+22,2.8133e+22,2.871e+22,2.8208e+22,2.8187e+22,2.8588e+22
639,C,False,4.9291e+22,4.908e+22,4.9472e+22,5.0372e+22,5.0817e+22,5.0134e+22,5.031e+22,5.2337e+22,5.3205e+22,5.3683e+22
640,C,False,2.5454e+23,2.4332e+23,2.3496e+23,2.4178e+23,2.4551e+23,2.7836e+23,2.7821e+23,2.793e+23,2.8023e+23,2.8912e+23
641,C,False,1.3285e+23,1.3266e+23,1.3175e+23,1.3146e+23,1.3261e+23,1.3162e+23,1.2954e+23,1.2789e+23,1.2594e+23,1.2393e+23
642,C,False,2.7745e+21,4.6803e+21,3.7326e+21,4.9984e+21,5.6479e+21,4.44e+21,5.2772e+21,5.8852e+21,6.5078e+21,8.6984e+21
643,C,False,1.9235e+23,2.0996e+23,2.0333e+23,1.7695e+23,1.5912e+23,1.5527e+23,1.4834e+23,1.347e+23,1.3178e+23,1.3427e+23
644,C,False,1.9132e+22,2.1044e+22,1.9839e+22,1.9424e+22,2.1856e+22,2.4178e+22,2.4574e+22,2.5389e+22,2.709e+22,2.7414e+22
645,C,False,4.9564e+23,4.8714e+23,4.8809e+23,4.9246e+23,4.8304e+23,4.8817e+23,4.8907e+23,4.8586e+23,4.8768e+23,4.7968e+23
646,C,True,1.0186e+24,1.0144e+24,1.0157e+24,1.0181e+24,1.0162e+24,1.0123e+24,1.0096e+24,1.0096e+24,1.0055e+24,9.9971e+23
647,C,False,3.5442e+23,3.5338e+23,3.5165e+23,3.5269e+23,3.5497e+23,3.5359e+23,3.5178e+23,3.5027e+23,3.4715e+23,3.4539e+23
648,C,False,1.2265e+23,1.2214e+23,1.2099e+23,1.2109e+23,1.2086e+23,1.1823e+23,1.1597e+23,1.156e+23,1.1364e+23,1.145e+23
649,C,False,7.4993e+22,8.1632e+22,7.6962e+22,7.3748e+22,6.481e+22,6.5678e+22,7.7131e+22,6.4863e+22,6.279e+22,6.2944e+22
650,C,False,6.2498e+23,6.2645e+23,6.2588e+23,6.1726e+23,6.2103e+23,6.2557e+23,6.2319e+23,6.2434e+23,6.1991e+23,6.1906e+23
651,C,True,6.8343e+21,6.4861e+21,6.3437e+21,6.117e+21,5.7529e+21,6.035e+21,5.8139e+21,6.0009e+21,6.1295e+21,6.9589e+21
652,C,True,4.2386e+23,4.2495e+23,4.2418e+23,4.2984e+23,4.2511e+23,4.3037e+23,4.3184e+23,4.3435e+23,4.3419e+23,4.4179e+23
653,C,False,3.0358e+23,3.0259e+23,2.9611e+23,2.9862e+23,2.9802e+23,3.0138e+23,3.0252e+23,3.0118e+23,3.0704e+23,3.1061e+23
654,C,False,1.2196e+23,1.1944e+23,1.177e+23,1.1399e+23,1.1042e+23,1.0639e+23,1.0562e+23,1.0034e+23,1.003e+23,1.0091e+23
655,C,False,6.371e+22,6.3958e+22,6.394e+22,6.4147e+22,6.4197e+22,6.3848e+22,6.4151e+22,6.6357e+22,6.6342e+22,6.727e+22
656,C,True,1.0529e+23,1.0593e+23,1.0768e+23,1.0674e+23,1.0827e+23,1.0769e+23,1.0885e+23,1.0772e+23,1.0829e+23,1.0657e+23
657,C,False,1.9394e+23,1.9353e+23,1.9398e+23,1.9297e+23,1.9149e+23,1.9195e+23,1.9239e+23,1.9235e+23,1.938e+23,1.9492e+23
658,C,False,7.2661e+23,7.2438e+23,7.25e+23,7.1692e+23,7.1614e+23,7.1179e+23,7.1674e+23,7.0381e+23,7.022e+23,6.9819e+23
659,C,False,4.1202e+22,4.12e+22,4.1387e+22,4.0117e+22,3.9852e+22,3.9423e+22,3.9014e+22,3.968e+22,4.0665e+22,4.0125e+22
660,C,False,5.9712e+21,6.2325e+21,6.0037e+21,5.5581e+21,5.925e+21,5.7001e+21,5.6714e+21,5.7945e+21,5.7723e+21,5.9818e+21
661,C,False,2.4515e+23,2.4357e+23,2.4104e+23,2.3849e+23,2.355e+23,2.3512e+23,2.3405e+23,2.3066e+23,2.3082e+23,2.3094e+23
662,C,False,5.6714e+23,5.669e+23,5.6643e+23,5.6771e+23,5.649e+23,5.6704e+23,5.6686e+23,5.6846e+23,5.6564e+23,5.6351e+23
663,C,True,2.0696e+23,2.0667e+23,2.0669e+23,2.0672e+23,2.0699e+23,2.0824e+23,2.0685e+23,2.0673e+23,2.0617e+23,2.0675e+23
664,C,False,4.1346e+23,4.1871e+23,4.0461e+23,4.0607e+23,4.02e+23,4.026e+23,4.0229e+23,4.0731e+23,4.0607e+23,4.0154e+23
665,C,False,1.1551e+22,1.1768e+22,1.2249e+22,1.2233e+22,1.2004e+22,1.1927e+22,1.2858e+22,1.2152e+22,1.1951e+22,1.1837e+22
666,C,False,7.6825e+22,7.8441e+22,7.6802e+22,7.753e+22,7.8559e+22,7.7852e+22,7.7108e+22,7.8178e+22,7.9361e+22,7.9936e+22
667,C,False,4.591e+23,4.6067e+23,4.6023e+23,4.6183e+23,4.5629e+23,4.6139e+23,4.5982e+23,4.5514e+23,4.6136e+23,4.625e+23
668,C,True,1.6364e+23,1.6454e+23,1.6401e+23,1.624e+23,1.634e+23,1.6263e+23,1.6255e+23,1.6176e+23,1.5962e+23,1.6048e+23
669,C,False,1.2263e+22,1.2053e+22,1.1926e+22,1.1944e+22,1.2072e+22,1.1495e+22,1.1496e+22,1.175e+22,1.1526e+22,1.1463e+22
670,C,False,8.0135e+23,8.0961e+23,8.1032e+23,8.1785e+23,8.2495e+23,8.2446e+23,8.2288e+23,8.2351e+23,8.2486e+23,8.3436e+23
671,C,False,1.0529e+23,1.0593e+23,1.0768e+23,1.0674e+23,1.0827e+23,1.0769e+23,1.0885e+23,1.0772e+23,1.0829e+23,1.0657e+23
672,C,False,0.0,1.5229e+20,3.919e+22,1.6487e+19,4.5e+19,9.7277e+18,1.7824e+20,1.9564e+19,2.458e+19,2.408e+20
673,C,True,1.1085e+24,1.1058e+24,1.1005e+24,1.0951e+24,1.0914e+24,1.0925e+24,1.0903e+24,1.0928e+24,1.0908e+24,1.0871e+24
674,C,False,2.4e+22,2.3333e+22,2.3808e+22,2.4932e+22,2.2261e+22,2.3912e+22,2.404e+22,2.4039e+22,2.167e+22,2.5177e+22
675,C,False,9.038e+22,9.295e+22,9.817e+22,1.0005e+23,9.7773e+22,9.5332e+22,1.0189e+23,1.123e+23,1.0524e+23,9.4082e+22
676,C,False,1.8424e+23,2.1795e+23,2.2386e+23,2.2973e+23,2.3527e+23,2.4336e+23,2.3048e+23,2.7821e+23,2.5917e+23,2.8038e+23
677,C,False,1.7027e+22,1.6718e+22,1.702e+22,1.7156e+22,1.6931e+22,1.6138e+22,1.6418e+22,1.6224e+22,1.701e+22,1.705e+22
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,1.0604e+23,1.0683e+23,1.0557e+23,1.0539e+23,1.0513e+23,1.059e+23,1.0665e+23,1.0594e+23,1.0658e+23,1.0724e+23
680,C,False,3.8184e+23,3.8254e+23,3.8092e+23,3.8438e+23,3.7833e+23,3.8116e+23,3.8192e+23,3.8575e+23,3.863e+23,3.8705e+23
681,C,False,9.6532e+21,9.9762e+21,1.0147e+22,1.0467e+22,1.067e+22,1.0434e+22,1.1062e+22,1.1321e+22,1.0626e+22,1.0147e+22
682,C,False,8.2791e+23,8.2923e+23,8.3219e+23,8.2648e+23,8.2516e+23,8.3165e+23,8.3451e+23,8.3467e+23,8.3949e+23,8.3849e+23
683,C,False,1.2928e+23,1.3063e+23,1.2973e+23,1.2854e+23,1.2846e+23,1.2901e+23,1.2891e+23,1.273e+23,1.2879e+23,1.2908e+23
684,C,False,7.7006e+22,7.7199e+22,7.7215e+22,7.8872e+22,8.0569e+22,8.1123e+22,8.319e+22,8.3865e+22,8.3013e+22,8.0887e+22
685,C,False,2.5723e+23,2.5775e+23,2.5691e+23,2.5856e+23,2.6071e+23,2.6266e+23,2.6232e+23,2.6455e+23,2.616e+23,2.6314e+23
686,C,False,1.8863e+22,1.8634e+22,1.8697e+22,1.8354e+22,1.8287e+22,1.8262e+22,1.8888e+22,1.8036e+22,1.8689e+22,1.8793e+22
687,C,False,1.2359e+23,1.1801e+23,1.1776e+23,1.1545e+23,1.133e+23,1.1368e+23,1.0866e+23,1.0695e+23,1.0725e+23,1.0465e+23
688,C,True,5.4228e+22,5.5673e+22,5.6332e+22,4.5553e+22,4.6186e+22,5.5142e+22,5.2954e+22,5.0229e+22,4.8059e+22,4.705e+22
689,C,False,8.875e+23,8.8906e+23,8.8795e+23,8.9002e+23,8.8808e+23,8.9096e+23,8.885e+23,8.893e+23,8.8786e+23,8.8402e+23
690,C,False,4.6831e+22,4.8562e+22,4.8463e+22,4.6083e+22,3.7263e+22,4.4978e+22,3.7429e+22,3.9792e+22,3.8259e+22,4.024e+22
691,C,False,7.0862e+23,7.0844e+23,7.067e+23,7.0555e+23,7.0609e+23,7.0804e+23,7.0481e+23,7.0992e+23,7.0987e+23,7.1034e+23
692,C,False,3.4775e+23,3.4879e+23,3.7035e+23,3.489e+23,3.5029e+23,3.4835e+23,3.4987e+23,3.4944e+23,3.4988e+23,3.5507e+23
693,C,False,3.4795e+22,3.4585e+22,3.5169e+22,3.3926e+22,3.3819e+22,3.3647e+22,3.3585e+22,3.4032e+22,3.4013e+22,3.4513e+22
694,C,False,2.8724e+23,2.8864e+23,2.8943e+23,2.9057e+23,2.8881e+23,2.8682e+23,2.876e+23,2.8575e+23,2.8538e+23,2.8408e+23
695,C,False,2.3731e+22,2.3559e+22,2.3525e+22,2.3575e+22,2.3105e+22,2.29e+22,2.3809e+22,2.4071e+22,2.4122e+22,2.4726e+22
696,C,True,2.9103e+23,2.9051e+23,2.9153e+23,2.8944e+23,2.8947e+23,2.8886e+23,2.8942e+23,2.8199e+23,2.814e+23,2.8688e+23
697,C,False,1.7513e+23,1.5793e+23,1.6166e+23,1.9303e+23,1.7666e+23,1.6198e+23,1.7517e+23,1.7626e+23,1.5614e+23,1.6776e+23
698,C,False,9.8036e+23,9.7624e+23,9.7368e+23,9.7704e+23,9.8043e+23,9.7894e+23,9.7445e+23,9.7304e+23,9.725e+23,9.7311e+23
699,C,False,5.6913e+23,5.6964e+23,5.715e+23,5.7376e+23,5.7825e+23,5.8226e+23,5.8424e+23,5.8265e+23,5.8515e+23,5.8471e+23
700,C,False,4.2703e+23,4.2849e+23,4.2917e+23,4.3003e+23,4.282e+23,4.2861e+23,4.2862e+23,4.2807e+23,4.2851e+23,4.2922e+23
701,C,False,2.9118e+23,2.9275e+23,2.9227e+23,2.8878e+23,2.8602e+23,2.8303e+23,2.8306e+23,2.8261e+23,2.8261e+23,2.817e+23
702,C,False,3.2996e+23,3.302e+23,3.2839e+23,3.2904e+23,3.2443e+23,3.2257e+23,3.1965e+23,3.2058e+23,3.1743e+23,3.1629e+23
703,C,False,2.9217e+23,2.8573e+23,2.8787e+23,2.8552e+23,2.8617e+23,2.8821e+23,2.8645e+23,2.8733e+23,2.8652e+23,2.888e+23
704,C,True,2.0909e+22,2.1211e+22,2.131e+22,2.1577e+22,2.0413e+22,2.0201e+22,1.9552e+22,1.9814e+22,2.1556e+22,2.1647e+22
705,C,False,2.6605e+23,2.6663e+23,2.8122e+23,2.8233e+23,2.8014e+23,2.7515e+23,2.8044e+23,2.7462e+23,2.7407e+23,3.0408e+23
706,C,False,5.0508e+21,5.0956e+21,4.9337e+21,4.8098e+21,4.7811e+21,4.625e+21,4.8526e+21,5.2059e+21,5.3719e+21,5.954e+21
707,C,False,1.9006e+22,1.9486e+22,1.9956e+22,1.9801e+22,2.0316e+22,2.0536e+22,2.0875e+22,2.1027e+22,2.0786e+22,2.0293e+22
708,C,False,1.014e+23,1.0237e+23,1.0375e+23,1.0904e+23,1.1172e+23,1.1451e+23,1.2615e+23,1.3193e+23,1.3336e+23,1.4142e+23
709,C,False,4.3704e+23,4.3332e+23,4.3475e+23,4.3545e+23,4.4049e+23,4.4373e+23,4.4808e+23,4.5328e+23,4.5385e+23,4.5492e+23
710,C,False,8.1683e+21,8.056e+21,7.6961e+21,7.4707e+21,7.6725e+21,7.9966e+21,7.5933e+21,7.7471e+21,7.8144e+21,7.8882e+21
711,C,True,8.0658e+22,7.821e+22,7.7469e+22,7.5926e+22,7.8781e+22,6.9614e+22,7.1307e+22,6.1576e+22,6.15e+22,5.8036e+22
712,C,False,4.1497e+23,4.0909e+23,4.0859e+23,4.0996e+23,4.0823e+23,4.1369e+23,4.137e+23,4.1205e+23,4.1282e+23,4.1335e+23
713,C,False,4.1655e+23,4.1464e+23,4.1248e+23,4.1048e+23,4.1144e+23,4.0839e+23,4.0572e+23,4.0543e+23,4.029e+23,4.0167e+23
714,C,False,1.1216e+23,1.1348e+23,1.13e+23,1.1221e+23,1.1296e+23,1.1086e+23,1.1055e+23,1.0945e+23,1.0779e+23,1.0785e+23
715,C,False,1.1054e+23,1.0874e+23,1.0861e+23,1.1469e+23,1.1577e+23,1.1656e+23,1.2066e+23,1.2172e+23,1.2518e+23,1.2285e+23
716,C,False,1.1404e+23,1.1655e+23,1.1655e+23,1.1729e+23,1.1701e+23,1.1584e+23,1.1554e+23,1.1552e+23,1.1535e+23,1.1284e+23
717,C,False,2.3492e+23,2.3541e+23,2.3553e+23,2.3413e+23,2.3343e+23,2.327e+23,2.3251e+23,2.3334e+23,2.3263e+23,2.3238e+23
718,C,False,7.3916e+23,7.3855e+23,7.398e+23,7.3612e+23,7.3609e+23,7.3993e+23,7.3903e+23,7.3319e+23,7.2761e+23,7.3095e+23
719,C,False,7.4268e+23,7.3933e+23,7.3735e+23,7.356e+23,7.3212e+23,7.2962e+23,7.2901e+23,7.2824e+23,7.278e+23,7.3108e+23
720,C,False,8.6088e+21,8.1961e+21,8.1512e+21,7.8548e+21,7.599e+21,7.3837e+21,7.2783e+21,6.9839e+21,6.7767e+21,6.8133e+21
721,C,False,1.3581e+23,1.3605e+23,1.3506e+23,1.3596e+23,1.366e+23,1.3752e+23,1.3728e+23,1.4063e+23,1.4091e+23,1.4114e+23
722,C,False,4.3184e+23,4.3435e+23,4.3419e+23,4.4179e+23,4.3902e+23,4.4159e+23,4.3268e+23,4.365e+23,4.446e+23,4.3551e+23
723,C,False,5.5363e+23,5.5698e+23,5.6114e+23,5.6047e+23,5.8257e+23,5.7015e+23,5.8211e+23,5.536e+23,5.7194e+23,5.6483e+23
724,C,False,8.5074e+22,8.3787e+22,8.4263e+22,8.5298e+22,8.7011e+22,8.6406e+22,8.5526e+22,8.7003e+22,8.7474e+22,8.9246e+22
725,C,False,6.9106e+22,7.0018e+22,6.9734e+22,6.9398e+22,6.8668e+22,6.712e+22,6.6287e+22,6.487e+22,6.327e+22,6.2931e+22
726,C,False,6.179e+22,6.0777e+22,5.976e+22,5.9238e+22,5.9557e+22,5.9851e+22,5.9767e+22,6.0722e+22,6.1985e+22,6.3345e+22
727,C,False,1.8886e+24,1.8826e+24,1.8887e+24,1.8909e+24,1.8885e+24,1.8924e+24,1.8981e+24,1.8995e+24,1.9037e+24,1.9103e+24
728,C,False,2.3868e+23,2.3653e+23,2.4135e+23,2.4465e+23,2.4872e+23,2.5395e+23,2.5654e+23,2.6093e+23,2.5791e+23,2.6157e+23
729,C,False,1.029e+24,1.0301e+24,1.0303e+24,1.1915e+24,1.0336e+24,1.0301e+24,1.0274e+24,1.027e+24,1.0275e+24,1.0241e+24
730,C,False,2.789e+23,2.791e+23,2.7599e+23,2.7241e+23,2.7331e+23,2.7591e+23,2.7557e+23,2.7621e+23,2.7857e+23,2.7569e+23
731,C,False,1.9215e+23,1.9688e+23,1.9789e+23,1.9711e+23,1.9948e+23,1.9673e+23,1.9993e+23,1.9979e+23,1.9707e+23,1.9498e+23
732,C,False,1.0186e+24,1.0144e+24,1.0157e+24,1.0181e+24,1.0162e+24,1.0123e+24,1.0096e+24,1.0096e+24,1.0055e+24,9.9971e+23
733,C,False,4.2189e+23,4.2114e+23,4.2287e+23,4.2357e+23,4.2487e+23,4.2202e+23,4.236e+23,4.2258e+23,4.1652e+23,4.1832e+23
734,C,False,4.482e+23,4.4766e+23,4.4505e+23,4.4375e+23,4.4161e+23,4.403e+23,4.4166e+23,4.4175e+23,4.3844e+23,4.4205e+23
735,C,False,2.5973e+22,2.5982e+22,2.5954e+22,2.6377e+22,2.7375e+22,2.7075e+22,2.7198e+22,2.8085e+22,2.94e+22,2.9858e+22
736,C,False,2.2989e+23,2.282e+23,2.2945e+23,2.2579e+23,2.2694e+23,2.2471e+23,2.2454e+23,2.2379e+23,2.2242e+23,2.216e+23
737,C,False,7.7545e+22,7.858e+22,7.7468e+22,7.8617e+22,7.8294e+22,7.7198e+22,7.595e+22,7.4719e+22,7.4808e+22,7.3787e+22
738,C,False,6.7579e+23,6.7576e+23,6.6578e+23,6.7326e+23,6.809e+23,6.8003e+23,6.956e+23,6.886e+23,6.9822e+23,6.9379e+23
739,C,False,2.7989e+21,4.0673e+21,5.3994e+21,9.1512e+21,1.1858e+22,1.4119e+22,1.8882e+22,2.6588e+22,2.971e+22,3.7072e+22
740,C,False,1.1637e+23,1.1604e+23,1.1723e+23,1.1947e+23,1.1962e+23,1.1805e+23,1.2048e+23,1.2075e+23,1.2209e+23,1.2197e+23
741,C,False,3.9823e+23,4.0014e+23,3.995e+23,3.9742e+23,3.9753e+23,3.9266e+23,3.9445e+23,3.9386e+23,3.8867e+23,3.8651e+23
742,C,False,1.0479e+23,1.0338e+23,1.0236e+23,1.0282e+23,1.0297e+23,1.0158e+23,1.0275e+23,1.0265e+23,1.0356e+23,1.0272e+23
743,C,False,4.0517e+23,4.1536e+23,4.0594e+23,4.065e+23,4.1521e+23,4.1428e+23,4.2368e+23,4.3062e+23,4.2674e+23,4.5215e+23
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0105e+19,2.4717e+20,6.8757e+20
745,C,False,6.8343e+21,6.4861e+21,6.3437e+21,6.117e+21,5.7529e+21,6.035e+21,5.8139e+21,6.0009e+21,6.1295e+21,6.9589e+21
746,C,False,3.7272e+23,3.7166e+23,3.7474e+23,3.7547e+23,3.7491e+23,3.7371e+23,3.7518e+23,3.7861e+23,3.8087e+23,3.8072e+23
747,C,False,3.5136e+22,3.3715e+22,3.418e+22,3.5623e+22,3.4693e+22,3.4821e+22,3.4414e+22,3.5265e+22,3.4344e+22,3.3941e+22
748,C,False,2.1794e+23,2.1885e+23,2.2188e+23,2.1796e+23,2.2166e+23,2.2226e+23,2.2352e+23,2.2467e+23,2.2674e+23,2.2778e+23
749,C,False,2.4524e+23,2.3327e+23,2.4072e+23,2.3294e+23,2.3632e+23,2.5014e+23,2.3261e+23,2.3389e+23,2.3625e+23,2.3563e+23
750,C,False,1.4574e+23,1.4689e+23,1.4661e+23,1.4535e+23,1.4568e+23,1.4742e+23,1.486e+23,1.4788e+23,1.468e+23,1.4532e+23
751,C,False,1.6364e+23,1.6454e+23,1.6401e+23,1.624e+23,1.634e+23,1.6263e+23,1.6255e+23,1.6176e+23,1.5962e+23,1.6048e+23
752,C,False,2.0485e+22,2.052e+22,2.0786e+22,2.103e+22,2.1422e+22,2.1107e+22,2.0824e+22,2.1215e+22,2.0898e+22,2.0924e+22
