,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10
1268,B,False,0.0,0.0,0.0,0.0,0.0,0.0,17.84,17.468,17.153,17.467
1269,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,B,False,18.902,18.943,19.15,18.851,19.177,19.605,20.413,20.869,21.16,20.88
1271,B,False,16.356,16.305,16.29,16.305,16.039,16.34,16.105,16.234,16.131,16.408
1272,B,False,2.735,2.5321,2.9817,0.0,3.9211,3.5809,3.7941,3.7403,3.8869,4.3674
1273,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,B,False,14.736,14.692,14.738,15.09,14.766,14.809,14.232,14.199,14.286,14.515
1275,B,False,5.4081,5.6619,5.0586,4.677,4.7996,5.0767,4.8767,0.0,0.0,5.0679
1276,B,False,3.1329,3.2246,3.4864,3.5614,0.0,0.0,0.0,0.0,0.0,0.0
1277,B,False,4.8102,4.979,5.0038,4.6655,4.5512,0.0,0.0,0.0,0.0,0.0
1278,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,B,True,14.881,14.91,14.403,14.087,14.182,14.093,13.733,13.976,13.858,13.967
1280,B,False,34.019,33.373,34.474,34.62,34.298,34.045,34.806,35.108,35.108,35.406
1281,B,False,16.354,16.006,16.286,16.026,16.619,15.873,16.341,16.339,16.544,16.723
1282,B,False,115.22,96.3,123.68,118.4,113.91,121.01,114.68,119.69,124.59,118.8
1283,B,False,0.0,0.0,0.0,0.0,0.0,0.0,5.5876,5.3375,0.0,0.0
1284,B,False,35.526,35.939,36.385,36.107,34.805,34.558,33.875,33.999,33.004,31.129
1285,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917,1.7107
1286,B,True,29.105,29.238,29.39,29.099,28.841,28.622,29.165,29.496,29.052,29.97
1287,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,B,False,27.016,25.777,25.796,25.49,25.94,25.076,25.045,25.369,26.181,26.624
1289,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,B,False,23.608,24.245,32.626,25.482,30.049,29.341,32.942,36.697,29.701,28.105
1291,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,B,False,22.364,22.58,22.615,22.663,22.809,22.762,22.319,22.546,22.963,22.802
1293,B,False,0.0,0.0,0.0,8.505,8.2849,0.0,6.8319,5.5935,5.5827,5.6922
1294,B,False,64.931,68.702,71.183,63.161,56.888,58.668,59.599,73.466,21.649,67.671
1295,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,B,False,15.766,16.677,16.368,16.061,16.648,16.972,17.702,0.0,0.0,0.0
1297,B,False,16.225,16.365,15.715,15.14,15.079,15.484,14.832,15.001,13.717,14.306
1298,B,False,22.175,21.653,22.131,23.241,23.626,24.386,23.443,23.841,24.233,25.916
1299,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.747
1301,B,False,15.883,15.887,15.583,15.599,15.73,16.192,16.581,16.094,16.313,16.639
1302,B,False,23.339,24.244,24.323,23.814,24.581,23.894,23.628,23.563,22.913,22.692
1303,B,False,32.925,35.487,33.401,30.058,33.0,33.513,33.686,4.8366,6.0479,31.231
1304,B,False,12.199,12.14,12.179,12.406,12.301,12.573,12.169,12.149,12.346,12.386
1305,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,B,True,24.008,25.552,25.798,25.666,25.603,25.712,26.98,27.221,20.237,19.861
1307,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,B,False,19.26,19.317,18.73,18.345,18.259,17.903,17.369,17.324,17.14,17.018
1310,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,B,False,12.51,12.285,12.056,11.622,11.951,12.312,12.591,12.591,12.529,12.629
1312,B,False,29.334,29.105,29.238,29.39,29.099,28.841,28.622,29.165,29.496,29.052
1313,B,False,15.862,16.092,16.125,16.165,16.338,16.394,16.956,17.118,16.733,16.223
1314,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,B,False,66.992,67.762,65.599,66.072,63.278,65.547,68.693,71.455,67.672,64.533
1318,B,False,0.0,0.0,0.0,2.9122,0.0,2.8709,2.7723,2.6087,2.689,0.0
1319,B,False,18.076,18.097,17.918,17.611,17.693,17.773,18.18,17.915,18.334,17.633
1320,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,B,False,0.0,3.3971,2.7891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,B,False,4.7867,2.48,2.5461,2.5896,2.572,2.5377,5.5115,6.86,7.6633,8.4611
1323,B,False,21.481,20.9,21.098,20.658,20.352,21.062,20.745,20.614,21.125,21.321
1324,B,False,20.87,20.67,20.66,20.63,20.788,20.311,20.101,19.73,20.144,20.418
1325,B,False,41.783,41.02,43.581,47.711,43.484,44.929,44.929,43.094,44.399,44.364
1326,B,False,28.675,29.847,30.602,0.0,0.0,0.0,29.515,29.126,27.489,28.326
1327,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,B,False,24.396,25.182,24.53,24.397,24.656,25.428,24.564,24.848,25.977,25.7
1329,B,False,46.972,48.82,48.521,50.582,55.931,52.912,56.725,61.242,61.128,15.008
1330,B,False,0.0,0.0,5.2439,0.0,0.0,5.5502,0.0,0.0,0.0,0.0
1331,B,False,0.0,296.99,0.0,269.03,0.0,0.0,0.0,0.0,0.0,0.0
1332,B,False,22.543,22.339,22.387,22.437,22.454,22.279,22.146,22.266,22.065,21.837
1333,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,B,True,6.9692,6.8827,7.0864,7.0477,7.0464,6.8196,7.2749,7.1255,7.2203,7.1883
1335,B,False,9.6285,11.58,8.4923,11.92,12.871,7.9697,10.214,9.0337,7.8065,8.6561
1336,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,B,True,6.921,3.8191,4.6265,4.7589,4.9586,11.387,7.5123,3.5149,5.0046,10.928
1338,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,B,False,21.255,21.324,21.202,21.031,20.642,20.473,19.66,19.639,19.865,18.341
1341,B,False,6.5124,6.3773,6.4818,6.5033,6.5323,6.4675,6.5991,6.3969,6.4003,6.2795
1342,B,False,2.2853,3.2428,1.2917,4.9313,1.2061,7.1827,6.6008,2.46,2.614,1.6037
1343,B,True,38.675,31.172,31.687,30.778,31.088,32.518,34.602,32.229,30.427,27.034
1344,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,B,False,67.923,64.943,67.019,72.846,71.274,81.163,69.918,81.38,78.736,67.842
1346,B,False,48.884,50.546,51.344,51.746,53.995,54.912,57.502,71.264,60.388,65.607
1347,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.169,47.283
1349,B,False,0.0,0.0,0.0,0.0,0.0,28.675,29.847,30.602,0.0,0.0
1350,B,False,12.747,12.935,13.861,13.506,13.401,13.915,14.411,13.275,12.442,11.184
1351,B,False,19.303,20.106,20.325,20.503,21.385,21.353,20.104,21.836,22.43,21.385
1352,B,True,12.443,12.16,2.2844,12.135,12.74,13.018,13.354,13.865,14.261,14.625
1353,B,False,20.86,20.706,20.546,21.187,21.696,21.475,22.837,23.367,23.992,22.749
1354,B,False,25.121,24.916,25.479,24.679,24.383,24.594,24.067,23.996,24.034,23.995
1355,B,False,19.055,18.292,18.863,17.679,17.6,17.565,17.557,17.272,18.029,18.426
1356,B,False,0.0,0.0,0.0,0.0,0.0,70.789,47.842,49.671,47.689,48.139
1357,B,True,17.404,17.646,18.019,18.602,17.657,17.66,17.452,16.225,16.785,16.668
1358,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,B,True,15.547,15.397,15.26,15.287,15.212,14.629,14.737,14.724,14.651,14.753
1361,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,B,False,4.2008,4.4519,3.7625,3.7333,10.313,5.4162,20.108,0.0,18.059,16.365
1364,B,False,18.624,18.55,18.879,19.133,19.103,18.705,18.673,18.734,18.521,18.814
1365,B,True,91.55,97.864,106.1,102.78,107.69,104.59,0.0,0.0,0.0,114.57
1366,B,False,30.729,25.706,25.556,23.775,29.358,27.725,27.133,22.9,24.145,22.676
1367,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,B,False,29.615,30.419,31.169,30.193,30.356,31.137,32.089,32.252,31.185,31.506
1369,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55,80.969,0.0
1371,B,False,14.727,15.069,14.972,15.233,15.234,14.767,14.939,14.831,14.529,14.452
1372,B,False,0.0,0.0,0.0,0.0,0.0,4.41,4.2888,0.0,4.5452,3.7927
1373,B,False,16.216,15.883,15.935,16.129,15.437,15.576,15.2,15.574,15.57,15.662
1374,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,B,False,49.341,49.913,51.033,52.021,52.301,50.554,51.554,52.346,51.78,53.218
1377,B,True,22.729,22.911,22.447,22.726,22.029,23.214,23.038,22.742,24.073,23.102
1378,B,False,42.397,32.201,56.486,49.181,17.63,31.228,26.947,23.367,39.215,23.014
1379,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,B,False,42.361,43.586,41.245,40.251,41.309,44.869,46.034,45.151,45.535,48.311
1381,B,False,37.223,39.036,38.577,43.415,45.59,42.154,38.885,37.527,37.973,37.781
1382,B,False,38.457,38.634,39.299,39.237,40.192,39.944,39.34,39.051,38.607,39.34
1383,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,B,False,19.429,19.311,19.159,19.24,19.576,19.805,19.448,19.674,19.226,19.113
1387,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,B,False,0.0,20.406,20.19,14.711,19.946,19.671,19.753,19.696,0.0,0.0
1394,B,False,79.948,79.688,80.972,82.333,83.04,85.274,84.161,82.417,86.457,78.943
1395,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,B,True,14.006,13.198,13.198,0.0,14.541,19.026,22.435,29.309,28.008,28.253
1397,B,False,5.6225,5.5765,5.6236,5.6724,5.5904,5.5941,5.5618,5.6365,5.5919,5.4662
1398,B,True,30.993,27.633,25.385,24.924,24.319,25.269,24.849,24.922,24.84,19.115
1399,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,B,False,13.952,14.515,14.915,16.993,15.586,15.25,15.443,14.87,14.657,14.393
1403,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,B,False,28.025,29.223,29.247,28.276,28.106,30.007,28.099,30.33,29.747,27.875
1405,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,B,False,28.403,29.039,29.163,29.155,29.206,29.901,30.18,30.677,30.852,31.762
1407,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,B,False,30.795,30.337,30.672,30.989,31.318,31.324,31.325,31.128,31.505,31.254
1409,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,B,False,11.971,12.019,12.035,11.93,11.789,11.846,12.114,12.079,12.187,12.576
1411,B,False,3.4181,3.5175,3.5365,3.5538,3.5061,3.4861,3.4496,3.4303,3.3959,3.4256
1412,B,False,26.646,27.038,28.135,27.497,28.6,28.74,28.236,29.259,29.57,29.214
1413,B,False,0.0,0.0,72.845,0.0,0.0,0.0,0.0,119.2,112.13,0.0
1414,B,False,20.033,20.291,0.0,19.723,20.291,20.438,0.0,0.0,0.0,20.377
1415,B,False,2.5787,2.5917,2.5933,2.5996,2.5933,2.5686,2.6039,2.6221,2.6039,2.5936
1416,B,False,14.614,14.67,14.825,14.722,14.878,14.95,14.977,14.936,14.947,14.926
1417,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,B,False,2.6674,2.6674,2.4154,2.2612,2.2453,2.1342,0.0,0.0,0.0,0.0
1421,B,False,26.138,10.606,23.408,21.68,13.401,15.953,15.241,14.531,11.9,19.997
1422,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,B,False,11.733,11.819,11.895,11.357,10.123,10.966,11.275,10.568,10.743,11.049
1424,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,B,False,19.319,19.198,18.988,18.985,18.876,18.909,18.52,18.556,18.427,18.2
1426,B,False,23.582,23.079,23.545,23.383,24.521,25.734,24.751,23.86,24.581,23.888
1427,B,False,33.599,33.355,31.56,29.834,27.338,26.012,25.157,24.975,24.608,24.478
1428,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,B,False,21.51,21.334,21.104,20.595,19.674,20.115,20.492,20.126,20.279,19.202
1433,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,B,False,2.6351,3.0239,3.0781,3.579,3.7538,3.8373,4.4484,0.0,0.0,0.0
1436,B,False,3.5266,3.6292,3.5636,3.5856,3.6292,3.7835,4.012,3.7581,4.0393,4.1035
1437,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,B,False,18.939,19.045,18.606,19.079,19.137,19.848,20.028,20.971,19.901,20.217
1441,B,False,92.344,95.772,97.436,97.395,93.424,90.026,91.254,89.836,93.412,91.579
1442,B,False,5.5259,5.5934,5.6009,5.5751,5.4896,5.7006,5.566,5.5437,5.5386,5.5211
1443,B,False,47.488,49.962,49.848,49.849,50.003,49.288,51.818,51.691,51.522,52.783
1444,B,False,8.7974,8.7053,13.467,11.953,11.719,12.077,11.591,11.769,10.518,10.997
1445,B,True,8.542,8.5472,8.6958,8.6342,6.7004,7.0586,8.6717,8.6597,6.6683,8.5828
1446,B,False,13.094,13.293,13.278,13.437,13.244,13.558,14.237,14.195,14.392,14.254
1447,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,B,False,20.558,20.582,20.288,20.4,20.976,21.496,20.506,20.815,20.779,21.281
1450,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,B,False,13.933,19.739,15.108,6.3777,15.753,17.117,12.577,13.89,18.706,13.074
1452,B,True,13.1,13.503,12.911,12.731,12.195,11.728,25.254,23.122,12.059,0.0
1453,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,B,False,18.454,18.482,18.407,18.181,18.307,18.217,18.171,18.314,18.164,18.481
1455,B,False,12.243,12.535,12.005,11.756,11.818,11.753,11.942,12.013,11.971,12.465
1456,B,False,13.945,13.613,13.371,13.951,14.738,14.791,14.673,14.358,14.352,14.149
1457,B,False,27.312,27.155,22.568,27.281,27.48,27.408,0.0,27.476,0.0,27.308
1458,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,B,True,36.516,0.0,0.0,36.401,35.889,0.0,34.539,35.373,0.0,0.0
1460,B,False,21.344,22.156,22.831,24.025,23.836,23.55,21.035,20.966,24.277,21.949
1461,B,False,14.252,14.392,13.853,14.027,14.188,14.481,14.059,14.17,13.667,13.685
1462,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,B,False,4.8098,5.4917,5.4757,5.3582,4.5786,5.5258,5.222,4.3598,4.4555,5.2928
1464,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,B,True,43.066,44.006,43.163,42.603,43.496,44.187,45.175,47.989,47.087,47.38
1467,B,False,2.4946,2.4906,2.5497,2.5668,2.5493,2.558,2.5602,2.5363,2.5049,2.5406
1468,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,B,False,30.488,29.851,31.157,30.393,30.269,29.29,30.408,29.726,28.371,28.364
1470,B,False,19.86,19.197,19.221,19.437,19.614,19.608,19.727,20.06,20.526,20.434
1471,B,False,0.0,0.0,0.0,0.0,31.164,32.836,125.89,73.992,72.508,75.568
1472,B,False,22.439,22.054,13.75,21.909,22.199,15.684,10.555,7.5929,3.0604,2.8904
1473,B,False,5.0233,5.1197,5.1877,5.2174,5.1951,5.2218,5.1907,5.2353,5.2673,5.2674
1474,B,False,0.0,0.0,4.4639,4.3243,4.2763,4.2903,4.2241,4.3772,4.1987,4.1253
1475,B,True,0.0,0.0,0.0,1.9376,1.9877,1.9904,1.8771,0.0,1.8935,1.89
1476,B,False,34.739,35.078,35.667,35.229,31.434,31.296,30.449,30.702,31.239,31.05
1477,B,False,7.819,7.6772,8.3728,89.008,102.18,96.778,111.11,99.731,121.95,100.16
1478,B,False,1.7902,1.8161,1.7571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,B,False,1.6148,1.7854,1.4942,1.7541,0.55038,0.65073,2.0159,1.6892,2.0647,2.2449
1480,B,False,7.2153,7.2153,7.5591,126.69,8.2352,7.8617,113.71,91.8,87.066,88.497
1481,B,True,4.7623,0.0,4.4373,21.213,4.8316,0.0,13.977,7.1464,0.0,14.588
1482,B,False,26.965,27.021,26.127,26.464,25.859,26.225,27.017,27.38,29.015,26.76
1483,B,False,40.264,40.96,41.485,41.426,42.154,43.577,46.091,42.829,43.77,43.845
1484,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,B,False,4.3568,4.2523,5.0249,4.0015,4.2517,4.569,4.026,4.7095,4.4875,3.9427
1486,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,B,False,8.1873,8.9643,4.5399,6.0176,8.3104,4.2579,6.4307,6.6415,6.0896,6.6933
1488,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,B,False,14.97,15.319,15.705,15.782,15.637,15.574,15.561,15.832,15.832,15.804
1490,B,False,0.0,0.0,0.0,0.0,0.0,0.0,8.8399,0.0,0.0,0.0
1491,B,False,50.582,55.931,52.912,56.725,61.242,61.128,15.008,9.8859,14.913,14.598
1492,B,False,61.94,60.532,59.914,58.415,59.238,58.712,58.332,58.403,59.144,59.373
1493,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.657,2.5776,2.4947
1494,B,False,25.093,22.419,26.366,26.095,26.647,26.326,26.449,26.214,26.61,26.528
1495,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,B,False,43.018,42.416,42.152,43.456,43.444,43.331,44.288,48.491,46.695,46.259
1497,B,False,44.246,45.012,45.872,45.021,44.738,43.887,42.704,40.856,39.49,40.194
1498,B,False,9.1571,9.3091,9.2256,9.0288,8.8865,8.9099,8.614,8.8913,9.1598,9.1972
1499,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,B,False,13.961,14.002,14.052,14.1,14.12,14.164,14.074,14.102,14.043,14.062
1501,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,B,False,60.477,59.284,60.881,58.884,58.153,61.396,62.225,62.408,60.034,61.204
1503,B,False,108.12,0.0,114.14,105.32,118.28,102.43,124.84,110.31,94.764,117.23
1504,B,False,21.544,21.152,21.334,21.368,21.595,22.027,22.182,22.364,22.58,22.615
1505,B,False,89.795,95.593,94.335,89.439,90.699,92.368,92.344,95.772,97.436,97.395
1506,B,False,19.01,18.769,18.907,19.489,19.922,20.86,20.706,20.546,21.187,21.696
1507,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,B,False,23.832,23.448,25.281,24.747,24.465,24.138,24.098,25.198,25.734,25.495
1509,B,False,18.114,18.233,18.179,17.842,18.103,18.276,18.105,18.447,18.212,18.621
1510,B,False,18.519,18.556,18.404,18.825,18.761,17.979,18.146,18.624,18.55,18.879
1511,B,False,3.2335,0.0,3.5506,3.6868,3.8259,3.7968,4.1053,3.8678,0.0,0.0
1512,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,B,False,0.0,0.0,5.8476,5.4947,5.3739,5.5475,4.1365,3.4828,0.0,0.0
1514,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,B,False,3.7245,3.0193,2.8566,3.4595,3.0432,3.1993,2.7244,2.967,2.8998,3.7051
1516,B,False,0.0,0.0,0.0,0.0,8.5027,8.5836,0.0,0.0,8.5068,8.7138
1517,B,False,0.0,0.0,0.0,0.0,18.747,15.87,0.0,14.837,16.699,0.0
1518,B,False,31.945,31.758,33.358,33.162,32.957,32.919,32.876,33.131,32.796,32.707
1519,B,False,12.316,11.733,11.819,11.895,11.357,10.123,10.966,11.275,10.568,10.743
1520,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.223
1521,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,B,False,34.386,34.793,35.905,37.192,36.584,40.799,39.609,39.058,41.112,41.398
1523,B,False,17.873,17.861,16.863,16.652,17.074,18.286,17.66,18.264,17.514,17.165
1524,B,False,3.481,4.3751,3.4116,2.8685,2.0599,2.2472,2.7124,2.6959,2.6824,2.5241
1525,B,False,16.529,16.678,16.528,16.271,15.875,16.021,15.968,16.282,16.213,16.223
1526,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.137,0.0,0.0
1527,B,False,76.03,72.565,0.0,2.6277,0.0,0.0,0.0,3.5072,3.5254,83.645
1528,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,B,False,13.915,14.411,13.275,12.442,11.184,12.904,14.361,14.966,15.474,15.901
1530,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5866,9.355,11.189
1533,B,False,12.798,12.99,13.391,13.334,14.183,14.29,14.296,14.439,15.068,15.132
1534,B,False,55.986,50.575,53.342,0.0,57.67,72.501,48.244,43.151,31.805,35.517
1535,B,False,7.0236,7.3605,11.592,7.976,16.572,15.866,16.656,8.0095,8.3434,16.572
1536,B,False,19.808,19.919,20.269,20.432,22.023,21.647,21.596,20.203,22.195,22.991
1537,B,False,8.2922,8.8448,9.3597,3.3425,7.7921,9.8463,13.728,8.4483,10.7,11.486
1538,B,False,30.051,30.069,29.804,33.259,30.713,31.6,32.747,35.707,36.12,34.619
1539,B,False,10.871,11.158,10.583,10.293,10.386,10.808,10.566,10.386,10.984,10.177
1540,B,False,3.699,3.6782,3.6332,3.9204,3.6332,3.3952,0.0,3.3428,0.0,3.4752
1541,B,False,33.752,34.291,34.954,35.275,32.161,32.293,31.91,30.512,30.488,29.851
1542,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,B,False,0.0,0.0,0.0,0.0,0.0,0.0,2.9116,0.0,0.0,0.0
1544,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,B,False,37.82,27.888,36.154,38.128,36.988,37.785,37.406,38.241,0.0,0.0
1546,B,True,10.321,10.422,10.502,10.379,10.336,9.3678,8.9093,9.5645,7.5856,7.5469
1547,B,False,13.467,13.475,13.293,13.41,13.151,13.332,13.765,13.488,13.362,13.306
1548,B,False,7.1255,7.2203,7.1883,6.9298,6.8693,6.836,6.8568,6.7172,6.7776,6.7888
1549,B,False,24.536,25.277,24.983,25.023,25.378,24.927,25.121,24.916,25.479,24.679
1550,B,False,29.39,29.099,28.841,28.622,29.165,29.496,29.052,29.97,29.758,30.252
1551,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,B,False,79.922,87.163,78.746,69.583,83.084,79.205,87.854,64.227,81.204,65.957
1553,B,False,1.8771,0.0,1.8935,1.89,0.0,0.0,1.9967,0.0,0.0,0.0
1554,B,False,0.0,0.0,0.0,0.0,11.661,11.744,12.043,12.083,12.239,12.219
1555,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,B,True,24.518,24.965,24.938,25.639,25.781,25.465,24.909,25.396,24.54,24.767
