,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10
405,M,False,10.758,10.853,10.81,10.99,10.946,10.846,11.041,11.007,10.887,11.123
406,M,True,7.7897,8.9796,10.769,10.055,27.793,10.216,9.9285,9.9773,11.591,10.71
407,M,True,32.88,62.178,66.137,64.769,60.554,59.246,59.071,58.181,57.509,62.555
408,M,True,57.913,57.23,56.918,54.113,53.673,58.104,59.703,59.523,55.461,60.463
409,M,True,12.386,12.601,12.596,12.6,12.731,12.69,12.735,12.803,13.02,12.933
410,M,True,68.678,73.38,73.281,76.364,72.125,77.329,69.195,73.454,92.116,79.677
411,M,False,12.425,11.912,11.315,11.259,10.889,10.917,13.096,14.309,14.273,13.03
412,M,False,95.8,92.934,97.041,99.932,103.45,91.697,101.86,97.556,92.662,107.77
413,M,False,15.027,14.761,14.734,14.979,14.789,14.731,14.619,14.571,14.761,14.729
414,M,False,87.95,97.008,98.506,102.99,104.36,118.58,118.86,115.14,118.38,117.57
415,M,False,6.0049,5.9216,5.7712,5.4203,5.369,5.1327,5.1978,5.0929,4.8063,4.5384
416,M,False,62.402,64.513,65.795,65.873,63.364,62.954,63.587,64.012,61.548,60.794
417,M,False,102.7,98.812,97.31,84.675,81.849,79.104,79.789,74.0,69.446,66.322
418,M,True,11.55,11.167,11.043,10.999,10.378,10.144,10.02,10.069,10.738,10.951
419,M,False,11.875,11.965,12.473,12.14,13.001,12.99,12.761,12.846,12.206,12.035
420,M,False,60.449,60.146,60.809,60.026,60.632,59.141,61.53,63.215,61.169,63.532
421,M,False,41.722,41.981,41.405,40.579,41.574,43.397,42.761,40.895,38.293,43.264
422,M,False,42.743,42.446,43.154,43.25,43.013,43.568,42.897,42.953,42.865,43.286
423,M,True,290.47,284.22,283.9,279.51,276.85,200.92,174.12,272.26,271.14,264.73
424,M,False,283.9,279.51,276.85,200.92,174.12,272.26,271.14,264.73,257.56,261.4
425,M,False,149.97,121.32,235.97,144.3,183.21,143.39,134.77,126.42,250.55,131.09
426,M,True,3.1907,3.8771,1.1685,4.3261,1.507,1.7029,1.6262,1.3002,1.6685,1.565
427,M,True,6.7644,6.942,7.0022,6.6322,6.9962,6.9638,7.0252,6.9865,6.8803,6.9534
428,M,False,5.604,5.4761,5.4983,5.388,5.2917,5.2646,5.3456,5.4519,5.3704,5.3799
429,M,False,5.4018,5.3169,5.432,5.36,5.3876,5.3037,5.3703,5.276,5.2546,5.1632
430,M,False,5.3876,5.3037,5.3703,5.276,5.2546,5.1632,5.2762,5.1538,5.1779,5.1785
431,M,False,5.1667,5.1865,5.0179,5.0836,5.1836,5.1829,5.2165,4.9278,5.1333,5.1147
432,M,True,4.458,4.3415,4.4294,4.3684,4.3415,4.3173,4.332,4.3119,4.304,4.325
433,M,False,4.2451,4.315,4.2255,4.3076,4.2549,4.272,4.3325,4.2759,4.2809,4.328
434,M,True,4.7976,4.7487,4.8167,4.7991,4.7967,4.7868,4.8102,4.7806,4.765,4.8321
435,M,True,4.7268,4.754,4.7413,4.7379,4.8267,4.7901,4.8485,4.8545,4.7675,4.7998
436,M,True,5.564,5.656,5.6358,5.7172,5.724,5.6613,5.6303,5.6096,5.5942,5.6707
437,M,False,5.6358,5.7172,5.724,5.6613,5.6303,5.6096,5.5942,5.6707,5.7489,5.6241
438,M,False,5.5942,5.6707,5.7489,5.6241,5.643,5.6854,5.7044,5.7043,5.7361,5.6269
439,M,False,5.7502,5.6441,5.6492,5.7274,5.6908,5.7083,5.6452,5.6635,5.6164,5.6611
440,M,False,5.6164,5.6611,5.7028,5.6864,5.6014,5.6004,5.6164,5.6394,5.6473,5.6897
441,M,True,5.6897,5.722,5.6786,5.6588,5.6853,5.6907,5.6798,5.7595,5.8725,5.7774
442,M,False,5.6854,5.687,5.744,5.6988,5.7095,5.7275,5.7392,5.6385,5.6463,5.7221
443,M,False,5.8343,5.7876,5.8513,5.8018,5.8442,5.9009,5.8377,5.8999,5.8469,5.927
444,M,False,6.0175,5.7228,6.0019,6.012,5.9502,6.0087,5.9444,6.0,6.0093,5.9448
445,M,False,5.9444,6.0,6.0093,5.9448,5.9423,5.8856,5.9507,5.8832,5.8761,5.8839
446,M,True,5.9147,5.9332,5.9778,6.0106,5.3836,5.4045,5.3157,5.2839,5.3957,5.2555
447,M,True,6.4311,6.4361,4.2277,4.209,4.1422,4.1838,6.3393,4.1998,4.2093,4.1515
448,M,False,4.1697,3.9737,3.9315,4.1212,4.843,5.0959,5.2669,5.5375,5.1447,8.075
449,M,False,9.5364,13.597,14.208,13.201,12.869,13.966,13.621,14.696,14.845,16.286
450,M,False,16.286,14.605,16.756,17.05,16.55,16.9,16.178,15.562,16.101,15.832
451,M,False,13.773,13.61,15.112,14.242,15.527,16.868,16.567,13.266,12.808,14.732
452,M,False,16.325,16.191,14.242,17.239,14.336,13.411,14.606,14.744,15.38,16.027
453,M,False,13.595,14.08,14.818,13.293,14.984,15.015,13.036,12.593,13.831,14.327
454,M,False,14.984,15.015,13.036,12.593,13.831,14.327,14.196,14.427,14.317,14.551
455,M,False,13.865,13.877,14.467,14.379,12.977,12.628,13.141,12.911,13.329,13.195
456,M,True,67.001,70.762,75.971,76.785,76.693,88.433,83.65,87.882,78.971,79.316
457,M,False,66.416,62.732,67.977,61.483,62.158,64.512,62.986,63.408,63.493,62.933
458,M,True,38.607,49.705,48.558,57.505,47.871,35.361,32.764,46.673,33.595,46.345
459,M,True,57.489,45.35,21.902,21.5,20.797,20.757,20.493,20.741,21.111,21.041
460,M,True,14.48,14.971,14.977,14.742,14.938,15.415,15.432,15.022,15.013,15.128
461,M,False,13.584,13.28,13.493,13.461,13.289,12.965,13.03,12.885,12.598,12.949
462,M,False,12.541,12.643,12.405,12.433,12.846,12.798,12.481,12.752,12.661,12.448
463,M,False,13.414,13.5,13.676,13.461,13.423,13.322,13.535,13.527,13.307,13.24
464,M,False,10.309,10.318,10.244,10.165,10.248,10.33,10.127,10.027,10.133,10.338
465,M,True,20.19,22.848,22.487,21.94,21.715,21.313,21.495,20.803,20.233,20.149
466,M,True,20.546,18.782,24.302,24.323,16.539,17.05,16.396,16.944,18.342,20.686
467,M,False,18.88,18.661,16.986,17.157,16.807,17.059,17.039,16.743,16.785,16.897
468,M,False,12.359,12.549,12.444,12.482,12.346,12.419,12.364,12.293,12.402,12.45
469,M,True,10.874,10.767,10.786,10.7,10.879,10.966,11.26,11.299,11.336,11.376
470,M,False,11.449,11.354,11.453,11.146,11.229,11.053,11.262,11.316,11.612,11.51
471,M,False,11.45,11.475,10.821,11.435,11.368,11.018,10.751,11.13,10.78,10.945
472,M,False,46.212,46.538,46.807,47.462,48.281,48.831,48.496,49.285,49.24,49.72
473,M,True,32.528,32.22,32.248,32.081,31.655,31.761,31.903,32.288,32.152,32.993
474,M,True,17.183,17.225,17.065,16.751,17.402,17.01,17.59,17.479,18.415,18.427
475,M,False,33.275,33.402,33.205,33.221,33.861,33.735,34.297,33.955,33.744,33.556
476,M,True,18.008,18.217,18.226,18.427,18.506,18.439,18.133,18.324,17.973,17.837
477,M,True,26.695,26.813,26.855,26.965,27.087,26.882,28.909,28.351,27.099,27.74
478,M,False,11.277,11.206,11.276,11.226,11.207,11.243,11.267,11.355,11.336,11.279
479,M,False,32.076,32.945,31.118,28.915,33.553,41.205,43.205,39.052,43.348,39.537
480,M,False,11.097,11.093,11.091,11.197,11.326,11.133,10.975,10.62,10.522,10.461
481,M,False,11.179,11.267,11.324,11.288,11.281,11.157,11.176,11.269,11.28,11.347
482,M,False,13.125,13.016,13.055,13.193,13.096,13.173,13.194,13.255,13.408,13.182
483,M,False,25.052,24.884,24.896,24.53,24.479,24.628,24.854,24.692,24.882,25.032
484,M,False,20.774,20.925,21.14,20.97,21.143,21.467,21.388,21.275,21.382,21.227
485,M,False,7.0222,6.683,5.1499,11.443,4.8617,9.3709,10.505,11.403,10.6,21.942
486,M,True,21.082,21.399,21.006,21.209,21.323,20.985,20.788,20.7,20.609,20.839
487,M,False,20.016,19.81,20.124,19.961,19.865,19.983,19.996,19.914,20.071,19.832
488,M,False,19.833,19.778,19.769,19.794,19.625,19.78,19.474,19.305,19.223,19.256
489,M,False,40.47,39.519,39.669,39.688,39.183,38.955,39.016,39.899,39.827,40.804
490,M,False,51.452,52.54,52.48,52.613,52.593,52.541,53.046,52.312,52.297,52.382
491,M,False,73.232,72.787,69.883,73.423,79.427,80.242,83.357,82.933,81.814,80.379
492,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,M,False,31.484,21.393,24.164,29.44,14.789,17.595,18.985,26.319,26.256,21.421
494,M,False,28.172,28.219,17.364,16.119,15.943,16.25,9.2615,7.9453,8.2459,6.396
495,M,False,21.245,23.055,26.532,23.268,25.171,24.979,25.998,26.787,26.417,27.347
496,M,True,15.075,14.287,14.504,13.844,14.167,14.467,14.395,13.896,13.969,13.662
497,M,False,12.387,12.453,12.527,12.448,12.428,12.517,11.994,11.834,11.432,11.5
498,M,True,10.155,9.9976,10.22,10.028,10.045,10.267,10.252,10.283,10.426,10.306
499,M,True,6.08,6.1075,6.1426,6.0836,6.1423,6.2213,6.0597,6.1995,6.1088,6.0938
500,M,False,5.8933,5.7682,5.6541,5.6731,5.5966,5.6118,5.6202,5.6158,5.6167,5.4994
501,M,True,5.7303,5.7774,5.685,5.6385,5.6215,5.6821,5.5996,5.7372,5.6164,5.6495
502,M,False,5.6385,5.6215,5.6821,5.5996,5.7372,5.6164,5.6495,5.6547,5.7054,5.7668
503,M,False,5.7054,5.7668,5.7513,5.7134,5.6602,5.7566,5.7774,5.7059,5.7346,5.7197
504,M,False,5.931,5.9125,5.8343,5.8598,5.854,5.9422,5.9163,5.9794,5.9944,5.9725
505,M,False,6.2776,6.3286,6.3166,6.2599,6.2547,6.2238,6.2231,6.2357,6.2652,6.2584
506,M,False,8.581,8.6148,8.6279,8.672,8.6533,8.5939,8.5983,8.6611,8.7489,8.7026
507,M,True,10.662,10.759,10.599,10.604,10.539,10.455,10.561,10.497,10.499,10.541
508,M,True,11.636,11.918,11.89,12.182,12.046,12.129,11.869,12.298,12.392,12.613
509,M,False,12.821,12.951,12.856,12.964,12.974,12.825,12.819,12.988,13.01,12.982
510,M,False,14.456,14.689,14.389,14.51,14.732,15.05,14.64,15.035,15.041,15.299
511,M,False,20.718,21.136,20.6,20.835,21.544,20.9,20.727,20.659,20.837,21.087
512,M,False,15.619,8.5592,17.013,16.996,16.024,17.303,18.086,13.254,17.603,18.671
513,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,M,True,32.388,31.656,45.796,43.65,43.608,33.535,32.939,34.392,29.306,30.214
515,M,False,25.645,25.604,25.659,27.249,32.136,30.404,31.32,32.307,33.609,34.778
516,M,False,33.609,34.778,37.438,34.492,35.138,35.77,39.932,41.853,41.396,41.898
517,M,False,28.815,39.024,41.778,29.386,20.371,18.738,22.71,21.153,16.687,19.5
518,M,False,34.255,39.045,40.435,40.48,42.316,40.496,37.815,22.117,27.254,23.906
519,M,True,12.07,12.232,12.266,12.253,12.407,12.291,12.544,12.327,12.52,12.434
520,M,False,12.581,12.497,12.598,12.695,12.513,12.546,12.444,12.681,12.516,12.359
521,M,False,27.29,29.583,28.945,29.688,27.53,28.304,28.191,26.118,23.948,20.679
522,M,True,16.735,16.61,16.242,16.938,16.71,17.803,17.621,17.983,18.198,18.885
523,M,False,42.874,43.694,41.561,41.899,41.935,41.446,44.171,43.432,46.023,44.274
524,M,False,2.1622,0.0,0.0,0.0,0.0,0.0,0.0,2.6863,2.6905,3.2766
525,M,False,12.167,12.022,11.942,12.113,11.891,12.03,11.952,12.099,12.104,11.996
526,M,True,9.0242,8.9429,9.0727,9.093,9.0736,9.0588,9.1512,9.1662,9.118,9.1856
527,M,False,9.5862,9.5755,9.5838,9.5556,9.5779,9.5765,9.6574,9.5841,9.5725,9.6057
528,M,False,9.6574,9.5841,9.5725,9.6057,9.565,9.5721,9.5426,9.6038,9.5542,9.5707
529,M,True,5.3,5.4808,5.4815,5.4491,5.2661,5.1098,5.1958,5.3207,5.4958,5.5634
530,M,False,6.0953,6.2432,6.1338,6.2247,6.1916,6.2116,6.3732,6.3951,6.3664,6.4867
531,M,False,11.573,11.518,11.292,11.398,11.459,11.439,11.481,11.597,11.603,11.624
532,M,False,14.371,14.357,14.396,14.326,14.422,14.417,14.571,14.46,14.545,14.674
533,M,False,64.56,52.348,51.771,59.846,58.91,51.897,63.114,58.649,54.067,53.783
534,M,True,30.22,28.498,27.677,27.659,27.38,27.376,27.122,28.466,25.946,26.33
535,M,False,11.019,11.127,11.111,11.132,11.329,11.43,11.443,11.243,11.263,11.265
536,M,True,14.34,14.005,13.791,13.635,13.943,13.78,13.422,13.569,13.278,13.584
537,M,True,11.916,12.1,11.21,11.245,11.466,10.696,10.934,10.847,10.526,10.351
538,M,False,11.059,11.277,11.337,11.087,10.995,10.94,11.083,10.839,10.806,10.461
539,M,True,9.7593,9.9453,10.077,10.01,10.143,10.352,10.249,10.506,10.396,10.452
540,M,False,10.903,11.016,10.965,10.882,10.745,10.767,10.966,10.873,11.029,11.127
541,M,True,11.467,11.605,11.657,11.591,11.53,11.537,11.611,11.698,11.505,11.539
542,M,False,10.789,10.85,10.76,10.848,10.768,10.728,10.813,10.781,10.795,10.596
543,M,False,13.083,13.185,13.187,13.195,13.245,13.23,13.29,13.203,13.288,13.165
544,M,True,15.198,15.244,15.197,15.095,15.179,14.986,15.084,15.18,15.064,14.435
545,M,False,15.339,15.37,15.408,15.446,15.486,15.745,15.773,15.871,15.99,16.247
546,M,False,34.369,33.58,35.31,34.915,38.105,30.966,29.365,32.303,31.64,34.07
547,M,False,8.236,8.2208,8.0196,7.8676,7.8411,7.7885,7.8063,8.2696,8.2477,8.2684
548,M,False,18.702,18.496,18.433,18.546,18.682,18.269,19.079,19.352,19.216,19.458
549,M,True,10.309,10.37,10.348,10.357,10.373,10.518,10.465,10.433,10.473,10.49
550,M,True,10.876,10.998,10.983,11.022,10.962,10.99,11.027,10.981,10.845,10.872
551,M,True,21.714,22.697,23.364,23.944,24.16,24.543,23.112,24.147,24.221,24.968
552,M,True,11.641,11.531,11.562,11.503,11.584,11.625,11.615,11.639,11.552,11.602
553,M,True,11.963,12.096,11.996,11.937,12.057,11.892,11.938,11.847,12.0,12.073
554,M,False,12.073,11.953,12.014,12.014,12.007,12.011,11.956,11.844,11.735,11.803
555,M,True,29.933,29.68,29.22,28.483,26.848,25.984,25.462,27.278,26.769,27.307
556,M,True,11.864,11.82,11.849,11.677,11.864,11.653,11.639,11.713,11.662,11.811
557,M,False,11.713,11.662,11.811,11.691,11.65,11.674,11.693,11.574,11.653,11.564
558,M,False,25.696,24.168,25.204,25.051,21.959,21.96,20.78,20.963,21.125,21.831
559,M,False,11.65,11.674,11.693,11.574,11.653,11.564,11.646,11.735,11.642,11.633
560,M,False,11.653,11.564,11.646,11.735,11.642,11.633,11.713,11.609,11.504,11.487
561,M,False,22.58,21.752,20.192,20.626,21.395,21.825,21.534,21.491,22.009,21.974
562,M,True,11.19,11.312,11.304,11.123,11.184,11.258,11.212,11.346,11.248,11.23
563,M,True,11.018,11.02,10.947,10.921,11.073,11.23,11.22,11.237,11.233,11.241
564,M,False,10.919,10.965,11.055,11.033,10.984,11.641,11.456,11.759,11.015,11.691
565,M,True,11.262,11.128,11.092,11.215,10.816,10.932,10.898,10.901,10.911,10.851
566,M,True,14.539,14.798,14.939,14.985,15.073,13.258,13.27,15.191,13.344,13.502
567,M,True,15.867,15.918,15.846,16.159,16.342,16.366,16.318,16.614,16.746,16.935
568,M,False,15.274,15.137,15.282,15.495,15.504,15.162,15.363,15.338,15.303,15.625
569,M,False,16.185,16.137,15.802,15.477,15.824,15.96,15.963,15.623,15.571,15.57
570,M,False,22.48,22.23,25.142,27.108,30.244,27.993,30.867,27.501,23.979,23.936
571,M,True,118.57,3.6631,115.33,112.26,112.87,112.66,3.8019,3.5247,3.3209,3.4621
572,M,False,3.5234,3.6862,3.558,3.7642,3.104,3.3843,3.1816,3.6791,3.655,3.5102
573,M,True,13.194,19.57,17.087,15.141,16.418,20.678,8.6433,23.316,13.198,17.874
574,M,False,17.087,15.141,16.418,20.678,8.6433,23.316,13.198,17.874,67.147,22.85
575,M,False,16.774,16.887,16.663,16.668,16.635,16.395,16.384,16.269,16.244,16.188
576,M,True,17.484,17.427,18.173,18.406,18.343,17.999,18.312,18.356,18.238,18.055
577,M,False,22.217,22.32,22.488,22.218,22.341,22.541,21.89,22.245,22.028,22.181
578,M,False,13.294,12.961,12.919,12.948,13.006,13.066,13.086,12.942,12.891,12.976
579,M,False,23.022,23.026,23.039,23.132,23.234,23.646,23.436,23.121,22.799,23.321
580,M,False,79.302,76.657,82.449,91.56,114.55,111.8,100.32,93.171,108.4,116.11
581,M,False,11.009,11.754,11.93,11.687,11.542,11.705,13.377,11.647,11.706,11.747
582,M,False,8.8037,8.9164,8.8879,9.7223,8.7176,8.5117,8.5578,9.3165,9.2046,9.0953
583,M,False,22.916,16.614,16.608,16.265,21.955,21.925,21.307,21.777,21.448,21.789
584,M,False,8.4136,8.3574,7.4455,7.4143,8.1165,8.1419,8.0639,8.1431,7.5995,7.5907
585,M,True,4.4269,4.3368,4.2926,4.2557,4.2794,4.2915,4.2374,4.2456,4.1568,4.2641
586,M,False,5.2218,5.1684,5.3138,5.5666,5.8492,5.753,5.9681,7.7087,7.6241,7.6011
587,M,False,8.2073,7.8312,8.8034,10.792,8.3072,8.3057,7.7552,7.7132,7.2319,7.0015
588,M,True,12.216,12.193,12.239,12.118,12.089,12.078,12.111,12.105,12.17,12.196
589,M,False,12.089,12.078,12.111,12.105,12.17,12.196,12.198,12.102,11.96,11.983
590,M,True,13.999,13.729,13.83,14.01,14.17,14.118,14.157,14.131,13.858,13.954
591,M,False,13.812,13.695,13.575,13.54,13.531,13.621,13.514,13.502,13.368,13.368
592,M,False,13.575,13.54,13.531,13.621,13.514,13.502,13.368,13.368,13.637,13.562
593,M,True,21.21,20.575,20.699,20.547,21.245,21.481,21.317,20.808,21.214,20.774
594,M,False,33.771,37.944,36.464,35.324,34.706,38.239,37.244,35.945,13.456,35.807
595,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,M,False,51.913,2.3207,2.1604,0.0,2.996,0.0,0.0,0.0,0.0,0.0
597,M,True,26.067,26.047,25.85,25.875,25.394,25.564,25.674,25.837,25.738,25.915
598,M,True,26.013,26.174,26.153,26.144,26.021,26.343,26.193,26.504,26.389,26.317
599,M,False,25.77,26.14,26.008,26.081,25.749,25.291,25.199,25.32,25.158,25.443
600,M,True,25.609,25.794,25.962,26.076,25.898,25.93,25.882,26.065,26.468,26.325
601,M,False,26.43,26.784,26.797,27.058,26.932,27.211,27.131,27.272,27.692,27.28
602,M,False,26.731,26.679,26.864,26.818,25.926,25.817,26.222,25.919,26.39,26.184
603,M,False,12.396,12.643,12.053,12.141,12.079,12.116,12.304,12.135,12.34,12.269
604,M,False,12.186,12.229,12.236,12.413,12.3,12.28,12.084,12.053,11.715,11.59
605,M,False,10.371,10.425,9.7968,10.066,10.29,10.514,10.697,10.629,10.883,10.596
606,M,True,4.2658,4.16,4.1118,4.122,5.3372,5.4026,5.2592,5.1824,5.0687,5.0087
607,M,True,4.7459,4.7393,4.6123,4.5372,4.6531,4.6604,4.4766,4.3164,4.3205,4.2242
608,M,False,4.6531,4.6604,4.4766,4.3164,4.3205,4.2242,4.1345,4.0639,4.057,3.9598
609,M,False,4.1345,4.0639,4.057,3.9598,4.0644,3.9685,3.9718,4.0544,4.1284,4.1032
610,M,False,4.057,3.9598,4.0644,3.9685,3.9718,4.0544,4.1284,4.1032,4.1118,4.0224
611,M,False,4.0224,3.8929,3.9038,3.8896,3.8225,3.7838,3.7664,3.649,3.5904,3.454
612,M,False,3.5617,3.5018,3.4016,3.4568,3.4052,3.4257,3.3954,3.4166,3.3432,3.3426
613,M,False,3.3348,3.3499,3.3311,3.3684,3.429,3.3892,3.3764,3.3392,3.3713,3.3552
614,M,True,2.9544,2.9374,2.9659,3.1788,2.9868,2.9497,2.9399,2.9896,2.9833,2.962
615,M,True,3.9642,4.0086,3.9377,3.8724,3.8967,3.9129,3.9568,3.9501,3.97,4.2364
616,M,False,3.8255,3.8492,3.8218,3.8389,3.8055,3.8157,3.7919,3.8519,3.8944,3.8962
617,M,True,3.4922,3.4837,3.4213,3.4593,3.435,3.4519,3.4479,3.4171,3.4343,3.477
618,M,False,3.4213,3.4593,3.435,3.4519,3.4479,3.4171,3.4343,3.477,3.4313,3.5851
619,M,True,3.7912,3.8321,3.8137,3.8565,3.843,3.7779,3.7714,3.849,3.8523,3.7521
620,M,False,3.7847,3.8006,3.7928,3.7619,3.7734,3.8479,3.8355,3.8324,3.8615,3.8771
621,M,False,3.8355,3.8324,3.8615,3.8771,3.9293,3.8705,3.8179,3.8389,3.8748,3.8715
622,M,True,4.723,4.6992,4.7115,4.7274,4.725,4.8117,4.8085,4.8192,4.8818,4.8365
623,M,True,5.7377,5.723,5.8736,5.9329,5.8666,5.8773,5.789,5.7936,5.8331,5.9315
624,M,False,5.8602,5.8952,5.9235,5.8606,5.9811,5.8872,5.9384,6.0293,6.0167,6.0177
625,M,False,6.3749,6.3219,6.4192,6.2995,6.4211,6.3665,6.4979,6.614,6.6522,6.7411
626,M,True,8.9549,9.0096,9.1497,9.1609,9.2604,9.3502,9.576,9.7567,9.9507,9.9502
627,M,False,20.401,20.635,20.74,20.928,20.256,20.923,20.848,21.177,21.244,21.39
628,M,True,0.0,0.0,0.0,0.0,3.1957,0.0,0.0,0.0,0.0,0.0
629,M,False,1.8509,1.8,1.8421,1.838,1.6235,1.5849,0.0,0.0,2.0437,2.0118
630,M,False,6.5769,6.6457,6.7393,6.6956,6.7205,6.7847,6.5889,1.2673,6.7088,6.4662
631,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,M,False,16.017,16.257,16.279,16.22,16.038,15.91,16.321,16.11,16.372,16.473
634,M,False,2.8155,2.7543,2.8783,2.9285,8.0832,7.804,7.7381,7.5942,7.6819,8.1084
635,M,False,6.1248,5.7796,5.4373,5.7013,5.7507,5.7727,5.5168,5.6473,5.6569,5.7465
636,M,False,8.5716,8.0036,8.3722,8.5117,9.1028,9.038,9.7447,9.7954,9.9091,9.0454
637,C,True,3.1186,3.3999,3.192,3.1424,3.3648,3.4655,3.3166,2.5305,3.2558,3.1562
638,C,True,9.5063,9.7306,9.5939,9.5657,9.7041,9.6251,4.2158,4.533,6.5864,6.6392
639,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,C,False,59.341,51.899,52.51,57.546,54.389,49.624,47.72,49.508,64.697,50.61
641,C,False,34.44,35.012,35.239,34.862,35.617,35.366,35.515,35.318,35.469,35.866
642,C,False,1.0835,1.2294,1.1378,1.299,1.2039,3.5768,3.7084,3.4567,2.4969,3.2606
643,C,False,73.863,63.837,75.23,43.92,42.32,80.893,77.585,81.186,80.12,83.197
644,C,False,66.671,51.797,0.0,0.0,43.071,34.294,25.862,20.722,19.613,18.38
645,C,False,12.065,11.998,12.17,11.82,11.717,11.611,11.757,11.695,11.767,11.951
646,C,True,27.827,28.183,27.816,28.04,27.798,27.921,27.805,28.19,28.309,28.263
647,C,False,129.92,130.77,131.99,131.18,131.1,131.13,134.85,135.86,133.6,134.0
648,C,False,28.328,28.398,28.283,28.434,28.396,28.302,27.934,28.227,28.19,28.607
649,C,False,0.0,0.0,0.0,3.1895,0.0,9.3505,0.0,0.0,0.0,0.0
650,C,False,36.795,36.32,39.208,39.212,36.258,36.168,36.399,38.456,36.214,38.805
651,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,C,True,15.392,15.519,15.421,15.351,15.112,15.481,15.134,14.951,14.673,14.726
653,C,False,75.555,75.414,75.589,73.991,75.363,75.429,75.582,74.502,73.74,73.818
654,C,False,29.075,29.632,30.032,31.089,30.739,31.884,31.262,31.788,33.655,31.348
655,C,False,52.799,53.969,52.835,52.117,51.861,52.322,52.515,51.664,52.252,52.131
656,C,True,34.136,33.632,34.233,33.781,34.489,33.917,33.647,33.687,32.788,32.914
657,C,False,28.164,27.949,28.034,28.006,28.655,29.602,29.379,29.072,29.785,29.363
658,C,False,30.252,30.251,29.926,30.414,30.408,30.708,30.821,31.299,31.211,31.058
659,C,False,30.636,26.765,32.062,0.0,20.098,20.098,24.298,21.299,22.745,22.77
660,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,C,False,38.145,39.994,41.627,38.926,39.938,40.602,36.109,35.0,35.172,37.713
662,C,False,56.585,57.105,57.596,57.261,58.424,58.23,58.405,59.129,58.409,59.079
663,C,True,4.3832,3.9809,4.1499,3.9886,3.8623,3.8936,4.0057,3.8504,4.0504,4.05
664,C,False,78.665,74.236,77.781,78.109,78.411,80.102,60.935,61.073,51.862,51.897
665,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,C,False,91.133,88.856,88.473,88.103,88.399,88.175,89.365,88.958,89.912,88.393
667,C,False,2.0632,2.8611,2.4326,2.4434,2.4862,1.7312,1.9236,1.8297,2.8296,3.0568
668,C,True,0.0,8.3083,8.3685,8.3622,8.4013,8.4076,6.3485,8.3749,0.0,0.0
669,C,False,3.7376,3.8839,4.0113,3.8052,3.7376,3.7245,3.8476,3.7914,3.8052,3.7508
670,C,False,9.2697,9.3583,9.3852,9.4685,9.3744,9.3472,9.2888,9.1466,9.206,9.0836
671,C,False,34.136,33.632,34.233,33.781,34.489,33.917,33.647,33.687,32.788,32.914
672,C,False,3.3033,4.0405,3.9426,6.2752,12.412,4.7261,4.9139,2.2291,3.8431,3.0198
673,C,True,27.178,27.274,27.392,27.433,27.31,27.089,26.879,26.955,27.303,27.314
674,C,False,21.922,19.949,20.648,20.406,19.099,18.318,19.551,18.478,18.411,17.969
675,C,False,16.653,55.395,39.459,4.2481,12.413,21.6,20.252,19.516,11.331,13.129
676,C,False,14.748,14.22,10.073,13.631,12.721,9.3413,10.953,9.8546,9.1049,8.797
677,C,False,85.784,67.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,C,True,14.033,11.953,14.463,3.4234,27.116,5.3574,10.122,10.953,4.8191,10.536
679,C,False,16.167,4.5741,13.275,11.993,18.12,15.3,4.6508,12.286,12.039,11.417
680,C,False,62.949,61.793,62.311,62.063,61.891,62.304,62.446,62.768,62.554,61.893
681,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,C,False,26.679,26.594,26.499,26.45,26.517,26.405,26.167,26.272,25.978,26.412
683,C,False,2.2978,2.2877,2.9956,2.3238,2.3276,3.2175,3.287,3.039,3.1649,3.0306
684,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,C,False,355.08,359.8,372.15,379.19,412.43,388.97,387.32,375.33,386.57,398.44
686,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,C,False,68.826,67.217,66.41,67.764,67.688,67.141,64.658,67.146,66.283,66.967
688,C,True,35.544,12.839,5.3707,19.779,3.2101,3.9671,4.176,6.0237,25.034,70.683
689,C,False,19.189,19.124,19.201,19.059,19.073,18.931,18.996,19.0,18.854,18.911
690,C,False,95.807,93.826,0.0,0.0,0.0,0.0,0.0,99.652,88.96,78.095
