,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5,R_VALUE_6,R_VALUE_7,R_VALUE_8,R_VALUE_9,R_VALUE_10
2004,N,False,3.2718,3.2114,3.2721,3.2751,3.2328,3.2221,3.0278,3.0373,3.0328,3.0919
2005,N,False,2.1844,2.7222,2.918,2.9366,2.8048,3.2085,3.2604,3.1281,3.3521,3.1446
2006,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,N,False,4.309,4.3004,4.4319,4.4667,4.5219,4.4913,4.4669,4.4532,4.4301,4.5073
2008,N,False,3.866,4.0065,3.9131,3.889,3.9332,3.9934,3.9817,3.9453,3.9817,3.9837
2009,N,False,4.3495,4.3219,4.2111,4.1038,4.092,4.2721,4.2899,4.1781,4.2461,4.2565
2010,N,False,1.9323,2.4256,2.4314,2.5565,2.4359,2.4445,2.4408,2.4356,2.4323,2.4214
2011,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,N,False,2.6293,0.0,0.0,0.0,0.0,0.0,2.321,2.3426,2.3324,2.3212
2013,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,N,False,3.6972,3.7142,3.8053,3.7879,3.7992,3.8274,3.8077,3.8087,3.838,3.7598
2015,N,False,3.2507,3.3754,3.337,3.314,3.2713,3.2522,3.3986,3.2722,3.2201,3.2432
2016,N,False,2.6252,3.1461,2.2915,2.4761,1.7952,0.0,0.0,1.7916,0.0,2.3279
2017,N,False,3.2292,3.4581,3.6166,3.2026,3.4236,3.4764,3.5393,3.2096,3.2707,3.3575
2018,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,N,False,1.6419,0.0,0.0,2.8495,2.8432,0.0,0.0,0.0,0.0,0.0
2021,N,False,3.2585,3.2447,3.3549,3.0955,3.193,3.1218,2.9436,3.2708,2.9553,3.128
2022,N,False,3.3598,3.5663,3.5772,3.5385,3.5941,3.7603,3.7309,3.7261,3.729,3.7039
2023,N,False,2.9498,2.265,2.9473,2.7477,2.7778,2.9927,2.8353,2.4636,0.0,0.0
2024,N,False,0.0,0.0,0.0,0.0,1.9385,0.0,0.0,0.0,0.0,0.0
2025,N,False,2.0277,2.3345,2.3329,2.4998,2.0181,2.3164,2.3215,2.3289,2.3363,2.336
2026,N,False,3.7411,3.6494,3.454,3.6843,3.5631,3.6967,3.547,3.4909,3.4914,3.5205
2027,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,N,False,0.0,1.6043,0.0,0.0,0.0,0.0,0.0,0.0,2.3941,2.6783
2029,N,False,3.5416,3.6772,3.7034,3.6957,3.5312,3.4099,3.6062,3.6849,3.6964,3.6121
2030,N,False,2.8825,2.8528,2.7894,2.8277,2.8117,1.5109,1.5104,1.9159,0.0,1.8921
2031,N,False,1.7547,0.0,1.8073,1.9157,2.1295,2.1237,2.1103,0.0,0.0,0.0
2032,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,N,False,2.909,2.9674,3.1067,2.9987,2.8916,2.9912,2.8576,2.9729,2.8681,2.5696
2034,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,N,False,2.5328,1.7402,2.581,2.4876,2.6335,2.4263,2.0728,0.0,2.3887,1.6934
2037,N,False,3.3145,3.3636,3.3556,3.3289,3.3336,3.2946,3.3273,3.3271,3.2977,3.3808
2038,N,False,3.2338,3.274,3.153,2.7635,2.6618,3.0455,3.0965,2.9813,3.1253,3.124
2039,N,False,3.4161,3.4521,3.3201,3.2309,3.0333,3.1309,2.9251,2.8181,2.8255,3.1491
2040,N,False,2.2864,2.2782,2.4557,2.4506,2.4541,2.4759,2.6652,2.6739,2.672,2.8004
2041,N,False,2.2745,0.0,0.0,0.0,2.4187,2.4107,0.0,2.2451,2.7161,2.7177
2042,N,False,4.1348,4.1696,4.1611,3.9954,4.2304,4.2051,4.2426,4.2058,4.1599,4.1805
2043,N,False,2.9372,2.9609,3.4067,3.2013,3.2894,2.9806,2.9898,2.7847,3.2995,3.2883
2044,N,False,2.5102,2.7176,2.7263,2.8051,2.9958,2.8901,2.7901,2.3854,2.3268,2.6574
2045,N,False,2.5102,2.7176,2.7263,2.8051,2.9958,2.8901,2.7901,2.3854,2.3268,2.6574
2046,N,False,4.4005,4.4658,4.4669,4.5056,4.4462,4.4311,4.3742,4.3603,4.3615,4.4231
2047,N,False,3.6424,3.6176,3.5616,3.4256,3.2727,3.4104,3.489,3.5444,3.5936,3.4777
2048,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,N,False,4.62,4.6442,4.6332,4.6583,4.639,4.6584,4.6919,4.6792,4.6885,4.6795
2051,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7933,0.0
2052,N,False,1.7398,1.7338,0.0,0.0,2.2878,2.291,1.7325,2.0413,2.0194,2.0207
2053,N,False,2.1918,2.189,2.1866,0.0,1.877,0.0,0.0,0.0,0.0,0.0
2054,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,N,False,0.0,1.9173,1.9244,1.9306,3.0137,2.9313,2.9374,2.8626,2.7423,0.0
2058,N,False,1.9678,0.0,0.0,1.7882,1.7775,2.0891,2.0874,2.0807,2.0789,2.0733
2059,N,False,2.3563,2.5511,2.4033,2.5313,2.0935,0.0,0.0,0.0,1.9588,0.0
2060,N,False,4.4328,4.487,4.4163,4.4239,4.4384,4.4531,4.4373,4.5207,4.5319,4.4863
2061,N,False,2.3371,2.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11
2062,N,False,4.3384,4.2643,4.2383,4.2163,4.2534,4.2769,4.2804,4.275,4.2772,4.3005
2063,N,False,1.8718,1.5944,1.8704,1.8814,2.1437,2.1202,0.0,1.6944,0.0,0.0
2064,N,False,3.1733,2.9976,2.9396,2.75,2.4258,2.3831,2.3706,1.55,2.0039,2.2246
2065,N,False,3.2649,3.1112,3.1125,3.1448,2.9707,2.935,3.3808,3.4694,3.5065,3.3802
2066,N,False,3.8622,3.8388,3.6581,3.5141,3.6031,3.6204,3.5738,3.6476,3.6839,3.597
2067,N,False,3.4554,3.4398,3.4451,3.4286,3.5232,3.3833,3.3553,3.393,3.385,3.4227
2068,N,False,2.4138,2.805,2.4135,2.1055,2.099,2.1043,2.3971,2.0926,2.0944,2.4049
2069,N,False,3.9958,4.0028,4.0389,3.9813,3.947,3.9136,3.9692,3.9635,3.9436,3.8973
2070,N,False,3.4518,3.3929,3.3427,3.3361,3.3373,3.3841,3.2558,3.1928,3.4182,3.33
2071,N,False,2.4846,0.0,2.0265,0.0,2.9483,3.0863,3.1639,2.6174,2.4491,0.0
2072,N,False,2.8789,2.9297,2.4385,2.4349,1.956,2.9256,3.0469,2.9486,1.7459,0.0
2073,N,False,0.0,0.0,2.0376,2.0245,0.0,0.0,0.0,0.0,0.0,0.0
2074,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,N,False,2.1386,2.1444,0.0,0.0,0.0,0.0,0.0,0.0,1.9177,0.0
2078,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,N,False,2.4404,2.893,2.8352,3.1495,2.9629,3.0354,3.0883,2.0731,2.0624,2.2344
2080,N,False,0.0,0.0,0.0,0.0,0.0,3.0973,0.0,0.0,0.0,2.3244
2081,N,False,4.5616,4.5589,4.5203,4.5475,4.5637,4.6032,4.625,4.638,4.665,4.6731
2082,N,False,0.0,0.0,1.9444,2.2351,1.8217,3.1329,3.1514,2.9961,2.9217,3.1952
2083,N,False,2.5473,2.4588,2.735,3.0132,2.8711,2.3749,2.4275,2.6541,2.4158,2.4751
2084,N,False,3.0685,3.3031,3.1697,3.2073,3.1182,3.4702,3.3441,3.1876,3.2922,3.1639
2085,N,False,3.1098,3.1303,3.0425,3.3623,3.1416,3.0264,3.1961,3.3619,2.9074,2.92
2086,N,False,4.5716,4.5302,4.507,4.5588,4.5106,4.5143,4.5141,4.5353,4.5322,4.5568
2087,N,False,2.2845,1.971,1.9726,1.9615,1.948,0.0,0.0,0.0,2.3803,2.7146
2088,N,False,0.0,2.2609,2.2606,2.2535,2.2507,2.248,2.2475,0.0,0.0,0.0
2089,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,N,False,3.2022,3.5381,3.3563,3.3046,3.3045,3.1922,3.0864,3.2159,3.3358,2.9071
2091,N,False,2.8229,2.8991,2.6974,2.6938,2.8343,3.0497,2.8597,2.8199,2.6029,2.866
2092,N,False,1.8458,1.8551,2.1524,2.3144,2.3135,2.3163,2.6001,2.5166,2.5164,2.5138
2093,N,False,2.3567,2.7221,2.5392,1.7548,2.3308,2.4677,2.6548,0.0,2.3484,2.7211
2094,N,False,2.6065,2.6966,2.5415,2.5873,2.6898,2.5384,0.0,0.0,0.0,0.0
2095,N,False,1.7748,1.7971,1.7992,0.0,2.1783,2.3282,0.0,0.0,0.0,0.0
2096,N,False,2.9889,2.9878,2.9836,2.9266,2.7912,2.4011,2.5169,3.0038,2.5027,2.6304
2097,N,False,3.6041,3.5806,3.6408,3.6314,3.7466,3.6237,3.6263,3.6518,3.4669,3.476
2098,N,False,1.5893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543,1.6509
2099,N,False,0.0,2.4439,2.4623,3.1004,3.1041,3.1118,3.0718,3.117,3.1138,2.4423
2100,N,False,1.6525,1.6592,2.1681,1.6712,2.5769,2.1919,1.65,2.4634,2.4456,2.1587
2101,N,False,3.004,3.0289,2.8592,2.8285,3.0194,3.2223,3.284,3.1762,3.3923,3.288
2102,N,False,4.3496,4.3057,4.3506,4.3841,4.3234,4.2868,4.2873,4.2184,4.1973,4.2507
2103,N,False,1.741,2.4667,2.9244,2.8137,0.0,2.1686,2.1664,2.181,2.1854,2.9282
2104,N,False,3.735,3.399,3.5709,3.5559,3.5411,3.5759,3.7731,3.8076,3.649,3.6596
2105,N,False,3.4515,3.3622,3.0807,3.2649,3.2137,3.1032,2.8488,2.9654,3.2654,3.305
2106,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,N,False,2.6795,2.4933,0.0,2.6821,2.3917,2.7649,2.7078,3.0669,3.019,2.8469
2108,N,False,2.9407,2.9258,3.0031,3.1145,3.1202,3.1822,3.2285,3.2655,3.1744,3.1889
2109,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,N,False,4.6717,4.6483,4.6752,4.689,4.6724,4.6569,4.6826,4.722,4.7273,4.7602
2111,N,False,4.0521,4.0671,4.0341,4.0329,4.0929,4.0743,4.0133,3.9064,3.8716,3.8201
2112,N,False,4.5628,4.4866,4.4166,4.5241,4.4509,4.4987,4.5285,4.498,4.4789,4.4728
2113,N,False,2.6712,2.8746,2.8126,2.8053,2.7613,3.0393,3.1196,2.799,2.8268,2.744
2114,N,False,5.0924,5.0912,5.1441,5.1516,5.085,5.0628,5.0995,5.1108,5.0286,4.9979
2115,N,False,0.0,0.0,1.8381,1.8122,1.8027,0.0,0.0,0.0,0.0,0.0
2116,N,False,1.8388,2.2803,0.0,2.8735,2.8742,3.1593,2.1795,0.0,2.5069,2.4952
2117,N,False,3.7665,3.7828,3.7195,3.6448,3.7804,3.7834,3.7715,3.7877,3.8229,3.7077
2118,N,False,3.4416,3.4681,3.0894,2.912,2.9354,3.0132,2.976,2.9686,2.9632,2.6977
2119,N,False,2.661,2.585,2.7212,2.4648,2.3377,2.456,2.462,2.3409,2.3321,2.5341
2120,N,False,2.5706,2.5769,2.7392,2.5607,1.536,0.0,0.0,2.2803,2.2628,0.0
2121,N,False,4.4377,4.4529,4.4987,4.4782,4.4345,4.4613,4.4477,4.4575,4.4507,4.4439
2122,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,N,False,3.6376,3.5493,3.4372,3.5172,3.5671,3.4075,3.6753,3.5873,3.7111,3.5814
2124,N,False,2.5162,2.6137,2.7336,2.6155,2.3717,2.4404,2.582,2.6045,2.7879,2.7332
2125,N,False,2.9693,3.0239,3.0336,3.0422,2.9474,2.6657,3.0879,2.7509,2.5166,2.696
2126,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,N,False,3.1265,3.0922,3.0799,3.1644,3.2199,3.2,3.0234,3.1451,3.0653,2.9568
2128,N,False,3.0157,2.6723,3.2088,2.9092,3.3647,3.184,2.9635,1.4669,1.9112,2.055
2129,N,False,4.632,4.6503,4.7349,4.6317,4.7219,4.6891,4.6362,4.6363,4.6643,4.6837
2130,N,False,4.5702,4.6084,4.648,4.632,4.6503,4.7349,4.6317,4.7219,4.6891,4.6362
2131,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,N,False,0.0,0.0,2.1019,1.4258,1.8173,1.57,1.5686,0.0,0.0,0.0
2133,N,False,3.1305,3.1465,3.1651,3.1455,3.1207,3.1563,3.1858,3.0804,3.0764,3.0428
2134,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,N,False,2.3914,2.396,2.4018,2.1687,2.3141,2.1152,2.2719,2.4252,2.4318,2.4507
2136,N,False,3.7108,3.6827,3.5123,3.6715,3.6961,3.6134,3.633,3.6117,3.2774,3.4715
2137,N,False,1.6871,1.6613,1.7411,1.6935,1.4259,1.6377,1.6525,1.651,1.6439,1.4262
2138,N,False,4.4955,4.5058,4.4918,4.518,4.4969,4.5388,4.5503,4.5376,4.5506,4.6046
2139,N,False,4.5293,4.5501,4.5531,4.5122,4.5048,4.5003,4.5318,4.5569,4.5097,4.479
2140,N,False,2.111,2.5364,2.42,2.959,1.9856,0.0,0.0,2.6821,2.8542,2.5276
2141,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,N,False,4.3828,4.405,4.3867,4.3726,4.3582,4.3788,4.4083,4.427,4.4271,4.3883
2144,N,False,4.5244,4.5703,4.5668,4.5826,4.596,4.5405,4.5596,4.5918,4.558,4.5437
2145,N,False,3.4316,3.3578,3.472,3.4279,3.4278,3.6773,3.4245,3.3629,3.381,3.4721
2146,N,False,2.9273,2.814,2.5205,1.9789,0.0,0.0,2.441,2.2838,2.2857,2.2754
2147,N,False,3.8012,3.7257,3.6429,3.7644,3.7792,3.7883,3.6866,3.7888,3.8097,3.8363
2148,N,False,3.9066,3.9341,3.905,3.9501,3.9141,3.919,3.8991,3.891,3.8935,3.9092
2149,N,False,3.8561,3.6964,3.8919,3.9421,3.9335,3.9538,3.865,4.0481,3.9821,3.846
2150,N,False,3.571,3.5627,3.5453,3.4787,3.4939,3.473,3.5731,3.6159,3.6158,3.6229
2151,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,N,False,2.5434,2.7725,2.6498,2.8719,3.581,3.4942,3.0822,2.6688,3.2828,3.1774
2153,N,False,3.3196,3.2175,3.2524,3.3005,2.8829,0.0,2.8647,2.5705,2.5669,2.5527
2154,N,False,4.8368,4.8334,4.8179,4.814,4.82,4.8318,4.8327,4.8356,4.8341,4.7974
2155,N,False,2.821,2.8334,2.9027,3.0991,3.011,3.0123,3.0806,3.1147,3.1006,3.1652
2156,N,False,2.2326,2.4784,3.0868,2.6025,2.1149,3.2882,2.4928,2.4355,2.4325,2.4368
2157,N,False,3.5236,3.4972,3.422,3.5299,3.52,3.605,3.7634,3.6639,3.609,3.7313
2158,N,False,3.0148,2.5958,2.5979,2.1801,2.7282,2.652,2.5259,2.1611,2.4232,2.4493
2159,N,False,0.0,0.0,0.0,0.0,2.3289,0.0,2.6364,2.9668,2.9675,2.4691
2160,N,False,2.5958,2.5979,2.1801,2.7282,2.652,2.5259,2.1611,2.4232,2.4493,2.4377
2161,N,False,0.0,1.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,N,False,4.6889,4.6384,4.7002,4.6838,4.6561,4.7029,4.6914,4.6779,4.7008,4.6632
2164,N,False,2.1431,2.4156,2.1034,0.0,2.3253,0.0,2.3372,1.4271,0.0,0.0
2165,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,N,False,3.3991,3.3506,3.2524,3.1322,3.0982,3.1342,3.114,3.3008,3.164,3.3226
2167,N,False,3.4939,3.2996,3.2656,3.3763,3.3756,3.2051,3.4594,3.104,0.0,2.0519
2168,N,False,3.1156,3.0763,3.3218,3.2758,3.3369,3.2902,3.2891,3.4311,3.2635,3.341
2169,N,False,3.9428,3.9186,3.7915,3.8686,3.9207,3.9514,3.921,3.8476,3.8356,3.9644
2170,N,False,4.0541,4.0922,3.984,4.077,4.0579,4.0616,3.9477,3.9622,4.1106,4.0713
2171,N,False,2.1275,2.1385,2.2291,2.0927,2.5455,2.5898,2.5069,1.8427,2.1643,1.8076
2172,N,False,2.533,2.5211,2.507,1.7393,1.7434,1.7131,0.0,0.0,0.0,1.9925
2173,N,False,2.6371,2.6304,2.7045,2.4091,2.4113,2.4134,2.4868,2.4505,2.4481,1.7181
2174,N,False,0.0,0.0,2.2865,2.2859,2.2802,2.2893,0.0,0.0,0.0,0.0
2175,N,False,3.0658,3.2958,3.3937,3.217,3.0033,2.8372,2.7911,2.7606,2.7674,3.303
2176,N,False,2.8577,2.9054,2.9943,2.9417,2.9444,2.9168,2.8385,3.3535,3.2682,2.4665
2177,N,False,3.0956,2.9848,3.0009,3.1072,3.1066,3.1019,3.234,3.2051,3.1166,2.8475
2178,N,False,2.777,1.5573,1.5492,1.4987,2.7988,2.7263,0.0,0.0,0.0,0.0
2179,N,False,2.8307,2.7608,2.9196,2.5853,2.5888,2.2588,2.5193,2.7801,2.5742,2.563
2180,N,False,2.5884,2.2751,2.5699,2.5618,2.2657,2.2691,2.2639,2.273,2.5744,2.5619
2181,N,False,0.0,0.0,0.0,0.0,2.0147,2.0207,2.0193,2.0078,1.9961,0.0
2182,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,N,False,3.7628,3.6644,3.7728,3.7792,3.8036,3.7637,3.8092,3.7907,3.7973,3.7173
2184,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,N,False,1.6221,1.6317,1.6247,0.0,1.6228,1.638,0.0,2.086,2.1149,2.1234
2186,N,False,4.2611,4.3173,4.2431,4.2865,4.2261,4.2656,4.226,4.1252,4.1352,4.117
2187,N,False,0.0,0.0,0.0,2.0773,2.0773,2.0911,2.0976,2.1022,0.0,2.7795
2188,N,False,0.0,1.7428,1.732,0.0,0.0,0.0,0.0,0.0,1.7805,1.7815
2189,N,False,1.633,0.0,1.8063,1.7695,1.7651,1.7591,0.0,1.6063,0.0,0.0
2190,N,False,1.8371,2.7582,1.6072,2.4613,2.5133,2.4511,3.0557,2.3625,2.3588,0.0
2191,N,False,0.0,0.0,0.0,0.0,2.022,1.6821,2.5421,2.3237,2.5596,2.0049
2192,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,N,False,4.9992,5.0097,5.0226,5.032,4.9963,4.9209,4.9628,4.9984,5.0508,4.9777
2194,N,False,1.4492,2.1628,1.7784,1.7657,1.7618,2.2622,2.4071,1.7686,1.7738,1.7746
2195,N,False,2.5134,0.0,0.0,2.3182,0.0,0.0,2.5676,0.0,0.0,0.0
2196,N,False,2.9359,2.8019,2.9923,3.2061,3.0358,3.226,2.8002,2.9006,2.8561,2.9088
2197,N,False,3.0336,3.2931,3.0826,3.1145,3.1196,3.4634,3.4016,3.5005,3.4996,3.4916
2198,N,False,2.1547,0.0,1.8749,1.8882,2.2045,2.5125,2.2107,0.0,0.0,0.0
2199,N,False,3.1937,3.1966,2.9636,3.0108,3.1447,3.0537,2.9859,2.7988,2.8822,2.8732
2200,N,False,3.5812,3.635,3.7122,3.6332,3.4712,3.3503,3.7193,3.5366,3.573,3.5282
2201,N,False,2.6842,2.826,2.8766,1.9477,2.5963,2.7832,2.1914,2.8,2.8526,2.5202
2202,N,False,3.2583,2.5405,2.0473,2.027,2.0173,2.8218,2.7381,2.7304,1.6485,1.8089
2203,N,False,2.2458,2.9152,2.9149,2.6505,2.6384,2.5286,2.5252,2.628,2.7778,2.7119
2204,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,N,False,2.6011,2.3064,2.2729,2.3038,2.2997,2.3064,0.0,0.0,0.0,0.0
2206,N,False,4.0965,4.0816,4.1116,4.1802,4.061,4.1407,4.1817,4.1143,4.096,4.1082
2207,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.601,1.5957,1.6265
2208,N,False,2.9849,3.1137,3.1978,3.0788,3.0287,3.1509,2.9802,2.948,2.9489,3.0379
2209,N,False,0.0,2.1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,N,False,2.827,2.9535,3.0221,3.0872,3.2046,2.6011,3.2275,3.1182,2.6203,2.7302
2211,N,False,2.5087,2.5029,3.0401,3.0415,2.5005,2.489,2.485,3.0254,2.7189,3.2548
2212,N,False,2.6618,2.8009,0.0,2.6447,2.6515,0.0,0.0,0.0,0.0,0.0
2213,N,False,3.2613,3.3159,3.3076,3.3671,3.3692,3.3692,3.3249,3.356,3.4708,3.3838
2214,N,False,3.1892,3.2322,3.2141,3.3276,3.32,3.452,3.1742,3.1701,3.0279,2.9707
2215,N,False,1.9247,1.9289,1.9319,2.6303,2.531,2.2273,2.3865,2.6748,2.6743,2.6779
2216,N,False,1.9247,1.9289,1.9319,2.6303,2.531,2.2273,2.3865,2.6748,2.6743,2.6779
2217,N,False,2.7548,2.7165,2.4678,0.0,2.8023,2.8653,2.8695,2.8534,2.8691,1.8549
2218,N,False,3.4131,3.378,3.5889,3.6663,3.5636,0.0,0.0,0.0,3.4369,3.3911
2219,N,False,2.2302,2.2284,2.2304,2.2254,2.2259,2.0457,2.0534,2.0509,1.7365,0.0
2220,N,False,2.4774,2.4725,0.0,2.7052,0.0,2.472,2.4738,2.2115,2.8251,2.2139
2221,N,False,3.481,3.3676,3.3691,3.3761,3.6301,3.64,3.4089,3.5994,3.6123,3.5138
2222,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,N,False,2.7169,2.3262,2.3261,2.6895,2.3323,2.4325,2.7125,2.4296,2.3815,2.2328
2224,N,False,2.1608,2.2205,2.9084,2.9163,2.9927,1.93,3.1318,3.1807,2.8256,3.2979
2225,N,False,0.0,0.0,0.92663,0.95735,0.0,0.0,0.0,0.0,1.7179,1.6955
2226,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,N,False,0.0,2.5422,0.0,0.0,0.0,0.0,2.6709,2.3944,2.3831,2.3711
2228,N,False,2.3337,0.0,0.0,1.8636,1.8575,1.748,1.74,2.4,2.4219,2.505
2229,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,N,False,3.1865,3.2084,3.1118,3.068,2.9971,3.0119,3.0105,3.0468,3.0368,3.0365
2232,N,False,2.3651,2.9563,2.6399,1.9166,2.3899,2.393,2.3978,2.3958,3.2075,2.9863
2233,N,False,0.0,0.0,0.0,0.0,0.0,2.5633,2.9844,2.7809,2.7392,0.0
2234,N,False,2.9846,2.2839,2.3766,2.557,2.3651,2.9563,2.6399,1.9166,2.3899,2.393
2235,N,False,2.5642,2.6689,2.6796,2.7886,2.5582,2.5624,2.714,1.6787,1.6837,1.6698
2236,N,False,3.6792,3.5911,3.726,3.707,3.5778,3.6082,3.7003,3.7225,3.7732,3.7992
2237,N,False,4.1948,4.1689,4.1842,4.1732,4.1714,4.1611,4.05,4.1438,4.1533,4.1519
2238,N,False,2.3105,2.3124,2.2932,2.5017,2.5047,2.4894,2.4835,2.4891,2.4964,2.4871
2239,N,False,3.1127,3.2056,3.0128,3.1702,2.6611,2.6938,2.6088,2.8975,2.9101,2.9317
2240,N,False,0.0,2.2247,2.2464,2.2838,2.4479,2.3423,2.581,2.4151,2.4525,2.831
2241,N,False,3.0302,3.2934,3.1926,3.6279,3.2317,3.5887,3.7076,3.4877,3.4525,3.645
2242,N,False,3.6296,3.695,3.6501,3.5757,3.6792,3.6273,3.5265,3.6208,3.603,3.6435
2243,N,False,0.60945,0.0,2.0614,2.056,1.6458,1.6525,2.3077,2.3147,2.3035,2.2775
2244,N,False,3.5061,3.3863,3.2549,3.3405,3.4666,3.362,3.316,3.4845,3.5352,3.4327
2245,N,False,0.0,2.1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,N,False,2.4065,2.638,2.3988,2.564,2.3432,2.3378,2.0112,2.5149,2.3341,2.0203
2248,N,False,3.4191,3.3987,3.3741,3.5099,3.3663,3.3567,3.3577,3.3735,3.2286,3.5165
2249,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,N,False,3.5204,3.5029,3.4814,3.5031,3.4442,3.4505,3.4512,3.2027,3.2121,2.9401
2251,N,False,2.7563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,N,False,2.7688,2.8809,2.4299,1.9332,1.9394,1.9462,2.2517,2.3931,1.9437,2.0232
2253,N,False,2.8269,2.9358,3.4027,3.3932,2.5173,2.6883,3.4042,3.6182,2.8419,2.9647
2254,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,N,False,3.8158,3.9133,4.0635,3.916,4.0121,3.9756,3.8473,3.9348,3.9182,3.8039
2256,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,N,False,2.8736,2.737,2.831,2.7416,0.0,3.226,3.0417,2.6258,3.284,3.3847
2258,N,False,2.4908,2.734,0.0,2.3919,2.6015,2.9436,2.8164,2.4569,2.4435,2.4452
2259,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,N,False,2.1856,2.378,2.3631,2.7981,2.7455,2.8431,2.2104,2.3927,2.4942,2.8115
2261,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,N,False,3.1357,3.1676,2.6274,2.9801,3.0908,2.9637,2.9833,2.9968,3.1119,3.1112
2263,N,False,0.0,2.9575,2.7367,2.7993,0.0,0.0,2.8557,0.0,2.8014,0.0
