,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5,R_VALUE_6,R_VALUE_7,R_VALUE_8,R_VALUE_9,R_VALUE_10
1745,B,False,3.798,3.9365,3.7936,3.7616,3.8169,3.5621,3.6069,3.8226,3.7716,3.768
1746,B,False,4.6256,4.7359,4.6522,4.708,4.7929,4.8338,4.8645,4.6701,4.7137,4.7067
1747,B,False,3.5458,3.459,3.6157,3.559,3.5471,3.6057,3.6723,3.6598,3.6419,3.6911
1748,B,False,0.0,2.2814,2.2827,0.0,0.0,0.0,0.0,2.5296,0.0,2.5331
1749,B,False,3.7267,3.8303,3.7183,3.7991,3.7998,3.7576,3.8028,3.7891,3.7907,3.8532
1750,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,B,False,0.0,1.9418,0.0,0.0,0.0,0.0,0.0,0.0,2.1734,2.1978
1752,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,B,False,2.6125,2.6084,2.9371,2.8711,2.7834,2.6981,2.6835,2.772,2.8108,2.8095
1754,B,False,2.2241,0.0,2.4995,2.4956,0.0,2.4976,2.6005,0.0,1.9456,2.7786
1755,B,False,3.8351,3.852,3.8288,3.8623,3.9196,4.0146,3.9044,3.8651,3.9497,3.9859
1756,B,True,3.2281,3.2843,3.1122,3.349,3.4679,3.5224,3.3794,3.3479,3.0551,2.5001
1757,B,False,3.2315,3.2189,3.2238,3.244,3.4883,3.3465,3.4056,3.5991,3.5646,3.3731
1758,B,False,2.5683,2.6634,2.9658,2.9229,2.9586,2.4452,2.6258,2.4553,2.4534,2.4446
1759,B,False,3.703,3.7063,3.6648,3.6858,3.6545,3.5506,3.6007,3.5853,3.6589,3.6445
1760,B,False,2.9056,2.8471,2.8389,2.6742,2.7955,2.904,2.9987,2.9466,2.8527,2.8518
1761,B,False,3.5581,3.2767,3.6601,3.5809,3.5773,3.5986,3.5151,3.5183,3.6393,3.5985
1762,B,False,3.8758,3.8904,3.87,3.9157,3.9437,3.968,3.8745,3.9901,3.9494,3.9364
1763,B,False,3.8213,3.8476,3.8799,3.8441,3.8216,3.842,3.8468,3.7986,3.8449,3.8271
1764,B,False,3.55,3.4544,3.5076,3.5259,3.5701,3.5202,3.5298,3.5783,3.5784,3.5784
1765,B,False,2.8376,2.694,2.6992,2.7988,2.7965,2.6916,2.7814,2.973,2.8653,2.8592
1766,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,B,False,0.0,0.0,0.0,2.733,2.943,2.872,2.8982,2.6459,2.6532,2.6596
1768,B,False,3.0338,2.9576,2.9569,3.0744,3.0415,2.8499,3.1905,2.88,2.9528,2.9057
1769,B,False,3.7795,3.7792,3.7515,3.768,3.7911,3.7986,3.7748,3.694,3.7018,3.727
1770,B,False,2.1055,2.1006,0.0,0.0,0.0,0.0,2.7131,2.7071,2.1691,3.0554
1771,B,False,3.9221,4.0723,4.1894,4.1736,4.0516,4.1565,4.2858,4.4343,4.3119,4.421
1772,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,B,False,1.722,1.7173,1.7159,1.7141,1.7197,1.7146,1.7204,1.7302,1.7303,1.7337
1774,B,False,3.9945,4.0305,4.0638,3.9846,3.8524,3.878,3.9058,3.8724,3.8953,3.9565
1775,B,False,2.4836,2.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8456
1776,B,False,0.0,0.0,1.8945,1.8952,1.8955,1.8845,2.3056,1.8687,1.8548,2.6372
1777,B,False,4.1605,4.0396,4.0584,4.0748,4.0446,4.0991,4.0966,4.0511,4.0301,4.1529
1778,B,True,4.0877,4.0658,4.1248,4.1402,4.1644,4.1501,4.1595,4.1646,4.1284,4.1095
1779,B,False,4.1508,4.1777,4.153,4.1141,4.1589,4.1431,4.16,4.2036,4.1549,4.0937
1780,B,False,0.0,0.0,0.0,0.0,0.0,0.0,4.3736,4.3711,4.3266,0.0
1781,B,False,2.4834,2.5405,2.445,2.6861,2.7925,2.6601,3.5275,2.9898,3.5869,3.6901
1782,B,False,3.3737,3.529,3.3886,3.3648,3.411,3.4232,3.5581,3.2767,3.6601,3.5809
1783,B,False,3.413,3.3103,3.3075,3.3056,3.3099,3.3532,3.3848,3.3505,3.3009,3.2965
1784,B,False,2.4129,2.2208,2.2263,2.7154,2.6563,2.826,2.7826,0.0,3.0969,3.293
1785,B,False,3.5556,3.6704,3.6747,3.7086,3.6878,3.5607,3.5319,3.637,3.5435,3.6419
1786,B,False,4.1823,4.2045,4.1679,4.1467,4.203,4.1926,4.1768,4.2193,4.2095,4.2061
1787,B,False,0.0,2.1261,2.1289,2.1328,0.0,0.0,0.0,0.0,2.0045,0.0
1788,B,False,3.9238,3.6624,3.7329,3.5625,3.6865,3.6728,3.617,3.6234,3.2986,3.6767
1789,B,False,1.6334,1.6001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,B,False,2.8465,3.184,2.6601,2.7276,2.5645,2.6305,2.6258,2.5346,2.6083,2.447
1791,B,False,3.3649,3.3686,3.3691,3.3669,3.4334,3.3651,3.5994,3.6472,3.6092,3.6163
1792,B,False,3.8374,3.8159,3.8769,3.9453,3.8908,3.8695,3.8936,3.8454,3.8899,3.8422
1793,B,False,3.0381,2.1584,2.5774,2.8261,2.6675,1.6,2.9235,2.1534,2.6765,2.589
1794,B,False,2.9116,0.0,0.0,0.0,0.0,0.0,0.0,2.1344,2.1328,2.2529
1795,B,False,4.0675,4.0132,4.0521,4.0328,4.0576,4.0667,4.0086,4.0777,4.0,4.079
1796,B,False,1.9284,1.9105,0.0,0.0,2.0961,1.9629,0.0,1.7824,0.0,0.0
1797,B,False,3.5671,3.6067,3.737,3.7791,3.7077,3.7175,3.8133,3.5764,3.3969,3.5222
1798,B,False,4.038,4.0468,4.0278,4.0783,4.0915,3.8931,3.8708,3.8128,3.9089,4.0197
1799,B,False,4.1606,4.1936,4.1331,4.1402,4.1767,4.1816,4.1827,4.1863,4.2235,4.242
1800,B,False,4.1195,4.142,4.1215,4.18,4.225,4.1554,4.177,4.1325,4.0877,4.1423
1801,B,False,3.7652,3.7158,3.7599,3.7308,3.6006,3.6086,3.2367,3.317,3.0853,3.5754
1802,B,False,2.1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803,B,False,3.6825,3.6907,3.541,3.5299,3.5386,3.5541,3.7022,3.7529,3.8377,3.8019
1804,B,False,3.3174,3.4543,3.4803,3.312,3.3085,3.4729,3.3385,3.3753,3.4449,3.3711
1805,B,False,3.4897,3.2594,3.2809,3.3688,3.4336,3.205,3.4034,3.3392,3.4375,3.6035
1806,B,False,3.9909,4.039,4.0356,3.9813,3.888,3.8647,3.9289,3.8816,3.94,3.9317
1807,B,False,3.7407,3.7681,3.7991,3.8795,3.9165,3.931,3.845,3.8634,3.8934,3.8789
1808,B,False,2.8177,2.812,2.8636,2.8836,2.8884,2.982,3.0865,3.1336,2.9688,3.0961
1809,B,False,3.1487,3.1735,2.9786,2.9879,3.007,3.0079,2.9681,2.7566,2.7513,2.7469
1810,B,False,3.9399,3.9354,3.8769,3.9459,3.8351,3.852,3.8288,3.8623,3.9196,4.0146
1811,B,False,3.845,3.8634,3.8934,3.8789,3.9601,3.9346,4.0036,3.9399,3.9354,3.8769
1812,B,False,2.853,1.6816,2.7048,2.4686,3.0945,3.2706,3.2761,3.2851,3.134,3.1381
1813,B,False,4.0038,3.7687,3.8926,3.8918,3.9042,3.9686,4.0317,4.0331,3.8414,3.973
1814,B,False,3.5158,3.5939,3.539,3.4235,3.6224,3.3951,3.3934,3.3935,3.404,3.4863
1815,B,False,4.0222,4.0262,3.9817,4.0567,4.1205,4.0766,3.9832,4.1506,4.1454,4.1606
1816,B,False,2.5385,2.6899,2.546,0.0,0.0,0.0,1.7937,1.8086,1.7942,1.8022
1817,B,False,3.7606,3.8712,3.8327,3.6663,3.6019,3.6267,3.1201,2.6333,2.8979,3.5691
1818,B,False,3.8815,3.8622,3.8464,3.8914,3.8995,3.8263,3.8667,3.9034,3.8059,3.9549
1819,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,B,False,3.2406,3.2356,3.2944,0.0,0.0,0.0,2.6962,2.144,3.2453,2.3661
1821,B,False,3.7102,3.6502,3.5797,3.581,3.643,3.7433,3.6585,3.8813,3.8062,3.7226
1822,B,False,3.4634,3.3846,3.4893,3.5415,3.6451,3.4218,3.5053,3.5831,3.4628,3.4207
1823,B,False,3.1683,3.4183,3.3272,2.9295,3.3921,3.4398,3.3229,3.057,3.1895,2.8957
1824,B,False,2.8824,2.8798,2.3343,2.818,2.448,2.6967,2.0451,2.6051,2.3428,2.7733
1825,B,False,4.2364,4.0353,4.0729,4.2696,4.1684,4.3351,4.1813,4.2947,4.2906,4.1829
1826,B,False,3.4985,3.0742,2.7736,2.8928,3.3423,3.6675,3.6441,3.6652,3.6838,3.6056
1827,B,False,2.8607,2.7526,2.8719,2.9274,2.831,3.2119,3.3503,3.1374,2.9419,2.8689
1828,B,False,4.1293,4.175,4.1216,4.1231,4.1661,4.1909,4.1841,4.1511,4.1521,4.1204
1829,B,False,3.1701,3.1736,3.019,3.165,3.2034,3.1237,3.0459,3.0398,3.1531,3.1693
1830,B,False,3.6774,3.6012,3.5595,3.515,3.5355,3.6083,3.6658,3.554,3.5294,3.5722
1831,B,False,3.7804,3.9502,3.8368,3.9734,3.7763,3.8727,3.9302,3.8982,3.8933,3.8203
1832,B,False,1.7681,1.7476,1.7354,1.7328,0.0,0.0,0.0,0.0,0.0,0.0
1833,B,False,3.8621,3.864,3.7557,3.7622,3.8421,3.8541,3.7707,3.8685,3.9196,3.9082
1834,B,False,4.2336,4.2289,4.3436,4.241,4.3477,4.2905,4.2622,4.2768,4.2353,4.2861
1835,B,False,2.9412,2.9405,3.2239,2.8765,3.0762,3.2451,3.2125,3.2346,3.2264,3.1629
1836,B,False,3.7841,3.826,3.9372,3.7908,3.7952,3.7414,3.7884,3.7132,3.6101,3.6362
1837,B,False,3.7188,3.6429,3.7104,3.4361,3.5721,3.4029,3.4524,3.5814,3.5,3.6471
1838,B,False,4.4051,4.4826,4.3837,4.1902,4.2213,4.1771,4.0442,3.7864,4.1408,3.9545
1839,B,False,2.0447,2.5446,2.6613,2.0451,2.0469,2.0424,2.0614,2.067,2.0681,2.055
1840,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6839
1841,B,False,4.596,4.5941,4.6267,4.6895,4.6849,4.6614,4.5871,4.7467,4.6912,4.7398
1842,B,False,3.3794,3.3479,3.0551,2.5001,2.7656,2.9665,2.7293,2.5338,2.2805,3.0506
1843,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,B,False,2.4124,2.3934,2.7249,2.3843,2.3601,0.0,2.6925,0.0,0.0,0.0
1845,B,False,2.6371,2.5672,2.6346,2.4508,2.4389,2.4495,2.4523,2.7512,2.9508,2.9056
1846,B,False,3.9632,4.0884,4.0488,4.0224,4.0958,4.0883,4.1478,4.0859,4.2159,4.3573
1847,B,False,3.5896,3.6616,3.6523,3.6659,3.6859,3.6178,3.606,3.5337,3.6107,3.5022
1848,B,False,2.7462,2.7435,3.0308,3.0562,2.8824,2.8798,2.3343,2.818,2.448,2.6967
1849,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,N,False,2.4155,2.412,2.5907,2.445,2.4473,0.0,0.0,0.0,0.0,0.0
1853,N,False,2.3668,2.3737,2.3786,0.0,0.0,0.0,0.0,0.0,0.0,2.7862
1854,N,False,1.9458,2.1181,2.1147,0.0,0.0,0.0,2.3549,0.0,0.0,0.0
1855,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,N,False,0.0,0.0,0.0,0.0,1.0235,0.0,0.0,0.0,0.0,1.7536
1858,N,False,0.0,3.0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,N,False,2.1478,2.1426,0.0,0.0,0.0,2.5656,2.7786,0.0,0.0,2.1094
1860,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9234,0.0,0.0
1861,N,False,0.0,2.029,2.0406,2.3335,2.3282,2.9635,3.0831,3.0872,1.7181,2.2122
1862,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,N,False,3.4557,3.1067,3.3886,3.25,3.2403,3.3273,2.9311,2.9103,3.0569,0.0
1867,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3156,1.9481
1869,N,False,2.001,2.0214,2.3422,2.4476,0.0,0.0,0.0,0.0,0.0,2.6097
1870,N,False,2.2801,2.1747,0.0,2.0728,2.0652,2.285,2.5828,3.2092,2.4595,2.4497
1871,N,False,3.294,3.0986,2.1001,2.6735,2.4055,2.5671,2.7069,3.0683,2.3653,2.3661
1872,N,False,2.0634,2.8934,2.5429,2.6249,2.0806,0.0,2.0558,2.0505,2.0582,2.0869
1873,N,False,3.6993,3.9345,3.8825,3.7692,3.7864,3.808,3.7997,3.7673,3.6862,3.7043
1874,N,False,4.6156,4.658,4.6939,4.7536,4.7542,4.6869,4.6239,4.6787,4.6905,4.7207
1875,N,False,2.9446,2.8711,2.8643,2.2295,2.2229,2.8891,2.818,2.0579,2.3695,0.0
1876,N,False,4.271,4.2456,4.3258,4.2133,4.2021,4.0524,4.0481,4.2022,4.1224,4.0541
1877,N,False,1.8634,1.8539,2.8815,2.8264,2.119,0.0,0.0,0.0,2.5986,0.0
1878,N,False,3.8961,3.8375,3.8881,3.9692,3.8753,3.9376,3.9502,4.0068,3.9998,4.0593
1879,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,N,False,2.5539,2.5635,2.2994,2.2932,2.2834,2.2717,2.268,0.0,0.0,0.0
1881,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8152
1882,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,N,False,0.0,2.6321,2.1988,0.0,2.1562,2.1711,0.0,0.0,0.0,2.3562
1885,N,False,3.0776,0.0,0.0,0.0,1.8589,1.8752,1.6344,1.6261,1.6527,0.0
1886,N,False,3.0738,2.6145,2.6952,2.997,3.0205,3.163,3.2572,3.2973,3.0292,3.0869
1887,N,False,1.9936,0.0,0.0,0.0,0.0,0.0,0.0,2.4026,2.4094,2.4106
1888,N,False,4.1768,4.1443,4.1616,4.231,4.2202,4.2598,4.2863,4.2641,4.2413,4.2478
1889,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,N,False,2.4356,2.4543,2.5285,2.2978,0.0,0.0,0.0,0.0,0.0,0.0
1891,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,N,False,3.5469,3.4654,3.4601,3.5573,3.3785,3.411,3.6418,3.4861,3.3033,3.2458
1893,N,False,3.3285,3.4115,3.4635,3.4571,3.536,3.5196,3.3972,3.4115,3.1853,3.3962
1894,N,False,3.3285,3.4115,3.4635,3.4571,3.536,3.5196,3.3972,3.4115,3.1853,3.3962
1895,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,N,False,0.0,0.0,2.1722,2.6866,2.1652,0.0,2.1468,2.1523,2.1624,2.4469
1899,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,N,False,4.5405,4.5215,4.5366,4.507,4.5092,4.5135,4.5944,4.5444,4.5382,4.539
1901,N,False,1.6473,1.8061,1.8047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,N,False,2.7563,2.5804,2.5811,2.5935,2.8004,2.8836,3.0013,3.0955,3.143,3.1074
1903,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,N,False,2.1239,2.1465,2.1353,1.6476,2.1364,2.1488,1.674,1.6563,0.0,0.0
1905,N,False,4.3052,4.3029,4.0488,4.0315,3.8877,3.9948,4.1231,4.2246,4.1902,4.248
1906,N,False,3.2252,3.3988,3.4372,3.1026,3.3734,3.2937,3.4486,3.1719,3.4776,3.4544
1907,N,False,3.8481,3.7779,3.5915,3.5649,3.3576,3.5481,3.3793,3.4078,3.5551,3.662
1908,N,False,3.9322,3.8928,3.9963,3.9052,3.8069,3.7504,3.9652,3.9805,3.9452,3.94
1909,N,False,3.1022,3.2216,2.9071,2.6783,2.8501,2.6838,2.6949,2.6671,1.9756,1.9461
1910,N,False,2.0482,2.0446,2.0371,2.0287,1.7393,2.0315,1.7444,2.3379,2.3517,2.3442
1911,N,False,2.3345,2.3258,2.323,2.3418,2.4356,2.4212,2.4118,2.4083,2.599,2.4048
1912,N,False,3.0288,3.0826,2.9598,3.0244,3.0446,3.0464,3.028,3.0281,3.0901,3.0969
1913,N,False,2.5311,2.537,2.6495,2.8463,2.8411,2.818,3.0259,0.0,2.9683,2.0411
1914,N,False,3.5549,3.6614,3.6751,3.7584,3.7031,3.5949,3.6436,3.7778,3.7717,3.733
1915,N,False,3.4,3.332,3.332,3.3965,3.5227,3.5714,3.5443,3.5017,3.4237,3.3766
1916,N,False,2.1293,1.8127,2.6309,2.4207,2.0984,2.3192,1.7974,2.4975,1.8294,2.9157
1917,N,False,2.1681,2.805,0.0,2.4281,3.0982,3.1202,2.9982,2.3497,0.0,2.3314
1918,N,False,3.7091,3.6222,3.672,3.7346,3.7309,3.7979,4.0041,3.8437,3.9153,3.8018
1919,N,False,2.2645,2.2796,2.2763,2.2676,2.4611,1.8804,2.592,2.7583,0.0,2.1139
1920,N,False,3.8854,3.8406,3.8468,3.8579,3.8372,3.8173,3.8268,3.9253,3.9029,3.8341
1921,N,False,3.9658,3.9773,3.9859,3.992,3.9454,3.9483,3.9536,3.9374,3.9449,3.998
1922,N,False,3.3463,3.3492,3.279,3.2987,3.339,3.3407,3.4443,3.327,3.2819,3.0788
1923,N,False,3.5448,3.3212,3.3496,3.1801,3.1681,3.1773,3.242,3.3391,3.2626,3.1729
1924,N,False,3.5448,3.3212,3.3496,3.1801,3.1681,3.1773,3.242,3.3391,3.2626,3.1729
1925,N,False,3.7217,3.5718,3.7257,3.7994,3.6115,3.5525,3.5238,3.6644,3.6865,3.6489
1926,N,False,3.1338,2.0598,3.1776,2.5734,2.3591,2.026,0.0,2.8489,2.1709,0.0
1927,N,False,4.5051,4.4691,4.4428,4.4541,4.4184,4.4658,4.4314,4.4478,4.4515,4.4545
1928,N,False,3.0501,2.9402,2.3982,2.3983,2.5629,2.5604,2.3885,2.3804,2.9662,2.3887
1929,N,False,2.3438,2.3296,2.3253,2.4719,3.1987,2.3306,2.4782,2.482,2.8181,2.7251
1930,N,False,3.348,3.3893,3.343,3.4249,3.4363,3.4514,3.3224,3.3971,3.3449,3.3599
1931,N,False,3.5797,3.7475,3.4911,3.6246,3.6851,3.6437,3.7731,3.6803,3.8496,3.7793
1932,N,False,3.9186,3.8094,3.8859,3.839,3.9067,3.9174,3.954,3.9879,3.9833,3.8941
1933,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,N,False,3.9017,3.9499,3.9015,3.9073,3.905,3.8647,3.8722,3.9008,3.9491,3.9785
1935,N,False,3.9017,3.9499,3.9015,3.9073,3.905,3.8647,3.8722,3.9008,3.9491,3.9785
1936,N,False,2.5692,2.0079,2.1392,2.0174,0.0,0.0,1.5745,1.5585,1.5354,1.5273
1937,N,False,2.5692,2.0079,2.1392,2.0174,0.0,0.0,1.5745,1.5585,1.5354,1.5273
1938,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,N,False,3.9722,4.0,3.9657,4.1226,4.0966,3.9981,3.9,3.8778,3.9544,4.0601
1940,N,False,0.0,0.0,0.0,0.0,3.0315,2.9436,2.999,2.951,2.8686,2.9718
1941,N,False,4.4968,4.474,4.431,4.4267,4.5038,4.5142,4.4801,4.4992,4.5323,4.5134
1942,N,False,4.0088,4.0349,4.0541,4.0032,4.1222,4.0484,4.0774,3.9699,4.0059,3.9464
1943,N,False,2.5082,2.4092,2.0804,2.0716,0.0,0.0,0.0,1.8122,0.0,0.0
1944,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,N,False,4.7511,4.7581,4.796,4.7754,4.7945,4.776,4.7999,4.7655,4.7577,4.7677
1948,N,False,3.6617,3.5721,3.7191,3.6813,3.5007,3.5033,3.6345,3.6162,3.4565,3.5602
1949,N,False,4.6387,4.7115,4.745,4.7087,4.7487,4.77,4.7428,4.7145,4.7467,4.7289
1950,N,False,3.6258,3.5176,3.6835,3.5637,3.6072,3.6341,3.5818,3.6058,3.6665,3.7289
1951,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,N,False,2.9064,2.8211,2.9298,2.9849,2.8468,2.962,2.2841,2.4581,2.4857,2.8183
1953,N,False,0.0,0.0,0.0,2.6613,0.0,2.515,0.0,0.0,0.0,0.0
1954,N,False,2.3728,0.0,0.0,0.0,2.6189,0.0,0.0,2.615,2.7457,2.3354
1955,N,False,0.0,0.0,2.1843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,N,False,1.9699,1.9653,2.1591,2.2953,2.1583,2.1299,2.1261,2.1402,2.0007,1.9636
1957,N,False,3.455,3.4461,3.4224,3.4128,3.4076,3.4021,3.3811,3.3802,3.4191,3.4174
1958,N,False,0.0,2.6414,2.896,2.7657,2.6383,2.5278,2.5199,2.5095,2.5141,0.0
1959,N,False,3.1691,3.1972,3.3441,3.3636,3.3886,3.5782,3.6638,3.569,3.6598,3.7054
1960,N,False,0.0,2.1482,1.9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,N,False,3.52,3.4235,3.2262,3.3472,3.329,3.2697,3.3169,3.3086,3.0873,3.054
1962,N,False,3.0341,3.2734,3.1898,2.9963,3.0063,2.9603,3.0066,3.0425,2.7029,2.3185
1963,N,False,2.0607,2.0578,2.4361,2.6307,2.7689,2.5833,2.4731,0.0,0.0,0.0
1964,N,False,2.2511,2.6423,2.6039,2.4256,2.3515,2.1295,2.1475,1.9632,1.957,1.9408
1965,N,False,0.0,0.0,0.0,0.0,1.7551,1.9235,0.0,0.0,0.0,0.0
1966,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,N,False,0.0,0.0,1.8864,2.3057,2.2908,0.0,0.0,0.0,2.4814,0.0
1968,N,False,3.3419,3.3738,3.4413,3.3199,3.2717,3.4111,3.4122,3.425,3.3275,3.0431
1969,N,False,3.3419,3.3738,3.4413,3.3199,3.2717,3.4111,3.4122,3.425,3.3275,3.0431
1970,N,False,2.1428,2.3296,1.917,1.8964,1.8867,1.8785,1.864,0.0,1.8147,0.0
1971,N,False,0.0,0.0,0.0,1.8067,0.0,0.0,0.0,0.0,0.0,0.0
1972,N,False,2.6066,2.5182,2.8633,2.4626,2.9646,2.7153,2.7554,2.7492,2.4728,2.9186
1973,N,False,3.9994,3.9343,3.8718,3.8803,3.8268,3.7236,3.7495,3.6825,3.9065,3.9585
1974,N,False,3.6138,3.6407,3.6827,3.6392,3.3338,3.7851,3.3884,3.771,3.478,3.4285
1975,N,False,2.616,2.4333,2.4296,2.4292,2.5787,2.5686,2.9247,2.9588,2.9584,2.7569
1976,N,False,4.1717,4.2057,4.1444,4.138,4.1122,4.1227,4.1304,4.0787,4.0771,4.1011
1977,N,False,2.616,2.4333,2.4296,2.4292,2.5787,2.5686,2.9247,2.9588,2.9584,2.7569
1978,N,False,4.8328,4.8731,4.8695,4.8654,4.8705,4.827,4.8429,4.8493,4.8711,4.8556
1979,N,False,0.0,0.0,1.7225,2.2164,2.2229,2.2276,2.2246,2.2231,2.2253,1.738
1980,N,False,2.0423,2.0455,2.0364,2.0388,2.0278,2.0277,0.0,0.0,0.0,0.0
1981,N,False,4.4768,4.5169,4.4911,4.4924,4.5535,4.5279,4.5398,4.462,4.4853,4.4446
1982,N,False,2.4119,2.2967,2.4439,1.9914,0.0,0.0,0.0,0.0,2.1906,0.0
1983,N,False,3.4214,3.4025,3.4192,3.4497,3.4392,3.529,3.5181,3.4379,3.5075,3.4465
1984,N,False,4.7806,4.7841,4.7844,4.7475,4.7739,4.7767,4.7471,4.7669,4.7549,4.759
1985,N,False,2.2414,0.0,1.6352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,N,False,0.0,0.0,2.4079,0.0,2.5698,0.0,0.0,0.0,0.0,0.0
1987,N,False,4.1416,4.1212,4.1448,4.0875,4.1116,4.1222,4.1645,4.2011,4.1391,4.0843
1988,N,False,3.6644,3.6357,3.5336,3.5492,3.5427,3.4542,3.4521,3.5318,3.4717,3.4516
1989,N,False,2.2076,2.6528,2.6643,2.7248,2.5407,2.5269,2.2417,2.2364,2.2447,2.2341
1990,N,False,1.8383,1.8264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,N,False,3.1615,2.966,3.0668,3.0273,3.0958,3.1063,3.1875,3.4219,3.4002,3.4344
1992,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1388,0.0
1993,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7231
1994,N,False,2.6563,0.0,0.0,0.0,0.0,2.3757,0.0,0.0,0.0,2.6028
1995,N,False,2.6601,2.3606,2.3681,2.3678,2.3534,2.4638,2.4453,2.4422,2.7411,2.8902
1996,N,False,2.3049,2.4597,1.8807,1.8715,0.0,0.0,1.7883,0.0,0.0,0.0
1997,N,False,3.4133,3.3054,3.1678,3.3458,3.2069,3.3182,3.367,3.4273,3.5543,3.5733
1998,N,False,2.8343,2.8333,2.823,2.606,2.6009,0.0,0.0,2.5469,2.5412,2.5386
1999,N,False,3.6512,3.6406,3.6708,3.6556,3.6186,3.5559,3.6351,3.6378,3.6256,3.6228
2000,N,False,0.0,0.0,0.0,1.8839,0.0,1.6628,1.6478,0.0,0.0,0.0
2001,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,N,False,0.0,0.0,0.0,1.8923,2.1778,2.2013,0.0,2.6261,2.4953,2.4886
2003,N,False,0.0,0.0,0.0,0.0,2.5464,0.0,0.0,2.0765,0.0,0.0
