,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10
598,M,True,321.14,321.47,321.32,321.34,320.3,320.06,320.75,321.41,320.74,320.7
599,M,False,318.49,319.38,318.25,319.5,317.99,317.09,315.94,317.91,317.1,317.19
600,M,True,321.65,322.36,322.03,321.92,321.47,321.63,322.43,323.19,324.96,324.99
601,M,False,324.25,327.25,328.39,328.38,325.97,327.22,327.77,327.7,326.53,325.38
602,M,False,320.71,319.58,320.43,319.5,316.42,316.15,315.93,317.4,320.99,318.01
603,M,False,217.83,221.78,216.86,216.84,219.53,220.4,221.27,218.42,221.22,221.67
604,M,False,211.79,212.02,213.01,214.56,213.97,212.59,211.66,209.4,205.65,204.08
605,M,False,207.33,206.95,196.12,200.33,203.48,206.52,209.47,211.17,213.36,208.75
606,M,True,66.358,66.2,65.762,66.922,87.87,88.8,88.295,87.504,85.8,85.442
607,M,True,85.6,84.921,85.174,84.06,86.334,86.371,83.754,82.083,82.402,81.862
608,M,False,86.334,86.371,83.754,82.083,82.402,81.862,81.163,80.466,80.899,80.092
609,M,False,81.163,80.466,80.899,80.092,82.262,81.708,81.915,83.3,84.203,84.002
610,M,False,80.899,80.092,82.262,81.708,81.915,83.3,84.203,84.002,83.842,82.382
611,M,False,82.382,80.57,81.049,80.973,80.864,79.986,80.545,79.176,78.621,76.325
612,M,False,79.009,79.326,77.754,78.307,77.986,78.055,78.207,78.09,77.247,77.048
613,M,False,78.629,79.404,79.262,80.229,80.818,79.822,79.951,79.447,79.649,79.063
614,M,True,78.413,77.943,78.793,85.448,78.928,78.318,78.27,79.873,79.768,78.955
615,M,True,109.61,110.09,107.98,106.18,107.02,107.83,108.96,109.38,110.01,119.01
616,M,False,109.66,110.18,109.36,109.51,109.0,109.47,109.49,110.75,111.21,111.01
617,M,True,105.78,105.81,104.79,105.86,105.45,105.6,105.91,105.07,105.51,105.96
618,M,False,104.79,105.86,105.45,105.6,105.91,105.07,105.51,105.96,105.65,105.88
619,M,True,112.27,112.45,112.52,112.68,112.23,111.64,111.38,112.42,112.93,109.47
620,M,False,111.4,111.23,111.45,111.42,111.14,112.78,112.99,112.41,113.43,113.11
621,M,False,112.99,112.41,113.43,113.11,113.96,112.53,112.41,112.79,113.5,113.31
622,M,True,125.52,125.69,125.94,126.35,126.73,129.57,130.05,129.1,129.93,129.46
623,M,True,134.55,135.67,138.03,139.54,138.7,138.06,137.49,135.31,137.6,138.64
624,M,False,139.69,139.78,140.07,139.0,140.39,139.39,139.86,141.2,141.53,140.76
625,M,False,143.88,143.13,142.86,142.53,144.0,143.18,143.77,144.91,145.04,146.08
626,M,True,154.04,153.52,153.03,152.7,152.68,153.02,154.12,154.64,156.14,156.76
627,M,False,191.88,193.35,193.83,194.09,186.76,191.76,193.09,194.48,192.76,191.98
628,M,True,0.0,0.0,0.0,0.0,37.363,0.0,0.0,0.0,0.0,0.0
629,M,False,21.737,21.326,21.617,21.56,19.105,18.439,0.0,0.0,24.166,23.77
630,M,False,74.25,75.321,76.249,75.853,75.871,76.863,75.225,14.319,77.505,75.633
631,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,M,False,232.48,231.31,232.5,231.22,230.74,229.95,231.39,231.15,231.59,230.93
634,M,False,29.628,29.043,30.258,30.412,84.159,81.834,79.775,78.62,80.35,84.117
635,M,False,96.605,91.688,85.837,91.58,92.114,91.842,87.925,89.808,89.881,91.265
636,M,False,85.735,80.41,85.357,85.844,91.504,91.202,96.157,94.59,96.937,90.525
637,C,True,19.996,20.925,20.159,20.793,22.293,23.105,21.721,16.551,22.164,21.538
638,C,True,44.873,45.354,45.4,45.379,46.035,45.092,20.098,21.019,29.982,29.315
639,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,C,False,535.15,535.33,540.21,540.55,536.38,540.03,533.28,524.65,529.4,527.2
641,C,False,240.03,240.35,240.19,241.01,241.01,240.19,240.03,241.01,241.17,240.03
642,C,False,24.562,27.223,24.877,28.162,27.393,74.682,76.603,73.497,50.92,64.34
643,C,False,461.24,452.0,409.53,312.36,288.1,408.59,443.27,431.02,446.68,439.95
644,C,False,97.0,96.26,0.0,0.0,95.36,68.68,73.246,74.813,75.213,74.632
645,C,False,206.21,206.43,208.82,205.58,205.43,205.92,206.5,207.01,207.97,208.39
646,C,True,644.64,643.8,646.24,645.5,643.62,645.0,646.26,655.62,650.32,645.09
647,C,False,1777.9,1780.5,1779.8,1779.1,1776.9,1767.6,1777.2,1776.6,1766.9,1755.1
648,C,False,261.17,260.28,259.39,259.39,259.39,259.39,259.39,259.39,259.39,259.39
649,C,False,0.0,0.0,0.0,4.1231,0.0,16.807,0.0,0.0,0.0,0.0
650,C,False,597.27,595.0,635.08,635.55,590.91,589.81,592.82,634.95,584.34,633.08
651,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,C,True,186.44,188.05,187.86,186.93,183.47,185.52,184.02,182.67,180.67,181.19
653,C,False,969.53,971.96,972.92,966.33,967.38,967.91,966.26,962.46,960.54,959.02
654,C,False,181.55,183.44,185.37,186.79,186.1,186.77,186.37,186.81,186.96,181.53
655,C,False,299.07,298.18,295.1,294.7,294.27,294.82,298.5,295.68,296.49,296.83
656,C,True,248.32,249.25,248.77,249.33,248.77,248.8,248.35,248.39,249.56,249.8
657,C,False,331.03,329.16,330.69,329.04,330.21,337.1,337.14,337.12,339.18,338.37
658,C,False,569.68,570.83,569.79,568.93,569.72,571.6,572.03,572.3,571.64,571.67
659,C,False,49.041,47.272,49.041,0.0,34.205,34.205,49.332,34.828,35.609,34.828
660,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,C,False,286.68,310.78,317.14,298.26,299.86,305.75,275.89,260.96,271.03,295.21
662,C,False,871.46,870.76,872.96,867.26,868.38,871.38,876.38,890.54,889.15,887.81
663,C,True,48.545,43.403,45.437,43.893,42.012,42.012,43.878,42.0,44.429,44.135
664,C,False,703.07,682.65,699.52,699.56,702.27,722.38,580.28,577.65,570.46,567.95
665,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,C,False,1180.8,1192.2,1178.6,1169.3,1153.0,1162.8,1141.7,1161.0,1115.3,1135.4
667,C,False,29.128,40.594,34.015,34.428,35.128,24.564,26.944,25.73,40.025,42.828
668,C,True,0.0,71.512,71.868,71.868,72.801,72.801,55.176,73.055,0.0,0.0
669,C,False,14.866,15.556,15.556,14.866,14.866,14.866,14.866,14.866,14.866,14.866
670,C,False,201.56,203.66,203.18,203.72,202.05,203.13,202.07,200.73,201.59,201.16
671,C,False,248.32,249.25,248.77,249.33,248.77,248.8,248.35,248.39,249.56,249.8
672,C,False,22.757,24.387,17.899,34.032,56.956,27.048,33.813,15.356,22.329,20.384
673,C,True,646.88,645.89,643.07,644.55,643.98,639.34,639.19,640.11,643.88,648.13
674,C,False,87.805,85.011,88.258,88.019,87.407,87.541,89.715,88.951,90.733,91.355
675,C,False,145.16,339.93,321.81,39.98,124.44,205.31,200.42,189.58,119.24,135.84
676,C,False,323.69,315.13,225.74,291.29,278.45,206.42,243.87,221.34,206.9,198.19
677,C,False,103.24,103.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,C,True,52.158,48.372,54.827,14.81,79.42,21.681,38.963,54.349,15.089,52.518
679,C,False,140.51,39.044,116.3,105.23,160.36,135.02,40.688,108.96,105.33,101.61
680,C,False,948.29,944.27,942.36,941.12,943.51,945.01,941.41,940.44,944.66,941.27
681,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,C,False,560.23,561.47,562.32,562.6,562.42,560.4,559.92,562.67,561.48,561.86
683,C,False,19.235,19.105,25.116,19.235,19.235,26.589,26.963,25.012,25.703,24.716
684,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,C,False,1741.8,1760.9,1795.8,1762.9,1810.6,1794.3,1828.3,1784.9,1726.3,1759.3
686,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,C,False,1157.8,1183.1,1166.2,1139.7,1096.6,1106.5,1130.1,1091.3,1087.7,1084.0
688,C,True,234.29,126.04,57.112,160.9,31.929,40.054,40.374,54.025,166.28,431.17
689,C,False,393.21,392.91,392.93,389.71,390.62,393.34,392.14,391.86,393.5,392.21
690,C,False,180.9,179.9,0.0,0.0,0.0,0.0,0.0,185.19,185.43,184.32
691,C,False,340.42,340.63,340.44,340.75,343.51,343.05,343.35,343.14,343.45,344.79
692,C,False,269.03,224.29,225.64,230.23,294.55,277.02,246.62,238.44,268.13,235.4
693,C,False,185.02,185.02,185.33,186.02,186.54,186.51,188.01,186.5,188.51,188.01
694,C,False,418.14,416.82,428.9,422.95,417.48,408.13,402.86,402.55,419.88,421.75
695,C,False,9.8995,10.63,11.314,18.788,17.889,0.0,0.0,0.0,0.0,0.0
696,C,True,587.38,586.14,583.59,584.84,583.18,583.97,579.03,580.18,581.22,577.78
697,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.374,0.0
698,C,False,739.35,738.41,740.35,741.89,743.19,746.24,743.56,753.72,750.84,752.65
699,C,False,187.88,187.54,188.94,188.02,187.35,187.71,187.79,188.21,188.16,188.02
700,C,False,640.28,650.75,657.27,670.59,673.19,673.6,677.08,534.89,537.87,525.89
701,C,False,187.01,191.37,193.85,194.94,196.96,199.41,199.86,199.17,200.17,195.98
702,C,False,186.05,185.36,183.55,185.89,185.12,185.07,185.66,186.38,187.21,186.89
703,C,False,153.22,150.89,153.92,152.08,158.46,161.29,162.73,164.47,161.81,161.92
704,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,C,False,258.37,259.19,259.29,20.413,21.282,20.616,20.248,21.19,20.248,19.313
706,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,C,False,141.34,251.75,178.14,138.14,167.71,198.04,142.67,162.54,227.84,305.31
709,C,False,312.7,314.45,318.98,306.85,314.43,315.74,322.98,307.32,314.78,314.86
710,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,C,True,17.617,44.894,57.66,35.59,91.653,35.363,27.74,30.599,41.835,17.358
712,C,False,277.19,276.08,275.55,279.05,281.13,282.68,282.37,283.85,282.53,281.36
713,C,False,339.31,333.98,330.8,332.89,336.14,335.03,334.6,330.56,328.61,335.08
714,C,False,44.654,45.607,45.452,46.369,46.53,46.129,46.757,47.877,48.124,48.551
715,C,False,140.59,115.22,103.32,97.407,92.791,91.929,96.047,97.607,101.51,109.5
716,C,False,246.77,246.37,245.84,0.0,247.28,0.0,247.32,0.0,247.79,247.74
717,C,False,1080.7,1079.0,1080.4,1075.6,1076.9,1078.1,1082.3,1072.6,1073.6,1075.5
718,C,False,567.89,526.31,171.87,185.73,158.72,181.9,176.83,181.63,529.71,530.37
719,C,False,327.66,326.77,326.24,326.6,326.76,327.8,329.1,329.05,330.66,330.25
720,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,C,False,19.996,20.925,20.159,20.793,22.293,23.105,21.721,16.551,22.164,21.538
722,C,False,184.02,182.67,180.67,181.19,182.06,180.81,182.05,180.17,180.34,180.0
723,C,False,593.16,582.63,598.1,601.29,624.86,618.97,616.29,606.4,599.27,610.74
724,C,False,175.27,176.35,177.57,177.69,174.98,174.45,173.21,173.39,172.25,171.48
725,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,C,False,127.12,128.1,128.1,128.1,127.52,128.28,127.82,128.97,129.14,129.21
727,C,False,399.96,396.01,398.49,398.78,403.4,402.02,395.61,397.52,398.89,400.22
728,C,False,148.16,148.72,148.7,150.09,149.78,149.78,151.63,151.01,153.1,153.95
729,C,False,648.82,645.82,649.2,644.79,642.51,648.92,644.83,647.9,645.54,647.3
730,C,False,35.693,35.434,35.171,36.139,36.139,35.171,34.928,34.928,35.171,35.171
731,C,False,205.3,200.82,194.71,197.25,197.31,189.44,209.44,219.23,228.98,434.4
732,C,False,644.64,643.8,646.24,645.5,643.62,645.0,646.26,655.62,650.32,645.09
733,C,False,232.98,232.6,230.2,228.18,230.24,228.53,227.69,229.94,232.29,231.76
734,C,False,1333.4,1336.0,1340.0,1342.0,1343.0,1340.7,1339.7,1341.1,1341.6,1341.0
735,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,C,False,217.59,218.25,220.09,222.02,224.5,224.56,221.76,222.86,222.77,222.65
737,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,C,False,704.95,711.66,710.37,716.27,671.4,611.32,718.0,677.75,718.79,720.31
739,C,False,93.173,86.358,82.966,81.611,81.749,62.301,68.3,81.608,73.811,57.192
740,C,False,77.857,80.118,82.686,80.834,80.394,85.354,89.973,98.127,85.141,79.788
741,C,False,220.31,219.2,217.13,221.21,220.84,223.02,221.87,221.39,222.65,222.47
742,C,False,849.62,844.39,847.24,844.95,840.26,844.08,842.31,848.19,842.72,847.74
743,C,False,583.72,588.08,609.73,548.15,586.59,562.39,547.53,560.57,561.88,556.76
744,C,False,52.691,36.627,40.946,57.655,45.134,46.714,64.861,47.041,42.956,73.924
745,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,C,False,280.64,281.66,280.85,281.43,282.53,281.95,281.1,281.03,282.26,282.17
747,C,False,26.558,25.681,28.199,17.166,27.668,24.321,30.889,25.499,25.221,30.617
748,C,False,514.59,518.88,518.84,522.18,539.2,524.44,530.67,524.59,523.13,521.77
749,C,False,0.0,0.0,0.0,0.0,0.0,450.03,0.0,0.0,0.0,0.0
750,C,False,177.28,175.11,176.79,178.42,180.19,178.51,177.07,178.32,178.41,177.59
751,C,False,0.0,71.512,71.868,71.868,72.801,72.801,55.176,73.055,0.0,0.0
752,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,C,False,63.0,63.0,63.0,64.008,64.008,64.008,63.008,62.032,63.032,65.031
754,C,False,365.04,364.64,364.21,366.05,365.6,365.87,366.06,363.84,365.13,362.79
755,C,False,17.617,44.894,57.66,35.59,91.653,35.363,27.74,30.599,41.835,17.358
756,C,False,580.11,580.96,582.59,582.96,582.8,583.55,581.79,582.26,581.7,580.5
757,C,False,253.84,254.2,255.91,255.64,258.64,257.17,256.06,254.23,251.99,250.11
758,C,False,10.777,0.0,21.179,41.787,0.0,29.056,20.224,0.0,0.0,0.0
759,C,False,605.47,604.24,604.06,597.83,595.66,600.82,599.83,600.89,601.97,603.8
760,C,False,68.007,68.819,65.523,65.23,65.931,66.517,67.088,67.052,68.025,69.92
761,C,False,23.465,32.73,33.22,32.25,34.012,10.017,11.853,13.038,12.042,0.0
762,C,False,63.087,92.185,132.1,98.082,85.105,80.907,132.1,133.42,132.5,133.82
763,C,False,222.89,225.16,226.72,227.12,227.36,228.29,229.15,228.67,230.44,230.64
764,C,False,63.688,68.869,69.486,69.602,67.701,64.825,70.421,63.309,63.955,63.942
765,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,C,False,373.23,368.6,364.04,351.51,354.97,351.13,348.8,351.38,351.43,352.85
767,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,C,False,13.892,29.967,28.792,0.0,317.62,0.0,0.0,389.89,0.0,0.0
769,C,False,236.81,237.27,237.0,237.96,238.14,237.85,238.37,238.61,238.59,238.28
770,C,False,942.27,501.81,938.85,502.78,523.04,504.48,501.67,502.58,501.52,507.63
771,C,False,284.76,285.28,284.95,284.99,284.87,285.53,285.33,284.35,283.71,285.7
772,C,True,432.85,440.46,444.51,452.98,459.25,453.99,459.43,454.7,462.54,467.16
773,C,False,316.23,316.26,345.95,295.34,323.37,322.05,307.1,330.89,351.36,345.04
774,C,False,236.31,235.5,234.36,237.31,235.34,235.1,236.32,236.23,236.42,236.49
775,C,False,506.55,509.08,504.47,515.83,527.42,527.93,517.13,514.67,514.71,527.22
776,C,False,761.95,762.17,762.47,762.79,762.05,762.34,761.81,761.22,762.14,762.26
777,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,C,False,229.88,299.38,241.81,296.2,151.37,186.62,255.89,90.611,141.72,186.82
779,C,False,281.93,283.16,280.0,281.44,281.52,282.16,280.9,280.74,280.61,279.49
780,C,False,100.83,101.3,105.14,105.51,105.45,103.96,105.21,99.977,102.01,104.78
781,C,False,28.518,31.753,32.433,46.872,46.872,47.074,48.052,48.052,48.052,48.508
782,C,False,116.97,108.42,23.198,99.924,20.809,21.729,18.406,17.231,20.961,4.9202
783,C,False,273.17,272.72,272.69,273.71,273.47,273.33,273.54,273.39,274.71,274.2
784,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,C,False,245.79,244.37,245.09,241.52,240.61,241.52,238.75,241.68,244.4,241.03
786,C,False,428.5,425.58,428.84,430.43,431.82,430.17,429.25,428.56,423.54,423.48
787,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,C,False,57.112,160.9,31.929,40.054,40.374,54.025,166.28,431.17,147.7,47.491
789,C,False,620.58,622.85,620.51,622.25,624.15,622.12,625.95,624.52,625.49,625.41
790,C,True,209.95,210.45,210.32,187.77,195.15,195.25,211.01,196.62,209.0,208.0
791,C,False,172.11,174.08,172.88,175.88,177.47,178.87,178.66,177.28,179.48,178.96
792,C,True,150.87,151.05,150.52,150.14,148.89,150.43,151.34,147.31,145.54,144.48
793,C,False,895.6,898.02,905.77,914.88,916.63,915.42,920.81,923.49,927.01,933.0
794,C,False,64.933,49.287,19.18,20.439,31.058,42.835,27.124,27.94,30.62,43.299
795,C,False,44.873,45.354,45.4,45.379,46.035,45.092,20.098,21.019,29.982,29.315
796,C,False,185.73,185.43,184.3,182.44,185.25,184.02,185.66,185.73,186.12,184.3
797,C,False,179.03,180.28,180.28,181.53,183.44,185.0,185.95,186.6,187.56,0.0
798,C,False,115.41,121.08,116.94,113.4,109.59,111.69,110.32,107.85,105.17,108.39
799,C,False,209.95,210.45,210.32,187.77,195.15,195.25,211.01,196.62,209.0,208.0
800,C,False,406.48,406.41,406.79,407.69,406.93,406.85,406.8,406.83,407.08,407.13
801,C,False,144.01,145.19,145.72,145.83,144.62,145.08,145.17,146.66,146.52,149.31
802,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,C,False,240.62,238.95,238.76,248.53,255.61,253.78,251.92,249.7,251.37,253.55
804,C,False,786.91,784.65,788.21,788.18,788.47,784.8,784.38,784.46,784.78,785.32
805,C,False,336.23,338.33,343.79,352.72,350.17,360.47,362.27,367.4,378.38,376.35
806,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,C,False,10.198,10.198,9.2195,11.18,10.44,9.2195,9.2195,9.2195,9.2195,10.198
808,C,False,202.56,199.28,201.94,205.29,206.01,207.72,206.3,208.13,210.2,208.42
809,C,False,143.66,143.66,143.66,144.53,144.53,143.18,143.18,143.59,143.59,144.47
810,C,False,205.41,208.06,210.83,202.24,205.49,212.94,213.58,213.52,219.89,222.64
811,C,False,604.83,618.71,617.89,612.26,621.12,618.93,614.97,618.48,619.2,622.08
812,C,False,38.466,44.1,39.029,60.583,37.695,47.411,67.678,71.914,72.162,78.57
813,C,False,27.501,257.85,258.02,130.31,19.201,17.53,17.66,17.39,15.264,16.408
814,C,False,223.02,226.12,225.02,226.42,225.42,225.66,229.16,224.7,225.08,226.02
815,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,C,False,82.305,80.948,80.792,85.859,85.29,86.585,88.206,89.438,89.719,89.641
817,C,False,150.87,151.05,150.52,150.14,148.89,150.43,151.34,147.31,145.54,144.48
818,C,False,472.18,473.06,472.5,473.14,472.83,472.6,472.67,473.08,471.85,472.45
819,C,False,243.54,244.11,244.84,242.22,243.28,241.12,235.35,238.9,239.86,239.96
820,C,False,48.545,43.403,45.437,43.893,42.012,42.012,43.878,42.0,44.429,44.135
821,C,False,466.88,467.14,467.35,466.71,467.28,466.77,467.45,467.61,466.61,467.5
822,C,False,198.57,195.36,201.85,202.66,205.44,207.17,202.45,202.04,205.24,207.08
823,C,False,587.38,586.14,583.59,584.84,583.18,583.97,579.03,580.18,581.22,577.78
824,B,True,80.985,90.059,90.459,94.701,95.687,91.302,94.838,96.095,98.862,92.338
825,B,False,211.66,215.23,214.53,210.91,206.83,205.37,205.93,206.66,209.71,203.56
826,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,B,True,17.357,15.234,18.891,19.179,18.006,42.302,18.937,9.0531,28.544,15.869
829,B,True,94.709,93.694,90.301,90.445,91.215,89.42,83.567,81.329,87.787,83.527
830,B,False,227.63,228.54,232.02,235.1,238.01,235.64,226.88,233.41,234.37,232.31
831,B,False,423.03,423.8,423.56,423.83,423.62,423.67,423.55,423.33,423.39,423.9
832,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,B,False,44.407,44.407,43.417,42.426,43.566,44.407,44.407,44.553,44.553,44.721
834,B,True,472.25,478.55,482.32,487.31,493.52,496.78,501.84,500.12,506.99,510.15
835,B,False,0.0,0.0,0.0,0.0,25.456,0.0,0.0,0.0,0.0,29.53
836,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,B,False,70.841,86.469,87.892,55.354,81.982,82.995,47.552,47.451,84.88,88.287
838,B,False,5.6569,0.0,0.0,23.601,99.905,55.67,0.0,0.0,23.601,23.022
839,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6158,0.0
840,B,True,37.202,38.013,37.202,36.62,36.62,37.202,37.443,38.275,38.275,39.129
841,B,True,70.495,70.415,70.802,72.174,70.33,71.931,71.458,70.316,70.229,69.507
842,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,10.44
843,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,B,False,86.621,87.48,88.172,89.014,90.345,91.531,91.748,92.897,93.645,95.164
845,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,B,True,245.38,245.14,242.72,243.44,241.65,242.43,244.66,243.48,243.64,238.28
847,B,False,64.419,65.186,64.058,64.964,67.457,66.408,67.86,71.785,69.423,68.168
848,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,B,True,150.63,150.23,150.68,150.95,151.74,152.89,153.06,152.76,154.31,153.98
850,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,B,True,97.824,98.81,99.506,100.53,99.392,99.753,100.35,100.49,99.703,101.0
852,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,B,True,264.29,265.26,264.88,266.1,264.58,261.17,260.92,262.05,260.37,255.39
854,B,True,327.77,329.31,329.12,329.23,332.92,344.88,341.99,342.32,348.01,350.84
855,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,B,False,161.51,160.27,161.61,159.49,160.32,160.85,162.65,162.22,162.47,162.25
857,B,False,97.316,98.861,100.78,101.15,100.89,98.54,94.224,94.899,93.765,93.15
858,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.033,0.0
861,B,True,79.807,81.644,79.826,78.985,75.275,76.26,82.892,79.883,77.471,82.955
862,B,True,24.187,91.782,0.0,82.65,79.534,78.601,83.71,85.197,88.377,89.902
863,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,B,False,139.01,0.0,138.75,139.01,139.98,140.25,140.25,139.98,139.98,139.98
866,B,True,32.062,32.062,32.062,32.062,32.016,32.016,31.016,32.335,31.016,30.017
867,B,False,103.09,102.47,101.86,104.96,106.31,106.7,107.81,107.25,108.61,109.17
868,B,True,0.0,62.092,62.423,62.935,63.557,64.792,63.982,66.9,67.962,67.317
869,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,B,True,205.35,161.71,168.62,185.0,110.27,147.78,196.63,156.43,170.95,123.37
871,B,True,249.99,243.12,241.57,244.67,245.91,245.51,244.24,246.04,245.38,247.07
872,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,B,False,189.31,189.8,190.2,189.8,189.63,189.58,189.28,189.3,190.73,191.13
874,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,B,False,18.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,B,False,544.35,540.13,546.94,558.85,558.13,559.32,554.44,554.99,566.16,565.92
877,B,False,132.6,131.4,131.73,130.19,126.41,126.5,126.87,126.78,129.6,133.5
878,B,False,61.311,60.948,64.619,65.121,67.362,68.896,68.05,68.791,69.939,69.516
879,B,False,157.44,140.0,136.45,138.27,136.88,135.17,131.01,129.82,128.93,126.62
880,B,True,0.0,0.0,0.0,0.0,0.0,0.0,124.42,26.249,0.0,0.0
881,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,B,True,479.1,479.04,479.87,483.71,485.09,489.57,485.04,471.87,479.35,488.28
885,B,False,78.339,78.343,79.405,79.31,79.62,67.922,80.509,80.523,80.281,80.281
886,B,True,0.0,97.637,97.637,98.478,111.8,113.15,113.15,114.04,114.93,115.84
887,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,B,False,82.152,0.0,0.0,85.212,85.212,0.0,0.0,87.144,88.142,89.14
889,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.783,0.0,0.0
890,B,False,0.0,70.838,72.863,74.33,74.33,76.485,76.485,76.485,77.897,78.645
891,B,False,125.94,125.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,B,False,96.928,99.197,101.57,103.44,97.502,95.486,100.44,96.414,103.03,102.71
894,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,B,False,29.744,30.908,29.48,30.052,25.028,28.364,28.331,27.205,30.131,28.926
896,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,B,False,80.425,80.056,79.61,79.575,79.688,78.996,78.883,78.674,79.07,79.57
