,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10
898,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,B,False,48.021,103.57,45.793,47.17,47.17,47.17,45.793,45.793,45.793,45.793
902,B,True,157.57,157.9,158.31,156.75,157.44,157.34,156.53,157.01,155.45,154.28
903,B,False,180.93,186.39,190.92,192.54,194.97,195.75,191.78,188.24,183.91,186.28
904,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,B,False,270.63,271.85,272.13,269.63,272.48,276.77,275.15,276.16,274.04,278.29
909,B,False,51.258,26.541,6.0828,0.0,15.0,0.0,0.0,0.0,12.166,41.067
910,B,False,0.0,0.0,26.823,35.171,38.471,37.397,38.93,37.227,35.44,35.44
911,B,True,301.33,305.91,261.16,287.9,321.3,298.3,285.6,288.37,291.65,328.18
912,B,False,9.4868,8.544,8.9443,8.9443,8.9443,8.2462,0.0,0.0,0.0,0.0
913,B,True,57.544,47.316,33.056,16.125,34.113,16.643,34.485,33.246,35.542,15.811
914,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,B,False,395.57,412.2,412.15,450.61,446.03,400.17,72.784,81.896,85.355,89.347
917,B,True,0.0,0.0,0.0,0.0,0.0,8.544,0.0,0.0,0.0,0.0
918,B,False,84.367,82.873,83.889,83.445,86.013,83.264,83.327,81.776,79.374,80.299
919,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,B,False,135.57,137.87,128.74,132.53,134.99,136.23,132.19,134.03,133.87,137.71
921,B,False,115.64,120.85,119.23,114.88,114.4,114.6,115.12,114.51,114.61,113.27
922,B,True,63.163,29.0,64.324,61.186,30.0,378.96,54.011,104.85,107.75,31.0
923,B,False,151.79,151.79,151.79,151.16,152.11,152.11,152.11,152.43,0.0,0.0
924,B,True,0.0,412.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,B,False,109.96,104.89,102.13,100.57,100.42,100.11,105.2,106.81,107.51,106.23
926,B,True,56.491,76.536,74.459,76.421,69.964,71.001,61.734,74.89,80.967,62.143
927,B,False,85.495,87.211,82.138,76.345,80.389,81.644,79.654,83.745,83.234,80.484
928,B,False,172.17,173.86,174.33,174.91,175.95,174.62,172.14,171.05,174.52,176.72
929,B,False,0.0,0.0,22.136,22.136,0.0,0.0,0.0,0.0,0.0,0.0
930,B,True,0.0,0.0,0.0,42.19,42.107,0.0,0.0,41.049,42.048,41.11
931,B,True,17.847,15.777,0.0,0.0,0.0,21.542,0.0,0.0,0.0,28.231
932,B,False,6.0828,0.0,0.0,6.3246,5.3852,5.3852,5.831,6.3246,6.3246,6.0828
933,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,B,False,237.19,237.35,237.45,237.25,238.25,238.09,238.49,238.92,238.85,238.74
935,B,False,263.16,263.51,260.67,261.64,261.44,262.21,262.85,262.84,262.53,263.16
936,B,True,148.59,147.73,146.7,146.7,147.24,146.75,149.06,149.72,149.72,149.53
937,B,False,242.33,246.03,248.79,253.81,260.85,259.6,286.52,282.2,282.48,286.93
938,B,True,38.562,49.289,30.589,33.717,19.406,41.564,28.925,36.776,18.448,28.318
939,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,B,True,12.649,12.649,13.928,13.928,13.0,13.928,13.601,12.649,12.649,13.928
941,B,True,339.01,339.32,338.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,B,True,0.0,0.0,0.0,12.207,12.207,0.0,0.0,0.0,0.0,0.0
944,B,True,134.07,136.03,136.62,137.3,139.35,139.65,140.42,141.0,142.23,142.89
945,B,True,170.81,170.9,170.82,170.93,171.76,171.88,171.52,170.98,173.16,172.86
946,B,True,0.0,337.91,350.52,345.3,328.32,329.31,341.16,328.07,318.26,328.88
947,B,False,0.0,0.0,0.0,65.795,67.268,0.0,70.838,72.863,74.33,74.33
948,B,False,8.9443,7.6158,8.544,8.2462,8.9443,8.544,7.6158,7.6158,8.2462,7.2801
949,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,B,False,446.77,446.75,446.65,446.98,446.88,445.98,445.89,445.89,0.0,0.0
951,B,False,159.67,160.85,158.56,164.21,166.25,163.01,164.4,175.55,174.0,168.7
952,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,B,True,129.07,111.46,106.39,105.08,129.57,127.4,127.3,129.15,127.06,128.08
955,B,False,125.22,126.63,124.95,126.11,128.05,128.46,130.08,131.39,133.31,134.08
956,B,False,36.953,36.689,36.145,36.295,35.586,35.384,36.291,46.11,36.468,42.336
957,B,False,150.4,157.35,161.55,165.92,192.32,95.81,149.19,104.5,163.17,214.71
958,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,B,True,29.104,30.029,32.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,B,False,51.521,51.447,50.482,50.526,50.936,51.031,51.238,51.085,51.255,50.334
965,B,True,0.0,0.0,0.0,0.0,0.0,7.2801,6.3246,6.3246,5.831,0.0
966,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,B,False,12.576,13.219,12.606,12.068,12.385,15.858,15.332,14.837,16.442,13.108
968,B,False,126.15,126.17,125.16,124.46,124.69,122.47,118.51,116.15,116.74,114.81
969,B,False,163.08,161.88,160.81,162.51,163.58,163.08,160.8,162.45,162.59,161.44
970,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,B,True,254.0,253.85,254.64,254.49,254.77,254.39,255.4,255.03,255.04,255.59
974,B,False,100.05,102.31,100.88,97.572,100.98,105.33,103.23,101.93,97.266,95.043
975,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,B,True,455.77,463.37,462.93,463.64,462.82,462.23,451.22,461.96,461.41,461.65
977,B,True,276.41,268.18,267.8,272.42,264.04,267.62,261.68,260.65,266.71,265.1
978,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,B,False,118.53,118.51,119.74,119.57,120.47,118.58,119.39,119.37,119.98,120.63
981,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,B,True,172.33,172.88,173.24,174.09,174.74,175.66,176.84,176.58,173.68,173.13
983,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,B,True,0.0,32.696,0.0,0.0,0.0,0.0,35.468,0.0,0.0,0.0
985,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,B,True,76.223,79.81,81.065,81.583,83.012,82.932,80.873,77.917,78.81,80.721
987,B,False,45.804,34.132,45.769,35.511,34.986,33.615,44.744,43.66,41.801,45.151
988,B,False,146.14,149.68,145.61,145.76,149.47,149.47,149.47,0.0,149.25,67.858
989,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,B,False,24.187,0.0,0.0,0.0,0.0,0.0,0.0,25.456,0.0,0.0
991,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,B,True,117.86,117.89,118.91,118.48,118.61,119.26,119.22,120.07,120.27,121.94
993,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,B,True,10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,B,False,804.68,798.17,828.27,829.41,805.05,805.26,797.58,809.92,816.64,826.31
997,B,True,98.201,94.126,92.712,96.621,94.873,96.883,95.731,96.455,97.599,98.281
998,B,True,600.73,604.27,607.72,610.4,611.78,618.7,621.92,633.49,631.76,635.67
999,B,True,191.86,192.04,193.23,192.46,192.05,192.13,192.12,191.28,190.2,190.46
1000,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,B,False,118.61,119.26,119.22,120.07,120.27,121.94,121.06,122.33,122.04,122.34
1005,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,B,False,189.11,190.07,191.32,191.02,191.32,193.23,191.97,192.92,194.18,195.44
1007,B,False,181.74,173.31,152.82,113.29,112.65,99.191,134.31,170.96,117.89,94.552
1008,B,True,139.71,139.25,141.14,140.2,146.17,146.48,147.75,143.88,141.24,138.85
1009,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,B,True,134.74,134.75,134.52,133.72,134.96,135.67,135.76,136.53,136.24,134.52
1012,B,False,0.0,54.083,54.083,0.0,54.424,55.66,55.66,56.921,55.973,57.871
1013,B,False,218.06,219.06,219.04,219.04,219.04,219.04,0.0,0.0,0.0,0.0
1014,B,False,30.017,13.638,33.015,219.55,270.0,310.14,312.18,313.74,313.68,250.54
1015,B,True,146.01,144.92,149.53,148.53,146.25,150.21,147.91,149.81,151.55,151.6
1016,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,B,False,180.4,9.8489,183.22,4.1231,183.99,8.544,7.0711,7.2111,0.0,185.27
1020,B,False,408.43,406.62,165.93,149.38,47.464,25.68,19.714,14.034,28.825,31.601
1021,B,False,187.79,188.98,188.59,189.99,189.91,189.5,189.74,190.77,191.54,192.03
1022,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,B,False,58.241,55.473,54.803,64.522,55.729,56.325,63.466,63.12,58.229,55.943
1024,B,False,59.334,54.335,52.327,49.895,53.611,55.877,58.574,58.217,118.37,51.227
1025,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,B,False,480.22,452.33,440.5,457.76,463.75,474.28,467.18,283.5,299.93,312.75
1027,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.09,51.039
1028,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,B,False,156.19,158.89,162.63,159.36,157.0,158.94,153.9,160.31,165.04,165.36
1030,B,False,71.449,71.344,71.344,69.354,69.462,69.721,69.721,70.303,70.859,71.007
1031,B,False,65.031,65.031,65.031,65.031,65.031,66.068,66.121,66.068,66.068,68.097
1032,B,False,177.99,178.79,178.51,178.55,178.61,179.06,178.26,178.37,177.8,178.46
1033,B,True,156.45,154.22,154.06,156.25,157.36,159.84,161.2,160.39,160.01,161.61
1034,B,False,117.62,119.42,120.31,0.0,0.0,0.0,122.54,123.43,123.89,124.78
1035,B,False,24.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,B,False,30.081,30.017,31.164,31.156,31.12,31.016,31.064,31.064,31.064,31.064
1037,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,B,False,93.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.235,11.314
1039,B,False,151.95,151.85,152.84,153.83,153.83,153.83,154.73,154.73,154.73,155.72
1040,B,False,136.03,136.62,137.3,139.35,139.65,140.42,141.0,142.23,142.89,142.25
1041,B,False,287.45,287.45,286.45,286.45,286.45,286.45,287.45,287.45,287.45,287.45
1042,B,False,245.52,246.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,B,False,136.93,184.03,170.29,192.61,77.451,166.43,166.55,83.869,131.76,78.408
1044,B,False,242.47,240.61,239.07,239.11,238.19,239.9,239.6,239.42,238.45,240.87
1045,B,False,240.3,241.35,241.35,242.4,242.4,242.4,242.4,243.4,243.46,245.52
1046,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,B,True,0.0,0.0,14.142,13.153,13.342,0.0,0.0,0.0,0.0,0.0
1048,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,B,True,139.8,159.62,159.18,160.59,160.59,162.78,162.52,164.01,163.75,164.71
1050,B,True,10.77,10.813,11.18,10.734,10.58,13.861,15.745,9.4567,0.0,0.0
1051,B,False,258.29,257.71,252.81,249.91,250.51,253.18,255.46,255.68,251.08,256.5
1052,B,False,0.0,35.322,33.242,36.257,30.032,37.336,37.336,37.336,37.336,36.346
1053,B,False,118.39,119.43,118.45,118.97,120.53,116.76,114.98,117.14,116.11,117.24
1054,B,False,252.26,252.74,253.49,253.36,253.02,252.57,252.43,253.43,254.0,253.85
1055,B,True,37.019,34.005,17.205,18.028,18.028,18.028,18.028,39.024,49.535,55.981
1056,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,B,False,22.309,22.841,22.688,44.462,21.772,22.605,22.795,43.691,45.241,42.669
1058,B,True,126.72,126.27,126.52,126.58,126.92,124.22,124.32,123.78,123.08,124.64
1059,B,True,204.12,205.54,207.24,208.69,212.29,210.86,212.67,211.7,211.5,209.04
1060,B,True,448.34,453.25,459.58,463.7,470.45,475.94,481.31,478.3,477.45,491.07
1061,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,B,False,286.11,287.52,285.82,286.33,286.33,287.47,288.13,288.26,287.57,287.06
1063,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.763
1064,B,False,585.36,589.48,593.55,593.86,612.72,614.84,605.35,614.79,621.16,624.43
1065,B,False,103.89,103.49,104.09,104.28,103.89,104.28,104.56,104.68,105.21,105.56
1066,B,False,129.08,82.544,83.022,128.3,130.04,129.38,128.2,127.56,127.04,127.33
1067,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,B,False,235.23,236.18,238.39,239.96,239.23,236.67,234.08,232.38,234.63,235.92
1069,B,True,346.71,347.36,349.64,351.49,354.68,356.16,358.24,356.95,355.71,356.77
1070,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,B,False,7.2801,7.6158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,B,False,141.57,141.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,B,False,69.861,116.35,117.4,120.09,70.951,79.559,78.842,75.516,81.229,82.78
1075,B,True,90.844,64.91,71.465,75.948,24.996,61.437,80.703,90.26,49.809,81.517
1076,B,False,152.57,141.59,141.32,138.4,137.13,134.3,134.33,135.69,137.43,137.43
1077,B,False,180.09,180.93,186.39,190.92,192.54,194.97,195.75,191.78,188.24,183.91
1078,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,B,False,61.323,60.208,60.208,60.877,0.0,0.0,8.2462,0.0,8.0623,8.0623
1080,B,True,236.35,234.94,234.87,234.59,233.42,233.63,234.05,235.19,234.84,235.47
1081,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,B,False,64.003,65.941,66.576,66.624,66.663,68.429,68.22,68.15,66.707,68.071
1083,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,B,False,21.26,9.7544,22.023,21.932,21.506,38.855,22.901,39.899,41.614,35.065
1085,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,B,True,242.1,243.16,232.3,240.02,238.66,240.57,230.76,230.59,111.71,231.23
1087,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.99
1088,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,B,False,30.025,29.896,29.782,29.044,29.749,29.959,28.31,30.292,29.995,29.076
1090,B,False,125.18,125.18,106.87,108.04,128.7,129.42,130.12,130.83,130.82,130.82
1091,B,False,46.074,46.346,46.27,46.784,47.256,57.505,46.915,47.17,47.907,46.624
1092,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,B,True,392.77,389.93,391.52,393.38,391.62,392.12,392.99,388.97,391.85,391.81
1094,B,True,109.33,105.78,105.35,108.98,109.96,104.89,102.13,100.57,100.42,100.11
1095,B,False,105.32,106.45,106.75,107.97,109.36,109.69,111.25,110.96,113.13,112.9
1096,B,True,11.18,10.77,10.77,10.296,9.8489,9.4868,0.0,0.0,0.0,0.0
1097,B,True,0.0,0.0,0.0,49.041,49.163,0.0,49.092,49.092,49.092,48.042
1098,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,B,True,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33,146.83,148.02
1100,B,False,0.0,0.0,0.0,238.6,0.0,0.0,0.0,0.0,0.0,0.0
1101,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,B,False,64.382,64.281,65.376,66.189,83.815,83.815,84.155,83.815,83.487,83.487
1103,B,True,120.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0828
1104,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,B,False,155.65,155.29,155.26,156.43,157.79,158.52,160.18,160.25,158.47,158.75
1106,B,False,16.423,34.887,82.887,39.702,33.178,15.496,35.097,46.448,16.094,61.161
1107,B,False,236.88,241.27,239.81,241.0,240.13,240.29,241.77,241.56,239.9,241.49
1108,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,B,True,201.24,203.38,196.72,201.07,202.69,199.51,201.75,206.58,208.82,209.55
1111,B,False,403.46,408.49,417.53,421.24,424.79,429.02,433.33,436.96,440.49,440.26
1112,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,B,False,81.583,83.012,82.932,80.873,77.917,78.81,80.721,81.533,82.992,83.124
1114,B,False,167.75,167.42,166.63,167.68,171.47,170.56,166.49,171.46,167.44,166.55
1115,B,True,90.348,89.876,90.913,92.846,93.839,94.293,94.41,95.218,95.209,94.185
1116,B,True,6.3246,6.3246,6.3246,6.7082,6.3246,8.0623,7.2111,7.2801,6.7082,6.7082
1117,B,False,160.8,160.03,158.67,161.54,161.22,149.46,144.96,143.36,143.75,146.05
1118,B,False,32.444,19.253,39.013,39.0,39.0,39.0,40.012,40.012,0.0,40.05
1119,B,False,49.163,0.0,49.092,49.092,49.092,48.042,48.094,48.094,47.17,46.174
1120,B,False,233.43,233.97,234.14,234.24,231.43,234.03,234.6,234.21,235.68,235.62
1121,B,False,70.229,69.507,69.573,69.799,69.766,70.037,70.488,72.115,71.235,71.954
1122,B,True,353.29,352.94,350.5,350.34,350.27,351.47,355.53,350.21,350.36,347.72
1123,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,B,True,21.587,20.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,B,True,90.211,91.586,92.114,93.295,93.295,0.0,0.0,0.0,0.0,0.0
1127,B,False,264.69,264.13,264.55,264.91,264.34,266.63,268.82,268.73,269.32,270.24
1128,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,B,False,47.758,48.145,47.902,46.447,47.898,47.174,47.233,47.165,47.465,47.139
1130,B,False,99.08,99.476,99.009,111.82,109.59,105.91,102.89,112.58,113.84,107.06
1131,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,B,False,189.19,190.91,190.91,190.91,190.91,189.51,189.62,188.73,188.73,188.73
1134,B,True,63.186,60.811,36.969,39.019,32.258,30.565,65.043,10.335,0.0,17.138
1135,B,False,153.64,149.85,151.07,150.23,152.89,152.19,155.02,155.09,151.79,154.65
1136,B,False,397.9,398.17,393.22,389.83,394.25,384.16,385.09,386.08,385.11,394.96
1137,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,B,True,475.07,474.88,476.59,476.55,478.21,475.76,476.71,476.68,477.65,476.82
1140,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,B,False,19.359,35.701,33.252,18.723,90.941,99.887,74.741,47.784,34.629,64.054
1143,B,False,97.324,97.324,97.165,97.165,97.015,97.015,98.153,98.005,98.995,98.995
1144,B,False,150.31,148.46,148.68,147.61,150.9,150.75,149.28,148.48,150.78,149.63
1145,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,B,False,16.125,34.113,16.643,34.485,33.246,35.542,15.811,16.643,16.643,39.911
1148,B,False,316.61,339.31,328.39,344.3,326.19,329.25,334.66,345.88,359.89,345.49
1149,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,B,False,17.123,17.442,16.732,17.488,15.689,14.265,13.437,12.857,10.198,10.44
1152,B,False,124.53,123.89,124.84,125.46,127.28,127.86,129.15,129.59,129.81,127.34
1153,B,True,90.132,90.72,88.218,89.479,89.205,85.994,86.257,90.694,91.596,93.191
1154,B,False,156.3,157.41,333.0,333.32,332.65,331.61,330.44,330.74,329.85,330.11
1155,B,False,215.13,215.35,216.89,216.83,217.49,215.59,216.46,216.45,217.17,216.38
1156,B,False,142.13,145.9,148.06,150.4,157.35,161.55,165.92,192.32,95.81,149.19
1157,B,False,202.48,195.32,208.15,201.49,198.69,198.54,199.65,186.14,184.26,184.19
1158,B,False,11.0,0.0,0.0,0.0,11.045,11.045,10.05,0.0,0.0,10.05
1159,B,True,0.0,0.0,0.0,0.0,19.235,18.439,0.0,0.0,0.0,0.0
1160,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,B,False,0.0,0.0,8.2462,9.0554,0.0,0.0,7.0711,0.0,0.0,0.0
1165,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,B,False,142.76,148.02,143.03,145.63,145.19,145.58,146.54,147.17,146.02,146.1
1167,B,True,201.86,203.65,202.34,202.39,202.24,200.81,202.31,202.87,204.21,205.78
1168,B,False,90.257,91.533,91.611,94.646,93.826,94.339,92.822,93.159,92.388,87.968
1169,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.348,0.0,87.976
1170,B,False,166.39,166.42,166.55,165.26,163.05,169.96,173.94,135.09,135.19,128.78
1171,B,True,18.514,18.096,20.616,17.553,17.083,17.68,19.925,19.925,18.028,17.72
1172,B,False,117.03,16.155,16.155,15.232,117.29,115.53,117.23,17.493,16.643,0.0
1173,B,False,89.472,89.818,91.948,92.335,92.772,93.742,93.945,94.956,93.912,94.819
1174,B,True,38.053,39.051,37.943,38.939,38.828,38.892,38.387,38.487,38.378,38.197
1175,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,B,False,317.37,316.55,315.64,316.17,316.65,317.59,315.63,316.91,316.48,290.22
1181,B,True,0.0,11.314,0.0,0.0,0.0,0.0,10.63,10.0,10.817,10.0
1182,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,B,True,157.75,159.43,160.21,160.25,160.42,162.92,163.17,162.36,161.84,164.49
1184,B,False,33.807,34.088,32.863,35.014,35.057,36.014,37.054,37.014,35.128,31.383
1185,B,False,52.663,112.7,112.02,111.7,118.46,129.73,121.31,80.321,68.957,55.545
1186,B,False,44.643,0.0,44.643,44.922,44.922,44.922,44.922,45.88,0.0,45.88
1187,B,False,256.79,257.61,258.29,257.83,257.8,257.26,257.91,258.07,257.82,258.28
1188,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,B,False,151.32,152.74,152.28,151.87,150.72,150.67,150.12,148.74,148.59,147.73
1190,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,B,False,150.21,147.91,149.81,151.55,151.6,152.13,157.22,156.38,158.29,157.35
1193,B,True,151.73,151.82,152.01,153.44,154.07,153.65,153.51,155.87,155.41,154.53
