,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10
1486,B,False,29.003,25.912,28.697,32.292,32.465,32.336,27.726,29.251,30.328,34.151
1487,B,False,0.0,0.0,0.0,15.323,2.6882,0.71429,25.347,25.26,42.885,40.094
1488,B,False,5.0837,4.1045,4.9444,4.9697,2.8721,3.0148,3.9448,2.4899,4.5102,4.2816
1489,B,False,32.289,32.914,32.888,33.104,32.145,32.735,33.342,33.755,32.034,31.01
1490,B,False,17.466,14.5,14.976,13.213,13.274,12.568,14.592,15.216,16.338,16.379
1491,B,False,33.831,34.471,35.265,35.062,35.231,35.618,34.401,35.184,35.276,35.141
1492,B,False,11.1,11.418,11.279,10.859,10.938,11.183,11.347,10.842,11.255,11.387
1493,B,False,27.268,24.916,25.653,25.424,25.784,25.294,24.325,23.403,23.744,24.221
1494,B,False,14.628,14.92,13.998,13.988,13.805,13.928,14.325,13.832,12.583,12.044
1495,B,False,15.777,16.759,14.239,16.247,14.583,17.104,15.187,14.503,10.404,12.734
1496,B,False,30.656,31.853,31.553,30.619,30.842,30.096,30.805,30.815,29.721,29.076
1497,B,False,19.78,18.992,19.491,18.72,19.458,18.378,18.31,19.868,19.422,19.068
1498,B,False,19.248,19.937,20.411,20.833,21.025,20.596,21.636,21.132,21.552,21.353
1499,B,True,2.5787,3.0206,3.9171,3.3085,2.9752,2.953,3.3478,2.1742,2.349,2.842
1500,B,False,28.788,28.46,27.761,27.711,27.63,27.653,27.768,28.434,28.441,28.25
1501,B,False,7.3925,7.8404,5.1929,6.8079,7.2327,7.0117,7.3756,6.1567,8.0292,6.2264
1502,B,False,28.486,27.81,26.746,27.894,27.062,25.741,25.761,25.39,24.185,25.343
1503,B,False,9.5945,9.3882,9.5514,8.359,8.4765,8.7344,8.4918,8.4877,8.2639,8.333
1504,B,False,39.081,40.181,41.021,41.477,40.916,41.923,42.183,43.074,43.187,44.741
1505,B,False,12.627,12.727,12.213,12.365,12.178,12.629,12.565,12.675,12.983,12.742
1506,B,False,22.074,22.094,21.456,21.321,20.284,21.038,20.085,19.771,19.932,19.972
1507,B,False,0.62305,0.7722,0.71708,2.4434,1.2507,1.0559,1.8972,1.9506,2.3256,2.8533
1508,B,False,15.122,16.148,16.057,14.234,13.871,12.78,12.441,13.251,12.321,12.525
1509,B,False,47.185,45.979,46.192,46.145,46.08,45.241,44.87,44.28,44.13,43.584
1510,B,False,43.07,43.852,43.979,43.325,43.794,43.734,43.868,44.106,43.542,45.663
1511,B,False,17.633,18.71,18.66,17.165,17.944,18.272,18.717,17.95,19.292,17.158
1512,B,False,17.102,17.707,17.927,19.436,20.171,19.777,16.614,19.794,18.684,18.933
1513,B,False,10.917,13.043,11.305,14.884,9.6038,10.079,15.772,12.664,7.3944,9.8062
1514,B,False,0.64443,0.81451,0.76536,0.73993,0.60332,0.45091,0.51488,0.65281,0.61904,0.91743
1515,B,False,3.6805,3.6254,3.6179,3.838,3.9655,3.7168,4.3803,4.144,3.6009,3.7324
1516,B,False,9.2732,10.552,10.285,10.118,9.3514,9.884,10.258,9.0726,9.9192,9.3095
1517,B,False,6.7306,7.9109,6.7751,6.5873,6.9474,7.617,7.5744,8.1717,7.7801,7.3879
1518,B,False,27.917,27.033,27.088,26.75,26.34,26.661,25.944,26.219,25.268,25.784
1519,B,False,28.016,27.433,27.549,27.893,27.582,27.582,27.497,28.117,28.706,28.449
1520,B,False,22.079,12.283,20.343,22.509,18.905,26.797,23.201,24.16,18.026,23.399
1521,B,False,4.6632,3.925,5.1356,6.0224,3.4131,4.6512,4.3124,3.3306,2.5051,2.6147
1522,B,False,18.976,18.024,18.824,18.12,18.223,17.56,17.461,17.454,16.758,16.681
1523,B,False,33.725,34.053,33.824,33.697,32.575,32.908,32.767,34.078,33.926,33.796
1524,B,False,18.475,19.066,19.615,19.864,19.844,20.406,19.97,20.282,19.933,19.133
1525,B,False,30.702,30.157,31.113,30.934,31.733,32.469,32.754,31.61,31.168,30.389
1526,B,False,38.868,39.248,38.558,39.445,39.732,38.784,39.059,38.039,38.472,39.056
1527,B,False,2.8931,2.4841,2.199,2.4696,2.3964,1.8589,2.3824,1.6309,2.3913,2.5667
1528,B,False,26.943,29.062,28.786,28.795,28.793,30.05,31.41,32.531,33.082,33.398
1529,B,False,13.55,13.526,15.135,14.08,13.642,14.893,13.748,14.91,15.689,15.35
1530,B,False,8.4966,7.0991,7.4057,7.1498,8.0366,7.0603,6.3636,6.8503,6.9594,7.5
1531,B,False,35.744,35.92,36.296,37.251,36.435,36.634,36.617,37.612,37.226,40.142
1532,B,False,7.6358,8.793,8.538,8.5696,8.0987,7.941,7.8557,7.782,8.2536,7.1729
1533,B,False,10.69,10.758,10.475,10.757,10.127,11.177,10.48,10.793,10.59,10.106
1534,B,False,24.269,21.615,23.167,20.367,20.513,19.577,20.073,16.761,20.954,21.949
1535,B,False,2.8568,2.4587,2.701,3.085,2.9814,3.2975,3.1717,3.7035,3.6589,3.9664
1536,B,False,56.358,54.295,54.419,53.681,55.083,53.885,54.667,52.985,52.401,52.237
1537,B,False,7.2546,9.7478,10.76,7.1852,8.5419,7.4151,7.0716,8.2076,8.7666,10.973
1538,B,False,10.643,10.353,8.5185,6.5722,7.8125,8.1769,8.2157,5.8667,8.0977,5.7487
1539,B,False,39.787,40.809,40.374,40.207,40.799,42.158,41.816,42.262,42.057,41.515
1540,B,False,50.114,51.76,50.181,50.0,51.49,47.186,50.292,51.403,49.014,47.076
1541,B,False,33.735,32.742,31.87,33.948,34.528,34.288,35.164,35.411,33.676,33.306
1542,B,False,12.347,9.8532,9.1793,9.4486,10.937,9.185,10.561,10.854,8.9354,8.5112
1543,B,False,32.818,32.078,32.298,32.033,31.422,32.809,31.629,30.284,30.544,32.547
1544,B,False,3.583,3.1713,3.4487,3.8959,4.6982,4.6332,4.0536,4.9843,4.6335,4.73
1545,B,False,23.801,22.128,24.819,28.258,22.842,22.405,20.816,24.862,26.049,21.525
1546,B,True,37.486,36.799,36.795,36.576,36.153,36.509,36.349,36.528,37.14,36.616
1547,B,False,34.908,35.095,35.492,34.791,34.879,34.59,34.882,35.877,36.414,36.896
1548,B,False,12.39,11.881,12.314,12.852,12.404,12.131,10.707,10.694,11.677,12.641
1549,B,False,28.201,28.474,28.981,28.295,27.282,28.221,28.333,27.71,27.428,28.062
1550,B,False,38.527,38.621,38.042,37.396,36.701,36.587,36.313,35.614,35.421,34.573
1551,B,False,3.2389,3.1395,4.038,3.6315,4.5916,4.1667,4.4356,4.457,6.853,5.5441
1552,B,False,19.013,19.137,17.916,18.105,18.092,17.975,19.661,19.377,19.832,19.248
1553,B,False,69.001,69.199,69.573,68.879,68.576,68.217,69.605,68.936,69.245,68.617
1554,B,False,12.131,11.908,12.209,11.604,10.953,11.261,10.331,10.423,10.232,10.35
1555,B,False,2.4258,2.2713,1.6955,1.9101,2.2229,2.3652,1.9225,2.7351,2.6231,1.9358
1556,B,True,35.16,36.191,34.841,33.912,34.978,34.955,34.175,34.033,34.635,34.389
1557,B,False,18.558,18.34,19.316,19.142,19.299,20.382,21.122,20.371,21.054,20.552
1558,B,False,13.988,13.805,13.928,14.325,13.832,12.583,12.044,12.565,12.106,10.846
1559,B,False,15.429,16.077,14.545,14.952,15.01,13.706,15.204,15.621,14.967,14.022
1560,B,False,34.909,34.976,34.872,34.666,35.012,35.503,35.833,35.705,36.193,36.245
1561,B,False,18.491,15.097,15.692,15.14,17.343,13.687,16.147,14.303,12.569,12.749
1562,B,False,28.974,29.009,29.15,29.122,28.978,29.276,29.743,29.634,29.341,30.249
1563,B,False,8.4587,7.36,7.0754,6.9254,7.9348,7.5502,8.6346,8.5756,9.2642,10.068
1564,B,True,5.4573,6.1494,7.0151,5.7077,6.5559,6.5461,6.4061,5.689,5.4786,7.2464
1565,B,False,43.388,44.518,44.798,45.509,46.974,47.993,48.071,47.579,47.491,48.133
1566,B,False,58.448,58.25,58.567,58.12,57.735,58.249,58.195,58.051,57.92,57.591
1567,B,False,7.9849,8.2214,7.8104,7.6478,6.9926,7.2487,7.3737,6.6338,5.8474,5.9611
1568,B,False,1.9515,2.2086,1.7859,2.0091,1.539,1.5175,1.5705,1.6086,1.6304,1.594
1569,B,False,7.4574,7.7703,7.4021,7.7731,7.7776,7.6606,7.2431,7.2132,7.7599,7.3363
1570,B,False,20.042,23.805,23.597,21.947,22.978,19.986,23.425,19.994,16.895,17.23
1571,B,False,2.5234,3.1574,2.8475,3.0209,2.784,3.1063,3.6187,3.4295,3.5244,4.0774
1572,B,False,34.949,35.217,34.912,33.633,33.444,33.017,33.354,32.973,32.963,32.943
1573,B,True,6.1794,5.8219,5.7686,6.0903,5.9461,5.3031,4.3639,5.287,4.856,4.5699
1574,B,True,7.4824,3.9548,6.338,6.6566,8.0377,5.9004,6.2357,4.7579,6.9862,6.3302
1575,B,False,3.5273,3.512,3.5906,3.6767,3.8866,4.1049,4.3755,4.3407,4.6725,5.085
1576,B,False,36.233,38.703,38.743,35.63,37.63,34.456,33.821,33.393,34.72,33.769
1577,B,False,32.249,32.282,39.121,35.198,35.417,34.916,32.582,28.378,33.37,35.324
1578,B,False,40.262,40.486,39.815,40.694,39.839,39.84,40.617,40.463,40.544,41.587
1579,B,False,6.5773,6.8408,7.9808,7.4827,6.5662,7.2227,7.6931,7.4397,7.5122,7.2442
1580,B,False,21.854,22.748,23.627,22.985,22.218,21.85,22.451,22.039,23.413,22.242
1581,B,False,43.801,45.257,45.257,45.794,46.457,46.591,46.785,47.225,46.895,47.325
1582,B,False,12.024,12.533,12.584,11.607,11.401,11.233,10.887,11.329,11.743,11.824
1583,B,False,5.2413,5.3763,5.3128,4.7771,8.0714,5.4464,4.9209,4.6655,5.3333,3.4636
1584,B,False,9.7626,10.972,9.7391,7.9022,10.239,8.9812,11.22,9.6738,6.4675,5.9446
1585,B,False,20.314,18.39,20.468,20.682,21.181,22.145,21.219,22.11,21.568,21.596
1586,B,False,40.917,39.591,40.444,40.299,40.807,40.171,41.473,41.525,41.487,42.453
1587,B,False,38.933,38.447,38.46,37.766,37.052,37.066,37.251,36.041,35.962,35.402
1588,B,True,1.9628,2.0828,1.9854,1.9261,1.8303,2.5638,2.3251,2.2179,2.1059,1.8746
1589,B,False,46.218,45.199,45.109,44.829,45.562,45.497,45.028,43.686,42.477,42.618
1590,B,False,29.699,30.966,31.329,28.966,31.241,31.552,30.183,32.842,34.378,34.204
1591,B,False,18.682,18.315,22.283,20.414,20.179,20.983,19.421,19.629,19.063,18.107
1592,B,False,41.838,41.174,42.73,42.7,42.402,42.883,42.758,42.469,42.241,43.343
1593,B,True,7.1654,5.3865,4.8503,5.1984,5.6299,5.1637,4.7375,4.8207,4.3478,5.4025
1594,B,False,33.48,32.652,31.242,31.091,32.178,32.544,33.35,34.592,34.61,35.099
1595,B,False,9.0748,9.3015,9.1362,8.5725,9.8283,8.8399,8.3434,9.3557,10.499,10.394
1596,B,False,11.429,4.4225,5.7639,5.899,6.5774,3.4123,5.0057,6.0024,5.1385,5.432
1597,B,False,54.295,54.419,53.681,55.083,53.885,54.667,52.985,52.401,52.237,51.811
1598,B,False,8.2164,8.4611,8.7334,8.7754,8.3013,7.9853,7.0059,6.817,7.1654,5.3865
1599,B,False,52.57,54.948,54.021,48.124,52.666,53.717,55.293,52.437,55.147,52.734
1600,B,False,27.584,27.127,26.97,27.433,28.162,28.384,28.86,29.258,28.635,28.782
1601,B,False,6.4778,7.6142,7.482,6.9449,7.5403,6.7624,7.6448,7.6497,7.5909,8.8079
1602,B,False,10.127,9.5892,9.9898,9.9152,9.6672,9.6208,9.6857,10.138,9.9881,9.5446
1603,B,False,0.88945,0.87919,0.5814,0.58442,0.41074,0.69009,0.50939,0.3714,0.30423,0.81843
1604,B,False,15.667,15.751,16.224,16.7,16.331,16.375,17.643,17.707,19.818,17.729
1605,B,False,29.719,29.159,29.974,30.256,28.723,29.791,30.27,29.593,29.268,29.471
1606,B,False,4.2553,14.159,12.821,4.7826,6.1224,2.3529,4.6429,10.802,12.317,13.433
1607,B,False,44.959,44.981,45.054,44.989,45.323,45.541,45.746,46.305,46.917,47.579
1608,B,False,6.0534,5.6076,5.2521,5.7641,5.6517,6.0063,6.0178,5.6954,5.577,5.2587
1609,B,False,33.123,33.344,33.935,34.009,34.31,34.344,34.358,35.24,35.571,35.527
1610,B,False,22.208,24.093,27.402,25.515,30.984,31.056,33.802,35.196,36.527,35.684
1611,B,False,11.704,12.308,11.757,10.735,10.783,10.166,11.0,10.306,10.694,10.887
1612,B,False,46.242,46.618,46.737,46.902,46.606,46.203,46.913,46.281,46.342,45.673
1613,B,False,7.494,7.1419,8.432,7.6623,7.2521,8.2722,7.9494,8.0052,8.7257,7.8242
1614,B,False,5.4198,5.7576,5.2743,5.5381,4.5504,6.1336,6.8788,6.0,4.7399,5.9633
1615,B,True,9.1295,10.0,8.162,10.931,8.2083,10.655,7.9373,6.3897,8.3509,6.4052
1616,B,False,25.445,21.56,23.017,20.605,24.492,23.04,20.665,23.225,17.897,21.439
1617,B,False,39.979,40.351,40.27,40.69,40.364,40.286,40.615,40.611,40.705,41.036
1618,B,False,20.297,20.077,20.267,19.938,19.552,19.23,19.087,19.009,19.015,19.262
1619,B,False,12.478,12.11,11.614,10.759,10.716,11.093,10.603,10.297,10.182,11.828
1620,B,False,19.191,18.781,19.209,18.23,17.904,18.502,17.825,17.974,16.836,16.622
1621,B,False,20.32,21.558,21.565,19.183,22.107,24.346,25.497,24.437,25.5,26.429
1622,B,False,50.413,49.06,47.051,46.751,44.949,42.504,43.57,44.735,43.737,43.617
1623,B,False,10.299,10.078,11.178,10.391,10.879,9.2453,8.9569,7.6323,7.7357,7.8964
1624,B,False,20.696,20.727,20.889,21.893,22.138,22.324,21.723,22.73,20.292,20.565
1625,B,False,15.954,15.26,13.51,12.799,14.563,15.172,14.672,13.541,19.084,16.629
1626,B,False,58.567,58.12,57.735,58.249,58.195,58.051,57.92,57.591,57.556,57.474
1627,B,False,1.6176,1.4613,1.5713,1.2807,1.1772,0.95379,1.0442,1.2182,1.2441,1.0204
1628,B,False,13.917,14.207,14.908,15.166,15.114,15.163,14.628,15.056,14.233,14.063
1629,B,False,3.684,4.3028,3.4181,3.3681,4.0125,3.2781,2.7724,3.5579,3.3372,3.4523
1630,B,False,43.979,43.325,43.794,43.734,43.868,44.106,43.542,45.663,44.372,44.54
1631,B,True,10.235,9.5807,8.7505,9.0429,8.181,7.9829,7.8854,8.8149,8.4891,8.2807
1632,B,True,20.076,18.996,18.315,17.805,18.525,18.422,18.197,17.833,17.906,17.646
1633,B,False,28.975,28.627,29.431,29.474,29.773,29.566,29.768,29.461,29.819,29.623
1634,B,False,35.721,35.515,34.009,34.703,34.326,35.214,35.744,35.92,36.296,37.251
1635,B,False,46.894,48.118,50.591,51.416,51.807,49.44,48.445,48.566,47.691,46.764
1636,B,False,14.611,14.831,14.699,14.503,14.354,14.019,14.3,13.789,13.728,14.194
1637,B,False,29.866,28.375,28.334,28.275,28.985,28.513,30.026,29.125,29.021,29.477
1638,B,False,27.673,28.219,25.639,24.35,33.556,24.189,25.298,26.686,38.792,24.466
1639,B,True,5.7513,3.9975,3.8827,2.9978,2.4922,4.8811,4.2216,3.2394,1.7426,3.566
1640,B,False,29.142,28.713,29.377,28.914,28.63,28.579,28.945,29.331,29.191,29.319
1641,B,False,11.578,10.917,11.1,11.418,11.279,10.859,10.938,11.183,11.347,10.842
1642,B,False,23.775,22.735,25.623,21.205,39.043,33.167,47.046,20.063,19.029,19.411
1643,B,False,6.3672,6.4105,6.359,6.1767,5.2048,5.6297,4.6607,5.0031,5.3824,4.5369
1644,B,False,8.7216,8.4189,8.8128,9.3483,9.0622,9.6226,9.3861,9.116,9.5614,9.2351
1645,B,False,39.368,39.212,38.911,39.225,39.739,38.689,39.178,39.446,39.25,38.259
1646,B,False,10.012,9.6019,10.281,10.515,10.906,9.893,10.658,9.8463,10.333,9.8903
1647,B,False,2.2055,2.7535,2.7275,3.1528,2.3115,2.6231,2.6804,1.6941,1.6221,2.3524
1648,B,False,14.646,13.353,12.719,11.85,11.705,11.397,11.549,13.86,15.433,14.272
1649,B,False,45.7,44.815,44.755,44.685,43.669,42.52,43.065,43.388,44.518,44.798
1650,B,False,17.455,13.34,13.712,18.717,14.815,19.406,20.532,21.536,17.924,18.583
1651,B,False,5.304,4.9028,5.8333,6.0856,4.5822,6.4742,5.3355,5.297,5.5988,5.528
1652,B,False,29.471,29.546,30.048,29.48,29.01,29.421,29.193,29.76,29.605,29.109
1653,B,False,7.9374,7.8431,8.7663,8.7679,8.1676,9.1796,8.9688,8.2051,8.9658,8.7805
1654,B,False,32.384,31.3,31.098,31.539,30.566,31.687,32.795,31.721,31.913,32.756
1655,B,False,43.437,41.311,40.047,40.453,40.949,40.852,40.791,40.184,40.33,38.218
1656,B,False,24.917,25.127,24.961,24.8,26.74,26.31,26.035,27.382,27.785,28.521
1657,B,True,9.4446,9.2886,10.192,8.9097,9.1707,8.8248,9.4398,9.3084,8.6969,9.4877
1658,B,False,1.3669,1.4238,2.0184,1.9512,2.1645,1.8253,1.5412,1.9703,1.8437,1.8844
1659,B,False,17.861,17.585,17.843,18.055,17.983,17.761,17.754,17.342,17.753,17.647
1660,B,False,14.398,14.734,16.099,14.306,12.891,12.569,12.477,10.908,9.6508,11.711
1661,B,False,18.702,19.799,19.516,18.947,19.89,20.525,20.883,20.497,20.404,21.145
1662,B,False,48.981,47.267,45.423,51.121,50.864,51.992,50.943,49.308,51.085,50.958
1663,B,False,4.7104,5.0165,4.1762,4.4814,4.5878,4.863,3.7858,5.001,5.4321,5.363
1664,B,True,13.357,15.059,15.806,13.583,14.415,14.441,14.591,13.003,13.162,11.329
1665,B,False,19.934,19.226,17.021,19.125,17.591,18.444,20.823,20.709,20.171,17.826
1666,B,False,30.415,30.379,32.242,31.001,26.314,24.902,24.356,25.222,21.877,20.291
1667,B,False,21.61,22.315,23.287,23.641,24.23,22.686,23.939,24.969,27.251,27.381
1668,B,False,52.009,52.624,53.104,53.165,52.493,53.048,53.177,53.301,53.043,53.19
1669,B,False,10.805,10.951,11.167,11.321,10.15,9.8754,9.7547,9.1771,9.8755,9.8959
1670,B,False,37.367,38.252,38.515,38.562,39.117,38.611,38.952,39.726,39.977,39.784
1671,B,False,4.8283,4.6597,3.4662,2.8263,3.9075,2.4523,2.9178,3.2154,3.2856,4.1955
1672,B,False,3.4556,2.6615,4.6189,4.8468,5.1867,5.9111,5.3797,6.4656,6.6501,6.1591
1673,B,False,42.12,42.434,43.787,43.136,41.653,43.604,44.165,44.062,43.615,43.534
1674,B,False,4.2343,3.7732,4.8297,4.6147,4.0187,5.1111,3.5953,3.5472,3.6582,4.2187
1675,B,False,10.572,8.5234,8.6014,10.414,10.049,9.4644,14.646,13.353,12.719,11.85
1676,B,False,44.514,42.417,42.994,43.111,41.922,41.202,42.015,40.128,37.047,36.332
1677,B,False,12.146,10.908,10.138,11.172,10.765,10.541,10.523,9.3245,9.9467,10.005
1678,B,False,9.8195,9.4906,8.4632,9.4808,9.4504,9.0783,9.3815,9.2641,9.6076,9.7281
1679,B,False,19.968,19.308,18.966,17.547,17.609,17.967,17.211,17.814,18.934,17.721
1680,B,False,4.0921,4.3218,5.249,4.7637,4.7926,4.3364,4.0962,3.8686,3.9377,3.2381
1681,B,False,16.765,19.776,19.016,19.944,21.137,19.003,19.068,19.005,19.043,16.614
1682,B,False,2.6634,2.8234,3.4119,4.277,4.0471,3.7037,4.282,3.7962,4.7379,4.457
1683,B,False,7.325,6.9815,7.3429,7.1026,6.3888,6.7898,6.8385,7.6147,8.4065,8.5575
1684,B,False,8.5391,7.4129,8.1307,8.8096,7.9376,8.3649,7.7963,7.7598,7.5784,8.2027
1685,B,False,29.94,30.416,30.911,25.825,24.566,30.615,29.463,28.998,29.278,27.794
1686,B,False,29.112,29.27,28.821,28.04,27.865,27.212,27.855,27.655,27.172,26.645
1687,B,False,11.104,10.857,10.03,9.8116,9.209,11.193,11.544,11.242,10.946,11.007
1688,B,False,56.824,57.417,58.072,56.131,55.875,56.281,55.733,55.194,54.622,54.547
1689,B,False,4.8503,5.1984,5.6299,5.1637,4.7375,4.8207,4.3478,5.4025,5.4086,5.4129
1690,B,False,5.4121,5.2089,5.7602,5.6794,6.4432,5.9011,7.0147,10.504,8.5049,7.9444
1691,B,False,10.059,15.063,11.619,11.087,12.602,15.3,11.276,11.589,11.266,9.9952
1692,B,False,11.854,12.037,10.915,11.065,10.485,9.5081,8.7302,8.5843,8.6039,8.8279
1693,B,False,12.02,11.663,11.726,11.637,12.058,11.416,11.344,11.79,11.626,12.021
1694,B,False,3.9381,3.2061,2.7778,2.0103,2.5822,1.7519,1.8391,1.8816,1.4778,2.0795
1695,B,False,16.42,18.234,16.188,18.507,19.606,18.089,22.083,21.462,23.217,22.319
1696,B,False,9.442,10.003,9.9932,10.285,9.5627,9.4002,9.3873,9.8303,10.293,9.6528
1697,B,False,14.902,14.659,14.465,13.964,13.44,13.129,13.794,13.033,12.598,12.137
1698,B,False,5.531,5.8465,4.8632,5.968,4.3004,4.2819,3.941,4.0961,4.4282,4.7073
1699,B,False,13.807,13.379,14.096,12.95,12.954,13.605,14.169,13.678,13.225,13.695
1700,B,False,4.3648,5.0508,4.7697,4.7931,5.144,6.5502,6.7529,6.37,6.7961,6.9039
1701,B,False,26.046,26.018,26.709,26.923,26.667,26.75,26.819,26.149,25.878,26.222
1702,B,False,35.244,35.805,35.98,34.221,35.475,34.613,35.402,35.324,34.359,34.388
1703,B,False,26.347,26.41,26.96,25.599,25.625,26.458,26.052,25.55,25.847,25.832
1704,B,False,36.231,36.182,35.605,35.817,35.629,35.351,34.6,34.597,33.715,33.497
1705,B,False,31.567,30.704,31.049,30.719,31.075,31.143,31.09,30.867,30.499,31.826
1706,B,False,17.36,15.063,14.479,16.791,16.917,18.266,17.156,15.575,15.619,15.619
1707,B,True,14.346,14.95,14.195,14.563,14.369,14.034,14.169,13.803,13.929,13.117
1708,B,False,8.4803,8.5473,8.2756,8.3682,9.4746,8.8997,9.1372,8.6534,6.5438,6.394
1709,B,False,18.43,18.394,16.744,17.729,16.446,15.963,16.649,19.144,17.477,17.666
1710,B,False,30.804,29.533,33.333,36.887,33.085,32.546,31.391,29.109,33.333,28.624
1711,B,False,8.4192,10.819,7.7248,9.6892,10.482,10.174,15.727,10.989,11.514,6.3215
1712,B,False,34.359,34.118,35.049,35.95,35.14,35.124,35.824,34.97,34.164,35.209
1713,B,False,36.204,36.7,36.448,35.877,35.245,36.262,36.606,37.541,36.768,37.068
1714,B,False,43.071,42.924,42.799,44.072,42.803,43.581,44.119,44.097,43.876,43.56
1715,B,False,11.064,11.607,11.652,11.349,12.059,11.818,12.364,12.062,11.03,11.254
1716,B,False,33.388,30.898,27.164,21.237,20.132,21.068,23.232,22.476,21.46,16.171
1717,B,False,14.924,17.102,17.707,17.927,19.436,20.171,19.777,16.614,19.794,18.684
1718,B,False,4.2527,3.9279,4.3484,3.9225,4.1672,4.5153,4.7819,4.4881,3.4959,3.8729
1719,B,False,18.0,18.138,17.893,18.327,18.019,19.21,19.391,19.362,20.024,19.403
1720,B,False,26.398,26.453,25.101,24.603,26.612,26.651,25.339,27.784,26.82,24.874
1721,B,False,33.734,33.682,33.284,33.916,34.64,33.794,33.995,31.658,31.287,31.431
1722,B,False,6.1158,7.3458,6.5855,6.3503,7.2992,7.0405,7.0041,5.8401,6.7418,6.5773
1723,B,False,14.634,14.511,14.805,15.091,14.843,14.611,14.831,14.699,14.503,14.354
1724,B,False,11.095,10.444,9.8908,9.7156,9.9811,10.062,10.681,10.412,9.7449,9.1303
1725,B,False,5.3333,5.9952,4.7028,5.2794,5.9572,4.5029,5.1937,4.2451,2.9295,3.5312
1726,B,False,51.915,59.271,51.073,54.746,58.271,47.038,47.529,56.167,50.962,53.066
1727,B,False,18.363,18.983,15.529,14.657,17.9,21.21,19.077,16.002,15.506,17.114
1728,B,False,34.468,33.57,33.538,34.106,35.191,34.459,34.637,35.012,35.657,35.063
1729,B,False,6.3354,5.9146,5.7841,7.6542,7.4943,7.7172,7.9528,8.1376,9.4613,8.5422
1730,B,False,14.617,14.224,13.961,13.789,13.479,13.721,13.698,13.585,13.117,13.166
1731,B,False,41.512,41.183,41.148,41.262,40.822,39.704,39.585,38.991,37.398,36.613
1732,B,False,48.005,49.264,48.503,47.683,47.631,47.464,47.155,47.218,46.647,46.573
1733,B,False,11.132,11.345,11.118,11.717,11.875,11.505,11.619,11.612,11.742,11.212
1734,B,False,4.8721,6.1217,7.3442,7.483,5.1265,6.0183,5.1953,3.3207,3.8538,2.3694
1735,B,False,4.59,6.84,4.7505,6.3164,5.8684,5.9944,4.6479,5.2333,6.1772,4.9141
1736,B,False,26.573,27.349,27.446,28.234,28.184,26.66,26.907,25.813,25.369,26.146
1737,B,False,5.8584,6.284,6.3885,6.7123,6.1647,6.2847,6.3254,7.5499,8.1366,8.3255
1738,B,False,41.925,42.16,42.942,42.345,41.631,41.424,41.457,42.15,42.002,42.076
1739,B,False,18.656,18.994,18.495,18.79,18.702,18.895,18.743,19.43,19.556,18.725
1740,B,False,11.144,11.159,11.529,10.149,10.14,11.109,10.829,11.4,11.343,10.818
1741,B,False,31.904,31.011,31.439,31.969,32.242,30.45,31.15,31.187,30.959,31.213
1742,B,False,4.4586,3.046,2.809,2.4804,2.7972,2.6297,2.6295,3.1225,2.9388,2.5825
1743,B,False,37.162,38.158,38.108,37.835,38.38,37.71,38.075,37.933,38.463,38.213
1744,B,False,28.951,27.665,27.198,28.201,24.318,20.409,22.399,23.257,20.048,21.95
1745,B,False,18.29,19.429,19.724,19.014,20.421,18.681,18.273,20.944,21.117,20.299
1746,B,False,0.0,0.0,15.686,13.131,26.667,31.771,22.078,31.481,23.245,15.146
1747,B,False,11.561,12.308,11.944,11.237,11.594,12.848,11.315,10.7,11.052,11.032
1748,B,False,3.8827,2.9978,2.4922,4.8811,4.2216,3.2394,1.7426,3.566,3.4738,2.9862
1749,B,False,28.869,29.965,29.02,28.576,29.579,28.765,28.099,28.357,28.871,29.274
1750,B,False,2.459,0.79523,2.5105,2.9279,2.7888,2.4554,2.4609,3.3654,2.4272,0.92379
1751,B,False,3.5584,4.2096,1.97,2.2158,1.8939,5.049,6.0338,6.2643,9.3818,9.7031
1752,B,False,4.477,5.1422,4.1919,5.0,4.4118,3.5275,4.046,4.6189,5.8052,4.6332
1753,B,False,5.0265,7.9596,8.7408,6.4249,6.4858,6.6105,7.2822,7.0302,5.2209,4.5543
1754,B,False,3.3454,3.3119,3.3623,3.3499,3.5959,3.2281,3.3975,3.3295,3.4959,3.3208
1755,B,False,22.57,21.888,23.334,23.861,21.627,23.234,26.044,25.335,24.625,23.15
1756,B,True,18.51,18.755,19.753,20.252,22.837,22.831,24.908,23.352,24.96,24.271
