,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10
1206,B,True,22.519,22.634,22.795,22.764,22.563,22.724,22.937,22.793,22.779,22.375
1207,B,False,52.204,51.912,52.033,53.457,54.818,54.932,55.075,56.458,56.912,57.321
1208,B,True,31.878,32.11,32.055,32.246,32.164,32.14,32.219,32.06,31.909,32.024
1209,B,True,32.052,31.879,32.379,31.877,31.903,31.401,30.906,31.194,31.926,31.658
1210,B,False,49.977,49.48,49.31,49.614,49.14,49.812,49.388,49.008,48.823,48.157
1211,B,False,36.69,36.572,35.424,35.433,36.991,36.698,36.81,36.848,34.856,36.014
1212,B,True,27.4,27.432,27.478,27.581,27.599,27.627,27.749,27.778,27.679,28.05
1213,B,False,63.251,63.375,63.179,63.219,63.523,63.251,63.306,63.323,63.495,63.318
1214,B,False,25.749,25.779,25.424,25.216,25.724,25.16,25.26,25.072,25.38,25.034
1215,B,False,54.802,54.676,54.936,55.12,55.41,55.526,55.663,55.758,55.955,55.755
1216,B,False,25.299,25.547,25.642,25.384,25.332,25.123,25.221,25.472,25.563,24.666
1217,B,False,35.623,35.563,35.454,35.135,35.388,35.433,35.472,35.557,35.618,35.576
1218,B,False,46.094,45.414,45.442,45.036,45.949,46.137,46.307,47.19,47.732,47.661
1219,B,False,42.924,42.728,42.731,42.912,42.743,42.567,42.965,42.749,42.502,42.874
1220,B,True,32.412,32.623,32.522,32.484,32.539,31.652,32.309,31.676,31.68,31.682
1221,B,False,48.359,48.162,48.154,48.348,48.205,47.669,46.598,46.785,47.286,46.885
1222,B,True,36.575,36.258,36.7,37.035,37.01,34.95,35.869,36.051,34.445,35.087
1223,B,False,47.821,48.697,47.442,49.53,50.356,50.602,49.054,49.586,48.704,47.285
1224,B,True,35.943,35.647,35.235,34.775,35.327,35.425,35.678,35.292,36.126,35.98
1225,B,False,38.869,38.19,38.262,38.458,37.789,37.928,39.007,38.747,38.444,37.7
1226,B,False,43.964,43.496,42.71,42.443,42.631,42.825,42.531,42.146,42.441,41.943
1227,B,False,31.771,31.278,31.826,32.008,31.482,31.811,32.169,31.627,31.643,32.489
1228,B,False,36.375,36.63,37.401,37.596,37.598,38.218,37.904,38.225,38.832,37.891
1229,B,True,53.74,53.871,54.394,54.251,54.288,54.561,54.269,54.86,54.719,54.532
1230,B,False,31.243,32.842,32.57,31.925,31.551,32.944,34.446,37.389,38.07,38.019
1231,B,False,48.78,48.564,48.375,48.362,48.164,48.197,48.381,48.531,48.871,48.229
1232,B,False,33.316,33.251,33.512,32.911,33.23,33.094,33.56,32.736,32.606,32.568
1233,B,False,42.625,42.772,42.591,42.738,42.565,42.795,43.079,43.263,43.474,43.227
1234,B,False,26.131,26.569,25.635,25.794,25.455,25.645,25.543,25.749,26.075,26.091
1235,B,False,58.065,58.083,56.654,58.215,58.27,56.897,56.577,54.524,54.057,55.557
1236,B,True,28.023,28.097,28.255,28.115,28.128,28.581,29.123,28.279,28.98,28.409
1237,B,False,42.601,42.755,42.826,42.276,42.084,41.674,42.765,42.583,41.469,40.809
1238,B,False,55.772,53.802,53.692,50.889,48.98,52.141,48.418,51.732,53.052,52.143
1239,B,False,36.684,36.597,37.151,37.351,36.859,36.657,36.576,36.073,36.179,36.677
1240,B,False,41.654,41.575,42.233,42.393,42.774,42.304,41.489,42.305,42.641,42.532
1241,B,False,23.337,23.393,23.17,23.054,22.971,22.976,23.192,23.168,23.213,23.164
1242,B,False,50.549,52.216,52.584,53.047,52.094,53.357,52.453,51.794,52.712,52.33
1243,B,False,28.626,28.882,29.127,29.111,28.785,28.92,28.767,28.574,28.02,28.591
1244,B,False,26.541,26.532,27.14,26.157,26.497,26.325,26.626,26.873,26.904,26.732
1245,B,False,22.663,22.723,23.011,23.054,23.129,23.166,23.133,23.083,23.224,23.377
1246,B,False,38.85,38.585,38.829,39.278,39.654,39.99,40.09,39.786,40.044,39.915
1247,B,True,32.554,32.2,32.114,32.183,32.051,31.536,31.217,30.825,31.161,31.089
1248,B,True,54.096,54.278,54.276,54.211,54.291,54.347,54.467,54.007,54.413,54.803
1249,B,False,21.649,21.587,21.669,21.542,21.892,22.145,21.965,22.085,22.258,22.277
1250,B,False,52.313,52.353,52.273,52.147,52.055,52.075,52.145,52.014,52.028,52.239
1251,B,False,30.583,29.654,30.759,30.102,27.909,28.848,29.27,27.966,28.326,29.198
1252,B,False,31.565,31.72,31.24,31.045,30.749,30.816,31.191,30.809,30.806,31.072
1253,B,False,56.186,55.529,55.164,54.962,54.99,54.974,54.4,54.775,54.555,54.901
1254,B,False,48.927,49.388,48.248,45.961,45.798,45.085,45.225,44.922,43.674,42.644
1255,B,False,51.759,56.59,56.952,56.879,57.841,57.166,57.135,56.614,56.488,56.689
1256,B,False,29.237,28.927,28.56,28.195,29.065,29.346,28.284,29.099,29.488,29.154
1257,B,True,24.697,24.932,25.213,24.976,25.251,25.328,25.183,25.307,25.254,25.559
1258,B,False,43.313,44.029,43.961,43.74,43.738,43.539,43.657,43.714,43.662,43.141
1259,B,False,44.037,44.508,43.888,43.936,43.767,43.715,43.593,43.753,44.148,44.419
1260,B,False,52.14,52.78,51.695,53.643,54.955,55.701,52.986,52.361,52.049,52.305
1261,B,True,37.526,37.89,37.818,37.513,36.675,37.558,36.576,36.942,37.407,37.608
1262,B,False,53.891,54.1,53.77,53.55,53.779,53.905,53.118,53.494,53.077,52.629
1263,B,False,41.768,42.115,41.968,41.536,41.904,41.904,41.717,41.312,41.399,41.771
1264,B,False,31.659,32.035,31.607,31.972,32.134,32.451,33.704,31.679,31.775,31.678
1265,B,False,31.595,31.265,31.589,31.745,32.081,31.913,31.91,31.68,31.379,31.933
1266,B,False,26.685,26.58,26.409,26.88,26.535,26.831,26.822,26.375,26.071,26.065
1267,B,True,40.772,40.927,40.778,41.101,40.959,40.958,41.166,41.152,41.537,41.678
1268,B,False,56.831,55.872,55.625,56.539,56.307,57.476,56.153,55.516,56.019,55.983
1269,B,False,43.143,44.306,43.474,42.889,42.712,43.601,43.416,42.731,43.303,43.635
1270,B,False,37.802,38.823,38.564,38.281,39.009,38.777,38.618,38.917,38.511,38.528
1271,B,False,45.449,45.222,45.054,45.213,45.357,44.705,44.397,44.006,43.727,43.646
1272,B,False,35.483,35.051,35.101,34.951,34.999,34.594,33.966,34.954,33.681,33.756
1273,B,True,32.397,32.629,32.525,31.92,33.565,31.85,32.598,32.922,32.45,32.758
1274,B,False,34.484,34.689,34.965,35.064,34.662,34.662,34.631,34.746,35.156,35.593
1275,B,False,34.258,34.39,33.968,34.614,34.805,34.951,33.552,33.588,35.221,35.496
1276,B,False,30.421,30.394,30.366,30.463,29.806,30.367,30.262,29.774,30.015,29.925
1277,B,False,41.96,42.187,40.789,40.201,41.26,40.996,41.454,42.074,41.348,41.033
1278,B,False,35.879,35.756,35.937,36.034,35.936,36.013,36.04,35.669,36.643,36.881
1279,B,True,49.472,49.432,49.791,50.729,49.827,50.97,50.758,49.755,50.444,50.872
1280,B,False,40.471,40.914,41.107,40.86,40.08,40.968,40.653,40.732,41.125,41.278
1281,B,False,54.438,54.124,54.156,54.39,54.615,54.843,55.443,56.16,56.78,56.843
1282,B,False,33.966,33.789,33.75,33.826,33.931,33.493,33.653,33.676,33.539,33.682
1283,B,False,31.11,30.874,31.669,30.366,31.042,29.959,29.815,31.031,30.901,30.778
1284,B,False,52.684,51.668,51.276,50.935,53.522,52.335,51.904,52.283,55.085,55.384
1285,B,False,55.378,55.268,55.263,55.224,55.057,55.192,55.376,54.862,54.468,54.237
1286,B,True,50.743,50.496,50.619,50.355,49.83,49.396,49.277,49.003,48.904,48.639
1287,B,False,27.769,27.673,28.188,28.276,27.937,28.424,28.049,27.878,27.913,27.89
1288,B,False,53.849,53.733,52.534,51.937,51.638,51.273,50.161,50.276,49.9,49.065
1289,B,False,20.138,20.241,19.967,19.978,20.092,20.154,20.228,20.455,20.469,20.002
1290,B,False,43.868,45.163,46.299,45.399,46.499,48.553,47.802,47.73,48.887,47.683
1291,B,False,45.123,45.104,44.061,44.004,44.791,44.873,44.642,43.819,44.435,43.855
1292,B,False,55.772,55.809,56.265,56.104,56.335,56.458,56.501,56.382,56.227,56.723
1293,B,False,25.251,25.328,25.183,25.307,25.254,25.559,25.451,25.384,25.37,25.196
1294,B,False,36.171,36.021,35.84,35.64,35.764,35.539,35.688,36.116,35.854,35.92
1295,B,False,30.27,30.281,30.345,30.471,30.75,30.053,30.357,30.234,30.277,30.169
1296,B,False,42.375,44.17,44.831,40.764,39.799,40.004,42.806,38.729,41.032,41.694
1297,B,False,43.795,44.361,44.877,44.573,44.738,44.55,42.764,43.381,43.988,42.955
1298,B,False,45.983,46.099,46.599,47.011,47.269,47.35,47.774,47.726,47.389,47.519
1299,B,False,40.633,40.118,40.21,40.0,39.415,39.575,39.778,39.445,39.787,39.697
1300,B,False,49.416,47.352,51.132,52.469,53.977,54.363,52.931,52.89,51.0,49.82
1301,B,False,41.289,41.567,41.5,41.502,40.811,40.605,41.286,41.602,41.424,40.407
1302,B,False,46.846,45.501,46.188,46.834,46.018,46.525,46.64,46.76,47.376,47.228
1303,B,False,31.987,31.554,31.021,31.933,32.399,32.626,32.13,32.848,32.736,32.755
1304,B,False,60.756,60.803,61.613,61.593,61.986,62.079,62.605,62.109,61.627,62.022
1305,B,False,25.435,25.374,26.03,27.067,27.399,27.197,26.01,26.148,27.112,26.221
1306,B,True,34.571,33.863,33.549,33.129,33.301,33.262,33.179,33.348,33.011,32.965
1307,B,True,29.196,28.811,28.3,28.151,28.378,27.597,27.694,28.062,28.233,28.11
1308,B,True,15.05,15.298,16.224,20.565,20.165,20.6,24.169,25.41,27.666,31.282
1309,B,False,56.321,56.258,56.002,55.925,55.75,55.987,56.198,56.825,56.668,55.518
1310,B,False,30.024,29.86,29.699,29.527,29.231,28.975,29.271,29.018,28.795,28.77
1311,B,False,35.204,34.458,34.951,34.534,35.198,35.876,34.693,35.19,35.502,35.974
1312,B,False,50.892,50.743,50.496,50.619,50.355,49.83,49.396,49.277,49.003,48.904
1313,B,False,55.305,54.394,54.637,54.591,54.454,54.452,54.823,54.286,54.577,54.894
1314,B,False,45.913,45.243,47.532,46.936,46.555,45.583,45.304,46.335,45.236,44.333
1315,B,False,42.118,41.473,41.753,41.637,41.647,42.383,41.776,42.154,42.045,41.403
1316,B,False,46.689,46.055,46.228,46.687,46.454,46.181,45.641,45.742,46.134,46.366
1317,B,False,37.178,36.698,36.798,36.747,36.185,36.139,36.164,36.028,36.073,36.001
1318,B,False,42.542,43.336,43.644,44.053,43.745,45.167,44.822,42.968,42.857,42.575
1319,B,False,42.198,41.859,42.443,41.574,41.654,41.575,42.233,42.393,42.774,42.304
1320,B,False,22.821,22.827,22.764,22.873,22.631,22.636,22.53,22.332,22.255,22.154
1321,B,False,56.171,56.116,53.066,53.912,53.529,52.866,53.456,52.955,54.447,52.116
1322,B,False,43.354,42.959,43.588,42.929,43.254,42.772,43.017,43.167,43.068,42.818
1323,B,False,38.733,38.332,38.014,38.239,37.678,36.855,37.511,37.064,37.346,37.031
1324,B,False,58.535,58.691,57.972,57.857,58.546,58.606,59.039,58.43,58.882,58.769
1325,B,False,30.913,30.62,30.669,30.754,30.803,30.643,31.122,31.235,31.053,31.052
1326,B,False,47.351,48.196,49.919,51.101,50.408,52.056,48.715,51.507,53.471,51.374
1327,B,False,27.424,27.904,27.946,27.703,28.347,27.878,28.585,28.325,28.703,28.495
1328,B,False,39.45,39.442,39.539,39.308,38.919,39.134,38.51,38.146,38.495,39.336
1329,B,False,47.095,46.681,46.516,46.112,46.765,46.578,46.801,46.497,46.751,46.475
1330,B,False,27.586,27.652,27.76,27.526,27.602,27.661,27.754,27.821,27.674,27.779
1331,B,False,40.942,41.129,39.367,39.574,38.578,37.766,38.222,37.676,37.7,36.307
1332,B,False,43.951,43.795,43.198,43.017,43.25,43.443,43.63,43.655,44.226,44.322
1333,B,False,26.682,26.675,26.245,25.939,26.901,26.795,26.448,27.308,27.15,27.174
1334,B,True,35.754,35.108,35.545,34.955,34.439,35.29,34.257,34.289,34.44,34.596
1335,B,False,50.503,49.904,51.236,51.285,50.476,49.072,49.84,49.292,49.358,47.965
1336,B,False,28.021,27.837,27.733,27.495,27.228,27.803,27.644,27.716,28.104,27.826
1337,B,True,38.151,37.983,38.855,38.198,38.127,38.456,37.717,37.362,37.23,37.54
1338,B,False,24.842,24.71,24.964,24.866,24.817,25.007,24.988,25.338,25.277,25.082
1339,B,False,33.623,35.423,36.128,35.826,34.791,34.328,34.744,33.572,34.123,34.595
1340,B,False,43.269,42.82,42.146,40.788,42.43,44.236,42.478,43.522,42.447,41.291
1341,B,False,35.98,35.852,36.041,35.854,35.846,35.896,36.139,36.345,36.44,36.277
1342,B,False,0.0,0.0,0.0,0.0,0.0,54.079,0.0,0.0,0.0,0.0
1343,B,True,35.761,35.808,36.331,37.054,37.276,37.377,37.168,36.856,37.759,37.994
1344,B,False,40.227,40.117,40.45,40.32,40.879,40.821,41.077,41.386,40.955,41.16
1345,B,False,32.886,32.911,32.928,32.738,32.592,32.799,32.669,32.685,32.269,32.514
1346,B,False,35.254,35.414,34.965,34.987,35.47,35.288,35.517,35.151,35.11,35.092
1347,B,True,30.355,30.448,31.015,32.129,31.386,34.472,34.23,32.972,32.455,33.53
1348,B,True,60.982,59.601,60.64,60.113,59.223,58.564,57.993,59.223,58.678,56.222
1349,B,False,50.331,48.767,48.722,46.017,49.78,47.351,48.196,49.919,51.101,50.408
1350,B,False,34.616,34.552,34.694,35.031,34.833,35.285,35.314,36.309,35.638,35.534
1351,B,False,41.677,41.542,41.703,41.573,41.011,41.105,42.218,41.711,43.244,43.109
1352,B,True,48.321,49.811,49.108,48.478,50.373,49.158,48.052,49.653,47.244,48.039
1353,B,False,37.885,37.218,37.082,37.307,37.317,37.165,36.545,37.091,37.415,37.45
1354,B,False,45.139,44.788,44.881,45.235,45.777,45.767,45.477,45.383,45.549,45.354
1355,B,False,46.142,46.656,46.078,46.344,46.421,46.457,46.228,45.788,46.311,46.33
1356,B,False,48.448,46.091,49.425,51.267,51.725,51.994,49.159,46.209,47.547,44.77
1357,B,True,36.578,36.507,36.48,36.349,36.364,36.987,35.824,37.209,37.378,36.825
1358,B,True,28.247,26.299,25.911,29.335,26.334,27.064,25.53,26.069,26.937,27.455
1359,B,True,24.628,25.433,24.861,24.964,25.97,25.642,26.827,26.279,26.369,26.364
1360,B,True,41.103,41.393,41.638,41.552,41.499,41.051,40.866,40.858,41.116,41.201
1361,B,False,28.068,27.855,27.617,27.659,27.757,27.874,27.604,28.242,27.677,28.069
1362,B,False,33.69,32.994,32.546,33.386,32.778,31.847,33.769,32.406,32.823,31.962
1363,B,False,38.842,38.43,38.638,39.756,39.642,40.143,40.319,40.768,40.15,39.793
1364,B,False,56.055,55.995,56.809,56.367,56.181,55.762,55.998,55.328,54.588,54.409
1365,B,True,30.172,29.823,30.357,30.458,30.237,31.063,30.686,30.446,30.856,31.0
1366,B,False,38.317,38.647,38.635,38.419,38.369,38.725,38.859,39.069,39.285,39.407
1367,B,False,31.02,30.578,30.139,30.026,30.369,30.072,30.468,30.203,30.442,31.268
1368,B,False,49.173,50.217,48.939,48.778,49.688,51.209,50.938,50.813,49.615,49.611
1369,B,False,22.489,22.421,22.681,22.259,22.39,22.543,22.797,23.1,23.253,22.458
1370,B,True,37.394,36.848,35.82,34.813,35.151,35.559,36.129,37.302,36.54,37.142
1371,B,False,42.377,41.974,42.123,42.386,42.406,42.004,41.952,42.007,42.291,42.099
1372,B,False,62.602,54.262,52.876,54.998,54.116,53.342,55.772,53.802,53.692,50.889
1373,B,False,56.405,56.589,56.174,56.124,56.597,56.505,56.45,56.542,56.246,56.081
1374,B,False,38.714,38.849,38.67,39.243,38.659,38.869,38.811,38.444,38.248,38.795
1375,B,False,32.083,31.036,31.47,31.207,31.707,32.079,32.324,32.912,33.325,32.812
1376,B,False,37.535,37.803,37.901,37.598,37.407,37.473,37.478,37.498,37.256,37.248
1377,B,True,49.207,50.337,48.685,48.137,48.111,47.899,48.163,48.014,46.499,47.224
1378,B,False,33.147,33.307,33.866,33.024,33.428,33.363,33.496,33.568,33.499,33.575
1379,B,True,34.496,34.403,34.074,34.368,34.166,34.0,34.477,34.304,34.742,34.494
1380,B,False,30.241,30.36,30.584,31.337,30.95,30.543,30.173,30.247,29.376,29.912
1381,B,False,39.122,39.209,39.128,38.17,41.214,40.694,40.456,40.566,40.46,39.202
1382,B,False,40.308,40.59,40.659,41.072,39.55,40.498,41.211,40.528,40.154,39.453
1383,B,False,36.379,38.101,36.356,37.738,35.541,35.379,35.788,35.045,35.669,37.207
1384,B,False,51.618,51.397,52.584,51.761,52.216,52.334,52.312,51.458,51.924,51.158
1385,B,False,32.052,31.879,32.379,31.877,31.903,31.401,30.906,31.194,31.926,31.658
1386,B,False,36.24,36.731,36.779,37.14,36.811,36.607,36.719,38.134,38.291,37.858
1387,B,False,27.752,28.568,28.319,28.355,29.712,30.182,29.491,29.434,29.595,29.139
1388,B,False,38.665,39.023,39.055,38.941,39.158,38.675,38.439,38.088,38.045,37.792
1389,B,False,44.679,44.363,44.28,44.244,44.404,44.985,44.49,44.542,44.43,44.496
1390,B,False,22.963,22.965,23.145,22.927,23.228,23.059,22.986,22.906,22.963,22.994
1391,B,False,36.738,35.726,35.404,35.92,36.852,37.156,37.619,37.479,36.952,37.639
1392,B,False,33.252,34.121,33.458,33.7,34.372,35.402,35.881,36.116,36.135,36.681
1393,B,False,37.348,37.952,38.511,39.016,38.771,39.009,38.648,38.538,38.377,38.536
1394,B,False,30.377,30.659,30.511,30.247,30.44,30.959,31.233,31.277,30.857,30.374
1395,B,False,31.814,31.722,31.621,31.417,31.293,31.151,30.978,30.548,30.44,30.288
1396,B,True,40.646,41.113,40.578,41.902,42.329,42.568,40.295,41.229,41.41,41.546
1397,B,False,32.399,32.362,32.241,32.233,31.961,32.416,31.84,32.429,32.664,32.788
1398,B,True,55.075,53.394,53.321,53.093,52.83,52.313,52.692,53.862,53.778,56.964
1399,B,True,32.351,32.148,32.504,32.479,32.052,31.879,32.379,31.877,31.903,31.401
1400,B,True,30.22,29.622,30.25,30.081,29.465,29.952,29.876,29.411,29.784,29.35
1401,B,False,37.688,38.859,39.996,40.347,40.112,42.4,41.292,38.315,40.72,37.884
1402,B,False,37.229,36.791,36.375,36.63,37.401,37.596,37.598,38.218,37.904,38.225
1403,B,False,25.372,25.243,25.599,25.682,25.421,25.66,25.415,25.356,25.222,24.978
1404,B,False,30.983,31.056,31.194,31.267,31.314,31.254,31.487,31.644,31.469,31.609
1405,B,False,24.169,24.575,25.067,24.508,25.684,24.833,25.672,25.349,25.043,24.449
1406,B,False,32.027,32.097,32.291,32.302,31.901,32.033,31.987,31.912,31.98,32.069
1407,B,False,53.806,53.913,53.836,53.862,54.025,54.074,53.814,54.344,54.244,54.781
1408,B,False,38.143,38.344,38.24,38.31,38.207,38.45,38.4,38.695,38.42,38.648
1409,B,False,34.068,42.622,41.538,36.901,42.428,45.834,43.677,43.578,43.001,41.75
1410,B,False,47.078,46.571,45.953,47.058,46.784,46.342,46.47,47.271,46.055,46.076
1411,B,False,48.428,48.604,48.821,48.682,48.692,48.754,49.282,49.74,49.788,50.032
1412,B,False,53.905,53.118,53.494,53.077,52.629,52.496,52.421,52.303,51.939,51.867
1413,B,False,52.116,54.588,55.724,52.656,52.23,49.828,50.993,50.01,47.028,48.018
1414,B,False,43.657,43.179,43.502,43.842,42.701,42.593,42.426,43.669,43.224,43.785
1415,B,False,46.816,47.211,47.051,47.275,47.417,47.619,47.574,47.838,48.177,48.045
1416,B,False,43.821,43.914,44.11,44.45,44.828,44.907,44.981,45.248,45.569,45.548
1417,B,False,41.872,39.229,41.682,41.703,40.16,37.623,37.058,36.252,40.357,38.267
1418,B,False,30.592,30.663,30.377,30.43,31.005,30.783,30.698,30.649,30.78,30.435
1419,B,False,26.272,26.477,27.104,26.841,26.854,27.098,27.543,27.748,28.002,27.513
1420,B,False,23.498,23.615,23.682,23.509,23.624,23.63,23.568,23.663,23.52,23.855
1421,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,B,False,28.468,29.1,28.739,28.938,28.659,29.283,28.924,29.677,28.858,28.843
1423,B,False,45.163,45.28,45.12,45.352,45.08,45.209,45.594,45.914,45.879,45.577
1424,B,False,29.385,28.952,29.103,29.191,28.77,28.673,28.61,28.875,28.929,29.432
1425,B,False,55.761,55.919,56.009,56.138,56.175,56.395,56.505,56.482,56.527,56.47
1426,B,False,40.228,40.285,40.085,39.57,39.577,39.322,39.348,38.976,38.877,38.469
1427,B,False,42.166,43.548,41.661,44.63,45.184,46.156,47.567,50.73,49.768,50.219
1428,B,False,35.404,35.92,36.852,37.156,37.619,37.479,36.952,37.639,37.487,37.123
1429,B,False,59.702,59.874,59.563,59.767,60.219,60.058,60.132,59.674,59.828,60.012
1430,B,False,37.156,37.619,37.479,36.952,37.639,37.487,37.123,37.356,39.106,38.612
1431,B,False,30.67,30.706,30.853,30.791,30.984,30.482,30.353,30.254,30.656,30.156
1432,B,False,34.544,34.142,34.244,34.259,34.833,34.359,34.958,34.703,34.767,34.609
1433,B,False,54.149,54.695,54.202,53.897,54.751,54.142,55.388,53.88,54.579,54.314
1434,B,False,38.788,38.234,37.006,36.992,37.366,36.441,37.815,38.155,37.479,36.039
1435,B,False,44.744,45.575,45.182,45.212,45.694,46.127,46.585,46.764,46.11,46.408
1436,B,False,47.291,47.589,48.274,48.216,48.109,48.42,48.057,47.87,47.873,48.116
1437,B,False,25.68,25.567,26.946,26.638,26.292,26.026,26.697,26.302,26.212,26.747
1438,B,False,29.927,29.637,29.274,29.034,29.133,28.949,28.995,29.388,28.697,29.059
1439,B,False,57.617,54.782,55.611,51.097,48.206,48.722,49.381,48.32,49.506,47.215
1440,B,False,43.61,43.709,42.651,42.072,42.569,41.664,40.895,40.495,40.62,39.358
1441,B,False,34.025,34.101,34.476,34.315,34.394,34.114,34.509,34.345,34.357,33.897
1442,B,False,44.674,44.891,45.253,44.793,44.656,44.86,45.079,44.947,44.965,44.304
1443,B,False,31.846,31.51,31.88,32.15,32.342,32.251,31.932,31.738,31.573,31.613
1444,B,False,31.592,31.084,31.423,31.413,32.269,32.282,32.295,33.318,32.99,32.754
1445,B,True,51.243,51.151,50.86,50.209,50.495,50.135,50.174,50.079,50.531,50.904
1446,B,False,52.127,52.631,52.625,52.626,52.583,52.791,52.6,52.411,52.962,52.98
1447,B,False,29.052,26.51,28.75,26.47,25.58,26.502,25.183,25.27,24.652,24.169
1448,B,True,26.796,27.456,26.982,27.09,27.676,27.042,28.149,27.878,27.947,27.213
1449,B,False,37.748,37.884,37.318,37.679,38.779,38.507,37.942,38.128,38.454,38.54
1450,B,False,32.055,32.246,32.164,32.14,32.219,32.06,31.909,32.024,32.415,31.879
1451,B,False,46.405,48.491,46.613,45.244,44.772,43.785,46.486,44.18,43.183,43.21
1452,B,True,31.349,32.011,32.198,32.371,32.201,32.752,32.818,33.321,33.203,33.57
1453,B,False,29.122,28.037,28.184,28.119,28.277,27.941,28.23,28.3,28.717,29.49
1454,B,False,55.21,55.457,54.895,54.815,54.994,54.703,54.518,54.477,54.508,54.698
1455,B,False,43.442,43.234,41.492,41.794,42.34,42.84,42.811,43.172,43.097,43.686
1456,B,False,41.035,41.209,41.125,40.512,40.393,40.518,40.508,39.942,40.368,39.901
1457,B,False,54.884,54.505,54.33,54.162,54.17,53.79,53.635,53.719,53.648,53.448
1458,B,False,28.447,27.951,27.692,27.987,27.924,28.008,27.859,27.791,28.096,27.837
1459,B,True,34.09,34.257,33.984,34.534,34.663,35.497,36.244,36.829,36.655,36.031
1460,B,False,50.636,52.155,53.035,53.608,53.27,54.223,53.307,52.663,53.322,53.107
1461,B,False,56.967,56.747,56.782,56.927,56.488,56.519,56.176,56.014,56.041,55.808
1462,B,False,33.42,34.191,34.054,33.404,33.313,32.295,31.95,32.411,32.108,31.609
1463,B,False,49.788,49.76,50.179,50.1,50.025,50.0,49.859,49.721,49.97,49.863
1464,B,False,29.92,30.229,30.582,30.854,30.399,31.073,31.39,31.308,31.999,31.909
1465,B,False,29.511,30.241,30.2,30.607,31.596,31.17,31.423,30.97,31.034,30.048
1466,B,True,30.109,30.314,30.622,30.411,30.438,30.898,30.812,30.659,30.223,30.493
1467,B,False,53.819,53.975,55.097,55.033,54.758,54.073,53.476,54.401,54.668,53.723
1468,B,False,27.83,27.38,27.551,27.265,27.043,26.716,26.297,26.621,26.562,26.319
1469,B,False,52.921,52.819,52.394,52.615,52.837,53.563,52.702,52.412,52.343,52.202
1470,B,False,55.102,54.41,54.218,54.946,53.124,53.942,51.771,52.646,52.76,51.052
1471,B,False,32.216,32.221,31.984,32.12,31.861,31.844,31.518,32.279,32.138,31.797
1472,B,False,46.542,47.228,48.362,49.104,48.502,48.828,49.876,48.885,49.726,50.388
1473,B,False,35.197,35.086,34.828,34.723,34.592,34.16,34.346,34.477,34.462,34.21
1474,B,False,40.084,39.587,39.077,38.815,38.985,38.379,37.73,37.115,37.076,36.511
1475,B,True,61.69,61.729,61.667,61.942,62.364,62.297,62.374,62.048,62.432,62.26
1476,B,False,40.793,41.033,40.451,40.085,40.267,40.077,40.316,40.902,40.865,40.226
1477,B,False,28.822,28.627,28.438,28.358,28.297,28.584,28.548,28.422,28.225,28.486
1478,B,False,60.706,60.752,60.519,60.511,60.443,60.514,60.357,60.347,60.355,60.665
1479,B,False,45.725,45.828,46.0,46.019,46.164,46.487,46.664,46.681,46.964,46.861
1480,B,False,32.575,32.367,31.674,31.792,31.902,32.19,31.993,31.995,32.353,32.847
1481,B,True,31.611,30.884,30.829,30.489,31.077,30.264,31.996,31.394,31.94,31.52
1482,B,False,40.511,40.61,40.512,40.753,40.907,40.558,40.601,40.226,40.525,40.667
1483,B,False,30.523,30.652,30.562,30.649,30.654,30.607,30.512,30.305,30.004,30.228
1484,B,False,41.062,41.387,41.407,39.759,40.404,39.638,38.278,38.703,39.653,38.573
1485,B,False,33.806,33.709,32.907,32.712,32.145,32.339,32.039,32.101,32.491,32.307
1486,B,False,42.905,44.462,46.726,47.718,46.487,46.311,46.116,46.48,47.604,47.653
1487,B,False,0.0,27.251,25.805,30.166,30.229,38.908,43.972,38.489,41.598,44.637
1488,B,False,30.431,30.595,30.57,30.974,30.375,30.57,30.541,29.954,30.314,30.21
1489,B,False,45.657,45.877,45.387,45.64,45.008,44.869,45.519,45.716,44.858,44.092
1490,B,False,37.817,36.204,37.689,36.216,35.747,35.362,35.636,36.567,37.518,37.2
1491,B,False,46.112,46.765,46.578,46.801,46.497,46.751,46.475,46.548,46.718,46.676
1492,B,False,33.09,33.204,33.101,32.903,32.915,32.928,33.022,32.817,33.16,33.14
1493,B,False,41.314,40.521,40.113,40.397,40.255,40.172,39.936,39.655,40.187,40.182
1494,B,False,35.575,36.045,35.444,35.294,35.368,35.412,35.477,34.975,34.782,34.302
1495,B,False,42.675,43.729,42.342,42.129,40.457,42.978,42.263,39.956,38.83,39.231
1496,B,False,47.644,48.134,48.034,47.241,47.41,47.056,47.092,47.013,46.882,46.413
1497,B,False,37.647,37.67,37.561,37.247,37.531,37.027,37.109,37.284,37.592,37.47
1498,B,False,37.13,37.318,37.307,37.291,37.383,37.213,37.628,37.576,37.748,37.715
1499,B,True,26.461,26.7,27.31,27.395,26.73,27.029,27.656,26.65,26.136,27.1
1500,B,False,42.023,41.952,41.588,41.647,41.637,41.605,41.432,41.68,41.679,41.568
