,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10
299,M,False,52.025,51.933,51.685,51.576,52.009,51.652,51.59,51.569,50.913,51.902
300,M,False,38.075,38.026,38.281,38.676,38.939,38.665,39.07,38.736,38.51,38.608
301,M,False,39.604,39.805,39.985,39.71,39.717,39.861,39.7,39.728,39.668,39.727
302,M,False,41.915,41.738,41.772,41.753,42.005,42.144,42.016,42.199,42.41,42.637
303,M,True,54.183,54.071,53.859,53.887,53.524,53.447,52.988,52.942,52.996,53.392
304,M,True,53.482,53.19,53.262,53.317,53.487,53.775,53.677,53.601,53.681,53.554
305,M,False,49.671,49.241,49.439,49.495,49.314,49.16,49.435,49.306,49.471,49.345
306,M,False,44.151,44.192,42.843,43.969,43.802,42.806,43.769,43.978,43.4,44.202
307,M,True,46.245,46.096,45.879,45.716,45.345,45.478,45.208,45.466,45.311,45.506
308,M,False,42.375,42.254,42.483,42.663,42.964,42.554,42.485,42.43,46.385,46.133
309,M,False,39.017,38.806,38.483,38.417,38.548,38.459,38.466,38.809,38.167,38.316
310,M,True,50.42,50.346,50.835,50.838,50.997,49.991,50.939,51.255,51.299,51.074
311,M,False,49.772,49.814,49.778,49.3,49.452,49.178,49.142,49.25,48.927,48.984
312,M,True,43.966,44.201,44.118,43.789,43.719,43.431,43.431,42.981,43.124,42.99
313,M,False,43.789,43.719,43.431,43.431,42.981,43.124,42.99,43.355,43.708,43.935
314,M,False,36.681,36.69,36.493,36.603,36.713,36.82,36.979,36.87,36.839,36.802
315,M,True,43.138,43.226,43.03,43.071,42.832,42.455,42.506,42.593,42.358,42.298
316,M,False,41.561,41.689,41.549,41.407,41.54,41.513,41.37,41.393,41.508,41.471
317,M,False,41.366,41.523,41.526,41.124,41.354,41.106,41.554,41.34,41.182,41.361
318,M,False,39.713,39.418,39.525,39.747,39.351,39.129,39.421,39.528,39.473,39.279
319,M,False,45.037,45.238,45.557,45.606,45.751,45.526,45.708,45.682,45.613,45.678
320,M,True,51.338,51.436,51.265,51.627,51.731,52.11,51.844,51.705,52.054,52.333
321,M,False,47.949,47.79,47.645,47.501,47.616,47.83,47.535,47.771,47.734,47.406
322,M,True,28.209,27.805,27.825,28.037,27.622,27.543,27.738,27.708,26.957,27.32
323,M,True,43.706,43.325,43.221,43.65,43.648,43.517,43.023,42.967,42.942,43.061
324,M,True,40.633,40.852,40.664,40.732,40.787,40.849,40.837,40.858,40.884,40.956
325,M,False,41.37,41.28,41.223,41.086,40.989,40.873,40.569,40.635,40.417,40.417
326,M,False,42.675,42.713,42.91,42.482,42.501,42.62,42.492,42.423,42.626,42.727
327,M,False,34.015,33.973,33.458,33.333,33.31,32.933,32.818,32.21,32.369,32.042
328,M,False,57.089,56.809,56.823,56.671,56.741,56.845,56.849,56.546,56.353,56.326
329,M,True,53.606,53.736,53.746,53.716,53.839,53.874,53.973,54.004,54.102,54.18
330,M,False,31.994,32.017,31.728,31.583,31.132,30.914,30.962,30.869,30.846,31.034
331,M,False,41.933,41.963,41.891,41.85,41.738,41.593,41.804,41.773,41.812,41.805
332,M,False,42.997,46.209,41.799,50.583,47.242,51.141,52.26,57.054,52.578,57.112
333,M,False,57.242,56.939,56.153,56.145,56.413,56.203,55.105,55.659,55.433,55.412
334,M,False,53.453,52.207,52.147,50.668,50.116,49.68,49.996,50.374,50.215,49.696
335,M,False,49.68,49.996,50.374,50.215,49.696,49.092,49.527,48.819,48.107,47.917
336,M,False,44.206,44.842,44.402,45.156,44.664,45.55,45.302,45.463,45.299,45.175
337,M,False,43.88,43.472,42.842,42.875,43.319,42.747,42.628,41.917,42.245,42.287
338,M,True,42.807,42.903,42.823,42.861,42.888,42.688,42.997,43.095,42.978,42.957
339,M,False,43.095,42.978,42.957,42.696,42.911,43.125,42.746,42.719,42.719,42.84
340,M,False,42.649,42.487,42.407,42.583,42.506,42.627,42.483,42.466,42.6,42.79
341,M,True,43.148,43.085,43.152,43.065,42.755,42.879,43.366,43.305,43.175,43.344
342,M,False,44.629,44.508,44.651,44.572,44.703,44.541,44.358,44.675,44.838,44.836
343,M,True,41.749,41.895,41.567,41.968,42.196,42.184,42.402,42.712,42.823,42.77
344,M,True,49.392,49.537,49.754,49.764,49.809,49.807,49.84,49.72,49.802,49.862
345,M,False,49.887,49.975,50.05,50.194,50.193,50.468,50.449,50.608,50.603,50.756
346,M,False,51.487,51.551,51.395,51.359,51.413,51.608,51.518,51.551,51.811,51.827
347,M,False,45.595,45.44,45.785,45.489,45.736,45.474,45.576,46.016,45.64,46.114
348,M,False,51.975,51.978,51.924,52.016,52.013,52.1,52.072,52.068,52.15,52.173
349,M,False,52.353,52.451,52.424,52.535,52.679,52.647,52.662,52.781,52.816,52.786
350,M,False,51.72,51.566,51.563,51.367,51.527,51.466,51.348,51.358,51.691,51.933
351,M,True,56.549,56.647,56.56,56.514,56.563,56.677,56.623,56.402,56.513,56.325
352,M,False,56.538,56.438,56.515,56.435,56.502,56.205,56.309,56.371,56.214,56.206
353,M,False,56.008,55.994,56.159,56.183,56.314,56.494,56.366,56.487,56.508,56.593
354,M,False,53.541,53.58,53.607,53.648,53.466,53.535,53.401,53.319,53.1,52.865
355,M,True,45.09,44.973,44.631,44.594,44.597,44.423,44.431,44.473,44.128,43.899
356,M,False,43.194,43.125,43.04,42.958,42.842,42.834,42.816,42.548,42.464,42.258
357,M,False,43.592,43.441,43.486,43.587,43.497,43.38,43.284,43.403,43.176,43.271
358,M,True,49.155,49.065,49.303,49.668,49.581,49.661,49.661,49.727,49.935,49.839
359,M,True,52.307,52.501,52.823,52.878,53.134,53.544,53.506,53.572,53.262,53.201
360,M,True,56.571,56.387,56.073,56.146,56.606,56.374,56.282,56.547,56.576,56.611
361,M,True,55.824,55.875,55.915,55.685,55.857,56.252,56.417,56.351,56.539,56.673
362,M,True,57.244,58.011,57.813,57.786,57.79,58.037,58.05,57.921,58.136,58.32
363,M,True,57.961,57.922,57.736,57.801,57.838,57.775,57.658,57.939,57.667,57.985
364,M,True,57.775,57.658,57.939,57.667,57.985,58.178,58.159,58.273,58.278,58.262
365,M,False,58.41,58.057,58.159,58.346,58.123,58.02,57.917,57.582,57.453,57.702
366,M,False,57.799,58.056,58.193,58.522,58.765,58.798,59.25,59.124,59.145,59.371
367,M,True,56.946,57.008,57.077,56.898,56.991,56.969,57.226,57.42,57.263,57.322
368,M,False,56.986,56.991,56.68,56.593,56.592,56.56,56.481,56.529,56.528,56.536
369,M,False,56.56,56.481,56.529,56.528,56.536,56.362,56.42,56.454,56.557,56.456
370,M,False,56.647,56.62,56.6,56.507,56.51,56.362,56.222,56.14,56.061,55.909
371,M,False,50.565,50.412,50.601,50.806,50.873,50.668,50.391,50.497,50.214,50.227
372,M,False,36.04,36.388,36.427,36.3,36.167,36.51,36.148,35.902,35.504,35.265
373,M,False,45.321,45.224,45.129,44.966,44.961,45.055,44.893,44.73,44.683,44.553
374,M,False,42.93,42.458,42.703,43.1,43.184,42.991,42.952,43.294,43.042,43.324
375,M,False,28.343,28.717,28.557,28.774,28.953,28.334,28.33,28.457,28.198,27.984
376,M,False,22.733,22.653,22.444,22.499,22.346,22.529,22.534,22.515,22.311,22.317
377,M,False,38.997,38.911,38.92,38.994,38.686,38.549,38.608,38.621,38.567,38.361
378,M,False,55.463,55.551,55.391,55.134,55.103,55.033,55.254,55.442,55.233,55.667
379,M,True,28.892,28.507,27.369,27.222,27.61,27.303,27.482,27.386,28.169,28.691
380,M,True,29.079,29.438,29.284,29.368,29.181,28.89,29.127,29.058,29.418,28.807
381,M,True,30.698,30.02,30.326,30.098,30.041,31.013,30.816,31.175,30.703,32.256
382,M,False,33.657,32.34,32.405,32.618,32.559,32.753,33.065,33.482,34.213,34.425
383,M,False,35.082,35.717,36.379,36.832,37.133,35.301,35.943,34.884,35.609,35.798
384,M,False,37.002,37.168,37.827,37.218,38.0,38.57,38.982,39.093,38.628,38.301
385,M,True,39.388,39.41,39.252,39.11,38.937,39.151,39.179,39.217,39.27,38.687
386,M,False,38.503,38.96,38.802,39.035,39.453,39.351,39.377,38.979,39.114,38.826
387,M,False,27.02,28.631,28.399,28.421,27.968,29.209,28.527,27.215,28.95,28.484
388,M,True,37.112,37.365,37.242,36.959,37.009,36.954,36.751,36.833,36.928,36.99
389,M,True,37.192,37.161,37.208,37.179,36.973,37.286,37.287,37.207,37.415,37.41
390,M,False,35.958,34.518,34.369,34.536,34.737,34.392,34.382,34.178,34.335,32.45
391,M,False,34.489,34.366,34.27,34.363,34.453,34.844,35.081,35.126,35.55,35.552
392,M,False,48.555,48.28,48.753,48.824,49.017,49.292,49.363,49.454,49.226,49.602
393,M,True,50.431,50.353,50.166,50.427,51.053,51.4,51.335,50.773,50.939,50.466
394,M,False,48.68,49.034,49.32,49.376,49.232,49.346,49.171,49.846,49.772,49.565
395,M,False,42.646,42.859,43.245,43.218,42.905,42.86,42.763,42.914,43.316,43.355
396,M,False,32.769,32.88,32.723,32.889,33.038,32.711,32.797,32.866,32.76,32.812
397,M,False,37.461,37.368,37.343,37.233,37.459,37.438,37.465,37.365,37.232,37.401
398,M,False,41.072,40.927,40.45,40.455,40.217,40.113,39.863,39.954,39.908,39.546
399,M,False,55.512,55.569,55.406,55.323,55.191,55.337,55.167,55.227,55.162,55.108
400,M,True,37.339,37.523,37.27,37.619,37.373,37.866,37.915,37.837,37.675,37.77
401,M,False,36.671,36.86,36.854,36.407,36.58,36.513,36.538,36.574,36.304,36.436
402,M,False,43.213,43.268,43.317,43.558,43.473,43.385,43.355,43.586,43.714,43.703
403,M,False,42.933,43.169,42.898,43.134,43.076,43.314,43.206,43.09,43.081,43.108
404,M,False,33.459,33.214,33.47,33.301,33.274,32.96,32.738,33.051,33.246,33.049
405,M,False,53.44,53.39,53.427,53.406,53.48,53.445,53.318,53.253,53.259,53.285
406,M,True,51.705,51.13,51.147,51.145,50.982,50.411,50.534,49.523,49.536,48.845
407,M,True,45.649,45.315,45.43,44.838,44.914,44.865,44.915,44.953,44.506,44.71
408,M,True,43.32,43.564,43.182,43.085,43.112,43.196,43.735,42.958,42.786,42.81
409,M,True,47.164,46.853,47.111,46.969,47.134,46.719,46.94,46.968,46.893,46.939
410,M,True,39.434,39.817,39.466,40.155,40.286,40.209,39.655,40.04,39.719,40.031
411,M,False,46.563,47.121,47.51,47.991,47.041,47.812,47.968,47.943,48.206,48.58
412,M,False,37.293,37.347,37.172,37.326,37.25,37.296,37.128,36.95,37.13,36.936
413,M,False,45.064,45.497,44.986,45.373,45.591,45.284,44.786,44.855,44.823,44.664
414,M,False,37.691,37.577,37.574,37.552,37.65,37.636,37.689,37.772,37.604,37.696
415,M,False,34.732,34.294,34.208,34.193,33.567,33.661,33.193,32.815,32.656,32.137
416,M,False,38.746,38.719,38.787,38.835,38.833,39.125,38.962,39.136,39.133,39.203
417,M,False,26.3,26.351,26.193,26.03,25.956,26.247,26.062,26.169,26.146,26.044
418,M,True,37.229,36.973,36.707,36.47,36.663,36.106,36.15,36.37,36.524,36.652
419,M,False,35.06,34.324,34.835,35.065,34.665,34.688,34.223,34.541,34.465,34.229
420,M,False,29.245,29.435,29.52,29.624,29.838,29.601,29.432,29.323,29.299,29.207
421,M,False,39.822,39.885,39.497,39.657,39.502,39.555,39.579,39.406,39.494,39.687
422,M,False,40.376,40.414,40.238,40.413,40.348,40.279,40.308,40.315,40.162,40.054
423,M,True,33.174,33.06,32.767,32.425,32.547,32.467,32.572,32.496,32.611,32.706
424,M,False,32.767,32.425,32.547,32.467,32.572,32.496,32.611,32.706,32.648,32.536
425,M,False,33.271,33.377,32.917,33.232,33.032,33.045,32.989,33.082,33.095,33.29
426,M,True,35.362,35.149,34.727,35.06,34.991,34.926,35.218,35.974,35.799,35.941
427,M,True,43.582,43.821,43.746,43.566,43.474,43.794,43.483,43.504,43.638,43.722
428,M,False,44.246,44.141,44.061,44.162,44.163,44.184,44.086,44.06,44.027,44.151
429,M,False,44.528,44.717,44.772,44.767,44.722,44.94,44.812,45.027,44.867,44.734
430,M,False,44.722,44.94,44.812,45.027,44.867,44.734,44.641,44.578,44.459,44.554
431,M,False,44.302,44.381,44.421,44.479,44.43,44.291,44.548,44.472,44.62,44.54
432,M,True,48.176,48.327,48.362,48.461,48.51,48.554,48.605,48.628,48.802,48.936
433,M,False,49.681,49.632,49.581,49.559,49.497,49.433,49.429,49.502,49.571,49.519
434,M,True,53.215,53.211,53.341,53.525,53.491,53.471,53.507,53.552,53.577,53.685
435,M,True,55.069,54.997,54.935,54.846,54.814,54.744,54.729,54.719,54.617,54.64
436,M,True,47.447,47.358,47.286,47.242,47.294,47.205,47.273,47.223,47.3,47.29
437,M,False,47.286,47.242,47.294,47.205,47.273,47.223,47.3,47.29,47.364,47.448
438,M,False,47.3,47.29,47.364,47.448,47.374,47.44,47.369,47.356,47.241,47.331
439,M,False,46.666,46.637,46.577,46.495,46.407,46.308,46.378,46.432,46.394,46.425
440,M,False,46.394,46.425,46.375,46.395,46.363,46.339,46.234,46.167,46.033,45.945
441,M,True,45.945,45.825,45.685,45.627,45.523,45.462,45.458,45.394,45.333,45.331
442,M,False,45.022,44.952,44.966,44.934,44.897,44.825,44.865,44.789,44.724,44.633
443,M,False,43.684,43.679,43.589,43.452,43.478,43.411,43.401,43.431,43.405,43.403
444,M,False,42.379,42.354,42.324,42.405,42.292,42.118,42.102,42.078,42.117,42.038
445,M,False,42.102,42.078,42.117,42.038,41.962,41.697,41.858,41.701,41.686,41.51
446,M,True,40.683,40.676,40.707,40.852,40.75,40.726,40.716,40.654,40.621,40.638
447,M,True,39.81,39.819,39.832,39.749,40.115,39.859,39.778,39.969,39.987,39.804
448,M,False,40.301,40.195,40.247,40.164,40.157,40.172,40.09,40.358,40.34,40.212
449,M,False,40.21,40.244,40.101,40.123,40.119,40.09,40.018,39.917,40.144,40.138
450,M,False,40.138,39.872,39.967,40.103,40.155,40.127,40.277,40.328,40.093,40.209
451,M,False,40.529,40.36,40.38,40.332,40.171,40.138,40.318,40.349,40.318,40.385
452,M,False,40.588,40.757,40.814,40.527,40.784,40.686,41.019,40.979,40.955,41.215
453,M,False,41.635,42.045,42.098,42.194,42.049,42.367,42.036,42.22,42.439,42.849
454,M,False,42.049,42.367,42.036,42.22,42.439,42.849,42.91,42.806,43.147,43.06
455,M,False,43.51,43.345,43.536,43.963,43.807,43.916,43.968,44.05,43.956,44.008
456,M,True,34.09,34.0,34.176,34.706,34.569,33.994,34.616,34.588,35.114,34.547
457,M,False,35.749,35.863,35.493,35.517,36.042,35.638,36.214,34.785,35.307,35.471
458,M,True,34.246,33.754,34.572,34.663,34.534,34.916,35.535,35.47,35.377,35.42
459,M,True,35.292,35.692,36.186,36.21,36.154,37.136,37.133,37.008,36.439,36.347
460,M,True,35.819,35.787,35.953,35.574,35.85,35.635,35.286,35.526,35.657,35.31
461,M,False,35.884,36.058,36.355,36.506,36.802,36.635,36.797,36.915,36.942,36.516
462,M,False,36.725,36.616,36.982,36.69,36.514,36.804,36.975,36.83,37.047,37.349
463,M,False,37.344,37.418,37.056,37.383,37.542,37.58,37.777,37.646,37.661,37.559
464,M,False,46.602,46.479,46.674,46.727,46.939,47.053,46.961,46.986,47.042,46.946
465,M,True,35.867,35.945,35.773,35.799,35.9,35.887,35.563,35.811,35.886,36.069
466,M,True,36.329,36.305,36.215,36.256,36.292,35.952,35.801,35.826,35.811,35.849
467,M,False,36.708,36.74,36.799,36.952,36.684,36.96,37.085,37.086,37.231,36.85
468,M,False,54.713,54.929,54.937,54.896,54.895,55.013,54.901,54.999,55.011,55.011
469,M,True,56.133,56.206,56.144,56.059,56.041,56.098,56.138,56.125,55.939,55.841
470,M,False,54.221,54.135,54.08,54.112,54.172,54.17,54.036,54.177,53.89,54.057
471,M,False,52.513,52.367,52.373,52.295,52.367,52.343,52.103,51.943,51.861,51.81
472,M,False,33.448,33.33,33.362,33.391,33.449,33.419,33.544,33.55,33.607,33.827
473,M,True,47.149,47.257,47.445,47.306,47.213,47.373,47.365,47.536,47.394,47.36
474,M,True,45.789,45.65,45.866,45.981,45.579,45.897,46.069,46.171,45.375,45.345
475,M,False,47.304,47.353,47.119,47.019,47.039,46.835,46.876,46.764,46.764,46.643
476,M,True,44.836,45.117,45.161,45.199,45.21,45.319,45.277,45.206,45.212,45.156
477,M,True,39.63,39.641,39.5,39.322,39.38,39.169,39.202,38.938,38.816,38.758
478,M,False,60.39,60.294,60.191,60.113,60.188,59.952,60.008,60.057,60.021,60.057
479,M,False,38.488,38.333,38.312,38.393,38.257,38.371,38.324,38.253,38.385,38.561
480,M,False,38.896,38.792,38.756,38.748,38.857,38.753,38.917,38.971,38.664,38.913
481,M,False,53.375,53.643,53.783,53.84,53.574,53.615,53.736,53.813,53.686,53.641
482,M,False,57.046,57.124,57.284,57.254,57.26,57.387,57.301,57.438,57.359,57.462
483,M,False,46.751,46.856,46.987,46.989,47.092,47.097,47.237,47.122,47.066,47.102
484,M,False,53.246,53.351,53.407,53.212,53.176,53.418,53.334,53.359,53.331,53.234
485,M,False,28.481,27.25,27.773,26.341,28.323,29.114,28.878,28.978,29.533,29.206
486,M,True,57.224,57.284,57.333,57.18,57.075,56.987,56.869,56.933,56.806,56.892
487,M,False,57.571,57.672,57.362,57.129,57.39,57.346,57.556,57.614,57.662,57.782
488,M,False,58.172,58.352,58.076,58.104,58.132,57.979,57.917,57.598,57.632,57.442
489,M,False,36.452,36.4,36.396,36.249,36.48,36.399,36.345,36.451,36.267,36.188
490,M,False,44.706,44.869,45.042,45.074,45.294,45.384,45.539,45.806,45.786,45.661
491,M,False,44.368,44.436,44.872,44.685,43.484,43.099,43.251,42.912,43.016,43.242
492,M,False,35.652,35.652,34.946,35.038,34.991,35.275,35.261,35.366,34.939,35.154
493,M,False,36.998,36.428,36.745,37.532,37.154,36.949,36.721,36.716,37.419,36.802
494,M,False,38.09,38.541,36.81,36.283,38.153,38.055,39.484,37.505,39.179,39.472
495,M,False,39.936,39.97,39.814,40.269,39.985,39.555,39.667,39.438,39.254,39.821
496,M,True,37.602,37.92,38.011,38.078,38.312,38.187,38.086,38.417,38.241,38.305
497,M,False,38.542,38.655,38.372,38.515,38.605,38.485,38.718,38.832,38.725,38.936
498,M,True,39.365,39.657,39.528,39.684,39.618,39.574,39.753,39.875,39.962,39.671
499,M,True,43.938,44.429,44.532,44.87,44.726,44.604,44.222,44.429,44.816,44.878
500,M,False,46.366,46.495,46.157,45.944,45.923,45.762,45.803,45.995,46.359,46.697
501,M,True,51.739,51.707,51.929,52.075,51.882,51.835,52.098,51.917,51.985,52.208
502,M,False,52.075,51.882,51.835,52.098,51.917,51.985,52.208,52.251,52.451,52.239
503,M,False,52.451,52.239,52.372,52.533,52.591,52.31,52.44,52.678,52.805,53.255
504,M,False,52.999,52.966,53.196,53.421,53.464,53.642,53.42,53.357,53.309,53.394
505,M,False,54.311,54.518,54.515,54.575,54.425,54.239,54.116,54.212,53.978,54.049
506,M,False,56.096,56.193,56.017,56.317,56.164,55.903,55.715,55.836,55.798,55.947
507,M,True,52.717,52.671,52.655,52.508,52.463,52.546,52.366,51.837,52.125,52.208
508,M,True,50.77,50.756,50.629,50.573,50.569,50.376,50.426,50.43,50.22,50.033
509,M,False,48.877,48.824,48.644,48.529,48.46,48.341,48.247,48.311,48.125,47.924
510,M,False,36.026,35.706,35.915,35.599,35.426,35.596,35.459,35.568,35.403,35.254
511,M,False,43.247,43.104,42.982,42.916,43.0,43.24,43.338,43.264,43.548,43.537
512,M,False,45.645,45.855,45.831,45.558,44.899,44.118,44.722,44.94,44.57,44.711
513,M,True,30.541,30.523,30.922,31.359,29.905,29.843,30.063,29.965,30.327,30.92
514,M,True,33.359,33.333,34.057,33.838,34.559,33.113,34.816,33.864,33.647,35.081
515,M,False,34.051,33.225,33.256,32.941,33.132,33.28,32.495,33.673,32.645,33.873
516,M,False,32.645,33.873,33.554,33.482,33.066,33.263,33.374,33.68,33.904,33.74
517,M,False,37.286,36.983,36.946,36.0,36.486,36.54,37.232,37.667,37.502,38.449
518,M,False,41.437,41.85,41.404,41.887,41.469,41.988,41.798,41.043,41.455,41.242
519,M,True,49.472,49.615,49.645,49.588,49.389,49.528,49.631,49.647,49.818,49.829
520,M,False,49.648,49.804,49.663,49.567,49.444,49.367,49.497,49.591,49.415,49.293
521,M,False,42.142,42.392,42.112,42.472,42.303,42.388,42.828,42.632,42.714,42.681
522,M,True,31.916,31.815,31.634,31.103,31.443,31.621,31.651,31.758,31.871,32.089
523,M,False,31.745,31.87,31.9,31.822,31.92,31.897,31.992,31.978,31.768,31.707
524,M,False,33.141,33.693,33.701,33.237,33.685,33.509,33.005,33.509,32.903,33.187
525,M,False,47.216,46.925,46.909,47.075,47.232,47.315,47.028,47.542,47.694,47.333
526,M,True,53.368,53.881,53.73,53.78,53.57,53.845,53.871,54.003,54.185,53.991
527,M,False,56.75,56.725,56.553,56.683,56.684,56.912,56.688,56.776,56.835,56.728
528,M,False,56.688,56.776,56.835,56.728,56.856,56.837,56.906,57.054,57.113,57.326
529,M,True,36.237,36.47,36.303,36.211,36.387,36.306,35.989,36.032,36.29,36.299
530,M,False,34.796,34.685,34.512,34.457,34.272,34.434,34.406,34.55,34.306,34.394
531,M,False,60.996,60.791,60.744,60.715,60.668,60.442,60.54,60.447,60.434,60.42
532,M,False,53.0,53.031,53.115,53.14,53.199,53.154,53.181,53.001,53.175,53.062
533,M,False,36.953,36.194,35.417,35.864,35.803,35.818,35.504,35.47,36.45,35.565
534,M,True,40.995,40.469,40.876,40.75,41.853,41.81,42.263,42.248,42.649,42.775
535,M,False,50.353,50.106,49.276,49.915,50.081,50.284,50.1,50.682,49.928,51.731
536,M,True,36.159,36.429,36.551,36.193,36.288,36.351,36.568,36.771,36.636,36.767
537,M,True,39.843,39.995,39.502,40.051,40.14,40.152,40.151,40.15,39.711,40.036
538,M,False,42.127,42.205,42.861,42.706,42.604,42.959,43.132,42.622,42.465,42.826
539,M,True,46.433,46.187,46.267,46.184,46.75,47.155,46.773,47.047,47.165,47.161
540,M,False,50.629,50.389,50.705,50.267,50.285,50.309,50.281,50.721,50.59,50.445
541,M,True,55.862,55.988,56.077,56.178,56.1,56.195,56.182,56.254,56.275,56.276
542,M,False,56.541,56.381,56.348,56.267,56.25,56.008,56.029,55.889,55.635,55.521
543,M,False,50.851,50.96,50.8,50.708,50.639,50.625,50.504,50.488,50.564,50.413
544,M,True,45.405,45.513,45.218,44.726,44.775,44.587,44.783,44.508,45.436,44.494
545,M,False,43.364,43.515,43.464,43.825,43.602,43.627,43.671,43.873,43.332,43.186
546,M,False,42.747,43.017,42.888,42.729,42.872,43.077,42.701,42.427,42.595,42.681
547,M,False,51.072,50.73,50.55,50.478,50.768,50.961,51.098,51.133,51.057,50.853
548,M,False,43.067,42.728,42.625,42.641,42.599,42.563,42.117,41.617,41.774,41.683
549,M,True,59.179,59.143,59.064,59.187,58.992,59.204,59.099,59.206,59.264,59.468
550,M,True,58.356,58.493,58.354,58.365,58.333,58.336,58.344,58.429,58.363,58.36
551,M,True,34.372,34.81,34.315,34.184,33.39,34.317,34.138,34.27,34.735,34.849
552,M,True,58.731,58.653,58.753,58.732,58.733,58.72,58.663,58.627,58.611,58.586
553,M,True,57.875,57.922,57.975,57.963,57.961,57.798,57.849,57.75,58.046,58.029
554,M,False,58.029,57.994,58.106,58.015,58.115,58.104,58.308,58.373,58.243,58.117
555,M,True,39.367,40.385,39.81,39.421,40.298,39.321,39.405,39.057,38.647,38.715
556,M,True,56.776,56.586,56.631,56.478,56.249,56.424,56.566,56.617,56.607,56.679
557,M,False,56.617,56.607,56.679,56.582,56.477,56.316,56.195,56.276,56.043,56.248
558,M,False,39.193,39.852,39.456,38.169,39.23,38.761,38.487,37.813,38.826,38.91
559,M,False,56.477,56.316,56.195,56.276,56.043,56.248,56.207,56.274,56.295,56.377
