,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10
1217,B,False,48.058,47.46,47.048,46.841,46.025,45.561,45.538,45.481,45.362,45.19
1218,B,False,67.257,68.161,67.404,66.791,65.809,65.158,64.918,65.742,63.588,62.783
1219,B,False,49.454,49.492,49.352,49.58,49.373,49.325,49.635,50.061,50.333,49.599
1220,B,True,35.668,35.768,35.857,35.82,35.854,35.924,35.751,35.015,34.884,34.57
1221,B,False,66.107,65.743,66.849,65.172,66.161,65.42,65.677,64.706,64.035,64.226
1222,B,True,37.732,37.625,36.604,37.913,37.799,39.551,36.313,37.598,34.652,36.134
1223,B,False,79.615,78.272,80.068,76.076,75.448,75.689,77.467,76.14,79.116,82.523
1224,B,True,34.062,34.086,33.476,33.127,33.066,32.967,33.058,32.784,33.157,32.532
1225,B,False,50.252,48.994,49.086,48.397,47.76,47.349,47.258,47.244,46.357,46.285
1226,B,False,34.21,34.454,34.602,34.703,35.085,34.808,35.375,34.392,34.6,34.836
1227,B,False,43.843,44.728,43.963,43.694,44.777,43.904,43.471,43.596,44.263,43.777
1228,B,False,56.464,57.277,57.595,58.393,58.664,58.828,58.664,58.833,59.529,59.914
1229,B,True,69.457,70.045,69.778,70.182,70.668,71.12,70.785,70.806,70.982,71.323
1230,B,False,56.995,56.455,58.739,57.557,59.67,58.403,57.092,57.783,55.868,60.204
1231,B,False,57.81,57.315,58.138,58.32,58.637,59.213,59.136,59.917,60.163,61.317
1232,B,False,51.061,51.423,51.075,50.092,49.762,50.694,48.775,48.924,48.01,48.437
1233,B,False,53.311,52.553,51.824,51.762,51.781,51.357,51.395,51.049,51.091,50.831
1234,B,False,38.433,38.162,38.936,38.292,39.048,39.913,39.965,42.307,42.405,43.427
1235,B,False,80.063,79.367,84.102,83.368,83.136,84.28,86.619,86.633,87.841,85.899
1236,B,True,43.425,43.416,43.873,43.785,44.532,44.117,43.837,43.526,43.779,43.645
1237,B,False,67.201,68.843,66.381,67.045,67.78,68.612,69.766,69.299,70.935,73.614
1238,B,False,68.077,69.375,67.818,66.803,70.094,70.488,70.801,76.546,76.531,76.454
1239,B,False,51.05,50.366,49.745,49.034,48.807,48.709,48.692,48.049,47.834,47.822
1240,B,False,67.131,67.475,66.718,66.144,69.093,68.228,67.936,69.164,67.245,68.341
1241,B,False,28.641,28.626,28.848,28.843,28.849,28.93,28.82,28.569,28.64,28.304
1242,B,False,29.742,28.644,29.599,28.775,28.528,29.199,31.114,31.932,32.507,35.391
1243,B,False,33.213,33.209,33.145,33.175,33.32,33.425,33.348,33.74,33.215,33.615
1244,B,False,40.72,40.329,41.077,39.722,39.186,38.885,38.635,39.475,39.349,39.211
1245,B,False,30.949,30.938,31.21,31.29,31.42,31.068,30.624,29.811,29.596,29.423
1246,B,False,54.135,54.186,54.802,56.841,56.853,54.894,54.461,56.522,55.928,56.092
1247,B,True,45.259,44.882,43.527,43.751,43.538,42.929,42.388,42.21,41.62,41.456
1248,B,True,61.554,61.552,61.263,61.47,61.173,60.843,60.187,60.11,59.796,59.003
1249,B,False,23.766,23.943,24.128,24.469,24.677,25.445,25.118,25.704,26.437,26.822
1250,B,False,45.138,45.11,45.286,44.792,45.021,44.767,45.238,45.53,45.298,45.026
1251,B,False,39.601,39.374,39.921,39.378,41.794,41.971,42.373,42.12,42.796,43.631
1252,B,False,39.848,40.126,39.763,39.463,39.33,39.275,38.987,38.822,38.736,38.94
1253,B,False,73.896,75.205,76.832,77.826,78.21,79.991,80.233,80.348,80.218,79.237
1254,B,False,73.237,73.613,76.225,75.267,74.226,72.583,72.938,71.319,71.895,70.986
1255,B,False,87.214,87.131,85.325,85.456,82.24,80.008,82.509,83.831,85.72,84.249
1256,B,False,29.877,31.609,32.219,30.304,30.729,31.24,30.789,30.808,30.25,30.783
1257,B,True,29.115,28.727,28.622,28.981,28.275,28.36,28.615,28.529,28.224,28.841
1258,B,False,34.45,34.281,34.129,34.297,34.242,34.288,33.614,33.34,33.729,33.594
1259,B,False,31.774,31.469,31.44,31.246,31.345,31.136,31.278,31.293,31.067,31.066
1260,B,False,71.031,68.503,67.502,65.807,64.761,64.58,69.872,71.895,73.301,75.801
1261,B,True,41.359,41.628,41.873,41.329,40.886,39.662,41.337,41.219,41.394,41.338
1262,B,False,69.949,69.399,70.263,69.526,68.925,68.102,68.984,68.306,68.855,69.505
1263,B,False,39.702,39.446,39.505,39.563,39.329,39.727,40.01,39.073,39.029,39.219
1264,B,False,58.573,61.672,62.537,62.041,60.072,56.364,62.042,63.694,61.819,63.04
1265,B,False,43.402,41.629,40.392,40.046,39.51,38.759,38.53,38.729,38.186,38.015
1266,B,False,37.327,36.376,36.768,37.125,36.515,35.726,34.959,35.536,35.023,34.61
1267,B,True,41.758,42.165,41.949,42.253,42.146,42.187,42.405,42.404,42.999,43.115
1268,B,False,82.5,86.086,87.388,88.876,90.115,86.891,84.654,87.935,85.227,85.069
1269,B,False,42.356,41.812,43.293,42.189,42.526,42.681,42.348,42.954,42.462,42.579
1270,B,False,58.445,58.074,58.86,58.724,58.682,59.33,59.554,58.874,59.089,59.615
1271,B,False,60.118,60.796,61.655,61.532,61.679,62.742,61.947,61.697,61.373,60.668
1272,B,False,61.327,60.143,57.977,58.535,56.827,57.637,57.519,57.818,59.573,60.674
1273,B,True,42.731,43.298,44.296,44.193,44.427,44.113,43.407,43.702,44.263,44.222
1274,B,False,46.915,46.9,47.462,47.868,47.28,47.38,47.297,47.337,47.357,47.615
1275,B,False,60.529,61.654,59.832,58.646,58.895,57.624,58.332,58.275,58.635,58.862
1276,B,False,47.026,47.403,47.156,47.386,46.805,47.269,47.125,47.656,47.627,46.992
1277,B,False,83.758,80.922,83.57,84.545,81.323,78.124,77.645,77.425,78.618,77.866
1278,B,False,40.711,40.271,40.098,40.112,40.083,39.949,39.598,39.168,39.46,39.609
1279,B,True,80.207,81.746,83.613,82.546,83.964,83.2,83.364,83.731,80.247,79.761
1280,B,False,65.235,66.466,65.625,65.86,66.258,66.929,66.957,65.736,64.847,64.748
1281,B,False,84.347,84.569,82.744,80.161,79.747,77.581,74.933,71.923,70.631,70.105
1282,B,False,35.831,35.064,35.686,35.449,35.688,36.26,36.08,36.028,35.922,36.11
1283,B,False,47.355,47.148,46.517,46.905,46.483,47.995,48.657,45.967,44.96,43.836
1284,B,False,56.947,58.732,59.362,59.118,59.144,59.933,60.042,59.372,61.079,61.724
1285,B,False,40.227,40.58,40.485,40.194,40.435,40.353,41.048,40.73,40.439,41.048
1286,B,True,65.419,65.363,64.581,65.443,65.929,66.91,67.254,67.978,68.324,68.959
1287,B,False,45.514,46.375,46.45,45.648,46.616,46.102,46.621,46.296,46.878,47.68
1288,B,False,71.091,72.952,74.274,77.094,77.031,78.056,77.974,77.811,75.508,74.91
1289,B,False,27.189,27.463,27.338,27.705,26.963,27.383,26.538,25.964,26.588,26.106
1290,B,False,75.385,75.588,69.325,71.843,68.964,67.438,63.859,63.703,63.782,65.171
1291,B,False,26.925,28.059,27.802,28.205,27.29,27.694,28.195,28.296,27.924,26.46
1292,B,False,83.155,82.082,80.947,80.456,79.855,78.708,79.26,78.126,77.441,76.598
1293,B,False,28.275,28.36,28.615,28.529,28.224,28.841,28.816,28.09,28.222,28.16
1294,B,False,35.251,35.636,35.84,36.762,35.766,36.617,36.648,36.982,35.985,36.331
1295,B,False,35.335,36.545,37.041,36.555,36.754,36.815,37.692,37.569,38.709,39.444
1296,B,False,83.951,83.925,81.96,81.326,79.53,77.685,76.268,75.874,73.533,73.297
1297,B,False,59.603,59.709,60.853,60.247,63.836,62.815,62.805,63.448,63.568,64.406
1298,B,False,69.951,70.682,71.65,71.898,72.445,72.431,72.056,71.465,70.858,69.478
1299,B,False,41.555,41.491,41.518,41.431,41.371,41.431,41.782,41.212,40.452,40.457
1300,B,False,71.341,68.576,64.347,62.379,62.86,61.814,62.231,64.087,63.618,67.134
1301,B,False,56.967,57.806,58.417,59.305,58.406,58.093,57.212,56.466,57.245,56.789
1302,B,False,67.293,68.109,67.684,67.564,67.995,67.781,68.715,68.345,67.585,68.597
1303,B,False,47.536,49.507,50.578,51.379,52.48,52.24,51.524,50.43,49.46,47.531
1304,B,False,80.891,82.295,82.31,81.664,79.743,79.074,78.048,78.499,79.038,77.318
1305,B,False,36.216,38.688,38.395,38.137,38.36,36.655,36.876,38.671,39.077,38.356
1306,B,True,39.796,39.876,39.995,39.659,39.646,39.328,39.657,39.418,38.998,38.994
1307,B,True,39.804,40.606,39.494,38.516,38.453,37.528,38.903,40.398,40.865,38.859
1308,B,True,64.548,60.64,63.626,71.897,74.758,71.67,77.135,79.304,79.625,85.337
1309,B,False,68.964,68.077,68.676,69.765,68.75,69.374,69.541,68.145,67.765,68.122
1310,B,False,49.552,47.458,46.41,45.399,44.67,44.505,43.357,42.145,41.483,41.324
1311,B,False,54.425,56.181,56.358,55.884,56.167,56.541,56.337,56.23,55.651,56.336
1312,B,False,65.993,65.419,65.363,64.581,65.443,65.929,66.91,67.254,67.978,68.324
1313,B,False,79.447,79.187,78.769,78.376,77.476,76.657,75.65,76.204,76.847,76.751
1314,B,False,34.611,34.85,34.775,33.856,37.799,33.279,36.297,36.837,34.387,33.792
1315,B,False,31.29,31.268,31.775,31.249,31.321,30.934,31.401,32.408,31.703,31.673
1316,B,False,50.165,50.773,50.853,50.81,51.245,51.748,52.108,51.193,52.298,51.921
1317,B,False,58.054,58.973,59.768,60.464,60.772,61.153,60.654,60.254,60.965,59.984
1318,B,False,80.15,78.385,79.051,78.735,80.478,80.398,78.407,77.294,75.391,75.769
1319,B,False,62.259,62.746,63.783,64.557,67.131,67.475,66.718,66.144,69.093,68.228
1320,B,False,27.431,27.364,27.586,27.82,27.781,27.955,28.183,28.184,28.461,28.293
1321,B,False,26.458,27.331,27.311,27.47,27.474,28.459,29.115,29.349,30.089,31.28
1322,B,False,56.059,57.093,57.817,58.77,59.218,58.857,59.314,59.421,58.895,57.062
1323,B,False,45.429,45.489,45.489,45.545,45.023,44.613,45.058,44.3,44.194,44.134
1324,B,False,79.076,78.917,79.864,79.791,78.126,77.68,76.89,76.467,74.47,74.261
1325,B,False,41.934,42.218,42.272,42.375,44.042,43.747,44.664,44.57,44.992,45.812
1326,B,False,100.16,101.43,98.06,94.172,97.491,99.265,98.319,97.431,99.934,101.57
1327,B,False,43.086,43.724,43.041,42.897,42.142,43.444,41.725,41.664,41.462,41.271
1328,B,False,64.141,64.585,65.252,65.807,65.541,64.483,65.388,65.084,63.781,63.401
1329,B,False,31.415,31.393,30.999,30.805,31.113,30.853,30.736,30.998,31.876,31.894
1330,B,False,36.651,36.868,36.861,36.057,36.442,35.98,35.978,35.407,34.629,34.032
1331,B,False,81.499,83.614,86.184,83.16,83.493,85.906,85.52,83.701,84.287,82.17
1332,B,False,48.099,48.224,48.701,49.171,49.064,48.717,48.997,49.332,49.287,48.869
1333,B,False,34.6,33.691,34.608,34.627,33.43,34.068,34.223,35.828,35.041,34.213
1334,B,True,53.544,54.532,53.911,54.182,53.157,52.793,53.392,52.836,53.488,53.438
1335,B,False,31.003,30.035,29.308,28.996,29.137,29.002,29.605,29.801,29.513,30.805
1336,B,False,40.422,41.498,41.259,42.383,42.346,42.059,41.625,40.344,39.852,39.363
1337,B,True,31.235,31.573,30.271,30.833,32.742,31.341,30.965,33.078,31.61,32.518
1338,B,False,24.353,25.007,24.535,24.552,24.129,24.672,25.617,26.72,27.084,27.383
1339,B,False,41.55,40.588,39.797,40.026,39.869,40.544,41.653,43.324,43.586,43.954
1340,B,False,63.274,61.313,61.683,61.669,59.108,59.74,59.985,59.852,59.097,60.423
1341,B,False,40.355,39.956,40.281,40.242,40.615,40.764,41.016,41.326,41.491,41.984
1342,B,False,0.0,0.0,0.0,0.0,0.0,19.702,0.0,0.0,0.0,0.0
1343,B,True,57.842,57.695,58.302,57.941,57.61,58.539,57.512,55.894,56.931,57.509
1344,B,False,35.548,36.174,36.04,36.349,37.096,36.561,36.818,37.881,37.813,38.393
1345,B,False,40.495,40.992,40.989,40.123,40.678,41.105,41.797,41.213,42.446,42.024
1346,B,False,38.088,38.388,38.441,38.203,38.199,37.939,38.505,38.74,39.12,39.533
1347,B,True,60.068,59.926,65.657,66.28,62.259,64.72,61.147,64.007,65.227,65.024
1348,B,True,59.798,62.092,61.514,63.442,66.972,70.783,73.274,71.938,74.633,79.59
1349,B,False,98.516,101.19,102.56,107.5,99.888,100.16,101.43,98.06,94.172,97.491
1350,B,False,54.49,54.058,54.043,54.022,53.338,53.274,53.347,52.767,53.619,53.449
1351,B,False,64.285,65.54,63.601,64.779,64.655,64.425,62.636,62.926,64.458,64.012
1352,B,True,91.214,87.772,88.609,88.928,84.468,85.844,83.702,81.551,83.886,80.422
1353,B,False,48.719,48.123,47.587,46.816,47.026,47.161,46.902,46.504,46.294,46.579
1354,B,False,70.176,71.228,71.225,70.679,70.077,71.037,70.459,71.155,71.204,71.218
1355,B,False,64.066,64.632,64.012,64.5,64.32,64.354,64.464,65.416,64.321,64.169
1356,B,False,57.27,55.728,54.009,59.665,58.188,59.529,60.279,62.409,61.952,62.543
1357,B,True,57.153,57.593,57.58,57.591,59.574,59.114,60.441,61.307,60.921,61.294
1358,B,True,29.873,28.661,28.604,27.882,29.53,28.46,28.611,28.936,28.253,26.952
1359,B,True,35.15,34.309,34.263,34.283,33.697,35.583,36.143,34.257,35.284,35.695
1360,B,True,62.844,62.889,62.302,62.119,62.362,62.142,63.054,63.165,63.929,63.965
1361,B,False,44.619,44.772,46.24,47.17,47.357,46.529,46.541,47.541,48.072,49.554
1362,B,False,40.662,38.228,42.118,40.284,42.742,42.387,44.4,41.965,43.556,41.354
1363,B,False,64.229,65.271,64.574,66.219,64.739,66.967,66.32,66.297,66.381,65.326
1364,B,False,77.703,76.685,75.115,75.135,75.191,74.669,74.683,75.76,78.075,78.743
1365,B,True,33.278,33.535,33.93,34.22,33.931,33.918,33.773,32.912,32.661,33.211
1366,B,False,60.816,61.081,60.158,60.515,60.954,62.638,63.578,62.891,62.585,62.891
1367,B,False,56.015,57.786,58.88,59.049,59.768,60.203,60.907,61.2,62.004,61.923
1368,B,False,87.035,86.841,90.098,88.516,87.458,84.844,82.942,82.487,83.174,84.488
1369,B,False,27.933,27.403,27.797,27.277,27.023,26.283,27.407,27.495,26.192,25.808
1370,B,True,40.151,40.798,41.038,41.901,41.575,41.979,42.032,42.268,42.523,43.256
1371,B,False,44.356,43.815,43.7,43.498,42.863,42.916,43.178,43.556,43.087,43.221
1372,B,False,51.774,64.029,66.987,61.7,65.173,65.557,68.077,69.375,67.818,66.803
1373,B,False,71.107,70.029,70.007,70.257,70.762,70.091,69.752,70.81,70.911,71.949
1374,B,False,33.617,33.661,33.158,32.859,32.677,32.537,33.008,33.028,32.198,31.649
1375,B,False,32.152,32.516,32.976,32.322,32.208,32.665,32.412,32.032,31.759,31.352
1376,B,False,46.439,46.242,46.16,46.812,47.211,47.499,47.742,48.262,48.329,48.192
1377,B,True,89.323,85.719,86.845,85.496,84.408,85.192,83.717,80.089,79.734,79.758
1378,B,False,31.246,30.866,32.181,30.962,30.124,30.768,30.563,29.742,30.1,30.246
1379,B,True,33.956,34.26,33.961,34.368,34.296,34.141,33.566,33.154,33.37,33.595
1380,B,False,42.647,41.709,41.737,41.78,42.527,42.297,42.374,42.232,43.06,42.655
1381,B,False,71.043,71.68,70.751,68.327,64.637,64.432,63.873,63.617,60.966,63.934
1382,B,False,64.553,64.724,64.611,63.926,63.777,64.245,64.597,65.444,65.197,66.193
1383,B,False,82.139,82.464,82.546,77.928,79.645,82.111,81.754,82.403,82.489,79.057
1384,B,False,61.631,62.668,62.772,62.344,61.701,62.886,62.991,61.795,62.106,63.716
1385,B,False,62.808,60.897,62.569,61.446,62.316,61.816,61.574,60.921,61.6,60.98
1386,B,False,55.317,55.161,55.836,55.662,56.507,55.948,56.064,55.584,56.338,56.218
1387,B,False,41.611,43.587,44.856,45.253,46.923,47.185,48.458,48.332,47.515,46.394
1388,B,False,41.098,40.9,41.103,41.265,40.982,41.498,41.545,40.838,40.965,40.614
1389,B,False,39.45,39.213,39.401,38.99,39.011,39.134,39.031,38.987,38.546,38.529
1390,B,False,26.32,27.407,27.345,26.709,27.443,27.619,27.499,26.97,26.63,26.895
1391,B,False,31.731,31.9,31.717,31.051,31.278,30.55,31.287,30.996,31.158,31.173
1392,B,False,63.889,65.874,67.146,68.093,66.622,65.118,65.584,63.994,63.827,62.185
1393,B,False,52.233,53.407,53.436,54.03,55.348,54.884,56.774,56.477,56.885,55.804
1394,B,False,42.456,41.893,41.584,42.277,41.99,41.917,41.411,41.625,41.601,41.504
1395,B,False,52.508,53.214,53.076,52.769,51.842,51.938,51.062,49.965,49.025,48.107
1396,B,True,54.901,56.648,58.451,58.721,58.155,59.61,60.326,60.702,62.563,61.803
1397,B,False,39.531,39.97,40.013,41.169,40.775,40.49,41.106,40.601,40.102,39.836
1398,B,True,82.664,86.56,84.3,83.53,81.926,83.141,82.758,81.113,80.275,81.669
1399,B,True,66.566,65.991,65.261,64.766,62.808,60.897,62.569,61.446,62.316,61.816
1400,B,True,69.823,69.258,69.501,69.487,69.374,69.992,69.283,68.299,69.986,69.283
1401,B,False,65.478,63.565,62.91,62.486,62.043,62.742,63.118,62.793,61.452,63.042
1402,B,False,54.982,55.586,56.464,57.277,57.595,58.393,58.664,58.828,58.664,58.833
1403,B,False,35.845,35.961,35.983,36.68,36.266,36.294,36.85,36.555,37.181,36.916
1404,B,False,40.0,40.318,40.26,39.985,40.313,40.454,40.283,40.242,40.023,40.036
1405,B,False,32.853,34.084,34.538,33.952,33.765,34.537,33.992,34.617,36.062,35.888
1406,B,False,36.957,36.691,36.549,36.355,36.578,35.986,36.136,35.971,35.583,35.677
1407,B,False,44.447,44.245,44.175,44.01,44.218,44.136,44.765,44.797,45.58,45.456
1408,B,False,36.785,36.829,36.239,36.188,36.16,36.173,36.184,36.397,36.265,36.485
1409,B,False,47.557,45.01,49.305,54.905,56.867,55.822,56.094,60.044,57.548,55.107
1410,B,False,47.238,47.707,48.112,48.392,47.948,48.289,48.215,47.801,48.318,48.367
1411,B,False,29.684,29.87,29.693,29.306,28.771,28.699,28.508,28.756,29.306,28.87
1412,B,False,68.102,68.984,68.306,68.855,69.505,69.085,69.221,68.585,69.032,68.676
1413,B,False,31.28,30.974,30.856,31.184,32.395,31.239,28.858,31.07,30.379,28.19
1414,B,False,66.565,66.185,65.532,66.598,66.372,66.39,65.344,64.716,63.547,64.474
1415,B,False,29.869,29.507,29.627,29.611,29.36,29.723,29.732,29.72,29.682,29.92
1416,B,False,45.692,46.025,45.688,45.833,45.782,46.373,46.66,47.028,47.167,47.204
1417,B,False,67.373,68.279,66.66,63.063,65.444,68.107,67.746,67.605,64.201,65.396
1418,B,False,56.304,55.947,56.333,56.512,57.652,58.163,58.125,58.247,57.491,57.536
1419,B,False,36.502,36.379,36.416,35.711,35.383,35.343,35.159,35.87,36.267,35.613
1420,B,False,33.643,33.619,32.68,32.797,32.513,31.632,31.624,31.763,31.224,30.729
1421,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,B,False,42.421,44.424,44.276,43.399,43.015,43.568,43.282,43.839,44.562,45.099
1423,B,False,62.39,62.601,63.378,63.545,64.047,64.429,64.618,65.097,64.308,64.507
1424,B,False,49.76,50.199,49.708,49.584,49.635,48.77,48.07,47.779,47.542,46.646
1425,B,False,61.577,61.994,61.923,62.378,62.646,62.409,62.019,61.636,61.258,60.473
1426,B,False,57.307,57.132,57.986,57.328,58.057,57.768,57.458,58.315,57.377,58.642
1427,B,False,67.305,64.958,66.257,65.81,67.344,69.618,68.188,65.666,66.381,65.911
1428,B,False,31.717,31.051,31.278,30.55,31.287,30.996,31.158,31.173,31.096,31.204
1429,B,False,47.334,47.787,47.554,47.922,47.509,47.114,46.846,48.277,48.549,48.026
1430,B,False,30.55,31.287,30.996,31.158,31.173,31.096,31.204,31.897,34.607,32.219
1431,B,False,54.7,54.897,54.391,55.723,54.576,55.483,56.128,55.531,54.388,55.698
1432,B,False,33.09,33.734,33.664,34.106,34.108,34.295,34.512,34.403,34.054,34.559
1433,B,False,62.005,61.5,63.193,60.794,59.504,60.022,58.778,60.464,59.222,58.315
1434,B,False,65.782,66.535,69.082,68.864,68.305,69.561,69.181,68.444,70.025,70.346
1435,B,False,69.236,68.211,71.412,68.757,65.531,68.137,68.986,68.037,67.436,67.298
1436,B,False,42.194,41.208,41.125,40.893,41.295,41.724,41.932,42.613,42.612,42.584
1437,B,False,36.807,36.664,37.118,36.076,37.03,36.394,36.634,36.198,35.78,35.914
1438,B,False,45.961,45.812,45.244,46.016,44.752,45.68,45.921,45.818,45.134,44.438
1439,B,False,33.663,39.585,39.519,48.152,46.184,47.926,48.494,49.527,49.029,50.379
1440,B,False,65.326,65.273,66.343,67.035,64.828,65.702,65.315,64.473,64.461,63.229
1441,B,False,55.343,54.653,54.604,55.173,54.848,55.191,54.728,54.075,53.993,53.529
1442,B,False,34.707,34.13,33.926,33.925,34.203,34.144,33.955,33.637,33.943,34.157
1443,B,False,34.135,33.82,33.822,32.952,33.455,33.797,33.742,33.654,33.501,33.372
1444,B,False,48.269,47.056,47.672,47.403,46.012,44.917,44.597,44.091,43.639,43.58
1445,B,True,65.902,65.121,64.59,65.136,62.493,61.937,60.373,58.946,58.907,58.024
1446,B,False,73.56,74.412,74.539,73.581,72.428,72.508,72.398,71.127,69.927,68.508
1447,B,False,38.121,40.434,37.098,31.454,31.503,30.452,31.031,32.213,31.724,32.853
1448,B,True,41.32,40.437,40.58,40.757,40.524,39.593,41.329,39.736,41.024,41.658
1449,B,False,59.243,60.61,62.088,62.502,62.873,62.643,62.631,64.002,63.773,63.482
1450,B,False,60.768,59.585,57.385,55.611,54.319,51.996,51.764,51.661,50.561,49.716
1451,B,False,30.197,31.279,31.849,31.253,30.861,29.117,32.379,31.731,29.736,30.045
1452,B,True,57.802,55.532,56.22,54.967,55.903,56.255,56.68,58.041,58.783,59.64
1453,B,False,64.374,61.813,61.417,60.92,59.093,56.207,55.953,56.611,57.046,56.08
1454,B,False,59.687,58.799,58.976,59.494,60.6,61.053,62.708,63.222,63.802,64.043
1455,B,False,66.215,66.101,65.276,66.297,65.88,66.273,67.162,68.685,67.914,68.326
1456,B,False,64.511,64.309,63.968,63.263,62.161,61.0,59.608,59.33,58.315,57.815
1457,B,False,54.686,54.034,54.109,53.433,52.813,52.835,53.221,53.392,53.347,53.002
1458,B,False,36.778,36.73,36.837,36.882,36.842,36.661,35.813,36.489,36.251,36.046
1459,B,True,70.413,72.39,73.771,73.634,74.054,74.141,73.032,73.455,74.294,76.36
1460,B,False,86.745,87.142,85.368,84.389,85.031,84.71,85.056,84.707,81.511,82.388
1461,B,False,66.839,66.513,67.503,67.371,67.32,66.445,67.439,69.468,69.313,69.767
1462,B,False,53.117,54.417,55.154,57.191,57.537,58.137,60.811,61.403,61.256,61.424
1463,B,False,45.856,45.366,44.782,44.526,44.09,43.746,43.606,43.389,43.487,43.312
1464,B,False,74.67,72.806,73.111,73.344,72.814,74.877,72.786,72.907,71.494,74.621
1465,B,False,44.104,40.993,43.664,38.356,39.492,38.462,37.158,39.903,38.947,38.928
1466,B,True,37.087,37.506,38.542,38.501,38.805,38.914,39.438,40.426,40.073,41.082
1467,B,False,36.912,36.683,36.879,37.095,37.368,37.619,37.978,38.359,38.047,38.179
1468,B,False,36.723,37.078,37.66,37.575,37.242,37.606,38.217,38.125,37.417,38.087
1469,B,False,83.879,84.482,85.429,83.039,82.879,82.139,83.078,83.491,83.198,83.512
1470,B,False,85.05,87.097,87.058,85.006,84.845,83.991,87.927,86.986,87.451,91.304
1471,B,False,43.424,43.074,41.995,42.006,41.725,40.881,40.934,40.217,41.024,41.059
1472,B,False,87.172,88.356,85.654,84.562,86.331,85.113,85.022,86.474,82.587,80.906
1473,B,False,34.217,33.421,33.219,32.977,33.177,32.857,32.831,33.191,33.065,32.927
1474,B,False,65.61,67.8,70.674,73.225,75.316,77.355,77.092,76.736,76.559,75.089
1475,B,True,48.048,47.266,46.837,47.301,47.377,48.101,48.07,48.649,47.544,48.499
1476,B,False,53.352,52.628,51.815,51.733,51.457,50.718,50.63,50.012,49.772,49.657
1477,B,False,32.53,32.38,32.643,32.867,33.113,33.239,33.326,33.651,33.766,34.565
1478,B,False,46.094,46.154,46.956,46.947,46.717,46.883,46.591,45.896,46.071,46.025
1479,B,False,37.445,37.405,37.478,38.3,38.414,38.243,38.265,38.572,38.855,39.0
1480,B,False,52.451,53.032,52.578,53.271,53.902,54.425,54.469,54.067,54.63,54.803
1481,B,True,33.601,34.48,34.476,33.849,34.131,34.114,32.231,32.225,32.654,31.848
1482,B,False,61.193,61.528,60.341,60.207,59.845,60.358,61.795,61.673,61.55,63.403
1483,B,False,32.863,32.981,33.398,33.639,33.733,34.038,33.28,33.381,33.068,33.222
1484,B,False,60.993,62.036,63.299,62.237,61.898,60.769,62.718,60.507,60.325,61.189
1485,B,False,42.881,43.45,44.863,44.496,44.857,43.933,44.668,44.747,44.237,43.643
1486,B,False,34.839,33.641,34.6,35.113,34.378,34.5,33.728,34.327,34.447,35.439
1487,B,False,0.0,26.537,25.665,29.129,23.699,22.779,25.079,25.781,28.113,42.586
1488,B,False,56.535,57.026,56.478,54.586,55.901,54.679,54.763,56.211,56.09,57.218
1489,B,False,60.215,59.33,59.286,58.762,57.916,56.736,56.742,55.697,54.886,54.286
1490,B,False,51.962,51.641,52.356,52.939,52.163,49.867,51.146,51.196,48.928,51.474
1491,B,False,30.805,31.113,30.853,30.736,30.998,31.876,31.894,32.013,32.117,32.348
1492,B,False,43.783,43.884,44.296,44.522,44.538,44.7,44.83,44.915,45.371,45.376
1493,B,False,40.777,41.633,41.065,41.785,42.812,42.516,41.552,41.81,41.506,41.727
1494,B,False,47.112,47.158,46.658,46.844,46.56,46.128,46.156,45.948,45.371,45.933
1495,B,False,65.081,65.773,63.725,67.189,68.074,64.402,66.243,65.802,69.322,66.536
1496,B,False,64.9,64.249,64.486,66.312,64.785,64.813,65.764,66.021,66.715,67.659
1497,B,False,42.226,42.339,41.413,41.016,40.565,40.128,40.797,40.912,40.518,40.869
1498,B,False,43.62,43.619,43.802,44.149,44.811,45.178,46.352,46.289,47.23,47.484
1499,B,True,28.646,29.667,29.033,29.174,29.516,28.476,28.466,28.318,29.554,28.579
1500,B,False,41.463,41.403,41.459,41.12,41.03,41.295,41.202,42.083,42.788,44.035
1501,B,False,58.818,59.348,59.358,57.209,60.117,68.03,68.064,71.318,70.067,69.463
1502,B,False,95.222,95.92,98.068,96.643,97.468,97.363,97.73,98.055,100.57,96.646
1503,B,False,33.918,33.84,33.671,33.847,33.428,33.201,33.515,33.142,32.993,32.979
1504,B,False,86.857,88.233,87.023,85.233,85.711,84.618,84.042,83.155,82.082,80.947
1505,B,False,54.325,54.729,55.211,54.823,55.203,54.663,55.343,54.653,54.604,55.173
1506,B,False,50.683,50.439,50.176,49.964,49.104,48.719,48.123,47.587,46.816,47.026
1507,B,False,68.492,67.534,66.085,66.587,64.917,66.031,65.011,66.158,64.475,63.051
1508,B,False,69.064,67.993,68.586,69.641,70.855,72.431,71.597,72.457,71.234,71.514
1509,B,False,71.591,73.335,72.83,75.15,75.069,76.334,77.274,78.459,78.435,79.649
1510,B,False,79.989,79.881,79.377,78.501,78.208,78.981,78.3,77.703,76.685,75.115
1511,B,False,31.8,32.248,31.552,30.106,30.293,30.067,30.159,30.196,31.829,30.801
