,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10
250,M,False,5041.3,4528.8,5045.7,5315.6,3522.2,4439.2,4264.6,4140.3,5417.2,5223.5
251,M,True,13176.0,12745.0,12462.0,13444.0,13161.0,12954.0,12963.0,12752.0,12506.0,13017.0
252,M,False,12764.0,12751.0,11773.0,12956.0,13172.0,12597.0,12744.0,13586.0,12981.0,12526.0
253,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,M,False,37954.0,36675.0,38381.0,34608.0,40324.0,34985.0,38011.0,38822.0,38453.0,33073.0
256,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,M,False,2407.6,2110.6,1461.3,5006.0,1248.9,1557.9,9376.7,2811.3,4486.1,1489.2
258,M,False,0.0,0.0,0.0,0.0,98.244,0.0,0.0,1169.7,71.851,0.0
259,M,False,14436.0,16432.0,14817.0,9263.1,14241.0,15747.0,4975.8,3512.6,9111.7,14092.0
260,M,False,6299.5,6647.5,6029.3,6909.3,6186.6,6475.5,6198.1,5286.6,6411.3,5724.3
261,M,True,22903.0,14444.0,22798.0,23532.0,15373.0,15834.0,26117.0,19942.0,16918.0,15936.0
262,M,False,23532.0,15373.0,15834.0,26117.0,19942.0,16918.0,15936.0,18058.0,10812.0,13891.0
263,M,False,29614.0,13695.0,11937.0,7644.6,10551.0,16180.0,7521.4,10431.0,10016.0,10298.0
264,M,False,20798.0,19559.0,19318.0,22172.0,20100.0,20603.0,20939.0,25178.0,21393.0,22644.0
265,M,True,10144.0,10624.0,10777.0,10320.0,10762.0,10160.0,10235.0,9932.9,10154.0,9904.6
266,M,False,10794.0,10238.0,9611.3,10666.0,9790.1,12333.0,10533.0,10957.0,10659.0,10813.0
267,M,True,3468.3,3304.5,6691.7,6049.1,5682.2,5501.5,5863.5,7018.5,7381.4,6976.6
268,M,False,27683.0,30600.0,29275.0,27243.0,30242.0,25399.0,26502.0,29324.0,27318.0,28755.0
269,M,True,26541.0,27443.0,35974.0,30448.0,29299.0,27162.0,28150.0,28528.0,30448.0,28549.0
270,M,True,81307.0,88746.0,94522.0,88443.0,89067.0,88947.0,90473.0,83594.0,87330.0,85008.0
271,M,False,98104.0,102020.0,84739.0,101070.0,97794.0,104860.0,96399.0,91753.0,85607.0,91201.0
272,M,False,84739.0,101070.0,97794.0,104860.0,96399.0,91753.0,85607.0,91201.0,96612.0,90916.0
273,M,False,14463.0,10458.0,14607.0,14294.0,14833.0,10613.0,10264.0,10375.0,10255.0,15440.0
274,M,False,112100.0,117950.0,113440.0,115930.0,109770.0,101690.0,110160.0,108150.0,94640.0,110840.0
275,M,False,115930.0,109770.0,101690.0,110160.0,108150.0,94640.0,110840.0,113300.0,107590.0,108770.0
276,M,True,42577.0,28052.0,34519.0,69015.0,25889.0,28359.0,91486.0,59662.0,84959.0,82893.0
277,M,True,13676.0,10863.0,8294.3,3421.8,7713.3,11835.0,3349.7,15645.0,13463.0,1760.7
278,M,True,1336.8,1371.5,1341.5,1439.3,8223.0,8535.8,8798.0,9440.2,9896.9,9022.3
279,M,False,8559.6,6939.5,6762.1,7237.3,6818.1,11192.0,10553.0,10081.0,9808.8,9217.1
280,M,False,9317.8,13490.0,14496.0,12379.0,12060.0,9939.6,9516.0,5410.7,5719.6,5933.1
281,M,False,5719.6,5933.1,6205.0,5963.6,5901.6,5476.1,8408.6,8986.5,12436.0,5906.0
282,M,False,22919.0,18399.0,17325.0,21511.0,18088.0,18117.0,18348.0,19138.0,19440.0,20221.0
283,M,True,24349.0,21518.0,21476.0,22169.0,21765.0,21207.0,32579.0,36629.0,19454.0,20597.0
284,M,False,29249.0,36651.0,42283.0,32664.0,40704.0,42044.0,51527.0,38357.0,39765.0,49503.0
285,M,False,5257.0,5281.6,6593.9,6606.6,1348.1,0.0,1377.9,0.0,0.0,7149.1
286,M,False,60334.0,44365.0,45608.0,52614.0,37207.0,41668.0,33161.0,36779.0,36720.0,42739.0
287,M,True,25459.0,29089.0,29576.0,24413.0,24692.0,27921.0,27656.0,28047.0,26688.0,32117.0
288,M,False,29576.0,24413.0,24692.0,27921.0,27656.0,28047.0,26688.0,32117.0,29463.0,27462.0
289,M,False,23495.0,23202.0,23894.0,44344.0,35813.0,56110.0,37536.0,36033.0,37834.0,25262.0
290,M,False,164.62,637.29,125.43,1035.2,692.97,137.76,726.1,758.21,4874.1,2249.0
291,M,False,30925.0,25607.0,31074.0,32068.0,32916.0,31588.0,33683.0,28673.0,30080.0,29961.0
292,M,True,20860.0,25844.0,27275.0,25220.0,24792.0,26767.0,25057.0,24930.0,24042.0,25095.0
293,M,False,22588.0,23286.0,24157.0,23232.0,24075.0,23305.0,22995.0,22001.0,23446.0,24432.0
294,M,True,26722.0,34046.0,35357.0,33060.0,29161.0,27190.0,25985.0,30415.0,31205.0,29350.0
295,M,True,57637.0,59908.0,57968.0,57787.0,62220.0,70367.0,67514.0,68405.0,78700.0,80504.0
296,M,True,67412.0,77227.0,74077.0,78565.0,79770.0,72548.0,77027.0,82626.0,76516.0,82173.0
297,M,True,81439.0,87115.0,84901.0,86142.0,89082.0,79938.0,78086.0,74152.0,73374.0,82715.0
298,M,True,86904.0,83466.0,77048.0,79917.0,80914.0,77679.0,75422.0,86173.0,86341.0,72082.0
299,M,False,12833.0,13007.0,12347.0,12915.0,11827.0,11047.0,9787.8,9776.2,8215.3,9833.0
300,M,False,376310.0,406240.0,332150.0,345270.0,349610.0,375500.0,333310.0,369200.0,360400.0,237960.0
301,M,False,16395.0,16606.0,17103.0,16113.0,13698.0,15710.0,16898.0,15103.0,14038.0,14889.0
302,M,False,21626.0,15134.0,18401.0,17192.0,10321.0,9731.1,10350.0,15888.0,15739.0,15804.0
303,M,True,46303.0,39112.0,36234.0,35236.0,34535.0,38064.0,34858.0,40972.0,36724.0,30232.0
304,M,True,27557.0,25741.0,24542.0,26632.0,23495.0,24152.0,22742.0,22585.0,22481.0,23276.0
305,M,False,41890.0,48149.0,50139.0,46784.0,45132.0,43945.0,39892.0,44781.0,38998.0,35571.0
306,M,False,44861.0,93279.0,85046.0,89458.0,120670.0,112050.0,111800.0,121630.0,88998.0,96233.0
307,M,True,1885.4,1879.3,0.0,4168.7,1838.3,0.0,0.0,0.0,0.0,0.0
308,M,False,73999.0,59988.0,68787.0,70326.0,67799.0,69845.0,35120.0,35177.0,60695.0,59944.0
309,M,False,988.85,1022.4,929.37,941.33,918.17,923.88,858.02,904.1,1143.4,1245.6
310,M,True,61746.0,39862.0,33780.0,28605.0,27357.0,29807.0,17091.0,25848.0,37505.0,30136.0
311,M,False,24593.0,25366.0,24919.0,27333.0,25297.0,13319.0,15965.0,12671.0,17584.0,16482.0
312,M,True,27923.0,29529.0,29883.0,30546.0,29244.0,31756.0,31577.0,33224.0,34906.0,34233.0
313,M,False,30546.0,29244.0,31756.0,31577.0,33224.0,34906.0,34233.0,34876.0,34164.0,37480.0
314,M,False,2266.2,3009.9,3055.3,3080.0,3939.4,3712.5,3823.3,3781.0,3171.3,4001.9
315,M,True,28233.0,31276.0,30831.0,31143.0,30679.0,29775.0,31832.0,32901.0,35243.0,31338.0
316,M,False,32590.0,31881.0,33117.0,35140.0,34397.0,31410.0,34327.0,30563.0,29252.0,31682.0
317,M,False,28763.0,36374.0,29311.0,29991.0,30622.0,30104.0,31170.0,31640.0,32808.0,32420.0
318,M,False,33227.0,33132.0,38261.0,35660.0,30808.0,34842.0,34026.0,34097.0,30486.0,31945.0
319,M,False,6575.5,5697.2,5823.8,4835.0,6079.3,4944.2,3874.1,4052.2,4732.1,4606.5
320,M,True,22554.0,25479.0,28488.0,25724.0,27133.0,27316.0,28169.0,29373.0,27983.0,27601.0
321,M,False,24115.0,25826.0,29618.0,27030.0,24168.0,25102.0,25817.0,23851.0,25104.0,23195.0
322,M,True,411480.0,383930.0,394790.0,382360.0,330610.0,342150.0,303180.0,389910.0,349030.0,308920.0
323,M,True,61919.0,61940.0,43544.0,46238.0,46220.0,36756.0,36632.0,34928.0,37594.0,39795.0
324,M,True,12902.0,14587.0,14528.0,16514.0,22446.0,22744.0,20239.0,21760.0,23983.0,19827.0
325,M,False,66695.0,72078.0,71397.0,67720.0,64347.0,98977.0,94096.0,89119.0,75070.0,73893.0
326,M,False,85178.0,97629.0,80778.0,62834.0,63516.0,61191.0,53079.0,53946.0,60747.0,62613.0
327,M,False,44626.0,46170.0,56943.0,61056.0,57511.0,82521.0,72950.0,72842.0,58568.0,84576.0
328,M,False,6943.9,6963.0,6779.3,6854.5,6952.4,6568.7,6820.1,6600.0,6796.3,6661.7
329,M,True,178950.0,185370.0,191440.0,184570.0,178360.0,191960.0,209820.0,198880.0,218810.0,207650.0
330,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,M,False,33299.0,29376.0,27148.0,26111.0,24783.0,19698.0,21075.0,27237.0,27298.0,31867.0
332,M,False,64044.0,32409.0,55857.0,47359.0,61366.0,60445.0,74599.0,97043.0,69841.0,72864.0
333,M,False,142950.0,229780.0,186270.0,107700.0,98763.0,188560.0,131030.0,110380.0,99976.0,74691.0
334,M,False,178880.0,64203.0,126030.0,140160.0,154240.0,167540.0,132290.0,159330.0,255800.0,256650.0
335,M,False,167540.0,132290.0,159330.0,255800.0,256650.0,200160.0,365100.0,313240.0,270100.0,249610.0
336,M,False,337110.0,364050.0,331580.0,339710.0,350360.0,304760.0,482670.0,366830.0,409680.0,390180.0
337,M,False,483710.0,279470.0,467610.0,498010.0,300700.0,167250.0,222880.0,101600.0,72002.0,131660.0
338,M,True,177510.0,146970.0,152820.0,195040.0,182410.0,179190.0,136350.0,173330.0,192340.0,167370.0
339,M,False,173330.0,192340.0,167370.0,166960.0,162600.0,151310.0,172080.0,167310.0,146240.0,136210.0
340,M,False,145330.0,127070.0,158520.0,178920.0,199460.0,184450.0,211690.0,215630.0,201040.0,197890.0
341,M,True,135570.0,174990.0,173520.0,163980.0,173660.0,154030.0,159760.0,131590.0,139840.0,145470.0
342,M,False,167530.0,180510.0,162420.0,181360.0,213990.0,204430.0,164520.0,189490.0,170010.0,179340.0
343,M,True,6101.6,4608.4,4655.5,6125.4,6266.4,7761.3,7098.6,7442.0,7720.1,7669.0
344,M,True,293940.0,301970.0,308260.0,296470.0,308020.0,311340.0,318240.0,325030.0,337840.0,306090.0
345,M,False,304440.0,322960.0,310140.0,339570.0,271540.0,312190.0,277680.0,290140.0,298620.0,312820.0
346,M,False,311010.0,307370.0,282540.0,260250.0,302540.0,305750.0,328190.0,316220.0,332140.0,356090.0
347,M,False,7585.8,7939.3,7999.6,7836.5,7809.3,6628.5,8045.6,7773.6,7499.3,8574.7
348,M,False,361050.0,332100.0,291430.0,355170.0,338400.0,372900.0,398470.0,422480.0,405800.0,377460.0
349,M,False,405360.0,449750.0,379850.0,378890.0,396090.0,393060.0,483530.0,451620.0,404140.0,365020.0
350,M,False,14749.0,13631.0,15427.0,14877.0,14542.0,12871.0,12963.0,12213.0,14423.0,13966.0
351,M,True,497430.0,484290.0,448240.0,452830.0,616800.0,590860.0,581180.0,628760.0,622450.0,528740.0
352,M,False,439000.0,530670.0,426750.0,483800.0,467150.0,490080.0,517060.0,492640.0,487150.0,562220.0
353,M,False,553480.0,454690.0,481010.0,479170.0,477920.0,428680.0,427870.0,435450.0,372630.0,347520.0
354,M,False,327350.0,361450.0,353570.0,334330.0,330870.0,323480.0,328390.0,342380.0,341270.0,325870.0
355,M,True,185660.0,199910.0,227910.0,212290.0,235240.0,209120.0,220810.0,193680.0,244180.0,189930.0
356,M,False,222410.0,228250.0,192930.0,181600.0,192510.0,151030.0,155300.0,158410.0,184320.0,163640.0
357,M,False,74086.0,85549.0,75806.0,77008.0,78940.0,68305.0,71519.0,72556.0,76437.0,73206.0
358,M,True,6768.5,6794.1,7737.6,5246.9,5283.0,5720.8,6300.7,6796.2,7554.8,9512.0
359,M,True,11732.0,12844.0,9744.1,9732.5,10583.0,9785.1,9998.2,11664.0,13722.0,13071.0
360,M,True,40664.0,42138.0,42196.0,41508.0,39935.0,43391.0,42050.0,41514.0,50837.0,42991.0
361,M,True,41622.0,38476.0,38180.0,31459.0,35457.0,33988.0,33510.0,33789.0,34433.0,38694.0
362,M,True,46848.0,55702.0,56320.0,54026.0,53672.0,47906.0,48310.0,53221.0,49520.0,57436.0
363,M,True,65503.0,70481.0,66160.0,73421.0,70551.0,72893.0,73919.0,67569.0,68278.0,65079.0
364,M,True,72893.0,73919.0,67569.0,68278.0,65079.0,66884.0,66380.0,70837.0,63127.0,61836.0
365,M,False,58222.0,59160.0,64979.0,55215.0,61774.0,66953.0,66984.0,66677.0,60891.0,69664.0
366,M,False,77073.0,68394.0,63560.0,68105.0,67543.0,69057.0,71227.0,80402.0,88052.0,92682.0
367,M,True,128110.0,129620.0,131120.0,119000.0,108650.0,106080.0,104210.0,110250.0,118380.0,110690.0
368,M,False,120110.0,145340.0,126470.0,125860.0,130170.0,135710.0,129970.0,129560.0,128190.0,121220.0
369,M,False,135710.0,129970.0,129560.0,128190.0,121220.0,123340.0,110320.0,123630.0,102440.0,118980.0
370,M,False,113590.0,110250.0,109600.0,121530.0,141100.0,115570.0,127320.0,124640.0,140560.0,133640.0
371,M,False,9661.4,10403.0,10494.0,8878.1,9070.4,9153.7,8665.7,6436.1,11911.0,5335.9
372,M,False,1563.4,1552.2,1531.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,M,False,33931.0,33526.0,32694.0,29429.0,32689.0,29532.0,30565.0,27083.0,31944.0,30126.0
374,M,False,4904.2,5438.9,2713.6,5659.7,2286.1,1733.0,1717.4,2192.0,2126.6,2173.0
375,M,False,3283.1,1497.6,1536.6,1888.8,794.68,4704.3,0.0,0.0,0.0,0.0
376,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,M,False,2637.9,2673.6,2897.0,2792.2,2015.0,2367.1,2781.1,2312.0,2442.0,2491.8
378,M,False,18662.0,20701.0,21363.0,21174.0,19097.0,17058.0,18733.0,18112.0,18129.0,16138.0
379,M,True,7433.4,16441.0,11660.0,2832.7,2617.5,9892.7,5290.5,5269.3,3932.6,0.0
380,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,M,True,89.568,95.852,109.81,76.126,141.0,149.94,150.47,180.15,156.05,137.39
382,M,False,121.49,131.78,146.4,220.63,204.5,95.959,299.32,226.58,206.46,392.17
383,M,False,549.0,526.76,530.81,505.07,512.14,522.7,602.91,654.53,670.23,471.05
384,M,False,4003.8,3999.3,3794.9,4123.5,3837.2,4347.0,4326.9,3702.6,4588.7,4333.5
385,M,True,3239.6,3153.0,3191.2,3616.0,3951.5,3512.6,3591.6,3688.0,3534.2,4683.2
386,M,False,1912.1,2446.4,2802.6,3023.1,3066.6,3199.1,3404.6,3488.5,3604.4,2955.9
387,M,False,1231.4,0.0,724.01,0.0,224.46,0.0,284.77,417.24,1886.8,1805.9
388,M,True,12727.0,10327.0,10897.0,9430.0,7340.3,8602.1,9003.3,10144.0,9568.8,9328.0
389,M,True,4973.1,4314.3,4261.7,4352.3,4077.0,4097.2,3833.9,3778.6,3661.8,3758.3
390,M,False,1194.5,1377.9,838.01,884.61,2057.8,1258.9,83.537,5210.3,3852.8,7134.4
391,M,False,5366.6,6065.9,5522.1,5396.1,5968.0,6592.1,5373.5,7826.1,8525.3,7811.5
392,M,False,5385.5,6530.4,6538.0,6368.6,6544.3,7767.1,6589.1,7681.5,9676.8,7689.8
393,M,True,2121.4,2228.6,2180.5,2123.7,1947.0,1918.5,1782.6,1779.1,1954.8,1772.7
394,M,False,2860.7,3258.9,3396.0,3691.2,3652.7,4320.5,3198.8,3588.2,3467.9,3666.1
395,M,False,10047.0,13543.0,12526.0,10089.0,12882.0,10792.0,7954.4,8292.1,7784.1,9308.0
396,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,M,False,0.0,452.64,0.0,0.0,0.0,0.0,200.79,0.0,0.0,0.0
398,M,False,14763.0,11188.0,13415.0,12908.0,14365.0,14910.0,10142.0,10818.0,10788.0,11094.0
399,M,False,38208.0,33089.0,32335.0,35892.0,30402.0,28964.0,26638.0,32594.0,32382.0,30940.0
400,M,True,11083.0,8169.1,10512.0,10254.0,10220.0,10344.0,10407.0,7763.2,8205.6,9178.1
401,M,False,1268.4,663.82,592.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,M,False,93294.0,71336.0,81161.0,73638.0,68541.0,41716.0,54597.0,54542.0,37437.0,60037.0
403,M,False,23485.0,19827.0,18202.0,18019.0,19178.0,20966.0,24922.0,23465.0,24036.0,21148.0
404,M,False,1499.6,1412.9,1492.5,1460.5,1191.1,1712.3,1134.9,1493.9,1485.3,1094.6
405,M,False,109940.0,109440.0,105000.0,98980.0,103180.0,101270.0,91222.0,104250.0,111450.0,110140.0
406,M,True,8624.7,8141.4,7141.3,5868.8,5496.8,5970.3,5257.3,4988.3,4809.8,4722.4
407,M,True,625.47,2273.0,1191.0,1558.6,6426.7,5900.8,7252.6,2163.4,7859.8,4790.8
408,M,True,4492.2,3169.9,9080.7,5894.0,7222.4,8426.0,3067.4,3150.0,7846.9,8484.7
409,M,True,44947.0,42000.0,46955.0,46274.0,41532.0,46988.0,45399.0,43958.0,44569.0,47292.0
410,M,True,1619.3,3874.2,3662.7,528.42,1166.0,0.0,0.0,2367.4,553.16,0.0
411,M,False,3715.8,3653.1,3443.1,3789.1,3731.6,3551.2,2316.8,2148.4,2187.1,2923.5
412,M,False,3426.1,6285.5,6766.6,5982.5,6242.6,9621.4,7260.0,6859.8,8580.5,5476.6
413,M,False,37261.0,44343.0,42836.0,31904.0,42840.0,46520.0,40802.0,41615.0,39518.0,40951.0
414,M,False,11578.0,6804.6,12514.0,4987.0,5736.7,4073.8,6059.0,4051.0,4698.3,4797.1
415,M,False,142610.0,149220.0,126300.0,175760.0,178440.0,194690.0,135520.0,250660.0,197620.0,179430.0
416,M,False,2282.0,2224.5,2136.8,1783.2,2355.4,2513.1,2502.2,2111.7,2775.1,3604.4
417,M,False,352.37,238.83,229.42,218.83,226.23,230.51,228.39,632.67,488.46,460.57
418,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,M,False,480.09,497.39,986.29,1055.3,1014.5,1057.0,1113.5,1185.2,1239.7,1304.7
420,M,False,237.25,240.68,235.18,239.22,237.01,245.47,232.78,114.38,228.56,206.64
421,M,False,11829.0,8908.7,5119.4,5566.2,8288.1,10468.0,9333.9,10449.0,10269.0,11181.0
422,M,False,3027.7,3163.3,3023.4,2310.0,2313.4,2411.6,2289.6,2308.7,2499.8,2403.6
423,M,True,180.74,365.14,369.1,392.13,218.85,213.86,234.56,275.83,278.7,231.7
424,M,False,369.1,392.13,218.85,213.86,234.56,275.83,278.7,231.7,315.32,302.31
425,M,False,282.49,313.11,609.92,617.12,759.82,725.21,569.35,562.05,532.22,711.73
426,M,True,363630.0,542610.0,242170.0,294180.0,644180.0,649070.0,729490.0,888340.0,958900.0,1013700.0
427,M,True,171350.0,184980.0,176750.0,164850.0,161230.0,180050.0,173850.0,185520.0,183240.0,191980.0
428,M,False,199450.0,239520.0,240680.0,251500.0,268890.0,319480.0,331970.0,288670.0,291190.0,279540.0
429,M,False,312880.0,311500.0,292070.0,312620.0,324550.0,303040.0,286330.0,298710.0,300120.0,334710.0
430,M,False,324550.0,303040.0,286330.0,298710.0,300120.0,334710.0,321390.0,320140.0,307990.0,306460.0
431,M,False,302600.0,323670.0,317330.0,306610.0,292180.0,263870.0,238350.0,281000.0,277150.0,287250.0
432,M,True,547120.0,506840.0,517920.0,474170.0,516240.0,564130.0,566780.0,533690.0,556860.0,477850.0
433,M,False,510520.0,483590.0,519820.0,548060.0,510500.0,500630.0,529170.0,529680.0,530940.0,511520.0
434,M,True,503200.0,504480.0,511140.0,525450.0,577980.0,619120.0,670000.0,651740.0,627920.0,575980.0
435,M,True,891640.0,867380.0,887670.0,808790.0,811930.0,799290.0,817080.0,808580.0,921320.0,811300.0
436,M,True,742610.0,749860.0,751930.0,774680.0,830860.0,849830.0,767610.0,797540.0,793070.0,910290.0
437,M,False,751930.0,774680.0,830860.0,849830.0,767610.0,797540.0,793070.0,910290.0,841850.0,875100.0
438,M,False,793070.0,910290.0,841850.0,875100.0,849330.0,867560.0,762640.0,791700.0,799320.0,813370.0
439,M,False,787070.0,862230.0,889320.0,779360.0,765120.0,749790.0,795540.0,760240.0,623050.0,738930.0
440,M,False,623050.0,738930.0,847030.0,813150.0,708440.0,835140.0,789420.0,834200.0,860910.0,801630.0
441,M,True,801630.0,679750.0,699730.0,658010.0,663160.0,732270.0,802770.0,770950.0,636280.0,600140.0
442,M,False,750510.0,707700.0,671350.0,747010.0,744720.0,826430.0,801470.0,894320.0,929670.0,893700.0
443,M,False,763950.0,807290.0,735980.0,738080.0,738300.0,725430.0,738210.0,751040.0,762940.0,698920.0
444,M,False,555130.0,567870.0,550490.0,572130.0,586150.0,591090.0,569660.0,554220.0,522940.0,563010.0
445,M,False,569660.0,554220.0,522940.0,563010.0,514900.0,507340.0,459150.0,525060.0,553170.0,500010.0
446,M,True,471850.0,421310.0,382570.0,361070.0,323690.0,361700.0,410850.0,397690.0,382410.0,416710.0
447,M,True,406820.0,425380.0,476900.0,508970.0,491360.0,445570.0,461160.0,484370.0,551980.0,499960.0
448,M,False,423470.0,432240.0,494390.0,435460.0,263040.0,258110.0,269360.0,246260.0,265960.0,276270.0
449,M,False,291020.0,255940.0,262420.0,273110.0,265610.0,296330.0,251070.0,272740.0,252810.0,299910.0
450,M,False,299910.0,269610.0,285030.0,290080.0,332490.0,245940.0,289570.0,259530.0,216950.0,242350.0
451,M,False,292200.0,301190.0,311350.0,237330.0,257270.0,257700.0,282810.0,395050.0,398720.0,316730.0
452,M,False,331950.0,286960.0,396910.0,261960.0,372600.0,307450.0,295770.0,279740.0,259880.0,257850.0
453,M,False,242150.0,243540.0,244050.0,252380.0,256240.0,307610.0,309320.0,267830.0,309290.0,309300.0
454,M,False,256240.0,307610.0,309320.0,267830.0,309290.0,309300.0,297920.0,332230.0,244100.0,328920.0
455,M,False,433960.0,512070.0,331790.0,449510.0,600920.0,553900.0,543190.0,577030.0,549370.0,627760.0
456,M,True,2810.1,807.61,619.95,338.37,502.16,125.36,254.23,126.51,397.44,445.98
457,M,False,3317.3,6496.9,3012.2,3753.5,1287.2,1504.3,2805.8,3304.9,2187.7,2523.4
458,M,True,2933.7,3716.9,1711.2,4717.8,2594.3,2795.5,2053.3,2893.6,2125.5,3542.3
459,M,True,2708.7,2639.2,1578.0,1641.4,1711.7,1743.5,1775.6,2769.7,2682.1,2731.0
460,M,True,20864.0,18716.0,18869.0,21274.0,19409.0,16639.0,14769.0,18734.0,16691.0,18283.0
461,M,False,20499.0,21906.0,22546.0,22431.0,23434.0,23785.0,25579.0,24322.0,23303.0,24375.0
462,M,False,26744.0,31246.0,35042.0,36101.0,30621.0,31683.0,29691.0,32301.0,35777.0,31537.0
463,M,False,22144.0,23154.0,20680.0,22019.0,20570.0,21920.0,21408.0,23851.0,23481.0,23038.0
464,M,False,41933.0,43324.0,42192.0,41503.0,42827.0,44990.0,46247.0,44994.0,42667.0,42410.0
465,M,True,44638.0,38005.0,33821.0,38504.0,36974.0,34723.0,40541.0,32676.0,31958.0,43079.0
466,M,True,63867.0,62841.0,64219.0,64705.0,61701.0,65906.0,88970.0,91861.0,51310.0,50749.0
467,M,False,29834.0,37868.0,55042.0,46957.0,45538.0,40885.0,47918.0,74548.0,65279.0,52164.0
468,M,False,33331.0,29971.0,26841.0,29654.0,38243.0,25127.0,30838.0,31230.0,31310.0,29540.0
469,M,True,36341.0,32927.0,30257.0,35298.0,36234.0,36144.0,33146.0,37525.0,37663.0,35219.0
470,M,False,39663.0,41772.0,37731.0,35992.0,36742.0,38562.0,35816.0,37910.0,36302.0,36640.0
471,M,False,30639.0,28242.0,35963.0,25293.0,23055.0,21776.0,16254.0,20451.0,26572.0,26528.0
472,M,False,1436.0,1782.2,1733.2,1598.5,1614.3,1642.3,1668.7,2098.0,1666.6,2115.4
473,M,True,77203.0,88969.0,74311.0,77078.0,88506.0,88801.0,90739.0,89804.0,97226.0,87017.0
474,M,True,9019.4,8621.1,9170.4,9286.5,10443.0,10412.0,8637.4,8698.1,7885.1,8427.0
475,M,False,87417.0,82331.0,103100.0,105360.0,101370.0,105920.0,92994.0,101400.0,102070.0,99170.0
476,M,True,308750.0,279810.0,266600.0,258750.0,306350.0,298040.0,304560.0,295760.0,307170.0,311680.0
477,M,True,71205.0,74299.0,85189.0,78029.0,80419.0,81398.0,86670.0,90247.0,77611.0,85438.0
478,M,False,37641.0,41520.0,41357.0,39710.0,40859.0,43925.0,40250.0,44778.0,38122.0,41470.0
479,M,False,128360.0,107140.0,85614.0,82987.0,87840.0,104470.0,125760.0,102130.0,141380.0,154020.0
480,M,False,3977.9,4023.8,4073.2,5143.4,4159.5,5264.8,4814.7,5053.2,5125.7,4065.2
481,M,False,54032.0,49245.0,57835.0,53309.0,49271.0,50934.0,62677.0,60165.0,65459.0,59199.0
482,M,False,50724.0,53027.0,49236.0,46420.0,46858.0,43669.0,47673.0,48570.0,49847.0,52785.0
483,M,False,4229.2,5149.3,4483.4,3946.8,4220.5,4652.5,4381.4,4904.4,4608.5,4766.9
484,M,False,17409.0,18762.0,16937.0,16150.0,16338.0,13935.0,13811.0,14212.0,13743.0,12962.0
485,M,False,0.0,19038.0,13076.0,0.0,17404.0,1323.1,9884.6,5659.5,12125.0,3848.6
486,M,True,16177.0,15138.0,15810.0,15654.0,12557.0,14775.0,17053.0,12316.0,15557.0,16559.0
487,M,False,14263.0,14216.0,12762.0,11715.0,11917.0,13826.0,14025.0,14887.0,11416.0,11584.0
488,M,False,14187.0,17359.0,16523.0,16346.0,17696.0,18725.0,19328.0,20871.0,19782.0,23761.0
489,M,False,6419.3,9769.8,6782.2,9726.0,10427.0,10224.0,10135.0,9785.2,9600.1,6390.5
490,M,False,3026.9,2742.7,2148.6,2013.4,2023.2,2681.1,1960.0,1857.5,1855.6,2555.9
491,M,False,0.0,2190.8,0.0,0.0,0.0,604.77,0.0,6448.5,0.0,589.27
492,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,M,False,0.0,0.0,1071.7,0.0,0.0,1173.1,1453.1,0.0,1487.3,5606.7
494,M,False,4527.0,505.29,9733.6,40442.0,9587.7,32315.0,44376.0,42023.0,37914.0,81152.0
495,M,False,25734.0,17646.0,14039.0,17774.0,20860.0,15747.0,18276.0,16966.0,19899.0,15494.0
496,M,True,2355.2,2736.6,2443.1,2547.1,2685.9,3221.8,2640.4,3528.2,3583.8,3652.9
497,M,False,14337.0,13218.0,17449.0,10600.0,10448.0,11631.0,11754.0,11616.0,11805.0,11788.0
498,M,True,9801.8,10856.0,10111.0,7888.1,7738.6,8976.2,7727.4,11983.0,12207.0,15493.0
499,M,True,31040.0,31494.0,41555.0,38875.0,31441.0,35872.0,43159.0,36479.0,37066.0,36849.0
500,M,False,28130.0,30096.0,28184.0,32091.0,32757.0,32582.0,30545.0,36388.0,39078.0,42015.0
501,M,True,81198.0,79421.0,83969.0,82131.0,84505.0,79727.0,81779.0,65156.0,67551.0,82720.0
502,M,False,82131.0,84505.0,79727.0,81779.0,65156.0,67551.0,82720.0,82085.0,80987.0,81604.0
