,index,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,AR_class,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
2100,2721,2021-10-09 06:12:00,2021-10-09 06:36:00,2021-10-09 06:48:00,12882,M,1.6,False,1,297.55,653.87,54.13,54.309,90.475,95.641,0.085658,-0.012794,17534.0,47.401,4.2871,15887000000000.0,50.752,5.4158e+23,1217.9,22941000000000.0,1.5362e+22,91.688,19677.0,5.7796
2101,2722,2021-10-28 15:12:00,2021-10-28 15:24:00,2021-10-28 15:48:00,12887,X,1.0,False,1,638.62,1307.2,47.244,60.017,109.09,113.47,-0.053496,0.014863,7372.5,39.405,4.6379,29052000000000.0,35.021,4.207e+23,2319.9,45781000000000.0,2.5867e+22,224.24,13732.0,15.389
2102,2723,2021-10-29 02:12:00,2021-10-29 02:36:00,2021-10-29 02:48:00,12891,M,1.5,False,1,515.28,629.36,37.939,43.205,76.856,90.587,-0.25728,-0.016248,7215.9,31.325,4.4026,12457000000000.0,22.779,3.0392e+23,1596.3,25076000000000.0,2.4304e+22,80.41,4417.1,8.0036
2103,1337,2012-01-09 20:00:00,2012-01-09 20:12:00,2012-01-09 20:24:00,11395,C,2.6,False,0,40.44,277.52,39.602,32.292,59.801,64.32,-0.1831,-0.002363,5985.8,32.202,3.7141,1593200000000.0,25.354,1.3605e+23,473.43,9675500000000.0,1.1317e+22,20.925,0.0,3.3999
2104,1338,2021-05-26 07:48:00,2021-05-26 08:00:00,2021-05-26 08:00:00,12826,C,1.1,False,0,15.003,90.918,45.543,58.327,109.68,111.84,-0.1831,-0.0028334,3971.9,36.777,3.2017,523390000000.0,27.365,2.7931e+22,253.9,5172800000000.0,3.1127e+21,45.354,793.45,9.7306
2105,1339,2013-12-02 14:24:00,2013-12-02 14:36:00,2013-12-02 15:00:00,11913,C,2.5,False,0,59.917,578.09,26.687,41.484,116.3,116.33,-0.19707,0.0027915,1729.1,22.351,2.5962,2686100000000.0,2.8372,4.9291e+22,751.13,16438000000000.0,1.3609e+22,0.0,0.0,0.0
2106,1340,2015-06-05 04:36:00,2015-06-05 05:00:00,2015-06-05 05:12:00,12361,C,1.3,False,0,128.87,761.56,31.244,37.363,76.096,91.909,-0.18644,-0.0032366,4601.3,25.216,4.409,4019200000000.0,12.489,2.4332e+23,1642.7,26367000000000.0,3.0475e+22,535.33,10742.0,51.899
2107,1341,2012-12-17 01:24:00,2012-12-17 02:12:00,2012-12-17 04:36:00,11629,C,1.3,False,0,20.654,439.49,30.039,35.61,78.287,79.515,-0.14861,-0.00070178,3363.5,24.96,3.863,2228700000000.0,9.8298,1.3146e+23,841.62,16720000000000.0,2.0388e+22,241.01,213.72,34.862
2108,1342,2011-08-15 23:48:00,2011-08-16 00:24:00,2011-08-16 00:48:00,11271,C,1.3,False,0,3.6956,136.35,25.758,19.74,41.623,52.164,-0.34335,0.0011556,878.87,20.508,4.7324,592510000000.0,5.8161,3.7326e+21,28.029,863580000000.0,1.6484e+21,24.877,67547.0,1.1378
2109,1343,2015-04-29 16:12:00,2015-04-29 16:24:00,2015-04-29 16:48:00,12327,C,1.0,False,0,22.947,748.42,40.2,35.397,69.315,81.498,-0.084258,-0.00091722,5789.0,33.46,4.1345,1205900000000.0,27.215,1.9235e+23,782.81,13824000000000.0,1.72e+22,461.24,2165.6,73.863
2110,1344,2015-03-18 11:12:00,2015-03-18 11:12:00,2015-03-18 11:24:00,12302,C,1.1,False,0,17.613,90.204,41.8,55.685,119.84,120.58,-0.94766,-0.0037041,3029.7,33.014,3.0211,2347100000000.0,20.904,1.9132e+22,240.21,4994000000000.0,2.8435e+21,97.0,0.0,66.671
2111,1345,2012-04-21 11:00:00,2012-04-21 11:12:00,2012-04-21 11:24:00,11462,C,1.0,False,0,115.69,745.84,53.763,57.63,87.932,95.191,-0.15141,-0.0041164,13050.0,46.962,4.4924,4572300000000.0,51.468,4.8714e+23,1369.1,28834000000000.0,1.9254e+22,206.43,6895.1,11.998
2112,1346,2012-11-27 20:24:00,2012-11-27 20:36:00,2012-11-27 20:36:00,11623,C,1.6,False,0,0.0,33.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5201,0.0,0.0,0.0,0.0,0.0,0.0,141.09,6106.4,14.281
2113,1347,2013-07-08 01:12:00,2013-07-08 01:12:00,2013-07-08 01:12:00,11785,C,9.7,False,0,370.59,2784.0,49.637,65.42,106.81,110.27,0.18808,0.0045642,9445.7,41.492,4.905,14066000000000.0,38.754,1.0186e+24,4308.2,87911000000000.0,5.1155e+22,644.64,62012.0,27.827
2114,1348,2012-02-11 18:36:00,2012-02-11 18:48:00,2012-02-11 19:00:00,11419,C,7.7,False,0,0.0,13.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9302,0.0,0.0,0.0,0.0,0.0,0.0,49.602,100410.0,3.1122
2115,1349,2014-03-02 15:36:00,2014-03-02 16:36:00,2014-03-02 17:00:00,11987,C,2.5,False,0,387.26,2625.5,40.323,63.796,123.65,123.29,0.40902,-0.0070846,4889.8,31.258,4.3427,13018000000000.0,19.654,3.5497e+23,2792.0,59217000000000.0,3.3577e+22,1776.9,9585.3,131.1
2116,1350,2014-06-29 07:48:00,2014-06-29 08:00:00,2014-06-29 08:12:00,12096,C,1.8,False,0,77.612,526.8,55.304,64.026,97.088,96.665,0.11246,-0.0090027,10713.0,44.166,3.2216,585170000000.0,49.043,1.2265e+23,401.61,8926400000000.0,5.344e+21,261.17,0.0,28.328
2117,1351,2015-09-03 11:24:00,2015-09-03 11:36:00,2015-09-03 11:48:00,12407,C,1.7,False,0,27.31,210.76,32.325,33.16,67.621,80.017,-0.18982,-0.0018356,4131.4,27.379,2.1166,1512700000000.0,13.456,8.1632e+22,456.72,8026100000000.0,1.0796e+22,0.0,0.0,0.0
2118,1352,2013-12-17 21:24:00,2013-12-17 21:24:00,2013-12-17 21:36:00,11917,C,1.9,False,0,170.3,2055.3,37.275,47.799,103.1,105.07,0.086336,0.0020736,5729.9,31.354,4.2667,7574000000000.0,19.444,6.2498e+23,3245.1,66872000000000.0,5.546e+22,597.27,11344.0,36.795
2119,1353,2014-05-04 17:12:00,2014-05-04 17:36:00,2014-05-04 17:48:00,12053,C,1.4,False,0,11.592,32.768,28.299,52.091,123.11,122.57,-0.037716,-0.0053372,2199.2,21.212,2.7813,411120000000.0,3.4991,6.3437e+21,98.872,1781800000000.0,1.6351e+21,0.0,0.0,0.0
2120,1354,2012-11-29 20:24:00,2012-11-29 20:36:00,2012-11-29 20:48:00,11625,C,1.3,False,0,35.584,769.18,40.943,41.796,76.214,82.648,-0.0961,-0.00088606,7947.3,34.512,4.2375,1974500000000.0,27.009,4.2386e+23,1674.0,31299000000000.0,2.8992e+22,186.44,2379.5,15.392
2121,1355,2013-07-28 12:12:00,2013-07-28 12:12:00,2013-07-28 12:24:00,11800,C,3.2,False,0,60.014,1080.8,39.091,51.557,102.07,105.73,0.0043721,-0.001422,5416.3,32.001,4.5441,4221900000000.0,20.938,3.0358e+23,1906.1,37800000000000.0,2.7835e+22,969.53,7943.9,75.555
2122,1356,2012-11-18 03:48:00,2012-11-18 04:00:00,2012-11-18 04:12:00,11615,C,5.7,False,0,10.133,1476.9,44.56,62.092,118.34,118.08,0.5514,0.00034718,3146.3,33.423,3.4369,8278100000000.0,23.013,1.2196e+23,1289.1,31215000000000.0,1.5145e+22,181.55,766.62,29.075
2123,1357,2016-01-20 14:24:00,2016-01-20 14:24:00,2016-01-20 14:24:00,12487,C,1.3,False,0,52.391,233.74,31.584,41.204,96.64,97.463,0.13844,0.0040635,3720.9,25.701,3.6509,1821800000000.0,11.58,6.371e+22,467.95,9413300000000.0,8.8221e+21,299.07,133.32,52.799
2124,1358,2021-01-20 12:24:00,2021-01-20 12:48:00,2021-01-20 12:48:00,12798,C,1.4,False,0,140.07,252.09,36.273,38.962,76.611,80.399,-0.26463,0.0088447,5036.5,29.088,3.8173,5845600000000.0,18.917,1.0593e+23,563.41,10321000000000.0,1.0903e+22,249.25,0.0,33.632
2125,1359,2013-03-15 15:00:00,2013-03-15 15:12:00,2013-03-15 15:12:00,11696,C,1.0,False,0,45.114,459.81,58.411,67.209,98.271,97.644,0.11685,-0.003287,10638.0,46.208,3.776,2100800000000.0,51.606,1.9394e+23,608.21,13656000000000.0,7.9839e+21,331.03,2826.0,28.164
2126,1360,2021-09-11 05:00:00,2021-09-11 05:12:00,2021-09-11 05:24:00,12868,C,1.3,False,0,46.233,1722.7,50.95,58.779,99.849,104.51,0.12313,0.000799,9455.2,43.597,4.7005,4710400000000.0,43.299,7.2661e+23,2826.9,58124000000000.0,3.6078e+22,569.68,25014.0,30.252
2127,1361,2012-01-18 22:48:00,2012-01-18 23:12:00,2012-01-18 23:24:00,11396,C,5.1,False,0,165.89,282.55,35.198,52.914,125.32,126.43,-0.15159,-0.015446,2888.6,29.735,3.7352,7206900000000.0,16.536,4.12e+22,513.68,10985000000000.0,6.7805e+21,47.272,49.167,26.765
2128,1362,2010-09-28 22:00:00,2010-09-28 22:00:00,2010-09-28 22:12:00,11110,C,2.0,False,0,7.3782,152.38,36.887,66.175,136.03,136.76,0.49131,-0.0036167,2204.0,25.457,0.0,529300000000.0,9.5098,5.9712e+21,90.599,2048500000000.0,1.2211e+21,0.0,0.0,0.0
2130,1364,2014-11-14 05:36:00,2014-11-14 05:48:00,2014-11-14 05:48:00,12208,C,3.2,False,0,293.51,1704.6,40.375,62.929,123.69,123.61,0.15465,-0.0070694,4445.8,33.383,4.3369,12644000000000.0,21.375,2.4515e+23,2240.1,46588000000000.0,2.5813e+22,286.68,2579.7,38.145
2131,1365,2013-06-24 16:36:00,2013-06-24 16:36:00,2013-06-24 16:36:00,11775,C,2.0,False,0,45.319,1967.7,34.248,41.645,93.377,95.48,-0.21673,-0.00048051,4527.6,28.044,4.513,11104000000000.0,15.679,5.6714e+23,3548.1,69119000000000.0,6.4309e+22,871.46,6161.8,56.585
2132,1366,2015-10-03 03:12:00,2015-10-03 03:12:00,2015-10-03 03:24:00,12427,C,1.3,False,0,130.08,740.07,55.204,61.55,95.969,97.212,0.030202,-0.0067611,8099.2,44.805,3.5426,2653200000000.0,45.658,2.0696e+23,770.28,18123000000000.0,1.0748e+22,48.545,2254.8,4.3832
2133,1367,2013-12-19 19:36:00,2013-12-19 19:36:00,2013-12-19 19:36:00,11917,C,1.4,False,0,219.65,1117.1,32.358,35.307,77.228,84.086,-0.060243,0.0031038,4399.0,26.131,4.2707,6205300000000.0,13.467,4.1346e+23,2241.4,41638000000000.0,4.9466e+22,703.07,4459.4,78.665
2135,1369,2014-04-23 23:12:00,2014-04-23 23:48:00,2014-04-24 00:00:00,12044,C,3.3,False,0,10.922,294.97,38.43,66.314,132.2,132.6,0.38714,0.00264,2229.5,27.524,1.9315,851440000000.0,12.739,1.2249e+22,217.09,4849600000000.0,2.3741e+21,0.0,0.0,0.0
2136,1370,2011-11-30 20:12:00,2011-11-30 20:24:00,2011-11-30 20:36:00,11364,C,3.8,False,0,120.91,133.01,47.112,32.407,54.935,59.654,0.17416,-0.017685,8461.1,37.287,4.3831,2463200000000.0,35.615,7.6825e+22,274.48,3841600000000.0,4.583e+21,1180.8,9134.1,91.133
2137,1371,2013-04-11 00:12:00,2013-04-11 00:24:00,2013-04-11 00:24:00,11711,C,1.4,False,0,105.89,982.47,36.192,35.369,83.207,86.385,-0.0124,0.0022252,7264.5,30.54,3.752,3668500000000.0,20.327,4.591e+23,1451.2,30138000000000.0,3.1369e+22,29.128,0.0,2.0632
2138,1372,2013-04-27 15:00:00,2013-04-27 15:12:00,2013-04-27 15:36:00,11732,C,1.9,False,0,31.899,18.188,21.15,36.233,131.89,176.93,0.21137,0.077801,7944.4,26.734,4.7065,1432000000000.0,15.439,4.4418e+21,39.852,462410000000.0,4.7447e+20,136.83,11347.0,9.8219
2139,1373,2014-04-25 23:48:00,2014-04-26 00:36:00,2014-04-26 02:00:00,12045,C,1.6,False,0,93.268,679.96,46.002,59.024,108.32,107.92,0.10908,0.0059448,7794.2,37.841,3.5842,2078700000000.0,32.94,1.624e+23,792.78,16885000000000.0,9.522e+21,71.868,1204.1,8.3622
2140,1374,2012-11-10 04:12:00,2012-11-10 05:00:00,2012-11-10 05:36:00,11608,C,2.0,False,0,25.654,112.07,33.073,67.722,144.56,144.24,0.35536,0.010128,3550.5,25.121,0.0,1181300000000.0,4.5006,1.1944e+22,139.75,2715400000000.0,1.8345e+21,14.866,0.0,3.8052
2141,1375,2015-08-07 18:48:00,2015-08-07 19:00:00,2015-08-07 19:24:00,12396,C,3.4,False,0,90.584,1177.0,57.85,59.138,86.622,94.917,-0.24601,-0.0020705,13933.0,50.483,4.8311,5822000000000.0,57.143,8.0961e+23,2139.7,46513000000000.0,2.8263e+22,203.66,31824.0,9.3583
2142,1376,2021-01-20 12:24:00,2021-01-20 12:48:00,2021-01-20 12:48:00,12798,C,1.4,True,0,140.07,252.09,36.273,38.962,76.611,80.399,-0.26463,0.0088447,5036.5,29.088,3.8173,5845600000000.0,18.917,1.0593e+23,563.41,10321000000000.0,1.0903e+22,249.25,0.0,33.632
2143,1377,2013-11-23 15:48:00,2013-11-23 15:48:00,2013-11-23 16:00:00,11905,C,2.2,False,0,0.0,38.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1369,0.0,0.0,0.0,0.0,0.0,0.0,22.757,9543.7,3.3033
2144,1378,2013-11-21 20:36:00,2013-11-21 20:48:00,2013-11-21 21:00:00,11905,C,1.1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1091,0.0,0.0,0.0,0.0,0.0,0.0,15.044,11056.0,1.6513
2145,1379,2013-07-07 12:00:00,2013-07-07 12:12:00,2013-07-07 12:12:00,11785,C,1.7,False,0,691.67,2810.6,48.498,63.276,106.31,110.7,0.073761,0.0076789,9243.9,41.195,4.9814,26300000000000.0,37.985,1.1058e+24,4886.8,104110000000000.0,5.6503e+22,645.89,79236.0,27.274
2146,1380,2015-01-26 06:00:00,2015-01-26 06:24:00,2015-01-26 06:48:00,12271,C,1.8,False,0,34.537,104.86,50.713,73.518,125.08,124.42,-0.30627,-0.0078033,3969.6,40.387,3.2376,691380000000.0,36.037,2.3333e+22,255.94,5785200000000.0,2.3948e+21,85.011,520.43,19.949
2147,1381,2011-03-08 09:24:00,2011-03-08 09:24:00,2011-03-08 09:36:00,11170,C,4.7,False,0,4.8765,10.389,36.524,37.5,82.872,87.753,-1.4642,0.00779,1539.7,27.178,2.6582,474600000000.0,14.856,1.2801e+21,19.219,514260000000.0,3.2733e+20,0.0,0.0,0.0
2148,1382,2015-06-04 14:36:00,2015-06-04 15:12:00,2015-06-04 15:36:00,12361,C,2.7,False,0,80.578,187.53,35.085,34.704,65.078,74.757,-0.16036,-0.005548,5089.2,27.974,4.6697,1663500000000.0,16.2,9.817e+22,527.82,7725000000000.0,1.0423e+22,321.81,547.86,39.459
2149,1383,2014-01-19 05:24:00,2014-01-19 05:48:00,2014-01-19 06:00:00,11959,C,1.4,False,0,186.3,980.57,45.42,38.727,73.85,100.02,0.3749,0.012029,10883.0,40.409,0.0,5715500000000.0,38.576,2.2386e+23,719.24,10831000000000.0,1.1338e+22,225.74,40525.0,10.073
2150,1384,2013-05-19 08:24:00,2013-05-19 08:36:00,2013-05-19 08:36:00,11752,C,1.2,False,0,91.195,90.286,32.032,60.256,132.02,135.7,-0.25342,-0.024535,3449.3,25.228,3.2622,4776300000000.0,8.0172,1.7027e+22,213.37,3940500000000.0,2.683e+21,103.24,0.0,85.784
2151,1385,2013-01-06 09:12:00,2013-01-06 09:48:00,2013-01-06 10:12:00,11653,C,1.9,False,0,0.0,94.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9236,0.0,0.0,0.0,0.0,0.0,0.0,14.81,874.45,3.4234
2152,1386,2015-05-14 13:48:00,2015-05-14 14:00:00,2015-05-14 14:24:00,12342,C,2.8,False,0,70.933,1000.1,40.278,60.775,119.85,119.31,0.34811,-0.0033388,3758.1,31.288,3.9229,3971500000000.0,18.144,1.0604e+23,1007.6,22147000000000.0,1.2395e+22,140.51,1862.4,16.167
2153,1387,2014-03-24 02:36:00,2014-03-24 02:36:00,2014-03-24 02:48:00,12015,C,3.5,False,0,641.38,1811.2,46.253,64.671,116.31,118.34,0.52177,0.014489,6442.1,36.251,4.3959,33819000000000.0,29.336,3.7872e+23,2434.3,50351000000000.0,2.6457e+22,946.01,17561.0,61.863
2154,1388,2012-01-20 21:00:00,2012-01-20 21:12:00,2012-01-20 21:12:00,11396,C,1.3,False,0,43.904,63.833,22.109,26.693,83.205,84.48,-0.16678,-0.0054203,927.28,18.398,0.0,2712800000000.0,1.1727,9.9762e+21,195.19,4539900000000.0,4.883e+21,0.0,0.0,0.0
2155,1389,2021-09-08 03:00:00,2021-09-08 03:12:00,2021-09-08 03:12:00,12868,C,1.1,False,0,140.0,1531.4,50.743,59.08,98.202,103.97,0.0095765,0.002485,11084.0,43.098,4.8534,6235300000000.0,42.373,8.2923e+23,2858.6,57254000000000.0,3.8527e+22,561.47,44167.0,26.594
2156,1390,2013-04-13 09:12:00,2013-04-13 09:24:00,2013-04-13 09:24:00,11724,C,1.5,False,0,0.0,15.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9885,0.0,0.0,0.0,0.0,0.0,0.0,21.611,0.0,2.677
2157,1391,2020-12-06 13:12:00,2020-12-06 13:24:00,2020-12-06 13:36:00,12790,C,1.6,False,0,129.74,583.26,38.028,55.369,122.59,121.68,-0.018945,0.0091699,6880.8,31.486,3.6096,3052400000000.0,20.625,1.2928e+23,630.5,13273000000000.0,9.3327e+21,19.235,0.0,2.2978
2158,1392,2012-04-30 06:48:00,2012-04-30 07:36:00,2012-04-30 08:12:00,11465,C,3.9,False,0,111.42,228.73,29.978,29.989,66.158,67.761,-0.038851,-0.004555,2427.7,22.068,3.4343,4485300000000.0,9.496,7.8872e+22,647.97,12045000000000.0,1.5887e+22,0.0,0.0,0.0
2159,1393,2014-03-06 03:48:00,2014-03-06 03:48:00,2014-03-06 04:00:00,11993,C,1.5,False,0,106.51,1407.2,31.619,38.867,95.217,97.29,0.083312,0.0016056,2919.8,25.446,3.9931,6942300000000.0,10.442,2.5723e+23,2250.9,47004000000000.0,4.0484e+22,1741.8,282.85,355.08
2160,1394,2013-01-04 08:12:00,2013-01-04 09:12:00,2013-01-04 10:24:00,11639,C,1.3,False,0,42.2,447.61,28.837,54.516,136.11,137.97,0.26535,0.0056155,1832.3,21.957,0.0,2058400000000.0,2.9275,1.8287e+22,346.73,7364900000000.0,4.8958e+21,0.0,0.0,0.0
2161,1395,2015-04-24 19:00:00,2015-04-24 19:24:00,2015-04-24 19:36:00,12324,C,1.7,False,0,67.5,542.23,27.538,33.436,84.958,86.72,-0.10491,0.0016903,2220.5,22.574,4.6028,2227000000000.0,5.7345,1.1776e+23,1140.9,23830000000000.0,2.5986e+22,1166.2,4457.1,66.41
2163,1397,2012-05-31 22:48:00,2012-05-31 23:12:00,2012-05-31 23:12:00,11493,C,1.3,False,0,164.07,193.06,38.448,44.81,89.91,118.25,-0.018994,-0.022992,5873.7,33.028,4.4597,6822900000000.0,20.849,5.5673e+22,352.29,5823000000000.0,5.4383e+21,126.04,9536.0,12.839
2164,1398,2015-12-17 12:12:00,2015-12-17 12:24:00,2015-12-17 12:48:00,12470,C,1.7,False,0,31.142,1601.2,47.325,49.442,89.607,94.354,0.17678,0.00056147,12048.0,41.055,4.4453,4996400000000.0,38.592,8.875e+23,2549.2,51777000000000.0,3.8905e+22,393.21,10691.0,19.189
2165,1399,2016-02-03 12:00:00,2016-02-03 12:12:00,2016-02-03 12:36:00,12492,C,1.0,False,0,34.996,116.31,30.16,41.581,84.663,94.204,-0.067017,0.0034909,3647.6,23.022,3.4705,2379400000000.0,8.0299,4.8562e+22,452.13,7764300000000.0,7.3598e+21,179.9,14.589,93.826
2166,1400,2017-04-05 04:48:00,2017-04-05 04:48:00,2017-04-05 04:48:00,12645,C,1.1,False,0,529.85,1157.3,50.527,56.49,92.139,99.53,0.051441,0.011693,11774.0,43.438,4.6707,20089000000000.0,44.601,7.0862e+23,2333.0,44631000000000.0,3.1777e+22,340.42,28499.0,17.361
2167,1401,2012-10-15 04:12:00,2012-10-15 04:24:00,2012-10-15 04:24:00,11593,C,4.0,False,0,82.574,1137.1,41.561,67.06,131.22,131.76,0.82235,-0.0069221,2924.2,28.789,2.8472,5112500000000.0,16.615,4.6326e+22,624.61,13018000000000.0,6.8213e+21,52.579,859.12,10.718
2168,1402,2012-08-03 05:48:00,2012-08-03 06:00:00,2012-08-03 06:00:00,11539,C,2.8,False,0,279.17,812.08,37.4,42.578,85.688,91.543,0.14669,0.0076625,7208.4,29.114,4.4731,2896200000000.0,21.043,3.4879e+23,1622.4,26717000000000.0,2.7382e+22,224.29,1433.8,19.414
2169,1403,2014-07-26 12:00:00,2014-07-26 12:00:00,2014-07-26 12:12:00,12123,C,1.1,False,0,1.9663,173.79,38.788,60.695,122.32,124.43,0.36693,-0.00037922,5047.8,29.934,3.3766,1200900000000.0,16.798,3.4758e+22,245.08,4928800000000.0,3.693e+21,185.0,278.09,29.97
2170,1404,2015-10-27 05:00:00,2015-10-27 05:12:00,2015-10-27 05:12:00,12436,C,1.0,False,0,44.349,1334.6,39.03,50.227,108.48,109.08,0.28312,-0.001042,5106.4,32.351,3.8697,6268300000000.0,22.475,2.8864e+23,1605.8,36338000000000.0,2.6061e+22,416.82,2975.0,37.198
2171,1405,2014-06-29 00:00:00,2014-06-29 00:00:00,2014-06-29 00:12:00,12104,C,1.5,False,0,0.0,10.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.148,133180.0,1.2987
2172,1406,2020-12-14 14:00:00,2020-12-14 14:36:00,2020-12-14 14:48:00,12792,C,4.0,False,0,86.141,104.21,26.775,33.86,88.75,90.673,-0.56951,0.0091874,1889.1,20.817,2.7826,4222500000000.0,3.7752,2.3525e+22,301.9,5780500000000.0,6.308e+21,11.314,0.0,7.0678
2173,1407,2015-04-23 05:00:00,2015-04-23 05:12:00,2015-04-23 05:12:00,12324,C,1.6,False,0,277.76,1379.8,31.024,40.155,94.105,94.783,-0.046417,-0.0035169,2774.6,25.172,4.3441,13661000000000.0,10.334,2.9103e+23,2599.9,55536000000000.0,5.0433e+22,587.38,2439.8,33.588
2174,1408,2012-04-28 00:36:00,2012-04-28 00:48:00,2012-04-28 00:48:00,11459,C,1.5,False,0,8.7548,578.35,29.155,28.059,58.311,67.558,-0.050388,0.00018179,2469.0,22.966,3.0837,1293500000000.0,9.6794,1.5793e+23,1071.8,20640000000000.0,3.2664e+22,0.0,0.0,0.0
2175,1409,2013-07-09 07:00:00,2013-07-09 07:24:00,2013-07-09 07:48:00,11785,C,2.0,False,0,133.78,2941.3,52.023,66.652,109.17,113.8,0.2298,-0.0018027,9879.4,43.124,4.74,9336600000000.0,41.993,9.7368e+23,4465.8,87520000000000.0,4.6266e+22,740.35,41766.0,34.365
2176,1410,2015-01-10 02:36:00,2015-01-10 02:48:00,2015-01-10 02:48:00,12257,C,1.2,False,0,305.88,881.22,58.358,69.126,99.463,106.76,0.015272,-0.0098382,13783.0,50.205,4.5847,8349000000000.0,54.744,5.6913e+23,1919.8,38962000000000.0,1.9917e+22,187.88,23115.0,10.256
2177,1411,2013-03-02 14:48:00,2013-03-02 15:00:00,2013-03-02 15:24:00,11687,C,1.9,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,1412,2012-06-05 21:36:00,2012-06-05 21:48:00,2012-06-05 21:48:00,11499,C,1.0,False,0,213.66,2579.7,39.334,49.852,109.01,108.04,0.29072,-0.0024913,3749.3,32.776,3.702,13497000000000.0,20.572,4.2703e+23,3269.6,75925000000000.0,4.8624e+22,640.28,3117.9,49.058
2179,1413,2011-12-21 04:48:00,2011-12-21 04:48:00,2011-12-21 04:48:00,11382,C,4.3,False,0,35.155,688.54,54.517,67.931,106.27,107.61,0.18684,-0.0015029,9373.0,43.595,3.9482,2226100000000.0,43.04,2.9118e+23,1278.5,26861000000000.0,1.375e+22,187.01,8514.8,15.357
2180,1414,2011-08-26 03:24:00,2011-08-26 03:24:00,2011-08-26 03:36:00,11271,C,1.0,False,0,544.71,1169.1,38.745,53.811,112.96,115.31,-0.16663,-0.013321,6076.0,32.825,4.3576,27830000000000.0,22.518,3.2996e+23,2065.2,41762000000000.0,2.6391e+22,186.05,9295.1,16.352
2182,1416,2014-03-07 18:12:00,2014-03-07 18:48:00,2014-03-07 19:12:00,11995,C,2.1,False,0,391.32,797.67,32.875,34.54,84.126,86.205,-0.13246,-0.0070088,3850.3,26.426,4.0354,10077000000000.0,13.21,2.8552e+23,1695.8,34559000000000.0,3.487e+22,152.08,1833.6,14.503
2183,1417,2016-02-24 12:12:00,2016-02-24 12:24:00,2016-02-24 12:24:00,12506,C,1.4,False,0,5.4678,50.531,25.367,38.172,85.045,94.534,0.028526,0.00078981,2274.2,20.097,2.4879,523890000000.0,4.1167,2.0909e+22,270.47,4935900000000.0,4.6609e+21,0.0,0.0,0.0
2184,1418,2021-04-22 20:00:00,2021-04-22 20:00:00,2021-04-22 20:12:00,12817,C,8.5,False,0,2.5917,628.44,43.723,39.75,65.664,75.857,-0.21352,9.2778e-05,7171.3,37.578,3.9329,3168200000000.0,31.606,2.6605e+23,1039.1,17891000000000.0,2.0045e+22,258.37,162.44,40.352
2186,1420,2015-09-29 04:36:00,2015-09-29 04:36:00,2015-09-29 04:48:00,12428,C,5.1,False,0,5.754,20.223,33.124,58.145,115.19,114.59,0.32173,0.0050562,3342.0,24.527,0.0,213890000000.0,3.6907,5.0508e+21,52.207,882470000000.0,8.6971e+20,0.0,0.0,0.0
2187,1421,2015-05-21 06:48:00,2015-05-21 07:00:00,2015-05-21 07:12:00,12349,C,1.1,False,0,32.288,422.44,31.34,57.171,134.85,135.34,0.66491,0.0049897,2211.6,24.815,2.7595,3281400000000.0,6.0269,1.9006e+22,339.65,7174800000000.0,4.1791e+21,0.0,0.0,0.0
2188,1422,2016-07-09 15:48:00,2016-07-09 16:00:00,2016-07-09 16:00:00,12564,C,2.6,False,0,85.059,556.07,39.783,30.888,55.747,71.658,0.57059,-0.0065617,5946.3,36.383,4.3147,4315700000000.0,27.956,1.0237e+23,282.12,5070700000000.0,9.2448e+21,251.75,4704.4,14.507
2190,1424,2013-03-19 00:48:00,2013-03-19 01:12:00,2013-03-19 01:36:00,11698,C,4.3,False,0,51.182,915.56,41.0,45.942,77.732,94.067,-0.013675,0.0013413,8578.6,34.132,4.2763,695500000000.0,26.431,4.3475e+23,1908.3,31297000000000.0,2.9111e+22,318.98,685.56,40.787
2191,1425,2011-07-08 11:36:00,2011-07-08 11:48:00,2011-07-08 12:00:00,11247,C,2.8,False,0,13.569,99.171,28.845,41.922,115.89,117.13,0.036519,0.0037734,1686.9,24.893,2.6197,976890000000.0,5.8676,8.056e+21,122.27,3158400000000.0,2.0037e+21,0.0,0.0,0.0
