T_REC,NOAA_AR,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST
2012.05.09_20:24:00.000_TAI,11476,5736.261,1.7184e+24,95576000000000.0,1587.7,62710000000000.0,5.3406e+22,2265.8,16973.0,5.0361,44.767,-0.0688640889748791,79367792494.96512,-2888.084715704729,9165.537384258763
2012.05.16_01:48:00.000_TAI,11476,2197.012,6.0064e+23,45129000000000.0,180.76,11522000000000.0,4.8281e+22,1108.4,6038.8,4.1262,18.227,-0.3653397982619665,40911809387.17836,-7898.02350563333,5322.3252170612295
2012.06.02_18:00:00.000_TAI,11496,3135.811,4.4007e+23,63643000000000.0,182.99,6066600000000.0,6.399e+22,1579.6,3363.3,4.29,11.537,-0.5127815857792828,43464422603.43103,-11777.12049891243,8321.888015409333
2012.06.05_20:12:00.000_TAI,11494,828.694,2.9883e+23,18979000000000.0,201.18,12520000000000.0,1.1263e+22,602.96,11897.0,3.9502,48.689,-0.110759694425173,14957786988.54172,-875.4310091602441,1747.5707232968468
2012.06.12_13:12:00.000_TAI,11504,2664.364,6.8191e+23,56936000000000.0,459.9,19986000000000.0,3.2323e+22,1325.5,10377.0,4.7748,44.486,-0.1991220754598774,38195518919.43378,-4018.876302289653,5163.705982819383
2021.09.21_12:36:00.000_TAI,12871,1210.981,1.949e+23,21727000000000.0,568.23,26293000000000.0,1.6855e+22,482.17,5998.4,4.3265,18.43,-0.3644041740675239,15418004747.981562,-2968.8226119906776,2741.8038447993385
2012.06.29_12:48:00.000_TAI,11513,1623.642,2.5974e+23,32494000000000.0,271.93,10462000000000.0,2.4717e+22,804.45,5369.7,4.3212,17.272,-0.398586169614932,20124983000.8142,-4238.680362957038,4157.510413235781
2013.10.11_17:36:00.000_TAI,11865,1689.604,3.059e+23,31547000000000.0,513.67,23321000000000.0,2.1218e+22,833.74,7124.3,4.4428,22.486,-0.3638737744251938,20575012467.66749,-3956.067247691528,4151.151934862014
2012.07.18_15:36:00.000_TAI,11520,1357.55,7.068e+23,23637000000000.0,328.67,22398000000000.0,3.5621e+22,1309.3,10129.0,4.6675,30.549,-0.3018153401414736,18028792875.70277,-2875.284644195501,3503.7095182244584
2014.02.28_21:12:00.000_TAI,11982,1645.932,1.9948e+23,33905000000000.0,97.022,4962000000000.0,4.4397e+22,738.54,2226.1,0.0,8.0726,-0.298053135262822,21171476383.81756,-3334.3999860313365,4040.487605648226
2012.07.01_10:48:00.000_TAI,11515,2465.574,7.4661e+23,54791000000000.0,301.86,12081000000000.0,3.0767e+22,1408.6,11245.0,4.694,45.962,-0.1450596088132464,39042586679.97308,-2992.663954069049,5028.3252718743215
2014.04.14_23:12:00.000_TAI,12035,2977.1090000000013,4.4308e+23,58592000000000.0,677.26,25387000000000.0,4.9302e+22,1676.5,4428.3,4.2827,15.106,-0.1237025038555277,42402254543.30978,-2771.661712670756,5352.009669177262
2014.04.16_16:12:00.000_TAI,12035,2948.826,4.5248e+23,65269000000000.0,632.7,20993000000000.0,4.205e+22,2353.6,4724.5,4.2666,20.268,-0.1144531016120362,43059042072.13971,-2604.1425221107143,5476.709324566459
2012.07.03_04:36:00.000_TAI,11515,3454.176,9.3178e+23,74680000000000.0,240.7,16469000000000.0,3.6221e+22,1705.9,11096.0,4.9165,50.846,-0.1021979757333122,47280866986.92479,-2553.292634547832,6414.865521809526
2012.07.03_10:00:00.000_TAI,11515,3685.592,9.9057e+23,76176000000000.0,324.35,23277000000000.0,3.6718e+22,1772.0,12160.0,4.955,50.904,-0.0920116429985436,49463831957.51592,-2404.935295808224,6714.441823810356
2012.07.03_12:24:00.000_TAI,11515,3798.426,1.0307e+24,78521000000000.0,452.24,25135000000000.0,3.7544e+22,1801.3,12075.0,4.9236,51.147,-0.075954538884996,50268534351.85182,-2017.543294543012,6856.52780352299
2012.07.03_14:36:00.000_TAI,11515,4083.297,1.074e+24,82803000000000.0,483.09,33168000000000.0,3.8651e+22,1835.4,12308.0,5.0128,50.782,-0.0727757260806586,51844175267.93768,-1993.697831396304,7253.61944161904
2012.07.03_13:48:00.000_TAI,11513,1653.9,4.7813e+23,36513000000000.0,240.23,7101600000000.0,2.1851e+22,1629.9,9831.2,4.1578,40.608,-0.1728679096556183,26485051086.58962,-2419.290658973398,3371.141511479024
2012.07.03_22:12:00.000_TAI,11515,4339.817,1.1038e+24,86537000000000.0,520.75,22257000000000.0,4.1103e+22,1879.8,12173.0,4.9456,50.609,-0.0955837062911511,55048824603.14192,-2780.383893786575,7375.011125792835
2012.07.04_00:00:00.000_TAI,11515,4475.27,1.0899e+24,86831000000000.0,523.79,16191000000000.0,4.1251e+22,1873.2,12507.0,5.0184,50.173,-0.1127165016384885,55778176992.24038,-3322.1918118782887,7530.658181881698
2012.07.04_01:12:00.000_TAI,11515,4556.606,1.089e+24,87534000000000.0,562.51,16810000000000.0,4.1282e+22,1877.6,12611.0,5.0326,50.045,-0.1164518651084617,56114031790.148766,-3452.9538118280348,7610.5052815994095
2012.07.04_02:48:00.000_TAI,11515,4639.564,1.105e+24,88886000000000.0,485.91,18208000000000.0,4.1705e+22,1882.1,12620.0,5.0384,49.952,-0.1128587260029371,56349275841.87629,-3360.4419061512176,7733.802829205012
2012.07.04_03:36:00.000_TAI,11515,4541.616,1.1074e+24,89254000000000.0,499.32,18655000000000.0,4.1781e+22,1896.2,12476.0,5.1028,50.34,-0.1093108127328018,56105025565.09769,-3240.691897319263,7775.969277245092
2012.07.04_10:48:00.000_TAI,11515,4732.623,1.1382e+24,89357000000000.0,541.66,12953000000000.0,4.2034e+22,1964.5,13003.0,5.1195,49.106,-0.1041279409164278,56704689687.25424,-3120.032693144637,7825.363055645327
2015.10.01_16:48:00.000_TAI,12422,4772.585,1.0685e+24,71115000000000.0,345.74,24289000000000.0,6.4644e+22,1805.0,10040.0,4.8732,29.721,-0.0931782424120699,57206060430.36209,-2816.627469198124,8123.981214795997
2012.07.04_13:12:00.000_TAI,11515,4928.137,1.1791e+24,92785000000000.0,631.9,21660000000000.0,4.344e+22,2009.3,12898.0,5.1814,47.804,-0.0931067788008447,57897302022.02586,-2848.475223460832,8322.467679144382
2012.07.04_20:12:00.000_TAI,11515,5736.518,1.3125e+24,101210000000000.0,542.37,11601000000000.0,4.8757e+22,2083.5,13082.0,5.227,46.329,-0.111608921053696,64826908719.53959,-3823.200657002867,9137.425968878477
2012.07.04_21:48:00.000_TAI,11515,5940.574000000001,1.3417e+24,100910000000000.0,318.04,9482700000000.0,4.8521e+22,2088.7,14154.0,5.2216,45.943,-0.1077439759855159,66098092035.337685,-3763.177993454552,9261.32919945895
2012.07.05_01:36:00.000_TAI,11515,6005.229,1.3174e+24,101120000000000.0,600.55,22975000000000.0,4.9235e+22,2062.8,14240.0,5.1878,45.281,-0.1313803838810952,67262953642.16723,-4669.595735499472,9286.409187263567
2012.07.05_02:48:00.000_TAI,11515,5938.25,1.3192e+24,100440000000000.0,570.38,17841000000000.0,4.9823e+22,2088.6,14250.0,5.2228,44.112,-0.1326715285463179,67879167023.35597,-4758.685886382164,9264.462810960127
2012.07.05_08:24:00.000_TAI,11515,5799.562,1.327e+24,98732000000000.0,813.24,22267000000000.0,5.1699e+22,2157.7,13612.0,5.2266,41.454,-0.1411711647255309,68658040168.59226,-5121.654657109358,9246.58693462576
2012.07.05_10:24:00.000_TAI,11515,5724.233,1.297e+24,96085000000000.0,878.91,21035000000000.0,5.0613e+22,2160.4,13948.0,5.1811,41.254,-0.146257966901554,67733944713.11589,-5234.783387780812,8972.311696945362
2012.07.05_13:36:00.000_TAI,11515,6006.415,1.3071e+24,99343000000000.0,1073.2,35151000000000.0,5.2552e+22,2223.5,13422.0,5.1929,38.981,-0.1533547382628574,68355184619.751526,-5539.128967853271,9367.604204834248
2012.07.05_19:00:00.000_TAI,11515,6554.001,1.4337e+24,108740000000000.0,1003.3,29462000000000.0,5.902e+22,2249.9,13050.0,5.2777,36.525,-0.1657109304472818,75628562097.26105,-6622.315759664383,10496.905369574692
2012.07.16_06:00:00.000_TAI,11520,6764.2890000000025,1.9117e+24,123630000000000.0,655.49,28901000000000.0,1.1905e+23,3529.4,8597.0,5.0092,25.276,-0.1754356644744188,78467477721.63882,-7274.1195759460925,10396.96421670072
2012.07.06_03:12:00.000_TAI,11515,6877.34,1.5149e+24,107880000000000.0,1646.5,53036000000000.0,6.1143e+22,2264.9,14261.0,5.1953,35.515,-0.1812506988802292,80774241888.27966,-7736.160319074805,10348.542043138914
2012.07.06_11:00:00.000_TAI,11515,6579.28,1.5511e+24,102740000000000.0,1497.4,53359000000000.0,6.4866e+22,2434.9,14032.0,5.2408,34.381,-0.1972773088181113,83328544144.42458,-8686.480274183505,10139.353956400157
2012.07.07_09:48:00.000_TAI,11515,6589.459,1.588e+24,99306000000000.0,1476.2,52523000000000.0,7.841e+22,2639.2,12368.0,5.0814,29.037,-0.2560948879958525,91824173331.49634,-12425.980397459907,10371.203550513748
2012.07.07_12:12:00.000_TAI,11515,6226.156,1.5317e+24,94439000000000.0,1334.7,40719000000000.0,7.5574e+22,2612.7,12363.0,5.0182,29.263,-0.2552027113891791,88056822192.49374,-11874.658483345062,9935.421269740466
2012.07.07_16:36:00.000_TAI,11515,6227.629,1.5155e+24,97543000000000.0,1189.4,37300000000000.0,7.8399e+22,2576.7,11758.0,4.9629,28.037,-0.2788421389332616,88558127738.45633,-13048.470573670242,10043.326923257882
2012.07.08_23:12:00.000_TAI,11520,8406.775,2.4207e+24,153130000000000.0,1810.1,71240000000000.0,1.1313e+23,4251.1,11533.0,5.1974,32.956,-0.2151957870634999,132364324257.64618,-15051.423939369042,15850.80785583785
2012.07.09_05:12:00.000_TAI,11520,8635.263,2.5093e+24,158070000000000.0,1984.5,86664000000000.0,1.0856e+23,4476.9,12538.0,5.2169,36.708,-0.191560508630628,133207732070.7495,-13483.673942840447,16135.09452299035
2012.07.09_06:24:00.000_TAI,11520,8478.564,2.4668e+24,154140000000000.0,2091.6,92541000000000.0,1.058e+23,4507.8,12738.0,5.2304,37.378,-0.1903281510719918,130987381945.69247,-13173.626013756631,15856.620442740144
2012.07.11_16:48:00.000_TAI,11520,6720.502,2.2796e+24,135440000000000.0,1364.1,58565000000000.0,8.5134e+22,4573.3,12369.0,5.0729,46.49,-0.0996253125136768,110795441331.38664,-5832.6293752962265,12791.383798094526
2012.07.13_05:00:00.000_TAI,11521,6799.324000000001,2.3057e+24,139180000000000.0,938.18,39001000000000.0,8.959e+22,4308.3,12284.0,5.0631,42.995,-0.137300909156058,115789654561.23984,-8400.709791978808,13470.479920526672
2014.12.21_22:12:00.000_TAI,12242,4586.609,1.0458e+24,88161000000000.0,396.21,23932000000000.0,8.2713e+22,2440.1,6801.2,4.7954,21.182,-0.4044711058248088,71310204422.61078,-15240.950447820524,10532.347790052752
2014.05.07_10:12:00.000_TAI,12056,4585.595,1.5469e+24,85260000000000.0,179.91,2569200000000.0,7.8271e+22,2276.0,10372.0,4.7835,31.43,-0.3804407091891303,69556871471.16269,-13982.982725390952,10408.162231165124
2012.07.29_15:48:00.000_TAI,11536,4459.612,1.0482e+24,90681000000000.0,55.506,2489600000000.0,6.7401e+22,3290.3,7918.0,4.7729,25.241,-0.2826369056934678,64478380804.965485,-9629.766917062148,10843.172871808812
2012.08.10_12:24:00.000_TAI,11540,2392.687,3.3385e+23,50165000000000.0,170.23,3697400000000.0,4.2314e+22,1791.4,3747.4,4.3078,13.774,-0.4566004503573176,29546859782.98007,-7128.866617574327,6661.329680405235
2012.09.05_09:36:00.000_TAI,11560,1265.017,1.9459e+23,25237000000000.0,330.9,15647000000000.0,1.8997e+22,621.46,5268.6,4.3435,21.474,-0.3789846947058311,15624526926.490835,-3128.9698660157005,2857.902692013951
2013.11.19_05:00:00.000_TAI,11893,3190.364,6.9678e+23,51507000000000.0,879.25,34942000000000.0,5.7404e+22,1543.2,7013.0,4.7362,18.801,-0.4187485317429949,26077454565.416546,-5770.204679471699,8613.062801729073
2012.09.08_22:36:00.000_TAI,11564,2984.935,3.7441e+23,63204000000000.0,20.4,9068200000000.0,4.784e+22,1923.1,3826.1,4.2933,15.706,-0.4880274791679981,33233347299.694187,-8570.20417900381,8184.894200414104
2012.09.29_04:36:00.000_TAI,11583,2330.5460000000007,3.2553e+23,45830000000000.0,151.71,6121600000000.0,3.7161e+22,1196.2,4448.3,4.3072,14.4,-0.4610580274987276,28408298757.88021,-6921.075960766013,5891.490580924106
2012.11.12_02:00:00.000_TAI,11613,691.047,1.8112e+23,11739000000000.0,116.31,3102200000000.0,1.0923e+22,296.14,9459.2,4.0365,29.456,-0.3110725468820048,11810975877.724863,-1941.4228692393256,1332.51289019944
2012.11.12_05:48:00.000_TAI,11613,835.825,1.8877e+23,15390000000000.0,209.58,6230800000000.0,1.2405e+22,326.91,7914.0,4.1723,27.22,-0.3272944427932051,12293215997.882956,-2126.066511973129,1623.994330039184
2014.06.30_11:36:00.000_TAI,12106,1622.201,1.3158e+23,32097000000000.0,70.276,961380000000.0,3.5545e+22,538.78,1844.5,3.9381,3.6154,-0.3311950403368676,17476559607.81003,-3058.527675039281,2991.101582920505
2015.04.11_11:00:00.000_TAI,12321,1525.439,5.444e+23,23088000000000.0,256.36,4641000000000.0,2.6746e+22,1401.4,11995.0,4.8795,35.48,-0.3198801091972145,16528945738.688498,-2793.8630669130625,2948.6548454251183
2011.12.26_07:24:00.000_TAI,11387,1450.559,1.9789e+23,25832000000000.0,159.88,8714700000000.0,1.1114e+22,402.93,8038.4,4.5068,38.41,-0.3522250530828253,13457076733.921003,-2504.6300659043536,2913.647799949156
2015.05.05_12:24:00.000_TAI,12335,2036.202,4.3094e+23,45920000000000.0,90.667,6152300000000.0,2.2536e+22,1379.0,7994.6,4.3964,42.989,-0.2074094156372944,16241940159.737768,-1780.077948513711,3641.468657895441
2011.03.06_10:36:00.000_TAI,11165,2106.434,3.1344e+23,36999000000000.0,228.6,6026900000000.0,3.0262e+22,966.14,5904.7,4.4184,21.921,-0.1841911944331602,17424305593.189697,-1695.8877018654846,3713.860064470858
2012.11.26_16:00:00.000_TAI,11618,1411.9589999999994,1.8822e+23,27333000000000.0,10.148,1964000000000.0,3.0843e+22,587.66,3188.6,4.131,10.534,-0.5616947554116765,20700456860.258747,-6144.023713100897,3607.907567916169
2015.03.08_19:12:00.000_TAI,12297,2088.692,4.0442e+23,38162000000000.0,868.61,36253000000000.0,3.1272e+22,950.32,6789.6,4.5085,22.592,-0.1772510855813289,25760347043.962933,-2412.755723195756,3664.697279323255
2012.11.27_21:36:00.000_TAI,11620,2424.407,5.1405e+23,46477000000000.0,164.05,11644000000000.0,2.9091e+22,1083.8,9215.9,4.6951,37.247,-0.2658952934561628,31954330227.025925,-4489.655349101649,4433.681508086077
2013.01.10_09:12:00.000_TAI,11654,3966.829,1.2682e+24,75595000000000.0,89.084,3599500000000.0,5.7839e+22,1737.7,11415.0,5.0704,39.904,-0.2173700604862528,69028073862.1302,-7928.628969199806,7465.784439196222
2013.01.10_15:12:00.000_TAI,11654,4128.052,1.2389e+24,75607000000000.0,47.162,5954800000000.0,5.4889e+22,1848.3,12512.0,4.9809,40.149,-0.2114811232512901,67676253646.09007,-7562.763746280621,7807.457064067178
2013.01.12_00:48:00.000_TAI,11652,2101.879,2.8877e+23,41528000000000.0,383.78,12335000000000.0,2.2984e+22,1575.4,6155.6,4.212,25.159,-0.3094944410828303,19648875627.01685,-3213.3878913532976,4959.698982118377
2013.01.12_08:36:00.000_TAI,11652,1922.664,2.3845e+23,37721000000000.0,443.05,14103000000000.0,2.0232e+22,1569.9,5989.9,4.2129,22.482,-0.3387206054644285,17194114630.074127,-3077.471140921377,4637.492211797655
2013.02.16_15:48:00.000_TAI,11675,94.965,6.8207e+21,1954200000000.0,23.06,1069000000000.0,8.8847e+20,33.392,3616.8,2.5745,23.521,-0.4569738137800464,696682444.0705003,-168.2282388302962,204.62535413040985
2013.03.04_08:00:00.000_TAI,11686,340.069,7.0494e+22,7328800000000.0,99.865,524770000000.0,5.3802e+21,209.49,5241.0,3.631,28.732,-0.2789053957441541,4698645389.9017935,-692.4719830829417,573.202713530196
2013.03.20_22:00:00.000_TAI,11692,2288.368,5.2589e+23,40362000000000.0,609.08,26643000000000.0,4.1189e+22,1082.1,6765.3,4.1639,18.518,-0.3726174624364404,36054431575.33746,-7098.956532543907,4722.811304160051
2011.09.08_05:24:00.000_TAI,11283,1506.448,3.2813e+23,30916000000000.0,278.14,13179000000000.0,1.8816e+22,1040.0,8322.3,4.5192,27.546,-0.2807255817626693,18139485601.733784,-2690.7893799025987,3424.1797140487524
2011.03.13_01:24:00.000_TAI,11169,1923.327,3.7693e+23,36683000000000.0,758.19,31489000000000.0,2.1549e+22,949.28,8608.8,4.5746,32.603,-0.2429368552322505,27432601557.76406,-3521.544586144006,3691.212419423678
2013.11.16_09:48:00.000_TAI,11900,3041.77,5.9365e+23,57229000000000.0,63.264,4412700000000.0,3.0089e+22,1321.4,9639.5,4.9002,37.147,-0.0961488699904529,34200294128.17574,-1737.587810311735,4573.042910983232
2013.05.01_05:12:00.000_TAI,11731,2827.9840000000013,4.6955e+23,54798000000000.0,432.43,19124000000000.0,2.4202e+22,1848.7,8490.0,4.7631,39.068,-0.1261027121561443,25678772629.600643,-1711.0845362133457,5431.7294960412455
2013.05.02_17:00:00.000_TAI,11731,2266.186,2.7006e+23,51276000000000.0,12.708,5662100000000.0,2.6385e+22,1686.6,4448.8,4.4922,24.625,-0.3534567554880805,20061795297.293182,-3746.958121115707,5987.3891174302335
2013.10.29_15:24:00.000_TAI,11877,2135.828,4.6194e+23,39523000000000.0,509.61,25099000000000.0,4.2683e+22,1195.1,5700.1,4.2587,18.055,-0.4921231623865158,20995425457.1174,-5459.730392757661,4384.985937245539
2013.05.15_21:48:00.000_TAI,11748,1916.149,3.2458e+23,33574000000000.0,671.97,26385000000000.0,2.8167e+22,817.57,6401.5,4.4499,20.556,-0.4027892057580641,25193158958.198154,-5362.078961768768,3850.904297142514
2014.03.03_12:36:00.000_TAI,11991,1821.482,4.6507e+23,38685000000000.0,390.38,18194000000000.0,1.8139e+22,867.29,12146.0,4.6863,49.894,-0.3539093512688682,21967123918.82809,-4108.071444658808,3939.2453421742152
2013.05.21_13:36:00.000_TAI,11745,1118.987,1.6229e+23,24309000000000.0,112.92,4841900000000.0,2.719e+22,672.54,2930.5,3.4334,9.6832,-0.5603424091264468,16873906341.950811,-4996.224092049336,3680.762186719116
2011.02.11_19:24:00.000_TAI,11158,417.458,3.9379e+22,7463700000000.0,22.105,1021700000000.0,3.9008e+21,181.74,5375.7,3.3433,22.462,-0.6486550308453125,3949740435.631008,-1353.8019365570915,1117.7316083901967
2014.03.11_11:48:00.000_TAI,11996,2256.696,4.1448e+23,38405000000000.0,393.0,12345000000000.0,3.5745e+22,1001.2,6394.6,4.5391,19.833,-0.2605045215991293,30579804662.475483,-4209.425514828386,4607.837207743656
2013.03.14_11:36:00.000_TAI,11692,1209.789,4.4898e+23,26491000000000.0,205.59,8252300000000.0,1.6599e+22,937.07,13048.0,3.7576,36.679,-0.3596751232102224,12049584481.754091,-2290.104337976043,2413.44795603534
2012.05.06_04:48:00.000_TAI,11471,1529.91,3.7413e+23,31974000000000.0,175.55,6133500000000.0,2.0343e+22,1126.5,8822.3,4.2155,33.797,-0.0830016455779768,21204500163.84614,-930.0100766125644,2306.785085776152
2013.08.16_19:36:00.000_TAI,11818,1600.385,4.4871e+23,26762000000000.0,805.02,30678000000000.0,1.444e+22,799.59,15453.0,4.5825,52.216,-0.0963207269147952,21544493376.71936,-1096.5508062007736,2338.443968819557
2014.10.08_14:36:00.000_TAI,12182,1714.611,1.6314e+23,37755000000000.0,26.978,4207100000000.0,2.1638e+22,1449.9,3392.4,3.9381,15.614,-0.2696993919692605,20194597471.16882,-2877.98110423633,3691.648480049844
2013.10.14_08:36:00.000_TAI,11865,1535.2089999999994,2.1607e+23,27302000000000.0,444.59,12555000000000.0,1.5336e+22,891.9,6458.3,4.2583,25.929,-0.2661202360048733,14573696748.317122,-2049.370223946888,2930.642179782232
2013.10.13_10:36:00.000_TAI,11865,1645.6270000000006,2.7987e+23,30121000000000.0,619.33,28950000000000.0,1.5966e+22,924.4,8683.2,4.4978,32.382,-0.2769116842899801,14892261834.351397,-2179.0869664929683,3123.357298006817
2013.10.16_15:36:00.000_TAI,11861,2261.943,5.6421e+23,40113000000000.0,253.42,6237700000000.0,3.2017e+22,1135.9,9806.9,4.5799,31.991,-0.2907311175783581,35860878826.442726,-5509.157331621928,4161.716886718565
2013.10.16_15:36:00.000_TAI,11861,1017.462,1.3594e+23,21657000000000.0,43.26,2341700000000.0,1.5503e+22,708.21,4166.1,4.0133,15.759,-0.4303438931906013,11481411369.290468,-2610.860400033177,2880.6758150418536
2016.01.01_00:24:00.000_TAI,12473,1816.166,2.7527e+23,36746000000000.0,321.03,18077000000000.0,3.438e+22,899.72,3970.6,4.0292,13.576,-0.3620116512778919,18428541983.200115,-3525.2206235330445,4416.952259730841
2013.10.21_21:24:00.000_TAI,11875,2626.222,4.804e+23,52835000000000.0,374.79,7843000000000.0,2.5815e+22,1548.6,8095.9,4.7742,36.259,-0.1535938920537908,26599095175.80913,-2158.805384631808,5244.607596111986
2013.10.22_20:48:00.000_TAI,11875,3546.802,7.7373e+23,67148000000000.0,282.84,14869000000000.0,2.9098e+22,1799.0,11502.0,4.9187,47.906,-0.0558817842147671,38043175630.80289,-1123.3621138238798,5812.1016741295
2013.10.22_23:36:00.000_TAI,11875,3889.916,8.9018e+23,71484000000000.0,322.68,16411000000000.0,3.0288e+22,1823.5,13045.0,4.8801,50.383,-0.0285995872926253,42071607681.37241,-635.8015758896396,5910.512612006787
2013.10.23_00:12:00.000_TAI,11875,3953.193,9.1723e+23,71900000000000.0,355.46,25329000000000.0,3.0772e+22,1837.4,13358.0,4.8925,50.778,-0.0278237364985266,43270501377.97452,-636.1801534401586,5989.495773008952
2011.08.02_14:24:00.000_TAI,11261,2536.686,5.2045e+23,42670000000000.0,1040.0,41654000000000.0,1.9781e+22,1253.7,12083.0,4.7485,43.821,-0.188292252080439,44662918351.0892,-4443.77697930233,5390.082648944932
2013.10.23_10:12:00.000_TAI,11875,4147.177,1.1026e+24,74865000000000.0,160.31,17261000000000.0,3.4347e+22,2019.1,15494.0,4.9311,50.431,-0.0396394324764346,51683141405.35546,-1082.5527708312295,6251.126095994445
2013.10.23_10:36:00.000_TAI,11875,4182.984,1.1069e+24,74822000000000.0,174.91,18206000000000.0,3.4194e+22,2013.4,15727.0,4.9483,50.948,-0.038206138166439,51722099187.66259,-1044.1959843765987,6202.493719939634
2015.01.27_07:36:00.000_TAI,12268,2255.976,7.1969e+23,45821000000000.0,128.12,6642000000000.0,2.7163e+22,1550.1,13484.0,4.411,45.361,-0.177931037429159,23806321567.889267,-2238.2913921831305,2852.1190368216085
2013.10.26_12:36:00.000_TAI,11875,3225.58,9.6977e+23,63135000000000.0,851.62,36083000000000.0,4.4416e+22,1858.5,11030.0,4.7785,34.347,-0.1966314982416514,52168347064.98958,-5420.418863297999,6547.218186941216
2013.10.27_02:00:00.000_TAI,11875,3671.849,1.035e+24,69888000000000.0,822.06,38451000000000.0,5.2415e+22,1930.8,10628.0,4.6106,31.072,-0.2458279006027796,59083362549.49765,-7674.835170480613,7797.354879768372
2013.10.27_04:36:00.000_TAI,11875,3646.043,1.0453e+24,69292000000000.0,743.33,37142000000000.0,5.5386e+22,1926.7,10031.0,4.5888,29.521,-0.2602059753904655,60773860146.79914,-8356.160466845817,7527.917595394058
2014.02.02_17:24:00.000_TAI,11968,2238.32,4.3113e+23,49766000000000.0,392.14,23566000000000.0,2.3527e+22,1675.6,7962.2,4.649,40.785,-0.2260116779910321,37043947118.04164,-4424.058059311583,5405.206483465985
2014.12.13_17:12:00.000_TAI,12242,3529.473,4.9129e+23,82332000000000.0,436.5,22171000000000.0,6.0573e+22,3100.1,3555.7,4.2452,13.281,-0.2444524191830043,63101074184.86067,-8150.866229056794,7521.091989133657
2014.05.05_19:36:00.000_TAI,12051,2341.193,5.0987e+23,40562000000000.0,408.95,12824000000000.0,4.1211e+22,1087.7,6665.5,4.411,22.503,-0.1411096698828228,28356317546.023518,-2114.361427946444,3363.287347101568
2013.10.27_15:12:00.000_TAI,11882,2324.823,5.6118e+23,39753000000000.0,567.19,14386000000000.0,2.0443e+22,782.2,14619.0,4.6396,49.339,-0.1412006367157586,28481551436.77242,-2125.0689783060448,3399.313024608516
2013.10.27_21:00:00.000_TAI,11875,3799.072,1.2292e+24,69916000000000.0,751.0,34618000000000.0,6.2581e+22,1955.9,10873.0,4.4249,28.689,-0.2547842109330348,68931201523.88463,-9280.279881314738,7985.572715345109
2013.10.31_19:48:00.000_TAI,11884,3007.335,7.5356e+23,59984000000000.0,319.93,12012000000000.0,3.3026e+22,1744.9,10705.0,4.5877,43.318,-0.1429406573315716,39173848530.96758,-2958.8622037150462,5874.649378210142
2013.11.01_22:24:00.000_TAI,11884,2613.9770000000008,6.3748e+23,53099000000000.0,344.08,14363000000000.0,2.8912e+22,1685.8,9779.9,4.4398,44.741,-0.1390791698961998,34030716312.43943,-2500.955285057537,5070.577713841208
2013.11.02_05:24:00.000_TAI,11884,2456.607,5.7682e+23,47351000000000.0,419.06,13923000000000.0,2.5899e+22,1607.0,10717.0,4.4853,42.101,-0.1590362366747518,31577137529.893818,-2653.637418242912,4487.033448789392
2013.11.04_08:24:00.000_TAI,11890,4383.243,1.2391e+24,77784000000000.0,583.23,21003000000000.0,6.6735e+22,2183.9,10452.0,4.8152,31.515,-0.2650516811277763,71778018940.4094,-10052.976996870108,8356.21104184136
2013.11.04_18:12:00.000_TAI,11890,4851.067,1.3473e+24,88088000000000.0,858.7,26249000000000.0,7.0559e+22,2283.6,10063.0,4.9779,32.096,-0.245991933185296,76422778736.53741,-9933.82141432829,9029.809457739251
2014.12.16_14:48:00.000_TAI,12242,5331.488,1.2875e+24,113000000000000.0,520.53,30721000000000.0,6.2014e+22,4753.5,9331.4,5.0317,35.577,-0.2301815751553834,80726384486.86563,-9818.808279081632,9764.270800330807
2013.11.05_13:48:00.000_TAI,11890,5284.916,1.3471e+24,89507000000000.0,1159.6,36866000000000.0,6.0738e+22,2489.1,12142.0,5.0084,34.737,-0.1858998653700612,71312402199.61702,-7005.139537284572,9344.497905582924
2013.11.06_03:36:00.000_TAI,11890,5373.76,1.3369e+24,92759000000000.0,895.4,15611000000000.0,5.6916e+22,2477.7,12984.0,5.0193,38.583,-0.1756196738037254,70212101612.16594,-6515.651073542681,9561.493066153973
2013.11.06_14:24:00.000_TAI,11890,4903.169,1.2474e+24,89966000000000.0,968.17,27696000000000.0,5.0881e+22,2422.1,12562.0,4.9606,42.4,-0.134596211111864,62472430765.339325,-4443.180349372245,8777.94247309162
2014.06.11_15:00:00.000_TAI,12085,4618.385,1.3899e+24,93918000000000.0,389.32,18249000000000.0,6.9092e+22,3022.4,10582.0,4.8339,36.304,-0.1270404070145557,60930725853.558685,-4090.259876738183,8090.015253750727
2013.11.07_09:24:00.000_TAI,11891,795.403,1.2468e+23,13930000000000.0,275.53,11008000000000.0,6.4654e+21,305.43,9340.2,4.2254,37.628,-0.165568955672859,7359170780.698711,-643.8437062636641,1287.8586551972126
2013.11.09_05:12:00.000_TAI,11890,3347.945,8.465e+23,64394000000000.0,523.13,11109000000000.0,3.4688e+22,2177.5,11886.0,4.5979,44.647,-0.1395145310708427,44536116522.45787,-3283.253618996123,5915.198919650702
