,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50,TOTUSJH_51,TOTUSJH_52,TOTUSJH_53,TOTUSJH_54,TOTUSJH_55,TOTUSJH_56,TOTUSJH_57,TOTUSJH_58,TOTUSJH_59,TOTUSJH_60,TOTUSJH_61,TOTUSJH_62,TOTUSJH_63,TOTUSJH_64,TOTUSJH_65,TOTUSJH_66,TOTUSJH_67,TOTUSJH_68,TOTUSJH_69,TOTUSJH_70,TOTUSJH_71,TOTUSJH_72,TOTUSJH_73,TOTUSJH_74,TOTUSJH_75,TOTUSJH_76,TOTUSJH_77,TOTUSJH_78,TOTUSJH_79,TOTUSJH_80,TOTUSJH_81,TOTUSJH_82,TOTUSJH_83,TOTUSJH_84,TOTUSJH_85,TOTUSJH_86,TOTUSJH_87,TOTUSJH_88,TOTUSJH_89,TOTUSJH_90,TOTUSJH_91,TOTUSJH_92,TOTUSJH_93,TOTUSJH_94,TOTUSJH_95,TOTUSJH_96,TOTUSJH_97,TOTUSJH_98,TOTUSJH_99,TOTUSJH_100,TOTUSJH_101,TOTUSJH_102,TOTUSJH_103,TOTUSJH_104,TOTUSJH_105,TOTUSJH_106,TOTUSJH_107,TOTUSJH_108,TOTUSJH_109,TOTUSJH_110,TOTUSJH_111,TOTUSJH_112,TOTUSJH_113,TOTUSJH_114,TOTUSJH_115,TOTUSJH_116,TOTUSJH_117
1021,B,True,604.71,609.79,601.63,611.83,616.06,590.29,597.56,603.6,600.91,594.82,607.61,609.42,620.46,611.16,606.65,605.69,590.15,593.02,592.86,593.55,592.99,597.5,597.3,588.11,598.12,599.66,591.98,582.77,568.05,572.02,575.43,569.52,555.45,554.04,554.53,545.99,549.25,539.04,558.1,561.67,556.68,550.23,567.7,567.15,559.59,558.05,568.18,560.6,562.14,564.93,568.84,573.71,574.99,579.27,585.53,590.01,600.59,603.8,601.71,600.17,603.48,587.05,566.8,559.0,544.16,531.18,516.19,512.86,502.99,509.89,514.06,512.48,526.6,519.91,523.63,519.46,525.11,530.25,545.08,555.08,543.88,561.68,562.72,563.16,570.87,569.77,576.31,574.64,585.25,566.61,560.04,533.02,534.69,525.72,529.05,524.79,526.96,531.25,535.97,520.73,525.29,533.31,521.64,551.79,554.66,561.38,555.28,553.77,573.84,566.79,578.53,567.43,591.0,570.78,567.41,574.15,584.94
1022,B,True,703.18,691.91,698.08,697.08,700.89,710.88,712.84,715.97,700.28,686.88,693.87,693.18,725.03,703.93,715.31,698.22,707.01,706.39,710.1,696.97,698.2,696.63,686.18,680.62,673.31,671.6,672.75,658.0,669.57,658.69,645.63,644.86,653.11,650.89,649.22,644.96,650.16,636.65,640.61,639.23,642.73,626.4,626.18,630.84,626.9,629.18,631.49,641.89,628.02,642.78,634.11,634.7,645.9,642.0,648.53,627.52,643.53,634.96,628.27,634.39,629.49,598.62,585.99,577.15,576.76,571.66,573.94,574.73,581.17,588.01,574.29,578.1,574.36,573.62,575.49,581.99,572.02,560.34,563.07,571.69,562.93,557.27,554.3,550.75,551.73,554.99,546.89,540.68,560.41,554.27,556.29,560.56,553.31,547.9,552.93,560.9,560.91,556.05,560.51,572.18,572.87,569.27,580.3,574.73,564.68,556.55,556.39,562.37,569.74,573.86,573.06,573.15,575.39,571.93,558.13,575.97,570.07
1023,B,False,1186.5,1166.1,1180.3,1207.1,1204.1,1202.6,1224.1,1206.0,1234.6,1232.8,1239.4,1277.9,1281.1,1280.0,1280.2,1310.3,1386.5,1406.2,1437.0,1445.3,1500.0,1504.1,1648.0,1555.7,1539.0,1505.2,1458.2,1462.7,1442.7,1401.6,1356.6,1374.4,1340.0,1364.7,1356.7,1344.7,1323.9,1313.2,1290.8,1276.1,1294.6,1302.0,1284.3,1295.0,1285.1,1288.4,1315.3,1299.7,1281.5,1274.0,1289.5,1279.9,1311.9,1304.9,1294.7,1324.5,1344.1,1334.5,1346.5,1350.6,1356.7,1349.9,1356.2,1349.3,1340.9,1340.9,1356.5,1361.3,1348.1,1324.1,1367.1,1362.7,1376.3,1362.7,1380.1,1353.5,1348.0,1307.6,1312.7,1267.7,1259.7,1246.1,1257.0,1260.8,1233.8,1243.6,1236.0,1284.1,1257.2,1265.6,1242.1,1276.4,1330.0,1300.6,1346.5,1339.5,1360.9,1376.8,1396.5,1390.0,1356.3,1372.3,1367.9,1364.6,1349.7,1338.0,1378.7,1357.4,1354.0,1328.1,1373.5,1365.4,1379.0,1344.4,1340.3,1376.2,1342.2
1024,B,False,54.687,55.093,58.808,56.0,58.262,64.024,58.322,59.236,61.146,62.703,65.275,64.393,61.796,65.419,69.922,67.313,71.134,70.04,70.705,73.993,75.354,72.536,76.198,74.85,72.319,74.798,82.274,77.238,75.744,77.045,79.374,83.956,86.489,89.62,86.472,90.208,85.432,87.736,91.714,90.467,91.402,92.665,94.28,96.449,92.407,96.109,92.136,94.302,93.715,93.063,94.239,99.463,103.17,103.03,102.0,108.5,106.25,109.26,109.66,109.3,103.85,102.46,102.75,107.32,107.93,103.84,104.2,108.07,105.4,105.33,98.02,100.15,100.9,100.25,96.509,97.046,98.305,95.341,96.356,97.353,93.721,99.839,92.166,93.653,97.358,101.16,97.949,96.788,92.938,89.33,91.151,92.604,86.32,90.546,86.623,84.234,87.286,89.558,89.368,86.299,86.85,86.871,90.205,88.397,90.476,93.533,96.702,91.926,90.301,94.054,86.836,87.096,85.169,80.589,78.562,76.877,75.733
1025,B,False,377.6,384.9,383.62,379.5,369.46,377.22,384.52,391.71,387.3,386.54,399.87,402.83,399.72,401.38,402.86,415.95,402.79,401.39,394.52,396.19,396.38,396.86,388.13,382.34,398.2,400.56,395.93,393.62,392.14,398.79,392.47,395.93,390.78,393.84,392.7,399.43,406.66,402.01,402.78,405.5,404.84,404.95,404.1,398.65,387.97,404.12,409.95,400.59,393.3,386.0,381.33,377.46,386.33,369.6,373.39,369.73,375.35,363.06,367.66,369.88,376.12,364.0,371.59,371.25,371.07,380.64,374.83,372.53,372.29,369.37,369.06,365.18,360.07,362.68,359.61,363.68,359.32,367.82,363.8,362.08,360.95,364.47,364.25,351.91,357.54,355.91,356.68,348.79,339.32,338.84,337.74,338.6,339.9,334.51,339.44,337.74,334.07,333.99,337.86,341.51,335.31,339.05,334.03,331.63,333.96,333.65,336.01,334.44,337.21,340.47,334.69,333.71,332.1,320.37,316.73,315.79,321.91
1026,B,False,156.11,168.9,171.08,167.32,163.65,157.89,156.9,149.96,146.32,148.39,146.49,144.26,148.09,142.79,137.8,149.85,149.94,157.18,148.94,158.68,162.73,165.37,175.37,186.59,186.41,186.87,189.69,181.16,179.74,179.84,191.58,190.47,196.89,196.26,190.01,205.09,212.33,199.19,208.83,207.88,210.41,221.28,232.28,237.8,237.07,242.74,238.66,233.42,227.88,237.52,239.55,234.72,235.73,226.81,223.17,224.22,231.02,225.59,215.48,212.19,218.99,204.26,205.43,200.13,193.13,196.35,194.9,198.89,194.06,199.89,198.09,196.16,202.65,200.22,195.41,187.4,197.82,192.44,193.54,184.58,183.51,187.56,191.5,179.14,173.67,169.64,175.98,173.44,174.47,174.84,170.77,173.73,174.72,172.69,169.98,170.44,166.64,166.35,166.23,162.79,157.57,157.49,156.32,160.66,160.99,158.57,170.95,162.93,158.94,165.05,160.06,170.66,162.41,159.24,160.92,158.05,156.76
1027,B,False,209.4,234.13,236.09,235.3,235.79,249.38,233.29,235.56,234.41,223.09,218.5,232.67,218.86,229.91,227.7,230.71,235.23,250.63,268.45,267.1,272.4,270.18,264.69,261.34,273.57,277.17,265.46,274.99,283.55,282.17,272.74,279.57,278.79,257.83,256.61,259.3,250.43,260.51,260.69,252.56,246.12,254.76,253.43,251.8,249.83,242.17,233.62,246.48,259.96,267.42,249.07,236.23,250.1,232.25,234.02,235.5,243.72,249.55,241.78,252.9,260.68,256.0,250.64,249.21,240.13,243.71,243.65,242.87,234.18,242.15,234.63,235.05,232.25,231.34,229.39,230.56,229.65,237.07,228.27,235.93,234.59,225.41,216.17,226.22,227.24,224.53,218.68,229.29,232.2,222.52,232.19,223.67,234.36,239.08,237.43,223.9,242.87,231.65,238.07,233.79,234.43,222.86,222.04,220.11,214.34,211.93,216.01,224.32,218.0,202.32,218.23,213.61,215.8,217.71,226.62,235.7,237.5
1028,B,False,152.18,150.77,149.74,147.78,151.86,150.02,154.44,149.47,150.72,149.67,152.08,147.26,148.63,149.62,155.73,146.39,146.31,142.47,141.64,141.39,145.93,148.98,148.93,152.35,158.0,169.8,169.27,170.28,171.94,176.37,178.75,180.04,179.51,180.79,183.82,201.0,199.04,194.79,196.8,202.75,201.19,199.63,195.67,197.68,192.96,194.49,203.1,207.97,199.28,196.98,195.97,196.83,201.02,207.15,204.13,198.21,198.23,198.0,193.16,196.53,195.65,199.77,197.09,195.03,190.16,188.76,189.32,189.54,193.4,197.53,193.7,192.53,197.77,193.82,193.7,194.49,194.29,192.22,193.09,196.77,204.84,203.36,205.47,203.77,209.78,219.91,225.09,222.49,229.24,223.06,224.84,233.96,225.6,227.68,229.79,227.79,236.43,239.18,237.35,237.36,224.8,226.17,228.47,223.49,231.38,237.76,244.64,241.28,244.98,246.53,239.38,237.23,236.73,237.13,239.24,242.58,240.62
1029,B,True,269.78,271.06,260.16,264.46,263.88,262.99,261.16,257.86,264.45,259.92,266.63,265.55,262.94,263.29,262.46,258.85,256.92,273.92,278.36,285.49,281.03,290.68,282.94,283.47,283.54,292.15,281.23,277.66,282.84,289.44,298.34,294.61,296.58,305.28,307.21,316.52,321.37,331.13,325.92,323.65,323.63,332.15,329.95,324.61,318.86,320.85,330.13,324.14,322.19,321.94,314.25,306.7,311.64,308.18,305.43,308.78,310.88,310.08,312.18,323.94,337.11,340.36,355.59,362.82,360.44,362.19,360.77,372.96,370.55,385.42,385.77,382.04,385.8,382.23,371.71,378.92,377.38,377.38,383.07,402.07,407.05,413.3,405.0,404.34,405.35,407.71,409.4,405.42,408.9,421.35,426.41,443.91,459.9,462.15,450.23,465.24,450.43,448.2,464.5,456.23,447.12,455.28,452.81,474.53,470.87,469.95,482.35,479.59,489.67,490.56,500.94,498.45,498.09,503.69,516.98,516.79,518.05
1030,B,False,429.45,433.09,427.49,430.17,420.98,418.77,431.88,423.22,431.61,439.82,445.45,439.42,431.13,430.02,435.56,441.3,457.08,455.18,454.33,459.99,467.2,466.27,466.25,459.48,460.52,463.21,472.66,462.47,459.14,464.81,459.02,443.76,451.58,456.29,473.04,467.41,466.62,471.89,477.65,496.86,496.88,525.72,537.38,527.57,535.26,535.66,531.25,522.85,513.94,509.81,517.79,511.91,506.0,503.05,499.57,500.89,505.74,518.09,508.13,506.28,518.62,512.7,495.12,508.89,522.5,510.78,516.46,505.68,504.08,502.26,497.7,490.97,479.08,478.87,467.47,482.02,477.92,467.58,475.8,483.44,485.58,485.12,490.58,480.43,468.15,464.61,481.6,483.41,476.33,484.92,499.66,497.67,495.32,500.55,499.78,486.41,496.64,494.57,487.68,497.15,463.58,472.85,461.08,451.48,469.94,472.3,477.61,461.79,477.16,468.91,452.85,477.47,505.27,511.93,495.11,482.97,483.46
1031,B,False,1045.3,1026.5,1043.2,1027.6,1044.7,1034.2,1044.2,1028.4,1014.2,1009.6,1007.7,992.7,1012.6,1036.4,1033.1,1033.4,1041.9,1036.6,1039.0,1038.7,1036.4,996.62,1012.2,1013.1,1004.2,1018.9,1007.1,1036.0,1037.7,1028.1,1047.3,1034.4,1023.5,1021.8,1019.7,1007.3,1013.6,998.69,1012.6,1015.0,1035.3,1040.5,1041.5,1069.7,1063.8,1102.1,1078.9,1049.3,1056.7,1075.6,1081.9,1072.5,1081.0,1086.6,1061.0,1044.5,1046.0,1041.7,1027.0,1025.9,1040.3,1038.4,1027.6,1038.0,1058.4,1052.6,1061.4,1052.2,1066.8,1078.1,1081.0,1065.2,1068.3,1077.6,1083.0,1094.8,1099.4,1107.6,1113.1,1121.5,1125.2,1135.7,1144.6,1139.1,1140.6,1136.0,1139.3,1143.6,1157.3,1136.7,1128.6,1117.8,1125.4,1115.5,1119.4,1107.1,1116.7,1125.5,1125.7,1112.0,1123.3,1150.5,1173.1,1161.8,1167.4,1172.5,1166.1,1155.8,1166.4,1145.4,1164.4,1140.9,1149.5,1139.4,1134.8,1124.1,1122.2
1032,B,False,209.89,197.25,211.4,213.53,203.11,196.84,196.9,189.44,198.33,195.34,205.51,201.94,205.47,197.16,195.1,200.03,200.74,197.39,193.37,198.47,199.57,208.59,210.1,196.42,202.59,203.02,200.21,207.11,213.07,204.49,193.83,191.55,199.16,193.83,190.58,194.77,194.7,195.99,193.09,195.45,192.11,195.41,196.94,199.8,198.36,207.95,202.17,205.89,209.04,209.98,202.54,211.57,207.18,208.38,215.28,205.9,203.14,204.49,216.57,206.97,219.68,220.85,233.87,237.2,245.18,255.71,262.39,267.22,271.39,265.09,273.51,273.51,283.27,277.68,263.49,271.29,266.5,261.95,256.45,254.25,259.3,249.38,241.03,244.53,253.08,258.41,250.28,238.59,239.34,232.94,237.23,233.26,244.89,256.03,250.8,250.17,259.83,258.66,259.74,275.89,286.47,282.58,296.99,297.79,300.04,309.89,313.58,317.92,320.27,323.03,327.35,325.67,337.21,328.15,361.49,348.7,338.47
1033,B,True,272.89,276.16,257.16,250.95,261.51,295.58,245.8,249.2,248.6,235.69,227.02,221.16,211.6,223.11,218.42,221.82,222.66,212.26,210.5,211.3,210.29,206.14,206.37,211.87,211.68,221.39,220.24,225.76,222.56,220.04,223.45,219.87,227.31,214.5,199.12,193.73,197.15,190.9,187.88,193.05,188.41,185.37,194.59,184.46,182.62,182.56,184.31,176.35,180.12,183.59,185.04,183.27,190.18,180.65,183.33,185.28,183.83,188.49,192.05,196.27,200.44,200.93,192.13,201.31,208.46,245.27,212.74,217.32,215.5,219.08,228.32,223.08,223.64,220.37,213.94,216.23,219.45,253.33,211.26,205.27,204.61,201.32,192.59,196.9,195.99,192.22,185.55,201.59,204.57,196.27,201.11,212.59,207.94,204.91,199.19,200.82,203.33,199.49,194.89,191.26,188.55,192.54,190.86,186.36,182.12,190.12,192.08,185.65,179.22,182.75,183.49,184.71,190.83,189.86,191.87,190.88,185.19
1034,B,False,438.4,451.22,457.54,441.4,452.81,451.09,463.25,446.99,458.36,455.65,453.5,456.49,462.13,451.76,441.21,452.54,455.52,457.43,455.17,452.83,464.29,463.15,464.31,461.46,462.81,467.95,468.82,479.32,464.9,450.79,462.02,453.92,442.03,437.43,430.67,433.5,412.68,411.43,403.38,409.84,413.75,407.88,415.83,417.59,425.47,422.75,422.1,425.39,429.5,438.63,441.28,441.51,451.71,447.85,447.51,452.32,455.07,449.26,444.38,447.66,444.6,454.41,456.25,461.07,464.52,461.62,466.7,457.04,457.52,459.82,458.28,462.68,467.43,449.81,453.24,456.36,466.73,471.18,466.47,466.32,466.27,469.33,478.55,473.99,466.28,464.7,465.74,464.24,467.82,453.2,452.11,449.96,450.01,445.95,439.4,440.48,447.63,449.38,463.07,481.29,487.77,481.31,481.48,490.18,495.92,487.21,485.38,479.93,476.83,486.47,489.19,491.3,485.14,493.07,486.72,491.99,501.44
1035,B,False,475.44,461.68,468.19,465.05,472.83,474.03,458.97,449.45,445.63,453.69,456.91,455.33,447.26,452.14,444.03,433.02,440.94,449.32,439.96,424.53,426.71,420.58,420.46,418.18,418.63,432.22,435.19,434.96,442.92,449.28,444.91,429.16,433.14,438.45,447.88,454.31,457.19,451.33,464.1,455.03,471.25,462.38,459.01,459.53,455.83,453.02,449.03,449.3,445.89,435.45,434.21,425.32,427.16,429.94,437.72,444.19,428.65,434.17,430.94,417.8,432.04,433.32,442.25,435.41,440.72,451.52,457.14,451.8,440.1,442.43,438.97,443.77,449.07,447.89,442.3,433.65,445.44,443.99,436.55,448.89,445.28,450.63,451.45,451.47,438.37,429.6,436.75,428.63,433.76,435.68,439.52,439.35,423.02,420.66,413.32,410.95,413.0,400.05,391.78,396.18,397.12,396.41,410.77,403.34,404.35,418.37,423.93,428.33,439.77,456.81,457.96,471.28,482.65,495.92,498.02,498.44,496.28
1036,B,False,28.424,24.983,24.148,21.218,20.61,23.178,24.967,23.446,20.934,21.902,22.987,21.469,21.796,22.219,24.731,24.465,23.84,23.386,25.388,25.294,25.24,28.81,31.113,30.88,35.711,34.259,31.915,32.833,31.441,28.386,31.085,28.108,28.11,28.218,28.406,31.591,29.355,29.873,31.767,31.423,29.522,34.683,34.886,34.247,33.466,33.521,32.95,33.084,36.487,35.521,36.951,36.098,42.681,41.039,39.801,40.945,43.407,41.785,41.951,40.336,44.834,43.109,45.554,42.071,40.031,40.039,40.72,38.552,36.978,39.609,39.747,40.969,43.785,39.406,44.015,45.901,44.78,46.328,48.123,48.789,52.151,53.231,51.984,54.764,60.482,61.129,58.722,62.414,62.135,66.139,62.025,61.605,56.091,54.996,58.76,59.851,64.091,67.978,69.901,70.698,70.025,74.902,80.223,78.571,84.199,84.684,89.265,94.42,96.116,107.34,115.3,111.77,118.07,118.61,111.33,116.3,128.96
1037,B,False,395.89,396.09,386.88,397.45,394.31,393.78,394.11,386.24,387.99,387.27,390.41,389.41,375.7,384.82,386.02,400.05,400.91,392.53,392.91,407.45,404.17,408.29,412.19,408.15,404.48,401.78,409.23,405.93,400.92,412.28,407.61,403.12,415.96,414.44,410.82,413.3,397.03,399.05,397.99,399.45,410.14,420.2,417.64,431.18,429.52,426.45,428.68,413.51,417.84,422.44,416.35,420.86,418.31,426.0,420.9,414.92,408.36,402.27,397.22,389.68,379.4,374.66,368.77,369.07,371.03,373.83,363.23,363.81,365.78,363.63,364.63,362.8,366.01,370.19,370.86,374.07,381.53,378.31,383.53,389.82,396.0,386.62,404.3,404.65,404.7,395.71,405.09,409.0,398.5,389.36,384.01,390.73,395.79,389.08,405.41,404.19,403.84,397.66,394.96,383.54,374.52,373.41,374.16,379.77,383.73,383.45,383.7,371.88,376.16,384.02,374.39,371.47,373.77,371.04,362.8,363.5,366.23
1038,B,False,176.34,177.49,180.61,186.06,187.89,184.34,183.47,189.96,179.23,178.16,176.99,183.38,177.66,176.14,175.71,179.26,177.96,183.25,176.56,178.84,169.92,170.63,162.8,170.09,160.8,161.68,162.26,165.65,171.95,170.08,177.58,176.47,178.08,183.68,186.46,192.88,194.13,191.08,193.32,195.47,193.67,185.44,182.58,180.92,183.31,184.22,176.26,177.31,178.85,188.14,179.14,178.09,175.38,173.0,180.63,179.82,174.05,175.06,174.31,178.76,180.46,173.11,174.14,170.87,170.15,167.37,171.15,166.82,164.58,159.27,153.21,152.95,151.47,144.26,140.37,146.18,148.0,145.39,144.8,149.53,148.33,151.83,169.52,178.54,187.89,190.77,183.1,183.33,195.28,220.28,218.0,219.77,219.73,214.54,204.38,218.68,227.09,236.54,240.32,242.83,243.43,231.7,246.34,249.49,255.79,256.12,266.13,251.52,275.33,286.71,296.7,305.41,295.64,309.87,313.98,297.16,303.52
1039,B,True,856.6,857.85,855.65,857.07,839.85,851.95,853.42,852.17,849.37,852.85,849.29,854.38,829.52,846.69,846.85,850.53,846.98,842.63,834.1,843.66,830.2,815.67,821.99,820.12,810.85,819.74,806.9,813.14,807.28,829.63,819.97,822.53,829.56,835.73,857.98,850.52,845.18,820.83,809.97,824.48,809.04,806.25,792.11,787.83,778.99,772.26,750.15,756.89,771.53,768.64,753.91,759.52,749.7,747.58,772.79,770.21,783.35,762.5,765.77,762.59,750.21,762.51,747.92,745.3,732.58,732.45,733.08,726.28,733.46,738.89,737.06,727.73,726.53,735.18,725.88,725.17,726.17,729.65,732.56,726.66,713.92,714.1,725.67,736.64,731.97,737.2,730.06,730.97,721.36,723.06,705.07,703.71,691.98,700.07,704.46,689.61,700.41,705.64,709.25,698.02,711.21,723.29,715.75,724.1,740.31,743.71,752.47,756.24,784.95,769.35,753.03,736.32,736.37,713.77,703.65,694.65,688.67
1040,B,False,142.46,165.58,160.76,149.43,171.27,191.89,200.35,207.31,207.64,219.05,209.4,234.13,236.09,235.3,235.79,249.38,233.29,235.56,234.41,223.09,218.5,232.67,218.86,229.91,227.7,230.71,235.23,250.63,268.45,267.1,272.4,270.18,264.69,261.34,273.57,277.17,265.46,274.99,283.55,282.17,272.74,279.57,278.79,257.83,256.61,259.3,250.43,260.51,260.69,252.56,246.12,254.76,253.43,251.8,249.83,242.17,233.62,246.48,259.96,267.42,249.07,236.23,250.1,232.25,234.02,235.5,243.72,249.55,241.78,252.9,260.68,256.0,250.64,249.21,240.13,243.71,243.65,242.87,234.18,242.15,234.63,235.05,232.25,231.34,229.39,230.56,229.65,237.07,228.27,235.93,234.59,225.41,216.17,226.22,227.24,224.53,218.68,229.29,232.2,222.52,232.19,223.67,234.36,239.08,237.43,223.9,242.87,231.65,238.07,233.79,234.43,222.86,222.04,220.11,214.34,211.93,216.01
1041,B,False,554.53,526.1,549.1,553.09,554.63,537.61,521.23,548.22,538.3,524.19,527.16,504.47,514.35,537.15,521.37,536.12,517.45,530.04,525.36,544.95,537.43,530.57,538.7,547.93,554.73,539.51,545.24,538.26,534.59,535.34,533.84,544.49,520.38,543.78,563.64,555.51,535.56,520.26,517.85,524.7,537.47,527.53,526.06,512.83,507.48,518.03,540.28,526.88,540.49,544.38,557.97,575.17,583.8,591.24,581.84,583.82,613.33,588.81,583.9,579.57,589.7,587.24,585.77,586.83,585.66,572.62,565.53,564.77,564.75,553.54,554.54,556.4,545.87,556.57,539.68,543.32,533.67,518.98,526.11,515.39,517.11,532.16,523.2,531.19,538.16,535.48,528.12,522.08,539.34,537.57,540.33,535.14,539.7,524.79,520.77,503.89,498.14,492.67,487.16,486.69,477.17,475.44,461.68,468.19,465.05,472.83,474.03,458.97,449.45,445.63,453.69,456.91,455.33,447.26,452.14,444.03,433.02
1042,B,False,646.25,650.15,637.28,634.74,633.68,628.65,646.5,641.13,631.39,625.83,640.22,636.98,628.16,632.52,623.47,627.55,634.72,621.0,605.31,598.78,604.76,609.15,607.27,617.02,624.09,625.02,628.4,642.31,648.95,663.82,653.56,643.19,646.8,657.48,660.57,662.38,630.01,633.2,638.62,644.65,625.87,623.36,598.89,595.28,594.85,598.78,594.9,589.26,604.77,606.43,608.96,620.37,631.35,620.31,634.61,639.64,655.07,661.89,655.0,665.87,656.04,641.41,653.14,656.72,652.62,650.51,637.95,623.3,619.96,616.88,630.81,646.22,635.17,642.07,632.83,633.75,615.48,630.73,628.17,615.88,616.8,616.08,601.9,592.5,576.07,583.12,578.7,579.56,573.98,575.66,573.59,572.52,581.61,591.88,599.12,598.68,608.0,614.69,628.19,640.98,641.47,647.88,661.38,658.43,672.88,664.52,657.52,629.77,635.88,621.43,622.34,615.85,603.27,623.4,623.1,624.85,621.69
1043,B,False,910.56,901.5,914.43,916.76,916.05,955.61,960.86,958.42,957.48,990.65,996.29,993.43,990.51,987.29,971.17,958.66,960.07,927.64,909.71,911.87,902.06,881.14,869.21,860.57,855.07,845.56,859.41,857.71,835.85,836.65,843.65,861.74,833.68,827.27,833.11,829.3,827.17,839.06,840.3,850.56,845.07,845.42,856.83,854.44,876.34,886.57,886.51,891.37,863.94,856.91,819.99,789.88,782.36,783.16,764.94,755.11,739.3,742.07,743.66,744.63,748.22,741.53,734.31,741.97,746.14,760.34,758.52,773.1,776.01,775.5,777.74,754.23,740.4,723.63,701.77,708.39,705.94,690.78,682.37,676.56,663.04,671.49,656.87,643.26,640.86,647.74,633.7,617.07,623.54,610.6,600.43,601.94,598.16,599.12,604.53,610.81,606.8,622.97,618.78,623.96,628.62,621.5,644.0,625.43,608.51,618.98,633.75,647.02,666.44,658.24,659.66,645.86,628.14,598.81,586.76,585.93,591.31
1044,B,False,117.59,117.07,125.71,124.61,123.75,128.32,127.29,125.67,126.83,125.48,125.53,121.39,124.16,123.6,125.39,124.45,123.46,128.12,124.72,129.1,132.9,132.97,128.76,128.1,121.83,131.35,133.91,130.39,134.65,133.63,136.68,135.24,130.47,131.81,126.13,128.8,131.06,132.89,130.67,134.88,134.74,137.17,136.48,140.21,139.02,135.38,133.05,135.86,136.63,140.07,141.96,134.51,136.46,141.8,145.92,144.22,137.39,140.09,139.04,132.61,130.3,130.45,132.78,132.02,131.76,133.92,133.45,131.94,133.56,133.98,133.61,131.45,123.5,123.73,120.95,116.95,120.04,123.36,119.95,115.53,110.73,110.07,111.69,111.14,110.25,113.67,112.75,115.59,114.69,113.56,110.5,110.14,108.29,104.22,107.0,107.14,106.27,105.72,99.131,98.082,102.57,101.98,102.72,98.394,101.76,100.63,96.758,96.104,99.44,96.817,94.237,98.062,95.452,94.466,96.034,99.358,98.59
1045,B,True,222.9,227.56,232.11,229.26,233.59,224.8,224.49,229.13,226.13,228.87,228.33,220.49,217.3,230.58,234.61,228.94,217.63,224.63,233.99,266.52,272.59,286.02,281.35,283.77,280.69,280.44,281.47,287.09,287.18,283.77,289.75,297.37,297.16,309.42,324.38,319.83,327.45,333.53,340.47,331.84,340.37,337.45,323.48,311.18,308.0,304.81,313.2,313.14,313.74,303.08,295.9,293.98,299.09,303.1,305.62,312.32,321.44,329.62,329.3,328.45,347.38,361.96,366.16,368.31,364.2,375.56,369.86,382.39,394.43,411.5,408.83,417.84,417.69,433.6,435.88,449.64,449.19,450.35,446.24,448.78,435.01,438.06,436.54,433.96,422.65,441.58,442.21,448.01,456.28,460.53,464.58,469.97,453.96,462.87,464.01,471.51,467.3,483.31,485.99,487.38,500.04,491.59,498.63,501.18,530.15,520.62,520.12,529.27,526.71,529.39,515.35,519.52,520.37,512.84,526.94,506.44,501.54
1046,B,False,552.21,541.67,540.29,538.18,536.1,531.45,529.78,526.36,532.21,538.86,544.08,546.51,550.66,548.13,548.93,545.35,543.01,550.24,535.81,531.5,531.71,520.76,517.04,507.56,506.19,507.66,511.83,509.25,518.78,502.92,484.71,484.05,489.39,489.91,489.07,488.32,482.07,479.65,490.1,496.14,493.77,502.15,487.58,481.46,487.95,479.14,458.07,440.41,449.43,435.76,444.75,439.66,432.19,432.67,424.89,430.75,424.71,427.54,434.55,429.05,425.29,416.36,420.53,412.75,416.65,410.26,419.69,415.93,420.83,418.54,406.6,419.83,415.82,411.55,413.53,420.11,420.37,420.18,428.59,436.24,448.54,452.6,455.26,464.56,468.36,465.6,446.52,443.99,433.04,428.68,416.44,404.38,408.66,401.56,410.03,388.25,387.99,405.66,407.7,399.42,399.48,416.3,424.22,428.25,445.99,454.58,460.17,445.39,435.47,434.08,441.18,427.54,420.96,405.91,407.87,402.49,403.02
