,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15,SAVNCPP_16,SAVNCPP_17,SAVNCPP_18,SAVNCPP_19,SAVNCPP_20,SAVNCPP_21,SAVNCPP_22,SAVNCPP_23,SAVNCPP_24,SAVNCPP_25,SAVNCPP_26,SAVNCPP_27,SAVNCPP_28,SAVNCPP_29,SAVNCPP_30,SAVNCPP_31,SAVNCPP_32,SAVNCPP_33,SAVNCPP_34,SAVNCPP_35,SAVNCPP_36,SAVNCPP_37,SAVNCPP_38,SAVNCPP_39,SAVNCPP_40,SAVNCPP_41,SAVNCPP_42,SAVNCPP_43,SAVNCPP_44,SAVNCPP_45,SAVNCPP_46,SAVNCPP_47,SAVNCPP_48,SAVNCPP_49,SAVNCPP_50,SAVNCPP_51,SAVNCPP_52,SAVNCPP_53,SAVNCPP_54,SAVNCPP_55,SAVNCPP_56,SAVNCPP_57,SAVNCPP_58,SAVNCPP_59,SAVNCPP_60,SAVNCPP_61,SAVNCPP_62,SAVNCPP_63,SAVNCPP_64,SAVNCPP_65,SAVNCPP_66,SAVNCPP_67,SAVNCPP_68,SAVNCPP_69,SAVNCPP_70,SAVNCPP_71,SAVNCPP_72,SAVNCPP_73,SAVNCPP_74,SAVNCPP_75,SAVNCPP_76,SAVNCPP_77,SAVNCPP_78,SAVNCPP_79,SAVNCPP_80,SAVNCPP_81,SAVNCPP_82,SAVNCPP_83,SAVNCPP_84,SAVNCPP_85,SAVNCPP_86,SAVNCPP_87,SAVNCPP_88,SAVNCPP_89,SAVNCPP_90,SAVNCPP_91,SAVNCPP_92,SAVNCPP_93,SAVNCPP_94,SAVNCPP_95,SAVNCPP_96,SAVNCPP_97,SAVNCPP_98,SAVNCPP_99,SAVNCPP_100,SAVNCPP_101,SAVNCPP_102,SAVNCPP_103,SAVNCPP_104,SAVNCPP_105,SAVNCPP_106,SAVNCPP_107,SAVNCPP_108,SAVNCPP_109,SAVNCPP_110,SAVNCPP_111,SAVNCPP_112,SAVNCPP_113,SAVNCPP_114,SAVNCPP_115,SAVNCPP_116,SAVNCPP_117,SAVNCPP_118,SAVNCPP_119
36,B,False,1782700000000.0,3443300000000.0,2473500000000.0,2333300000000.0,1640400000000.0,2470800000000.0,3200700000000.0,3286500000000.0,2910500000000.0,2738300000000.0,2645800000000.0,2505300000000.0,2288400000000.0,1450800000000.0,1273300000000.0,2831100000000.0,1704100000000.0,1704200000000.0,1215000000000.0,1620000000000.0,2247200000000.0,1831100000000.0,1193200000000.0,706970000000.0,2001800000000.0,2002000000000.0,2015300000000.0,1976000000000.0,2073600000000.0,1189300000000.0,1816600000000.0,2000400000000.0,1896600000000.0,1683500000000.0,1523100000000.0,1474400000000.0,1494000000000.0,1603400000000.0,441140000000.0,393680000000.0,793370000000.0,443570000000.0,1893800000000.0,1706000000000.0,785310000000.0,1827300000000.0,297040000000.0,1341500000000.0,1376500000000.0,2209100000000.0,1426500000000.0,2487000000000.0,2348100000000.0,1402600000000.0,421390000000.0,1574400000000.0,1234400000000.0,1309400000000.0,2672500000000.0,2831400000000.0,1261200000000.0,2171700000000.0,2033800000000.0,1665800000000.0,1130200000000.0,1537300000000.0,1993500000000.0,994060000000.0,1254400000000.0,1424800000000.0,2118600000000.0,2398100000000.0,2239400000000.0,2080000000000.0,1976700000000.0,2581000000000.0,1763800000000.0,2348900000000.0,2481500000000.0,2540800000000.0,2638300000000.0,1561600000000.0,2009100000000.0,2488400000000.0,2020700000000.0,2979400000000.0,2236300000000.0,1762600000000.0,1805200000000.0,1197500000000.0,537920000000.0,1483900000000.0,967050000000.0,1731100000000.0,2116000000000.0,1279700000000.0,1987600000000.0,1685000000000.0,1813000000000.0,3182100000000.0,2992900000000.0,3706700000000.0,3955200000000.0,4141600000000.0,4704500000000.0,3086600000000.0,3759900000000.0,4372400000000.0,3974000000000.0,2758700000000.0,2372700000000.0,2651300000000.0,1590600000000.0,2696500000000.0,1776000000000.0,2612500000000.0,2767500000000.0,3026000000000.0,3112300000000.0
37,B,False,1378100000000.0,1024700000000.0,1055200000000.0,467920000000.0,851240000000.0,455140000000.0,1366700000000.0,1086700000000.0,1006900000000.0,612740000000.0,891580000000.0,893690000000.0,1164800000000.0,1397600000000.0,1470600000000.0,1115400000000.0,1319100000000.0,1057300000000.0,1439300000000.0,721710000000.0,962830000000.0,703030000000.0,358340000000.0,1139900000000.0,1153600000000.0,438530000000.0,451080000000.0,833850000000.0,905460000000.0,953910000000.0,925420000000.0,1418900000000.0,703280000000.0,1013400000000.0,484650000000.0,1055200000000.0,1097100000000.0,1157000000000.0,1555100000000.0,1995900000000.0,2223200000000.0,1504800000000.0,1573500000000.0,1839900000000.0,1833300000000.0,1967500000000.0,2333900000000.0,2259200000000.0,1521900000000.0,1615600000000.0,2773100000000.0,2481500000000.0,2786500000000.0,3033100000000.0,3545600000000.0,3064900000000.0,3534800000000.0,4381700000000.0,4186600000000.0,4093000000000.0,3742300000000.0,3624600000000.0,3906000000000.0,4512700000000.0,4373800000000.0,3807000000000.0,3452600000000.0,4387900000000.0,5282600000000.0,3485200000000.0,3829800000000.0,3677100000000.0,5455800000000.0,4364600000000.0,3693400000000.0,3482600000000.0,3301500000000.0,3297900000000.0,2711000000000.0,3507400000000.0,3596000000000.0,2405700000000.0,2555700000000.0,3233000000000.0,3171700000000.0,3001800000000.0,2181500000000.0,1987600000000.0,2008800000000.0,2305400000000.0,2462500000000.0,1791200000000.0,2199200000000.0,1436800000000.0,1477700000000.0,2056000000000.0,2003800000000.0,2270800000000.0,1478500000000.0,547700000000.0,189160000000.0,938290000000.0,1313700000000.0,1039000000000.0,880910000000.0,441100000000.0,1378600000000.0,852650000000.0,799590000000.0,737010000000.0,499550000000.0,537950000000.0,493150000000.0,731800000000.0,372710000000.0,798370000000.0,1019200000000.0,1081100000000.0,1334700000000.0
38,B,False,2473500000000.0,2333300000000.0,1640400000000.0,2470800000000.0,3200700000000.0,3286500000000.0,2910500000000.0,2738300000000.0,2645800000000.0,2505300000000.0,2288400000000.0,1450800000000.0,1273300000000.0,2831100000000.0,1704100000000.0,1704200000000.0,1215000000000.0,1620000000000.0,2247200000000.0,1831100000000.0,1193200000000.0,706970000000.0,2001800000000.0,2002000000000.0,2015300000000.0,1976000000000.0,2073600000000.0,1189300000000.0,1816600000000.0,2000400000000.0,1896600000000.0,1683500000000.0,1523100000000.0,1474400000000.0,1494000000000.0,1603400000000.0,441140000000.0,393680000000.0,793370000000.0,443570000000.0,1893800000000.0,1706000000000.0,785310000000.0,1827300000000.0,297040000000.0,1341500000000.0,1376500000000.0,2209100000000.0,1426500000000.0,2487000000000.0,2348100000000.0,1402600000000.0,421390000000.0,1574400000000.0,1234400000000.0,1309400000000.0,2672500000000.0,2831400000000.0,1261200000000.0,2171700000000.0,2033800000000.0,1665800000000.0,1130200000000.0,1537300000000.0,1993500000000.0,994060000000.0,1254400000000.0,1424800000000.0,2118600000000.0,2398100000000.0,2239400000000.0,2080000000000.0,1976700000000.0,2581000000000.0,1763800000000.0,2348900000000.0,2481500000000.0,2540800000000.0,2638300000000.0,1561600000000.0,2009100000000.0,2488400000000.0,2020700000000.0,2979400000000.0,2236300000000.0,1762600000000.0,1805200000000.0,1197500000000.0,537920000000.0,1483900000000.0,967050000000.0,1731100000000.0,2116000000000.0,1279700000000.0,1987600000000.0,1685000000000.0,1813000000000.0,3182100000000.0,2992900000000.0,3706700000000.0,3955200000000.0,4141600000000.0,4704500000000.0,3086600000000.0,3759900000000.0,4372400000000.0,3974000000000.0,2758700000000.0,2372700000000.0,2651300000000.0,1590600000000.0,2696500000000.0,1776000000000.0,2612500000000.0,2767500000000.0,3026000000000.0,3112300000000.0,2526300000000.0,2763100000000.0
39,B,False,479530000000.0,306070000000.0,467000000000.0,506920000000.0,341610000000.0,659530000000.0,659600000000.0,1191500000000.0,1109600000000.0,885760000000.0,989110000000.0,1267600000000.0,1639700000000.0,1568900000000.0,1337400000000.0,1378100000000.0,1024700000000.0,1055200000000.0,467920000000.0,851240000000.0,455140000000.0,1366700000000.0,1086700000000.0,1006900000000.0,612740000000.0,891580000000.0,893690000000.0,1164800000000.0,1397600000000.0,1470600000000.0,1115400000000.0,1319100000000.0,1057300000000.0,1439300000000.0,721710000000.0,962830000000.0,703030000000.0,358340000000.0,1139900000000.0,1153600000000.0,438530000000.0,451080000000.0,833850000000.0,905460000000.0,953910000000.0,925420000000.0,1418900000000.0,703280000000.0,1013400000000.0,484650000000.0,1055200000000.0,1097100000000.0,1157000000000.0,1555100000000.0,1995900000000.0,2223200000000.0,1504800000000.0,1573500000000.0,1839900000000.0,1833300000000.0,1967500000000.0,2333900000000.0,2259200000000.0,1521900000000.0,1615600000000.0,2773100000000.0,2481500000000.0,2786500000000.0,3033100000000.0,3545600000000.0,3064900000000.0,3534800000000.0,4381700000000.0,4186600000000.0,4093000000000.0,3742300000000.0,3624600000000.0,3906000000000.0,4512700000000.0,4373800000000.0,3807000000000.0,3452600000000.0,4387900000000.0,5282600000000.0,3485200000000.0,3829800000000.0,3677100000000.0,5455800000000.0,4364600000000.0,3693400000000.0,3482600000000.0,3301500000000.0,3297900000000.0,2711000000000.0,3507400000000.0,3596000000000.0,2405700000000.0,2555700000000.0,3233000000000.0,3171700000000.0,3001800000000.0,2181500000000.0,1987600000000.0,2008800000000.0,2305400000000.0,2462500000000.0,1791200000000.0,2199200000000.0,1436800000000.0,1477700000000.0,2056000000000.0,2003800000000.0,2270800000000.0,1478500000000.0,547700000000.0,189160000000.0,938290000000.0,1313700000000.0,1039000000000.0
40,B,False,1097100000000.0,1157000000000.0,1555100000000.0,1995900000000.0,2223200000000.0,1504800000000.0,1573500000000.0,1839900000000.0,1833300000000.0,1967500000000.0,2333900000000.0,2259200000000.0,1521900000000.0,1615600000000.0,2773100000000.0,2481500000000.0,2786500000000.0,3033100000000.0,3545600000000.0,3064900000000.0,3534800000000.0,4381700000000.0,4186600000000.0,4093000000000.0,3742300000000.0,3624600000000.0,3906000000000.0,4512700000000.0,4373800000000.0,3807000000000.0,3452600000000.0,4387900000000.0,5282600000000.0,3485200000000.0,3829800000000.0,3677100000000.0,5455800000000.0,4364600000000.0,3693400000000.0,3482600000000.0,3301500000000.0,3297900000000.0,2711000000000.0,3507400000000.0,3596000000000.0,2405700000000.0,2555700000000.0,3233000000000.0,3171700000000.0,3001800000000.0,2181500000000.0,1987600000000.0,2008800000000.0,2305400000000.0,2462500000000.0,1791200000000.0,2199200000000.0,1436800000000.0,1477700000000.0,2056000000000.0,2003800000000.0,2270800000000.0,1478500000000.0,547700000000.0,189160000000.0,938290000000.0,1313700000000.0,1039000000000.0,880910000000.0,441100000000.0,1378600000000.0,852650000000.0,799590000000.0,737010000000.0,499550000000.0,537950000000.0,493150000000.0,731800000000.0,372710000000.0,798370000000.0,1019200000000.0,1081100000000.0,1334700000000.0,1151000000000.0,1594300000000.0,1794900000000.0,2475400000000.0,2630700000000.0,3108700000000.0,1963300000000.0,2104900000000.0,2187600000000.0,2452600000000.0,1643900000000.0,2193000000000.0,1657200000000.0,2043600000000.0,1882100000000.0,1638200000000.0,2105400000000.0,1437800000000.0,2051900000000.0,1787400000000.0,1515000000000.0,1560400000000.0,1320000000000.0,1794000000000.0,1450300000000.0,1531300000000.0,1466200000000.0,549730000000.0,913600000000.0,1500100000000.0,1328000000000.0,1134600000000.0,1672700000000.0,998390000000.0,995050000000.0,1048000000000.0
41,B,False,1931800000000.0,2131700000000.0,1422000000000.0,2004600000000.0,1908800000000.0,1741200000000.0,1760100000000.0,2303400000000.0,1922500000000.0,1842300000000.0,1862000000000.0,1974900000000.0,2377100000000.0,2328700000000.0,2885600000000.0,2737300000000.0,1879900000000.0,2203000000000.0,2738600000000.0,2793900000000.0,2316700000000.0,2773600000000.0,3089800000000.0,3215800000000.0,3118900000000.0,2607200000000.0,2459400000000.0,2241700000000.0,2460800000000.0,2560100000000.0,2701200000000.0,2791300000000.0,2419500000000.0,1688600000000.0,1657900000000.0,2394800000000.0,783330000000.0,1610900000000.0,2052600000000.0,2647900000000.0,3037500000000.0,2351300000000.0,2699700000000.0,2417500000000.0,2823000000000.0,3149000000000.0,2704300000000.0,2665100000000.0,2397800000000.0,1933200000000.0,1331500000000.0,2052300000000.0,2276000000000.0,2310400000000.0,2548900000000.0,1869100000000.0,618470000000.0,672850000000.0,1306500000000.0,977230000000.0,1634000000000.0,2419700000000.0,2304800000000.0,1669600000000.0,2706500000000.0,2293200000000.0,1237700000000.0,1664800000000.0,1906800000000.0,1219300000000.0,1257500000000.0,1836000000000.0,744250000000.0,747390000000.0,1803500000000.0,397550000000.0,1543200000000.0,1130800000000.0,1173800000000.0,1661600000000.0,1762900000000.0,2072000000000.0,1463000000000.0,2422700000000.0,2111100000000.0,1325700000000.0,1341600000000.0,1002200000000.0,1077000000000.0,1183400000000.0,1920700000000.0,1807100000000.0,1678900000000.0,1337700000000.0,1833400000000.0,1665400000000.0,1203600000000.0,1147500000000.0,922700000000.0,1325800000000.0,2130100000000.0,1200500000000.0,954850000000.0,1109200000000.0,1003300000000.0,942860000000.0,1064200000000.0,691630000000.0,1264600000000.0,750320000000.0,908520000000.0,761660000000.0,1117600000000.0,1484200000000.0,1445900000000.0,1632800000000.0,1339000000000.0,409270000000.0,976830000000.0
42,B,False,2161500000000.0,2277000000000.0,2313500000000.0,2449900000000.0,3075200000000.0,3440500000000.0,3013000000000.0,3689700000000.0,2632700000000.0,2834900000000.0,2584900000000.0,2402100000000.0,2092000000000.0,2540300000000.0,2296500000000.0,2028800000000.0,2739800000000.0,2000700000000.0,1904300000000.0,2237000000000.0,2556800000000.0,2132600000000.0,2587000000000.0,4091600000000.0,2647400000000.0,3176400000000.0,2486200000000.0,2386100000000.0,3234200000000.0,2620800000000.0,2468900000000.0,2386500000000.0,2328000000000.0,2287300000000.0,2403500000000.0,2098600000000.0,1938900000000.0,2239600000000.0,2641500000000.0,2365100000000.0,2180200000000.0,2157200000000.0,2155900000000.0,3101800000000.0,2068900000000.0,1995100000000.0,2530200000000.0,2502600000000.0,2560500000000.0,3665300000000.0,3506600000000.0,3591500000000.0,3330600000000.0,3413900000000.0,2902700000000.0,3325500000000.0,3209300000000.0,3099800000000.0,2801000000000.0,2752500000000.0,2704100000000.0,3174000000000.0,3165900000000.0,2573600000000.0,2858300000000.0,2940600000000.0,2698200000000.0,2503900000000.0,2853100000000.0,3109800000000.0,2996400000000.0,2824600000000.0,2859100000000.0,2756800000000.0,2768500000000.0,2618800000000.0,3068000000000.0,3583500000000.0,3092800000000.0,2696300000000.0,2367300000000.0,2931900000000.0,2936000000000.0,2668100000000.0,2873800000000.0,2922800000000.0,3230100000000.0,3029600000000.0,2654200000000.0,1862300000000.0,2342100000000.0,2321700000000.0,2927200000000.0,2342900000000.0,2685200000000.0,2431700000000.0,1848400000000.0,2606000000000.0,2346900000000.0,2249400000000.0,2643600000000.0,2923800000000.0,2218200000000.0,2277600000000.0,2093600000000.0,2312600000000.0,2008600000000.0,1617800000000.0,1978000000000.0,1996500000000.0,2112300000000.0,1828200000000.0,2004400000000.0,2385900000000.0,2036700000000.0,1932200000000.0,1993000000000.0,1909300000000.0,1936300000000.0
43,B,False,682950000000.0,661950000000.0,106410000000.0,466240000000.0,379930000000.0,254190000000.0,547470000000.0,794880000000.0,1137300000000.0,1312200000000.0,1443600000000.0,1015200000000.0,1103900000000.0,1413300000000.0,1506300000000.0,1585000000000.0,1403000000000.0,1299700000000.0,1714100000000.0,1481200000000.0,1042400000000.0,1428600000000.0,1135100000000.0,1023500000000.0,1109100000000.0,1326700000000.0,786300000000.0,1034100000000.0,830000000000.0,1144000000000.0,943070000000.0,1125000000000.0,1232000000000.0,1261800000000.0,1323100000000.0,1627200000000.0,1231000000000.0,868810000000.0,1431000000000.0,1469500000000.0,2046900000000.0,2020600000000.0,1937100000000.0,2210800000000.0,1953200000000.0,1169300000000.0,1369500000000.0,1835600000000.0,1403900000000.0,2420200000000.0,1025600000000.0,1221200000000.0,1641600000000.0,1752400000000.0,2358100000000.0,2691200000000.0,1909200000000.0,3444300000000.0,3399800000000.0,4516400000000.0,3600500000000.0,5491300000000.0,4781100000000.0,3495700000000.0,4604100000000.0,3398400000000.0,3839700000000.0,2512600000000.0,1846900000000.0,1465500000000.0,2122100000000.0,1389500000000.0,1792200000000.0,1919600000000.0,1663900000000.0,1795400000000.0,916240000000.0,1363700000000.0,1775000000000.0,1752000000000.0,2223600000000.0,2789500000000.0,2302700000000.0,3454000000000.0,3934000000000.0,3610100000000.0,2761100000000.0,3209500000000.0,3128600000000.0,3615300000000.0,2555900000000.0,2195200000000.0,2089800000000.0,2231300000000.0,1926700000000.0,1111800000000.0,1402400000000.0,2104900000000.0,2219900000000.0,1159600000000.0,1088500000000.0,1161000000000.0,890070000000.0,804590000000.0,1149400000000.0,84262000000.0,851470000000.0,491230000000.0,1584000000000.0,1203100000000.0,898260000000.0,1818200000000.0,1679600000000.0,1858200000000.0,1390000000000.0,717990000000.0,1109300000000.0,975840000000.0,1745000000000.0
44,B,False,1002200000000.0,1077000000000.0,1183400000000.0,1920700000000.0,1807100000000.0,1678900000000.0,1337700000000.0,1833400000000.0,1665400000000.0,1203600000000.0,1147500000000.0,922700000000.0,1325800000000.0,2130100000000.0,1200500000000.0,954850000000.0,1109200000000.0,1003300000000.0,942860000000.0,1064200000000.0,691630000000.0,1264600000000.0,750320000000.0,908520000000.0,761660000000.0,1117600000000.0,1484200000000.0,1445900000000.0,1632800000000.0,1339000000000.0,409270000000.0,976830000000.0,1007700000000.0,821800000000.0,862490000000.0,566290000000.0,479910000000.0,1014300000000.0,1515000000000.0,1439500000000.0,1540100000000.0,1359800000000.0,1104000000000.0,977520000000.0,1888700000000.0,708670000000.0,177250000000.0,377270000000.0,596430000000.0,1127100000000.0,903080000000.0,1077000000000.0,637070000000.0,1202900000000.0,360000000000.0,378030000000.0,392210000000.0,770900000000.0,742370000000.0,452180000000.0,164040000000.0,354640000000.0,65928000000.0,504920000000.0,599170000000.0,901280000000.0,511130000000.0,173490000000.0,475730000000.0,218040000000.0,379970000000.0,132200000000.0,609420000000.0,1126500000000.0,237610000000.0,1010000000000.0,972320000000.0,1024700000000.0,705560000000.0,1173700000000.0,1129100000000.0,865130000000.0,987890000000.0,810620000000.0,1368800000000.0,1227400000000.0,1695000000000.0,870300000000.0,1244800000000.0,1318300000000.0,1685200000000.0,1085700000000.0,1697200000000.0,1666800000000.0,1355700000000.0,809830000000.0,1162600000000.0,1108500000000.0,952060000000.0,572600000000.0,822850000000.0,528660000000.0,986790000000.0,702100000000.0,926850000000.0,1399200000000.0,1727600000000.0,1343700000000.0,1633900000000.0,1773400000000.0,1121500000000.0,1787400000000.0,1713000000000.0,1854400000000.0,2257400000000.0,2086800000000.0,1431400000000.0,1730000000000.0,1218600000000.0
45,B,False,2932500000000.0,4342100000000.0,3666500000000.0,4311900000000.0,4339600000000.0,5318200000000.0,5754800000000.0,4788000000000.0,4633700000000.0,4882600000000.0,3724200000000.0,3536300000000.0,3053100000000.0,3064600000000.0,3380000000000.0,2749700000000.0,3702200000000.0,3080400000000.0,3124900000000.0,4018100000000.0,2847700000000.0,2980400000000.0,2511900000000.0,1927900000000.0,2890600000000.0,2990100000000.0,2715600000000.0,2834200000000.0,3413700000000.0,3356600000000.0,2956700000000.0,2545800000000.0,2340400000000.0,1717100000000.0,1040900000000.0,2038800000000.0,2246600000000.0,2240700000000.0,2293800000000.0,2005800000000.0,1393500000000.0,2336800000000.0,3307700000000.0,2707800000000.0,3041100000000.0,1289600000000.0,2250800000000.0,2807300000000.0,2267700000000.0,1882700000000.0,1918000000000.0,1403600000000.0,1881500000000.0,2217600000000.0,1464500000000.0,1528200000000.0,2571200000000.0,1830900000000.0,2800000000000.0,1965600000000.0,2838900000000.0,2254700000000.0,2348200000000.0,2089700000000.0,2731100000000.0,2981100000000.0,2593600000000.0,3101500000000.0,2337200000000.0,1661700000000.0,1842400000000.0,1829400000000.0,2442600000000.0,2790100000000.0,2437300000000.0,2013100000000.0,1979000000000.0,1749200000000.0,1536900000000.0,1026600000000.0,1896700000000.0,1782100000000.0,1674200000000.0,2621800000000.0,1828900000000.0,2451900000000.0,2862000000000.0,2435000000000.0,1780000000000.0,2606900000000.0,2330500000000.0,2087400000000.0,2240600000000.0,2428400000000.0,1690700000000.0,1025500000000.0,1410900000000.0,1282700000000.0,1574300000000.0,1650900000000.0,1907100000000.0,1673200000000.0,2361900000000.0,2030600000000.0,2558900000000.0,1927000000000.0,1780800000000.0,2416200000000.0,1934900000000.0,1889900000000.0,1971200000000.0,1074000000000.0,1306000000000.0,1264200000000.0,1145700000000.0,1500100000000.0,1659500000000.0,1575200000000.0,1805000000000.0
46,B,False,1987100000000.0,745210000000.0,2191900000000.0,2153700000000.0,1457700000000.0,964990000000.0,1981700000000.0,1771900000000.0,871530000000.0,363860000000.0,873370000000.0,2070000000000.0,1365100000000.0,1003600000000.0,2060800000000.0,832560000000.0,511390000000.0,1069400000000.0,612100000000.0,853450000000.0,938370000000.0,971040000000.0,769090000000.0,771510000000.0,652480000000.0,1003500000000.0,450610000000.0,490550000000.0,627600000000.0,1498100000000.0,560990000000.0,490870000000.0,580730000000.0,608230000000.0,1414000000000.0,1065000000000.0,1410100000000.0,1340100000000.0,1169600000000.0,736540000000.0,664790000000.0,1759900000000.0,1294800000000.0,573940000000.0,649000000000.0,675780000000.0,651720000000.0,985480000000.0,1225300000000.0,623260000000.0,1137800000000.0,347970000000.0,228160000000.0,1028400000000.0,1636400000000.0,2392900000000.0,943140000000.0,2073100000000.0,817250000000.0,963150000000.0,782990000000.0,416400000000.0,450530000000.0,679550000000.0,1263500000000.0,880560000000.0,726780000000.0,862460000000.0,123020000000.0,907630000000.0,427130000000.0,959000000000.0,2199900000000.0,2872700000000.0,1769600000000.0,1120300000000.0,936550000000.0,2031400000000.0,1771200000000.0,344760000000.0,1024700000000.0,2665400000000.0,2409100000000.0,3738400000000.0,3821700000000.0,2256400000000.0,916060000000.0,1545600000000.0,3361600000000.0,3208200000000.0,2343100000000.0,1033600000000.0,1353900000000.0,2313800000000.0,999160000000.0,3283000000000.0,1339300000000.0,1267700000000.0,4542900000000.0,2630500000000.0,2230300000000.0,2314200000000.0,1459600000000.0,4530200000000.0,1870500000000.0,2549200000000.0,3581400000000.0,8659100000000.0,6717300000000.0,5585300000000.0,6271900000000.0,6403500000000.0,6405300000000.0,3533700000000.0,8423700000000.0,8268200000000.0,8449900000000.0,8982800000000.0,6901100000000.0
47,B,False,1487500000000.0,1639800000000.0,1336000000000.0,1339800000000.0,1310700000000.0,1285100000000.0,1854600000000.0,1933500000000.0,1802400000000.0,1705000000000.0,1550300000000.0,1189400000000.0,1652800000000.0,1146300000000.0,1502700000000.0,1544900000000.0,604310000000.0,1893000000000.0,2573200000000.0,1737600000000.0,1604500000000.0,1333500000000.0,1332200000000.0,1318800000000.0,1283000000000.0,1665400000000.0,2061200000000.0,1332900000000.0,1918900000000.0,2134300000000.0,2472900000000.0,1667400000000.0,1785600000000.0,1724200000000.0,2109500000000.0,2027800000000.0,1973000000000.0,1881500000000.0,1833900000000.0,1545800000000.0,1592200000000.0,1859200000000.0,1846900000000.0,1916800000000.0,2197600000000.0,2555800000000.0,2651800000000.0,2016400000000.0,2352400000000.0,2030100000000.0,1816000000000.0,2104300000000.0,2698900000000.0,1932200000000.0,2027300000000.0,2408300000000.0,2141600000000.0,2397500000000.0,2330600000000.0,2167300000000.0,2255600000000.0,2394200000000.0,1828800000000.0,1735300000000.0,1922000000000.0,1157000000000.0,2131400000000.0,1863100000000.0,1493800000000.0,1555500000000.0,1832600000000.0,1398700000000.0,2228300000000.0,1712700000000.0,1689700000000.0,886720000000.0,984080000000.0,1222100000000.0,1728400000000.0,2346200000000.0,2315100000000.0,1416500000000.0,2141700000000.0,1669800000000.0,1815500000000.0,1826700000000.0,1050300000000.0,2017800000000.0,2105800000000.0,1448900000000.0,1284300000000.0,740360000000.0,1677300000000.0,1763600000000.0,1469200000000.0,1136600000000.0,1053200000000.0,1549200000000.0,778200000000.0,903970000000.0,1153500000000.0,1764800000000.0,967520000000.0,620050000000.0,536790000000.0,838570000000.0,817790000000.0,751280000000.0,717560000000.0,783990000000.0,402640000000.0,404200000000.0,285380000000.0,482050000000.0,297190000000.0,372450000000.0,661930000000.0,801580000000.0,628710000000.0
48,B,False,320310000000.0,910840000000.0,937090000000.0,776110000000.0,309760000000.0,493360000000.0,709120000000.0,753590000000.0,696310000000.0,577920000000.0,442950000000.0,759080000000.0,694620000000.0,815230000000.0,882250000000.0,631120000000.0,776840000000.0,785520000000.0,859410000000.0,878570000000.0,775050000000.0,687000000000.0,719960000000.0,1089300000000.0,1005700000000.0,665930000000.0,833540000000.0,809150000000.0,582710000000.0,753130000000.0,524840000000.0,260380000000.0,574130000000.0,444040000000.0,114930000000.0,396340000000.0,288030000000.0,32717000000.0,275470000000.0,249600000000.0,461570000000.0,249390000000.0,346380000000.0,435600000000.0,307350000000.0,280410000000.0,657380000000.0,320370000000.0,30949000000.0,217410000000.0,249970000000.0,615810000000.0,556280000000.0,166560000000.0,217680000000.0,161510000000.0,219330000000.0,367190000000.0,36514000000.0,428700000000.0,313530000000.0,587000000000.0,445310000000.0,562050000000.0,768220000000.0,478410000000.0,1147200000000.0,751490000000.0,1004200000000.0,649500000000.0,765450000000.0,436090000000.0,536080000000.0,493630000000.0,253910000000.0,677240000000.0,523700000000.0,760230000000.0,1125600000000.0,651100000000.0,853130000000.0,708840000000.0,770860000000.0,910900000000.0,702540000000.0,859700000000.0,768310000000.0,668510000000.0,724500000000.0,863330000000.0,415070000000.0,724900000000.0,815560000000.0,1011000000000.0,750490000000.0,862060000000.0,705090000000.0,461920000000.0,488530000000.0,511810000000.0,360710000000.0,438510000000.0,455680000000.0,206770000000.0,371840000000.0,275060000000.0,336980000000.0,371050000000.0,450020000000.0,636110000000.0,439180000000.0,542730000000.0,1130800000000.0,492480000000.0,1026400000000.0,706950000000.0,1243500000000.0,938740000000.0,1008500000000.0
