,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60,MEANGBH_61,MEANGBH_62,MEANGBH_63,MEANGBH_64,MEANGBH_65,MEANGBH_66,MEANGBH_67,MEANGBH_68,MEANGBH_69,MEANGBH_70,MEANGBH_71,MEANGBH_72,MEANGBH_73,MEANGBH_74,MEANGBH_75,MEANGBH_76,MEANGBH_77,MEANGBH_78,MEANGBH_79,MEANGBH_80,MEANGBH_81,MEANGBH_82,MEANGBH_83,MEANGBH_84,MEANGBH_85,MEANGBH_86,MEANGBH_87,MEANGBH_88,MEANGBH_89,MEANGBH_90,MEANGBH_91,MEANGBH_92,MEANGBH_93,MEANGBH_94,MEANGBH_95,MEANGBH_96,MEANGBH_97,MEANGBH_98,MEANGBH_99,MEANGBH_100,MEANGBH_101,MEANGBH_102,MEANGBH_103,MEANGBH_104,MEANGBH_105,MEANGBH_106,MEANGBH_107,MEANGBH_108,MEANGBH_109,MEANGBH_110,MEANGBH_111,MEANGBH_112,MEANGBH_113,MEANGBH_114,MEANGBH_115,MEANGBH_116,MEANGBH_117,MEANGBH_118,MEANGBH_119
269,M,False,68.611,68.508,68.386,68.074,68.325,68.471,68.393,69.205,68.734,69.162,69.26,69.799,69.856,70.09,70.514,70.62,70.894,71.48,70.529,71.321,70.872,70.94,70.647,71.014,71.255,71.224,71.092,71.387,71.136,71.298,71.308,71.115,71.003,70.904,71.115,71.071,70.357,70.125,69.457,69.664,68.914,69.29,69.922,70.304,69.892,69.649,71.138,71.179,71.195,71.607,72.059,71.89,72.899,72.763,72.305,72.184,72.557,72.271,71.966,70.905,70.527,69.92,70.615,70.62,69.805,70.384,69.695,70.011,69.636,69.778,70.029,70.353,70.543,70.322,71.152,71.094,71.514,71.761,71.192,71.388,70.917,71.12,71.132,70.445,70.787,71.056,69.834,69.961,69.88,69.484,69.049,68.671,68.922,68.744,68.38,68.818,68.387,68.726,68.808,68.266,68.798,69.319,69.431,69.86,70.374,70.874,71.309,71.431,71.141,71.49,71.451,71.69,71.08,71.018,70.368,70.305,69.371,69.443,69.63
270,M,False,72.542,72.141,71.929,71.698,70.952,70.834,71.645,70.624,71.032,70.944,71.161,71.347,70.911,70.655,71.356,71.445,71.468,70.997,71.219,70.396,69.937,69.48,69.549,69.476,68.946,69.043,69.078,68.183,67.483,67.972,68.034,68.289,68.476,69.625,69.671,70.191,70.26,70.677,70.937,71.065,70.684,70.776,70.822,70.166,69.348,69.262,68.236,68.061,67.403,66.691,66.527,67.638,66.647,66.584,66.848,66.139,66.649,67.324,67.684,67.498,67.124,67.113,67.433,67.386,67.174,66.823,66.633,66.854,66.365,67.375,68.067,68.225,67.898,67.358,67.226,67.356,67.955,68.342,68.743,68.872,68.92,70.342,69.877,70.577,70.31,70.067,69.415,69.026,69.209,68.202,67.863,66.978,65.726,65.51,65.855,65.012,65.18,64.982,65.43,66.012,66.305,67.168,68.269,69.394,69.747,70.302,70.542,71.079,71.537,71.529,72.511,72.338,71.45,70.946,70.929,70.396,70.33,69.729,69.394
271,M,True,71.938,71.74,71.406,71.421,71.285,71.191,70.651,70.768,70.398,69.971,70.128,70.187,69.335,69.951,69.931,69.536,70.313,70.303,71.239,71.429,71.619,71.632,71.718,71.778,72.371,72.059,71.744,71.816,71.199,71.287,70.671,70.901,69.994,70.289,69.779,70.141,69.644,69.857,69.652,69.646,68.997,69.535,69.703,69.843,69.805,70.271,69.97,69.634,69.422,69.687,69.91,69.629,69.195,69.663,69.078,69.559,69.291,69.561,69.49,69.607,69.646,69.389,69.941,69.189,69.267,70.122,69.727,70.941,70.543,71.497,71.074,70.624,70.293,69.928,70.066,69.622,69.389,69.043,68.717,68.974,68.498,68.259,67.804,68.311,68.187,68.351,68.814,69.217,69.715,69.948,69.986,70.573,70.504,70.961,70.975,70.395,69.955,69.651,69.576,69.804,69.564,69.758,69.949,69.773,70.562,69.568,70.293,70.157,69.669,69.526,69.726,69.861,69.976,70.611,70.665,70.563,71.144,71.446,71.766
272,M,False,71.199,71.287,70.671,70.901,69.994,70.289,69.779,70.141,69.644,69.857,69.652,69.646,68.997,69.535,69.703,69.843,69.805,70.271,69.97,69.634,69.422,69.687,69.91,69.629,69.195,69.663,69.078,69.559,69.291,69.561,69.49,69.607,69.646,69.389,69.941,69.189,69.267,70.122,69.727,70.941,70.543,71.497,71.074,70.624,70.293,69.928,70.066,69.622,69.389,69.043,68.717,68.974,68.498,68.259,67.804,68.311,68.187,68.351,68.814,69.217,69.715,69.948,69.986,70.573,70.504,70.961,70.975,70.395,69.955,69.651,69.576,69.804,69.564,69.758,69.949,69.773,70.562,69.568,70.293,70.157,69.669,69.526,69.726,69.861,69.976,70.611,70.665,70.563,71.144,71.446,71.766,71.462,72.274,72.182,72.61,72.126,72.33,72.694,72.647,72.617,72.379,71.457,72.326,70.942,70.703,70.872,70.257,69.438,69.986,69.47,69.347,69.527,70.734,70.023,71.586,71.032,71.643,71.511,71.786
273,M,False,69.561,69.49,69.607,69.646,69.389,69.941,69.189,69.267,70.122,69.727,70.941,70.543,71.497,71.074,70.624,70.293,69.928,70.066,69.622,69.389,69.043,68.717,68.974,68.498,68.259,67.804,68.311,68.187,68.351,68.814,69.217,69.715,69.948,69.986,70.573,70.504,70.961,70.975,70.395,69.955,69.651,69.576,69.804,69.564,69.758,69.949,69.773,70.562,69.568,70.293,70.157,69.669,69.526,69.726,69.861,69.976,70.611,70.665,70.563,71.144,71.446,71.766,71.462,72.274,72.182,72.61,72.126,72.33,72.694,72.647,72.617,72.379,71.457,72.326,70.942,70.703,70.872,70.257,69.438,69.986,69.47,69.347,69.527,70.734,70.023,71.586,71.032,71.643,71.511,71.786,72.387,72.034,71.815,72.165,72.018,71.974,71.119,71.302,72.022,71.495,71.802,71.284,71.607,71.551,71.855,70.925,70.918,70.685,69.984,70.556,70.644,69.694,70.053,70.396,71.209,70.655,71.23,71.289,71.567
274,M,False,72.575,72.291,73.104,72.529,73.208,72.297,72.501,72.919,72.853,72.465,72.031,70.764,71.086,70.341,70.071,69.642,69.793,68.883,68.705,69.25,69.113,69.999,69.834,69.961,71.647,71.365,71.033,71.414,71.56,72.021,71.572,70.786,70.076,69.602,69.405,68.967,68.623,68.283,67.343,66.101,66.012,65.947,65.356,64.845,64.934,65.012,64.51,63.931,64.174,63.805,64.041,64.255,64.565,64.715,64.262,64.299,65.193,65.314,66.011,65.673,65.742,66.965,67.817,68.319,68.187,68.701,68.316,68.45,68.755,68.007,67.035,66.759,66.055,66.322,65.776,65.684,64.886,64.08,64.519,64.413,64.043,64.354,64.13,64.788,65.837,65.559,66.2,66.864,66.898,67.208,66.757,66.658,66.779,66.577,67.541,66.785,66.223,65.478,65.717,65.608,65.131,64.67,64.376,64.378,64.401,63.984,63.517,63.124,63.816,63.881,64.199,64.0,64.009,64.475,64.727,64.789,64.919,65.568,65.134
275,M,True,59.41,58.464,58.232,57.352,57.165,57.032,56.766,56.412,56.284,56.293,55.954,56.405,55.73,56.012,56.12,55.86,56.084,56.021,55.422,55.427,55.736,56.032,55.597,55.868,56.2,57.064,57.179,57.444,58.001,58.655,58.682,58.976,59.746,60.53,60.711,60.464,60.259,59.477,59.254,58.378,57.895,57.608,56.753,56.104,55.588,54.996,55.06,55.058,55.559,55.48,55.845,56.513,56.996,57.63,57.863,58.078,58.371,57.949,58.18,57.978,58.319,58.25,57.214,57.245,56.432,56.311,55.88,55.858,55.539,55.208,55.316,54.671,54.694,54.605,54.307,54.444,54.445,54.082,54.561,54.393,54.926,54.909,55.178,55.437,55.242,55.22,55.367,55.047,54.695,54.667,53.814,53.627,53.305,52.603,52.208,51.566,50.837,50.517,50.204,49.69,50.025,50.096,50.052,50.176,50.223,50.885,51.114,51.421,52.045,52.514,53.032,53.668,53.159,53.15,52.519,51.683,51.171,50.496,50.117
276,M,True,65.646,65.63,65.335,64.634,64.685,64.105,64.342,64.428,65.042,65.542,65.703,65.383,65.406,65.501,65.536,66.02,66.867,67.236,68.705,68.427,69.12,70.013,69.436,69.74,69.766,69.372,69.635,68.936,67.998,67.748,67.126,67.133,66.982,66.637,66.665,66.226,66.949,67.171,66.856,67.261,67.72,67.847,68.008,68.897,69.182,68.854,69.186,69.421,69.322,69.704,69.142,69.637,70.288,69.253,68.824,69.615,69.899,70.025,70.252,70.132,69.789,68.976,68.545,69.342,69.102,68.458,68.653,68.419,68.537,68.648,68.968,68.998,69.857,69.999,70.89,72.21,72.742,73.529,74.06,73.753,74.201,73.191,73.503,72.022,70.89,71.228,70.424,70.531,70.774,70.53,70.573,70.579,70.821,71.245,71.943,71.814,72.449,73.284,73.529,73.809,73.325,74.05,74.826,74.792,75.002,74.793,75.419,74.225,74.303,75.062,74.972,75.382,76.023,75.727,76.188,75.455,75.596,75.281,75.461
277,M,True,68.653,68.419,68.537,68.648,68.968,68.998,69.857,69.999,70.89,72.21,72.742,73.529,74.06,73.753,74.201,73.191,73.503,72.022,70.89,71.228,70.424,70.531,70.774,70.53,70.573,70.579,70.821,71.245,71.943,71.814,72.449,73.284,73.529,73.809,73.325,74.05,74.826,74.792,75.002,74.793,75.419,74.225,74.303,75.062,74.972,75.382,76.023,75.727,76.188,75.455,75.596,75.281,75.461,74.666,75.212,75.197,75.244,75.574,76.157,74.789,74.176,74.497,74.331,74.011,73.523,72.354,72.624,72.387,72.126,71.565,71.965,72.291,72.96,72.868,73.989,74.642,75.011,75.157,76.012,76.396,75.856,74.932,74.67,73.546,73.45,72.617,71.976,71.66,71.501,71.551,71.731,71.626,72.0,71.725,72.477,72.932,73.314,74.365,74.459,73.988,74.171,74.657,74.446,74.835,74.993,74.901,74.813,74.92,75.58,75.383,75.576,75.679,75.373,74.493,74.662,73.422,73.467,73.474,73.982
278,M,True,75.197,75.244,75.574,76.157,74.789,74.176,74.497,74.331,74.011,73.523,72.354,72.624,72.387,72.126,71.565,71.965,72.291,72.96,72.868,73.989,74.642,75.011,75.157,76.012,76.396,75.856,74.932,74.67,73.546,73.45,72.617,71.976,71.66,71.501,71.551,71.731,71.626,72.0,71.725,72.477,72.932,73.314,74.365,74.459,73.988,74.171,74.657,74.446,74.835,74.993,74.901,74.813,74.92,75.58,75.383,75.576,75.679,75.373,74.493,74.662,73.422,73.467,73.474,73.982,74.256,74.594,74.905,75.845,76.392,75.652,76.963,77.874,77.606,78.403,78.816,79.026,79.067,79.003,78.127,77.618,77.591,77.647,78.037,78.305,78.423,78.516,78.187,78.81,79.235,79.566,79.806,79.806,80.064,80.067,80.115,80.122,79.729,79.566,79.537,79.307,79.334,79.57,79.574,79.715,79.646,79.966,79.825,79.657,80.389,80.653,80.485,81.288,81.202,81.87,81.507,82.12,81.953,82.06,81.795
279,M,True,72.291,72.96,72.868,73.989,74.642,75.011,75.157,76.012,76.396,75.856,74.932,74.67,73.546,73.45,72.617,71.976,71.66,71.501,71.551,71.731,71.626,72.0,71.725,72.477,72.932,73.314,74.365,74.459,73.988,74.171,74.657,74.446,74.835,74.993,74.901,74.813,74.92,75.58,75.383,75.576,75.679,75.373,74.493,74.662,73.422,73.467,73.474,73.982,74.256,74.594,74.905,75.845,76.392,75.652,76.963,77.874,77.606,78.403,78.816,79.026,79.067,79.003,78.127,77.618,77.591,77.647,78.037,78.305,78.423,78.516,78.187,78.81,79.235,79.566,79.806,79.806,80.064,80.067,80.115,80.122,79.729,79.566,79.537,79.307,79.334,79.57,79.574,79.715,79.646,79.966,79.825,79.657,80.389,80.653,80.485,81.288,81.202,81.87,81.507,82.12,81.953,82.06,81.795,81.672,81.758,82.593,81.961,81.941,81.778,81.843,81.476,80.988,80.576,80.947,80.596,79.741,79.633,79.27,79.239
280,M,True,80.787,81.247,81.452,81.385,82.313,82.124,82.671,83.606,84.075,84.062,83.941,84.264,83.738,83.541,82.77,83.139,82.853,82.03,81.974,81.26,80.331,80.024,79.721,79.537,79.422,79.105,79.701,79.779,79.614,80.377,80.724,81.159,81.861,82.301,82.648,82.539,82.353,82.375,82.067,81.678,80.871,80.201,79.374,78.364,78.5,78.087,77.592,76.728,76.524,75.691,75.463,75.657,75.729,75.627,75.859,75.683,75.179,75.097,75.49,75.576,75.752,76.275,75.772,76.132,75.822,75.992,76.237,76.303,76.439,77.394,77.631,77.709,77.931,78.416,78.363,78.261,78.609,78.066,77.56,76.47,75.772,74.833,74.697,74.366,74.031,73.393,73.958,74.015,74.037,74.897,75.69,75.83,76.36,76.57,76.983,76.831,77.105,77.078,76.993,77.279,76.91,76.509,75.941,75.817,75.465,75.259,75.158,74.768,74.281,74.142,73.687,73.27,73.68,73.607,73.333,73.107,72.804,72.928,73.253
281,M,False,75.691,75.463,75.657,75.729,75.627,75.859,75.683,75.179,75.097,75.49,75.576,75.752,76.275,75.772,76.132,75.822,75.992,76.237,76.303,76.439,77.394,77.631,77.709,77.931,78.416,78.363,78.261,78.609,78.066,77.56,76.47,75.772,74.833,74.697,74.366,74.031,73.393,73.958,74.015,74.037,74.897,75.69,75.83,76.36,76.57,76.983,76.831,77.105,77.078,76.993,77.279,76.91,76.509,75.941,75.817,75.465,75.259,75.158,74.768,74.281,74.142,73.687,73.27,73.68,73.607,73.333,73.107,72.804,72.928,73.253,73.088,73.454,73.247,73.348,73.369,73.53,74.072,73.902,74.37,74.667,74.951,74.711,75.529,75.965,76.112,75.861,75.988,75.641,75.789,75.474,74.844,73.502,72.811,71.952,71.823,71.666,71.72,72.055,72.447,72.165,72.172,72.702,72.972,73.139,73.506,74.088,74.227,74.077,74.173,73.854,73.991,73.555,73.114,71.729,71.846,71.225,70.443,70.328,70.012
282,M,False,75.859,75.683,75.179,75.097,75.49,75.576,75.752,76.275,75.772,76.132,75.822,75.992,76.237,76.303,76.439,77.394,77.631,77.709,77.931,78.416,78.363,78.261,78.609,78.066,77.56,76.47,75.772,74.833,74.697,74.366,74.031,73.393,73.958,74.015,74.037,74.897,75.69,75.83,76.36,76.57,76.983,76.831,77.105,77.078,76.993,77.279,76.91,76.509,75.941,75.817,75.465,75.259,75.158,74.768,74.281,74.142,73.687,73.27,73.68,73.607,73.333,73.107,72.804,72.928,73.253,73.088,73.454,73.247,73.348,73.369,73.53,74.072,73.902,74.37,74.667,74.951,74.711,75.529,75.965,76.112,75.861,75.988,75.641,75.789,75.474,74.844,73.502,72.811,71.952,71.823,71.666,71.72,72.055,72.447,72.165,72.172,72.702,72.972,73.139,73.506,74.088,74.227,74.077,74.173,73.854,73.991,73.555,73.114,71.729,71.846,71.225,70.443,70.328,70.012,69.857,69.731,69.362,69.112,68.682
283,M,False,77.631,77.709,77.931,78.416,78.363,78.261,78.609,78.066,77.56,76.47,75.772,74.833,74.697,74.366,74.031,73.393,73.958,74.015,74.037,74.897,75.69,75.83,76.36,76.57,76.983,76.831,77.105,77.078,76.993,77.279,76.91,76.509,75.941,75.817,75.465,75.259,75.158,74.768,74.281,74.142,73.687,73.27,73.68,73.607,73.333,73.107,72.804,72.928,73.253,73.088,73.454,73.247,73.348,73.369,73.53,74.072,73.902,74.37,74.667,74.951,74.711,75.529,75.965,76.112,75.861,75.988,75.641,75.789,75.474,74.844,73.502,72.811,71.952,71.823,71.666,71.72,72.055,72.447,72.165,72.172,72.702,72.972,73.139,73.506,74.088,74.227,74.077,74.173,73.854,73.991,73.555,73.114,71.729,71.846,71.225,70.443,70.328,70.012,69.857,69.731,69.362,69.112,68.682,67.857,67.512,67.676,67.664,67.797,67.445,67.622,67.425,67.812,68.232,68.021,68.115,68.094,68.171,68.772,69.047
284,M,False,59.053,58.73,58.669,58.381,58.298,58.761,59.223,59.216,59.857,60.018,60.142,60.216,60.403,60.904,61.254,61.283,61.356,61.592,60.885,61.193,61.259,61.061,61.328,60.993,61.271,61.055,61.761,61.663,61.782,61.418,61.036,60.676,60.758,60.386,60.551,60.282,60.484,60.207,60.234,60.156,60.672,61.333,62.215,62.563,63.095,63.031,63.51,64.04,63.843,65.039,64.287,64.329,63.922,63.237,62.422,61.362,61.15,61.039,60.996,61.332,61.364,61.768,62.255,62.893,63.421,64.983,65.268,65.268,65.475,66.225,66.368,66.891,67.117,66.884,66.312,66.323,66.867,67.062,66.317,66.586,66.78,66.574,67.063,67.791,68.334,68.636,68.281,68.433,68.369,68.603,68.612,68.856,69.081,68.995,68.641,68.733,67.9,67.768,67.173,66.511,66.462,66.279,65.443,66.047,64.849,65.037,64.858,64.824,65.439,67.111,67.918,68.86,69.672,69.294,69.091,68.96,69.232,68.68,68.444
285,M,False,58.519,59.06,59.16,59.496,60.006,60.014,59.98,59.995,59.937,59.805,59.366,59.29,58.881,58.535,58.267,57.611,57.132,56.378,55.689,55.134,55.112,55.21,55.324,55.444,56.235,56.53,57.058,57.695,58.125,58.406,58.8,58.63,58.324,57.698,57.068,56.142,55.554,55.197,54.373,53.492,53.28,52.622,52.25,52.488,52.12,52.029,52.087,52.035,52.081,52.289,52.228,51.751,51.827,51.604,51.415,51.226,51.03,50.825,50.912,51.003,51.043,50.944,51.141,51.119,51.134,51.39,51.417,51.446,51.853,52.304,52.941,53.474,53.824,54.922,55.35,55.372,55.161,55.157,54.509,53.733,52.97,52.565,51.983,51.007,50.549,50.264,50.085,49.905,50.103,50.215,50.543,51.059,51.176,51.576,51.812,52.045,52.339,52.347,52.203,52.294,51.954,51.849,51.647,51.286,50.88,50.81,50.398,50.158,49.987,49.771,49.16,48.733,48.426,48.216,48.052,48.102,48.124,48.17,48.375
286,M,False,47.158,50.55,51.137,51.039,52.014,52.494,51.776,52.545,53.057,53.299,53.31,53.793,54.154,55.213,54.511,53.679,54.807,55.236,54.477,53.823,54.036,52.944,53.329,53.238,53.158,52.866,53.31,52.781,53.225,52.574,52.842,52.601,52.44,51.514,51.796,51.73,51.823,51.94,51.762,51.505,51.406,51.899,51.461,51.259,50.961,50.035,49.968,49.707,48.795,48.425,48.75,48.074,48.009,47.471,47.087,47.693,48.4,48.619,48.502,49.252,49.418,49.447,49.143,49.23,49.065,49.211,49.024,48.204,48.201,48.152,48.174,46.97,47.233,47.643,47.54,48.709,47.376,47.857,48.645,48.614,47.686,48.693,49.058,48.449,48.898,47.463,47.952,47.893,47.913,47.954,47.657,46.733,46.841,46.897,46.442,45.482,46.353,46.418,45.268,45.901,46.175,45.732,44.787,44.191,44.024,43.517,43.813,43.553,43.621,43.278,43.433,43.41,43.289,42.87,43.362,42.002,42.493,42.766,42.442
287,M,True,69.116,70.525,71.547,71.818,72.586,71.868,72.76,74.329,74.717,75.814,76.734,76.377,77.738,76.424,77.139,76.359,74.783,74.197,73.625,72.913,72.468,72.306,71.995,71.369,71.165,70.818,71.114,70.861,71.635,72.545,70.993,72.013,72.495,73.389,74.122,74.192,74.517,74.391,75.216,76.183,77.152,76.856,77.163,77.939,77.632,78.54,77.867,78.163,78.111,77.45,78.08,77.554,77.124,76.936,76.44,75.056,75.003,74.022,73.312,74.542,75.358,76.046,77.276,77.201,78.494,78.731,78.848,78.7,79.834,80.18,79.318,78.599,78.531,77.545,77.97,76.803,76.033,76.182,75.721,75.721,74.692,74.717,74.932,74.05,74.176,74.081,73.491,73.25,73.417,73.121,73.676,72.721,73.097,74.107,73.276,73.439,74.164,75.252,75.827,75.719,76.473,76.718,76.921,77.24,77.444,77.58,76.962,76.942,76.055,74.784,74.759,73.027,71.381,71.478,69.905,68.576,68.285,69.125,69.235
288,M,False,71.369,71.165,70.818,71.114,70.861,71.635,72.545,70.993,72.013,72.495,73.389,74.122,74.192,74.517,74.391,75.216,76.183,77.152,76.856,77.163,77.939,77.632,78.54,77.867,78.163,78.111,77.45,78.08,77.554,77.124,76.936,76.44,75.056,75.003,74.022,73.312,74.542,75.358,76.046,77.276,77.201,78.494,78.731,78.848,78.7,79.834,80.18,79.318,78.599,78.531,77.545,77.97,76.803,76.033,76.182,75.721,75.721,74.692,74.717,74.932,74.05,74.176,74.081,73.491,73.25,73.417,73.121,73.676,72.721,73.097,74.107,73.276,73.439,74.164,75.252,75.827,75.719,76.473,76.718,76.921,77.24,77.444,77.58,76.962,76.942,76.055,74.784,74.759,73.027,71.381,71.478,69.905,68.576,68.285,69.125,69.235,69.734,70.627,70.777,72.26,74.117,74.55,74.558,75.25,74.655,73.214,71.688,69.807,69.816,68.838,67.007,66.878,66.695,66.325,65.281,65.33,64.983,65.047,64.937
289,M,False,66.079,65.183,64.876,64.816,64.716,64.861,64.983,65.026,64.66,65.645,65.329,66.018,65.59,65.875,66.695,66.266,67.017,67.534,67.526,67.158,68.029,67.84,67.166,67.087,65.146,63.559,62.397,61.014,60.282,59.051,59.437,59.46,59.22,59.29,59.123,60.371,60.325,61.484,61.899,63.381,64.497,64.405,65.22,64.162,64.236,62.962,62.049,61.37,60.111,60.073,59.792,58.701,57.938,57.287,57.157,56.602,55.763,55.816,55.095,56.138,56.068,56.161,56.02,56.142,55.731,56.008,54.999,56.116,56.205,55.382,55.515,56.422,56.257,56.626,56.374,56.799,57.069,57.257,58.249,57.766,58.761,59.793,59.659,60.674,61.267,62.237,61.509,60.884,59.903,59.628,59.285,57.833,56.886,55.789,55.149,54.441,53.899,53.281,53.366,52.53,53.247,53.428,53.553,54.08,54.513,54.922,55.264,54.731,54.633,55.369,55.762,55.512,55.652,54.961,54.363,54.149,53.908,53.007,53.202
290,M,False,34.471,34.764,34.821,34.735,34.811,34.709,35.182,35.129,35.597,35.736,35.897,36.117,35.992,35.86,35.446,35.472,35.822,35.722,35.327,34.398,34.041,33.926,34.149,34.678,34.624,34.84,35.679,36.143,37.407,37.157,38.724,37.497,38.016,37.999,38.479,38.373,38.009,37.525,37.25,36.805,36.485,36.115,35.443,35.558,35.265,35.149,34.82,34.793,35.287,35.771,35.828,35.925,36.03,36.616,35.767,36.145,36.243,36.361,36.26,36.085,36.214,35.906,36.024,35.998,36.496,36.179,36.308,36.479,36.593,36.863,37.045,37.334,37.612,38.869,38.528,39.26,39.599,40.103,40.705,40.965,40.964,40.942,40.307,40.212,39.423,39.523,38.457,38.352,37.974,37.23,36.783,37.278,37.596,37.331,37.814,38.047,38.785,39.978,39.887,40.101,40.383,41.76,41.615,41.892,42.003,42.198,42.561,42.516,43.022,43.09,42.795,42.738,42.231,42.636,42.156,43.195,43.022,43.322,43.538
291,M,False,64.732,64.712,64.769,64.918,65.107,64.655,64.944,65.399,65.897,66.131,66.308,66.203,66.744,66.375,66.207,66.134,66.352,66.007,65.899,65.493,64.716,64.04,63.814,63.598,63.506,62.875,62.462,62.657,62.724,62.826,63.148,63.287,63.263,64.066,64.932,65.33,65.251,65.204,65.057,65.643,65.484,65.509,65.408,64.885,64.78,64.834,64.33,63.771,63.649,63.118,62.588,61.82,62.095,61.613,61.67,61.656,61.101,61.138,60.774,60.864,61.033,60.71,60.869,60.765,60.758,60.768,60.758,61.001,61.116,61.646,61.276,61.645,62.278,62.549,63.076,62.867,63.022,63.849,64.491,63.717,63.196,63.072,63.043,62.721,61.326,60.893,59.88,59.227,58.928,58.878,58.4,58.175,58.438,58.614,59.129,59.402,59.997,61.016,61.456,61.447,61.635,61.703,62.04,61.982,62.274,62.059,61.393,62.064,61.889,61.473,60.799,60.791,60.543,60.5,60.146,59.752,59.492,59.379,59.738
292,M,True,42.6,42.453,42.738,42.701,41.896,42.082,43.221,42.94,43.263,42.988,43.383,43.396,42.793,42.879,42.325,41.703,42.353,42.351,41.417,41.271,41.462,41.069,40.597,41.635,40.572,40.525,40.491,40.519,40.491,41.096,40.282,40.552,40.401,38.368,40.389,40.201,39.831,38.947,39.225,38.966,38.652,38.889,39.057,38.305,38.216,38.813,39.428,39.04,38.859,39.408,39.487,39.633,39.261,39.238,39.223,39.029,38.864,38.624,38.143,37.461,37.602,37.245,37.192,36.557,36.364,36.389,35.886,36.259,36.019,35.972,35.555,35.693,35.504,35.104,35.267,34.64,34.704,35.11,34.778,34.648,34.529,34.279,34.006,34.108,34.147,34.317,34.559,34.082,34.321,34.377,34.025,34.151,34.127,34.621,34.141,34.86,34.423,34.851,34.626,35.551,35.507,35.696,34.903,34.97,34.905,35.618,35.771,35.098,34.977,35.005,35.075,34.184,33.79,33.326,32.812,32.886,32.685,31.901,31.675
293,M,False,36.259,36.019,35.972,35.555,35.693,35.504,35.104,35.267,34.64,34.704,35.11,34.778,34.648,34.529,34.279,34.006,34.108,34.147,34.317,34.559,34.082,34.321,34.377,34.025,34.151,34.127,34.621,34.141,34.86,34.423,34.851,34.626,35.551,35.507,35.696,34.903,34.97,34.905,35.618,35.771,35.098,34.977,35.005,35.075,34.184,33.79,33.326,32.812,32.886,32.685,31.901,31.675,31.169,31.174,31.511,31.347,30.898,31.137,31.293,31.518,31.935,31.704,31.082,31.841,31.15,31.472,31.156,31.088,31.533,31.372,30.885,31.075,30.915,30.965,31.0,31.321,31.199,30.573,30.865,31.115,30.651,30.652,30.27,29.599,29.485,29.21,29.127,29.65,29.201,28.703,28.159,27.778,27.822,27.386,27.286,27.817,27.037,26.913,27.228,26.782,26.627,26.71,26.908,26.64,27.184,27.195,27.375,27.193,27.25,27.901,27.396,27.172,26.917,27.353,27.184,27.591,26.634,26.718,26.689
294,M,False,35.769,35.85,35.697,35.811,35.589,35.384,36.443,35.085,35.236,36.224,36.405,36.304,36.614,36.17,36.745,37.147,37.192,37.599,37.654,36.992,37.947,37.924,37.914,37.185,37.66,37.177,37.013,37.013,36.104,36.454,36.179,36.089,36.412,36.062,35.296,35.874,35.255,35.671,35.561,34.982,35.773,35.761,35.706,35.102,34.969,35.603,35.97,36.144,35.86,36.132,36.362,36.359,36.772,37.168,37.286,37.439,37.608,37.82,38.049,38.028,38.16,38.225,38.128,38.026,38.096,37.767,37.913,37.577,37.659,37.7,37.733,37.566,37.711,37.461,37.235,36.66,37.15,37.465,37.096,37.831,37.951,38.102,38.227,38.038,38.252,38.711,38.157,38.563,38.505,39.077,39.099,38.617,38.52,38.29,38.934,38.879,39.117,38.566,38.428,38.496,38.384,38.525,39.346,39.258,39.105,38.42,39.013,38.621,38.583,39.499,39.033,39.682,40.001,39.609,39.056,39.36,39.837,39.69,38.839
