,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15,MEANGAM_16,MEANGAM_17,MEANGAM_18,MEANGAM_19,MEANGAM_20,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40,MEANGAM_41,MEANGAM_42,MEANGAM_43,MEANGAM_44,MEANGAM_45,MEANGAM_46,MEANGAM_47,MEANGAM_48,MEANGAM_49,MEANGAM_50,MEANGAM_51,MEANGAM_52,MEANGAM_53,MEANGAM_54,MEANGAM_55,MEANGAM_56,MEANGAM_57,MEANGAM_58,MEANGAM_59,MEANGAM_60,MEANGAM_61,MEANGAM_62,MEANGAM_63,MEANGAM_64,MEANGAM_65,MEANGAM_66,MEANGAM_67,MEANGAM_68,MEANGAM_69,MEANGAM_70,MEANGAM_71,MEANGAM_72,MEANGAM_73,MEANGAM_74,MEANGAM_75,MEANGAM_76,MEANGAM_77,MEANGAM_78,MEANGAM_79,MEANGAM_80,MEANGAM_81,MEANGAM_82,MEANGAM_83,MEANGAM_84,MEANGAM_85,MEANGAM_86,MEANGAM_87,MEANGAM_88,MEANGAM_89,MEANGAM_90,MEANGAM_91,MEANGAM_92,MEANGAM_93,MEANGAM_94,MEANGAM_95,MEANGAM_96,MEANGAM_97,MEANGAM_98,MEANGAM_99,MEANGAM_100,MEANGAM_101,MEANGAM_102,MEANGAM_103,MEANGAM_104,MEANGAM_105,MEANGAM_106,MEANGAM_107,MEANGAM_108,MEANGAM_109,MEANGAM_110,MEANGAM_111,MEANGAM_112,MEANGAM_113,MEANGAM_114,MEANGAM_115,MEANGAM_116,MEANGAM_117
163,M,False,39.613,39.442,40.0,40.629,39.987,40.757,40.627,40.599,40.667,40.281,40.296,40.173,40.265,40.042,40.381,40.368,40.42,40.434,40.277,40.268,39.934,40.047,40.208,40.225,40.094,40.22,40.002,40.232,40.171,39.944,40.271,40.397,40.713,40.656,40.484,40.071,40.354,40.147,40.373,40.602,40.356,40.91,40.735,40.665,40.6,40.437,40.372,40.893,40.41,40.415,40.79,40.804,40.69,40.268,40.914,40.495,40.639,40.354,40.427,40.555,40.476,40.631,40.335,40.282,40.505,40.244,40.502,40.093,40.367,40.339,40.128,39.743,39.874,39.771,39.927,39.769,39.842,40.079,39.903,39.903,39.712,39.768,40.237,39.838,39.883,39.994,39.808,39.378,40.157,39.649,39.949,40.049,40.117,39.829,39.596,39.747,39.975,40.111,39.822,40.151,40.227,40.343,40.257,40.308,40.514,40.804,41.049,41.27,41.114,41.134,40.867,41.03,41.052,41.245,41.089,41.048,41.118
164,M,True,45.251,45.158,45.108,45.14,45.362,45.063,45.24,45.143,45.18,44.979,44.913,45.107,45.032,45.141,44.962,44.921,44.829,45.157,44.83,45.037,44.957,45.343,45.442,45.168,45.293,45.313,45.245,45.152,45.194,45.032,45.186,44.843,44.812,44.865,44.754,44.467,44.219,44.115,44.254,44.01,44.063,44.128,43.869,43.47,43.452,43.504,43.418,43.449,43.548,43.444,43.452,43.578,43.622,43.538,43.504,43.313,43.505,43.372,43.507,43.392,43.163,43.267,43.073,43.157,43.004,43.382,43.248,43.281,43.062,43.478,43.405,43.263,43.367,43.364,43.36,43.289,43.187,43.255,43.435,43.293,43.267,43.024,43.024,42.973,42.979,43.053,43.009,42.753,42.975,42.662,42.749,42.799,42.682,42.969,42.502,42.407,42.285,42.474,42.356,42.101,42.555,42.7,42.188,42.587,43.136,43.702,42.363,42.566,41.94,41.915,42.083,41.966,41.963,41.561,41.769,41.597,41.368
165,M,True,42.969,42.502,42.407,42.285,42.474,42.356,42.101,42.555,42.7,42.188,42.587,43.136,43.702,42.363,42.566,41.94,41.915,42.083,41.966,41.963,41.561,41.769,41.597,41.368,41.606,41.816,41.27,41.818,42.039,41.616,41.36,41.626,41.512,41.89,41.712,41.715,41.672,41.679,41.889,41.984,41.865,41.757,41.496,41.689,41.692,41.613,41.395,41.141,41.299,41.303,41.321,41.186,41.218,41.083,40.977,40.918,40.965,41.017,40.805,40.655,40.809,40.848,40.662,40.737,40.753,40.588,40.425,40.701,40.748,40.578,40.601,40.849,40.505,40.809,40.497,40.771,40.654,40.996,40.27,40.55,40.668,40.489,40.884,40.687,40.784,40.763,40.731,40.662,40.45,40.699,40.819,40.808,40.987,40.709,40.554,40.602,40.157,40.084,40.247,40.565,40.245,40.812,40.413,41.112,40.664,40.69,40.609,40.593,40.7,40.625,40.785,40.801,40.536,40.588,40.669,40.259,40.588
166,M,False,41.769,41.597,41.368,41.606,41.816,41.27,41.818,42.039,41.616,41.36,41.626,41.512,41.89,41.712,41.715,41.672,41.679,41.889,41.984,41.865,41.757,41.496,41.689,41.692,41.613,41.395,41.141,41.299,41.303,41.321,41.186,41.218,41.083,40.977,40.918,40.965,41.017,40.805,40.655,40.809,40.848,40.662,40.737,40.753,40.588,40.425,40.701,40.748,40.578,40.601,40.849,40.505,40.809,40.497,40.771,40.654,40.996,40.27,40.55,40.668,40.489,40.884,40.687,40.784,40.763,40.731,40.662,40.45,40.699,40.819,40.808,40.987,40.709,40.554,40.602,40.157,40.084,40.247,40.565,40.245,40.812,40.413,41.112,40.664,40.69,40.609,40.593,40.7,40.625,40.785,40.801,40.536,40.588,40.669,40.259,40.588,40.387,40.177,40.355,40.429,40.641,40.351,40.397,40.583,40.744,40.759,40.708,40.616,40.854,40.622,40.522,40.594,40.667,40.91,40.934,40.714,40.532
167,M,False,41.89,41.712,41.715,41.672,41.679,41.889,41.984,41.865,41.757,41.496,41.689,41.692,41.613,41.395,41.141,41.299,41.303,41.321,41.186,41.218,41.083,40.977,40.918,40.965,41.017,40.805,40.655,40.809,40.848,40.662,40.737,40.753,40.588,40.425,40.701,40.748,40.578,40.601,40.849,40.505,40.809,40.497,40.771,40.654,40.996,40.27,40.55,40.668,40.489,40.884,40.687,40.784,40.763,40.731,40.662,40.45,40.699,40.819,40.808,40.987,40.709,40.554,40.602,40.157,40.084,40.247,40.565,40.245,40.812,40.413,41.112,40.664,40.69,40.609,40.593,40.7,40.625,40.785,40.801,40.536,40.588,40.669,40.259,40.588,40.387,40.177,40.355,40.429,40.641,40.351,40.397,40.583,40.744,40.759,40.708,40.616,40.854,40.622,40.522,40.594,40.667,40.91,40.934,40.714,40.532,40.557,40.563,40.354,40.457,40.098,40.151,40.712,40.617,40.626,40.82,41.125,41.251
168,M,False,40.977,40.918,40.965,41.017,40.805,40.655,40.809,40.848,40.662,40.737,40.753,40.588,40.425,40.701,40.748,40.578,40.601,40.849,40.505,40.809,40.497,40.771,40.654,40.996,40.27,40.55,40.668,40.489,40.884,40.687,40.784,40.763,40.731,40.662,40.45,40.699,40.819,40.808,40.987,40.709,40.554,40.602,40.157,40.084,40.247,40.565,40.245,40.812,40.413,41.112,40.664,40.69,40.609,40.593,40.7,40.625,40.785,40.801,40.536,40.588,40.669,40.259,40.588,40.387,40.177,40.355,40.429,40.641,40.351,40.397,40.583,40.744,40.759,40.708,40.616,40.854,40.622,40.522,40.594,40.667,40.91,40.934,40.714,40.532,40.557,40.563,40.354,40.457,40.098,40.151,40.712,40.617,40.626,40.82,41.125,41.251,41.01,41.033,41.231,41.48,41.585,41.557,42.057,41.736,41.707,41.495,41.849,41.278,41.136,41.246,40.922,40.487,41.021,40.511,40.413,39.931,40.372
169,M,True,44.785,44.88,45.231,44.964,45.24,44.958,45.265,45.168,45.018,45.035,45.065,45.092,45.183,45.357,45.439,45.595,45.547,45.53,45.439,46.072,45.903,45.996,46.109,46.217,46.166,46.308,46.374,46.113,46.569,46.565,46.715,46.794,46.914,46.941,46.884,46.924,46.943,47.119,47.245,47.332,47.243,47.34,47.369,47.204,47.336,47.401,47.479,47.373,47.555,47.584,47.367,47.578,47.715,47.839,47.898,47.98,47.974,48.06,48.155,48.239,48.109,48.162,48.185,48.427,48.274,48.475,48.633,48.605,48.505,48.633,48.765,48.795,48.766,48.907,48.798,48.826,49.019,48.971,48.87,48.852,48.726,48.682,48.585,48.649,48.667,48.713,48.682,48.712,48.798,48.707,48.849,48.822,48.861,48.989,48.909,48.974,48.961,49.098,48.932,49.017,48.918,49.027,48.923,49.056,49.174,49.146,48.98,49.065,48.946,48.829,49.02,49.091,49.06,48.77,48.909,48.987,48.862
170,M,False,46.715,46.794,46.914,46.941,46.884,46.924,46.943,47.119,47.245,47.332,47.243,47.34,47.369,47.204,47.336,47.401,47.479,47.373,47.555,47.584,47.367,47.578,47.715,47.839,47.898,47.98,47.974,48.06,48.155,48.239,48.109,48.162,48.185,48.427,48.274,48.475,48.633,48.605,48.505,48.633,48.765,48.795,48.766,48.907,48.798,48.826,49.019,48.971,48.87,48.852,48.726,48.682,48.585,48.649,48.667,48.713,48.682,48.712,48.798,48.707,48.849,48.822,48.861,48.989,48.909,48.974,48.961,49.098,48.932,49.017,48.918,49.027,48.923,49.056,49.174,49.146,48.98,49.065,48.946,48.829,49.02,49.091,49.06,48.77,48.909,48.987,48.862,48.957,48.925,49.024,49.173,49.234,49.173,49.27,49.183,49.298,49.451,49.506,49.476,49.427,49.457,49.384,49.417,49.554,49.645,49.632,49.559,49.722,49.746,49.78,49.702,49.808,49.85,49.905,50.128,50.004,50.088
171,M,False,46.924,46.943,47.119,47.245,47.332,47.243,47.34,47.369,47.204,47.336,47.401,47.479,47.373,47.555,47.584,47.367,47.578,47.715,47.839,47.898,47.98,47.974,48.06,48.155,48.239,48.109,48.162,48.185,48.427,48.274,48.475,48.633,48.605,48.505,48.633,48.765,48.795,48.766,48.907,48.798,48.826,49.019,48.971,48.87,48.852,48.726,48.682,48.585,48.649,48.667,48.713,48.682,48.712,48.798,48.707,48.849,48.822,48.861,48.989,48.909,48.974,48.961,49.098,48.932,49.017,48.918,49.027,48.923,49.056,49.174,49.146,48.98,49.065,48.946,48.829,49.02,49.091,49.06,48.77,48.909,48.987,48.862,48.957,48.925,49.024,49.173,49.234,49.173,49.27,49.183,49.298,49.451,49.506,49.476,49.427,49.457,49.384,49.417,49.554,49.645,49.632,49.559,49.722,49.746,49.78,49.702,49.808,49.85,49.905,50.128,50.004,50.088,50.095,50.38,50.307,50.205,50.109
172,M,False,50.885,50.717,50.678,50.619,50.541,50.509,50.447,50.553,50.148,50.195,50.11,50.046,49.812,49.85,49.838,49.783,49.857,49.806,49.922,49.784,49.873,50.041,50.486,50.458,50.465,50.591,50.72,50.51,50.852,50.679,50.7,50.698,50.67,50.279,50.372,50.468,50.41,50.337,50.435,50.458,50.356,50.327,50.027,50.251,50.05,50.011,50.006,50.023,50.117,50.122,50.151,49.985,49.904,49.608,49.981,49.964,49.759,49.894,50.097,49.977,49.965,49.922,49.812,49.451,49.195,49.279,49.029,48.713,49.873,48.545,48.34,48.371,48.27,48.366,48.366,48.572,48.403,48.354,48.402,48.406,48.487,48.477,48.545,48.559,48.517,48.602,48.713,48.757,48.545,48.796,48.755,48.759,48.735,48.974,48.993,48.871,48.765,48.679,48.656,48.633,48.592,48.543,48.567,48.442,48.491,48.401,48.41,48.305,48.33,48.47,48.495,48.447,48.473,48.639,48.605,48.63,48.534
173,M,False,39.227,39.404,39.536,39.511,39.446,39.418,39.217,39.335,39.284,39.158,38.946,39.0,39.172,39.042,39.002,38.875,38.829,38.906,38.761,38.663,38.589,38.532,38.498,38.381,38.261,38.293,38.275,38.224,38.122,38.301,38.216,38.293,38.334,38.438,38.443,38.654,38.46,38.714,38.758,38.516,38.643,38.728,38.916,38.756,38.616,38.452,38.559,38.395,38.297,38.549,38.459,38.396,38.512,38.383,38.467,38.426,38.495,38.682,38.395,38.407,38.321,38.216,38.175,38.225,38.461,38.254,38.255,38.129,37.984,38.076,37.898,37.911,37.75,37.743,37.744,37.903,37.908,37.855,37.62,37.451,37.475,37.254,37.364,37.231,37.123,36.955,36.623,36.749,36.89,36.828,36.973,36.887,37.115,37.058,37.154,37.207,37.036,37.152,37.04,37.197,36.966,37.108,36.885,36.76,36.637,36.434,36.553,36.41,36.382,36.177,36.29,36.045,36.224,36.285,36.104,36.213,36.096
174,M,False,39.526,38.699,39.017,38.78,38.622,38.446,38.88,38.725,39.128,39.836,39.09,39.234,39.755,39.602,39.953,40.341,40.788,40.649,40.472,40.387,40.993,41.383,41.065,41.129,40.753,41.58,41.349,40.48,40.973,40.719,40.423,40.923,41.797,41.573,41.497,41.865,42.265,42.645,42.368,42.79,42.787,42.816,42.666,43.21,42.601,43.585,43.49,43.109,43.092,43.353,43.354,43.138,43.949,44.052,44.589,44.035,44.689,45.809,45.301,45.621,45.955,45.227,45.155,45.337,45.687,46.437,45.913,46.866,47.113,46.707,46.156,46.53,46.264,46.783,46.829,46.733,47.593,48.395,47.631,47.511,47.645,48.237,46.672,46.405,47.132,47.114,47.765,48.487,46.855,46.907,46.319,46.154,46.361,45.733,44.467,44.128,44.233,42.634,42.138,41.999,41.301,40.078,40.33,38.046,37.682,36.147,33.655,32.191,31.178,29.245,28.657,27.28,27.37,27.345,25.5,27.875,28.492
175,M,True,35.731,35.661,35.704,35.816,36.073,35.833,35.961,36.069,35.998,36.005,36.08,36.024,35.927,35.871,36.082,35.998,36.105,36.1,36.193,35.834,36.016,36.209,36.236,36.345,36.421,36.441,36.408,36.306,36.319,36.312,36.372,36.367,36.415,36.507,36.526,36.584,36.727,36.462,36.703,36.712,36.707,36.812,36.791,36.887,37.06,36.944,36.929,36.937,37.054,37.118,36.869,36.906,37.047,36.846,36.986,37.003,37.042,36.839,36.937,36.967,37.038,36.983,37.135,37.059,37.144,37.098,37.175,37.335,37.537,37.377,37.446,37.479,37.47,37.482,37.232,37.392,37.303,37.158,37.172,37.213,37.198,37.298,37.268,37.142,37.204,37.467,37.384,37.485,37.549,37.475,37.61,37.57,37.538,37.532,37.607,37.581,37.607,37.811,37.623,37.796,37.629,37.748,37.687,37.715,37.862,37.796,38.022,37.958,37.981,37.811,37.704,37.795,37.863,37.992,37.926,37.822,37.852
176,M,False,36.937,37.054,37.118,36.869,36.906,37.047,36.846,36.986,37.003,37.042,36.839,36.937,36.967,37.038,36.983,37.135,37.059,37.144,37.098,37.175,37.335,37.537,37.377,37.446,37.479,37.47,37.482,37.232,37.392,37.303,37.158,37.172,37.213,37.198,37.298,37.268,37.142,37.204,37.467,37.384,37.485,37.549,37.475,37.61,37.57,37.538,37.532,37.607,37.581,37.607,37.811,37.623,37.796,37.629,37.748,37.687,37.715,37.862,37.796,38.022,37.958,37.981,37.811,37.704,37.795,37.863,37.992,37.926,37.822,37.852,37.946,37.77,37.968,37.861,37.887,38.02,37.884,37.996,37.842,37.976,37.941,37.768,37.725,37.718,37.691,37.436,37.592,37.479,37.582,37.668,37.622,37.854,37.578,37.625,37.639,37.666,37.616,37.753,37.617,37.662,37.641,37.663,37.527,37.571,37.558,37.473,37.586,37.718,37.585,37.61,37.691,37.921,38.096,38.113,38.25,38.347,38.432
177,M,False,40.379,40.359,40.408,40.472,40.283,40.261,40.321,40.206,40.262,40.376,40.275,40.275,40.378,40.536,40.632,40.561,40.632,40.535,40.435,40.584,40.502,40.493,40.594,40.755,40.823,40.908,41.035,41.127,41.004,40.986,40.889,40.902,40.774,40.796,40.785,40.667,40.645,40.592,40.572,40.502,40.707,40.631,40.7,40.72,40.803,40.758,40.743,40.683,40.846,40.72,40.699,40.955,40.895,40.973,40.958,40.809,40.948,41.038,41.04,41.304,41.329,41.344,41.255,41.329,41.435,41.374,41.759,41.48,41.596,41.607,41.753,41.942,42.14,42.084,42.23,42.331,42.214,42.277,42.187,42.072,42.152,41.868,41.802,42.034,41.868,42.011,42.008,42.008,42.171,42.048,42.015,42.312,42.205,42.469,42.739,42.692,42.839,42.876,42.974,42.952,42.908,43.013,43.04,42.911,42.99,43.1,42.992,43.028,43.049,43.092,43.053,43.156,43.095,43.058,43.102,43.224,43.248
178,M,False,33.757,33.729,33.592,33.556,33.576,33.255,33.339,33.359,33.357,33.283,33.174,33.236,33.414,33.278,33.173,33.244,33.417,33.269,33.287,33.294,33.254,33.176,33.137,32.986,33.047,33.101,33.026,32.948,33.092,32.851,32.483,32.575,32.337,32.332,32.265,32.196,32.016,32.196,32.291,32.356,32.314,32.477,32.386,32.381,32.44,32.389,32.397,32.343,32.412,32.478,32.256,32.305,32.271,32.343,32.317,32.181,31.893,31.787,31.832,31.853,31.796,31.806,31.94,31.73,31.811,31.723,31.612,31.502,31.61,31.364,31.431,31.41,31.366,31.232,31.443,31.217,31.299,31.284,31.14,30.955,31.008,30.821,30.754,30.65,30.424,30.457,30.396,30.524,30.524,30.547,30.342,30.245,30.378,30.498,30.392,30.261,30.367,30.233,30.086,30.008,29.896,29.972,29.954,29.858,29.967,30.006,30.118,29.996,29.962,30.073,29.972,30.186,30.055,29.986,30.16,30.158,29.833
179,M,False,27.773,29.379,26.929,31.64,28.868,33.537,36.007,33.498,35.544,34.19,37.574,36.14,33.131,35.415,33.725,34.587,32.47,32.953,34.591,32.921,33.688,30.998,32.874,33.615,33.947,31.493,32.609,34.59,36.052,36.062,36.56,36.275,38.255,38.056,37.865,36.122,36.983,36.443,38.823,39.492,40.496,36.741,36.637,37.054,37.582,37.288,36.78,35.841,36.392,35.907,36.314,36.284,34.673,34.761,33.828,34.412,34.194,34.589,33.195,33.794,33.64,32.435,32.882,33.797,33.376,33.621,32.294,33.624,33.961,33.552,34.343,34.777,34.021,34.378,33.674,34.707,33.322,34.348,34.812,33.301,33.452,33.073,33.373,32.484,33.194,32.61,32.238,32.789,32.826,32.989,32.421,32.927,32.571,33.397,32.676,32.558,31.788,32.282,32.808,32.818,33.131,33.37,34.271,33.861,33.171,33.939,34.214,34.385,34.138,34.236,33.509,33.452,33.073,32.818,32.777,32.586,32.126
180,M,False,26.929,31.64,28.868,33.537,36.007,33.498,35.544,34.19,37.574,36.14,33.131,35.415,33.725,34.587,32.47,32.953,34.591,32.921,33.688,30.998,32.874,33.615,33.947,31.493,32.609,34.59,36.052,36.062,36.56,36.275,38.255,38.056,37.865,36.122,36.983,36.443,38.823,39.492,40.496,36.741,36.637,37.054,37.582,37.288,36.78,35.841,36.392,35.907,36.314,36.284,34.673,34.761,33.828,34.412,34.194,34.589,33.195,33.794,33.64,32.435,32.882,33.797,33.376,33.621,32.294,33.624,33.961,33.552,34.343,34.777,34.021,34.378,33.674,34.707,33.322,34.348,34.812,33.301,33.452,33.073,33.373,32.484,33.194,32.61,32.238,32.789,32.826,32.989,32.421,32.927,32.571,33.397,32.676,32.558,31.788,32.282,32.808,32.818,33.131,33.37,34.271,33.861,33.171,33.939,34.214,34.385,34.138,34.236,33.509,33.452,33.073,32.818,32.777,32.586,32.126,32.372,32.767
181,M,False,40.34,40.61,40.198,40.154,40.159,40.224,40.07,40.61,40.068,40.075,39.983,40.303,40.314,40.234,40.088,39.919,39.733,39.875,39.765,39.647,38.987,39.525,39.325,39.415,39.194,39.282,38.694,39.16,38.973,39.2,39.289,39.173,39.07,39.13,39.196,39.068,39.231,38.783,38.788,39.457,39.357,39.594,39.416,39.321,39.096,38.776,38.893,39.154,38.755,39.042,38.925,39.116,39.024,38.367,38.412,37.66,37.674,37.694,37.78,37.142,37.39,37.499,37.426,37.538,36.985,36.503,36.422,36.661,36.093,36.073,36.444,36.111,36.088,36.206,36.101,36.015,37.899,35.844,35.82,35.729,35.562,35.704,35.303,34.838,35.179,35.063,35.111,35.086,35.249,34.887,35.543,35.558,36.03,35.864,35.613,35.065,35.26,35.038,34.912,35.037,35.02,35.015,34.385,34.151,34.522,34.528,34.078,34.31,33.945,33.926,33.79,33.66,33.76,33.766,33.691,33.605,33.492
182,M,False,34.899,34.365,34.333,34.167,33.925,34.385,34.564,34.955,34.418,34.609,34.097,34.807,34.949,34.898,35.015,34.68,34.561,34.181,34.562,34.624,34.422,34.521,34.467,34.328,34.15,34.228,34.245,34.686,34.465,34.283,34.259,34.526,34.33,34.628,34.407,34.091,34.203,34.255,34.468,34.804,34.721,34.563,34.913,34.791,34.313,34.653,34.307,34.209,34.589,34.569,34.422,34.586,34.427,34.349,34.622,34.469,34.557,34.43,34.051,34.009,34.358,34.215,34.071,33.749,33.771,33.857,33.773,34.366,34.301,34.427,34.218,34.164,33.964,33.914,33.997,34.069,33.77,34.195,34.259,34.325,34.675,34.854,35.163,35.435,35.285,35.444,35.572,35.712,35.735,35.755,35.717,36.048,35.778,35.445,35.625,35.836,35.51,35.712,35.658,35.821,35.861,35.775,35.818,35.773,35.747,35.755,35.949,36.061,36.271,36.283,36.131,36.015,35.997,36.201,36.318,36.778,36.781
183,M,True,64.332,61.928,64.548,62.856,62.667,61.207,61.299,62.006,59.766,61.199,60.721,61.333,60.043,60.288,60.697,59.995,59.515,59.717,58.344,59.337,58.47,57.694,57.026,56.321,56.485,55.642,55.151,54.618,54.166,54.12,53.752,53.414,53.747,53.348,53.775,52.635,52.68,53.387,52.326,52.789,52.535,52.391,52.253,52.777,52.474,50.616,49.666,50.093,49.489,49.979,50.475,49.742,48.122,47.416,47.204,46.217,46.71,45.016,44.789,43.572,44.297,43.255,42.27,44.427,42.529,42.415,42.13,41.949,43.772,43.214,42.47,43.807,43.161,43.306,42.797,43.492,43.498,43.521,43.018,43.25,43.429,42.863,44.012,43.938,43.76,43.484,43.958,43.753,44.436,43.88,44.015,44.245,44.644,44.771,43.318,42.872,43.765,44.4,44.663,44.168,44.121,44.124,44.658,44.574,44.248,45.231,45.321,45.481,45.287,45.039,44.492,44.379,44.278,45.284,45.233,44.98,43.761
184,M,True,42.604,42.65,42.312,41.735,41.245,41.588,41.552,41.125,41.254,41.126,41.032,40.864,40.44,40.97,40.715,40.73,40.725,40.837,39.853,39.886,39.57,40.083,40.556,40.279,39.776,40.487,39.882,39.89,39.605,39.703,39.895,39.275,39.641,39.917,39.186,39.135,38.889,37.973,37.544,37.337,36.923,37.533,37.174,37.165,37.741,37.435,36.875,36.331,37.214,36.907,36.245,36.497,36.245,36.245,35.75,35.616,35.657,35.687,35.643,36.292,36.38,36.378,35.441,35.458,35.465,35.665,35.111,35.275,35.387,35.634,35.133,35.019,34.86,35.121,35.213,34.867,34.964,35.246,35.11,35.199,34.745,34.918,35.291,35.353,35.55,35.479,35.535,35.753,35.643,35.362,35.091,35.308,35.385,36.326,35.932,36.518,35.985,36.187,36.223,36.563,36.444,36.706,36.698,36.856,36.943,36.955,36.989,37.389,36.989,37.081,36.766,36.847,36.752,36.544,36.795,36.366,36.416
185,M,False,40.715,40.73,40.725,40.837,39.853,39.886,39.57,40.083,40.556,40.279,39.776,40.487,39.882,39.89,39.605,39.703,39.895,39.275,39.641,39.917,39.186,39.135,38.889,37.973,37.544,37.337,36.923,37.533,37.174,37.165,37.741,37.435,36.875,36.331,37.214,36.907,36.245,36.497,36.245,36.245,35.75,35.616,35.657,35.687,35.643,36.292,36.38,36.378,35.441,35.458,35.465,35.665,35.111,35.275,35.387,35.634,35.133,35.019,34.86,35.121,35.213,34.867,34.964,35.246,35.11,35.199,34.745,34.918,35.291,35.353,35.55,35.479,35.535,35.753,35.643,35.362,35.091,35.308,35.385,36.326,35.932,36.518,35.985,36.187,36.223,36.563,36.444,36.706,36.698,36.856,36.943,36.955,36.989,37.389,36.989,37.081,36.766,36.847,36.752,36.544,36.795,36.366,36.416,36.709,37.022,36.504,37.377,36.752,36.99,36.673,36.844,36.651,36.483,36.847,37.112,36.88,37.141
186,M,True,39.917,39.186,39.135,38.889,37.973,37.544,37.337,36.923,37.533,37.174,37.165,37.741,37.435,36.875,36.331,37.214,36.907,36.245,36.497,36.245,36.245,35.75,35.616,35.657,35.687,35.643,36.292,36.38,36.378,35.441,35.458,35.465,35.665,35.111,35.275,35.387,35.634,35.133,35.019,34.86,35.121,35.213,34.867,34.964,35.246,35.11,35.199,34.745,34.918,35.291,35.353,35.55,35.479,35.535,35.753,35.643,35.362,35.091,35.308,35.385,36.326,35.932,36.518,35.985,36.187,36.223,36.563,36.444,36.706,36.698,36.856,36.943,36.955,36.989,37.389,36.989,37.081,36.766,36.847,36.752,36.544,36.795,36.366,36.416,36.709,37.022,36.504,37.377,36.752,36.99,36.673,36.844,36.651,36.483,36.847,37.112,36.88,37.141,37.015,36.54,36.612,37.34,36.715,37.298,36.759,37.088,37.547,37.994,37.79,37.423,37.911,37.014,37.159,37.411,37.184,37.552,37.301
187,M,False,36.989,37.081,36.766,36.847,36.752,36.544,36.795,36.366,36.416,36.709,37.022,36.504,37.377,36.752,36.99,36.673,36.844,36.651,36.483,36.847,37.112,36.88,37.141,37.015,36.54,36.612,37.34,36.715,37.298,36.759,37.088,37.547,37.994,37.79,37.423,37.911,37.014,37.159,37.411,37.184,37.552,37.301,37.645,37.4,37.79,37.396,37.456,37.447,38.055,37.971,38.08,38.025,38.048,37.511,37.603,37.051,38.025,36.452,36.714,36.218,36.284,36.032,35.897,36.074,36.145,36.123,36.106,35.827,35.758,35.95,35.867,35.985,36.157,35.974,35.933,35.945,36.094,36.254,35.843,35.899,36.059,36.146,36.101,36.043,36.198,35.807,36.241,35.9,36.047,36.248,36.282,36.26,36.215,35.992,36.473,36.422,36.52,36.43,36.184,36.167,36.045,35.715,35.812,35.905,35.734,35.774,35.867,35.824,35.719,35.908,36.309,36.142,36.019,36.07,36.138,36.145,36.131
188,M,False,37.014,37.159,37.411,37.184,37.552,37.301,37.645,37.4,37.79,37.396,37.456,37.447,38.055,37.971,38.08,38.025,38.048,37.511,37.603,37.051,38.025,36.452,36.714,36.218,36.284,36.032,35.897,36.074,36.145,36.123,36.106,35.827,35.758,35.95,35.867,35.985,36.157,35.974,35.933,35.945,36.094,36.254,35.843,35.899,36.059,36.146,36.101,36.043,36.198,35.807,36.241,35.9,36.047,36.248,36.282,36.26,36.215,35.992,36.473,36.422,36.52,36.43,36.184,36.167,36.045,35.715,35.812,35.905,35.734,35.774,35.867,35.824,35.719,35.908,36.309,36.142,36.019,36.07,36.138,36.145,36.131,35.954,35.779,35.636,35.584,35.643,35.483,35.365,35.11,35.277,35.399,35.058,35.133,35.268,34.916,34.851,34.793,34.701,35.041,34.971,35.007,34.918,34.99,35.11,35.51,35.345,35.263,35.507,35.831,35.908,35.776,35.941,36.344,36.169,36.066,35.959,35.681
189,M,True,45.236,45.287,45.353,45.35,45.646,45.887,46.075,47.059,47.281,47.294,47.825,48.112,48.784,48.542,48.688,48.372,48.347,48.171,48.648,48.305,48.775,48.927,48.601,48.425,49.184,49.297,49.125,49.302,48.778,48.946,49.322,49.168,49.597,49.188,49.636,49.536,48.889,49.147,48.393,48.714,48.22,48.456,48.195,48.282,48.136,48.097,48.722,48.607,49.018,48.629,49.699,49.736,49.973,49.932,50.2,50.293,50.044,50.491,50.742,51.064,50.673,51.054,51.441,51.317,51.149,51.019,51.296,51.438,51.322,51.366,51.21,51.446,51.516,51.268,50.981,51.186,51.553,51.461,51.614,51.134,51.537,51.325,50.843,51.301,51.48,51.83,52.145,52.323,52.133,52.712,52.308,52.407,52.653,52.314,52.625,52.726,52.936,52.981,53.06,53.394,53.288,53.481,53.568,53.469,53.528,53.52,53.469,53.29,52.926,53.027,52.61,52.613,52.534,52.759,52.505,52.264,52.15
