,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15,MEANGAM_16,MEANGAM_17,MEANGAM_18,MEANGAM_19,MEANGAM_20,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40,MEANGAM_41,MEANGAM_42,MEANGAM_43,MEANGAM_44,MEANGAM_45,MEANGAM_46,MEANGAM_47,MEANGAM_48,MEANGAM_49,MEANGAM_50,MEANGAM_51,MEANGAM_52,MEANGAM_53,MEANGAM_54,MEANGAM_55,MEANGAM_56,MEANGAM_57,MEANGAM_58,MEANGAM_59,MEANGAM_60,MEANGAM_61,MEANGAM_62,MEANGAM_63,MEANGAM_64,MEANGAM_65,MEANGAM_66,MEANGAM_67,MEANGAM_68,MEANGAM_69,MEANGAM_70,MEANGAM_71,MEANGAM_72,MEANGAM_73,MEANGAM_74,MEANGAM_75,MEANGAM_76,MEANGAM_77,MEANGAM_78,MEANGAM_79,MEANGAM_80,MEANGAM_81,MEANGAM_82,MEANGAM_83,MEANGAM_84,MEANGAM_85,MEANGAM_86,MEANGAM_87,MEANGAM_88,MEANGAM_89,MEANGAM_90,MEANGAM_91,MEANGAM_92,MEANGAM_93,MEANGAM_94,MEANGAM_95,MEANGAM_96,MEANGAM_97,MEANGAM_98,MEANGAM_99,MEANGAM_100,MEANGAM_101,MEANGAM_102,MEANGAM_103,MEANGAM_104,MEANGAM_105,MEANGAM_106,MEANGAM_107,MEANGAM_108,MEANGAM_109,MEANGAM_110,MEANGAM_111,MEANGAM_112,MEANGAM_113,MEANGAM_114,MEANGAM_115,MEANGAM_116,MEANGAM_117
891,B,False,34.932,34.046,35.32,34.627,32.599,32.718,31.963,31.11,30.882,31.089,30.985,30.318,29.742,29.619,30.452,31.196,31.657,32.763,33.453,34.405,33.145,33.241,33.844,33.44,33.102,33.856,33.119,33.089,33.47,32.818,32.354,32.49,32.809,32.526,32.7,32.293,31.932,31.881,31.404,31.74,31.883,31.705,31.838,31.831,31.848,31.811,32.128,31.948,31.407,31.676,32.364,32.474,32.322,32.443,33.389,33.491,32.752,33.156,32.951,33.384,33.289,32.572,32.785,33.519,32.386,30.863,30.991,31.016,30.65,30.088,30.021,31.042,30.972,30.883,31.514,31.889,31.976,31.793,32.994,33.085,34.243,33.501,32.637,33.132,32.235,32.542,31.885,31.588,32.071,32.182,31.614,31.123,31.803,31.176,30.815,31.244,31.053,30.921,30.569,30.765,31.12,31.273,31.506,31.133,31.409,32.185,31.579,31.321,31.347,32.432,32.986,31.076,31.942,31.846,31.519,31.128,32.168
892,B,False,56.301,55.572,55.346,55.95,55.685,55.512,54.561,55.941,56.118,55.343,54.914,54.541,54.896,54.062,53.116,52.664,53.024,52.658,52.033,52.437,52.402,51.468,51.11,51.792,52.457,53.078,52.183,52.224,52.831,52.128,51.644,51.437,50.935,51.228,50.585,50.415,50.638,50.658,50.599,49.847,49.196,48.941,49.038,48.527,47.954,48.17,48.33,48.466,48.256,47.565,46.971,46.075,45.818,46.22,45.986,45.455,45.032,45.025,45.008,45.29,45.195,44.486,44.445,44.406,44.612,43.756,44.458,44.516,44.427,44.507,44.698,43.861,43.935,44.266,44.561,44.319,43.999,43.519,43.619,43.878,43.792,42.961,43.21,43.158,42.845,42.665,42.006,41.784,41.718,41.903,41.689,41.695,41.434,41.189,40.672,42.154,41.226,41.165,40.913,40.047,40.452,39.511,39.562,39.213,39.774,38.958,38.603,38.512,38.626,38.85,38.248,37.626,37.381,38.019,37.368,37.321,37.904
893,B,False,36.957,34.068,42.622,41.538,36.901,42.428,45.834,43.677,43.578,43.001,41.75,43.639,42.552,42.681,40.943,38.26,42.341,42.22,41.274,45.134,44.767,44.163,43.054,44.039,42.069,41.391,41.412,40.929,42.015,37.381,38.651,46.012,41.355,40.287,43.468,40.664,40.289,41.658,42.02,41.836,40.908,41.747,41.104,41.743,43.373,43.002,43.128,42.971,43.881,43.109,43.575,45.812,44.888,46.794,50.325,51.902,51.717,48.502,48.27,47.324,48.07,47.511,47.838,47.451,42.655,43.139,41.699,42.332,44.525,44.957,44.634,44.886,44.225,44.278,44.509,43.908,43.199,41.561,43.2,42.543,40.035,40.583,39.668,39.585,44.169,43.436,44.047,45.442,45.621,47.178,46.947,45.886,44.492,44.108,43.93,44.74,43.932,44.077,44.771,45.777,45.573,45.679,46.039,45.392,43.43,45.138,46.014,45.369,45.578,44.874,45.0,44.386,44.401,45.269,44.958,45.21,44.932
894,B,True,31.381,31.615,31.629,31.711,31.947,31.689,31.767,32.193,32.297,32.502,32.687,32.848,33.061,33.135,33.109,33.506,33.043,33.135,33.39,33.128,33.048,33.343,33.465,33.473,33.565,33.049,33.18,33.084,32.777,33.039,32.964,32.869,32.766,32.821,32.687,32.78,32.613,32.878,33.324,33.379,33.71,33.966,33.789,33.75,33.826,33.931,33.493,33.653,33.676,33.539,33.682,33.533,33.653,33.915,33.59,33.986,34.074,34.38,34.084,34.358,34.254,34.549,34.135,34.697,34.685,35.088,34.973,34.215,34.745,34.507,34.323,34.811,33.805,34.326,33.867,33.903,33.343,33.83,33.73,33.147,33.307,33.866,33.024,33.428,33.363,33.496,33.568,33.499,33.575,33.778,33.126,32.651,32.487,32.244,32.114,32.8,31.374,31.843,31.091,31.168,30.546,30.405,30.643,29.999,30.208,30.097,29.729,30.709,30.892,30.655,30.909,29.953,29.849,30.051,29.873,29.691,29.906
895,B,False,46.932,46.79,46.682,46.949,46.79,48.642,49.841,50.506,51.376,51.255,50.412,52.069,52.232,52.819,52.684,51.668,51.276,50.935,53.522,52.335,51.904,52.283,55.085,55.384,55.403,53.856,54.799,54.625,54.292,53.904,55.195,52.497,55.333,54.84,54.607,54.45,54.568,54.51,54.714,54.02,53.428,53.507,53.573,53.636,53.411,53.836,53.872,54.186,54.485,54.455,54.655,55.436,56.335,56.238,56.452,56.293,56.264,55.831,55.416,55.446,55.437,55.437,54.772,54.385,54.056,53.629,53.362,53.749,53.661,54.491,54.359,54.473,54.527,54.629,55.082,54.868,55.273,55.802,55.99,56.03,56.189,56.207,56.554,55.771,55.98,56.177,56.094,56.405,56.589,56.174,56.124,56.597,56.505,56.45,56.542,56.246,56.081,56.075,56.317,56.635,56.852,56.671,56.369,56.63,56.468,56.969,56.914,56.564,56.369,56.622,56.156,56.224,56.403,56.095,56.021,56.018,55.966
896,B,False,54.581,54.877,54.777,54.417,54.292,54.157,54.193,54.124,54.667,55.117,53.96,53.794,54.338,54.36,53.81,53.652,53.144,53.964,53.479,53.564,52.699,52.79,52.521,52.587,52.64,51.764,51.069,50.659,51.184,51.398,51.656,51.618,52.263,51.368,51.615,51.805,51.209,50.88,50.792,51.544,50.623,50.325,51.065,50.577,50.547,50.01,49.576,49.975,50.061,50.346,50.527,51.087,51.224,51.644,51.394,51.197,50.443,50.288,49.713,49.508,48.881,48.475,48.639,48.601,48.501,48.578,48.342,48.727,48.602,48.56,48.693,49.121,48.888,49.186,49.485,49.419,49.738,50.34,50.122,49.477,49.384,49.737,49.369,49.278,49.744,48.801,49.218,48.968,48.785,49.017,48.842,48.984,49.216,49.755,49.725,49.23,49.132,48.66,47.945,48.556,48.341,48.14,47.925,48.34,49.302,48.987,49.207,50.038,49.377,49.44,49.23,49.451,50.179,49.589,49.667,50.466,50.874
897,B,False,37.071,37.284,37.123,37.928,38.313,38.014,38.384,38.019,38.544,38.219,38.026,38.718,38.361,38.149,38.072,38.107,38.236,38.351,38.457,38.476,38.963,39.377,39.752,39.633,38.971,39.503,39.056,39.195,39.079,38.962,38.298,38.816,38.589,38.963,38.999,38.94,38.851,39.12,39.228,39.168,39.126,38.883,39.353,39.035,38.947,38.944,38.915,39.231,38.891,38.5,38.898,39.105,38.878,39.207,39.174,39.449,39.066,39.364,39.503,39.166,39.145,39.165,39.094,39.28,38.773,38.59,38.278,38.314,38.508,38.646,38.656,38.273,38.511,38.35,38.42,38.426,38.843,39.18,38.876,39.084,38.717,38.383,38.317,38.431,38.192,38.181,38.137,37.971,37.952,38.076,38.096,38.821,39.104,38.993,39.15,39.169,38.71,38.93,39.1,39.216,39.04,38.816,40.018,39.662,40.371,41.029,40.97,41.062,41.12,40.556,40.974,40.434,40.598,40.431,40.657,40.872,41.075
898,B,False,46.265,46.187,46.277,46.016,46.282,46.511,46.552,46.847,46.633,46.741,46.77,46.702,46.829,46.602,46.874,46.938,46.636,46.298,46.646,46.697,46.456,46.282,46.615,46.624,46.529,46.826,47.131,47.126,47.209,47.621,47.565,47.723,47.991,47.954,48.154,48.324,48.242,48.276,48.606,48.625,48.949,48.6,48.443,48.483,48.557,48.317,48.784,49.278,49.242,49.088,49.163,48.905,49.039,49.294,49.243,49.44,48.938,49.262,49.202,49.619,49.169,49.427,49.119,49.441,49.634,49.108,49.112,49.141,49.029,49.375,49.336,49.385,49.668,49.971,49.819,50.307,50.349,49.86,50.237,50.122,49.914,49.989,50.075,49.87,49.587,49.505,49.513,49.566,49.57,49.455,50.062,49.904,49.997,50.221,49.806,49.463,49.858,49.237,52.166,49.442,49.383,49.233,48.941,48.971,49.392,49.29,49.022,48.708,48.698,48.526,48.764,48.531,48.704,48.79,48.904,49.002,48.743
899,B,False,54.391,54.277,53.669,53.16,53.036,52.8,53.491,53.299,52.867,52.802,52.601,52.298,52.122,51.304,51.725,51.86,51.707,51.634,51.244,51.273,50.561,50.503,50.7,50.993,50.957,50.813,50.74,50.346,50.285,50.578,50.402,50.407,50.701,50.598,50.286,50.747,50.778,50.217,50.539,50.451,50.393,50.469,50.947,50.475,50.776,50.626,50.299,50.667,50.892,50.823,50.136,50.668,50.936,50.467,50.137,50.568,50.214,50.261,50.045,50.301,49.939,49.49,49.165,49.051,49.04,48.548,48.62,48.679,48.357,48.067,48.182,47.919,47.932,47.52,48.001,47.784,47.882,47.756,47.993,48.308,48.075,48.106,48.129,47.833,47.823,47.823,47.558,48.044,47.454,47.849,47.877,47.738,47.266,47.432,47.588,46.921,46.582,47.173,47.339,47.28,47.113,47.325,47.206,47.383,47.892,47.646,48.003,48.409,48.512,48.534,48.722,48.914,48.883,49.06,48.867,49.138,48.376
900,B,False,33.255,32.224,36.614,38.221,37.787,36.32,32.291,32.319,32.367,31.227,30.333,29.093,29.541,27.549,25.545,23.892,25.51,25.953,25.724,24.893,25.143,25.049,25.06,25.692,25.981,25.192,27.482,27.185,25.877,26.316,27.443,27.862,27.939,27.48,27.567,28.696,28.628,28.983,28.173,28.241,28.704,27.737,28.189,28.414,28.227,30.046,29.339,27.879,27.599,28.964,29.504,28.999,27.991,28.45,28.103,27.894,29.15,29.734,30.514,28.994,28.439,29.076,28.253,28.25,28.288,28.53,27.757,27.18,27.794,27.509,27.597,28.541,28.37,28.433,28.868,29.119,29.059,29.167,29.052,28.159,28.125,27.614,27.705,27.244,27.759,28.427,27.186,27.508,27.731,27.81,26.36,27.125,26.985,27.348,26.763,26.459,26.933,26.085,26.439,26.838,26.6,27.195,26.909,26.976,26.51,27.095,27.096,27.996,27.362,27.521,28.589,28.281,28.497,29.181,29.338,29.016,29.196
901,B,True,40.085,40.316,40.511,40.61,40.512,40.753,40.907,40.558,40.601,40.226,40.525,40.667,40.27,39.762,39.785,39.672,39.461,39.57,38.915,38.714,38.264,38.661,38.084,37.779,37.403,37.526,37.768,37.398,37.994,37.862,37.589,38.431,38.302,37.828,37.761,37.553,37.92,37.847,38.273,37.9,37.89,37.748,37.482,37.633,37.281,36.974,36.95,36.118,36.489,36.384,35.392,35.264,34.862,35.16,34.727,34.485,34.392,34.266,34.675,35.313,34.921,35.091,35.028,36.021,35.331,34.878,34.994,34.522,34.419,35.409,35.378,34.485,34.191,34.339,34.23,33.696,33.534,32.807,33.039,32.591,33.862,33.08,32.007,32.267,31.672,31.699,32.141,32.109,32.15,31.654,31.336,31.094,31.414,30.696,31.649,31.445,31.405,31.325,32.043,31.985,31.167,31.185,31.057,31.476,31.324,31.424,31.264,31.161,31.796,31.018,30.705,31.034,31.168,31.117,31.683,32.187,31.828
902,B,True,42.635,41.96,42.187,40.789,40.201,41.26,40.996,41.454,42.074,41.348,41.033,41.802,40.802,43.636,42.212,41.716,41.758,39.15,41.933,40.873,40.244,39.609,37.543,36.429,34.513,35.304,37.438,37.096,36.999,37.739,37.432,35.135,35.727,37.221,35.533,36.654,35.978,35.969,34.412,33.971,33.773,34.084,35.014,35.968,42.588,36.761,37.455,37.998,36.494,38.429,39.753,40.672,39.982,41.527,42.219,40.602,40.003,40.527,39.003,38.979,39.128,37.73,37.781,36.962,36.372,40.681,42.702,43.629,40.813,41.872,41.747,42.386,40.283,40.116,41.119,40.71,39.882,38.67,39.425,36.0,35.953,36.853,38.4,36.904,36.191,35.489,34.373,35.522,34.114,34.784,35.493,38.042,39.208,40.713,40.732,39.784,39.072,39.216,38.13,38.675,37.185,37.595,37.737,37.773,37.904,37.047,36.813,35.11,35.325,33.703,34.593,35.311,34.486,34.339,34.196,35.016,34.045
903,B,True,32.253,31.875,31.704,31.528,31.3,31.711,31.966,31.705,30.914,31.209,31.692,31.608,31.672,32.08,32.355,32.595,32.742,31.143,32.059,31.833,31.83,31.332,31.686,31.779,31.311,31.512,30.887,31.181,31.251,31.592,31.084,31.423,31.413,32.269,32.282,32.295,33.318,32.99,32.754,32.44,33.077,33.052,32.441,33.301,33.202,33.131,33.327,33.622,33.456,33.85,33.838,34.239,34.196,33.653,33.417,32.844,33.04,33.03,32.738,33.292,33.549,33.095,33.746,33.364,33.577,33.567,33.583,33.629,33.676,33.493,33.996,33.809,33.518,33.646,34.287,34.342,33.906,34.217,34.248,34.504,34.648,34.505,34.072,34.545,34.524,34.589,34.661,34.804,34.977,35.104,35.227,34.91,35.719,35.295,35.181,35.145,35.674,35.796,35.6,36.286,36.224,36.104,36.171,36.043,37.003,36.841,37.168,36.323,36.709,36.722,37.192,36.956,37.172,36.855,37.11,37.071,37.284
904,B,False,34.066,34.092,34.064,33.426,33.631,33.746,33.458,33.263,33.317,33.569,33.971,33.509,33.499,34.236,33.824,33.886,34.099,34.344,34.28,34.311,34.432,33.955,34.109,34.106,33.942,33.694,33.809,33.544,33.776,34.131,33.979,34.001,34.04,34.038,33.758,33.94,33.878,34.254,34.263,34.521,33.903,34.038,34.455,34.291,35.476,35.139,34.612,34.655,34.7,34.266,34.572,34.608,34.461,34.727,35.08,34.986,35.16,35.291,35.803,35.806,35.393,35.813,35.542,35.737,35.608,35.238,35.809,35.679,35.597,36.068,35.659,35.467,35.234,35.746,35.933,36.711,37.067,36.847,37.088,37.001,37.109,37.504,37.545,37.373,37.437,37.454,37.453,37.386,37.511,37.949,38.202,38.271,37.825,37.776,37.739,37.72,37.821,38.662,37.925,37.868,37.82,37.748,37.523,37.715,38.111,38.35,38.589,37.765,38.177,38.315,38.77,38.524,38.461,38.091,38.094,37.722,38.311
905,B,False,30.13,29.985,29.875,30.872,30.87,29.741,30.198,31.161,30.456,30.903,30.315,30.676,31.778,31.693,31.458,31.902,32.074,31.63,30.818,31.875,32.499,32.828,32.334,32.769,32.709,33.223,33.914,33.478,32.311,33.627,32.834,32.389,32.818,32.466,32.62,32.429,31.897,31.528,31.027,31.419,31.804,32.34,31.771,31.278,31.826,32.008,31.482,31.811,32.169,31.627,31.643,32.489,32.059,31.257,31.035,31.328,31.451,31.86,31.699,32.138,31.698,31.508,31.788,31.369,31.921,31.274,31.856,32.216,32.221,31.984,32.12,31.861,31.844,31.518,32.279,32.138,31.797,32.248,31.185,30.293,30.8,30.086,30.212,30.042,30.481,30.505,29.515,29.088,29.189,29.396,29.177,29.818,29.469,29.215,29.512,28.576,28.806,29.56,29.055,28.917,28.839,29.614,28.877,29.228,29.191,29.018,29.133,28.554,29.044,28.944,29.077,28.979,29.084,29.179,29.143,28.724,29.293
906,B,True,38.438,38.038,37.45,36.461,36.717,38.147,37.481,37.041,37.024,38.175,37.48,36.459,36.205,35.961,38.184,36.694,36.979,36.506,35.768,36.898,37.31,37.195,36.088,38.656,37.819,37.893,37.883,38.495,38.64,38.932,40.272,39.339,41.079,39.549,39.943,39.566,39.721,40.94,40.887,40.961,41.289,41.418,42.835,41.705,44.654,46.663,44.188,45.892,47.315,49.13,47.591,48.457,47.885,46.07,46.559,47.249,46.477,46.031,47.12,46.835,46.57,46.056,46.082,46.959,45.796,45.251,45.816,45.981,46.909,47.478,47.181,47.037,47.007,48.982,48.707,47.844,47.688,48.883,48.347,47.025,45.404,46.309,46.458,45.6,44.961,44.841,44.455,44.236,45.993,45.314,46.057,45.378,45.322,45.867,45.679,46.166,46.364,47.001,45.748,45.645,45.62,45.474,44.888,45.155,44.536,43.863,43.847,44.362,44.411,44.939,45.425,45.401,45.226,45.553,45.115,45.106,45.252
907,B,False,18.384,20.86,27.696,33.015,28.131,28.406,28.639,32.501,33.226,33.876,32.759,35.624,36.416,37.249,38.765,40.15,39.095,37.776,37.922,37.579,37.95,37.243,38.104,38.225,37.999,37.523,39.234,39.607,38.754,38.506,38.06,38.189,36.652,37.488,37.45,36.87,37.161,37.43,36.632,38.552,36.134,36.328,38.139,36.198,34.936,35.08,35.614,36.276,34.245,35.006,33.002,33.29,34.095,32.612,32.622,31.747,33.339,31.643,34.458,32.441,33.008,31.056,30.76,31.17,30.572,30.77,30.72,29.698,30.967,29.965,29.589,29.296,29.282,28.909,29.647,28.798,29.24,29.69,30.038,29.434,29.193,29.724,29.925,29.55,29.904,30.533,29.491,29.033,29.579,29.94,29.833,30.699,30.492,30.162,29.93,30.464,29.949,30.251,30.084,30.456,29.97,30.615,30.457,31.0,31.396,30.503,30.123,30.853,31.779,30.737,30.889,30.894,30.926,30.289,31.264,31.168,30.745
908,B,False,37.069,37.031,37.008,36.772,36.913,36.914,37.447,37.532,37.41,37.23,37.762,37.694,37.889,38.001,38.284,38.63,38.207,38.368,38.327,38.618,38.737,38.794,38.592,38.564,38.962,38.875,39.414,38.911,38.66,38.577,38.692,38.974,38.729,38.4,38.695,38.686,38.53,38.213,38.446,38.633,38.495,38.659,38.41,38.249,38.48,38.334,38.794,38.454,38.314,38.15,38.282,38.228,38.208,38.169,37.726,38.298,38.239,38.392,38.394,38.31,38.172,38.635,38.252,38.315,38.453,38.434,38.764,38.73,38.734,38.85,39.024,39.523,39.163,39.324,39.038,38.863,38.747,38.516,38.775,38.968,38.681,38.848,38.879,38.591,38.619,38.335,38.024,38.719,38.235,38.364,38.437,38.417,38.56,38.649,39.353,38.676,38.984,38.668,39.044,38.718,38.822,39.042,38.994,38.143,38.272,38.424,38.875,38.458,38.623,38.616,38.971,39.219,39.083,39.044,38.482,39.234,39.294
909,B,False,36.818,35.986,37.731,30.886,33.765,34.769,35.582,36.293,34.281,35.294,36.338,34.868,34.084,34.301,33.897,34.561,34.244,33.825,33.704,34.242,33.021,33.698,33.939,32.922,33.264,33.714,33.292,35.175,31.521,32.642,30.755,30.996,32.055,31.268,31.17,32.305,30.807,30.25,31.835,34.611,33.025,32.402,32.702,32.438,31.284,33.011,31.837,33.493,31.329,32.056,31.66,32.163,33.148,31.812,32.197,32.404,32.407,32.291,32.193,32.235,32.438,32.375,33.765,33.401,34.082,34.018,35.189,35.156,32.854,33.488,33.328,33.936,31.603,32.033,32.005,30.947,30.491,29.262,29.207,29.622,30.552,30.426,30.415,31.436,30.657,30.649,30.53,30.904,30.831,30.558,30.322,30.722,32.019,31.002,30.517,30.582,30.315,30.365,29.849,30.556,30.17,30.44,30.577,32.023,31.794,30.692,30.613,31.654,31.148,31.75,31.751,31.335,31.734,31.017,30.942,30.292,29.663
910,B,False,46.196,46.486,45.56,46.213,46.456,46.309,46.674,46.674,46.366,46.316,46.235,45.943,46.295,46.346,46.112,45.918,46.278,46.484,46.9,46.984,46.774,47.279,47.157,47.162,47.44,47.192,46.884,46.59,47.191,47.179,47.052,46.872,46.793,47.007,46.896,47.539,47.127,47.348,46.954,46.894,47.327,47.6,47.066,47.196,47.083,47.445,47.227,47.433,47.744,48.048,48.159,48.389,48.295,48.216,48.568,48.601,48.629,48.213,48.143,48.509,48.548,48.74,48.991,48.934,49.427,49.541,49.358,49.419,49.211,49.071,49.58,49.5,49.185,49.33,50.103,50.297,49.884,49.852,50.134,49.877,49.973,49.908,50.211,50.33,50.55,50.673,50.938,50.813,51.112,50.774,50.701,50.627,51.118,50.597,50.513,51.142,51.119,51.221,51.955,52.374,51.92,52.286,52.033,52.563,52.422,52.83,53.344,53.562,53.327,53.615,53.082,52.408,52.259,52.647,52.41,51.9,51.965
911,B,True,47.082,47.727,47.701,46.783,46.307,45.87,45.95,45.615,45.681,45.878,45.391,45.301,45.545,44.966,44.663,44.56,44.342,44.411,44.41,44.804,44.682,44.767,45.342,45.243,44.905,45.386,45.574,45.699,46.326,46.47,46.43,46.6,46.048,46.406,46.041,46.194,45.925,45.813,45.958,46.156,46.367,46.87,46.752,46.314,44.603,45.011,45.332,45.406,45.133,45.126,45.308,45.408,45.8,45.744,45.916,45.809,45.917,45.407,44.783,44.887,45.066,44.829,44.745,45.33,44.72,45.149,45.38,45.53,45.374,45.701,45.608,45.785,44.485,44.866,44.321,43.467,44.057,44.665,44.031,44.393,44.447,44.827,45.086,45.691,45.596,46.036,45.308,44.935,44.482,44.308,43.825,43.912,43.913,43.843,44.02,43.954,43.65,43.697,43.768,43.157,42.798,42.191,42.44,41.496,42.196,41.702,41.547,41.372,40.91,40.677,40.442,40.73,41.263,41.917,41.493,41.692,42.043
912,B,False,47.855,47.479,47.475,47.888,47.833,47.892,47.848,47.37,47.076,46.802,47.585,47.874,48.13,47.062,46.424,46.978,46.581,46.989,46.983,46.542,46.9,46.695,47.095,46.681,46.516,46.112,46.765,46.578,46.801,46.497,46.751,46.475,46.548,46.718,46.676,46.665,46.418,46.779,47.048,47.068,47.154,46.941,46.44,46.607,46.627,46.162,46.361,46.502,47.066,47.573,47.716,47.384,47.739,48.214,48.476,49.065,48.692,48.711,49.256,49.262,48.805,48.588,47.813,47.774,47.679,46.817,45.834,46.214,46.092,46.468,45.858,45.656,46.157,46.255,45.762,46.26,46.517,46.614,46.069,45.598,45.611,44.958,44.773,45.333,44.775,45.012,45.402,45.374,45.167,44.726,45.146,44.839,44.878,45.105,44.93,44.551,44.459,44.73,44.464,43.958,43.956,44.067,43.591,43.104,42.893,42.669,42.23,42.635,42.312,41.692,41.56,41.885,41.549,41.544,41.763,42.13,41.385
913,B,False,30.016,30.264,30.294,30.3,30.217,29.944,29.822,29.876,29.621,29.447,29.721,29.452,29.832,29.716,29.846,29.696,29.704,29.761,29.508,29.813,29.968,30.01,29.67,30.057,29.938,29.734,29.955,29.81,29.798,29.847,29.797,29.841,29.653,29.925,29.874,29.721,29.786,29.915,29.829,29.672,29.739,29.961,30.12,29.749,30.07,30.066,30.221,30.254,30.13,29.906,30.106,30.016,30.062,30.278,30.196,30.27,30.111,30.162,30.323,30.616,30.279,30.63,30.852,30.647,32.282,31.204,31.042,30.939,31.026,31.528,31.592,31.306,31.507,31.711,31.534,31.563,31.659,31.563,31.405,31.122,31.084,30.984,30.9,31.107,31.057,31.268,31.039,30.926,31.218,31.172,31.156,31.083,30.95,31.288,31.148,31.181,31.267,31.699,30.851,30.938,31.244,31.174,31.439,31.618,31.862,31.801,31.769,31.797,31.977,32.24,32.298,32.424,32.223,32.462,32.383,31.714,31.944
914,B,False,49.432,49.191,49.16,49.132,49.103,49.403,49.172,48.545,48.278,49.047,48.692,49.249,48.593,49.021,48.866,49.064,49.267,48.788,49.202,49.264,49.802,49.731,49.666,49.318,49.161,49.133,48.594,48.458,48.271,49.081,48.53,48.269,48.181,47.888,47.12,46.743,45.743,46.004,45.371,45.155,45.049,45.135,44.897,45.919,46.297,45.086,48.773,45.273,45.553,45.502,45.605,45.494,45.354,45.993,46.227,45.871,46.26,45.821,45.717,46.206,46.018,46.021,45.852,44.943,45.327,44.831,45.081,44.942,44.726,44.727,44.75,44.046,44.445,45.373,45.315,44.381,44.122,44.329,45.208,45.333,45.184,44.865,45.89,45.901,46.235,46.03,45.513,46.014,46.332,46.403,46.256,46.813,46.878,46.727,45.718,46.525,45.74,45.582,44.688,44.74,44.771,44.488,44.068,43.857,43.786,44.299,44.266,44.36,43.948,44.319,44.071,43.127,42.699,43.453,43.149,43.533,44.089
915,B,False,37.816,37.955,38.015,47.756,38.041,38.333,38.262,38.476,38.974,39.149,39.172,39.753,40.18,40.101,40.714,41.226,41.676,41.677,41.084,40.907,41.949,42.527,42.151,42.93,43.722,43.536,44.625,44.747,45.137,44.535,44.97,44.777,45.059,44.475,44.487,44.311,43.931,51.953,44.257,44.647,44.48,44.496,44.777,44.867,44.624,45.017,44.847,44.957,45.093,44.768,44.817,45.2,45.901,45.793,46.17,46.39,46.051,45.75,46.054,46.264,46.377,46.445,46.958,46.709,46.771,46.671,46.872,46.943,47.263,47.177,47.224,47.399,47.895,47.995,48.049,48.168,48.481,48.637,48.948,48.873,48.486,48.691,48.813,48.431,48.553,48.078,48.377,47.853,48.461,48.28,48.587,48.234,47.801,48.131,48.184,48.715,48.534,48.612,48.624,48.368,48.376,48.566,48.504,48.962,48.6,48.471,48.729,48.787,48.663,48.703,48.779,48.731,48.523,48.421,48.426,48.668,48.716
916,B,True,52.297,51.992,52.576,52.662,51.863,52.219,51.986,51.962,51.551,52.111,52.304,52.165,52.324,52.42,52.681,52.867,52.519,52.071,51.851,51.891,51.924,51.731,51.927,51.574,51.742,51.908,52.129,51.843,51.719,51.744,51.868,51.9,51.708,51.932,52.144,52.293,51.715,52.248,52.15,51.913,51.913,51.979,51.744,51.072,51.63,52.058,51.602,51.695,51.839,51.449,51.075,50.966,51.06,51.17,51.592,51.345,51.12,51.215,51.083,50.756,50.44,50.464,50.453,50.478,50.615,50.98,51.315,51.653,52.035,51.995,51.769,52.141,52.63,52.714,52.901,52.79,52.626,52.502,52.743,52.526,52.711,52.909,53.412,52.538,52.675,52.653,53.023,53.026,52.849,52.552,52.69,52.796,52.565,52.507,52.546,52.37,52.511,52.412,52.899,52.52,52.386,52.252,52.182,52.191,52.087,52.383,52.2,52.115,52.222,52.321,52.484,52.838,52.555,52.819,52.965,52.813,52.257
917,B,False,46.166,46.364,47.001,45.748,45.645,45.62,45.474,44.888,45.155,44.536,43.863,43.847,44.362,44.411,44.939,45.425,45.401,45.226,45.553,45.115,45.106,45.252,45.353,45.667,44.989,45.132,44.532,43.967,43.822,43.872,43.577,43.613,43.234,43.304,43.477,43.145,43.558,43.752,43.948,43.857,43.779,43.935,43.787,43.368,43.128,43.508,43.558,43.57,43.776,44.093,43.897,44.128,44.253,44.361,43.647,43.471,43.117,42.782,42.549,42.432,42.293,42.222,42.481,43.245,43.922,43.126,42.956,43.045,42.294,42.19,41.886,42.302,41.894,41.706,42.053,42.018,41.622,41.807,42.177,42.104,41.943,42.145,41.999,41.997,42.231,42.789,42.374,42.185,42.145,42.328,41.981,41.904,42.105,42.475,42.158,41.537,42.357,42.604,42.904,43.463,43.162,42.965,42.706,42.022,42.26,42.498,42.37,41.884,41.365,41.843,41.878,41.501,41.415,41.027,41.156,41.013,41.154
