,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30,SHRGT45_31,SHRGT45_32,SHRGT45_33,SHRGT45_34,SHRGT45_35,SHRGT45_36,SHRGT45_37,SHRGT45_38,SHRGT45_39,SHRGT45_40,SHRGT45_41,SHRGT45_42,SHRGT45_43,SHRGT45_44,SHRGT45_45,SHRGT45_46,SHRGT45_47,SHRGT45_48,SHRGT45_49,SHRGT45_50,SHRGT45_51,SHRGT45_52,SHRGT45_53,SHRGT45_54,SHRGT45_55,SHRGT45_56,SHRGT45_57,SHRGT45_58,SHRGT45_59,SHRGT45_60,SHRGT45_61,SHRGT45_62,SHRGT45_63,SHRGT45_64,SHRGT45_65,SHRGT45_66,SHRGT45_67,SHRGT45_68,SHRGT45_69,SHRGT45_70,SHRGT45_71,SHRGT45_72,SHRGT45_73,SHRGT45_74,SHRGT45_75,SHRGT45_76,SHRGT45_77,SHRGT45_78,SHRGT45_79,SHRGT45_80,SHRGT45_81,SHRGT45_82,SHRGT45_83,SHRGT45_84,SHRGT45_85,SHRGT45_86,SHRGT45_87,SHRGT45_88,SHRGT45_89,SHRGT45_90,SHRGT45_91,SHRGT45_92,SHRGT45_93,SHRGT45_94,SHRGT45_95,SHRGT45_96,SHRGT45_97,SHRGT45_98,SHRGT45_99,SHRGT45_100,SHRGT45_101,SHRGT45_102,SHRGT45_103,SHRGT45_104,SHRGT45_105,SHRGT45_106,SHRGT45_107,SHRGT45_108,SHRGT45_109,SHRGT45_110,SHRGT45_111,SHRGT45_112,SHRGT45_113,SHRGT45_114,SHRGT45_115
584,B,False,46.326,46.418,45.052,45.254,42.45,42.595,42.865,42.788,42.462,43.975,44.278,44.773,45.516,45.681,46.361,45.227,45.653,44.625,43.77,43.617,44.557,44.799,44.311,44.474,43.949,44.449,44.745,45.099,45.826,44.882,44.295,43.866,43.788,43.296,43.286,43.316,43.784,43.414,42.766,43.012,42.534,41.699,41.543,41.81,41.424,41.86,41.954,41.205,41.261,41.235,40.638,41.297,40.868,41.045,40.894,40.618,41.211,41.951,43.371,42.435,41.448,40.743,40.327,40.524,39.881,40.274,40.737,40.622,41.401,40.928,40.673,40.794,41.229,40.742,40.555,39.98,40.476,39.374,38.69,37.89,38.578,39.751,40.292,39.787,38.557,39.427,39.981,39.473,39.936,38.949,38.77,40.083,38.269,37.252,38.511,36.902,37.588,37.275,38.296,37.809,37.85,38.161,37.404,37.918,38.682,39.352,39.434,39.029,38.46,38.895,38.625,38.402,38.404,38.924,38.035
585,B,False,11.372,10.583,10.929,12.186,12.523,11.711,12.381,13.239,12.832,13.049,13.272,14.416,14.07,13.914,14.498,12.079,12.782,12.107,12.741,13.392,12.754,11.654,10.311,10.954,11.634,10.203,11.235,11.149,11.966,12.824,11.395,12.914,11.197,11.845,11.457,9.8061,10.067,9.3033,11.016,12.671,11.466,10.847,11.605,11.362,12.986,11.328,11.52,11.077,10.525,9.9222,10.425,9.4205,10.236,8.8608,8.4667,6.363,6.3979,7.6641,8.9747,9.1558,10.576,11.625,11.979,10.369,9.1567,10.368,7.5,6.4226,6.6963,5.8824,5.8385,5.429,5.4155,4.4519,4.9884,5.6333,5.8703,5.1042,4.5852,5.1079,6.0704,5.6293,6.7215,5.976,6.1555,7.9438,7.0991,7.4305,7.2045,6.4069,7.7377,7.0767,7.3899,6.7035,7.492,6.2165,7.48,9.53,7.6184,8.1119,9.4402,8.064,7.5075,8.5142,6.9683,7.0034,7.6521,9.2232,7.3008,8.121,7.6923,9.0496,8.7558,6.3033,5.4565
586,B,False,0.73678,0.77876,0.99865,1.0993,1.2268,1.2339,1.3797,1.3356,1.0455,1.0243,0.64958,0.87944,0.94649,1.401,1.0098,0.82861,0.69423,0.43438,0.60559,1.1264,0.91317,1.1714,1.2048,0.96579,1.2065,0.86547,0.99444,1.3395,1.4109,1.9819,1.7724,1.7272,1.7671,2.0597,2.0918,2.1182,1.9836,1.6747,1.4489,1.6525,1.936,2.1522,1.6398,1.8707,2.0542,2.5038,1.8851,1.7304,1.9586,1.9918,2.1138,2.9005,3.2863,2.0799,2.9971,2.9144,2.7731,2.5607,3.1484,3.4306,3.7555,3.5218,3.0061,3.84,3.7814,3.813,4.4523,4.4625,4.0794,3.9696,4.7141,4.4732,5.5934,5.1094,4.7648,4.5465,4.439,5.1752,5.3782,5.1899,5.6701,5.6854,5.505,5.7178,5.7857,4.6695,4.82,5.2246,6.2424,5.4664,5.5273,4.7324,3.8443,4.4536,4.9151,4.7986,4.8081,4.6138,4.3933,4.631,4.3098,5.6868,6.1853,6.2631,6.2708,5.9055,5.8942,5.9518,5.7915,5.9471,5.9928,7.0609,6.7557,8.1989,8.6299
587,B,True,21.241,20.326,18.526,19.826,19.686,18.0,19.402,19.974,20.277,20.315,20.081,20.974,22.139,21.978,22.188,22.333,21.802,22.132,22.932,22.111,21.075,21.863,21.804,21.853,22.526,21.407,21.175,21.364,20.941,21.321,20.425,18.657,19.351,18.796,18.717,19.187,18.09,17.809,17.173,18.733,18.486,20.476,19.106,18.81,19.235,17.452,16.59,17.085,17.795,18.485,18.62,17.931,17.144,18.29,18.01,19.05,18.503,20.422,21.167,20.937,19.344,19.046,19.372,21.087,20.01,20.225,20.109,18.988,19.466,20.214,19.554,19.722,19.357,19.681,19.258,19.906,19.096,18.216,19.507,20.727,21.702,20.529,20.886,21.818,23.098,22.657,21.894,18.735,18.207,18.499,18.682,16.825,17.827,16.695,18.238,18.259,18.115,18.722,17.488,17.74,18.539,16.679,15.309,16.177,16.127,17.238,19.02,17.911,17.337,16.366,19.661,18.502,19.753,16.873,17.575
588,B,False,13.169,7.0155,6.7715,6.3549,5.2874,3.9216,7.8829,9.8913,12.078,9.2031,7.7008,6.3679,7.0406,7.947,6.1159,5.3476,4.955,7.0115,5.2184,5.5687,13.276,11.327,10.215,11.158,11.245,13.13,20.038,20.547,17.975,15.832,17.2,20.389,19.234,21.204,23.638,22.75,25.399,26.251,29.684,26.292,31.095,30.971,28.388,29.34,31.403,34.156,36.353,31.463,35.111,36.252,37.653,37.894,38.74,39.959,40.144,41.087,42.59,38.434,40.397,41.568,40.922,33.375,39.255,42.105,40.171,40.763,39.896,39.445,38.219,38.38,37.226,36.013,38.062,37.488,36.416,35.471,35.624,35.355,35.718,37.621,37.309,37.892,33.759,35.273,35.043,34.115,34.599,36.061,35.103,33.218,35.264,32.075,30.363,32.041,31.217,29.513,29.994,29.916,29.824,30.187,32.532,29.775,32.334,31.62,28.955,29.881,30.671,31.208,32.68,30.561,32.904,29.74,29.929,30.84,29.997
589,B,True,34.47,36.42,37.62,39.042,38.978,37.816,39.492,38.494,38.845,39.013,37.688,37.117,36.376,34.967,34.102,32.984,32.764,34.505,35.613,38.099,38.083,38.517,38.235,39.619,39.739,39.04,39.823,39.853,40.186,40.365,38.607,38.367,40.053,39.637,38.965,38.328,36.812,37.509,37.416,36.215,37.556,36.477,37.136,36.58,35.724,36.507,35.563,35.836,36.135,35.792,35.244,35.805,35.98,34.221,35.475,34.613,35.402,35.324,34.359,34.388,34.018,33.954,34.16,34.774,34.937,35.521,35.528,35.149,36.314,38.434,38.771,38.507,37.25,37.923,37.676,36.872,36.968,37.083,37.167,37.106,36.554,36.887,35.671,34.925,33.712,33.501,33.366,33.463,34.862,35.938,35.745,35.835,35.987,36.781,35.941,36.612,37.23,37.773,37.792,37.519,37.566,37.343,36.902,38.006,38.487,37.823,38.587,37.628,38.874,38.304,38.474,38.083,37.894,38.3,37.721
590,B,False,14.348,14.815,14.377,15.54,14.221,13.61,12.871,13.482,13.315,11.222,12.389,13.253,15.131,13.772,12.63,13.674,11.849,10.749,9.375,10.2,11.974,12.852,11.316,10.333,11.434,12.387,11.808,12.99,10.253,10.188,9.9573,10.227,8.987,10.496,10.246,10.84,10.814,7.8151,7.6353,8.5982,6.9508,6.7923,6.4349,7.6377,5.6794,9.1457,9.9003,8.2735,9.2742,9.8467,11.575,10.506,10.343,10.811,10.564,9.7465,10.054,9.031,10.751,12.649,10.271,7.9836,6.5675,6.6243,4.828,8.4656,8.2775,9.4712,7.4017,8.002,6.5178,8.0498,8.4455,11.056,7.8067,8.8816,9.157,8.0335,6.3179,7.5203,9.0909,9.0,7.9115,6.8897,5.9026,6.8571,7.6753,9.4192,9.5611,8.8922,10.267,9.9947,9.6555,10.593,9.8873,9.9678,10.662,10.563,11.524,11.1,11.494,11.437,12.662,13.086,13.101,14.754,15.203,13.981,13.867,12.976,13.288,11.967,11.496,11.649,10.435
591,B,True,7.2559,6.2399,7.684,8.0266,11.205,8.1943,10.015,10.214,10.982,11.986,8.3775,7.9937,7.6555,5.0626,7.1781,6.8985,6.5476,8.4393,6.8406,6.2393,7.3462,6.8885,6.8371,7.8563,8.2427,7.1784,10.785,8.987,9.5383,11.351,9.375,8.5299,9.5189,11.682,9.4742,8.8629,8.6217,7.6923,7.1903,7.5249,6.6998,6.3898,4.6729,5.7613,5.6457,5.7143,5.343,5.5759,4.37,4.7692,2.7005,5.4288,3.5881,3.2958,2.8884,3.5521,2.8324,3.5983,5.0,4.8133,3.1797,4.1599,4.0096,3.7879,4.0335,6.6334,10.458,7.5574,7.3793,9.275,11.322,9.4059,7.4692,8.159,8.5393,8.5205,7.8867,6.116,8.074,9.7884,5.8271,4.0289,2.6128,3.598,4.5337,4.3165,6.4951,4.6819,5.2144,6.3961,5.6555,3.5088,4.2904,5.8114,4.0526,3.2584,3.4814,2.2487,5.1451,5.6241,6.2241,4.3056,2.933,3.2061,4.1916,3.622,2.3295,3.2479,5.1887,3.5938,2.3511,2.1173,3.5821,5.7234,3.1546
592,B,False,4.5194,3.9021,4.6541,3.6341,4.3699,5.0312,4.5665,4.6941,4.2852,4.1353,4.7746,4.8433,4.7435,4.3247,4.7443,4.8037,3.9792,4.5747,5.0246,5.6843,5.368,6.2644,6.9632,6.8433,6.5523,6.055,5.78,5.9902,5.0992,4.4876,5.6044,6.1005,6.4266,5.3137,5.2353,4.5534,4.8892,4.3045,3.8877,4.3587,4.0177,3.3712,3.473,3.8053,3.7763,3.4348,3.2202,2.9443,2.9938,2.9192,3.0806,3.0908,3.5267,2.7294,2.6828,2.5986,2.7848,2.2542,2.0719,1.8819,1.9491,1.7833,1.3889,1.8009,1.4807,1.3074,1.2739,1.2275,1.5513,1.0338,0.94057,1.4738,0.92012,1.2638,0.60729,1.0505,1.116,1.7453,1.5707,1.8272,1.1778,1.3796,1.1861,0.97415,0.92456,0.77369,0.42537,0.47431,1.0679,1.1811,0.75517,1.0958,1.3558,0.56657,1.2156,1.7473,0.64711,0.49813,0.33431,0.41408,0.20661,0.28724,0.65735,0.37847,0.64991,0.52356,1.0221,0.42337,0.38877,1.2185,0.70268,0.6675,0.78706,0.71669,0.16736
593,B,False,44.065,44.153,44.111,44.292,44.214,43.589,44.607,44.52,44.737,44.233,44.688,45.423,45.058,45.05,44.232,44.606,45.131,44.532,44.25,44.104,45.084,45.631,46.07,45.143,43.75,43.255,42.354,41.413,41.428,40.474,40.906,40.82,39.573,38.889,40.267,41.084,41.727,43.02,44.126,43.999,45.202,46.376,45.849,45.969,46.22,46.615,46.324,46.318,46.268,46.532,46.863,46.508,45.932,45.568,46.061,44.995,44.668,44.756,45.261,45.28,45.3,45.132,44.947,45.309,44.901,43.712,43.981,43.938,43.915,43.803,43.487,43.549,43.924,43.885,44.772,43.279,43.726,44.569,44.735,44.187,43.907,43.994,44.189,44.178,44.265,44.211,43.984,44.51,44.663,45.579,45.616,45.176,44.947,45.382,46.189,46.979,46.697,46.472,45.797,46.202,46.894,46.699,46.351,46.11,45.602,44.689,44.575,43.868,44.074,43.237,42.601,42.822,42.127,41.324,41.941
594,B,True,52.871,54.219,54.875,56.685,57.548,55.626,57.488,58.595,55.903,56.145,55.422,55.436,55.675,56.867,53.853,55.688,56.178,53.829,54.772,54.626,54.832,53.825,52.0,51.858,54.741,51.973,51.766,50.207,51.526,52.029,52.359,52.051,50.627,51.163,50.615,50.048,50.076,49.953,50.46,49.72,50.042,49.094,49.933,49.347,49.232,48.413,49.248,48.896,49.82,51.282,49.379,48.567,47.604,48.203,46.294,46.415,45.907,44.437,44.84,44.569,43.79,42.494,41.882,42.927,40.827,41.191,40.129,39.552,38.748,39.162,38.587,39.035,38.444,39.651,38.709,38.468,37.459,39.336,38.338,38.085,38.822,38.889,40.017,38.891,38.224,38.406,37.521,37.716,37.806,36.081,36.544,36.179,35.756,36.824,36.147,36.253,36.454,36.704,36.995,36.907,36.842,37.123,36.705,36.731,36.081,36.814,35.676,37.534,37.316,37.573,36.075,36.453,36.507,38.243,37.99
595,B,True,28.109,26.941,27.565,28.349,28.994,28.934,29.151,28.377,29.602,29.697,29.805,31.195,31.64,31.774,32.457,31.808,32.124,31.681,31.904,31.011,31.439,31.969,32.242,30.45,31.15,31.187,30.959,31.213,31.649,31.633,31.886,31.344,31.019,29.937,30.999,31.004,30.651,30.592,30.739,30.243,30.105,30.453,29.525,27.883,29.11,28.239,28.383,28.983,29.588,29.536,29.387,29.596,28.917,28.543,27.948,28.016,28.681,30.226,29.256,29.561,29.774,30.106,29.761,29.987,30.269,30.837,31.015,32.096,32.629,31.717,31.886,32.009,31.814,32.285,33.069,32.272,32.259,31.971,32.722,32.52,32.61,31.671,32.504,31.328,31.894,30.782,31.349,31.686,32.262,31.257,31.983,32.156,32.5,32.53,32.593,33.513,33.952,33.608,33.991,34.434,34.436,35.225,35.312,34.804,36.231,35.421,36.241,36.834,37.414,37.567,37.407,36.836,35.182,35.837,35.644
596,B,False,11.245,13.13,20.038,20.547,17.975,15.832,17.2,20.389,19.234,21.204,23.638,22.75,25.399,26.251,29.684,26.292,31.095,30.971,28.388,29.34,31.403,34.156,36.353,31.463,35.111,36.252,37.653,37.894,38.74,39.959,40.144,41.087,42.59,38.434,40.397,41.568,40.922,33.375,39.255,42.105,40.171,40.763,39.896,39.445,38.219,38.38,37.226,36.013,38.062,37.488,36.416,35.471,35.624,35.355,35.718,37.621,37.309,37.892,33.759,35.273,35.043,34.115,34.599,36.061,35.103,33.218,35.264,32.075,30.363,32.041,31.217,29.513,29.994,29.916,29.824,30.187,32.532,29.775,32.334,31.62,28.955,29.881,30.671,31.208,32.68,30.561,32.904,29.74,29.929,30.84,29.997,28.026,25.268,26.105,29.156,29.888,26.023,26.197,27.483,27.166,26.111,26.568,25.999,28.18,30.531,30.592,26.08,26.555,25.86,24.875,24.439,25.949,25.049,22.115,24.283
597,B,False,2.8736,2.2509,3.1845,2.9775,2.4377,2.8331,3.0986,2.598,2.7168,2.1338,2.1223,2.3904,2.1976,2.2671,2.3565,2.1206,2.2314,2.408,2.678,2.6906,2.7748,2.8106,2.6014,3.4938,3.3153,2.9828,2.708,3.2603,2.82,2.4597,2.2236,2.4293,2.2778,2.4106,2.4346,1.9071,1.6873,1.8289,1.7266,1.5666,0.9629,1.7519,1.4254,1.163,1.6874,1.3976,1.2292,1.502,1.1746,1.8066,2.0157,1.3317,0.91537,1.5257,1.2613,1.003,1.7997,1.121,1.6811,1.8425,1.4171,1.6329,1.3472,2.0155,1.9244,1.6124,1.8777,2.0109,1.6823,1.7004,1.3094,1.356,1.375,1.2197,1.7164,1.242,1.5941,1.5844,1.8428,1.8126,2.1074,2.1285,1.8238,1.769,2.4822,2.643,2.6494,3.2884,2.8055,2.618,2.4052,2.4189,2.2379,1.7312,2.1302,1.8454,1.7301,2.1945,2.0705,2.5084,1.6484,2.7677,2.0882,2.9861,3.2039,3.5582,2.9195,2.731,3.3635,2.9111,2.6374,2.7918,2.667,2.7922,3.0549
598,B,False,17.673,17.788,17.695,18.138,18.051,18.068,17.684,17.354,17.835,17.821,18.166,18.266,17.484,17.682,17.659,17.346,17.721,17.36,17.506,17.729,17.919,17.55,17.225,17.452,17.51,17.44,17.551,17.723,17.468,18.056,17.817,18.0,17.78,18.372,18.628,17.989,18.045,17.52,17.619,17.985,17.558,17.506,17.454,17.544,17.427,17.735,17.371,17.3,17.261,16.503,16.688,16.346,16.479,16.444,16.463,16.628,16.505,16.541,15.821,15.605,15.821,15.724,15.605,15.508,15.302,15.26,15.246,15.103,15.222,15.175,15.324,15.426,15.097,15.441,15.286,14.728,14.544,14.302,14.352,14.048,14.395,14.408,14.254,14.333,14.85,14.937,15.253,15.165,15.027,14.691,14.628,14.988,15.355,14.799,14.74,14.993,14.631,14.74,14.715,14.151,14.166,14.483,14.566,14.292,14.259,13.993,14.148,14.673,14.224,14.179,13.638,13.808,13.791,13.807,13.454
599,B,False,4.9575,4.8159,3.8748,3.7267,2.707,1.1994,2.3192,0.13141,1.1421,0.69061,1.2146,0.85575,1.5134,2.7144,0.60914,1.1828,1.222,2.2088,5.2331,6.6489,9.0692,12.003,15.035,13.274,7.8571,9.3151,9.1689,7.4448,6.5136,5.3931,6.193,5.0616,5.7065,4.1982,2.9605,2.381,3.0935,1.6205,2.0158,1.1364,2.2773,4.2961,1.4887,2.2523,4.6221,5.6872,6.5553,9.1171,5.648,5.472,15.289,13.964,12.222,8.2695,12.28,11.302,14.648,9.5155,9.6444,11.524,11.571,12.057,9.4197,9.9366,10.209,9.9961,7.5541,7.8743,8.5748,7.2535,7.992,8.1409,8.7258,10.992,10.192,8.4733,6.5209,8.9964,7.0101,8.3897,6.0392,9.7962,10.314,7.1697,6.6031,4.5559,6.1054,6.8979,7.5107,8.1215,6.1834,7.3078,8.076,6.7442,6.8988,6.2819,6.4764,9.2796,8.0743,8.8346,9.7804,8.6116,7.6237,9.0875,7.9505,8.0402,9.3843,9.3791,8.7016,8.972,6.9046,10.511,10.741,11.492,7.6848
600,B,False,10.083,10.181,9.9491,8.8115,10.748,12.439,11.431,11.347,10.798,8.818,9.1004,9.3161,9.0115,9.7161,10.187,9.7536,10.239,8.5115,9.7528,9.5703,9.9007,9.5805,8.5022,9.3968,11.301,11.327,11.239,11.966,11.853,12.778,11.903,13.065,10.361,11.056,11.922,11.101,11.384,11.804,12.198,11.996,11.127,10.626,10.812,11.706,12.598,12.615,13.69,12.079,11.969,13.627,14.374,13.329,14.587,15.887,15.814,14.84,13.564,13.486,14.315,13.371,15.204,14.263,13.917,15.309,14.452,13.399,12.883,15.092,14.623,14.688,13.228,12.939,13.228,13.517,13.625,13.658,13.533,12.357,12.614,13.393,13.317,14.601,13.343,11.696,12.248,13.215,11.243,12.032,12.491,12.949,12.629,12.94,12.211,13.078,15.097,15.26,14.747,14.39,15.668,15.382,14.638,15.357,17.238,18.135,18.344,18.362,19.872,19.489,19.244,20.74,23.37,23.143,23.412,23.748,22.775
601,B,False,14.234,13.871,12.78,12.441,13.251,12.321,12.525,12.018,13.221,14.057,13.899,13.642,13.754,13.83,13.534,13.837,13.887,13.159,11.507,10.854,11.485,12.469,13.367,13.808,13.566,16.098,15.822,15.381,15.096,13.788,14.296,14.03,12.693,11.77,11.689,11.288,11.246,11.145,10.721,10.597,11.633,11.632,11.013,11.979,10.807,10.415,10.534,11.304,11.492,12.427,12.215,11.6,11.611,11.003,11.392,11.457,11.355,12.249,11.706,11.804,11.545,11.017,10.708,10.903,10.969,9.7113,10.677,10.051,10.304,10.169,9.8375,8.7946,9.5803,10.77,10.644,9.5906,9.1637,9.3797,8.5824,7.0222,8.3235,6.4393,5.9491,6.1267,7.8831,7.1342,7.6617,8.0112,8.366,9.4688,10.442,9.6322,9.5998,7.7474,8.3496,8.9714,8.4145,8.868,9.5517,8.5714,13.268,11.358,12.234,13.94,14.904,15.89,15.737,14.126,14.175,14.551,15.63,12.854,9.5894,9.8395,7.9395
602,B,True,50.207,51.526,52.029,52.359,52.051,50.627,51.163,50.615,50.048,50.076,49.953,50.46,49.72,50.042,49.094,49.933,49.347,49.232,48.413,49.248,48.896,49.82,51.282,49.379,48.567,47.604,48.203,46.294,46.415,45.907,44.437,44.84,44.569,43.79,42.494,41.882,42.927,40.827,41.191,40.129,39.552,38.748,39.162,38.587,39.035,38.444,39.651,38.709,38.468,37.459,39.336,38.338,38.085,38.822,38.889,40.017,38.891,38.224,38.406,37.521,37.716,37.806,36.081,36.544,36.179,35.756,36.824,36.147,36.253,36.454,36.704,36.995,36.907,36.842,37.123,36.705,36.731,36.081,36.814,35.676,37.534,37.316,37.573,36.075,36.453,36.507,38.243,37.99,36.983,37.471,37.973,38.064,37.829,37.597,38.868,39.248,38.558,39.445,39.732,38.784,39.059,38.039,38.472,39.056,37.842,36.833,36.777,36.073,36.793,37.764,38.262,39.225,38.841,37.722,37.625
603,B,False,44.244,44.448,43.368,43.817,43.659,43.788,43.474,44.379,44.998,45.474,45.472,44.881,46.06,46.659,46.763,46.995,47.427,48.99,49.302,49.796,51.001,50.044,50.912,50.424,49.385,49.138,48.645,47.933,48.292,47.657,45.853,44.708,45.701,45.308,46.718,45.494,45.135,46.426,45.904,46.199,45.968,46.677,46.202,45.986,46.246,45.821,45.973,46.697,46.78,46.659,46.395,45.483,46.585,47.202,46.77,46.919,47.283,47.66,46.563,46.789,45.894,45.223,45.305,46.204,46.109,46.145,46.311,46.326,46.418,45.052,45.254,42.45,42.595,42.865,42.788,42.462,43.975,44.278,44.773,45.516,45.681,46.361,45.227,45.653,44.625,43.77,43.617,44.557,44.799,44.311,44.474,43.949,44.449,44.745,45.099,45.826,44.882,44.295,43.866,43.788,43.296,43.286,43.316,43.784,43.414,42.766,43.012,42.534,41.699,41.543,41.81,41.424,41.86,41.954,41.205
604,B,False,20.424,21.06,21.84,20.754,20.273,19.929,20.383,19.757,19.467,18.614,18.329,18.906,17.838,18.761,18.264,17.379,16.799,17.458,16.426,16.661,16.104,16.434,17.538,16.819,17.67,17.446,17.068,18.696,19.263,18.502,18.394,17.121,18.018,18.206,19.176,18.051,18.321,18.012,17.56,17.925,16.966,16.063,16.844,15.416,15.366,16.334,14.956,13.95,13.417,13.493,12.616,11.923,11.307,10.924,11.308,12.312,11.497,11.804,11.235,12.741,12.295,12.174,13.004,11.274,11.861,13.046,13.477,12.419,11.446,12.352,12.029,12.013,11.598,10.729,11.346,10.84,12.381,11.178,9.2236,9.6523,8.982,8.5171,9.1538,9.2673,9.0361,8.1159,8.1326,7.7711,8.7709,7.8699,8.0896,7.7699,7.9126,8.1895,8.387,8.5083,7.6051,7.647,7.2729,7.8797,8.3904,8.0211,7.8469,7.6008,9.0104,8.1779,7.4057,7.8402,7.9752,8.0689,8.9799,9.8279,9.1621,9.5696,10.809
605,B,True,19.781,20.584,21.302,20.753,21.515,21.211,21.759,20.204,20.594,20.843,20.855,20.523,21.697,20.62,21.888,21.377,22.478,22.54,22.856,21.573,22.478,22.051,22.922,22.425,23.156,21.797,23.706,23.052,23.926,24.049,23.77,23.328,25.582,24.51,26.962,26.239,27.065,26.374,26.074,24.814,24.004,24.044,25.572,26.025,28.407,27.092,28.497,27.447,29.357,26.883,26.739,27.288,27.395,27.778,27.702,27.791,28.357,28.114,28.935,28.856,28.151,29.34,28.849,28.811,27.374,27.028,27.4,27.406,26.472,26.363,29.37,28.791,29.644,28.966,28.661,29.846,27.77,30.628,29.143,30.042,31.962,31.266,31.543,31.087,31.616,31.542,32.099,30.48,31.809,30.755,30.833,29.919,29.401,29.212,29.914,29.88,30.951,31.455,32.349,31.321,31.381,30.997,32.487,32.603,31.404,31.183,31.319,30.818,30.642,31.277,31.295,31.018,31.373,32.157,31.293
606,B,False,15.689,15.35,16.918,18.238,16.366,15.049,14.641,15.58,16.805,17.267,16.902,18.233,17.83,17.825,18.925,17.99,19.621,18.405,19.781,20.584,21.302,20.753,21.515,21.211,21.759,20.204,20.594,20.843,20.855,20.523,21.697,20.62,21.888,21.377,22.478,22.54,22.856,21.573,22.478,22.051,22.922,22.425,23.156,21.797,23.706,23.052,23.926,24.049,23.77,23.328,25.582,24.51,26.962,26.239,27.065,26.374,26.074,24.814,24.004,24.044,25.572,26.025,28.407,27.092,28.497,27.447,29.357,26.883,26.739,27.288,27.395,27.778,27.702,27.791,28.357,28.114,28.935,28.856,28.151,29.34,28.849,28.811,27.374,27.028,27.4,27.406,26.472,26.363,29.37,28.791,29.644,28.966,28.661,29.846,27.77,30.628,29.143,30.042,31.962,31.266,31.543,31.087,31.616,31.542,32.099,30.48,31.809,30.755,30.833,29.919,29.401,29.212,29.914,29.88,30.951
607,B,False,10.64,11.21,11.292,15.619,16.98,15.665,16.905,17.356,18.019,15.961,14.851,18.16,18.923,19.696,19.485,20.15,21.184,21.619,25.021,25.721,24.343,24.302,24.251,23.439,22.441,23.277,20.093,21.129,22.128,23.205,23.437,22.707,18.94,21.145,20.961,20.629,21.671,22.171,23.358,23.666,25.124,23.975,23.027,21.97,21.524,22.823,24.903,25.785,25.347,25.5,24.47,23.232,22.002,20.197,21.423,20.154,22.804,25.367,23.395,25.348,27.124,27.324,25.164,23.455,24.111,24.983,22.921,21.567,23.75,23.266,22.422,22.954,24.604,23.616,23.82,23.537,23.367,23.695,20.972,22.394,23.276,24.39,23.285,22.356,23.423,25.645,24.311,25.824,26.787,26.596,25.099,25.45,26.868,26.205,26.183,26.298,26.684,26.952,26.215,26.295,25.932,26.393,25.453,24.275,21.576,20.742,20.27,24.327,26.82,22.29,23.433,22.887,21.058,22.386,20.864
608,B,False,2.1785,2.8631,1.7627,1.2586,1.5788,1.9807,1.4548,1.6619,1.1429,1.5022,1.2133,1.9769,1.6079,1.7768,1.6184,1.7648,1.3507,1.3765,1.1895,1.2601,1.3932,1.8021,1.3351,1.4202,1.6098,1.2175,1.1171,1.2323,1.2423,1.1914,1.0431,1.3314,1.1605,0.77392,0.69045,0.84549,1.0987,0.71881,0.50365,0.80349,0.78431,1.1494,1.1695,0.64623,0.81527,0.77377,1.1705,0.90978,0.95772,1.065,1.5143,1.2021,0.8051,0.69364,0.85796,0.8,0.70547,0.68049,0.73965,0.59622,0.63086,0.44913,0.51464,0.57915,0.80877,0.44101,0.63244,0.71241,0.59398,0.8727,1.0632,1.425,0.92064,0.88414,1.0459,1.1082,1.4008,0.79787,0.62904,0.9607,0.66102,0.7034,0.89891,0.9743,1.1387,1.2452,0.85873,0.71992,0.80191,0.84541,0.86445,0.82418,0.75083,0.61991,0.57678,1.1767,0.81952,0.81506,0.49126,0.31379,0.35363,0.6155,0.22146,0.72839,0.19433,0.30488,0.50019,0.3227,0.40824,0.25613,0.40175,0.50835,0.44627,0.62533,0.51423
609,B,True,10.552,10.285,10.118,9.3514,9.884,10.258,9.0726,9.9192,9.3095,9.06,10.054,10.543,9.5506,10.114,10.027,10.913,10.609,10.942,11.991,11.718,11.268,10.958,12.234,11.602,11.443,13.019,12.957,13.019,13.527,13.873,13.386,13.939,14.703,15.74,15.097,14.21,13.563,13.167,13.382,13.043,13.253,13.612,13.862,13.099,14.109,13.328,13.77,13.513,13.317,13.108,13.08,13.178,14.369,13.688,13.124,13.679,14.146,13.668,13.079,13.749,14.216,14.801,14.774,14.848,13.773,14.833,14.967,14.948,14.803,14.752,15.394,15.525,15.404,15.306,16.402,16.181,15.308,15.351,16.159,16.678,16.154,16.546,16.363,16.525,16.739,16.014,17.392,17.026,17.231,16.15,16.884,16.845,17.8,17.446,18.081,18.0,18.138,17.893,18.327,18.019,19.21,19.391,19.362,20.024,19.403,20.855,20.238,19.861,21.305,20.672,20.333,20.673,20.809,20.692,20.766
