,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30,SHRGT45_31,SHRGT45_32,SHRGT45_33,SHRGT45_34,SHRGT45_35,SHRGT45_36,SHRGT45_37,SHRGT45_38,SHRGT45_39,SHRGT45_40,SHRGT45_41,SHRGT45_42,SHRGT45_43,SHRGT45_44,SHRGT45_45,SHRGT45_46,SHRGT45_47,SHRGT45_48,SHRGT45_49,SHRGT45_50,SHRGT45_51,SHRGT45_52,SHRGT45_53,SHRGT45_54,SHRGT45_55,SHRGT45_56,SHRGT45_57,SHRGT45_58,SHRGT45_59,SHRGT45_60,SHRGT45_61,SHRGT45_62,SHRGT45_63,SHRGT45_64,SHRGT45_65,SHRGT45_66,SHRGT45_67,SHRGT45_68,SHRGT45_69,SHRGT45_70,SHRGT45_71,SHRGT45_72,SHRGT45_73,SHRGT45_74,SHRGT45_75,SHRGT45_76,SHRGT45_77,SHRGT45_78,SHRGT45_79,SHRGT45_80,SHRGT45_81,SHRGT45_82,SHRGT45_83,SHRGT45_84,SHRGT45_85,SHRGT45_86,SHRGT45_87,SHRGT45_88,SHRGT45_89,SHRGT45_90,SHRGT45_91,SHRGT45_92,SHRGT45_93,SHRGT45_94,SHRGT45_95,SHRGT45_96,SHRGT45_97,SHRGT45_98,SHRGT45_99,SHRGT45_100,SHRGT45_101,SHRGT45_102,SHRGT45_103,SHRGT45_104,SHRGT45_105,SHRGT45_106,SHRGT45_107,SHRGT45_108,SHRGT45_109,SHRGT45_110,SHRGT45_111,SHRGT45_112,SHRGT45_113,SHRGT45_114,SHRGT45_115
25,M,True,34.527,34.474,36.696,36.821,38.027,37.107,37.428,38.467,39.017,39.216,37.703,36.783,37.624,38.47,40.217,40.002,41.089,41.168,41.676,41.174,42.413,42.521,42.55,41.977,42.538,43.026,42.925,41.977,41.935,42.538,43.308,42.078,42.871,43.125,43.02,42.839,43.671,44.283,44.783,45.988,47.365,46.948,47.879,47.881,47.895,47.742,47.633,47.569,47.147,47.945,47.88,48.561,48.466,49.007,49.534,49.891,49.45,49.562,50.002,49.691,49.796,50.103,50.019,49.703,49.581,49.567,50.378,50.542,49.826,49.888,50.641,50.47,49.93,49.196,48.727,48.99,49.491,49.891,49.639,50.494,51.148,51.496,51.484,51.814,52.106,51.713,51.868,52.033,52.844,52.246,52.767,52.687,52.823,52.689,52.347,52.587,52.536,52.457,52.265,52.091,52.525,52.756,52.862,52.876,52.614,53.18,53.414,53.156,53.672,53.212,53.062,53.716,53.59,53.884,53.624
26,M,True,55.601,55.719,54.749,54.281,54.276,54.881,54.415,54.522,54.16,54.229,54.158,54.029,54.532,54.864,55.391,55.937,56.167,55.824,56.141,56.563,56.414,56.534,56.857,56.868,57.01,56.891,57.032,56.506,56.963,56.086,55.846,55.559,55.447,55.411,55.527,55.567,55.105,55.152,55.232,55.253,54.399,55.106,55.174,54.882,54.821,55.433,55.593,55.865,55.842,56.092,56.363,56.608,57.108,57.33,57.33,57.984,57.877,57.703,57.08,57.582,57.868,57.882,57.787,57.982,58.175,57.644,57.536,57.342,57.369,57.894,57.337,57.739,57.045,57.158,57.3,57.438,57.572,57.066,57.08,57.53,57.573,57.67,58.263,58.025,58.444,58.954,58.937,58.849,59.29,59.288,58.734,59.199,59.214,59.088,59.21,59.269,59.259,58.958,58.959,59.032,59.003,58.621,58.777,59.408,59.122,59.343,59.398,59.49,59.801,60.145,59.98,59.961,59.863,60.346,60.275
27,M,False,15.743,14.595,14.093,14.531,14.733,14.893,16.979,17.42,18.476,18.489,17.787,17.427,17.566,18.562,20.499,19.821,20.965,21.036,19.992,21.135,21.261,21.187,21.886,20.917,20.146,19.886,18.89,20.254,19.985,20.819,19.843,19.696,20.828,19.977,19.927,19.962,18.404,20.14,20.01,20.567,20.955,20.86,21.524,22.048,22.688,23.135,23.773,24.413,24.089,24.081,24.493,24.662,24.278,23.68,23.277,23.505,24.372,25.052,23.97,24.036,24.809,24.627,23.91,24.285,24.968,25.336,25.347,25.273,25.245,24.926,26.123,25.589,25.72,26.133,26.383,25.379,24.853,25.38,26.563,26.798,26.451,26.415,25.863,26.71,26.791,26.815,26.932,27.506,27.416,27.671,28.028,28.768,27.59,28.021,29.145,29.191,29.353,29.428,29.081,28.863,29.681,30.305,30.497,29.241,29.641,29.598,30.419,30.501,30.527,31.314,31.854,32.031,32.523,32.395,32.442
28,M,False,57.563,57.33,57.385,57.301,57.33,57.099,57.334,57.027,56.911,57.21,57.151,57.1,56.896,56.693,56.396,56.541,56.275,56.243,56.043,55.571,55.814,55.419,55.573,55.721,55.822,56.398,55.924,55.551,55.523,55.006,55.452,55.738,55.688,55.524,55.577,55.458,54.899,54.606,53.886,54.133,54.344,54.135,54.232,53.953,54.135,54.188,54.436,54.085,53.73,54.059,54.143,54.006,53.914,53.704,53.634,53.518,53.512,53.428,53.461,53.26,53.262,53.456,54.142,53.751,53.675,53.395,53.522,53.278,53.141,52.94,53.414,53.335,53.187,53.054,52.884,53.158,53.165,53.225,53.287,53.665,53.155,53.52,53.699,53.513,53.426,53.114,53.376,53.671,53.3,53.111,53.393,53.155,53.046,53.096,52.918,52.868,53.185,52.226,52.872,52.482,52.417,52.52,52.647,52.784,52.651,52.5,52.249,52.532,52.281,52.081,52.277,52.269,52.074,51.778,51.708
29,M,True,38.989,38.628,39.09,39.034,39.064,38.951,38.624,38.517,38.131,38.503,38.144,37.905,37.609,37.265,37.535,37.211,36.295,36.641,37.011,36.946,36.416,36.521,36.576,36.297,36.585,37.052,36.929,36.382,36.328,36.619,37.158,36.561,36.682,36.947,37.187,36.21,36.364,35.984,36.494,36.267,36.279,36.439,36.29,36.2,36.563,36.397,37.088,37.037,36.518,36.408,36.454,37.128,37.182,37.214,37.062,36.928,36.984,36.525,36.67,36.648,37.114,37.159,36.764,36.656,37.087,37.456,36.886,36.195,35.971,35.704,36.108,35.876,36.068,35.939,35.721,35.594,34.717,34.449,34.606,34.192,33.725,34.143,34.42,34.537,33.754,33.802,33.505,33.98,34.371,34.042,33.696,33.888,34.407,34.209,34.149,34.172,34.191,34.434,34.422,33.885,33.694,33.334,33.895,33.748,33.528,33.202,32.877,32.485,32.694,32.185,31.713,32.077,31.957,32.373,31.317
30,M,True,38.75,38.807,39.064,38.913,39.295,38.858,39.049,38.52,38.254,38.279,38.78,38.977,39.299,39.45,38.858,39.369,39.165,39.499,39.516,39.289,38.967,39.311,39.518,39.637,39.299,39.206,38.077,37.729,38.75,38.401,38.76,38.493,38.646,38.11,38.611,37.771,38.409,38.319,38.375,38.355,38.288,38.017,37.644,37.726,37.397,37.347,37.718,39.126,38.621,38.642,38.239,40.205,39.534,40.173,40.602,40.599,40.283,40.47,40.515,40.234,40.993,40.874,41.347,41.296,40.037,40.517,40.745,40.557,40.607,40.806,39.537,39.795,39.595,39.448,39.826,40.652,39.434,39.818,39.735,39.148,40.169,39.958,40.074,39.972,39.823,39.363,39.272,39.087,38.478,39.203,38.673,38.825,38.55,38.992,39.115,39.56,39.565,38.842,38.248,38.697,39.163,39.231,39.597,39.349,39.024,38.988,38.464,38.208,38.468,39.108,38.704,38.242,37.878,37.442,37.818
31,M,False,37.211,36.295,36.641,37.011,36.946,36.416,36.521,36.576,36.297,36.585,37.052,36.929,36.382,36.328,36.619,37.158,36.561,36.682,36.947,37.187,36.21,36.364,35.984,36.494,36.267,36.279,36.439,36.29,36.2,36.563,36.397,37.088,37.037,36.518,36.408,36.454,37.128,37.182,37.214,37.062,36.928,36.984,36.525,36.67,36.648,37.114,37.159,36.764,36.656,37.087,37.456,36.886,36.195,35.971,35.704,36.108,35.876,36.068,35.939,35.721,35.594,34.717,34.449,34.606,34.192,33.725,34.143,34.42,34.537,33.754,33.802,33.505,33.98,34.371,34.042,33.696,33.888,34.407,34.209,34.149,34.172,34.191,34.434,34.422,33.885,33.694,33.334,33.895,33.748,33.528,33.202,32.877,32.485,32.694,32.185,31.713,32.077,31.957,32.373,31.317,31.784,31.202,31.862,30.99,31.339,31.472,31.341,31.622,30.958,31.474,31.812,31.463,31.186,31.521,30.696
32,M,False,39.516,39.289,38.967,39.311,39.518,39.637,39.299,39.206,38.077,37.729,38.75,38.401,38.76,38.493,38.646,38.11,38.611,37.771,38.409,38.319,38.375,38.355,38.288,38.017,37.644,37.726,37.397,37.347,37.718,39.126,38.621,38.642,38.239,40.205,39.534,40.173,40.602,40.599,40.283,40.47,40.515,40.234,40.993,40.874,41.347,41.296,40.037,40.517,40.745,40.557,40.607,40.806,39.537,39.795,39.595,39.448,39.826,40.652,39.434,39.818,39.735,39.148,40.169,39.958,40.074,39.972,39.823,39.363,39.272,39.087,38.478,39.203,38.673,38.825,38.55,38.992,39.115,39.56,39.565,38.842,38.248,38.697,39.163,39.231,39.597,39.349,39.024,38.988,38.464,38.208,38.468,39.108,38.704,38.242,37.878,37.442,37.818,38.49,38.302,37.775,38.307,37.737,37.969,38.179,38.702,39.008,39.238,39.169,39.531,39.263,39.376,38.665,38.756,39.593,39.303
33,M,False,40.173,40.602,40.599,40.283,40.47,40.515,40.234,40.993,40.874,41.347,41.296,40.037,40.517,40.745,40.557,40.607,40.806,39.537,39.795,39.595,39.448,39.826,40.652,39.434,39.818,39.735,39.148,40.169,39.958,40.074,39.972,39.823,39.363,39.272,39.087,38.478,39.203,38.673,38.825,38.55,38.992,39.115,39.56,39.565,38.842,38.248,38.697,39.163,39.231,39.597,39.349,39.024,38.988,38.464,38.208,38.468,39.108,38.704,38.242,37.878,37.442,37.818,38.49,38.302,37.775,38.307,37.737,37.969,38.179,38.702,39.008,39.238,39.169,39.531,39.263,39.376,38.665,38.756,39.593,39.303,39.7,39.938,39.438,39.155,38.982,38.83,39.394,39.655,40.07,40.158,39.53,40.43,40.154,40.005,39.694,40.201,40.12,40.889,41.389,41.622,41.671,41.111,41.624,41.645,41.674,41.777,41.629,41.744,41.912,42.111,42.346,42.829,42.438,43.024,43.168
34,M,False,13.978,14.615,14.168,13.856,14.508,14.092,14.449,13.854,13.718,14.031,13.827,14.055,14.426,14.052,14.213,14.707,14.23,14.409,14.38,14.27,14.478,13.832,13.753,13.682,13.628,13.83,13.993,14.6,13.552,13.705,13.833,14.596,14.571,14.72,15.087,15.14,15.403,15.483,15.506,15.663,14.772,14.698,14.34,14.419,14.044,14.717,14.347,13.68,13.747,13.625,13.484,13.813,13.721,13.533,13.693,14.063,13.912,14.611,13.961,13.912,13.882,14.508,14.787,14.887,14.791,15.032,15.38,14.931,15.277,15.541,15.387,15.069,15.126,15.231,15.245,15.016,15.139,15.522,15.694,15.487,15.389,15.343,15.506,15.732,15.926,16.227,16.799,17.014,17.681,17.224,17.112,17.284,17.14,17.451,17.044,17.436,17.67,17.706,17.542,17.024,16.912,17.31,17.307,17.458,17.526,17.646,18.264,18.473,18.581,18.878,18.924,18.545,18.603,18.819,18.729
35,M,True,36.735,36.279,36.342,35.838,35.669,34.951,34.573,34.306,34.17,34.306,34.341,33.733,33.67,33.55,33.9,33.897,34.062,34.693,35.3,35.568,35.793,35.893,35.443,35.709,35.875,35.01,34.78,34.513,34.71,34.584,34.201,33.936,32.931,32.572,31.988,31.702,32.061,32.609,32.6,32.393,32.073,31.936,32.296,32.158,31.685,31.413,31.714,31.402,31.401,31.189,31.684,31.74,31.751,31.4,31.697,31.388,32.04,31.661,31.582,31.523,31.541,31.711,31.646,30.413,30.268,29.556,29.017,29.658,29.133,29.342,29.455,28.894,28.834,28.876,29.368,29.634,29.044,29.303,28.823,29.252,29.406,29.736,29.818,29.461,29.503,29.939,29.885,28.789,28.424,27.84,27.816,26.688,27.443,27.306,26.681,26.72,26.287,27.091,26.249,26.084,25.782,26.244,25.542,25.8,26.148,26.195,26.126,26.179,25.955,25.84,25.968,26.359,26.571,25.823,25.582
36,M,True,21.731,21.506,22.722,21.15,21.388,22.071,22.013,21.221,21.908,21.558,20.786,20.397,21.028,22.217,21.921,21.245,21.666,21.315,21.943,21.908,20.361,20.583,20.855,22.387,21.841,22.3,21.857,21.784,22.235,20.478,21.235,22.368,23.317,22.514,23.237,21.268,21.006,21.063,22.698,21.353,22.6,22.635,22.28,23.759,24.554,23.943,23.42,23.102,22.838,23.586,23.269,23.298,23.853,23.588,23.398,24.405,24.056,24.12,24.282,24.283,24.285,24.165,23.952,24.359,23.932,24.607,24.906,25.047,24.909,25.078,24.927,24.723,24.283,24.092,24.801,25.066,23.678,24.193,23.708,23.942,23.231,24.062,24.207,24.613,24.88,24.71,24.257,24.066,24.356,24.139,24.359,24.592,23.534,24.023,23.689,23.87,23.973,23.309,23.482,23.582,23.479,23.529,24.797,24.169,23.878,24.354,24.475,24.479,24.499,24.811,23.898,24.4,24.856,25.017,24.004
37,M,False,33.897,34.062,34.693,35.3,35.568,35.793,35.893,35.443,35.709,35.875,35.01,34.78,34.513,34.71,34.584,34.201,33.936,32.931,32.572,31.988,31.702,32.061,32.609,32.6,32.393,32.073,31.936,32.296,32.158,31.685,31.413,31.714,31.402,31.401,31.189,31.684,31.74,31.751,31.4,31.697,31.388,32.04,31.661,31.582,31.523,31.541,31.711,31.646,30.413,30.268,29.556,29.017,29.658,29.133,29.342,29.455,28.894,28.834,28.876,29.368,29.634,29.044,29.303,28.823,29.252,29.406,29.736,29.818,29.461,29.503,29.939,29.885,28.789,28.424,27.84,27.816,26.688,27.443,27.306,26.681,26.72,26.287,27.091,26.249,26.084,25.782,26.244,25.542,25.8,26.148,26.195,26.126,26.179,25.955,25.84,25.968,26.359,26.571,25.823,25.582,25.96,26.488,26.868,27.222,27.046,27.555,27.424,27.325,26.842,26.593,26.527,26.874,25.971,26.019,26.029
38,M,False,35.893,35.443,35.709,35.875,35.01,34.78,34.513,34.71,34.584,34.201,33.936,32.931,32.572,31.988,31.702,32.061,32.609,32.6,32.393,32.073,31.936,32.296,32.158,31.685,31.413,31.714,31.402,31.401,31.189,31.684,31.74,31.751,31.4,31.697,31.388,32.04,31.661,31.582,31.523,31.541,31.711,31.646,30.413,30.268,29.556,29.017,29.658,29.133,29.342,29.455,28.894,28.834,28.876,29.368,29.634,29.044,29.303,28.823,29.252,29.406,29.736,29.818,29.461,29.503,29.939,29.885,28.789,28.424,27.84,27.816,26.688,27.443,27.306,26.681,26.72,26.287,27.091,26.249,26.084,25.782,26.244,25.542,25.8,26.148,26.195,26.126,26.179,25.955,25.84,25.968,26.359,26.571,25.823,25.582,25.96,26.488,26.868,27.222,27.046,27.555,27.424,27.325,26.842,26.593,26.527,26.874,25.971,26.019,26.029,25.725,25.545,25.04,24.519,24.124,24.579
39,M,False,43.795,44.674,44.805,44.451,44.178,43.837,43.734,44.104,43.538,43.954,43.935,43.844,44.246,43.484,43.469,43.647,43.818,43.659,44.027,44.108,44.135,44.675,45.328,44.684,44.263,44.401,44.32,44.396,43.649,43.524,44.439,44.001,44.371,44.484,44.606,44.848,44.571,45.106,45.494,45.011,44.776,45.237,45.46,45.27,45.97,45.959,46.0,45.647,46.029,46.342,46.179,46.222,46.214,46.532,46.361,46.298,46.401,46.481,46.702,47.188,47.886,47.455,47.953,47.515,48.318,47.84,48.341,48.177,48.028,47.869,48.716,48.715,49.034,48.75,48.78,48.892,48.706,48.988,49.178,49.238,49.352,49.786,49.05,48.806,48.975,48.999,48.959,49.466,49.696,50.064,50.463,51.238,51.53,51.588,51.123,51.145,50.978,51.149,51.199,51.341,50.997,51.643,51.457,50.977,50.484,50.648,51.169,50.703,50.741,51.136,51.046,50.462,50.706,50.908,50.666
40,M,False,29.368,29.634,29.044,29.303,28.823,29.252,29.406,29.736,29.818,29.461,29.503,29.939,29.885,28.789,28.424,27.84,27.816,26.688,27.443,27.306,26.681,26.72,26.287,27.091,26.249,26.084,25.782,26.244,25.542,25.8,26.148,26.195,26.126,26.179,25.955,25.84,25.968,26.359,26.571,25.823,25.582,25.96,26.488,26.868,27.222,27.046,27.555,27.424,27.325,26.842,26.593,26.527,26.874,25.971,26.019,26.029,25.725,25.545,25.04,24.519,24.124,24.579,24.84,25.236,24.96,25.06,25.355,25.626,25.845,25.164,25.469,25.571,25.628,25.443,25.363,25.564,25.421,25.216,25.018,25.103,24.7,24.731,24.885,24.703,24.722,24.31,24.491,24.524,24.181,24.613,24.72,24.219,24.865,24.861,24.744,24.363,25.346,24.828,24.97,25.057,25.392,25.162,24.683,25.139,24.911,24.702,24.558,24.324,23.921,23.415,23.146,23.09,22.782,22.748,22.567
41,M,True,24.927,24.723,24.283,24.092,24.801,25.066,23.678,24.193,23.708,23.942,23.231,24.062,24.207,24.613,24.88,24.71,24.257,24.066,24.356,24.139,24.359,24.592,23.534,24.023,23.689,23.87,23.973,23.309,23.482,23.582,23.479,23.529,24.797,24.169,23.878,24.354,24.475,24.479,24.499,24.811,23.898,24.4,24.856,25.017,24.004,24.884,24.571,24.099,23.324,23.582,23.749,22.903,23.798,23.966,23.633,23.438,25.041,25.46,25.622,25.728,25.879,25.786,25.403,24.783,25.453,25.815,26.466,26.56,26.678,26.423,26.003,26.254,26.002,26.603,27.085,26.923,27.62,27.514,27.687,26.181,26.669,26.81,27.21,26.298,27.036,26.8,26.986,28.1,28.27,28.613,28.39,27.893,27.308,27.793,28.153,27.625,28.248,28.067,28.883,29.141,28.689,28.893,28.427,28.858,28.257,28.391,27.402,28.035,28.12,27.794,28.468,28.519,28.924,29.024,29.517
42,M,False,24.023,23.689,23.87,23.973,23.309,23.482,23.582,23.479,23.529,24.797,24.169,23.878,24.354,24.475,24.479,24.499,24.811,23.898,24.4,24.856,25.017,24.004,24.884,24.571,24.099,23.324,23.582,23.749,22.903,23.798,23.966,23.633,23.438,25.041,25.46,25.622,25.728,25.879,25.786,25.403,24.783,25.453,25.815,26.466,26.56,26.678,26.423,26.003,26.254,26.002,26.603,27.085,26.923,27.62,27.514,27.687,26.181,26.669,26.81,27.21,26.298,27.036,26.8,26.986,28.1,28.27,28.613,28.39,27.893,27.308,27.793,28.153,27.625,28.248,28.067,28.883,29.141,28.689,28.893,28.427,28.858,28.257,28.391,27.402,28.035,28.12,27.794,28.468,28.519,28.924,29.024,29.517,29.93,29.651,29.328,27.868,28.433,28.005,28.651,28.382,33.576,28.282,29.58,28.779,29.234,28.318,29.766,29.229,28.132,27.934,29.168,28.65,27.432,27.869,27.815
43,M,False,25.453,25.815,26.466,26.56,26.678,26.423,26.003,26.254,26.002,26.603,27.085,26.923,27.62,27.514,27.687,26.181,26.669,26.81,27.21,26.298,27.036,26.8,26.986,28.1,28.27,28.613,28.39,27.893,27.308,27.793,28.153,27.625,28.248,28.067,28.883,29.141,28.689,28.893,28.427,28.858,28.257,28.391,27.402,28.035,28.12,27.794,28.468,28.519,28.924,29.024,29.517,29.93,29.651,29.328,27.868,28.433,28.005,28.651,28.382,33.576,28.282,29.58,28.779,29.234,28.318,29.766,29.229,28.132,27.934,29.168,28.65,27.432,27.869,27.815,30.237,30.074,28.604,28.974,29.063,28.818,27.398,29.909,28.28,28.552,29.56,29.082,28.269,29.793,30.584,29.849,29.416,29.868,29.844,29.797,30.409,29.97,31.049,31.243,30.98,31.707,31.078,31.599,30.102,31.657,31.885,30.791,31.637,29.956,31.75,30.947,31.098,31.925,30.474,32.362,31.066
44,M,False,28.427,28.858,28.257,28.391,27.402,28.035,28.12,27.794,28.468,28.519,28.924,29.024,29.517,29.93,29.651,29.328,27.868,28.433,28.005,28.651,28.382,33.576,28.282,29.58,28.779,29.234,28.318,29.766,29.229,28.132,27.934,29.168,28.65,27.432,27.869,27.815,30.237,30.074,28.604,28.974,29.063,28.818,27.398,29.909,28.28,28.552,29.56,29.082,28.269,29.793,30.584,29.849,29.416,29.868,29.844,29.797,30.409,29.97,31.049,31.243,30.98,31.707,31.078,31.599,30.102,31.657,31.885,30.791,31.637,29.956,31.75,30.947,31.098,31.925,30.474,32.362,31.066,30.528,33.008,30.129,32.301,31.305,31.166,30.321,29.242,28.91,29.053,29.283,28.656,27.285,30.464,27.877,30.561,30.273,30.456,33.368,31.656,31.507,33.046,29.951,32.145,32.778,31.68,35.068,34.501,34.647,33.761,33.374,34.711,32.275,39.492,34.205,39.585,34.337,35.898
45,M,False,28.468,28.519,28.924,29.024,29.517,29.93,29.651,29.328,27.868,28.433,28.005,28.651,28.382,33.576,28.282,29.58,28.779,29.234,28.318,29.766,29.229,28.132,27.934,29.168,28.65,27.432,27.869,27.815,30.237,30.074,28.604,28.974,29.063,28.818,27.398,29.909,28.28,28.552,29.56,29.082,28.269,29.793,30.584,29.849,29.416,29.868,29.844,29.797,30.409,29.97,31.049,31.243,30.98,31.707,31.078,31.599,30.102,31.657,31.885,30.791,31.637,29.956,31.75,30.947,31.098,31.925,30.474,32.362,31.066,30.528,33.008,30.129,32.301,31.305,31.166,30.321,29.242,28.91,29.053,29.283,28.656,27.285,30.464,27.877,30.561,30.273,30.456,33.368,31.656,31.507,33.046,29.951,32.145,32.778,31.68,35.068,34.501,34.647,33.761,33.374,34.711,32.275,39.492,34.205,39.585,34.337,35.898,33.203,31.781,31.135,33.988,40.167,27.951,35.581,29.729
46,M,True,57.592,57.191,57.057,57.023,57.026,57.278,56.756,56.885,56.742,56.765,57.009,57.03,57.019,57.129,56.861,56.632,56.759,56.932,57.094,57.573,57.419,57.324,57.489,57.495,57.553,57.862,57.895,57.807,57.687,57.708,57.775,57.705,58.03,57.91,57.416,57.826,57.334,57.071,57.315,57.386,57.018,57.286,56.958,57.032,56.968,56.899,57.071,57.13,57.934,57.84,57.735,57.608,57.748,58.231,57.935,57.778,58.002,57.703,57.469,57.469,56.818,56.416,56.111,55.66,55.631,55.423,54.975,55.123,54.939,55.317,55.289,55.08,55.157,55.215,54.815,54.922,54.555,54.627,54.437,54.739,54.938,54.914,55.002,54.894,55.09,55.211,55.44,55.794,55.683,55.776,55.993,56.06,56.28,56.054,56.064,56.32,55.854,55.948,56.229,55.912,55.996,55.537,55.656,55.628,55.418,55.388,55.427,55.194,55.617,55.591,55.733,56.161,56.36,56.412,56.691
47,M,False,57.129,56.861,56.632,56.759,56.932,57.094,57.573,57.419,57.324,57.489,57.495,57.553,57.862,57.895,57.807,57.687,57.708,57.775,57.705,58.03,57.91,57.416,57.826,57.334,57.071,57.315,57.386,57.018,57.286,56.958,57.032,56.968,56.899,57.071,57.13,57.934,57.84,57.735,57.608,57.748,58.231,57.935,57.778,58.002,57.703,57.469,57.469,56.818,56.416,56.111,55.66,55.631,55.423,54.975,55.123,54.939,55.317,55.289,55.08,55.157,55.215,54.815,54.922,54.555,54.627,54.437,54.739,54.938,54.914,55.002,54.894,55.09,55.211,55.44,55.794,55.683,55.776,55.993,56.06,56.28,56.054,56.064,56.32,55.854,55.948,56.229,55.912,55.996,55.537,55.656,55.628,55.418,55.388,55.427,55.194,55.617,55.591,55.733,56.161,56.36,56.412,56.691,57.13,57.29,57.275,57.508,57.276,57.413,57.273,57.104,56.984,56.945,56.828,56.58,56.374
48,M,False,34.375,34.563,34.417,34.446,34.702,35.104,35.013,35.08,35.121,34.68,34.677,34.557,34.471,34.708,35.311,35.199,35.639,35.215,34.81,35.3,34.463,33.945,32.819,32.573,32.915,32.742,32.552,32.98,32.894,32.556,32.673,32.567,33.207,33.151,33.196,33.458,32.738,32.676,32.519,32.868,32.113,32.53,32.429,32.089,31.992,31.717,31.853,30.832,30.867,30.992,31.008,31.672,31.278,31.841,32.109,32.376,32.676,32.851,32.834,32.342,32.018,32.275,31.918,31.886,32.036,32.127,32.367,32.534,33.011,32.515,32.462,32.354,32.327,32.134,31.819,31.871,31.53,31.794,31.732,32.169,32.221,32.347,32.555,32.579,32.41,32.36,32.597,32.584,32.29,32.258,32.655,32.752,32.734,32.216,32.007,31.917,32.247,32.017,32.078,32.064,31.842,31.857,31.922,31.971,31.647,31.588,31.391,31.509,31.817,31.64,31.898,31.439,31.435,31.105,31.083
49,M,True,14.127,13.48,13.954,13.069,14.144,13.762,13.641,14.248,13.204,13.383,13.419,13.368,13.474,13.833,13.257,14.147,13.549,13.153,13.497,13.766,13.686,13.54,13.851,13.878,13.883,13.855,13.503,13.396,13.416,13.558,13.472,13.529,13.395,13.406,13.921,13.738,13.213,12.46,13.361,13.282,14.276,13.735,13.658,13.596,13.538,13.649,12.963,13.454,13.406,13.483,13.45,14.001,14.273,14.401,14.431,14.331,14.331,14.141,13.846,14.432,14.031,14.435,13.843,14.367,13.845,14.245,14.061,14.005,14.742,14.609,14.308,14.325,15.059,15.755,15.433,15.751,15.614,15.578,15.552,15.485,15.442,15.218,15.378,15.331,15.021,14.946,15.208,14.795,15.162,15.16,15.219,15.538,15.362,15.681,15.543,15.648,16.375,16.407,16.623,16.388,16.283,16.6,16.713,16.746,16.775,16.485,16.467,17.006,17.03,16.942,16.713,17.0,16.993,16.947,16.829
50,M,False,14.331,14.141,13.846,14.432,14.031,14.435,13.843,14.367,13.845,14.245,14.061,14.005,14.742,14.609,14.308,14.325,15.059,15.755,15.433,15.751,15.614,15.578,15.552,15.485,15.442,15.218,15.378,15.331,15.021,14.946,15.208,14.795,15.162,15.16,15.219,15.538,15.362,15.681,15.543,15.648,16.375,16.407,16.623,16.388,16.283,16.6,16.713,16.746,16.775,16.485,16.467,17.006,17.03,16.942,16.713,17.0,16.993,16.947,16.829,17.229,17.39,17.761,17.898,17.583,18.104,18.423,18.563,19.1,19.13,19.592,19.384,19.59,19.265,19.254,19.543,19.951,20.027,20.052,20.102,20.281,20.259,20.268,20.46,20.286,20.29,20.443,20.543,20.662,20.88,21.332,21.487,21.721,21.478,21.832,22.154,22.021,22.154,21.806,21.867,22.034,22.267,22.163,22.33,22.066,22.372,22.116,22.324,22.644,22.792,22.702,22.585,22.79,22.755,22.738,22.72
51,M,True,44.718,41.239,42.572,44.536,41.929,43.585,41.738,41.124,41.329,42.393,42.828,43.052,42.071,41.588,39.791,39.476,39.0,39.963,38.942,37.144,38.852,37.67,37.862,38.1,37.144,38.34,36.143,35.871,37.833,36.295,37.146,37.079,34.128,37.094,35.014,34.129,35.391,35.987,35.035,34.848,36.18,34.506,36.41,35.28,36.591,35.668,35.053,36.271,35.475,37.581,35.491,36.135,36.262,36.407,36.458,36.55,35.696,35.455,35.677,35.91,36.505,35.486,35.723,35.337,36.17,35.492,35.308,34.993,33.899,35.992,33.542,32.896,32.958,33.517,33.641,33.56,34.001,33.719,33.234,33.117,34.191,33.587,33.394,32.824,33.578,32.954,33.307,33.546,33.919,34.631,34.875,34.688,35.376,35.084,37.278,35.317,35.78,35.215,35.296,33.887,34.961,34.236,33.98,33.053,34.186,33.579,33.588,33.737,33.303,33.27,33.909,33.592,34.111,33.917,33.759
