,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30,MEANSHR_31,MEANSHR_32,MEANSHR_33,MEANSHR_34,MEANSHR_35,MEANSHR_36,MEANSHR_37,MEANSHR_38,MEANSHR_39,MEANSHR_40,MEANSHR_41,MEANSHR_42,MEANSHR_43,MEANSHR_44,MEANSHR_45,MEANSHR_46,MEANSHR_47,MEANSHR_48,MEANSHR_49,MEANSHR_50,MEANSHR_51,MEANSHR_52,MEANSHR_53,MEANSHR_54,MEANSHR_55,MEANSHR_56,MEANSHR_57,MEANSHR_58,MEANSHR_59,MEANSHR_60,MEANSHR_61,MEANSHR_62,MEANSHR_63,MEANSHR_64,MEANSHR_65,MEANSHR_66,MEANSHR_67,MEANSHR_68,MEANSHR_69,MEANSHR_70,MEANSHR_71,MEANSHR_72,MEANSHR_73,MEANSHR_74,MEANSHR_75,MEANSHR_76,MEANSHR_77,MEANSHR_78,MEANSHR_79,MEANSHR_80,MEANSHR_81,MEANSHR_82,MEANSHR_83,MEANSHR_84,MEANSHR_85,MEANSHR_86,MEANSHR_87,MEANSHR_88,MEANSHR_89,MEANSHR_90,MEANSHR_91,MEANSHR_92,MEANSHR_93,MEANSHR_94,MEANSHR_95,MEANSHR_96,MEANSHR_97,MEANSHR_98,MEANSHR_99,MEANSHR_100,MEANSHR_101,MEANSHR_102,MEANSHR_103,MEANSHR_104,MEANSHR_105,MEANSHR_106,MEANSHR_107,MEANSHR_108,MEANSHR_109,MEANSHR_110,MEANSHR_111,MEANSHR_112,MEANSHR_113,MEANSHR_114,MEANSHR_115
70,M,False,28.857,28.897,28.853,28.764,28.799,28.949,29.028,28.983,28.931,29.124,29.023,29.302,29.284,29.394,29.437,29.483,29.541,29.399,29.471,29.569,29.676,29.742,29.943,30.162,30.102,30.291,30.38,30.161,30.155,30.274,30.431,30.436,30.157,30.11,30.324,30.149,29.801,30.117,30.123,29.755,30.107,30.286,30.292,30.39,30.501,30.571,30.694,30.591,30.901,30.832,31.373,31.426,31.877,32.222,32.476,32.357,32.336,32.128,32.162,31.738,31.987,31.918,32.04,31.546,31.146,31.031,31.099,30.518,30.444,30.261,29.97,29.904,29.975,29.517,29.34,29.602,29.471,29.417,29.241,28.77,28.837,28.789,29.079,30.262,29.73,30.407,29.939,30.019,30.785,30.047,29.769,29.36,29.036,28.428,28.695,28.661,28.722,28.735,28.309,28.129,27.897,27.161,27.703,27.324,0.0,26.962,27.759,26.604,26.696,26.54,26.639,25.927,26.177,26.17,25.462
71,M,True,48.218,48.18,47.807,47.247,47.22,47.105,47.05,46.351,46.772,46.836,46.344,46.272,46.675,46.492,46.819,46.536,47.224,46.739,46.619,46.304,46.992,46.828,46.447,46.953,47.193,46.663,47.314,47.671,47.039,47.189,46.74,46.354,46.621,46.339,46.375,46.811,46.173,46.154,46.494,45.936,47.056,46.65,46.809,47.348,46.604,46.24,46.771,47.301,46.401,47.325,46.025,46.301,46.185,46.864,46.524,46.414,46.682,45.478,45.871,45.918,45.359,45.057,44.828,44.536,45.142,44.603,44.61,44.332,44.529,44.134,42.825,43.521,43.167,42.936,42.86,43.575,42.981,43.25,43.299,42.979,43.432,42.927,43.466,42.745,43.136,42.312,42.781,42.252,42.452,42.16,42.014,41.74,42.205,41.95,41.917,41.912,41.622,41.328,41.521,41.347,41.543,41.176,41.361,41.43,41.909,41.294,41.858,41.238,41.525,41.796,41.426,41.605,41.175,40.776,40.9
72,M,True,44.61,44.332,44.529,44.134,42.825,43.521,43.167,42.936,42.86,43.575,42.981,43.25,43.299,42.979,43.432,42.927,43.466,42.745,43.136,42.312,42.781,42.252,42.452,42.16,42.014,41.74,42.205,41.95,41.917,41.912,41.622,41.328,41.521,41.347,41.543,41.176,41.361,41.43,41.909,41.294,41.858,41.238,41.525,41.796,41.426,41.605,41.175,40.776,40.9,40.485,40.714,40.702,40.635,40.399,40.267,40.313,40.177,40.116,40.037,39.897,39.976,40.026,39.781,39.805,40.21,39.555,39.722,39.652,39.621,39.714,39.916,39.892,40.115,39.744,39.799,39.92,39.746,39.821,39.86,39.786,39.765,0.0,40.203,40.357,40.239,40.281,40.231,40.454,40.49,40.278,40.197,40.187,39.928,39.752,39.683,39.792,40.248,39.707,39.656,39.761,39.361,39.717,39.462,39.74,39.385,39.618,39.223,39.587,40.013,39.188,39.387,39.614,39.403,39.767,39.805
73,M,True,39.781,39.805,40.21,39.555,39.722,39.652,39.621,39.714,39.916,39.892,40.115,39.744,39.799,39.92,39.746,39.821,39.86,39.786,39.765,0.0,40.203,40.357,40.239,40.281,40.231,40.454,40.49,40.278,40.197,40.187,39.928,39.752,39.683,39.792,40.248,39.707,39.656,39.761,39.361,39.717,39.462,39.74,39.385,39.618,39.223,39.587,40.013,39.188,39.387,39.614,39.403,39.767,39.805,40.109,40.019,40.037,40.267,40.2,40.06,39.963,40.048,39.854,39.578,39.939,39.837,39.699,40.016,39.744,40.146,40.137,40.165,40.158,40.071,39.781,40.352,40.408,40.503,40.014,40.039,40.351,40.314,40.254,40.052,40.125,40.019,40.226,39.99,40.277,40.17,40.279,40.274,40.137,39.992,39.791,40.119,39.982,40.126,40.189,40.232,40.025,40.05,40.316,40.325,40.471,40.379,40.294,40.378,40.3,40.401,40.002,39.888,40.074,39.958,40.532,40.066
74,M,True,40.378,40.3,40.401,40.002,39.888,40.074,39.958,40.532,40.066,40.368,40.437,40.323,40.167,39.966,40.005,39.64,39.79,39.757,39.823,39.499,39.304,39.443,39.484,39.661,39.833,39.613,39.9,39.922,39.928,39.939,39.738,39.885,40.023,40.027,40.079,40.25,40.234,40.315,40.309,40.231,40.244,40.198,40.327,40.274,40.314,40.509,40.513,40.479,40.466,40.474,40.356,40.243,40.415,40.299,40.209,40.174,40.112,40.281,40.241,40.423,40.42,40.477,40.398,40.436,40.563,40.48,40.56,40.269,40.505,40.612,40.586,40.457,40.408,40.333,40.261,40.419,40.378,40.304,40.281,40.366,40.247,40.384,40.391,40.374,40.255,40.159,40.249,40.089,40.261,40.395,40.348,40.226,40.366,40.359,40.341,40.371,40.232,40.315,40.473,40.46,40.453,40.558,40.391,40.4,40.388,40.526,40.499,40.566,40.531,40.462,40.47,40.402,40.508,40.413,40.466
75,M,True,40.027,40.079,40.25,40.234,40.315,40.309,40.231,40.244,40.198,40.327,40.274,40.314,40.509,40.513,40.479,40.466,40.474,40.356,40.243,40.415,40.299,40.209,40.174,40.112,40.281,40.241,40.423,40.42,40.477,40.398,40.436,40.563,40.48,40.56,40.269,40.505,40.612,40.586,40.457,40.408,40.333,40.261,40.419,40.378,40.304,40.281,40.366,40.247,40.384,40.391,40.374,40.255,40.159,40.249,40.089,40.261,40.395,40.348,40.226,40.366,40.359,40.341,40.371,40.232,40.315,40.473,40.46,40.453,40.558,40.391,40.4,40.388,40.526,40.499,40.566,40.531,40.462,40.47,40.402,40.508,40.413,40.466,40.545,40.525,40.435,40.593,40.62,40.61,40.786,40.811,0.0,40.936,40.933,40.841,40.883,41.074,40.938,40.808,40.734,40.848,40.738,40.728,40.755,40.746,40.836,40.858,40.994,40.831,40.927,41.119,41.071,41.331,41.385,41.43,41.409
76,M,True,40.333,40.261,40.419,40.378,40.304,40.281,40.366,40.247,40.384,40.391,40.374,40.255,40.159,40.249,40.089,40.261,40.395,40.348,40.226,40.366,40.359,40.341,40.371,40.232,40.315,40.473,40.46,40.453,40.558,40.391,40.4,40.388,40.526,40.499,40.566,40.531,40.462,40.47,40.402,40.508,40.413,40.466,40.545,40.525,40.435,40.593,40.62,40.61,40.786,40.811,0.0,40.936,40.933,40.841,40.883,41.074,40.938,40.808,40.734,40.848,40.738,40.728,40.755,40.746,40.836,40.858,40.994,40.831,40.927,41.119,41.071,41.331,41.385,41.43,41.409,41.371,41.403,41.389,41.415,41.511,41.52,41.318,41.432,41.457,41.579,41.524,41.623,41.546,41.569,41.561,41.732,41.698,41.646,41.705,41.879,41.806,41.988,42.092,42.138,42.2,42.064,42.351,42.263,42.338,42.194,42.085,42.3,42.276,42.128,42.168,42.275,42.44,42.461,42.197,42.404
77,M,False,40.61,40.786,40.811,0.0,40.936,40.933,40.841,40.883,41.074,40.938,40.808,40.734,40.848,40.738,40.728,40.755,40.746,40.836,40.858,40.994,40.831,40.927,41.119,41.071,41.331,41.385,41.43,41.409,41.371,41.403,41.389,41.415,41.511,41.52,41.318,41.432,41.457,41.579,41.524,41.623,41.546,41.569,41.561,41.732,41.698,41.646,41.705,41.879,41.806,41.988,42.092,42.138,42.2,42.064,42.351,42.263,42.338,42.194,42.085,42.3,42.276,42.128,42.168,42.275,42.44,42.461,42.197,42.404,42.413,42.438,42.48,42.528,42.669,42.641,42.603,42.47,42.619,42.48,42.526,42.402,42.535,42.62,42.557,42.627,42.599,42.773,42.771,42.673,42.797,42.68,42.635,42.546,42.629,42.599,42.579,42.512,42.621,42.599,42.651,42.87,42.855,42.852,42.882,42.962,42.994,42.812,42.845,42.91,42.915,42.952,42.875,42.991,42.949,42.996,42.878
78,M,False,40.927,41.119,41.071,41.331,41.385,41.43,41.409,41.371,41.403,41.389,41.415,41.511,41.52,41.318,41.432,41.457,41.579,41.524,41.623,41.546,41.569,41.561,41.732,41.698,41.646,41.705,41.879,41.806,41.988,42.092,42.138,42.2,42.064,42.351,42.263,42.338,42.194,42.085,42.3,42.276,42.128,42.168,42.275,42.44,42.461,42.197,42.404,42.413,42.438,42.48,42.528,42.669,42.641,42.603,42.47,42.619,42.48,42.526,42.402,42.535,42.62,42.557,42.627,42.599,42.773,42.771,42.673,42.797,42.68,42.635,42.546,42.629,42.599,42.579,42.512,42.621,42.599,42.651,42.87,42.855,42.852,42.882,42.962,42.994,42.812,42.845,42.91,42.915,42.952,42.875,42.991,42.949,42.996,42.878,42.809,42.694,42.716,42.696,42.645,42.782,42.765,42.918,42.875,42.926,43.041,43.258,43.21,43.111,42.906,42.971,43.052,42.97,42.825,42.76,42.707
79,M,False,41.806,41.988,42.092,42.138,42.2,42.064,42.351,42.263,42.338,42.194,42.085,42.3,42.276,42.128,42.168,42.275,42.44,42.461,42.197,42.404,42.413,42.438,42.48,42.528,42.669,42.641,42.603,42.47,42.619,42.48,42.526,42.402,42.535,42.62,42.557,42.627,42.599,42.773,42.771,42.673,42.797,42.68,42.635,42.546,42.629,42.599,42.579,42.512,42.621,42.599,42.651,42.87,42.855,42.852,42.882,42.962,42.994,42.812,42.845,42.91,42.915,42.952,42.875,42.991,42.949,42.996,42.878,42.809,42.694,42.716,42.696,42.645,42.782,42.765,42.918,42.875,42.926,43.041,43.258,43.21,43.111,42.906,42.971,43.052,42.97,42.825,42.76,42.707,42.723,42.864,42.769,42.974,42.971,43.034,43.056,43.067,43.026,42.981,43.131,43.268,43.447,43.256,43.319,43.38,43.321,43.215,43.163,43.289,43.143,43.451,43.428,43.477,43.601,43.649,43.763
80,M,False,33.35,33.262,33.13,33.227,33.199,33.25,33.16,33.354,33.176,33.361,33.19,33.099,33.142,33.143,33.146,33.246,33.345,33.467,33.389,33.076,33.042,37.586,32.985,32.661,32.63,32.811,32.875,32.628,32.578,32.529,32.42,32.214,32.306,32.19,32.616,32.891,32.819,32.997,33.448,33.367,33.448,33.567,33.669,33.52,33.43,33.414,33.428,33.577,33.598,33.728,33.832,33.827,33.813,33.761,33.823,33.931,33.829,33.71,33.789,33.867,34.033,34.067,34.313,34.324,34.402,34.558,34.359,34.58,34.7,34.437,34.478,34.469,34.489,34.28,34.276,34.231,34.241,34.264,34.14,34.341,34.33,34.282,34.205,34.329,34.557,34.355,34.685,34.822,35.079,35.305,35.161,35.28,35.29,35.267,35.161,35.486,35.378,35.321,35.538,35.427,35.577,35.539,35.511,35.671,35.745,35.763,35.726,35.57,35.944,36.168,36.355,36.133,36.08,36.087,35.885
81,M,True,29.52,29.472,29.241,28.979,29.199,29.676,29.159,29.197,29.242,28.938,29.014,28.556,28.378,28.304,28.161,28.559,27.958,27.665,27.746,27.941,28.628,27.58,27.264,27.748,27.58,27.605,27.367,27.465,27.758,27.449,27.811,27.616,27.787,27.586,28.302,28.96,28.439,28.481,28.129,27.772,28.521,28.494,28.584,28.761,29.067,28.467,29.034,28.506,27.393,27.224,27.635,27.184,26.785,27.823,27.125,26.752,27.812,28.168,27.961,28.242,0.0,27.319,26.757,27.419,27.154,26.83,0.0,27.276,27.105,26.888,26.755,26.615,26.912,26.861,26.697,26.197,26.18,26.014,26.205,26.884,27.42,27.586,27.6,26.722,29.232,28.718,28.802,29.051,28.388,28.378,28.928,28.78,28.869,29.131,28.396,29.34,29.15,29.298,29.887,29.767,30.266,30.723,29.872,29.839,31.827,31.155,30.25,31.363,30.706,31.108,30.908,31.216,31.359,31.158,0.0
82,M,False,25.739,25.644,25.683,25.673,25.649,25.644,25.814,26.28,26.192,26.244,26.567,26.706,26.536,26.58,26.47,26.625,26.489,26.369,26.254,26.199,26.114,26.059,26.192,25.819,25.837,25.806,26.011,25.9,25.949,25.896,26.052,26.009,26.35,26.525,26.57,26.617,26.818,27.012,27.059,27.189,27.385,27.397,27.737,27.651,27.626,27.688,27.791,27.611,27.505,27.443,27.622,27.483,27.52,27.446,27.528,27.596,27.609,27.539,27.972,28.082,27.966,28.067,28.076,28.192,28.509,28.56,28.745,29.04,29.162,29.107,29.212,29.124,29.01,29.013,29.014,29.126,29.05,28.934,28.667,28.8,28.848,28.79,28.795,28.874,28.747,28.749,28.763,28.663,28.795,29.201,29.29,29.36,29.473,29.672,29.74,29.999,29.994,30.081,30.437,30.644,30.665,30.791,30.588,30.735,30.579,30.185,30.36,30.596,30.635,30.78,30.86,30.838,30.763,30.335,30.723
83,M,False,27.276,27.105,26.888,26.755,26.615,26.912,26.861,26.697,26.197,26.18,26.014,26.205,26.884,27.42,27.586,27.6,26.722,29.232,28.718,28.802,29.051,28.388,28.378,28.928,28.78,28.869,29.131,28.396,29.34,29.15,29.298,29.887,29.767,30.266,30.723,29.872,29.839,31.827,31.155,30.25,31.363,30.706,31.108,30.908,31.216,31.359,31.158,0.0,30.111,30.837,31.447,30.927,30.871,31.562,31.507,33.127,32.941,32.4,32.563,32.005,33.091,32.893,33.07,32.698,32.662,32.883,33.39,32.511,32.885,33.487,34.203,33.057,34.576,33.474,35.835,35.806,35.817,34.934,35.443,35.678,35.819,36.104,35.963,35.815,36.05,35.806,36.731,34.944,34.685,35.953,35.891,34.96,35.64,35.951,35.275,35.798,36.386,35.373,35.95,36.773,35.57,34.601,35.701,35.57,34.29,33.982,33.822,34.264,34.007,33.39,33.369,34.35,33.871,33.711,34.264
84,M,True,34.178,33.683,33.892,34.462,34.685,34.84,34.832,35.322,35.871,36.001,35.071,36.032,37.235,37.512,36.859,37.173,37.93,38.487,39.072,38.709,39.956,40.264,40.833,40.512,40.963,40.4,40.195,40.234,39.692,39.305,38.761,39.523,38.639,37.409,39.057,40.951,40.158,40.433,40.539,40.648,41.216,41.152,41.196,41.754,42.285,41.268,41.356,41.671,41.694,40.604,41.59,40.478,40.9,39.95,40.621,40.822,41.563,41.334,41.836,42.463,42.405,42.378,42.32,42.416,42.577,42.429,42.062,41.662,41.815,41.581,41.162,41.057,40.653,40.8,40.894,41.034,41.138,42.395,42.347,42.699,43.47,42.889,43.254,43.253,42.539,42.11,42.504,42.204,41.563,41.656,42.216,42.632,42.541,42.441,42.392,42.343,41.817,42.665,42.116,42.158,42.64,42.337,42.581,42.466,42.24,41.806,41.917,41.184,41.58,41.227,40.977,41.438,41.474,42.201,41.755
85,M,False,42.216,42.632,42.541,42.441,42.392,42.343,41.817,42.665,42.116,42.158,42.64,42.337,42.581,42.466,42.24,41.806,41.917,41.184,41.58,41.227,40.977,41.438,41.474,42.201,41.755,41.559,40.425,41.22,41.608,41.73,42.452,41.793,42.223,42.233,42.453,42.52,43.259,41.993,42.17,42.223,42.712,42.628,42.264,42.375,42.348,42.514,42.258,41.984,41.687,41.326,41.289,41.465,42.338,42.467,42.489,42.497,42.559,42.907,42.545,42.472,42.253,42.966,43.019,43.299,42.856,42.733,42.946,42.461,42.305,42.064,42.089,43.083,41.936,42.982,42.143,42.219,42.557,41.864,41.638,41.553,42.424,42.06,42.017,41.87,41.882,41.801,41.36,41.057,41.489,41.54,41.104,41.118,40.894,41.18,41.034,41.099,40.467,40.748,41.019,41.173,40.851,40.458,40.375,40.366,41.681,40.693,40.931,40.176,39.719,39.984,40.116,40.061,39.608,39.87,39.844
86,M,True,29.851,29.805,29.438,30.101,29.461,29.826,29.259,28.89,29.014,29.556,29.046,28.777,29.028,28.755,28.794,28.69,28.876,28.958,28.642,28.295,29.461,28.834,28.749,28.483,28.472,28.023,28.266,28.396,28.11,28.301,28.385,28.383,28.939,28.207,0.0,28.438,28.265,28.089,28.29,28.395,28.163,28.381,28.445,28.731,28.488,29.112,28.899,28.734,28.066,28.252,28.376,0.0,28.453,28.627,28.418,28.792,28.271,28.495,28.634,28.46,28.462,28.093,28.802,28.129,28.288,28.683,28.821,28.593,28.901,28.699,28.645,28.448,28.537,28.709,28.437,28.548,28.659,28.659,28.566,28.799,0.0,28.334,28.568,28.715,28.704,28.528,28.587,28.532,28.462,28.502,28.331,0.0,28.354,28.652,28.753,28.879,28.798,28.917,28.845,29.032,0.0,29.221,29.338,29.399,29.403,29.288,29.175,29.246,29.336,29.143,29.235,29.194,29.462,29.357,29.386
87,M,False,28.381,28.445,28.731,28.488,29.112,28.899,28.734,28.066,28.252,28.376,0.0,28.453,28.627,28.418,28.792,28.271,28.495,28.634,28.46,28.462,28.093,28.802,28.129,28.288,28.683,28.821,28.593,28.901,28.699,28.645,28.448,28.537,28.709,28.437,28.548,28.659,28.659,28.566,28.799,0.0,28.334,28.568,28.715,28.704,28.528,28.587,28.532,28.462,28.502,28.331,0.0,28.354,28.652,28.753,28.879,28.798,28.917,28.845,29.032,0.0,29.221,29.338,29.399,29.403,29.288,29.175,29.246,29.336,29.143,29.235,29.194,29.462,29.357,29.386,29.321,29.516,29.44,29.5,29.706,30.079,29.685,29.851,29.845,29.652,29.802,29.521,29.685,29.655,29.474,29.318,29.509,29.347,29.539,29.567,29.308,29.299,29.417,29.35,29.578,29.232,29.34,29.241,29.065,29.326,29.251,29.325,29.428,29.502,32.633,29.5,29.369,29.328,29.412,29.755,29.795
88,M,False,28.593,28.901,28.699,28.645,28.448,28.537,28.709,28.437,28.548,28.659,28.659,28.566,28.799,0.0,28.334,28.568,28.715,28.704,28.528,28.587,28.532,28.462,28.502,28.331,0.0,28.354,28.652,28.753,28.879,28.798,28.917,28.845,29.032,0.0,29.221,29.338,29.399,29.403,29.288,29.175,29.246,29.336,29.143,29.235,29.194,29.462,29.357,29.386,29.321,29.516,29.44,29.5,29.706,30.079,29.685,29.851,29.845,29.652,29.802,29.521,29.685,29.655,29.474,29.318,29.509,29.347,29.539,29.567,29.308,29.299,29.417,29.35,29.578,29.232,29.34,29.241,29.065,29.326,29.251,29.325,29.428,29.502,32.633,29.5,29.369,29.328,29.412,29.755,29.795,29.69,29.918,30.206,30.341,30.274,30.239,30.461,30.192,30.412,30.373,30.307,30.309,30.184,30.324,30.125,30.113,30.068,30.038,30.055,29.907,29.993,29.939,30.058,30.157,30.055,29.995
89,M,True,32.114,32.117,32.335,32.168,32.261,32.319,32.259,32.331,32.331,32.216,32.457,32.298,32.428,32.434,32.477,32.592,32.612,32.449,32.597,32.32,32.306,32.038,32.009,32.173,32.062,32.203,32.386,32.105,32.098,32.008,31.704,31.801,31.993,32.051,32.079,32.072,32.047,32.318,32.574,32.514,32.659,32.791,32.695,32.778,32.826,33.034,32.873,32.763,32.84,32.95,32.924,33.048,32.789,32.99,32.723,32.594,32.674,32.713,32.665,32.697,32.729,32.963,32.942,32.975,32.78,32.669,33.062,32.808,32.966,33.337,33.45,33.49,33.525,33.35,33.463,33.479,33.499,33.63,33.79,33.449,33.64,33.71,33.666,33.864,33.832,33.75,33.602,33.716,33.507,33.445,33.555,33.666,33.447,33.538,33.551,33.734,33.649,33.702,33.785,33.735,33.895,33.937,33.927,34.039,34.108,34.082,34.062,34.083,34.059,34.168,34.246,34.565,34.469,34.327,34.521
90,M,False,32.592,32.612,32.449,32.597,32.32,32.306,32.038,32.009,32.173,32.062,32.203,32.386,32.105,32.098,32.008,31.704,31.801,31.993,32.051,32.079,32.072,32.047,32.318,32.574,32.514,32.659,32.791,32.695,32.778,32.826,33.034,32.873,32.763,32.84,32.95,32.924,33.048,32.789,32.99,32.723,32.594,32.674,32.713,32.665,32.697,32.729,32.963,32.942,32.975,32.78,32.669,33.062,32.808,32.966,33.337,33.45,33.49,33.525,33.35,33.463,33.479,33.499,33.63,33.79,33.449,33.64,33.71,33.666,33.864,33.832,33.75,33.602,33.716,33.507,33.445,33.555,33.666,33.447,33.538,33.551,33.734,33.649,33.702,33.785,33.735,33.895,33.937,33.927,34.039,34.108,34.082,34.062,34.083,34.059,34.168,34.246,34.565,34.469,34.327,34.521,34.534,34.532,34.615,34.617,34.493,34.541,34.314,34.707,34.875,34.83,34.897,34.592,34.542,34.535,34.574
91,M,False,34.76,34.756,34.93,34.915,35.121,34.902,35.106,34.66,35.161,34.813,34.76,34.916,34.772,34.665,34.592,34.789,34.765,34.566,34.583,34.489,34.468,34.235,34.386,34.451,34.543,34.54,34.489,34.134,34.241,34.245,34.123,34.201,34.2,34.14,34.212,34.148,34.243,34.197,34.293,34.226,34.238,34.198,34.211,34.428,34.344,34.232,34.465,34.254,34.111,34.408,34.235,34.344,34.445,34.276,34.145,34.195,34.281,34.33,34.097,34.049,34.136,34.235,34.274,34.189,34.176,34.14,33.9,33.912,34.042,34.257,34.146,34.228,34.13,34.323,34.271,34.366,34.452,34.66,34.627,34.995,34.928,34.843,34.82,35.034,35.148,35.168,35.064,34.952,35.186,35.044,35.101,34.92,35.02,34.901,34.678,34.786,34.573,34.645,34.575,34.853,34.71,34.779,34.731,34.686,34.695,34.941,34.758,34.799,34.801,34.965,34.865,34.817,34.852,34.766,34.882
92,M,False,28.858,29.06,29.017,29.393,29.628,29.274,29.773,30.178,30.122,30.32,30.833,31.057,31.125,31.711,31.498,31.153,31.245,31.124,31.051,30.707,30.675,30.131,29.587,29.852,29.898,29.684,29.46,29.121,29.101,29.214,29.251,29.545,29.455,29.254,29.476,29.908,29.969,29.691,29.648,29.68,29.55,30.01,30.483,30.559,30.625,30.591,30.717,30.787,31.089,30.983,30.941,31.106,30.935,30.684,30.722,30.599,30.496,30.554,30.655,30.557,30.466,30.18,30.318,30.576,30.506,30.671,30.892,30.953,31.004,31.222,30.823,31.064,31.279,31.343,31.295,31.378,31.645,31.885,31.473,31.41,31.451,31.374,31.335,31.262,31.19,31.427,31.407,31.352,31.084,31.143,31.081,30.85,30.86,30.83,31.249,30.684,31.053,31.296,30.78,30.79,31.024,31.082,30.809,30.705,30.883,30.926,30.71,30.849,30.748,30.629,30.148,30.101,30.348,30.076,30.48
93,M,True,46.513,47.387,46.349,46.736,46.727,46.391,46.236,46.514,46.21,45.94,45.416,45.8,44.811,45.177,44.73,44.604,45.216,45.002,45.006,44.877,45.188,44.761,44.718,43.853,43.773,44.029,44.039,44.369,43.88,43.77,43.407,43.731,44.543,44.673,44.732,44.832,44.776,45.206,44.636,45.017,44.764,45.329,45.035,44.647,44.168,44.195,44.296,44.733,45.337,44.449,44.462,44.824,44.422,44.363,43.938,44.643,44.176,44.456,45.043,45.102,44.847,44.544,44.911,44.434,44.284,44.531,44.798,44.757,44.397,44.132,44.221,44.447,44.154,44.305,44.381,44.407,44.277,44.25,44.631,44.466,44.985,44.422,44.898,44.984,44.424,44.609,44.532,44.248,44.408,43.869,43.906,43.88,44.661,44.346,43.616,43.623,43.337,43.186,43.396,43.656,43.44,43.579,43.783,43.851,43.775,43.765,43.387,43.567,43.143,42.818,42.586,42.732,42.631,42.484,42.879
94,M,True,42.038,42.473,42.246,41.653,41.825,41.586,41.903,41.766,42.487,42.331,42.488,42.62,43.012,42.687,42.713,42.217,42.453,42.228,42.226,42.634,0.0,42.799,43.141,42.961,43.01,43.171,42.797,42.551,42.544,42.287,42.42,42.748,42.587,42.512,42.823,43.059,43.276,43.13,43.075,43.476,43.355,43.331,43.274,43.387,43.164,43.439,43.584,43.078,43.176,43.645,43.399,42.93,43.252,43.67,43.402,43.268,43.82,43.677,43.307,43.652,43.855,43.648,43.784,43.512,43.969,43.77,44.263,44.347,44.392,44.725,43.912,43.693,43.54,43.576,43.824,44.001,43.995,43.623,43.838,43.388,43.837,43.972,43.688,43.732,43.88,43.884,43.868,43.939,43.946,43.742,43.647,44.076,43.943,43.721,44.107,44.451,44.214,44.41,44.187,43.934,43.739,44.126,43.903,44.301,44.342,44.11,44.302,44.462,44.789,44.906,45.037,44.551,45.014,44.921,44.778
95,M,False,42.473,42.246,41.653,41.825,41.586,41.903,41.766,42.487,42.331,42.488,42.62,43.012,42.687,42.713,42.217,42.453,42.228,42.226,42.634,0.0,42.799,43.141,42.961,43.01,43.171,42.797,42.551,42.544,42.287,42.42,42.748,42.587,42.512,42.823,43.059,43.276,43.13,43.075,43.476,43.355,43.331,43.274,43.387,43.164,43.439,43.584,43.078,43.176,43.645,43.399,42.93,43.252,43.67,43.402,43.268,43.82,43.677,43.307,43.652,43.855,43.648,43.784,43.512,43.969,43.77,44.263,44.347,44.392,44.725,43.912,43.693,43.54,43.576,43.824,44.001,43.995,43.623,43.838,43.388,43.837,43.972,43.688,43.732,43.88,43.884,43.868,43.939,43.946,43.742,43.647,44.076,43.943,43.721,44.107,44.451,44.214,44.41,44.187,43.934,43.739,44.126,43.903,44.301,44.342,44.11,44.302,44.462,44.789,44.906,45.037,44.551,45.014,44.921,44.778,45.041
96,M,False,42.453,42.228,42.226,42.634,0.0,42.799,43.141,42.961,43.01,43.171,42.797,42.551,42.544,42.287,42.42,42.748,42.587,42.512,42.823,43.059,43.276,43.13,43.075,43.476,43.355,43.331,43.274,43.387,43.164,43.439,43.584,43.078,43.176,43.645,43.399,42.93,43.252,43.67,43.402,43.268,43.82,43.677,43.307,43.652,43.855,43.648,43.784,43.512,43.969,43.77,44.263,44.347,44.392,44.725,43.912,43.693,43.54,43.576,43.824,44.001,43.995,43.623,43.838,43.388,43.837,43.972,43.688,43.732,43.88,43.884,43.868,43.939,43.946,43.742,43.647,44.076,43.943,43.721,44.107,44.451,44.214,44.41,44.187,43.934,43.739,44.126,43.903,44.301,44.342,44.11,44.302,44.462,44.789,44.906,45.037,44.551,45.014,44.921,44.778,45.041,44.931,44.635,44.897,45.259,45.098,45.245,45.03,45.128,44.868,44.958,45.056,44.969,45.35,45.407,45.704
