,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45
639,C,False,126.42,126.37,125.86,124.22,123.34,123.49,122.68,121.11,120.87,122.3,120.34,120.56,119.48,119.68,119.88,120.1,121.47,120.26,120.63,119.7,120.66,121.09,122.2,122.79,126.19,127.77,129.52,127.62,127.31,127.11,125.83,125.27,123.98,123.0,124.89,123.6,121.73,119.32,118.4,119.89,118.84,117.59,117.99,119.82,121.16
640,C,False,104.48,104.13,103.31,102.75,101.84,100.53,98.877,97.995,96.952,96.418,96.291,95.703,95.56,95.276,95.268,95.012,95.364,95.831,95.693,95.773,96.158,97.014,97.283,97.588,98.157,98.321,99.077,99.281,99.066,99.001,99.359,100.08,99.836,100.11,100.21,99.779,99.192,99.041,98.79,98.789,98.75,98.822,98.312,97.781,97.479
641,C,False,126.13,136.79,132.79,138.7,148.56,135.49,150.01,124.39,130.96,124.0,126.26,121.85,145.73,119.58,119.56,128.91,110.94,132.42,138.19,135.33,122.36,141.43,112.13,120.98,110.06,107.86,101.6,117.57,114.28,94.812,105.34,101.24,83.159,87.518,105.04,84.683,103.25,88.742,78.923,112.88,95.387,84.725,110.71,99.828,69.226
642,C,False,102.09,101.98,102.88,103.05,103.14,104.08,103.67,103.49,103.34,102.82,103.01,103.25,103.59,103.78,103.48,102.94,102.71,102.51,102.85,103.17,102.56,102.28,102.15,101.91,101.55,101.49,101.24,100.57,100.18,100.22,99.366,99.408,99.707,99.32,99.725,99.675,99.676,99.664,100.21,100.71,101.22,101.76,102.59,103.59,104.05
643,C,False,106.26,105.72,105.08,104.79,104.3,104.38,104.67,104.75,104.6,104.67,104.76,104.3,105.1,103.85,103.79,103.94,104.15,103.87,104.66,104.2,103.88,104.63,104.84,104.33,104.24,104.03,103.9,103.45,103.04,102.57,102.69,103.18,103.5,104.26,104.68,104.91,105.78,106.16,106.6,106.65,107.91,107.81,108.4,109.35,109.08
644,C,False,75.185,57.875,63.687,63.422,60.739,71.368,61.385,69.21,62.207,65.937,68.625,68.379,78.08,75.419,81.296,76.111,68.225,101.28,105.47,94.706,78.469,89.77,70.148,81.463,90.703,89.631,88.746,78.866,93.209,78.5,85.841,81.167,92.329,71.173,74.615,75.427,72.484,70.681,81.526,81.156,77.077,84.477,71.859,92.304,83.972
645,C,False,110.96,111.34,111.14,110.73,111.33,112.0,112.15,113.44,114.05,114.54,114.66,115.17,115.11,114.56,114.64,114.61,114.21,113.89,113.45,112.8,111.99,111.17,109.95,109.41,108.86,108.15,108.35,107.89,107.42,107.01,107.4,107.71,107.99,107.78,107.6,108.23,108.97,109.32,109.9,110.56,110.51,110.7,111.61,111.51,111.47
646,C,False,109.18,109.98,109.24,109.63,110.57,111.31,111.71,110.51,111.45,112.31,112.46,111.71,110.65,110.43,111.23,111.42,110.54,111.1,110.31,109.48,109.36,109.0,109.06,109.16,108.79,108.8,108.75,108.64,108.96,109.45,110.58,111.92,113.19,114.57,115.59,116.35,118.48,120.64,120.38,120.87,120.66,121.13,122.32,122.11,123.95
647,C,False,168.38,168.19,96.41,54.237,68.204,69.993,163.13,108.56,127.33,122.31,114.6,96.172,89.649,86.933,76.638,82.518,68.47,66.013,60.318,59.36,55.942,58.152,54.667,55.796,56.112,59.223,57.606,100.25,55.018,64.763,61.422,62.885,60.162,75.749,67.177,73.583,66.083,71.348,77.701,75.576,66.344,88.222,95.254,90.477,93.512
648,C,False,115.49,112.6,111.89,109.29,108.13,107.16,106.76,106.8,106.86,107.17,107.52,107.19,108.27,108.42,108.62,109.43,110.14,112.13,112.2,110.36,111.2,111.45,109.5,109.5,108.69,108.04,107.21,107.2,106.81,105.05,104.63,104.39,105.1,105.07,105.58,105.6,106.25,106.42,106.34,106.96,107.06,107.71,107.54,107.29,107.78
649,C,False,92.641,91.818,90.657,89.398,88.747,88.495,88.507,87.889,87.84,87.557,87.435,86.296,86.018,86.345,85.802,87.0,87.753,87.882,88.526,89.239,88.898,88.978,88.132,88.478,88.038,87.464,87.364,86.907,87.472,85.728,85.066,84.637,83.527,82.844,83.164,83.073,82.585,82.179,81.597,81.56,80.707,80.714,80.296,80.005,78.89
650,C,False,97.508,82.13,84.231,80.794,83.204,79.501,87.04,74.206,74.019,74.812,75.493,73.117,80.984,74.488,84.913,77.408,74.889,79.421,71.211,76.567,97.904,85.012,87.57,93.38,83.407,84.536,76.681,95.667,99.094,100.44,83.545,72.379,82.936,81.704,107.96,86.484,100.74,90.062,102.18,103.49,90.545,78.52,97.789,101.86,101.29
651,C,False,85.059,85.045,85.785,83.898,83.663,84.668,87.047,87.422,87.981,87.059,85.531,84.217,84.235,84.029,83.897,82.371,81.555,81.985,80.014,78.668,80.956,79.187,78.978,79.258,80.744,82.548,81.407,81.83,83.276,82.369,81.875,82.163,81.454,79.266,78.475,78.763,76.324,75.144,76.144,74.778,74.673,74.86,73.649,73.442,73.966
652,C,False,0.0,0.0,272.64,75.531,30.08,34.525,86.824,85.142,51.924,60.476,47.833,95.287,89.33,100.24,135.05,145.04,142.09,172.73,173.52,207.59,157.24,175.01,180.39,168.22,140.93,96.692,102.25,76.413,97.502,85.771,74.208,92.358,71.171,74.135,67.06,63.529,51.398,64.977,52.691,63.646,56.317,53.356,52.588,51.979,58.072
653,C,False,96.289,95.411,95.009,93.83,93.634,92.61,93.394,92.342,91.757,91.44,91.628,91.368,91.702,91.776,92.192,93.531,93.514,95.384,95.435,95.933,96.501,97.443,99.203,99.09,98.993,98.441,98.055,98.014,96.676,96.299,96.467,96.7,97.022,95.731,95.267,95.015,95.258,94.902,95.394,95.377,94.349,93.895,94.12,94.591,95.443
654,C,False,78.252,77.761,80.71,80.813,85.389,82.973,87.329,84.085,86.374,83.712,83.832,84.56,82.609,84.186,83.774,82.761,82.858,81.767,81.053,82.81,80.912,82.57,83.057,82.709,83.74,85.224,84.991,85.493,85.83,87.673,85.265,84.699,85.941,86.556,86.011,85.504,85.505,84.695,84.466,84.432,85.247,85.403,84.721,86.142,85.146
655,C,True,122.6,123.0,121.87,121.9,121.38,121.12,121.39,121.49,120.81,120.69,120.57,120.81,120.78,120.33,121.51,120.89,122.01,122.19,122.35,123.06,123.03,123.03,122.51,122.8,122.36,120.89,119.54,119.22,119.08,118.34,117.82,116.76,116.63,115.42,115.3,115.26,116.11,115.57,117.57,119.13,119.45,120.38,120.39,121.68,121.92
656,C,False,118.36,117.58,117.88,117.71,117.92,117.23,116.44,116.36,115.92,115.83,114.86,114.52,115.04,115.33,113.88,113.59,114.04,114.47,114.91,115.0,116.16,117.48,118.5,118.66,120.25,121.07,122.33,124.18,123.85,125.51,126.51,127.07,126.5,127.02,127.2,125.74,124.51,124.71,124.25,123.13,123.19,121.5,120.68,119.58,118.83
657,C,False,89.095,89.27,89.576,87.55,88.393,87.858,87.653,86.362,88.051,87.337,87.258,85.762,84.805,85.581,84.204,88.052,82.458,84.331,82.844,83.556,83.018,82.485,82.67,81.375,82.208,82.534,81.522,83.063,82.349,83.447,84.364,82.669,81.111,82.356,81.727,83.973,81.989,81.411,81.893,80.78,81.138,80.601,78.907,77.721,79.198
658,C,False,109.39,109.01,108.18,106.86,107.23,107.5,107.09,107.01,107.07,107.24,107.04,106.66,106.3,106.9,106.87,106.72,106.6,106.76,106.5,106.23,106.2,106.43,107.14,107.86,108.05,107.64,108.6,108.87,108.83,109.45,111.1,111.78,112.23,112.37,112.93,112.92,113.12,113.56,112.92,113.55,113.2,112.98,111.74,112.04,111.07
659,C,False,105.43,104.74,104.36,104.07,103.93,103.25,102.92,102.57,102.81,102.86,102.25,102.39,102.77,102.71,102.74,103.11,103.92,104.47,103.55,103.24,103.58,104.1,104.12,104.42,104.57,104.77,105.29,104.72,104.98,105.37,105.94,106.01,105.56,105.42,105.98,105.76,106.27,106.45,106.17,105.82,106.34,105.93,106.0,105.73,104.8
660,C,False,94.534,90.637,88.375,87.993,88.893,89.519,87.09,89.614,87.339,88.862,83.798,86.822,80.594,91.663,88.398,90.313,90.005,89.167,88.837,92.306,96.413,90.346,96.361,95.153,91.243,91.433,93.077,92.182,92.406,93.278,91.653,93.799,98.094,99.692,102.8,100.67,98.791,103.03,101.68,106.41,105.34,106.37,108.63,107.57,106.32
661,C,False,83.175,62.813,56.564,59.534,57.238,67.699,58.048,73.194,57.579,74.433,58.351,65.563,80.013,63.004,57.761,69.463,65.561,71.989,76.218,74.367,73.899,77.58,71.721,77.729,74.048,78.917,81.656,89.431,87.689,80.421,89.049,82.483,77.535,75.232,71.558,78.715,78.791,73.273,86.199,78.778,76.568,80.839,83.343,76.521,74.486
662,C,False,105.88,104.54,103.4,102.07,101.74,101.56,101.21,101.03,101.7,102.1,102.15,102.46,103.49,104.04,104.73,105.38,106.14,107.56,108.18,108.07,108.72,109.3,109.32,108.96,109.08,107.94,107.61,106.77,107.29,107.36,107.54,107.53,107.54,106.3,106.74,105.63,105.38,105.24,104.45,104.73,104.21,103.25,102.93,103.19,103.24
663,C,False,98.321,98.739,98.44,99.03,98.983,97.943,98.167,98.266,97.783,98.269,97.909,98.426,98.528,97.776,98.119,97.962,98.308,98.037,97.734,98.318,97.91,97.898,97.915,97.672,98.292,98.395,98.635,97.959,97.61,97.032,97.936,97.885,97.993,99.162,99.105,99.652,99.256,99.983,100.94,101.27,101.44,101.47,102.39,102.03,102.27
664,C,False,82.546,82.307,82.617,84.596,83.81,82.963,84.041,83.414,84.158,84.001,84.897,83.5,83.222,83.976,84.361,83.713,85.189,84.987,85.674,85.93,85.35,86.235,85.743,85.739,86.257,87.372,86.562,86.991,87.352,86.569,86.667,85.954,85.895,85.473,87.197,87.117,86.521,86.326,88.296,88.826,87.175,88.54,88.565,90.241,89.657
665,C,False,112.41,103.0,99.354,113.23,111.54,84.199,80.438,87.539,77.485,84.655,93.488,68.581,102.8,77.58,103.48,89.171,84.014,84.37,77.811,73.595,75.39,77.824,71.199,87.831,74.906,82.373,73.296,100.58,71.548,99.118,88.233,81.866,120.65,81.006,79.594,105.11,60.727,76.568,109.23,73.754,64.828,63.038,82.611,95.545,74.38
666,C,False,89.194,89.723,89.717,89.994,89.494,89.564,90.209,90.387,90.23,91.163,90.743,91.465,91.51,91.543,91.76,93.013,92.372,92.894,92.022,93.528,94.826,94.251,93.86,92.895,92.443,91.963,91.009,89.94,89.725,89.437,89.092,90.072,90.046,91.323,92.131,92.057,92.881,93.488,95.225,95.939,96.434,97.278,97.903,96.616,97.418
667,C,False,138.46,137.62,137.53,137.03,135.43,129.88,134.36,139.27,144.76,148.95,144.49,145.12,149.17,150.23,144.85,155.91,155.71,160.67,161.71,162.24,165.6,162.59,157.93,156.86,154.95,158.15,157.08,157.98,158.27,158.75,152.21,166.64,157.36,157.92,157.37,158.76,150.32,152.7,148.71,154.07,150.87,153.33,152.21,153.55,149.7
668,C,False,103.03,101.8,101.04,99.433,99.237,98.212,96.581,97.964,97.711,96.846,96.349,95.881,97.461,98.54,98.587,97.846,97.721,97.944,98.924,98.692,98.485,98.407,98.736,99.302,98.568,98.822,98.037,97.211,96.689,95.77,96.077,94.584,94.133,94.319,94.415,94.521,95.164,93.91,94.417,94.754,94.364,94.483,96.605,97.787,97.933
669,C,False,104.03,104.05,102.69,102.66,102.15,101.22,101.6,101.63,101.8,101.2,102.04,102.37,102.93,103.96,105.44,106.93,107.81,107.82,108.94,109.05,108.21,108.27,107.57,106.15,105.25,104.72,103.34,101.78,100.54,99.818,99.177,99.322,98.539,98.804,98.688,99.37,98.986,99.932,101.13,100.69,101.17,100.81,100.75,101.21,101.34
670,C,False,83.942,83.194,82.709,81.911,80.06,78.918,78.445,77.683,77.882,76.661,78.013,78.973,78.569,79.038,78.917,78.83,78.158,78.2,76.891,76.906,76.61,75.962,74.74,74.891,74.037,73.345,74.949,75.52,77.306,77.772,77.914,79.059,80.259,82.43,83.357,86.97,86.879,87.597,86.437,87.301,86.454,85.219,84.877,83.777,82.054
671,C,False,110.69,111.65,106.08,116.8,124.55,127.98,128.67,107.54,83.996,84.514,117.35,92.543,97.449,112.37,112.88,120.61,108.24,120.2,125.91,102.12,100.74,99.287,112.96,96.424,105.56,101.94,103.63,106.43,91.429,86.566,83.375,82.816,93.601,86.508,82.769,84.492,80.579,81.699,83.721,80.763,83.7,80.745,80.579,81.852,83.937
672,C,True,78.275,76.361,72.41,71.551,71.129,69.095,69.066,70.817,69.281,70.918,70.175,71.346,72.68,71.369,70.652,71.307,70.76,68.819,69.389,69.3,70.227,69.31,69.744,70.559,69.988,69.419,71.689,71.055,69.967,69.53,69.538,70.833,72.105,72.036,72.658,74.111,73.729,75.571,75.296,73.873,73.706,75.243,73.617,76.813,72.617
673,C,False,129.0,129.24,130.39,130.72,129.48,131.09,130.92,129.28,130.88,130.62,131.12,130.35,131.45,131.43,132.14,131.16,131.94,132.18,131.23,129.85,128.75,130.06,127.99,125.93,127.13,125.05,126.64,127.67,127.25,126.93,125.03,126.41,124.94,127.9,131.64,132.48,133.91,136.35,135.52,134.99,136.73,136.01,134.59,135.82,134.6
674,C,True,106.69,105.01,104.48,104.61,104.54,103.12,102.74,102.63,102.16,103.67,103.86,103.8,104.46,105.31,106.9,107.44,108.29,109.49,108.57,108.69,108.93,109.52,109.69,110.56,111.66,111.11,110.75,108.97,108.41,107.97,107.28,107.61,107.64,107.86,108.21,108.05,109.29,108.82,108.7,107.39,106.5,106.46,104.69,103.7,105.11
675,C,False,85.801,83.706,81.464,89.616,77.778,86.867,85.374,78.131,85.928,75.047,78.873,82.985,78.463,76.236,84.182,78.958,77.525,80.525,79.615,81.717,79.433,79.953,86.707,79.986,77.146,75.768,79.602,84.286,79.643,77.329,75.56,79.095,77.946,75.474,75.139,74.283,73.757,81.252,80.751,73.875,73.096,76.246,77.196,73.09,74.452
676,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.974,0.0,0.0,0.0,34.558,11.452,115.33,37.579,50.574,92.995,66.403,64.92,50.171,51.332,56.418,84.962,59.514,56.502,56.593,74.465,63.224,64.34,89.029,79.061,72.976,74.528,70.99,94.702,93.631,67.436,74.514,79.201,75.799
677,C,False,111.38,111.84,116.02,117.89,115.51,112.26,112.62,113.77,114.05,115.44,115.61,111.43,114.31,113.7,114.76,115.48,117.44,118.51,119.25,121.4,121.98,119.65,119.43,117.29,118.21,119.98,120.1,116.0,117.45,114.72,115.89,112.55,111.03,112.25,108.83,107.84,107.65,109.2,108.55,109.98,107.81,107.47,109.35,108.51,108.58
678,C,False,90.295,88.691,87.22,85.696,85.262,85.552,86.198,85.589,85.601,85.564,85.358,87.295,87.985,88.714,88.071,89.062,89.458,90.236,90.351,90.954,90.582,90.097,90.589,90.31,89.346,88.385,89.27,88.707,89.877,89.708,88.682,88.874,88.971,88.487,88.182,88.41,89.444,90.382,91.466,91.365,90.264,90.021,89.379,88.592,87.784
679,C,False,99.926,102.82,102.21,104.26,106.81,107.23,106.82,102.79,94.4,102.53,101.46,99.081,99.436,99.261,100.93,96.812,106.04,100.51,115.07,110.41,103.05,104.51,113.61,105.06,117.89,112.42,100.51,113.01,112.91,108.78,111.16,110.11,109.28,114.3,108.35,102.53,104.36,102.96,98.992,108.5,122.44,109.79,107.39,117.17,108.07
680,C,False,117.09,117.83,119.04,119.0,120.74,121.12,121.65,122.87,123.19,123.62,123.01,125.0,124.92,124.93,125.25,124.31,124.36,124.56,123.78,123.41,121.59,122.5,122.09,119.94,119.49,118.25,119.38,120.48,120.75,120.55,121.4,119.99,120.19,120.18,119.67,119.97,118.27,118.26,115.49,113.68,112.75,112.01,112.29,111.5,109.75
681,C,False,78.275,76.361,72.41,71.551,71.129,69.095,69.066,70.817,69.281,70.918,70.175,71.346,72.68,71.369,70.652,71.307,70.76,68.819,69.389,69.3,70.227,69.31,69.744,70.559,69.988,69.419,71.689,71.055,69.967,69.53,69.538,70.833,72.105,72.036,72.658,74.111,73.729,75.571,75.296,73.873,73.706,75.243,73.617,76.813,72.617
682,C,False,77.373,75.957,77.275,74.92,74.319,74.665,74.014,75.046,73.347,76.638,74.912,75.142,75.455,75.312,77.371,79.307,76.537,74.679,77.526,74.278,74.751,75.382,75.637,74.979,73.416,73.766,72.333,73.13,73.708,73.432,73.637,73.637,74.795,73.24,75.838,72.132,75.699,76.48,75.051,72.467,72.598,72.211,69.082,71.422,73.524
683,C,False,106.85,106.37,106.95,107.0,107.19,106.66,106.6,107.23,107.26,106.3,106.14,106.48,106.72,107.0,106.37,106.48,105.16,104.19,102.91,102.6,102.26,100.22,100.26,99.773,99.876,100.1,101.26,102.02,102.48,103.46,104.56,105.4,106.63,107.95,109.15,109.45,109.98,109.3,108.87,108.59,106.77,106.1,105.14,104.73,103.16
684,C,False,115.61,118.19,115.99,116.26,117.12,118.88,119.42,120.9,119.91,118.99,118.25,117.13,117.99,118.83,116.37,116.12,113.63,117.29,116.78,118.36,119.72,121.24,121.25,118.88,117.97,120.94,119.16,119.47,121.59,119.94,122.38,119.99,121.7,123.31,121.72,122.48,122.42,120.81,122.59,123.33,124.99,125.93,127.46,130.38,133.38
685,C,False,117.77,117.37,118.87,120.58,121.53,122.34,123.49,124.72,125.87,125.81,125.56,125.29,125.62,125.35,124.68,124.19,123.16,122.45,122.28,121.74,121.34,121.89,120.41,119.64,119.84,119.06,118.13,117.88,118.16,118.11,118.29,118.92,118.47,118.26,118.83,117.85,118.04,118.52,119.44,119.09,119.02,119.22,119.45,120.73,120.43
686,C,False,90.793,90.795,90.056,89.71,89.388,89.419,89.506,88.224,88.586,88.985,89.017,89.202,89.445,89.38,89.378,89.746,89.948,89.077,88.727,88.401,88.182,88.173,87.817,87.693,88.766,88.608,88.634,88.193,88.362,89.055,89.087,89.311,88.86,88.842,88.639,88.652,88.672,88.99,89.234,90.249,90.573,90.717,91.514,91.456,91.857
687,C,False,58.958,61.052,64.548,68.343,66.738,67.715,67.399,63.579,66.339,65.331,61.783,63.202,64.985,63.909,67.39,62.034,60.086,59.635,60.896,61.108,57.743,59.107,63.613,62.625,63.566,58.454,57.395,57.718,61.787,62.618,60.17,56.016,62.308,69.419,68.259,57.378,59.395,65.819,70.879,66.619,59.088,58.208,58.405,60.303,58.565
688,C,False,116.35,120.96,119.05,121.39,117.53,120.12,119.36,121.97,117.95,113.37,115.92,117.05,120.6,113.12,111.14,116.61,114.58,113.92,118.59,116.3,115.77,116.24,116.22,120.16,116.45,118.86,119.08,121.49,127.64,132.95,138.94,144.24,142.92,139.69,134.97,131.03,125.73,124.76,126.3,127.04,129.19,127.94,122.34,122.01,115.62
689,C,False,72.858,76.477,74.965,77.649,66.663,65.678,69.81,65.38,76.051,72.363,70.766,70.805,71.704,76.749,72.955,67.243,67.225,69.14,70.153,67.512,67.337,68.6,74.351,71.647,78.062,70.187,71.378,71.424,72.659,72.639,74.905,74.64,73.6,72.305,71.701,71.831,71.588,71.002,70.279,69.885,68.615,68.864,67.922,70.164,69.849
690,C,False,86.321,86.609,86.555,86.029,86.495,86.261,86.205,85.926,85.701,85.93,85.878,86.025,85.562,86.209,85.469,85.415,86.105,87.44,88.03,88.475,88.969,88.213,88.729,88.534,89.67,89.357,89.923,89.925,90.125,89.47,89.712,89.718,88.102,87.869,87.881,87.714,86.736,86.245,86.308,85.91,85.463,84.713,84.54,84.919,85.029
691,C,False,74.236,74.702,73.763,73.704,73.48,73.162,73.101,73.085,72.014,72.526,72.754,71.999,72.149,71.338,70.986,70.369,70.839,70.94,71.786,72.494,72.957,73.686,74.256,73.923,74.807,74.856,74.337,73.107,73.389,71.951,71.866,72.146,71.462,71.462,72.047,71.386,71.212,71.3,71.496,70.857,71.407,71.524,71.484,71.974,71.825
692,C,False,115.38,114.63,114.37,114.16,112.92,112.48,112.24,111.83,110.88,111.17,110.51,110.81,111.06,110.64,110.01,111.43,111.48,113.35,115.12,115.74,115.48,117.26,118.95,119.76,121.09,122.08,123.65,124.02,123.6,124.89,124.79,124.28,123.2,122.24,122.37,122.89,120.65,119.34,118.76,117.82,116.46,116.12,115.43,114.8,114.29
693,C,False,117.88,116.97,116.92,115.42,114.56,113.4,112.28,111.17,111.18,111.99,111.18,111.49,112.33,112.82,113.4,114.27,114.78,115.66,115.49,116.15,116.77,117.31,117.73,117.51,116.56,116.56,116.34,116.15,115.95,114.65,114.04,113.71,113.42,112.41,111.77,112.02,112.07,112.62,112.97,112.34,113.02,113.68,114.07,114.79,114.77
694,C,False,131.65,129.1,126.97,125.97,123.63,122.92,120.6,118.62,118.02,116.34,116.22,117.02,118.36,120.49,120.26,120.75,121.28,120.38,121.59,122.65,122.39,124.17,126.88,126.28,127.15,127.35,124.22,125.36,125.07,124.76,125.28,126.3,125.98,127.91,127.49,126.65,125.22,124.37,125.24,125.33,124.88,124.49,122.95,122.93,121.27
695,C,False,115.61,111.43,114.31,113.7,114.76,115.48,117.44,118.51,119.25,121.4,121.98,119.65,119.43,117.29,118.21,119.98,120.1,116.0,117.45,114.72,115.89,112.55,111.03,112.25,108.83,107.84,107.65,109.2,108.55,109.98,107.81,107.47,109.35,108.51,108.58,108.46,108.99,107.62,108.08,108.07,107.41,106.04,107.65,108.1,105.71
696,C,False,99.693,99.051,98.769,98.25,98.041,98.071,97.518,97.606,97.974,98.299,98.243,97.258,97.249,98.06,97.691,96.924,96.821,97.511,98.144,98.356,98.504,99.131,99.352,99.648,100.14,100.42,101.67,102.91,103.54,103.4,103.47,103.29,103.1,102.57,102.81,102.21,102.58,101.41,101.24,100.4,99.653,98.224,97.681,96.839,96.304
697,C,False,132.14,132.33,132.9,132.42,132.61,131.05,130.58,130.48,131.36,130.07,131.45,132.24,130.05,129.57,127.14,127.23,127.26,126.04,125.24,123.39,122.94,121.51,123.12,122.96,123.07,125.17,124.71,126.76,125.85,127.68,129.26,129.29,129.18,131.97,134.55,136.32,134.67,135.08,136.65,135.46,134.76,133.79,133.96,134.76,135.07
698,C,False,118.2,116.97,115.71,118.49,121.1,119.04,121.3,123.12,125.11,125.57,122.28,124.1,125.13,125.18,121.13,120.21,120.34,120.39,120.98,119.84,118.54,119.25,119.87,122.5,123.61,124.52,124.39,124.08,127.36,128.83,130.55,135.38,134.57,130.75,129.62,129.82,129.04,129.19,128.0,126.03,125.39,125.81,126.15,124.51,123.51
699,C,False,106.69,105.01,104.48,104.61,104.54,103.12,102.74,102.63,102.16,103.67,103.86,103.8,104.46,105.31,106.9,107.44,108.29,109.49,108.57,108.69,108.93,109.52,109.69,110.56,111.66,111.11,110.75,108.97,108.41,107.97,107.28,107.61,107.64,107.86,108.21,108.05,109.29,108.82,108.7,107.39,106.5,106.46,104.69,103.7,105.11
700,C,False,99.057,98.74,99.512,100.28,100.87,101.11,101.52,101.78,101.85,101.7,101.41,102.32,102.0,102.58,103.05,102.26,101.79,101.8,101.88,101.28,100.86,99.465,99.749,99.835,99.445,99.049,98.289,97.466,96.481,96.413,96.506,95.414,94.653,94.856,95.678,96.3,98.522,99.098,99.554,99.605,100.52,102.07,102.41,102.66,103.34
701,C,False,113.82,113.58,113.35,112.15,111.05,110.41,110.93,110.31,110.64,110.43,111.17,111.68,111.2,112.56,113.6,115.12,116.76,117.73,118.13,118.23,118.21,119.35,119.06,119.14,118.2,117.95,116.79,117.19,116.07,114.81,114.14,113.21,113.0,114.12,112.64,111.37,111.27,110.06,109.66,110.45,110.67,110.51,110.43,109.15,109.72
702,C,False,97.212,95.489,95.272,94.945,95.356,94.702,96.444,94.706,94.021,93.79,95.664,98.433,99.521,102.0,103.47,103.53,102.9,102.82,103.17,101.99,101.25,98.824,97.969,97.311,96.484,96.876,95.946,96.437,95.326,96.318,96.653,96.721,97.646,98.941,100.47,100.12,101.32,102.55,103.73,105.46,108.51,107.7,108.08,107.93,107.38
703,C,False,114.26,114.21,113.0,113.82,114.63,115.08,115.65,116.07,117.39,117.8,119.55,120.37,121.18,120.53,121.52,123.9,123.82,124.97,124.01,123.9,123.57,122.28,122.16,121.88,123.06,123.18,123.77,124.08,124.55,124.17,123.55,125.2,123.55,123.94,126.99,129.62,129.08,131.95,131.62,131.76,135.45,136.88,139.3,139.39,142.7
704,C,False,112.35,112.03,112.32,112.31,112.48,112.17,112.16,112.77,112.39,112.77,112.38,112.48,112.61,112.12,112.4,112.14,112.01,111.96,112.2,112.64,112.64,112.6,113.25,113.55,113.81,114.25,114.76,114.46,115.65,116.51,117.15,117.89,118.76,118.52,119.37,120.01,120.52,120.53,119.64,119.75,119.24,119.12,118.37,117.81,116.57
705,C,False,94.783,94.345,93.843,93.226,92.204,91.251,90.182,89.637,89.322,88.667,88.18,87.522,87.673,88.08,89.256,89.778,90.506,91.126,92.153,93.036,93.61,94.375,94.75,94.925,95.235,95.594,95.981,96.425,95.894,95.988,95.695,95.457,95.546,95.897,95.236,95.609,95.768,95.839,95.55,95.549,95.895,96.546,96.282,96.351,96.095
706,B,True,141.9,142.51,141.6,142.98,144.78,142.06,145.46,143.31,149.25,149.57,148.57,149.88,148.75,143.61,148.42,160.23,160.82,158.44,153.99,148.27,147.55,144.3,144.87,142.28,136.69,136.51,131.1,137.91,140.07,147.75,150.29,145.58,143.68,147.31,146.38,149.57,144.7,136.26,142.16,136.7,138.91,135.01,135.32,136.3,134.29
707,B,False,132.61,131.39,130.48,128.21,128.43,127.94,125.78,124.52,123.13,122.55,122.08,121.43,120.72,119.23,118.75,118.39,117.53,117.06,117.43,116.29,117.05,116.64,116.2,117.17,115.99,114.31,115.24,115.23,114.66,114.37,114.17,113.78,113.37,114.07,114.51,116.05,116.63,115.02,116.1,115.71,116.93,117.32,117.49,116.8,117.4
708,B,False,148.38,149.23,149.78,147.73,143.72,149.27,144.61,137.98,134.89,130.98,130.48,129.99,126.74,131.38,129.48,130.84,136.85,140.4,142.26,145.83,147.65,145.46,147.97,148.05,151.39,149.99,151.4,149.84,143.2,144.8,146.45,140.82,135.3,137.74,136.52,142.27,144.7,147.69,144.93,145.68,146.82,144.17,141.22,142.65,140.63
709,B,False,99.354,99.486,100.24,101.43,100.28,97.997,97.358,98.093,97.402,98.587,97.239,96.785,97.588,97.011,97.759,96.588,96.736,96.243,94.228,94.225,96.542,95.757,96.789,94.544,94.659,95.14,95.935,97.693,100.96,101.94,98.819,98.288,100.06,103.26,100.93,101.19,98.475,99.353,99.889,98.913,97.061,96.397,98.19,98.016,98.989
710,B,True,0.0,0.0,0.0,0.0,0.0,8.146,0.0,20.341,61.376,96.7,86.62,87.813,73.455,58.591,77.167,74.705,122.54,114.93,64.326,131.51,154.0,147.96,167.59,78.438,132.44,124.34,137.99,124.64,120.88,109.29,61.501,97.445,91.968,105.42,105.48,94.641,100.34,88.671,97.492,83.213,103.27,85.884,109.33,81.521,83.891
