,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5,MEANGBT_6,MEANGBT_7,MEANGBT_8,MEANGBT_9,MEANGBT_10,MEANGBT_11,MEANGBT_12,MEANGBT_13,MEANGBT_14,MEANGBT_15,MEANGBT_16,MEANGBT_17,MEANGBT_18,MEANGBT_19,MEANGBT_20,MEANGBT_21,MEANGBT_22,MEANGBT_23,MEANGBT_24,MEANGBT_25,MEANGBT_26,MEANGBT_27,MEANGBT_28,MEANGBT_29,MEANGBT_30,MEANGBT_31,MEANGBT_32,MEANGBT_33,MEANGBT_34,MEANGBT_35,MEANGBT_36,MEANGBT_37,MEANGBT_38,MEANGBT_39,MEANGBT_40,MEANGBT_41,MEANGBT_42,MEANGBT_43,MEANGBT_44,MEANGBT_45
882,B,False,149.78,148.84,148.1,148.04,143.85,146.68,147.79,150.06,153.82,147.05,146.55,144.81,145.87,144.51,141.84,140.17,136.78,137.48,135.21,139.41,138.79,135.35,130.21,131.58,137.0,131.82,130.14,131.76,134.16,141.07,146.27,154.35,148.41,145.51,147.21,150.64,145.88,146.99,149.39,149.63,156.58,154.54,149.21,150.13,148.63
883,B,False,109.79,111.54,111.95,112.95,113.32,113.52,114.27,114.64,115.0,115.69,115.83,114.65,112.5,111.62,109.89,110.4,109.17,107.82,108.34,108.21,108.02,107.49,108.05,108.99,109.0,108.67,108.84,108.42,109.42,111.07,111.32,109.19,109.43,110.07,109.32,109.39,110.2,110.81,110.41,110.48,108.94,109.74,109.29,110.63,110.91
884,B,False,98.793,103.85,105.11,100.73,100.9,98.487,98.081,99.955,99.313,96.351,96.182,96.187,95.761,93.894,95.4,97.018,96.246,92.028,94.732,96.66,96.692,100.68,97.582,97.009,96.261,94.777,93.954,95.177,94.878,95.93,97.18,96.9,98.49,100.36,101.28,99.752,101.16,101.46,102.89,104.13,106.94,105.8,103.53,103.11,104.12
885,B,False,128.97,128.3,126.99,124.75,123.39,122.74,123.42,122.31,121.13,120.44,120.79,121.17,120.5,120.7,121.41,123.71,124.36,126.07,128.46,128.42,129.37,130.23,131.43,131.44,130.18,130.68,130.32,131.49,131.04,130.76,131.13,122.87,129.72,130.68,131.4,130.0,131.33,131.42,131.56,130.31,130.56,131.22,130.46,129.71,129.83
886,B,False,97.288,99.824,95.704,95.735,98.875,100.6,101.47,102.77,105.58,105.41,106.65,111.2,112.03,116.22,114.5,113.45,113.56,112.13,110.87,105.75,106.49,108.08,107.21,106.9,106.48,108.81,110.36,111.01,112.02,112.06,110.86,115.6,116.71,116.6,116.88,116.53,114.99,117.55,120.19,117.41,114.76,113.61,113.23,115.18,116.72
887,B,True,76.066,77.348,76.685,77.65,78.475,79.599,80.445,80.347,79.736,78.763,77.621,77.601,77.182,76.415,75.486,74.956,76.217,75.855,75.585,75.931,76.069,76.354,75.91,76.334,77.074,76.773,76.586,76.668,76.343,76.023,76.853,76.549,77.175,77.255,77.561,77.365,78.744,78.625,79.953,79.72,80.864,82.04,82.284,83.428,83.87
888,B,False,129.62,132.72,135.85,136.82,133.82,136.19,134.65,134.07,135.38,138.19,134.73,132.34,131.77,133.29,130.94,130.73,127.55,124.93,122.78,123.46,127.32,122.63,123.25,124.77,123.23,123.45,124.11,124.48,124.7,122.78,122.88,125.26,124.11,126.55,127.43,128.79,130.18,131.1,133.62,139.15,134.16,136.36,139.35,137.16,135.99
889,B,False,125.0,121.75,120.0,118.38,117.02,116.29,115.17,113.86,112.88,113.54,113.83,113.57,111.68,112.73,111.86,111.83,113.48,114.82,116.71,118.37,119.25,118.87,121.46,120.66,121.26,120.47,121.91,123.97,125.18,123.92,123.99,126.6,127.81,127.5,125.21,122.51,122.65,124.34,125.04,126.5,125.41,123.14,122.09,123.79,123.68
890,B,True,99.157,99.389,98.745,98.185,97.11,96.822,96.669,95.454,94.891,94.555,93.904,94.268,93.745,92.915,92.117,90.754,90.817,89.814,90.159,89.591,89.856,88.475,89.049,88.73,89.319,90.055,90.12,90.031,89.891,90.64,90.305,91.218,91.72,90.345,90.169,89.731,88.446,87.609,86.455,85.77,85.324,84.888,84.726,84.832,83.204
891,B,False,175.55,166.4,167.18,166.07,168.61,163.79,167.05,163.86,175.18,173.85,171.1,178.98,175.06,169.92,178.57,176.38,184.04,181.18,194.24,189.99,191.02,193.58,198.18,193.0,184.2,178.37,179.3,180.31,182.91,185.53,179.55,176.89,180.86,186.22,188.55,193.42,184.77,169.47,167.64,165.12,165.42,168.02,167.33,151.63,156.15
892,B,False,87.595,88.798,87.322,87.527,86.768,87.79,86.381,86.652,85.862,84.97,85.244,83.723,83.307,83.764,83.252,82.192,81.999,82.75,83.409,82.418,83.456,83.357,83.078,82.696,83.358,82.827,82.886,83.789,84.792,86.257,86.903,85.991,87.634,88.559,87.938,88.809,88.702,88.264,88.52,88.916,87.992,86.403,85.611,84.679,83.288
893,B,False,52.239,52.416,52.481,52.874,52.967,53.837,54.334,55.248,55.307,55.471,55.832,56.775,55.765,56.485,55.555,55.473,54.722,55.043,54.984,54.399,54.156,54.243,53.619,53.567,53.177,53.267,52.642,53.045,54.305,53.98,54.455,54.138,53.565,53.603,54.802,55.538,56.888,56.753,57.263,57.438,58.42,58.979,58.315,58.396,59.546
894,B,False,132.55,132.66,136.18,135.93,133.41,134.0,133.53,132.92,133.41,134.35,134.24,132.08,133.42,132.01,133.11,132.52,132.6,134.51,134.68,133.12,131.08,132.14,134.05,131.5,131.35,128.77,129.88,129.86,132.33,133.28,132.37,134.2,134.38,136.25,134.02,134.14,134.29,134.14,133.17,132.55,128.26,129.98,129.99,130.33,130.38
895,B,False,144.15,138.95,139.36,136.54,141.93,140.99,140.23,143.52,138.65,140.18,145.4,143.59,145.96,151.53,146.87,148.63,155.77,154.23,161.42,164.8,170.71,178.27,175.82,175.2,176.08,173.07,169.15,170.57,160.56,158.88,154.09,149.1,147.33,152.78,153.77,154.43,155.08,158.54,154.69,159.49,166.49,163.85,169.49,169.07,167.91
896,B,False,133.13,131.56,131.24,132.52,133.32,132.63,134.0,135.04,133.43,131.35,130.91,132.45,132.64,135.75,134.39,134.92,134.99,136.85,134.27,136.64,137.49,137.93,138.08,139.54,141.22,143.25,143.76,141.68,139.15,137.38,138.1,133.56,131.13,127.59,125.66,124.38,123.35,124.1,123.46,122.87,122.79,121.36,121.69,122.61,122.9
897,B,False,114.6,117.09,119.38,117.06,119.08,116.11,116.09,118.23,115.52,115.59,113.62,114.47,113.33,113.33,114.89,113.16,113.61,111.79,109.75,109.07,111.3,110.13,107.77,109.47,108.37,111.08,113.74,115.38,114.42,114.73,115.84,116.12,115.81,116.25,118.37,116.68,116.13,118.31,118.05,118.02,116.58,115.63,112.65,112.03,109.05
898,B,False,112.25,111.35,111.98,111.3,109.0,107.2,107.49,106.98,105.88,105.4,105.21,104.34,103.62,103.89,101.78,102.28,103.2,102.61,102.89,103.01,103.62,104.01,105.8,105.67,104.66,107.51,108.9,109.74,110.07,109.6,109.84,112.16,110.75,111.84,111.34,109.59,107.9,109.14,109.91,108.74,108.25,108.17,109.25,109.04,107.89
899,B,False,73.471,72.424,71.709,72.297,71.725,71.556,71.059,71.186,70.754,70.656,70.688,71.707,70.724,69.39,69.193,68.329,68.101,68.361,68.499,68.559,67.927,68.603,67.685,67.564,68.041,68.884,68.733,69.627,68.351,67.868,67.591,67.519,66.606,67.371,67.801,67.003,66.605,65.668,64.348,62.714,61.961,61.116,61.881,59.887,60.813
900,B,False,61.779,60.413,59.27,63.305,61.257,62.618,63.365,59.914,56.708,59.996,59.289,61.338,61.042,62.735,63.973,63.404,65.47,62.467,67.331,62.157,65.919,64.885,60.58,60.082,58.719,57.413,59.692,58.861,57.653,56.702,55.573,59.112,52.457,52.39,55.393,52.201,53.938,54.989,53.011,48.712,51.875,50.654,49.906,47.905,50.646
901,B,False,134.96,137.95,135.6,133.62,134.42,133.47,131.39,127.37,129.34,129.22,128.31,127.14,128.04,129.48,131.59,133.28,135.37,138.5,141.76,141.54,142.13,146.0,146.37,144.0,143.42,142.3,139.48,135.74,135.75,133.64,131.09,128.91,128.45,128.15,127.91,128.36,126.27,126.4,126.62,128.54,129.32,132.37,132.58,132.83,134.78
902,B,False,72.5,72.651,73.014,72.956,75.068,74.016,75.349,74.93,74.645,73.471,72.424,71.709,72.297,71.725,71.556,71.059,71.186,70.754,70.656,70.688,71.707,70.724,69.39,69.193,68.329,68.101,68.361,68.499,68.559,67.927,68.603,67.685,67.564,68.041,68.884,68.733,69.627,68.351,67.868,67.591,67.519,66.606,67.371,67.801,67.003
903,B,True,95.198,94.823,96.768,97.449,97.864,98.369,100.42,102.2,103.44,104.16,104.35,104.61,105.92,106.31,106.06,106.49,106.41,106.87,106.23,107.76,107.31,107.07,107.57,107.4,106.1,107.46,108.15,107.15,106.63,105.67,106.09,105.31,104.28,103.62,102.66,101.78,101.32,100.25,98.825,97.913,98.916,98.428,99.33,99.208,99.774
904,B,True,90.141,89.939,90.186,89.822,88.391,88.894,90.292,89.741,90.292,89.743,90.805,91.726,92.579,91.811,91.446,90.321,90.981,90.689,89.831,90.501,88.427,86.517,85.536,85.586,85.11,85.025,85.581,85.951,86.62,86.031,87.291,87.482,86.481,85.814,86.039,85.896,86.02,86.11,86.005,86.111,86.326,86.3,85.85,86.048,86.397
905,B,True,148.07,148.52,148.83,145.6,144.27,140.6,136.99,131.99,131.42,130.49,130.31,129.08,130.4,131.14,132.58,133.95,136.34,137.25,138.33,138.45,138.93,139.47,141.0,142.0,143.66,142.38,142.93,144.1,146.14,146.68,145.04,143.4,146.53,148.12,147.71,147.91,146.87,147.77,146.53,145.83,148.54,145.56,144.21,144.64,142.28
906,B,False,132.09,132.97,133.99,132.39,128.86,130.04,128.11,127.45,125.69,122.32,123.4,122.42,121.88,122.14,121.62,120.7,123.31,123.51,126.89,130.26,133.62,135.98,137.13,136.15,135.67,135.71,134.35,135.28,134.8,132.07,131.24,128.71,126.71,125.53,125.84,124.02,122.53,122.5,121.96,119.55,117.73,116.98,116.83,117.09,118.78
907,B,False,56.281,56.319,56.4,56.203,56.488,57.215,57.347,56.99,57.251,57.058,57.509,58.439,58.433,58.526,59.647,59.275,59.074,59.35,59.302,60.175,60.382,61.052,61.902,61.744,62.154,62.769,63.301,64.209,64.221,63.667,63.341,63.497,63.514,63.155,62.844,62.771,62.574,62.107,61.662,61.905,61.219,61.254,61.333,61.416,61.08
908,B,False,106.9,106.59,106.07,108.5,110.11,111.19,113.76,115.44,119.65,120.99,120.31,121.35,123.36,125.16,128.38,126.04,125.62,126.27,126.58,127.06,126.12,126.44,125.26,124.05,122.24,121.22,120.38,120.07,119.19,117.93,118.06,117.93,117.91,116.56,113.99,111.86,111.01,107.96,108.88,109.17,109.4,108.24,108.64,109.01,107.54
909,B,False,109.96,109.65,110.33,111.57,110.79,110.13,110.15,110.74,110.18,109.19,108.55,106.21,105.36,105.04,105.23,102.8,103.36,103.14,102.28,101.48,101.78,101.58,103.38,104.37,106.42,108.65,111.75,115.97,119.36,119.37,119.8,121.18,120.51,117.3,115.94,113.18,111.12,110.05,107.3,105.32,104.83,104.29,105.0,104.08,105.73
910,B,True,115.73,117.95,120.02,120.6,121.34,121.15,121.6,122.19,122.35,121.92,120.01,118.02,117.8,115.7,114.32,112.1,110.54,111.11,111.27,110.52,110.86,112.14,111.2,112.94,112.33,114.37,116.34,117.1,117.76,117.19,118.23,118.55,118.41,120.56,123.17,122.24,121.66,122.81,123.6,122.2,121.33,121.05,122.05,123.09,123.77
911,B,True,120.39,122.32,123.08,121.65,121.7,121.24,123.84,125.41,122.91,124.06,125.67,126.85,128.94,131.78,132.46,131.4,131.9,131.08,127.96,128.95,125.32,126.86,128.25,129.75,125.07,124.78,123.79,123.34,124.51,125.87,128.62,127.18,126.75,125.6,123.2,123.2,125.2,125.33,127.62,126.45,125.94,127.54,129.83,129.15,130.12
912,B,False,112.2,111.73,114.07,116.52,116.96,117.12,118.53,120.08,120.93,119.01,118.28,117.49,119.19,121.52,121.11,122.47,122.28,120.31,119.66,118.75,117.88,118.06,117.94,117.35,116.42,116.16,116.49,115.42,113.07,113.06,113.94,112.82,112.19,111.68,111.06,110.54,111.08,111.72,112.24,113.15,113.99,115.87,117.5,121.12,123.81
913,B,True,122.56,121.63,121.61,122.89,122.01,121.62,121.26,119.91,119.04,118.7,117.85,116.46,116.65,115.92,116.48,115.29,113.31,114.58,115.28,116.56,116.72,120.04,124.26,126.02,129.82,132.85,136.47,136.19,136.59,138.16,136.86,136.35,133.98,131.26,131.7,130.14,126.67,125.15,123.95,121.36,121.18,120.03,119.25,118.86,118.03
914,B,True,57.482,58.618,54.631,58.207,59.089,56.583,56.105,55.908,55.417,54.974,53.992,55.271,55.094,55.656,55.393,54.393,55.009,53.976,55.028,56.731,56.765,56.735,57.147,58.058,57.424,57.499,56.427,56.544,55.523,56.81,56.921,58.053,58.53,58.848,60.155,60.056,62.076,60.2,61.416,60.331,59.293,60.219,60.13,59.832,61.346
915,B,True,104.01,103.37,103.54,104.51,105.21,105.83,107.62,106.17,108.2,109.6,111.44,111.31,111.77,110.17,109.64,111.33,109.66,110.31,109.62,109.8,106.33,105.31,104.93,105.08,107.92,106.06,105.27,108.43,108.03,108.86,105.69,108.35,107.28,107.66,107.59,109.33,109.93,110.45,110.22,113.74,111.86,110.11,110.56,109.28,110.54
916,B,False,51.138,51.48,51.978,51.447,52.164,51.625,51.586,51.809,51.371,52.498,52.693,53.209,53.841,54.712,54.098,53.485,53.327,53.893,56.685,56.767,56.047,57.416,57.544,58.656,59.341,58.178,59.432,59.403,61.04,60.452,61.078,62.225,59.347,59.292,59.31,59.642,59.756,58.964,58.855,58.328,59.105,58.653,58.814,58.998,60.094
917,B,False,113.17,111.09,108.7,109.6,108.64,108.17,110.68,111.26,110.66,109.71,107.19,105.04,105.7,104.12,102.42,103.11,103.61,102.23,102.59,102.52,102.35,103.47,103.72,105.21,104.42,103.76,102.97,102.9,102.84,103.58,103.21,104.12,106.41,107.56,106.82,108.1,107.36,107.61,109.62,110.13,109.82,109.8,110.13,109.35,110.44
918,B,False,92.459,90.736,90.223,90.82,89.353,87.954,88.7,86.773,86.102,85.731,86.926,86.893,87.375,89.163,88.721,88.731,89.586,89.599,89.862,90.145,90.846,89.966,91.294,91.524,91.858,91.555,90.495,91.825,90.765,91.498,88.894,89.308,89.276,87.887,87.063,85.266,86.617,86.061,84.439,82.286,82.915,81.539,80.504,79.939,81.681
919,B,False,101.72,101.45,98.742,98.96,98.416,96.361,97.978,97.45,98.024,98.751,99.754,99.542,99.256,98.684,100.37,102.17,102.8,103.24,105.0,103.2,102.84,104.35,102.97,102.44,98.543,98.629,99.328,97.099,98.139,99.537,97.554,96.592,98.103,97.836,99.779,98.769,98.02,97.516,98.141,98.059,97.8,98.212,99.537,100.02,99.97
920,B,False,136.71,135.13,136.68,137.98,138.71,139.33,141.08,144.54,145.53,146.21,150.22,149.86,149.99,148.33,148.33,144.59,143.56,144.23,141.25,142.2,138.72,136.5,135.39,134.16,133.67,133.19,132.59,133.55,134.17,135.24,135.66,136.76,138.58,138.75,139.8,138.51,136.44,131.13,130.23,128.15,126.6,123.93,125.73,124.65,122.8
921,B,True,109.53,112.14,113.23,114.55,117.37,119.65,120.37,121.71,123.35,124.8,124.56,125.18,123.56,122.24,122.07,120.25,119.1,116.71,115.91,114.32,114.51,115.52,113.92,113.05,114.13,113.01,113.09,112.03,111.83,112.82,113.74,114.96,114.89,116.47,117.4,117.58,119.89,120.62,121.85,122.85,124.24,124.43,126.34,126.73,126.82
922,B,False,83.812,83.401,83.591,82.875,82.739,82.752,82.63,82.053,82.234,82.273,81.662,80.989,80.523,80.552,80.755,80.975,81.301,80.321,81.036,79.642,80.235,80.033,80.507,81.311,80.65,80.877,81.241,81.334,81.984,82.425,82.295,83.171,84.77,84.651,85.748,86.782,86.998,85.968,85.496,85.672,83.236,82.541,82.168,81.331,81.363
923,B,False,56.469,56.173,56.779,56.763,56.481,57.376,58.573,59.312,58.752,58.821,59.369,58.614,58.193,58.579,57.48,57.517,56.811,56.433,57.282,56.346,56.824,57.048,56.979,58.64,57.907,59.593,58.309,60.273,58.738,59.099,59.334,61.083,59.834,58.399,58.606,58.777,59.028,59.604,57.542,59.177,61.275,60.556,59.81,61.115,63.1
924,B,False,109.5,107.4,107.19,105.48,102.39,105.08,110.38,107.96,107.94,104.4,104.92,95.4,101.99,103.14,103.03,105.64,106.36,108.5,110.39,114.15,114.86,114.67,118.45,121.4,118.4,117.49,116.55,119.28,118.8,117.69,117.45,116.07,112.29,111.99,114.34,112.92,110.76,105.29,105.25,104.58,104.03,102.67,103.08,105.55,105.91
925,B,False,141.53,143.84,142.71,140.23,139.14,138.93,135.83,136.55,134.02,134.13,136.69,135.78,134.63,130.74,130.59,130.25,133.63,133.03,136.02,140.13,141.46,143.74,146.26,146.98,145.96,143.43,141.8,140.04,140.01,137.55,133.57,131.46,128.63,128.93,129.13,132.93,132.93,130.98,130.2,130.45,131.65,128.62,128.28,127.04,126.17
926,B,False,106.19,105.82,107.36,106.09,105.38,107.14,107.76,107.08,106.9,105.34,106.04,104.59,103.43,103.59,103.49,103.21,101.83,101.68,100.95,99.064,97.864,98.664,97.31,96.903,97.546,95.839,96.617,96.243,96.992,96.427,95.141,94.79,93.348,93.292,94.236,94.22,93.296,93.448,93.519,94.722,94.469,95.147,91.537,93.092,94.683
927,B,True,65.206,67.706,72.184,78.396,66.234,72.089,64.684,68.571,70.435,73.069,80.04,67.099,76.629,70.213,68.395,77.144,73.882,66.611,70.696,71.568,74.19,73.855,70.764,64.74,63.738,67.226,58.637,69.265,66.76,68.755,67.827,66.791,67.279,61.969,59.237,61.703,64.511,60.021,59.006,57.265,56.196,56.227,60.411,56.798,60.584
928,B,False,127.0,122.14,121.74,118.11,120.56,123.97,123.84,127.3,124.11,122.96,123.26,123.93,121.33,122.61,123.92,126.78,125.79,124.14,124.15,121.65,120.16,116.3,114.37,117.71,116.44,114.33,114.39,115.85,115.2,114.52,114.81,115.47,114.75,114.33,117.46,116.1,115.79,114.39,115.26,114.19,115.1,112.09,112.01,111.54,107.93
929,B,False,116.54,116.41,115.33,116.47,117.47,117.9,117.46,118.22,118.05,119.6,121.31,121.74,123.67,125.56,123.68,124.19,125.81,125.14,122.78,121.79,121.22,120.37,119.9,117.46,118.69,117.58,117.1,116.04,115.68,115.29,115.5,116.21,117.77,115.87,116.75,118.2,116.82,117.47,117.22,115.91,117.41,117.93,117.96,117.29,118.36
930,B,False,81.118,80.432,83.418,83.275,82.821,81.234,80.325,81.076,80.874,81.032,80.835,80.958,80.645,79.346,80.105,80.185,80.04,78.709,77.092,76.15,75.749,73.617,73.432,72.839,72.397,71.929,72.827,71.402,72.67,71.554,74.34,74.354,73.928,77.161,76.358,77.573,77.452,77.96,76.425,79.008,77.807,77.999,79.292,78.586,77.45
931,B,True,101.68,101.5,101.96,102.99,102.1,103.56,103.41,103.13,101.95,103.66,103.67,104.04,102.37,102.24,103.49,102.88,102.35,102.98,103.32,102.88,102.65,103.37,101.5,101.7,101.9,100.36,99.52,97.592,97.492,97.661,97.236,97.122,95.683,95.909,96.641,95.726,96.276,96.91,98.345,99.881,100.63,103.08,104.66,105.62,107.47
932,B,True,65.022,65.45,67.076,67.371,68.2,74.228,70.886,71.043,69.388,69.167,73.759,71.214,73.253,70.934,72.327,74.921,72.109,71.67,73.605,70.555,69.988,70.156,80.604,73.773,74.251,71.527,71.935,69.67,69.958,75.812,69.607,67.636,66.458,68.253,67.081,68.717,78.212,68.311,78.46,71.543,77.961,68.806,65.606,68.299,72.192
933,B,False,104.42,103.83,103.62,103.79,104.64,102.6,102.2,101.79,100.68,100.08,100.41,99.822,100.84,100.8,101.73,102.74,101.4,102.38,102.79,102.98,104.99,106.02,105.09,106.23,107.71,109.04,108.83,107.42,106.65,107.22,107.54,107.25,106.09,105.43,104.31,103.99,103.72,103.25,103.32,101.34,102.05,102.09,102.48,102.54,102.24
934,B,False,143.2,143.33,137.74,137.42,138.16,142.43,145.94,152.57,152.29,153.79,155.76,158.12,160.11,161.71,161.17,158.84,155.12,154.44,153.3,148.74,150.0,149.41,143.42,142.82,141.97,137.67,140.45,137.31,136.12,135.86,136.42,136.79,134.48,135.27,134.23,138.78,138.61,139.64,139.01,134.49,138.86,140.11,141.97,136.13,137.06
935,B,False,110.11,112.68,116.15,115.91,117.22,118.39,121.64,118.58,114.5,119.11,120.87,122.1,117.8,122.25,124.6,127.43,123.88,126.95,128.04,126.77,127.89,128.71,130.3,126.21,123.64,119.45,119.55,117.83,115.24,116.55,117.4,116.05,117.53,117.2,117.17,119.05,120.54,120.72,120.75,122.92,122.85,123.71,124.55,126.19,127.0
936,B,False,113.67,132.56,112.67,115.32,131.78,128.3,124.54,128.97,128.47,124.1,115.4,115.41,122.2,111.12,124.81,133.74,122.6,119.67,123.9,118.62,120.71,120.67,128.79,125.87,136.03,140.25,141.73,134.81,128.6,144.79,141.84,123.48,132.06,138.46,136.55,144.0,140.84,141.96,143.12,141.95,142.05,138.63,148.27,148.88,152.05
937,B,True,73.263,73.576,73.882,73.424,72.84,72.773,72.09,71.772,71.353,70.898,70.312,69.832,69.622,68.656,69.377,68.589,68.456,68.52,69.077,69.466,70.848,71.009,71.862,71.771,72.866,73.931,74.256,74.34,73.053,73.076,71.694,72.284,71.244,71.179,72.435,71.652,72.071,71.233,70.655,70.409,70.303,72.131,69.941,71.045,71.261
938,B,False,108.45,111.72,112.34,111.57,111.63,111.59,109.09,107.43,108.95,106.55,108.34,106.85,105.69,105.88,102.8,103.46,104.63,103.21,100.97,102.34,101.94,100.1,101.73,101.83,102.56,102.89,102.96,104.66,106.75,108.43,106.42,107.45,109.56,110.65,109.81,110.51,109.38,108.07,109.62,111.18,111.21,111.41,110.87,109.09,108.59
939,B,False,75.566,75.043,76.438,76.221,75.209,73.63,74.378,74.163,73.052,73.202,75.091,74.618,74.25,75.576,73.147,72.943,73.056,73.531,72.52,71.765,72.717,76.328,72.359,75.87,74.915,75.948,76.119,75.837,78.215,78.112,77.275,78.833,77.397,77.076,78.268,77.143,77.857,78.105,77.993,78.727,78.974,79.062,78.583,79.046,78.188
940,B,False,109.67,109.51,110.31,109.74,108.69,109.49,110.52,111.01,111.14,110.53,110.34,109.43,112.04,111.21,110.07,108.99,108.98,109.21,108.97,107.87,106.81,107.83,108.7,109.56,110.86,111.01,110.7,110.53,113.07,113.46,115.65,116.54,117.79,119.75,120.13,120.97,122.63,122.55,123.13,122.37,121.2,121.25,118.76,118.35,117.5
941,B,False,93.301,92.959,92.863,93.417,92.588,91.937,91.724,91.438,92.171,91.97,92.361,92.699,91.659,92.519,92.651,91.898,92.161,92.119,92.448,92.078,91.854,92.332,91.963,92.413,92.59,92.602,91.278,91.721,92.017,91.792,91.188,91.433,91.27,91.953,91.76,92.296,92.095,92.277,92.271,91.819,91.722,93.212,92.737,93.499,93.179
942,B,False,41.903,45.063,44.762,42.652,43.682,42.8,44.507,43.906,42.496,42.728,44.794,45.539,44.633,45.446,44.953,44.826,43.901,46.221,47.662,47.947,47.599,46.526,44.543,44.852,44.929,45.42,46.517,44.931,44.563,44.558,44.572,44.48,44.834,45.544,44.694,44.42,44.852,46.319,45.39,45.238,45.316,46.142,46.108,46.101,45.227
943,B,False,111.67,108.05,96.571,94.707,97.73,101.66,105.86,107.21,110.82,109.06,106.83,108.16,102.16,104.21,100.89,102.12,103.71,99.189,98.624,94.049,91.685,91.296,90.254,89.78,89.924,90.803,89.18,88.231,90.619,93.464,93.135,92.934,93.915,93.698,93.331,93.74,89.732,88.905,88.944,91.518,95.039,98.867,99.02,97.041,100.83
944,B,True,125.55,123.03,122.68,121.91,120.83,119.12,117.62,118.64,120.08,120.87,119.78,121.92,125.09,129.14,130.81,129.62,131.16,130.33,132.46,131.4,135.25,134.12,132.85,131.38,129.44,127.03,127.21,128.51,125.84,124.66,124.44,121.79,122.05,121.25,121.62,120.26,119.15,119.31,118.15,119.74,117.51,117.82,119.77,117.9,118.82
945,B,False,108.1,109.36,110.78,109.54,110.57,113.58,112.73,111.89,112.3,111.42,108.8,109.95,109.0,110.07,108.67,106.93,104.94,104.46,102.93,101.66,101.87,100.56,98.98,99.116,99.421,99.38,98.164,97.454,97.964,97.957,98.013,98.096,99.172,101.69,102.43,103.98,103.19,104.01,107.14,106.69,108.19,108.16,110.08,111.97,112.1
946,B,True,154.02,157.71,152.98,159.31,158.95,155.41,151.96,148.29,147.44,153.09,151.75,149.06,148.78,142.25,142.14,142.37,142.5,148.18,140.54,140.55,143.83,146.98,149.19,153.45,158.81,156.73,155.49,155.82,154.58,151.06,156.52,156.93,158.1,157.34,158.98,155.58,150.74,151.93,155.17,154.92,153.94,151.12,148.38,148.47,120.62
947,B,True,103.73,104.38,102.61,103.56,102.88,104.08,103.39,103.4,104.05,103.8,103.89,105.84,106.88,106.75,106.47,106.09,106.75,109.35,108.2,109.69,111.81,113.44,114.37,115.38,116.7,119.0,120.9,122.05,120.8,120.62,119.9,119.85,119.98,117.4,113.82,115.12,112.59,112.03,110.86,111.0,110.46,109.79,110.97,110.96,109.02
948,B,True,100.98,102.51,102.34,99.04,98.401,97.931,96.488,97.126,99.355,99.189,96.29,96.601,98.688,96.029,95.353,95.885,95.127,94.4,94.801,95.09,95.41,96.313,98.492,96.204,97.017,96.019,96.769,96.115,95.757,96.64,96.619,96.414,98.202,97.93,99.032,99.925,98.162,99.54,98.441,98.657,99.027,99.771,99.608,100.4,98.91
949,B,False,96.834,96.276,96.817,98.573,99.559,101.02,103.54,104.9,106.14,106.06,107.01,107.13,106.22,103.63,103.78,103.41,101.01,99.806,97.595,97.82,97.16,98.296,97.202,96.988,96.798,97.874,97.892,98.921,98.422,98.723,99.714,102.05,101.25,102.05,103.07,103.09,103.4,104.03,103.68,103.72,105.23,104.78,104.14,103.67,101.67
950,B,False,87.937,86.346,86.934,87.335,87.356,87.22,87.352,86.969,89.779,90.55,92.058,88.626,93.134,90.813,89.11,89.863,89.988,88.886,87.948,88.072,87.985,88.07,88.381,88.777,86.502,87.097,87.428,88.212,89.879,88.482,86.812,86.437,87.133,88.259,87.346,89.526,91.478,90.96,92.377,91.891,94.497,91.921,92.095,94.488,91.262
951,B,False,135.49,134.02,130.5,130.98,130.78,129.53,126.08,124.48,125.31,125.82,123.4,125.52,122.7,124.32,128.05,129.24,128.89,128.63,132.3,131.92,117.26,131.96,134.94,135.69,137.43,132.1,134.68,133.1,137.29,136.21,134.0,136.7,136.85,135.28,132.91,136.55,133.49,134.13,132.58,134.11,134.96,133.46,130.45,128.43,130.19
952,B,True,126.08,124.64,126.07,127.54,125.49,123.05,126.97,126.79,126.47,125.23,129.05,130.3,129.18,126.15,125.92,126.38,125.21,125.12,124.79,124.25,119.86,124.62,125.41,120.37,118.53,117.89,118.46,115.72,113.5,115.23,112.78,115.01,113.9,116.26,114.93,114.94,112.96,111.87,111.72,111.23,109.93,111.72,109.2,111.24,110.33
953,B,False,63.827,62.328,63.058,63.336,61.901,62.151,59.246,63.06,63.329,63.736,61.731,59.952,62.954,63.791,60.275,60.035,60.684,61.746,64.917,59.907,59.961,58.61,61.507,59.119,60.108,59.428,61.248,61.886,62.408,60.718,60.585,60.078,61.766,60.111,58.855,62.261,61.715,59.392,64.896,64.973,61.787,63.699,59.004,60.684,59.758
